280000000c	מתתיהו
3e050e00aa	און דאס איז דער בטחון, וואס מיר האבן צו אים: אז ווען מיר בעטן עפעס לויט זיין רצון, הערט ער אונדז;
3e050f00dc	און אויב מיר ווייסן, אז ער הערט אונדז, וועגן וואס מיר בעטן, ווייסן מיר, אז מיר האבן די בקשות, וועלכע מיר האבן געבעטן פון אים.
3e0510019e	ווען עמיצער זעט זיין ברודער זינדיקן א חטא, וואס איז נישט צום טויט, זאל ער בעטן (פאר זיינעטוועגן), און ער (ה׳) וועט אים געבן לעבן, פאר די, וועלכע זינדיקן נישט צום טויט. עס איז פאראן א זינד צום טויט; נישט פאר יענער זאג איך, אז ער זאל בעטן!
3e05110069	יעדע עוולה איז א חטא; און עס איז פאראן א זינד נישט צום טויט.
3e0512011e	מיר ווייסן, אז יעדער איינער, וועלכער איז געבוירן געווארן פון ה׳, זינדיקט נישט; נאר דער, וואס איז געבוירן פון ה׳, היט זיך אפ, און דער נישט גוטער רירט אים נישט אָן.
3e05130098	מיר ווייסן, אז מיר זענען פון ה׳, און די גאנצע וועלט ליגט אין דער (מאכט) פונם נישט גוטן.
3e051401b7	און מיר ווייסן, אז דער זון פון דער אויבערשטער איז געקומען און אונדז געשענקט א פארשטאנד, כדי מיר זאלן דערקענען דעם ווארהאפטיקן; און מיר זענען אין דעם ווארהאפטיקן, אין זיין זון יהושע/ישוע המשיח. דאס איז דער ווארהאפטיקער ג‑ט און דאס אייביקע לעבן.
3e0515003d	קינדער, היט זיך אפ פון די אפג‑טער.
3f00000018	ב יוחנן בריוו
3f0101010c	דער זקן צו דער אויסדערוויילטער הארינטע און צו אירע קינדער, וועלכע איך האב באמת ליב; און נישט בלויז איך אליין, נאר אויך אלע, וואס האבן דערקענט דעם אמת;
3f0102008b	צוליב דעם אמת, וואס בלייבט אין אונדז, און וועט זיין מיט אונדז ביז אויף אייביק;
3f010300f3	חסד, רחמים, שלום, זאל זיין מיט אונדז, פון ג‑ט דעם פאטער, און פון יהושע/ישוע המשיחן דעם זון פון דעם פאטער, אין ווארהאפטיקייט און אין ליבע.
3f010400f4	איך האב מיך זייער געפריידט, אז איך האב געפונען (אייניקע) פון דיינע קינדער גיין אינם אמת, לויט ווי מיר האבן באקומען א געבאט פון דעם פאטער.
3f01050117	און איצט בעט איך דיך, הארינטע, נישט ווי איך וואלט דיר געשריבן א ניי געבאט, נאר דאס, וואס מיר האבן געהאט פון אנהויב אָן, אז מיר זאלן ליב האבן איינס דאס אנדערע.
3f01060106	און דאס דאזיקע איז די ליבע: אז מיר זאלן לעבן לויט זיינע געבאטן. דאס דאזיקע איז דאס געבאט, ווי איר האט געהערט פון אנהויב אָן, אז איר זאלט לעבן דערין.
3f0107012a	ווייל א סך פארפירער זענען ארויסגעגאנגען אין דער וועלט אריין, וועלכע זענען נישט מודה, אז יהושע/ישוע המשיח איז געקומען אינם פלייש. דאס איז דער פארפירער און אנטי‑משיח.
3f01080092	היט זיך, אז איר זאלט נישט פארלירן, וואס מיר האבן דערווארבן, נאר נעמט אפ א פולן שכר.
3f0109011a	יעדער איינער, וועלכער איז עובר און בלייבט נישט אין דער לערנונג פון דעם משיח, האט נישט ה׳; ווער עס בלייבט יא אין דער לערנונג, דער האט סאי דעם פאטער סאי דעם זון.
3f010a00ea	אויב איינער קומט צו אייך און ברענגט נישט די דאזיקע לערנונג, זאלט איר אים נישט אויפנעמען אין הויז אריין, און נישט אפגעבן קיין שלום;
3f010b0078	ווארום ווער עס גיט אים אפ שלום, דער האט א חלק אין זיינע בייזע מעשים.
3f010c0132	האבנדיק א סך צו שרייבן צו אייך, האב איך עס (אבער) נישט געוואלט (טאן) מיט פאפיר און טינט; נאר איך האף צו קומען צו אייך און צו רעדן מויל צו מויל, כדי אונדזער פרייד זאל זיין פול.
3f010d007d	עס געבן דיר אפ שלום די קינדער פון דיין שוועסטער, דער אויסדערוויילטער.
4000000018	ג יוחנן בריוו
4001010062	דער זקן צו גאיוסן דעם געליבטן, וועמען איך האב באמת ליב.
40010200b7	געליבטער, איך טו תפילה, אז אין אלעם זאלסטו מצליח זיין, און זיין געזונט, אזוי, ווי עס גייט גוט דיין נשמה.
40010300fb	ווארום איך האב מיך זייער געפריידט, ווען ברידער זענען געקומען און האבן עדות געזאגט וועגן דעם אמת אין דיר, וויאזוי דו לעבסט אין דער ווארהייט.
400104008c	קיין גרעסערע פרייד האב איך נישט, ווי צו הערן, אז מיינע קינדער לעבן אין דעם אמת.
4001050092	געליבטער, דו האנדלסט געטריי אין דעם, וואס דו טוסט פאר די ברידער און פאר די אורחים,
40010600e0	וועלכע האבן עדות געזאגט וועגן דיין ליבע פאר דער קהלה; דו וועסט טאן גוט, אויב דו וועסט זיי ווייטער שיקן ווי עס איז ראוי פאר ה׳;
40010700b3	ווארום פאר זיין נאמען וועגן זענען זיי ארויסגעגאנגען, נישט אננעמענדיק קיין זאך פון די אומות (העולם).
400108009d	מיר זענען דעריבער מחייב אויפצונעמען אזעלכע, כדי מיר זאלן ווערן מיטארבעטער אין דעם אמת.
40010900bf	איך האב עפעס געשריבן צו דער קהלה; נאר דיאטרעפעס, וועלכער האט ליב צו זיין ביי זיי א ראש, נעמט אונדז נישט אָן.
40010a01aa	דערפאר, ווען איך וועל קומען, וועל איך אים דערמאנען די מעשים, וואס ער טוט, בארעדנדיק אונדז מיט בייזע רייד; און נישט צופרידן מיט דעם, נעמט ער אליין נישט אויף די ברידער, און פארווערט יענע, וואס ווילן (עס טאן), און טרייבט זיי ארויס פון דער קהלה.
40010b00d8	געליבטער, טו נישט נאך דאס שלעכטע, נאר דאס גוטע. ווער עס טוט גוטס, דער איז פון ה׳; ווער עס טוט שלעכטס, דער האט נישט געזען ה׳.
40010c00fb	וועגן דעמעטריוסן האבן אלע (גוט) עדות געזאגט, אפילו דער אמת אליין; און אויך מיר זאגן עדות; און דו ווייסט, אז אונדזער עדות זאגן איז ווארהאפטיק.
40010d009b	איך האב געהאט א סך צו שרייבן צו דיר; נאר איך וויל עס דיר נישט שרייבן מיט טינט און פעדער;
40010e011d	איך האף אבער דיך צו זען אין גיכן, און (דעמאלט) וועלן מיר רעדן מויל צו מויל. שלום צו דיר. (אונדזערע) פריינד געבן דיר אפ שלום. גיב אפ שלום די פריינד יעדן ביים נאמען.
4100000017	יהודהס בריוו
41010100f7	יהודה, א קנעכט פון יהושע/ישוע המשיחן און א ברודער פון יעקבן, צו די גערופענע, געליבטע אין ג‑ט דעם פאטער, און אפגעהיט פאר יהושע/ישוע המשיחן:
