0100000010	Яритилиш
300315014d	Ундақта, Тәврат қануни Худаниң вәдилиригә зитму? Яқ, һәргиз! Әгәр бирәр қанун инсанларни һаятлиққа ериштүрәләйдиған болса, ундақта һәққанийлиқ җәзмән шу қанунға асасланған болатти.
300316013c	Һалбуки, муқәддәс язмилар пүткүл аләмни гунаниң илкигә қамап қойған; буниңдики мәхсәт, Әйса Мәсиһниң садақәт-етиқати арқилиқ вәдиниң етиқат қилғучиларға берилиши үчүндур.
30031700f2	Лекин етиқат йоли келип ашкарә болғичә, биз Тәврат қануни тәрипидин қоғдилип, ашкарә болидиған етиқатни күтүшкә қамап қоюлған едуқ.
30031800ee	Шу тәриқидә, бизниң етиқат арқилиқ һәққаний қилинишимиз үчүн Тәврат қануни бизгә «тәрбийилигүчи» болуп, бизни Мәсиһкә йетәклиди.
300319009c	Лекин етиқат йоли ашкарә болуп, биз әнди йәнә «тәрбийилигүчи»ниң назаритидә әмәсмиз.
30031a0090	Чүнки һәммиңлар Мәсиһ Әйсаға етиқат қилиш арқилиқ Худаниң оғуллири болдуңлар.
30031b00a9	Чүнки һәр қайсиңлар Мәсиһкә киришкә чөмүлдүрүлгән болсаңлар, Мәсиһни кийивалған болдуңлар.
30031c010d	Мәсиһдә нә Йәһудий болмайду нә Грек болмайду, нә қул болмайду нә һөр болмайду, нә әр болмайду нә аял болмайду, һәммиңлар Мәсиһ Әйсада бир болисиләр.
30031d00f5	Силәр Мәсиһкә мәнсуп болған екәнсиләр, силәрму Ибраһимниң нәсли болисиләр вә униңға вәдә қилинған [бәхит-саадәткә] мирасхордурсиләр.
30040101b1	Йәнә шуни ейтимәнки: Гәрчә бир бала пүтүн мүлүкниң егиси болсиму, мирасхор гөдәк вақитлирида таки атиси бәлгүлигән вақит тошмиғичә, у өз өйидики қулдин пәрқи болмайду. Чүнки у йәнила ғоҗидарлар вә бала баққучиларниң башқурушида болиду.
30040300be	Шуниңға охшаш, бизму гөдәк вақтимизда, бу дуниядики «асасий қаидә-қанунийәтләр» астида қул болған едуқ.
3004040100	Лекин, вақит-саити толуқ тошқанда, Худа Өз Оғлини [бу дунияға] әвәтти. У бир аял кишидин туғулған, шуниңдәк Тәврат қануни астида туғулған еди.
30040500f9	Буниңдики мәхсәт, Худа Тәврат қануни астида яшиған [бизләрни] бәдәл төләп һөрлүккә чиқирип, бизниң оғуллуққа қобул қилинишимиз үчүндур.
30040600dd	Һәм силәр Униң оғуллири болғанлиғиңлар үчүн, Худа Өз Оғлиниң: «Абба! Атам!» дәп чақирғучи Роһини әвәтип қәлбимизгә салди.
30040700e2	Шуниң үчүн, силәр һазир қул әмәс, бәлки оғуллиридурсиләр; оғуллири болған екәнсиләр, Худа арқилиқ Өзигә мирасхор болисиләр.
30040800a0	Бурун, Худани тонумиған вақтиңларда дәрвәқә ялған илаһларниң қуллуғиға тутулғансиләр.
30040901ef	Әндиликтә, һазир [һәқиқий] Худани тонуған екәнсиләр, — яки ениқрақ қилип ейтқанда, Худа тәрипидин тонулған екәнсиләр, әнди силәр немә дәп бу дуниядики күчсиз, әбҗәқ әрзимәс «асасий қаидә-қанунийәтләр»гә қарап янисиләр? Уларниң қуллуғиға яңливаштин қайтишни халамсиләр?
30040a0091	Силәр алаһидә күн, ай, пәсил вә жилларни етиварға елип хатириләшкә башлидиңлар!
30040b0098	Мән илгири силәргә сиңдүргән әҗрим бекар кетәрмекин, дәп силәр үчүн әнсирәватимән.
30040c0106	Қериндашлар, мән шуни силәрдин өтүнимәнки, маңа охшаш болуңлар; чүнки мән силәргә охшаш болдум. Силәр әслидә маңа һеч азар йәткүзмигән едиңлар.
