2800000003	Mat
290c220096	Vazga kǝ Yasu a nggawar khai kwelemlem, ka niya tsin, “Bita bakh dǝ tlǝksa Yazhigǝl bi.” Ən tǝkhal kǝ yana, na ude a gwidǝn ndiɗarwal bi.
290c230092	Madv Yasu ǝn tsagdutsag ǝn Fǝta Yazhigǝl, ka ndiɗa tsin kwarne, “Uɗa lava kǝ li tsagdu ndzikha ndzikh ǝn kwar kwarne Kristuwa Zǝr Dodi?
290c2400d2	Wirva Dod dǝ ghǝr sar, ǝn tǝ dǝva dǝ Sǝɗikw Yazhigǝla, a kwargan kwarne, “‘Nǝv Dad Zikan kǝ Dad Zikanar. “Ndzǝga ndzǝg ǝn tǝ dǝva kafar khekwa ba ka dǝ li dawagh ǝn kus kǝ sigagh.”’
290c25008d	Dod dǝ ghǝr sara ǝn ɗakha dǝ ‘Dad Zikan.’ Ka da nǝga ndarin kǝ zǝr sari? Zikǝn dzakhava udakh ǝn tsǝn kǝn tsǝna dǝ khwaɗg.
290c2600c3	Madv Yasu ǝn tsagdutsaga, ka ni, “Tsukwamana ghǝr dǝ li tsagdu ndzikha ndzikh, li way gwayava dǝ zikzikan kǝ gabag. Ən nagha itar naghatǝrdi nagh zǝ fatǝrghǝrfǝg ǝn tǝ ɓala kasuk.
290c270052	Zǝ batra vǝj khwaran ǝn gud dzakhava Yakhudakh, zǝ vak khwaran ǝn vak khwadg.
290c2800b8	Ən biɗ widǝgakh itar diwa zu dǝgakh tar. Ən zulu zula itar ǝn ɗǝgau, kǝ nǝghatra nǝgha tsud. Khulf yan kǝ udakha da manatra taka lavud char, mal kǝ dǝg yakhaya kǝ udakh.
290c2900dc	Ən tǝkhal kǝ yana, ka ndzǝga Yasu khefa dǝ vake ǝn bǝduwud ad dǝg buti, ǝn vaz ɗule ǝn ɗida dzakhava udakh ad kwaɓ tar da vake ǝn bǝduwud ad dǝg buti. Zikǝn tluwandalakhe bakhdagh ad kwaɓ tar ɗǝmbǝr.
290c2a005c	Ai ka sa widǝge talag, ka bǝdagh ad kalami vǝrshakanv mits, ai kwal do dat kwaɓ kitakul.
290c2b00a1	Ka Dakhga Yasu ad furakh sar da vak sar, ka ni, ǝn tǝkha kura tǝkha kǝ, kwaɓe a bǝdagh widǝg na da dǝg ɗi dǝg buti na, a malgan ad dǝg itsawar daghan.
290c2c007f	Wirva daghan tara khǝɗikǝn a bǝdu itar ǝn zika dǝge din itar. Ai widǝg na ǝn talag sar a bǝduwin ad ɗaga dǝge dinin.
290d010096	Madv Yasu ǝn sǝgawal ǝn Fǝta Yazhigǝla, ka nǝv fang ǝn tǝb kǝ furakh sar tsin, “Malǝm, vaza dǝ ɗigan kurakhana zǝ khwara khǝgakhan.”
290d02008c	Ka ngawar khai Yasu kwarne, “Nǝgha tsǝkha adina kǝ khǝgakhana? Na bai da ɗuɗud ǝn tǝ vavak sar bi. Itsera tara da ndaza ndazud.”
290d030087	Madv Yasu ǝn giɗǝn tǝ ghuɓa Oliv, ger dǝ Fǝta Yazhigǝl, ka sa Bitrus, zǝ Yakubu, zǝ Yukhan zǝ Ndros da vak Yasu ɓǝghanyan.
290d040095	Ka nǝv itar, kwara kǝnda kwar, da dzoghǝr yawa ina kǝ digitakhi? Tsugun da zǝk ndǝk uɗa dǝge da nǝghud da da dzoghǝr dǝgakhana daghani?”
290d05004d	Ka ngawa tǝrkhai Yasu kwarne, “Ɗem nikur khayamanǝf ba valkurdu udan bi.
290d06005e	Da saks udakh zikǝn ǝn ɗakhar ǝn kwarne ka Yasu. Tsuguna, da valdu vala itar udakh zikǝn.
290d0700a2	Da tsǝna kur lav ǝn tǝghǝr kǝ pǝga zǝ wilenga sar kǝ pǝg, gǝdzam bi. Wirva barari dzoghǝr dzǝg kǝ yakhen kǝ digitakh. Ai mbasa sara a sa ba ndan bi.
290d0800f5	Kǝsa da tsiyara tsiya kǝ tlǝrna kǝs. Tlǝksa da kǝl ghum itar ǝn tǝghǝr kǝ tlǝrna tlǝks. Da man mbǝɗa pǝgdǝmud ǝn vakakh sikh sikh sikh. Da nǝg way tsugun. Daghan yakhana kǝ digitakha, ndazhazha sar bi, farsafǝg sar kǝ dlaɗ.
290d0900de	Ka tsukwana kur ghǝr. Da ɓǝkur ɓa itar da vak takalav, zǝ kǝɗ kur kǝɗǝn ǝn vak dzakhava Yakhudakh. Da ɓǝkur ɓud da tǝvuk kǝ maludakh zǝ shikakh wirva ɗakhar, ki kwaratra lav zǝɗan tsukur ǝn tǝvuk tar.
290d0a0056	Ai kǝda saks kǝ mbasa sara, barari kwardu lav zǝɗan na tsud chak kǝ daghan udakh.
290d0b00dc	Itsa yau ǝn vai kur khai itar zǝ ɓǝkur ɓa da vak taka lav, dzamam ba dǝge da kwara kur bi. Kwaram kwara ba kur dǝge a sakura da mǝkǝnur ǝn tǝ sarten. Wirva kur bǝn kwar lava bi, Sǝɗikw Yazhigǝl ǝn kwaran.
290d0c00c3	“Ən tǝ yanen kǝ sarta, da bǝdu zǝrbab ad zǝrbab sar kǝ mǝts, dad tsugunsa da bǝdu bǝg ad zǝr sar. Zara tsugun da tsiyara tsiya tar kǝ yakh tar, zǝva kǝɗtǝr kǝɗa tsitar kǝmts.
290d0d006b	Da nagh kur ba itsawar wirva ka bi. Ai ɗaga ude a bǝgan ad rǝv da tǝ mbasa, da mbǝladu mbǝla dǝ kat.
290d0e0116	“Da nǝgha nǝgha kur dǝg dzadlakhe, ǝn bazdu Fǝta Yazhigǝl, zǝ udakhe ǝn nenanen, ǝn ghitsǝn tǝ vakvake tsa kalkal ba ghitsa tsin bi, (dakake ǝn tugwado lavana katlga katlin dǝge tukuwin). Ka liye ǝn ǝntla khay ya Yakhudi, barari khwaya tsitar dǝgo da ghuɓakh.
290d0f006b	Ude ǝn ndzǝgan ǝn tǝ ghǝr gud tsuguna, ya so ɓin sǝgadagh da zǝɓ itsauɗ dǝgal ǝn khud mǝgh bi.
290d10003c	Ude ǝn gukh tsuguna, ya guyo bin saks da zǝɓ nura sar bi.
290d110063	Da nǝg dlaɗ kǝ nǝghwase dǝ khuɗ, zǝ liye dǝ zǝr ǝn tǝ tukw dǝv, ǝn tǝ yanen kǝ sart.
290d120035	Kwam ɗǝgau, dzoghǝr ba khwayana ǝn sarta fagh bi.
290d1300af	Yǝn tǝ yanen kǝ sarta, da nǝg dlaɗ char, khulfe kwal taɓa tsuɗ manaman. Gwil farsa vǝrɗ lard, tangw da tǝ ina kǝ sart. Aghbud da gwidǝn man khulf sar kǝ yanen bi.
290d1400ab	“Da tsa khǝtsana bud ad khǝnakhen bi, tsa na ud dǝg sige da tǝma dǝ safa bi. Ai wirva li dzǝran na kǝ udakh Yazhigǝl, da khǝtsa khǝtsa Yazhigǝl ad khǝnakhen.
290d15007f	Ən tǝ yanen kǝ sarta, da ka nǝv udan tsukur, ‘Vaza, auna Kristu ǝn van’ awana, ‘A niya ǝn vin’ ya khayamanǝf bi.
290d1600f1	Wirva Kristu filfilakh zǝ tlayang filfilakh da sakhgawal itar. Da manakh zik zikan na kǝ jakvakh, zǝ zik zikan na kǝ dǝg ndawakakh itar kǝ valdu udakh. Da tsa tǝkhin kǝ manawan, da valdu vala itar zǝva liye a dzǝrtǝkhai Yazhigǝl.
290d17003c	Wirva yana, ɗem nikur, a kwara kur khai ka itsauɗǝn sart.
290d180090	Ən tǝ yanen kǝ khǝnakha, ǝn tǝkhal kǝ dzoghǝr dzǝg kǝ dlaɗakhen, “‘Ka da nǝga fatsi kǝ gurtl. Tǝl tsuguna naba da kheɗaɗ bi.
290d190089	Kwadladlakh tsuguna ka da ɓaloɓalǝn Sǝgadagh ǝn tǝ fef gharazhigǝl. Da gǝdiya gǝdyud ad ndzǝɗakhe Ən fǝf gharazhigǝl.’”
290d1a0082	“Da mǝdlo ǝn tǝ yanen kǝ sart jakva Zǝr Ud ǝn tǝ fef gharazhigǝl, ǝn sǝgadagh ǝn ghwik, dǝ ndzǝɗa zǝ ndanga char.
290d1b00a5	Da bǝlondagh ɓǝla dǝ zarɓǝlakh sar, kǝ dzakha dzǝran na kǝ udakh sar, ǝn tǝ kalam lard daghan. Tsiyif ǝn tǝ yan kǝ kalam lard, da tǝ yan kǝ kalamakh.
290d1c007a	“Tsagam tsaga digit dǝ ufa ghǝdiv. Da farsin ɗidu tlim kǝ ɗado wilwa tlim, ǝn tsatsǝg kur kwarne a khǝrzǝga vi.
290d1d0074	Ndǝk yan tsugun, da nǝgha tsukur dǝgakhan ǝn dzoghǝr dzǝg. Tsa tsukur kwarne, a khǝrzǝgan, ǝn tǝ ghay gud.
290d1e0062	Ən tǝkha kura tǝkha kǝ, udakh kwargǝn, da ruga ba itar bi, khekwa dzoghǝr dǝgakhana daghan.
290d1f0060	Gharazhigǝl zǝ khaya da nige tar. Ai lave ǝn sǝgawal ǝn ghayara na bai kwal da righa bi.”
290d20006f	“Na ude ǝn tsa khǝna zǝ sart bi, itsa zarɓǝlakhe ǝn gharazhigǝl, itsa Zǝren, uk Dad kitakul ǝn tsan.
290d210046	Ɗem nikur, ɗikfǝkhe kur, wirvǝn tsa bakur sarte da sǝgadaghin bi.
290d2200e1	Ndǝk ude da dǝgal da tlǝrna kǝs. Madvin ǝn ɗuwada mǝgha, batrǝm ad tlǝr ǝn dǝv kǝ li man tlǝr sar. Ka kwarar khai ak itsera kǝ zǝr tlǝr ad tlǝre da manin, ka kwarar khai kǝ dadake ǝn uf mǝgh ad giɗa ɗem.
290d23009a	Wirva yan, ɗem nikur, wirvǝn tsa bakur sarte da guyo dad mǝgh bi. Itsa kǝ khakhuga awana ǝn tǝb viɗ, itsa tǝkǝdla pǝrt awana kǝ fatsi tǝghǝr.
290d240039	Da soghǝrin dzagwdlam, tlakurghǝr bin ǝn khǝnkhar bi.
290d250041	Dǝge ǝn kwara kura ka, ǝn kwarara kǝ itsawar kǝ. Ɗem nikur.
290e0100d3	Tǝmga khǝna mits kǝ khwaɗga ɗitsaɗits ai ǝn kwarud dǝ khwaɗga brudiye kwal yist. Ka gat ɗul vi Yasu kǝ zik zikan na kǝ zil kǝsakh, zǝ li tsagdu ndzikha ndzikh ɓǝghanyan, kǝ kǝɗa kǝɗa kǝmts.
290e02005b	Ai ka nǝv itar, “Na kiyam da viya viya fitsa khwaɗga bi, wirva da tsiya gadla udakh.”
290e0300e3	Madv Yasu ǝn kǝs Betani, ǝn zu kaf ǝn fǝta Bitrus ai tsa ndzikǝn fǝch. Ka saks kǝ nusen dǝ wal bǝtbǝtan ǝn khatakw ai dzaw gan ǝn tǝf. Ka nguranǝf ad khatakwa, ka ɗiyarǝm ad wal bǝtbǝtanen ǝn ghǝr kǝ Yasu.
290e04008e	Ka bazala rǝv kǝ chalǝm udakhe ǝn vin. Ka nǝv itar kǝ itsawar, “Uɗa lava tsin ǝn bazdu wal bǝtbǝtan ai dzaw gan ǝn tǝf ndǝkini?
290e0500af	Azǝgha tsa sukwdu ud, tsa gǝmaduwud kwaɓ mal kǝ kwaɓe ǝn pǝlarud kǝ dadak tlǝr ǝn vǝg, ka batrud ad kwaɓ sar kǝ talagakh.” Ka tavarghǝr itar di kǝ nusen char.
290e06006d	Ka nǝv Yasu tsitar, a ɗuman ad nusǝn “Uɗa lava tsukur ǝn njǝgharu njǝghi? A manakai ad dǝg khwaran.
290e07008f	Tsika fatsiya da kur zǝ talagakh. Tǝkha kur kǝ mǝlatru ǝn tǝ itsera kǝ sarte ǝn na kur. Ai ka, da dagh ba kiyam zǝ kur tsika fatsi bi.
290e080075	A mangan ad khalavuwa dǝge a mangin. A ɗiyo ad wal bǝtbǝtan an tǝ vǝghar, ki da ɗika kǝ khǝɗa ka da khǝɗ.
290e0900a1	Ən tǝkha kura tǝkha kǝ, itsa da kwardu ǝn varud lav zǝɗa kǝ tsǝna nǝn, ǝn lard daghan, dǝgǝn na manga nusna da kwardu kwarud ki da dzama da dzam.”
290e0a0083	Ka dala Yakhuda Iskariyoti kitakul ǝn tǝb kǝ furakh Yasu kǝlatǝm mits, da vak zik zikan na kǝ zil kǝsakh, kǝ batǝrdu Yasu.
290e0b0084	Tsǝna tsitar ad yana ka zǝɗatru char. Ka manarkhai itar lanji da bara kwaɓ. Ka farsa Yakhud ad gat ɗule da batǝrduwin ad Yasu.
290e0c00c9	Fitsa chak kǝ zu brudiye kwal yisti, fitsa khǝr mbaklak khwaɗga ɗitsaɗits. Ka ndiɗarwar furakh sar kǝ Yasu, kwarne, “Ən varǝn nakha da ɗikakhana kǝnda vake da zu dakha kaf ɗitsaɗitsi?”
290e0d0085	Ka ɓǝlanǝf Yasu ad furakh sar mits, niya tsitar, “Dam daks da dlǝmdla kǝs, da gama kur zǝ ude ǝn ɓa shuguda yu. Gatams gat.
290e0e0087	Da daghin da mǝgh, ka nikur kǝ dadak mǝgh, nǝv malǝm, “Mǝdla kǝnda mǝdla dǝ gude da zudin kaf ɗitsaɗitsa zǝ furakh sar’
290e0f0076	Da mǝdlakura mǝdla dǝ zikan kǝ gud lind, ai udzalud ɗikana ɗika kǝ khwaɗg. Ɗikama kiyamana dǝg zuwun vin.”
290e100094	Ka dala furakhen da dlǝmdla kǝsa, tlarghǝr itar kǝ digitakh, ndǝkve tsa kwara tǝrkhai Yasu. Ka ɗikana itar ad dǝg zuwa khwaɗga ɗitsaɗits.
290e11004a	Ɓǝlga kǝ khagwa, ka sagh Yasu zǝ furakh sar kǝlatǝm mits da mǝghen.
290e120086	Madv itar ǝn zu kaf, ka nǝv Yasu tsitar, “Ən tǝkha kura tǝkha kǝ, kitakul ǝn kur, ai ǝn zuwa kaf zǝ kǝ, da bǝkdu bǝg.”
290e130050	Ka bazala rǝv tsitar char. Ka nǝv itar tsin dǝ kitakw kitakw, “Ka nagha?”
290e140067	Ka nggauga Yasu kwarne, “Kitakul ǝn kur kǝlatǝm mits na, ude ǝn zuwa kǝnda kaf ǝn kwat kitakul.
290e15008b	Da ǝmtsa Zǝr Ud ndǝkve a vindzǝgud ǝn tǝghǝr tsin. Ai ya ɗangwa kǝ ude da bǝdu Zǝr Ud. Adara tsa yiga bu dǝ yanen kǝ ud bi.”
290e16009e	Madv itar ǝn zu kaf, ka ɓǝf Yasu ad brudi, kwarar khai ad us kǝ Yazhigǝl, ka kwachanan. Batran kǝ furakh sar, niya tsitar, “Chawam chaw, vǝgharen.”
290e170067	Ka ɓǝf ad kwate dǝ yu inabi, kwarar khai dǝ us kǝ Yazhighǝl. Ka batran, daghan tara ka khǝɓaru.
290e180055	Ka nǝv Yasu tsitar, “Ina vizhar dǝg lanji, ai ɗiduwud kǝ wirva udakh zikǝn.”
290e19008c	Ən kwara kura kwara kǝ, aghba ka da khǝɓ yu inabi bi, akwa sarte da khǝɓa ka tlǝrna wilwan sar kǝ yu inabi ǝn tlǝksa Yazhigǝl.”
290e1a0055	Ɓǝlga kǝ Yasu zǝ furakh sar ad ndusa. Ka sawal itara, dal itar da tǝ ghuɓ Oliv.
290e1b00ab	Ka nǝv Yasu tsitar, “Daghanura da khwaya kur dǝgal, da ɗukda ɗuwa kur. Wirva vindzan kwarne, “‘Da kǝɗga kǝɗa kad dadak zighw, Giɗa tuwagha da kwaza itar.’
290e1c0060	Ai ǝn tǝkhal kǝ tsiyif tsiya tsǝkǝn ngitl, kǝn da dala tǝghǝr tsukur da khaya Galili.”
290e1d0053	Ka nǝv Bitrus kǝ Yasu, “Itsa kwazga itar daghan, na ka da ɗuwakhs ɗuwa bi.”
290e1e009d	Ka nǝv Yasu kǝ Bitrus, “Ən tǝkha kha tǝkha kǝ, ǝn khuɗ viɗ khan, kǝda wuga kǝ ghwachik sig mits, da bǝg tsugu tsakatsǝg kha sig khǝkǝrɗ.”
290e1f009c	Ka gwidǝn Bitrus ad khwarar kwara kwarne, “Itsa da ǝmtsa ki dagh, na ka da bǝg tsugu tsakhatsǝg bi.” A kwarakhga ndǝkyan chalǝm furakh sar daghan.
290e2000a1	Ən tǝkhal kǝ yana, ka dala Yasu dagha zǝ furakh sar da tǝ vaken ai ɗakhdud Gatsamani. Ka niya tsitar, “Ndzamga ndzǝg ǝn van, dǝgal da ɗǝgawa kǝ.”
290e210071	Ka ɗaghga Yasu ad Bitrus, zǝ Yakub, zǝ Yukhan dǝgal dagha zin. Ka soghǝr bazala rǝv zǝ dzamghǝr kǝ Yasu.
290e22006e	Ka niya tsitar, “Rǝvara righan da baza rǝv, ai da tǝgh kǝ kǝɗkai. Giɗam giɗa ǝn van, ɗem nikur.”
290e230097	Dal tsin da tǝvuk khǝɗikǝn, ka khǝmbǝgan dǝ khuɗ khuɗ, ka ɗǝgawa tsin kwarne, da tǝkhin kǝ manawan, ɓakghǝr ɓud ad ina kǝ sarta dlaɗ.
290e24009c	Ka ni “Dada, itsauɗa ǝn manawa man ǝn vakagh. Tsa ɓakghǝra kha dǝ ina kǝ dlaɗ. Tsakhǝnmina, dǝge ǝn na ka ba da manud bi, ai dǝge ǝn nakh.”
290e2500c0	Guyoghǝr kǝ Yasu da vak furakh sarna khǝkǝrɗ, ka tlatǝrghǝr ǝn khǝn khar. Ka niya kǝ Bitrus, “Siman ǝn khǝn khar kura? Atsuk tǝgh bakh kur kǝ manga ɗǝm, kǝ dǝg aw kitakula?
290e26008a	Ɗem nikur zǝ man ɗǝgau, ki khek da ɓǝla tsukur da kura. Sǝɗikwa, ǝn nagha dǝ man tlǝr kwaran, ma vǝgha a khǝtsaru ndzǝɗ.”
290e27004e	Ka gwidǝn dala da ɗǝgau kǝ dǝg mits, ka gwayars kǝ ɗǝgawe tsa chak.”
290e280099	Gwiyoghǝr tsin saks da vak furakh saren, ka tlatǝrghǝr ǝn khǝn khar, wirva khar ǝn di tsitar char. Wirvǝn tsa ba itar ad dǝge da kwarara itar bi.
290e2900c3	Ka dala, gwiyoghǝr kǝ dǝg khǝkǝrɗ da vak furakh saren, ka niya tsitar, “Dlakh kur ǝn khǝn khar zǝ fǝtava? A tlal, vazam vaz, a sagh sarte da bǝduwud Zǝr Ud, da dǝv kǝ li khaipakh.
290e2a0041	Tsiyam tsi, ndziyam dǝgal. Auna dadake da bǝkdu bǝg a sagh.”
290e2b00fa	Madv Yasu dlǝn kwar lav, ka sagh Yakhud ai kitakul ǝn tǝɓ kǝ kǝlatǝm mits, dagha zǝ dzakhava udakh zikǝn. Khwatan katsakarakh zǝ yaghwatakh ǝn dǝvakh tar. Zikzikan na kǝ zil kǝsakh, zǝ malanakh ǝn tǝghǝr kǝ udakh kǝ ɓǝlatǝrǝf.
290e2c00a7	Yakhud dadak bǝdu bǝgena, audzala kǝbits tǝrkhai kǝbitsa kǝ dzakhava udakhen kwarne, “Dadake da bruwa ka, in udanen, viyam viyǝn dǝgala, khutana kur char.”
290e2d004f	Sa tsitara, ka dala Yakhud ger da vak Yasu. Ka ni, “Malǝm, ka bru Yasu tsin.
290e2e002b	Ka viga udakhen ad Yasu. Khutana itar char.
290e2f0088	Ka ndǝɗadal fang ǝn tǝb kǝ liye ǝn ghitsgan ǝn vin ad katsakar sar. Ka tsaɓgan ad vǝɓ ndangan kǝ zil kǝs, ǝntlardu ad tlim.
290e300072	Ka ndiɗatǝrwal Yasu, kwarne, “Sǝnkarakh khǝka, ǝn sǝgawal kur dǝ katsakarakh zǝ yaghwatakh da vika viya?
290e310090	Tsika fatsi da ka zǝ kur ǝn tsagdutsag ǝn Fǝta Yazhigǝl, a vikai ba kur bi. Ai manava kǝ righda dege a vindzgud ǝn kaɗkaɗ Yazhigǝl.”
290e32002c	Ka khwayala furakh sar daghan, ɗuwars itar.
290e330074	Ka nǝg dakhalen a gatars kǝ Yasu, na gabag ǝn tǝvǝgh tsin bi, uk lǝgwit khǝngan. Tsǝn nagha itar ad viya vi,
290e340049	ka ngǝdlgan ǝn vak tar. Khwayal dǝgal kwal kadlang ǝn tǝ vǝgha sar.
290e3500dc	Ən tǝkhal kǝ viga viya kǝ dzakhava udakhen ad Yasu, ka ɓal itar da vak ndangan kǝ zil kǝs. Ka dzafkhe zik zikan na kǝ zil kǝsakh, zǝ malanakh ǝn tǝghǝr kǝ udakh zǝ li tsagdu ndzikha ndzikh ǝn vak kitakul.
290e36008b	A gatars Bitrus kǝ Yasu tsugun kǝ tsub, tangw da tǝ gǝlvakh ndangan kǝ zil kǝs. Ka ndzǝgan ǝn vin da zǝ li uf udakh, ǝn ɗir kar.
290e3700ab	Zik zikan na kǝ zil kǝsakh zǝ daghan li taka lav, ǝn gat udakhe da ǝntlarva lav fila fila kǝ Yasu itar, kǝ nǝghda kǝɗga kǝɗa tsitar. Ai ka mbǝladu ba itar bi.
290e380066	Tsakhǝnmina zikǝn udakhe a sarawal kǝ ngatlarva fil. Ai fila tara a dzǝf bǝn tǝ dǝva kitakw bi.
290e39004e	Ka tsiyif yakhaya kǝ udakh, ka kwarga itar ina kǝ fil ǝn tǝghǝr kǝ Yasu.
290e3a00bc	“A tsǝna tsǝkǝnda ina kǝ ud ǝn kwar kwarne, ‘Tǝkha ka kǝ khǝtana Fǝta Yazhigǝl nǝ ai ndǝrga udakh. Ka ndǝrga ka tlǝrn ǝn khǝna khǝkǝrɗ. Ai ud ba da ndǝran bi.’”
290e3b0037	Tsakhǝnmina, fila tara dzǝf bǝn tǝ dǝva kitakw bi.
290e3c00b4	Ka tsiyif ndangan kǝ zil kǝs ǝn tǝvuk tar. Ka ndiɗarwal kǝ Yasu kwarne, “Na kha dǝ lave tǝkhakha kǝ kwargan ǝn tǝghǝr kǝ lave ǝn kwara itar ǝn tǝghǝr tsǝkha?”
290e3d008c	A mbǝɗa ba Yasu ad khay bi. Ka gwidǝn ndiɗarwal ndangan kǝ zil kǝs kǝ Yasu tsugun, “Kha khǝ Kristu, Zǝr Yazhigǝl dadak barka?”
290e3e00a1	Ka nǝv Yasu tsin, “An nǝv Yasu, da nǝgha nǝgha kur Zǝr Ud ǝn ndzǝgan ǝn tǝ dǝva kaf Dadak Ndangan daghan, zǝ sǝgdagh ǝn ghwik ǝn gharazhigǝl.”
290e3f0076	Ka kwakhdu ndangan kǝ zil kǝs ad katlang sar. Ka ndiɗatǝrwal, “Uɗa dla lava tsǝkiyam ǝn gat tlǝrna shidakhi?
290e400071	“A tsǝna tsukur ad nena Yazhigǝle a mangin. Uɗa ɗayaghǝruri?” Ka nǝv itar, “Khwaran sara kǝɗgud.”
290e4100d1	Ka tafarva chalǝm udakh ad shaghwvai kǝ Yasu, mbusar khai itar ad vak di, ka kǝɗǝf itar. Ka nǝv itar, “Kwara kǝnda lav tlayang tlayang, war kǝ kǝɗfǝkhe?” Ka ɓala li uf udakha, ka kǝɗǝf itar.
290e420084	Ən tǝkhal kǝ yana, madv Bitrus ǝn ndzǝgan ǝn tǝ gǝlvagh mǝghen, ka sagh dugh kuɗig ndangan kǝ zil kǝs da tǝ gǝlvaghen.
290e43006b	Nǝgha tsin ad Bitrus ǝn ɗir kar, ka vazarvar char. Ka ni “Ghǝragha da kur zǝ Yasu ud Nazarat nǝ.”
290e440070	Ka bǝg tsugu tsin. Ka ni, “Ən tsa ba ka dǝge ǝn kwara kha lavǝn tǝghǝr bi.” Ka dala da tǝ ghay rang.
290e450098	Ka gwidǝn nǝgha nǝgh kǝ dugh kuɗigen ad Bitrus ǝn vin, ka niya kǝ udakhe ǝn ghitsǝn vin tsugun, “Ina kǝ uda, kitakul ǝn li dagha zǝ in.”
290e4600b0	Ka gwidǝn bǝg tsugu kǝ Bitrus. Zula khǝɗikǝna, ka nǝv liye ǝn ghitgan ǝn tǝvǝgh kǝ Bitrus, “Kaɗkaɗiya ghǝragha fang khǝn tǝb tar, wirva ud ya Galili khǝ.”
290e470084	Ka farsa Bitrus ad tlap ghǝr sar, zǝva waɗatra waɗa tsin kwarne, “Ən tsa ba ka dǝ udan nǝn kwara kur lavǝn tǝghǝr bi.”
290e4800d1	Tǝvin tǝvin ka wuga ghwachik kǝ dǝg mits. Ka dzamana Bitrus ad lave tsa kwararkhe Yasu, kwarne, “Kǝda wuga kǝ ghwachik kǝ dǝg mitsa, da bǝg tsugu tsatsǝgarakha sig khǝkǝrɗ.” Ka tuwa tsin char.
290f0100df	Pǝrta kǝdl, zikzikan na kǝ zil kǝsakh zǝ malanakh ǝn tǝghǝr kǝ li tsagdu ndzikha ndzikh, zǝ daghan malanakhe ǝn tǝghǝr kǝ dlam, ka ɗaykavu itar dzanak. Ka nguɗana itar Yasu, ɓala itar da tǝvuk kǝ Bilatus.
290f020078	Ka ndiɗarwal Bilatus kwarne, “Kha nagh shik ya Yakhudakha?” Ka nggawar khai Yasu kwarne, “An ndǝkve kwargakh.”
290f03004d	Ka kwarakh lavakhe a ngatlarva udakh kǝ Yasu, a zikzikan na kǝ zil kǝsakh.
290f040074	Ka gwidǝn ndiɗarwal Bilatus kǝ Yasu kwarne, “Na khǝn mbǝɗa ghay ǝn tǝghǝr kǝ dǝgakhe a ngatlakhve tara?
290f050046	Ai tsuguna a gwidǝn ba Yasu mbǝɗa ghay bi, ka ndawanǝf ad Bilatus.
290f06008a	Dǝge a kuyala shik ǝn mana man ǝn sarta khwaɗga ɗitsa ɗits. Ən ɓǝlars ud kitakul ǝn gud sal, ai ɗauga udakh kǝ ɓǝlars ɓǝl.
290f070093	Ən tǝ yanen kǝ sarta nǝg udanen ɗakha sar Barabas nguɗan ǝn gud sal, dagha zǝ li tsaya gadle, kǝɗga ud ǝn sarte tsa tsiyanǝf itar gadl.
290f080077	Sa kǝ dzakhava udakha, ka farsa itar ad takaɗ Bilatus, kǝ ɓǝlatǝrnars ud kitakul ǝn gud sal ndǝkve tsa kuyalin.
290f09005e	Ka ndiɗatǝrwal Bilatus kwarne, “Ən na nagh kur ɗuwakurnǝs ka dǝ shik ya Yakhudakha?”
290f0a005f	Tsa kǝ Bilatus kwarne wirva silg a bardǝghǝr zikzikan na kǝ zil kǝsakh ad Yasu da vak sar.
290f0b006f	Ai ka shakanǝf zikzikan na kǝ zil kǝsakh ad udakh kǝ kwar kwarne, ɓǝlars ɓǝlin Barabas, ǝn dleva Yasu.
290f0c006d	Ka gwidǝn ndiɗatǝrwal Bilatus kwarne, “Ai uɗa da mana ka dǝ ude ǝn ɗakha kur dǝ shik ya Yakhudakhi?
290f0d0032	Ka tlǝkha tsitar kwarne, “Khǝrtga khǝrtud.”
290f0e007b	Ka ndiɗatǝrwal Bilatus, “Wirva uɗi? Uɗa ghaze manggini?” Ka gwidǝn tlǝkha tsitar kwarne, “Khǝrtga khǝrtud.”
290f0f00b2	Fatsiye ǝn nagh ba Bilatus ad bazatǝrdu rǝv bi, ka ɓǝlatǝrnars ad Barabas. Ən tǝkhal kǝ ba udakh tsin da dlagharu kiɓ kǝ Yasuwa, ka batran kǝ khǝrtga khǝrta tsitar.
290f100077	Ka ɓala tlujiyakh ad Yasu da tǝ gǝlvakh Gumn ai ǝn ɗakhdud (Firitoriyum.) Ka dzanǝf itar dakwal tlujiyakh daghan.
290f11006d	Ka talarǝm itar gabag shalaraz ndǝkva dǝg shikakh. Faɗarkhai itar ad dzakw tak, ka barǝm itar ǝn ghǝr.
290f12005c	Ka farsa itar ad nǝghardi nǝgha kwarne, “Dǝg safagh da tǝ uragh, shik ya Yakhudakh.”
290f13007c	Ka farsa itar dlaghara yaghwat ǝn ghǝr, tafarve tar shaghwvai. Kalga itar juguv ǝn tǝvuk sar, ǝn manara ɗaba nen itar.
290f1400a0	Udzala tsitar ǝn manara nena, ka sǝkhardo itar ad gabag shalaraz ai tsa talarǝm itar, ka talarǝm itar ad gabag sar. Ka ɓala itar da mel kǝ khǝrta khǝrt.
