2800000008	Maatoosa
370201003d	Hiza, ta na7aw, Kiristtoos Yesuusan de7iya maarotethan minna.
3702020077	Daro markkatta sinthan taani nena tamaarssida timirttiya, harata tamaarssanaw dandda7iya ammanettida asaas hadara imma.
3702030041	Yesuus Kiristtoosas ammanthiya wotaaddare gidada taara meto ekka.
3702040057	Ola wotaaddarey ba halaqaa ufayssanaw giigetteesippe attin hara ooson bana peeshshenna.
3702050053	Hessadakka, gaadde woxxiya oonikka bessiya ogera gaaddettonna ixxiko woyto ekkenna.
3702060057	Goshshan daaburiya goshshanchchoy ba daabura ayfiyaappe miya koyro asi gidanaw bessees.
370207004d	Ne akeekana mela Goday nena maaddana gisho, ta new odidabaa ne wozanan naaga.
3702080063	Taani markkattiya Wonggelaa mela hayqoppe denddida, Dawite zerethi gidida Yesuus Kiristtoosa qoppa.
370209006b	Taani Wonggelaa odiya gisho, iitabaa oothida asada, qashettada meto ekkas. Shin Xoossaa qaalay qashettenna.
37020a0088	Hessa gisho, Xoossay doorida asati Kiristtoos Yesuusan de7iya atotethaa merinaa bonchchuwara ekkana mela entta gisho ubbaban waayettays.
37020b005c	Hayssada yaagiya tuma qaali de7ees; “Nuuni iyara hayqqidabaa gidikko, Iyara issife de7ana.
37020c0049	Nuuni gencciko, iyara issife kawotana. Nuuni iya kaddiko, i nuna kaddana.
37020d006e	Nuuni ammanettonna ixxiko, I ammanettidayssa gididi daana. Ays giikko, I bana kaddanaw dandda7enna” yaagees.
37020e0092	Neeni entta hayssa akeekisa; entti qaalata gaason palamonna mela, Godaa sinthan entta zora. Hessi si7eyssata dhayssesippe attin aykkoka maaddenna.
37020f0084	Neeni tuma qaala suuretethan tamaarsseyssanne yeellayonna oosanchcho gidada, Xoossay nashshiya asada, nenatethaa iyaw immanaw minna.
370210005a	Shin ha alamiyas injjetiya go77onna odappe baqata. Hessa mela oday ase Xoossaafe haassees.
3702110089	Hessa mela oday bollaa midigiya paxonna woyzazire maduntha mela. Hessa mela odaa odetteyssata giddofe Hemeneyoosinne Filixoosi de7oosona.
3702120077	Ha asati tuma ogiya aggidi, “Hayqqida asay hayqoppe beni denddidosona” yaagidi guutha asata ammanuwa dhayssidosona.
37021300b5	Gidoshin, Xoossay mino zaalla hiixida gisho qaaxxanaw dandda7enna. Iya bolla, “Goday bayssata erees. Godaa sunthaa xeegiya oonikka iita oosoppe haakko” yaagiya qaalay xaafettis.
37021400d7	Issi gita keethan worqqafe woykko birappe oosettida miisheta xalaala gidonnashin, mithafe woykko urqqafe oosettida miishetikka de7oosona. Hessatappe baggati bonchcho oosos, qassi baggati tooshettiya oosos pee7osona.
37021500c8	Hessa gisho, oonikka iita ubbaa aggikonne bana geeshshiko, bonchcho ooso oothiya miishe gidana. Entta de7oy geeshshinne Godaa ufayssiyabaa, qassi entti lo77o ooso ubbaa oothanaw dandda7eyssata gidana.
3702160082	Naatethaa iita amuwaappe baqata. Geeshsha wozanan Godaa xeegiya asatara issife, xillotethaa, ammanuwa, siiqonne sarotethaa kaalla.
3702170049	Shin ooshshi medhdheyssa erada eeyatethinne hada gidida palamappe haakka.
3702180078	Godaa oosanchchoy asa ubbaas keeha, lo77o tamaarsseyssanne dandda7anchcho gidanaw besseesippe attin ooyettanaw bessenna.
3702190088	I baara eqetteyssata ashkketethan seereyssa gidanaw bessees. Entti bantta nagaraappe simmidi tumaa eranaada Xoossay oothaneekk ooni eri.
37021a0064	Entti bantta wozanaakko simmidi ba sheniya oothana mela entta oykkida Xalahe xihiyappe kessi ekkana.
3703010032	Wurssetha gallasan un77ethiya wodey yaanayssa era.
37030200a9	Asay banttana doseyssata, miishe siiqeyssata, ceeqetteyssata, otoreyssata, cayeyssata, bantana yelidayssatas kiitettonayssta, galatonnayssta, geeshshatethi baynnayssata,
370303007e	siiqoy baynnayssata, maarotethi eronnayssata, zigireyssata, banttana haaronnayssata, qadhey baynnayssata, lo77o dosonnayssata,
3703040078	morkkees aathi immeyssata, qofi baynnayssata, otoron sugetteyssata, Xoossaafe aathidi asho ufayssanaw doseyssata gidana.
370305005f	Entti ammaniyaa daanosonappe attin ammano wolqqaa kaddoosona; neeni hessa mela asatappe baqata.
3703060089	Enttafe issoti issoti asa keethaa gelidi nagaran oykettidayssatanne dumma dumma amon sugettiya daaburanchcho maccasata bolla godatosoona.
3703070043	He maccasati ubba wode tamaarosonashin, tumaa eranaw dandda7okkona.
3703080086	Yaanesinne Yambberesi Musera eqettidayssada ha asati guuggey oothonayssatanne ammanon kunddida asata gidiya gisho tumaara eqettoosona.
3703090078	Shin Yaanesanne Yambberesa eeyatethay qonccidayssada entta eeyatethayka asa ubbaa sinthan qonccana gisho enttaw hanenna.
37030a0062	Shin neeni ta timirttiya, ta duussaa, ta qofaa, ta ammanuwa, ta dandda7aa, ta siiquwa, ta genccaa,
37030b009e	ta yedetethaanne ta metuwa eraasa. Anxookiya, Iqooniyonen, Lisxira katamatan tana gakkidabaanne taani dandda7ida metuwa eraasa; Goday tana he ubbaafe ashshis.
37030c0049	Kiristtoos Yesuusan Xoossaa ufayssiya de7o daanaw koyaa ubbay goodettana.
37030d005e	Iita asatinne baletheyssaati harata balethishenne banttana balethishe kaseppe iiti iiti baana.
37030e0058	Shin ne tamaarida tumaaninne ne ammanida ammanuwan eqqa. Ne oodefe tamaaridaakko eraasa.
37030f0086	Neeni ne na7atethafe doomada Kiristtoosa Yesuusa ammanada, atotethi demmiya cinccatethi immanaw dandda7iya Geeshsha Maxaafata eradasa.
37031000b9	Geeshsha Maxaafaa ubbay Xoossaafe imettida qaala. He maxaafay tumaa tamaarssanaw, balidayssata seeranaw, balidayssata suurisanawunne xillotetha duussaas koshshiya zore immanaw maaddees.
370311004e	Xoossaa asi polonne lo77o ooso ubbaa oothanaw giigidayssa gidana mela maaddees
370401008f	Taani nena Xoossaa sinthaninne, kawo gididi haaranaw qoncciya wode paxatanne hayqqidayssata pirddanaw de7iya Kiristtoos Yesuusa sinthan zorays.
3704020073	Qaala oda; wodey injjetin injjetonna ixxin minnada oda. Daro dandda7aninne tamaarsson asaa zora seeranne denthetha.
370403008c	Asay tuma timirttiya si7onna ixxiya wodey yaana. Entti bantta amuwaa kaallidi, banttaw si7anaw ufayssiyabaa odiya asttamaareta shiishoosona.
3704040050	Entti tuma timirttiya aggidi, tuma gidonna odaa si7anaw bantta haytha zaarosona.
370405007a	Shin neeni ubbaban nena haara. Metuwa dandda7a. Wonggelaa markkatethaa oosuwa ootha. New imettida Xoossaa ooso ubbaa pola.
3704060045	Taani yarshshettiya wodey gakkis; ha alamiya aggada biya wodey matis.
3704070045	Taani lo77o ola olettas; ta gaadiya woxxada wurssas; ammanuwa naagas.
37040800ac	Sinthafe xillotetha kallachchay tana naagees. Hessa xillo pirddaa pirddiya Goday he gallas taw immana. Hessa ta xalaalas gidonnashin, iya qonccethaa amottiya ubbaas immana.
3704090016	Ellesa yada tana be7a.
37040a0088	Deemasi ha alamiyan de7iyabata dosidi, tana aggidi, Teselonqe katamaa bis. Qerqisi Galatiya biittaa, qassi Titoy Dilmmaxiya biittaa bis.
37040b0068	Luuqaasa xalaali taara de7ees. Marqqoosi Xoossaa ooson tana maaddanaw dandda7iya gisho, neera ekkada ya.
37040c0029	Taani Tikiqoosa Efesoona katamaa kiittas.
37040d0095	Neeni yashe, Xiro7aada kataman Karppoosa matan aggada yida ta kootiyanne maxaafata taw ekkada ya. Ubbaka galbban xaafettida maxaafati ekkonna yooppa.
37040e004e	Biraata qoxxiya Iskkinddirey tana daro qohis; Goday iya oosuwada iyaw zaarana.
37040f0034	I nu timirttiya daro ixxiya gisho iyappe nena naaga.
3704100074	Koyro ta mootettiya wode ubbay aggidi bidosonappe attin oonikka tana maaddibeenna. Xoossay he balaa enttaw tayboppo.
37041100b9	Shin taani kumetha kiitaa Ayhude gidenna asa ubbaas markkatin, entti si7ana mela Goday ta matan eqqidi taw wolqqa immis. Qassi koshattida gaammoda doona dooyida hayquwappe tana ashshis.
3704120078	Goday tana iita ubbaafe ashshidi ba salo kawotetha saron efana. Iyaw merinaappe merinaa gakkanaw bonchchoy gido. Amin7i.
370413003e	Phirisqilas, Aqiilasinne Anesfoora soo asaas ta sarothuwa oda.
370414005a	Erasxoosi Qoronttoosa kataman attis. Xirofimoosi harggettida gisho, Malaaxe kataman aggas.
3704150085	Balggoy gelanaappe sinthe ellesada ya. Ewubulusi, Phudeesi, Linuusinne Qilaadeynne hara ammaniyaa asati ubbay nena saro saro goosona.
3704160055	Goday Yesuus Kiristtoosi ne ayyaanaara gido. Xoossaa maarotethay hintte ubbaara gido.
3800000004	Tito
38010100dc	Yesuus Kiristtoosa hawaareynne Xoossaa aylley, Phawuloosi, xaafida dabddaabbiya. Xoossay doorida asaa ammanuwa dichchanaadanne tuma ayyaana de7uwa waanidi daanekko bessiya tumaa eraakko entta kaalethanaw taani kiitettas.
380102008a	He ammanoynne eratethay merinaa de7uwa ufayssaa bolla zemppis. Hessa daro wodeppe sinthe worddotonna Xoossay nuus immana gidi qaala gelis.
3801030045	Nuna ashshiya Xoossay ba woden ha kiitaa odana mela taw hadara immis.
380104009b	Nu kothe ammanuwan ta tuma na7aa gidida Tito, Xoossaa Aawappenne nuna ashshiya Yesuus Kiristtoosappe aadho keehatethay, maarotethaynne sarotethay new gido.
380105008a	Taani nena Qarxeesen aggada yiday, neeni attidabaa giigisanaadanne taani kiittidayssada katamaa ubban woosa keetha cimata doorana melassa.
3801060085	Cimi borettonnayssa, issi machche azinaa, maara dhayon woykko kiitetetha ixon asi boronna ammaniyaa nayti de7iya asi gidanaw bessees.
38010700bd	Woosa keetha cimi Xoossaa oosuwa hadara ekkida gisho, borettonnayssa, otorttonayssa, elle yilottonnayssa, mathottonayssa, oda medhdhonayssanne bessonna go77as dafettonayssa gidanaw bessees.
3801080070	Shin imathe mokkeyssa, lo77obaa ubbaa doseyssa, akeekanchcho, xillo, geeshshinne bana haareyssa gidanaw bessees.
380109007d	Harata suure timirttiyan minthethanawunne he timirttiya ixxeyssata zaaranaw ba tamaarida tuma qaalan minnidi eqqanaw bessees.
38010a0070	Kiitettonayssati, pathonna oda odetteyssati, cimmeyssati ubbaka qaxxaretetha wogaa naagiya daro asati de7oosona.
38010b0094	Entti bessonna ogen miishe demmanaw koyidi, tamaarssanaw bessonnabaa tamaarssishe keetha asaa ubbaa iissiya gisho entta timirttiya teqqanaw bessees.
38010c0071	Entta nabetappe issoy, “Qarxeese asay ubba wode worddo odettoosona; iita do7atanne azalla yarambbata” yaagis.
38010d005d	Ha markkatethay tuma markkatethi. Hessa gisho, enttaw tuma ammanoy daana mela entta hanqetta.
38010e0057	Tuma kiitettonna asaa timirttiyanne Ayhudeta pathonna tossiya si7onna mela entta seera.
38010f0093	Banttaw geeshshi gididayssatas ubbay geeshshi, shin tunatasinne ammanonnaysstas entta qofaynne kahay tunida gisho, enttaw aybikka geeshshi gidenna.
3801100096	Entti nu Xoossaa eroos goosona, shin bantta oosuwan iya kaddoosona. Entti Xoossan ixettidayssata, kiitettonayssatanne lo77o ooso ubbaas gidonnayssata.
3802010045	Shin neeni suure timirttiya phalqqonna timirtte tamaarssanaw bessees.
380202007e	Cima addeti banttana haareyssata, woppu gidayssata, bonchchettidayssata, ammanon, siiqoninne dandda7an, mino gidana mela zora.
3802030098	Hessadakka, cima maccasay bantta duussan geeshshata, zigironnayssata, woyne ushshan haarettonnayssatanne lo77obaa tamaarsseyssata gidana mela tamaarssa.
380204006c	Entti hessada hanikko yalaga maccasay bantta azinatanne bantta nayta siiqana mela tamaarssanaw dandda7osona.
38020500ab	Xoossaa qaalay borettonna mela banttana haareyssata, geeshshata, bantta son ootheyssata, keehatanne bantta azinatas kiitetteyssata gidana mela yalaga maccasaa tamaarssona.
3802060035	Hessadakka, yalaga addati banttana haarana mela zora.
380207006e	Neeni ne huu7en lo77o ooso ubban enttaw leemiso gida. Neeni ne timirttiyan eqqidayssanne ammanettidayssa gida.
380208006e	Nu morkketi nuna zigiranaw gaasoyiyabay enttaw dhayin entti yeellatana mela neeni borettonna lo77o oda odetta.
3802090063	Aylleti ubbaban bantta godatas kiitettana mela entta ufayssana melanne enttara palamonna mela zora.
38020a00b9	Entti bantta godatappe kaysotoppo. Hessika, nuna ashshiya Xoossaa timirttey, ubba ogen dosettidayssa gidana mela bantta oothiya oosuwan ammanetteyssata gideyssa bessana mela entta zora.
38020b003a	Ase ashshiya Xoossaa aadho keehatethay asa ubbaas qonccis.
38020c0097	He aadho keehatethay, nu nagaranne ha alamiya amuwaa aggidi, ha wodiyan nuna haaridi, tuma ayyaana de7uwaninne xillotethan daana mela nuna tamaarssees.
38020d006e	Nuuni anjjettida ufayssaa gidida gita Xoossaanne nuna ashshiya Yesuus Kiristtoosa bonchcho qonccethaa naagoos.
38020e0071	Iita ooso ubbaafe nuna wozanawunne lo77obaa oothanaw amottiya ba geeshsha asi kessanaw nu gisho bana aathi immis.
38020f004a	Neeni hayssa tamaarssa; kumetha maatan zora, seera; oonikka nena kadhoppo.
380301008e	Asay deriya haareyssatas, aawatethay de7eyssatas haarettanaw, kiitettanawunne lo77o ooso ubbaa oothanaw giigettidayssata gidana mela akeekisa.
380302007b	Qassi entti oode bollaka iita odettonna mela, saro asi gidana mela, ashkketanne asa ubbaas qadhetteyssata gidana mela zora.
38030300c1	Nuuni kase eeyata, kiitettonayssata, balettidayssata, dumma dumma asho ufayssasinne amos ayllettidayssata. Nuuni iitatethaninne qanaaten kumidayssata; nu ase ixxeyssata, asikka nuna ixxeyssata.
380304003a	Shin ashshiya Xoossaa keehatethaynne siiqoy qonccida wode,
38030500b5	nu oothida xillo oosuwa gisho gidonnashin, ba maarotethaa gisho nuna ashshis. Nuna I ashshiday, nam77antho yeletethaa meechchaninne Geeshsha Ayyaana baggara immida ooratha de7uwana.
3803060056	He Ayyaana, Xoossay nuna ashshiya Yesuus Kiristtoosa baggara nu bolla darssidi gussis.
3803070064	Ba aadho keehatethaa baggara nuna xillisidi merinaa de7uwa laata ufayssaa oykkana mela hessa oothis.
38030800b5	Ha qaalay ammanettida qaala. Xoossaa ammaneyssati lo77o ooso oothanaw giigidayssata gidana mela ne ha qaala miinthada odana mela ta koyays. Hayssati ase ubbaas lo77onne go77eyssata.
3803090084	Shin eeyatetha palamappe, kochcha tayboppe, kachchafenne higge gaason denddiya ooshshaafe naagetta. Hessi go77inne wodhey baynnabaa.
38030a0056	Shaahotethi medhdhiya uraa koyro zora; nam77antho hanqetta hessafe guye iyappe haakka.
38030b0041	Hessa mela asi geellanne nagaranchcho; I ba bolla pirddeyssa era.
38030c0081	Taani balggo yan shaaccanaw qoppida gisho, Arxemaasa woykko Tikiqoosa neekko kiittiya wode ne taakko Niqophiliyoona yaanaw minna.
38030d005e	Higge eriya Zemaasinne Aphiloosi oge biya wode enttaw koshshiyabay pacconna mela entta maadda.
38030e006a	Nu asaykka pathonna asi gididi attonna mela banttaw koshshiyabaa demmanaw lo77o ooso minnidi ooso tamaaro.
38030f007f	Taara de7iya ubbay nena saro goosona; ammanon nuna siiqiya asaa saro ga. Xoossaa aadho keehatethay hintte ubbaara gido. Amin7i.
3900000009	Filmmoona
3901010079	Taani Phawuloosi, Yesuus Kiristtoosa gisho qashon de7eysinne nu ishaa Ximotiyoosi, nuura oothiya nuuni dosiya Filmmoonas,
3901020073	ne son shiiqiya woosa keethatas, nu michche Afibiyasinne nuura issife de7iya wotaaddare Arkkiphaasas xaafida kiita.
3901030062	Xoossaa nu Aawappenne nu Godaa Yesuus Kiristtoosappe aadho keehatethaynne sarotethay hinttew gido.
3901040088	Neeni geeshshata doseyssanne Godaa Yesuusa ammaneyssa taani si7iya gisho, Xoossaa woossashe nena qoppiya wode ubban ta Xoossaa galatays.
390106007d	Neeni ne ammanuwa haratas shaakkeyssi nuus Kiristtoos Yesuusa baggara yaa lo77obaa ubbaa erisana mela taani Xoossaa woossays.
390107006a	Geeshshata wozanay ne oosuwan minnida gisho, ta ishaw, taani ne siiquwan daro ufayssinne minthetho demmas.
390108006d	Hessa gisho, neeni oothanaw bessiyabaa oothana mela nena kiittanaw Kiristtoosa baggara taw minotethay de7ees.
3901090060	Taani Phawuloosi, cimidayssi, Kiristtoos Yesuusas ha77ika qashon de7eyssi, siiqon nena woossays.
39010a0054	Taani qashon de7ashe iyaw zoriya aawa gidida ta na7aa Anasmoosa gisho nena woossays.
39010b0044	I kase nena maaddenna, shin ha77i nenakka tanakka tuma maaddiya asi.
39010c009c	Taani wozanappe dosiya Anasmoosa neekko yeddays. Taani Wonggelaa gisho qashettidashin, ne gisho taw oothidi tana maaddana mela ta matan iya ashshanaw koyas.
39010e005b	Shin ne sheneda oothanaw koyasippe attin neera zorettonna wolqqan aykkoka oothanaw koyikke.
39010f005f	Anasmoosi guutha wode neeppe shaakettidayssi, ooni eri simmidi ubba wode neera de7onna aggenna.
39011000a1	Hiza, hayssafe guye Anasmoosi aylle gidonnashin, I ayllefe daro aadhdhees. I taw ay mela siiqo ishee! Qassi I new asa baggarakka Godaa baggarakka aadhdhida isha.
3901110045	Hiza, neeni tana ne lagge giyabaa gidikko tana mokkeyssada iya mokka.
390112003a	I nena qohidabay woykko I acottidabay de7ikko taappe ekka.
390113008c	He acuwa taani qanxana gada taani, Phawuloosi, ta kushen xaafays. Neeni taw ne shemppuwa acota uttidayssa taani nena akeekisanaw koshshenna.
3901140059	Ta ishaw, Godaa baggara neeppe maade demmanaw koyays. Kiristtoosa baggara tana minthetha.
3901150062	Taani gidayssafe daro neeni oothanayssa erada qassi ne taw kiitettanayssa ammanada hayssa xaafays.
390116006f	Xoossay hintte woosa si7idi tana hintteko guye zaarana gada qoppiya gisho, taw imathi shemppiya keethi giigisa.
390117004d	Kiristtoos Yesuusa gisho taara qashon de7iya Ephphaafiri nena saro saro gees.
390118005f	Qassi taara issife oothiya Marqqoosi, Arsxirokoosi, Deemasinne Luuqaasi nena saro saro goosona.
3901190042	Godaa Yesuus Kiristtoosa aadho keehatethay hintte ayyaanaara gido.
3a00000007	Ibraawe
3a01010048	Kase Xoossay, nu aawatas nabeta baggara dumma dumma ogen daro wode odis.
3a0102006d	Shin ha wurssetha wodiyan ubbaa iya laatisida qassi alamiya iya baggara medhdhida ba Na7aa baggara nuus odis.
3a010300db	Na7ay Xoossaa bonchchuwa phoolethaanne kumetha Xoossaa Xoossatethaa ekkidi, ba wolqqaama qaalan ha alamiya katisidi oykkis. Asaa entta nagaraappe geeshshidaappe guye Ubbaafe Bolla Xoossaa ushachcha baggan saluwan uttis.
3a0104004f	Iyaw imettida sunthay kiitanchchota sunthaafe bolla gideyssada I enttafe bolla.
3a010500ab	Hiza, Xoossay kiitanchchotappe oodeko, “Neeni ta Na7a; ta hachchi new aawa gidas” gidee? Woykko qassi oodeko, “Taani iyaw aawa gidana; ikka taw na7a gidana” gidee?
3a01060067	Qassi Xoossay ba bayra Na7a ha alamiya kiittishe, “Xoossaa kiitanchchoti ubbay iyaw goynno” yaagis.
3a0107006d	Xoossay kiitanchchotabaa odishe, “Xoossay ba Kiitanchchota carkko, ba aylleta tama laco oothees” yaagees.
3a01080067	Shin ba Na7abaa odishe, “Xoossaw, ne kawotethay merinaw de7ees; Ne kawotethaa ne xillotethan ayssasa.
3a01090084	Neeni xillotethi dosadasa; iita ixxadasa. Xoossay, ne Goday, nena ne laggetappe aathidi dooris, ufayssa zayte nena tiyis” yaagees.
3a010a004e	Xoossay Zaaridi, “Godaw, koyro neeni sa7a medhdhadasa; saloti ne kushe ooso.
3a010b0044	Hessati ubbay dhayana; shin neeni daana. Entti ubbay afilada wurana.
3a010c007a	Neeni entta salenaada xaaxana; qassi entti afilada laamettana. Shin neeni ubba wode nena; ne laythayka wurenna” yaagees.
3a010d0090	Shin Xoossay kiitanchchotappe oodeko, “Taani ne morkketa ne tohoy yedhdhiyaso oothana gakkanaw, hayssan taappe ushachcha baggan utta” gidee?
3a010e0066	Kiitanchchoti ubbay atotethi demmanaw de7iya asata maaddanaw Xoossay kiittida ayyaanata gidokkonaayye?
3a02010062	Hessa gisho, nuuni si7ida tumaappe harasoo ekettonna mela he si7idayssa minthidi naaganaw bessees.
3a02020072	Hiza, kiitanchchota baggara odettida qaalay tuma gidikko, iya naaqoynne kiitettonna ixxoy pirdda ehiyabaa gidikko,
3a020300ab	Yaatin, nuuni hayssa mela gita atotethaa ixxas giikko, waanidi attanee? Koyro Goday ba huu7en he atotethaa odis; qassi iyappe si7idayssati nuus geeshshidi markkattidosona.
3a02040084	Qassi Xoossay malaatatan, oorathabatan, dumma dumma mallataninne ba sheniyada immida Geeshsha Ayyaana imotatan markkatethaa minthis.
3a0205004c	Xoossay ha nuuni odiya sinthafe yaana alamiya, kiitanchchotas haarisibeenna.
3a02060072	Geeshsha Maxaafay issi bessan hayssada yaagees: “Neeni asas qoppanaw asi aybe? Woykko neeni iya naaganaw I aybe?
