2a00000004	Iluk
2a17090048	Ɔkɔ shɔrhɔ Iyesu ngɛ ni ugyurho napany, yip Iyesu kyana yoroo ngɛ.
2a170a007b	Ɛkǝri ogu ubyen Ʊnʊng kǝni ɛkǝri avʊwa ʊmɛr ogro titing burha, asu tana ʊraa ngɛ nagang ani Iyesu si ima ibibi.
2a170b009d	Ikpara dang Ihiridus kǝni arʊ tɛikɔ ngɛ kasu maa ʊwa, asu sina ngɛ, ɔkɔ sɔmɔ ngɛ igbɛ irɛ igigyang okojo tuma ni ɛngɛɛ kyamo eberi Ibilatus.
2a170c0054	Ʊnʊng dang Ihiridus kǝni Ibilatus ko to orokyoro kii uwruwroo ana siramo ni opyo.
2a170d0048	Ibilatus kayirha ogu ubyen Ʊnʊng kǝni arite adarha orokru owro eying,
2a170e00c3	kasani moni, “Inyi kom orokru wen ba ani akʊ derhi orokru ni ɛshinɛ ɔkɔɔ ni igumo. Igyurho ngɛ ʊring bi itenyi ben Ine penmi ngɛ ni irhirhing ibibi kǝni sini inyi pɛrɛ bi ikywie ni.
2a170f0099	Kǝnawo Ihiridus kǝne pen ɛngɛɛ ni irhirhing ibibi, ʊwɔwɔ ojo tuma ni ɛngɛɛ ba owro arʊ. Kǝni sini inyi rii ni ese sa iririma sini imaa ukpo.
2a17100040	Bi kǝna wɔ, Ini kyerhe ngɛ ʊwɔwɔrhʊ eshere ngɛ akyaa.”
2a17110079	[Kii itɔɔyo Ibilatus eshiremo orokru eying bau idɔɔ ʊbɔrʊ eting, arʊ sini orokru sɔrhi bakywa ipara ʊwɔrɔmɔ.
2a17120057	Ekǝri ushi orokru kukum ka fen akpa, “Pere orokru wen! Eshire arʊ Ibarabas ngɛ!”
2a17130070	(Ibarabas arʊ sini odo shoo bi ʊbɔrʊ eting, ɛngɛɛ ɛshini ɔkɔɔ bi idɔɔ Urushelima, ɛpɛrɛ orokru.)
2a17140043	Ibilatus waa ushere Iyesu ngɛ, oko jo sɔrhɔ ɛkǝri ushi orokru.
2a1715005b	Yip oko susuno mo ngɛ ʊtakpa, “Kpaa baya agara akii okpoo! Kpaa ba agara akii okpoo!”
2a171600bf	Okojo pɛrɛ ni ɔmɔ ʊmang taru ngɛ: “Ikiyɔ? Akina eteting yo orokru wen si? Ise penmi ngɛ ni iriring sini imaa ukpo. Bi bʊkǝnawɔ Inʊ kyerhe ngɛ ʊwɔwɔrhʊ eshere ngɛ akyaa.”
2a17170075	Yip kǝni ʊta akpa ngɛ ayaya oko sunomoo ngɛ ni ʊwaa ni akpaa baya agara. Ba kurha ngɛ akpamo kamamo imu waamɔ.
2a1718004b	Bi bʊkǝnawɔ Ibilatus ka kywa iring ʊpɛrɛ Iyesu ngɛ kǝni ʊwaa moni.
2a171900bf	Ekǝ shere ɛkǝri Ibarabas ngɛ arʊ sini afrii bi ʊbɔrʊ eting bekai ʊshinɛ ɔkɔɔ kǝni ʊpɛrɛ orokru, arʊ sini ani imɔ wɛi, ka mamɔ Iyesu ngɛ asa imisini imo wɛi ni ɛngɛɛ.
2a171a00d3	Nisini ɛkǝri arʊ tɛi ikɔ ku kyamɔ ni Iyesu, aka kpin Isimon ngɛ arʊ Isayirin, arʊ sini akʊ juro kyebaa idɔɔ apya bai ibʊng ʊkʊkǝri, akakpin ngɛ asaa ngɛ agara, asaa ʊkparayɔ okroo Iyesu ngɛ.
2a171b007c	Akai ushi orokru ko kroo ngɛ, bi idɔɔmo erere nuwo arʊ sini ɛtiri ni ofo okru asu tei kǝni ʊnira ere ngɛ bekai ngɛ.
2a171c0064	Iyesu ka tere asani ɔmɔni, “Erere Urushelima, inyi bekya etei mi; inyi tei ʊkany kǝni ɔnɔny.
2a171d00a6	Kii ɛkǝri akywa yeba sini inyi nusani, ‘Ʊnʊng ta erere sini asamo ni ɔnɔ ngɛ, ofo sini ese byere yo ko niying kǝni ayan sini ɔnɔ sesamo! Onuo adadʊma!’
2a171e0061	Ikpara dang, “‘Orokru nʊ sani ukro ni, “Kpa baya arʊ!” Ka sani avra, “Fra arʊ!”’
2a171f0060	Kii orokru basa ʊring men akywa sini ʊshi negǝgǝre, ikimoyo inushoo nenyee ʊba kʊrawɔ?”
2a17200058	Opyo arʊ sa ʊʊma ubibi apari nuo kǝni Iyesu ngɛ sini akpin mɔ ɛwɛyɛ pɛrhɛmɔ.
2a172100a5	Nisini abii owro sini ayirhi ni “Ukʊri ikywi”, Burha aka kpaa baya agara kǝni arʊ sa ʊʊma ubibi apari dang ere ying ba avu ʊra, opyo arʊ ba avʊ ʊprʊma.
2a1722009c	Iyesu kasani, “Ɛkpɛri, pʊnamɔ ʊyamɔ ngɛ, kii ɛnɛ kpɛrhimɔ imisini akʊsa.” Aka kǝkaa igbɛ ngɛ kǝ fer atari orong iyaa nʊ kpara ikina ni.
2a172300be	Orokru titing asu rong ngɛ, arite orokru kasu saa ʊwa, asu sina ngɛ. Aka sani, “Asa opyo arʊ oforo; asu ʊkaa ibo shoo asani ɛngɛɛ ni Ikristi, arʊ sini Ʊnʊng karha oworo ngɛ.”
2a17240042	Ekǝri arʊ tɛi ikɔ kaba asu sina ngɛ. Aka maa imusa ʊkpakpam,
2a17250042	asani, “Ibo shoo ʊnwʊɔ ni ogumo Ayaudiya, sa ʊkanw oforo.”
2a17260054	Ɔwɔri ʊwɔrɔ akpa bayarhi ikywie ʊmʊsini ʊsini: EWEN NGƐƐ NI OGUMO AYAUDIYA
2a172700a5	Ereying bidɔɔ ɛkǝri arʊ sa ʊʊma ubibi sini osuni ngɛ ba agara burha kasu ushorho ngɛ ʊtira ani: “Si ʊnwʊɔ ni Ikristi? Sa ʊkanw Oforo kǝni arʊɔ!”
2a172800a0	Yip orobyoo ɛkǝri arʊ sa ʊʊma ubibi ka tana awan arʊ ʊraa ngɛ. Kasani, “Ʊna kung irung Ʊnʊng, bekai sini akywiny iring ukpo nɛmɛr kǝni ɛngɛɛ?
2a17290064	Igara arʊ nɛmɛr, kii arʊ ku pen nɛmɛr ni imisini arʊ si, yip orokru wen sesaa irima ibibi.”
2a172a0052	Ikpara dang aka sani, “Iyesu dirha ni imye akywa sini uba ba bidɔɔ igumonw.”
2a172b0066	Iyesu ko yoro ngɛ, “Ʊbrʊbrʊwɔɔ itaninw, ɛchiyɛ yen ʊnʊ shoo kǝni ɛmyɛɛ bi Iparadai.”
2a172c005e	Kekyaa ni ikpakpaa awri wɔ, owro kasa eting bi kukum ibʊng kekyaa akywa itomo itaru ni awri,
2a172d007a	kii ʊnʊng shere ʊta ngɛ. Ikyɛri sini akai owro ʊshisha kǝni ubyen Ʊnʊng ka sarayo ba barating bayaya kyeba atata.
2a172e008d	Iyesu ka ta onuo ayaya ayirha kasani, “Ɛkpɛri, ima ʊring mi ba avunw.” Nisini eperi kǝna, aka wara ʊfɛn ngɛ ʊʊma akurha ko kpoo.
2a172f006f	Nisini arite arʊ tɛikɔ rii imasini isi, oko dɔɔ Ʊnʊng ngɛ asani, “Iyoro ni orokru wen ni nashisha.”
2a1730006a	Nisini orokru sini otuni burha owo orong imisini iku kyeng, rii imisini isi, akasʊ kra ikɔw mɔ akyamɔ.
2a17310074	Yip kukum arʊ sini ekperhi ngɛ, kǝni erere sini okrii ngɛ bai Igalili, atiting bai ikǝkarha, kasu rong ʊmamen.
2a17320085	Opyo orokru nuwo burha arʊ sini ayirhi ʊtʊwa ngɛ ni Isufu, ani ere ying bidɔɔ ari igumo Ayahudiya, ani nɛgbɛn oshoo nashisha.
2a1733007f	Arʊ sini atiri ngɛ ʊwɔrhɔ utumo imisini asi. Okuni ba apya Ayaudiya bi Ibung Arimatiya, ingɛɛ kaa aku sha igumo Ʊnʊng.
2a17340031	Aka kya owro Ibilatus ɔyo sɔrhɔ ʊkʊng Iyesu.
2a1735009a	Ikpara dang oko shurowo bi bʊng, ka gǝrhawo ni ʊpɛri ka yara ngɛ bi ɔgrɔn sini ɔsɔi bi ʊpang, amisini ese minemo ararʊ ngɛ wroo sini ɔsɔiyo.
2a17360064	Asi ʊmamen kukum ʊnʊng ukyene ʊʊma Ayaudiya sini anakywa shi naji ni awri uwuro Ayaudiya tikpa.
2a17370080	Erere sini abii kǝni Iyesu ngɛ bai Igalili ko krii Isufu ngɛ oyo rong ɛkǝri ɔgrɔn kǝni sini ayari inama ngɛ bidɔɔyɔ.
2a173800a3	Akywa dang oko juro kyamo ʊduna ekǝ ye kyene ɛnyɛ ʊnyang ʊdʊdʊma kǝni anayaa ʊnyang ʊdʊdʊma. Yip oko wuro awri uwuro Ayaudiya kǝni sini ogro peri ni.
2a1801009c	Ni ititikywa awri etensara itee isati, ɛkǝri erere ka kpara ikang kǝni ɛnyɛ ʊnyang ududuma sini ekyeni okyo ka kpin ʊtira kyamo ɛkǝri owro ɔgrɔn.
2a1802002b	Aka darha eyin ʊtari ngɛ bo nuwo ɔgrɔn,
2a1803003a	yip nisini arii idɔɔ ɔgrɔn, onoromo ʊkʊng Ete Iyesu.
2a180400a5	Anayu ʊwɔrɔfo bi ikywi ʊmamen, ba kywakywa dang opyo orokru apari sini ɔsɔmi ʊʊma ufufuru sini ʊkʊ yana kǝni uyen ʊnʊng ni ko kuno atiting bi itʊngmɔ.
2a180500b2	Ikpara dang ɛkǝri erere ka kʊng irung ngɛ nagang ko susuno akywimɔ ibʊng, yip ɛkǝri orokru kasani ɔmɔ ni, “Ikisi inyi kʊ pyerhe arʊ akrʊ bidɔɔ arʊ sini okpuimo?
2a1806006e	Asaa ngɛ ben! Akarha akyushinɛ! Inyi dirha imisini atany, bi ikpara sini eshishi kǝni enyi ngɛ bi Igalili:
2a1807006a	‘Itɔɔyo ama ɔnɔ orokru ba avu arʊya, anu kpaa baya agara. Yip bi awri ʊmang taru anu shinɛ.’”
2a18080025	Ekpara dang aka dirha ni ʊring ngɛ.
2a1809007f	Nisini ojuri bai owro ɔgrɔn, aka tana ɔnɔ ʊmɛr ngɛ atarhi ni eying kǝni ʊparha ɛshɛ arʊ kroo ngɛ kukum ʊring men.
2a180a009e	Imeri arʊ kuno bai Imadala, Ijowana kǝni Imeri akwa Iyakubu adarha ʊparha ɛshɛ erere sini ani kǝni ɔmɔɔ. Ɔmɔmɔ atani ɔnɔ ʊmɛr ngɛ ʊring men.
2a180b0057	Yip ʊsang uyoromo ni imisini ɛkǝri erere peri, kii akʊng kǝni iring ukǝkǝe yoni.
2a180c00d4	Bi kǝna, Ibitrus kǝ shinɛ ni atara kya ɛkǝri owro ɔgrɔn. Oko kpukporo kǝ ten kidɔɔ ko rong uperi sini agǝrhi Iyesu ngɛ ʊyari bi itung, akywa dang oko juro kyaa ʊduna, asu wɔrɔfo asani ikimoyo isi.
2a180d00b7	Ba awri eying dang ɔnɔ ʊmɛr Iyesu apari aku kyeng kyamo opyo apyang sini ayirhi ʊtʊwa ni Imawus, amisini ikarha ngɛ kǝni Urushelima ini kekyaa ʊkpin ikilomita atari ni eying.
2a180e0033	Akasʊ pɛrɛ ni opyomo bekai kukum ʊmʊsini ʊsi.
2a180f0063	Nisini akʊ pɛrɛ asu pya onuo ʊring men ni opyo mo, Iyesu ko kuno nivuo asu kyeng kǝni ɔmɔɔ.
2a18100031	Oroo ngɛ, yip ɛkǝne kperhimo asani Iyesu ngee.
2a1811007f	Iyesu ko gyurho mo, “Ikimoyo inyi ku pɛrɛ ni opyony, sini inyi ku kyeng bi ʊtira?” Aka ting nakprukpring, abubura ikywi.
2a181200b5	Ereying bi idɔɔ mo, sini ayirhi ʊtʊwa ni Ikilopas, ko gyurho ngɛ, “Ʊnwʊɔ eyeyinw ʊni ekyeng bi Urushelima sini ʊnɛ kperhinw ʊring men sini uku kyeng ba awri men ni?”
2a181300d3	Iyesu ko gyurho mo, “Ʊkina ʊma?” Oko yoro ngɛ, “Ʊma sini upen Iyesu ari Inazaret. Ani arʊ pɛrɛ onuo Ʊnʊng ngɛ. Ʊring ngɛ kǝni ʊʊma ʊsaa ni ikrʊʊ bi ite Ʊnʊng adarha bi ite orokru kukum.
2a18140072	Ogu ubyen Ʊnʊng kǝni ogumo akpari ngɛ ama aki akywaa iring ukpo imisini anu aka kpaa baya agara ɛpɛrɛ ngɛ,
2a18150098	yip arʊ ku ʊtira ikywi ngɛ asani ɛngɛɛ nʊ basa ari Isrela oforo. Si ʊkywɛrɛwɔ wurha, echiye ni awri ʊmang taru wro kǝni sini ʊmamen si ni.
2a1816006f	Adarha ngɛ opyo erere bi idɔɔ arʊ kǝ jijire arʊ nagang, sini ɛshini ni ititikywa yen akya eberi ɔgrɔn,
2a18170082	yip akyana romo ʊkʊng ngee. Oko juro aba tana arʊ asani imɔ rong opyo atina Ʊnʊng arʊ sini atana arʊ asani Iyesu ni akrʊ.
2a181800a6	Ikpara dang opyo arʊ bi idɔɔ arʊ kǝ shinɛ kya ɔgrɔn owro sini emine ngɛ aya darha nɛmɛr kǝni sini ɛkǝri erere pɛrɛ ni, yip akya no romo Iyesu ngɛ.”
2a181900b0	Akywa dang Iyesu ka sani ɔmɔ ni, “Inyi sine nye inyi ni egmee kǝn, inyi sine nye inyi ni oshong owro oyoro bidɔɔ ikywiny ni kukum imisini arʊ pɛrɛ onuo Ʊnʊng pɛri!
2a181a0046	Si itɔɔyo Ikristi kung igara ʊmamen ko shoo ni ʊraa igumo ngɛ?”
2a181b008d	Iyesu ka tana mo kukum imisini ɔwori bi idɔɔ iring Ʊnʊng bi ikywie, kpara bai ogro Imusa adarha kukum ʊwɔrɔ arʊ pɛrɛ onuo Ʊnʊng.
2a181c0074	Nisini etekya fwa ɛkǝri apyang sini eye kyamo ngɛ, Iyesu ko suno ngɛ ni okyoro kǝni aya kyaa ki ikǝkarhawo ni.
2a181d0089	Yip oko sɔrhɔ ngɛ asani, “Ki kǝni arʊ ngɛ, kii ewure kpaa; ʊnʊng kywɛrɛwo.” Bi kǝna Iyesu ka raa ʊna akiki kǝni ɔmɔɔ.
2a181e005f	Akywa sini akiki kǝni ɔmɔɔ awa ra ʊmʊra, aka kpara agbankrɔ, kasa ija, oko jurho ama mo.
2a181f0060	Ikpara dang ikramo kǝ yɛɛ, ekǝ kperhi ngɛ asani Iyesu ngee, akywa dang oko vroo moni urong.
2a1820007d	Aka sani opyo omo ni, “Ʊbrʊbrʊ! Ikywi arʊ kasu pyayo sini akʊ pɛrɛ ni arʊ bi ʊtira asu furɔ arʊ iring Ʊnʊng”
2a18210077	Aka tira shinɛ ojuro kyamo Urushelima. Aka ya darha atina ngɛ atarhi ni eying dang otuni eberi ying kǝni opyoo arʊ,
2a1822005e	akʊ tana ni, “Ʊbrʊbrʊwɔɔ! Ete karha akyu shinɛ! Eyen ʊkaa bi ite Isimon roo ngɛ.”
2a18230082	Ɛkǝri ɔnɔ ʊmɛr apari ka tanamo imisini isi bi ʊtira, adarha sini ekperhi ni Iyesu ngɛ bakywa sini ojurhi ikyɛɛ ufuforho.
2a1824007c	Akywa sini eshi ʊtʊtana ʊring men Iyesu nivuo oko kuno abarating mo ofomo ngɛ asani, “Ʊyari ikywi kyeba eberi nyi.”
2a18250051	Ekǝ jijire ngɛ ka kung irʊng ngɛ nagang, asu wɔrɔfo kii imo rii ering ngɛ.
2a18260046	Iyesu ka sani ɔmɔ ni, “Ikisi inyi kpi eyi, ikisi ikywiny ni ipari?
2a1827008c	Inyi rong ivum kǝni ifraam. Imyee nivum! Inyi pyam akʊng; kii ering saa ni inama ngɛ kǝni okwoo, kǝni sini inyi rii ini oyo ngɛ ni.”
2a18280030	Nisini eperi kǝna ekǝ yen mo ivuo kǝni ifraa.
2a18290079	Bʊkǝna ʊsang uyoromo, bekai ofofuru kǝni ujijire. Ikpara dang Iyesu ko gyurho mo, “Inyi ni iri ʊmʊra ngɛ ben?”
2a182a001f	Aka maa uting itofuru ufuforho,
2a182b0018	aka yirha ara bi ite mo.
2a182c00c2	Iyesu kasa ni ɔmɔ ni, “Imisini itanayi ye akywa sini ishishi kǝni enyi ngɛ: Kukum ʊmasini ɔwɔri bi idɔɔ ogro Imusa, arʊ pɛrɛ onuo Ʊnʊng kǝni ɛtɛ, itɔɔyo itirɛ bi ikywim.”
2a182d0040	Ikpara dang ekǝ yɛɛ mo ikywi aki ɛkperhi iring Ʊnʊng ngɛ.
2a182e0058	Aka tana mo, “Imisini ɔwɔri ye: Ikristi nʊ si igara, ɛshinɛ, ba awri ʊmang taru.
2a182f00b5	Okojo wɔrɔ asani bidɔɔ ʊpyaawɔ anu tana iring ididima bidɔɔ ʊtʊwa ngɛ kya kukum Ibʊng atikpa bai Urushelima, ni orokru shere ʊya ngɛ aki Ʊnʊng pʊnamɔ ʊyamɔ ngɛ.
2a18300058	Inyimo inyi ni arʊ sini inyi rii imisini isi ben. Itɔɔyo inyi tana opyo arʊ bekaiyo.
2a183100a5	Nɛchiyɛn inyi kung, Inu tumany ni ʊma onuo Ɛkpɛrim [Ering ʊshisha] bayany; yip inyi sha bidɔɔ apya noru kekya akywa sini inyi nʊ tirɛ ni ikrʊ ba ayaya.”
2a18320067	Iyesu ko kuno ni ɔnɔ ʊmɛr ngɛ bi idɔɔ apya kekyaa ʊkpin Ibetani, ekǝ shwe ivʊ ayaya kasa ija.
2a1833003e	Nisini asa ija, ekǝ sheremo Ʊnʊng ka kpara ngɛ kyaa ayaya.
2a18340059	Oko kpukporo akywa dang ko dɔɔ ekǝ tirɛ ni ofofuru nagang oko ojuro kyamo Urushelima.
2a1835004c	Kukina ʊnʊng anʊ bi ubyen ʊnʊng asʊ dɔɔ Ʊnʊng ngɛ kǝni ʊsa ija.
