2900000006	Markus
2e090200a6	Chika sokkǝnwa nga lǝthlǝndǝ naki mbǝɗa funiwa, kittǝkǝn mbǝɗengnuni njang lǝthlǝnda, kǝthlǝm kunang naka sheta tǝ tor lǝthlǝɗengna a hur Lǝmwanda.
2e09030040	Tǝ ndǝkǝn la chandǝ faɗengna kish a mbǝɗa fa tauwasǝnji.
2e0904003c	Alchiɗengnanisǝ kǝ fǝranguni sǝm'ǝna kani tǝ satwowa?
2e0905009b	Nga alchiɗengnanisǝ kǝ tǝrani kan kǝ wi'yani tǝ nishchengnani fafǝrkit nda i la sǝt tahhǝt fathlǝncha, tǝ hwanmancha Lǝmwanda tǝ Kefas yuwowa?
2e09060058	Nga njang tǝ Barnabas ndak sokkǝ waat kǝ sani tor sǝma'ǝn inchengnani kǝ nanihiwa?
2e09070096	Wun la sǝk tor thlǝrhwata kana sǝma'ǝn indǝ'en? Wun na pat affǝt inabi kǝ cherka chi hwanchikǝn? Wun na hǝrǝm chaɓa kǝ cherka sat yahkǝn?
2e0908003c	Naki mbu ichiya ɗar yara nifǝwa? Ndu kustǝkǝn kichuwowa?
2e09090086	Yarang fichǝhi a hur kussa Musa ndatwa: "Mǝ panǝ hwan sokroka latami mamǝla sǝt tora hurhitǝwa." Lat ndak la hǝrǝmtǝ Farǝwa?
2e090a00e3	Nga shuwunkǝn kǝthlǝm kǝmnangwowa? Aa kǝthlǝm kǝmnang yarandǝ ficha. Kǝthlǝm lǝ huɗata, nakna huɗat tǝ ɗǝffatsǝ nan mbǝs ǝna, le naka ɗǝktǝ paɗ nakna ɗǝktǝ tǝ yarǝ mbǝs'ǝna hur ɗǝsǝmi hitǝkǝn.
2e090b0067	Ma hifani hanwitǝ shemeɗa Fara hur hanɗǝkikecheng'nuni, kapat ǝnwa ma mbishani icha mbǝɗengnuni?
2e090c00d6	Mana funa mbǝs mba sǝt kichu mbǝɗengnuni, sherawani kandǝ tǝ mba sǝt kichuwowa? Chika kichu suwani tor tǝ mbayiniyuwa, kǝriskani tǝ chikamǝ kǝthlǝm mǝ ɓiɗani tǝ i na njat tor laulawata Kǝrǝstiwa.
2e090d00cc	Sǝnwuniwa fichile la sǝk tora kapat hura'a Fara, la mbǝskǝndǝ ɗǝsǝmtengnanda kapat hura'a Farǝkǝnwowa? Fa sǝt tora bagadi la mbǝskǝndǝ ɗǝsǝmta hur ichi la fǝrtǝ fichi i fǝr pofǝnwowa?
2e090e0082	Kichuyu paɗ mbutǝ Lǝmwanda ndatwa, fichile naka ɓassǝ laulawata kǝ thlǝndǝ ǝnat nathi engnandǝ tǝ mbǝɗa laulawatkǝn.
2e090f00ab	Njang tamwi sah ǝn kuni hur ichiniyuwa, paɗ nga naki yarat'iya tǝ ɗǝffatsǝwa kǝ sikǝ fichǝ kichuwa. Kweshkǝn kǝ mǝri, mǝni yuna nji wilwirtengna tǝ ndǝkǝn.
2e09100087	Chika kichu ma ɓesshi laulawatkǝn, ngi wilwirtǝwa, kǝthlǝm ɗǝfkǝ fichǝnji waat kǝ ɓassi. Ai engna ma ɓasswi laulawatkǝnwa.
2e09110077	Mamuwa la ɓasski a ɗar yahtengna mala kwanikǝ ficha. Sokkǝnwa nga ɗar yahtengnǝwa, tǝni sǝt i malitǝ fichǝhi.
2e09120098	Mǝnaka kǝnikǝn engna? Kǝnikǝn engna ndǝkǝn naka ɓasse laulawatkǝn, kǝ ɓassǝ pofǝn. Sǝwitor tǝ cheta mbǝɗengnǝ nat a hur ɓassǝkǝnwa.
2e09130078	Chikama sokkǝn naki kweɗeleng nga hara chikawunwa, saɗi faɗengna mafata nofchǝnat, kǝthlǝm kǝ mbǝsi nofchǝ oi.
2e09140130	Kǝ mbǝɗa Yahudawecha, naki nda lǝ Yahudawata, kǝthlǝm kǝ mbǝla'i kahhandǝ hur'incha Yahudawecha. Kǝ mbǝɗa fichile nat kussa alchiɗengnanda, naki nda le naka kakǝn paɗ (chikama sokkǝn njang tǝ indengna nga naki ka kustǝkǝnwa) kǝthlǝm kǝ kahhayi hur'incha fichile naka ka kus tǝkǝn.
2e091500b2	Fichile nguchika ka kus tǝkǝn sokki nda kandang (chika sokkǝn nga naki kisshitǝ kussa Farǝwa naki ka kussa Kǝrǝsti) kǝthlǝm kǝ kahhayi hur'inda fichile nguchika ka kus.
2e091600da	Kǝ mbǝɗa fichile nguchit alchitsi njang ma naki alchitsǝwa, kǝthlǝm kǝ kahhayi hur'incha fichile nguchit alchiɗengnandǝsi. Sokki kǝ ichinat kǝ mbǝɗa nofchǝ nat kǝthlǝm chika tǝ kǝni kǝ hǝrkayi funa.
2e09170065	Sǝki ichini natyu kǝthlǝm kusheng shundǝ mbinchin, kǝthlǝm kǝ mbǝsi ǝnhar hur mbǝs'ichihar.
2e091800b2	Sǝnwuniwa hur fa teri rahta, nat fa teri rahkǝn la kweekǝndǝhi kǝ pǝɗangnda ndanihi, ǝrtǝ ndak la thlǝk kǝnikǝnwowa? Yimamma rahkǝn kǝthlǝm kǝ mbǝsuni kǝnikǝn.
2e091900ea	Nat fa yimta terriyiniyu, la fǝrangndǝ ɓahta fechengnandǝ chika tǝteni. La sǝkndǝ kichu kǝthlǝm kǝ mbǝsndǝ kǝnikǝn lena sǝɓtaɗi, kǝmnang paɗ la sǝkǝm inǝm kǝ mbǝsǝm kǝnikǝn le nguchika sǝɓtaɗǝ kǝpwaree.
2e091a0050	A rahwi pofǝn nda nga mbǝt ɗǝtsǝwowa, a tokwi fat nda lela tokkǝ rǝnnawa.
2e091b008a	Tǝ fǝrayi ɓahta faɗengna kǝ sayi mafata, kǝthlǝm ɗiffitǝ ɓassanda nofchǝsi njang tǝ indengna mǝ nji fichǝ mbǝs kǝnikǝnwa.
2e0a010077	Yahkǝsi kǝ sǝnuni, hwanmancha, ndatwa kakechinǝm nat wikǝnda ka husomba'a, paɗ natndǝ ɗǝkndǝ tǝ hur hawurta.
2e0a020055	A ka husombi'iniyu tǝ hur hawurkǝn sandǝ fichǝ baptisma kandǝ uf kǝ kuwur Musa.
2e0a030027	Natnda sǝmkǝndǝ ɗǝsǝmta shemeɗa.
2e0a040076	Natnda sakndǝ ama shemeɗa, kǝthlǝm sheɗndǝ ama a ngwiya shemeɗa le wiikǝ tǝ kanda. Ngwikǝn Kǝrǝsti nakǝn.
2e0a050064	Chika tǝ kichu, sǝku Farǝ mbǝnfat tǝ funǝ oi a hurnandǝwa, tǝkang fichǝ kandǝhi a loktara.
2e0a060080	Sǝk ichininatyu kǝ naka sakchikǝna mbǝɗengnǝm, kǝthlǝm mǝɗi hanndǝkikechengnǝma ɗar ɓǝɓi ichǝ nda i sǝtndǝwa.
2e0a0700da	Mǝ sokiɗuni kǝ fa sǝt tor ɗǝhhachǝ nda i sǝt funengnandǝwa, nda i natna hur yarat laulawatkǝn ndatwa: "Sokkǝ nofchikǝnhi kǝ sǝmndǝ kǝ sanda, thlaakǝnda naknda rǝɓta a hur sǝɓtaɗǝ i fǝlawichita."
2e0a080086	Mǝ yimindǝma fǝlawichit nda i sǝt funengnandǝwa, ɓaka sǝt nifǝ aru kumchitkum chap tǝ aru kumchit mǝkkan mǝrka farǝ ǝrta.
2e0a09005e	Ngǝma kikeɗandǝ Lǝmwandǝwa nda i sǝt funengnandǝwa, ɓak hwithlincha tǝkandǝ kandahi.
2e0a0a0050	Mǝ hurmiɗǝm nda i sǝt funengnandǝwa, Mala'ika tǝ ɓǝlta tǝkaǝn kandahi.
2e0a0b00a3	Kǝskǝ ichini kandǝyu kǝ naka sakǝtkǝn, yarang fichǝ kandǝhi kǝthlǝm kǝ sǝka ǝnat kah thlǝmaɗengnǝm, kǝmnang ti ɓat ndukwat kisshikǝna mbǝskǝm.
2e0a0c0052	Kǝthlǝm ndǝkǝn chikawun yarkǝwa nakǝn kit, kǝ mbǝrǝnsi mǝ hǝmiɗǝhiwa.
2e0a0d00f2	Kiketǝsi tamka mbǝskuni le mbǝsuchitǝn nifǝwa. Farǝ lǝ kachita, ngu tamta ngǝmtǝ kǝ kikeɗang fichǝ kuni tǝ i na sheranda allengnuniwa. Ma kikeɗa fichǝ kuni nan mbǝssa mba chetakissha kuni, kǝthlǝm kǝ mbǝla'uni kǝrǝskǝn.
2e0a0e0039	Kǝthlǝm ndǝkǝn shikechina, rahamna tor ɗǝhhachihar.
2e0a0f0055	Shuwunki tǝ kuni kunang fa hur'incha, kǝ yarangunihi kunang tǝ iɗengnuni i mbuti.
2e0a1000d7	Kop i mbǝs'inhar le la sǝtǝm usoko kǝ ɗarkǝn, nga ndǝkǝn la ɗǝfkǝkǝm kǝnǝm ǝrta a hur fwara Kǝrǝstiwowa? Njohmi la chichaɗǝmhi nga ndǝkǝn la ɗǝfkǝkǝm kǝnǝm ǝrta a hur fwara Kǝrǝstiwowa?
2e0a11006a	Kǝthlǝm njohmiya ǝrta, kǝmnang ti nak terchin fat ǝrta, kǝthlǝm nattǝm njohmǝ ǝrtǝ la chiitǝm.
2e0a12009a	Kǝlamǝn Isra'ilawecha: Fichile la sǝmka hur i fǝrtǝ ficha, nga la humndǝhi tǝ ndani hur sǝm ichi fǝrandǝ ficha Fara a bagadi tǝ fǝr'ichǝwowa?
2e0a130063	Mǝ nati yarǝ hachiyu? Ɗǝsǝmi fǝrandǝ ficha ɗǝhhacha naka ǝnwa, ndu ɗǝhhakǝn naka ǝna?
2e0a140088	Auwa, yarengnaa i la fǝrtǝ fa sǝt tor ɗǝhhacha la fǝrangnda lǝwurcha nga Farǝwa. Yahwisǝ kǝ la nuni humtǝhi tǝ lǝwurchǝwa.
2e0a150094	Nguni sat tǝ kop a Lǝmwandǝ kǝ suni paɗ tǝ i lǝwurchǝwa. Nguni sǝm'ǝna a mbǝt sǝmɗǝsǝmta Lǝmwanda kǝ sǝmuni paɗ a i lǝwurchǝwa.
2e0a160041	Nǝma ɗǝf Lǝmwandǝ kǝ sǝrǝhtǝwa? Sheraɗǝm tǝ alchitwa?
2e0a17007d	"Nat icha ngǝmaficha kǝmsi", Nga nat ichǝ na kǝsanda kǝmsǝwa. "Nat icha ngǝmaficha kǝmsi." Nga nat ichǝ la tinangwa.
2e0a180056	Mǝ si nifǝ ǝn ndiichin kǝ ɗar indǝ'en ɗengwa, kǝsǝn kǝ ɗar'inda funǝ paɗ.
2e0a1900a7	Chi'u chikawitǝ thlumi, la hi'yandǝ fichaɗa mbǝt hi'yandǝ thluwaɗi, nga tǝ sahmi mbǝɗi ɓat thlukǝnwa, kǝthlǝm mǝni yarengnuni nata mbǝɗi chet thlukǝn.
2e0a1a003d	Kǝthlǝm: "Kisshitǝ i Lǝmwanda nat tǝ ichi naka hurkǝn."
2e0a1b0092	Ma eɗ lǝ ɓah fǝrkit sa sǝm ɗǝsǝmta, ngǝmkufǝ ɗǝkuni, sǝmu i ɓandǝ ficha kuni nga tǝ sahmiwa, kǝthlǝm kǝna hur'indǝ ngwalngwal.
2e0a1c007d	Ma ndu yunǝwa: "Ɗǝsǝmiya i ɗǝhhata", Mǝ sǝminǝwa, kǝthlǝm le mbukǝ paɗ kǝna hanndǝkiketǝ'en yuyur tǝ sokǝn.
2e0a1d0088	Nga yarkiwa hur'iɗekuwa, ikǝn. Yunǝ nan ndatwa kǝthlǝmmǝ nat ficha nji i yahtǝ faɗengna, kǝthlǝm yuyurchit hanndǝkiketa yuna?
2e0a1e006c	Ma saɗi Farǝ usoko, kani sǝm ɗǝsǝmkǝn, kǝthlǝmmǝ nat ficha ishnji kǝ ɗar i sandǝ Farǝ usokosi?
2e0a1f0063	Ndu tǝ sǝmna ndu tǝ sana, ndu chika witǝmǝ natu sǝta, su nat kǝthlǝm mwanandǝ thlǝm Fara.
2e0a20006b	Mǝ siɗuni kǝ ǝnat chit hansarǝhiwa, ndu Yahudawecha, ndu fichile nguchika Yahudawecha ndu nofcha Fara.
2e0a2100a6	Naki kweetǝhi kǝ tǝrayi hura nofchihi nat chika tǝteni. Nga tǝni kat i na mbǝnanda faɗengnǝfǝwa, paɗ i na mbǝnanda nofchǝfǝ oi, kǝthlǝm kǝ hǝrǝknda.
2e0b010022	Sakamnji nda i nati sak Kǝrǝsti.
2e0b020072	Nja hamkuni kǝthlǝm la kuɗukkuni nji chika hurmi, kishshuni ichi sakandǝ kuni har ɗichin nda i fǝrandi kuni.
2e0b030083	Yah kisi kǝ sǝnuniwa le naka inn chikawun hishnifa Kǝrǝsti, le naka inn chikawun nuhnifa, hishnifa, le naka inn Kǝrǝsti Fara.
2e0b040076	Chikawun hishnifǝ hwanka ndu tǝ mbu'ǝn icha Fara indǝ'ena supta, njirtǝ Kǝrǝsti le nak mwanchinna mbanitǝkǝn.
2e0b0500a3	Chikawun nuhnifǝ hwanka, ndu tǝ mbu'ǝn icha Fara supwawutǝ i'ndǝwa, njirtǝ sǝmahha le nak mwanchinna mbanitǝkǝn, nakǝn keeke tǝ hǝsandǝ i'ndǝ'enaɗi.
2e0b0600a3	Ma cher nuhnifǝ supwandǝ i'ndǝ'en, kǝ hǝsaǝn hwasǝ'enaɗi. Manakǝn harǝfatsi ma hǝsa nuhnifǝ hwasǝ'enaɗi ndu kǝ hǝsangkaɗǝ tukulmur, kǝ supwaǝn.
2e0b070071	Kamusi hishnifǝ kǝ supwa'ǝn i'ndǝ'enwa, nakǝn kǝ mirshingta paɗ mwanda Fara. Nuhnifa paɗ mwanda hishnifa.
2e0b080059	Kǝthlǝm a tǝrkakǝn hishnifa nga chekna fata nuhnifǝwa, nuhnifǝ cheka fata hishnifa.
2e0b090052	Su fichǝ hishnifǝ kǝthlǝm nuhnifǝwa, nuhnifǝ sǝt fichǝ kǝthlǝm hishnifa.
2e0b0a008a	Kǝthlǝm ndǝkǝn sokkǝn waat nuhnifǝ kǝ kǝnǝn ɗankwali i'ndǝ'en, che sakǝtkǝna sǝmah nak mwanchin, paɗ kǝthlǝm mala'ikacha.
2e0b0b0072	Chika tǝkichu, a hur Lǝmwanda nuhnifǝ nga somǝnhi tǝ hishnifǝwa, hishnifǝ paɗ nga somǝnhi tǝ nuhnifǝwa.
2e0b0c0073	Nda i nat nuhnifǝ chekna fata hishnifa, kichu paɗ nuhnifǝ ngǝtkǝ hishnifa. Ichi nat paɗ ɓaknda mbǝɗa Fara.
2e0b0d0054	Yaramǝnhi tǝ inchengnuni, keekesi nuhnifǝ kǝ hwanaǝn Farǝ tǝ indǝ'en chaawa?
2e0b0e005c	Sakkawu nathi kǝmharwa ma mel hishnifǝ hwasǝ'en njang, nga ǝnat harǝfata mbǝɗ'enwowa?
2e0b0f0072	Ma hwasa nuhnifǝ njang nga mwandǝ'enwa? Fǝrang fichǝ hwasǝ njang kichuyu kǝthlǝm kǝ ngǝlaǝn i'ndǝ'ensi.
2e0b100080	Ma yunǝsǝ nat halǝ'indǝ'ensi kǝ ɗar iniyu, kanang sǝnwani ɗǝsǝchǝ somǝnwa, nakǝn kichu mbǝɗa tahhǝt nofcha Fara.
2e0b11004c	Kǝ ichiya hamwi kuniwa, kǝthlǝm ma hwimunihi nga i katkǝnwa i sǝɓkǝn.
2e0b120083	A tǝrkakǝn, sǝkkiwa ma hwimunihi humta fa tǝrmbanda, a lanak saktǝhisa hurnuni. Ɓeɗi fǝrkita ɗar shuwunkǝn nguɗeh kicha.
2e0b13005c	Sokkǝn waat kǝ mbǝs fichǝ saktǝhi hurnuni, kǝthlǝm kǝ sǝnfichǝ fa kachita hurnuni.
2e0b140030	Ma hwimunihi nga jibi Lǝmwandǝ la sǝm tuniwa.
2e0b150083	Kǝthlǝm a chikǝn, chikawun la ɗǝkna mban tǝ sǝm ɗǝsǝmtǝ'en pu'utǝ nifǝwa. Yunǝ tǝ mita fa, yunǝ ngeli har tǝraɗa.
2e0b1600d4	Nga hurechengnunisǝ kǝ sǝmuni kǝ suni hurkǝnwowa? Tǝ njiruni fa tǝrmbanda Fara, paɗ kǝnuni ɓahhandǝ fichile nguchit ichengnandǝsi? Mǝnati mbwa'anda kuni? Kǝ hamikuni kǝ iniyuwa? Auwa ngi hamkuniwa.
2e0b170073	I fǝrandi kuniya thlǝki mbǝɗa Lǝmwanda ndatwa: Lǝmwandǝ Yǝso, a fiɗiki fǝrtǝ fichǝndi, tǝrkǝn njohma,
2e0b180089	ɗifitǝ sǝt usoko'en, chichaanhi ndakǝnwa: "Faɗengnǝniya, fǝrtǝ fichǝ kǝthlǝm kunang. La sam kichu kǝthlǝm kuɗuktǝ tǝnji."
2e0b1900b5	Mbandǝ ǝrtǝ paɗ, ɗifitǝ jibi tǝkǝn tǝrkǝn kop, ndakǝnwa: "Koptiya i yuwa ɗǝf shundǝhi a hur fwarengna. Sam kichu nat kǝ farǝ natuni sata kǝthlǝm kuɗuktǝ tǝnji."
2e0b1a006e	Chika kwat natuni chi njohmiya, paɗ natuni sata a koptiya, nuni mbu mǝrtaɗa Lǝmwanda kǝ fari natna ɓata.
2e0b1b009d	Kǝthlǝm ndǝkǝn, nat le chiikǝ njohmiya, sheɗɗa hur kop ti Lǝmwandǝya nga hur chiɗchiɗchitwa, shiɗtǝ ɓǝɓichitfat kǝ fata tǝ fwara Lǝmwanda.
2e0b1c0050	Chikawun kǝ kikeɗaǝn fat'en, kana chi njohhǝmkǝn paɗ kana sata koptǝkǝn.
2e0b1d0092	Kǝthlǝm chikawun chiika a sheɗ paɗ ngatǝ mwanandǝ fatkǝna Lǝmwandǝwa, paɗ saɗǝ sakmiya fat'ensi, tǝ mbǝɗa chi'ini tǝ saɗini'enyu.
2e0b1e006c	Ndǝkǝn sǝka nofchǝ oi a hurnuni alchiɗengnandǝsǝwa, funǝ haachinnda, paɗ terchina hurnuni a mirnda.
2e0b1f003a	Ma yaraɗǝm inchengnǝmhi poo, ngu ficha sakamiya kǝmwa.
2e0b200069	Ma Lǝmwandǝ sakang miyakǝm, na ficha eltandǝkǝm kǝthlǝm mǝ thlandǝ kita kǝmsǝ tǝ kisshitǝwa.
2e0b210054	Kǝthlǝm ndǝkǝn hwanmanchina, ma hwimunihi kǝthlǝm sǝm'ǝna, kǝ pu'uni ndani.
2e0b2200a3	Ma yunǝsǝ tǝ mitafa, kǝ sǝmǝn'ǝna huri, kǝthlǝm humtengnuni mǝ ɓandǝ thlet shunda kuniwa. Kǝ ɗar tahhǝt icha, ni mbwa'a mbachǝkǝna kuni ma ɓeɗi.
2e0c01005d	Nakǝnya paɗ hwanmancha, pathlǝ fǝr shemeɗ somsomǝn, yahwisǝ kǝnuni tǝ ɓahsǝndǝwa.
2e0c02008c	Shinuniwa fari natuni nga fa tǝrmbandǝwa, limfichǝ kuni paɗ shekɗang fichǝ kuni kǝ fa kuwur ɗǝhhachi nguchit shishingchengnandǝsi.
2e0c0300cd	Kǝthlǝm ndǝkǝn yahkǝsi kǝ sǝnuniwa nifǝsǝ na shunda hur Shemeɗa Fara na ndatwa: "Yǝso nga'ǝn nakǝnwa" paɗ nifǝsǝ na ndatwa: "Yǝso Lǝmwandǝ nakǝn." Manga nakna hur Shemeɗ Chiɗchiɗ wa.
2e0c040043	Nakǝnya fǝrtǝsǝ somǝn somǝn, Shemeɗ ǝrtǝ la fǝrkǝ kanda.
2e0c050044	Mbachǝsi somǝn somǝn i sǝt torcha, chika kichu Lǝmwandǝ ǝrta.
2e0c06005d	Torchǝsi somǝn somǝn, chika kichu kǝmka Farǝ ǝrtǝ la fǝrkǝ tori nat chikawuna sǝta.
2e0c07004c	Chikawuni fǝra Farǝ mba ɓata Shemeɗa kǝthlǝm kǝ kǝsangka chikawunsi.
2e0c080071	Yuna fǝrang fichǝ Shemeɗ mbǝr shunda, tǝpaɗ yuna Shemeɗ shuwun sǝn'ǝna, natyu tǝ mbǝɗa Shemeɗ ǝrta.
2e0c090066	Yuna i fǝrkit tǝ mbǝɗa Shemeɗ ǝrta, yuna i kǝnandǝ nofcha ɗi tǝ mbǝɗa Shemeɗini ǝrtǝyu.
2e0c0a00ec	Yuna fǝrangndǝ alchit sǝt ǝnat pǝɗandǝ nifǝfa, yunǝ i mbu icha Fara le na sǝt kǝmban, yuna i mbǝla sakandǝ shemeɗchǝhi, yuna i sǝn hanshuwunchǝ somǝn somǝn, yunǝ paɗ mbǝla sǝn i nat hanshuwunchi somsomǝnna mbuta.
2e0c0b0057	Ichini natyu tora Shemeɗ ǝrtǝ la sǝk kanda, le la sakangnga chikawun nda i yahtǝn.
2e0c0c007d	Nda i nat fat ǝrta njarǝchi'en terchin, chikama sokkǝn njarǝchi'en terchin, nakndǝ kǝ fat ǝrta, nak Kǝrǝsti kichuyu.
2e0c0d00c8	Sangfichi baptisma kǝm nattǝm tǝ Shemeɗ ǝrta kǝ hur fat ǝrta, ndu Yahudawecha, punofcha, ndu mafecha, ndu fichile thlǝk inchengnandaɗi, nattǝm ɗǝfkǝ fichǝkǝm kǝsǝma hur Shemeɗ ǝrta.
2e0c0e004c	Fatkǝn nga tahsang fichǝ tǝ njarǝ ǝrtǝwa, paɗ njarǝchǝkǝn terchin.
2e0c0f008c	Mana sara ndatwa: "Njang nga har nakiwa, makichu nga naki fa fatwa." Mbutǝ kichu ngu ɗǝfndǝ kǝ sakndǝhi tǝ njarǝchikǝnna fatkǝnwa.
2e0c10009c	Ma na thlǝmata ndatwa: "Kǝthlǝm njang nga hwanitǝwa, makichu nga naki fa fatwa." Mbutǝ kichu ngu ɗǝfndǝ kǝ sakndǝhi tǝ njarǝchikǝnna fatkǝnwa.
2e0c110074	Ma fatkǝn nat kǝ hwanita, nakficha la sǝkmbǝt tǝ mi? Ma fatkǝn nat kǝ thlǝmata, nakficha la sa mbǝt tǝ mi?
2e0c120052	Kittǝkǝn Farǝ tahsang njarǝcha hur fata, chikayeni nda i yahtǝn kǝ nandǝsi.
2e0c130042	Ma nak fatkǝn nat kǝ njarǝchǝ ǝrta, nak fatkǝna natwa kǝni?
2e0c140037	Nda i natǝn, njarǝchǝ terchin chika kichu fat ǝrta.
2e0c150069	Hwanitǝ ngu ndanda harwa, "Kǝmiwu'ǝntǝsǝwa." Ndu inda kǝ ndangka harchǝwa, "Kǝmiwu'ǝntǝkuniwa."
2e0c160069	A mbandǝ somǝn, njarǝchi fafat la kǝlandǝ fichǝwa nda nga kwaakwa'a ndǝwa, kandang naka kechikǝn,
2e0c170093	Njarǝchi fafat la kǝlandǝ fichǝ nda nga ǝnnakndǝwa, kandang la mwanandani kaǝn. Njarǝchi kamuchiksi kǝ nafichiyu, la kǝlak fichasa kanda,
2e0c1800a8	njarǝchi'engnǝm nak ndiichinyu, nga ma safichǝ ǝn kandǝwa. Humang Farǝ njarǝcha fata, nda i ngǝrandǝn njarǝchi farawuchit fichi mwanda, sokkǝn tǝ mwanda fa.
2e0c190066	Sǝkǝn iniyu kǝthlǝm mǝni saktǝhisa hur fatwa, njarǝchikǝn kǝ la tǝrndǝwa nakndǝ nat keeke.
2e0c1a0093	Ma njarǝsǝ ǝrtǝ naka ɓahta, nat ndǝ nanda nata hur ɓahta, ma njarǝsǝ ǝrtǝ fǝrandǝ fichǝ mwanda, nat njarǝchikǝn kǝ mbǝnndǝ fata.
2e0c1b0054	Nakǝnya kunang naka fata Kǝrǝsti, chikawun ǝrta hurnuni nakǝn kǝ njarǝchi'en.
2e0c1c013d	A kǝtǝn mwanandǝ Fara hertǝ nofchǝhar, saǝn funa tǝrkakǝn kǝ Fathlǝncha, chapatǝkǝn Tapǝnecha, mǝkkatǝkǝn fa sakaɗaɗi, funǝ fa sǝt ǝnat pǝɗandǝ nifǝfa, funǝ fa kǝnandǝ nofchaɗi, funǝ fa kǝsanda nofchǝsi, funǝ fa kǝlandǝ tora nofcha paɗ funǝ fa shundǝ tǝ hanshuwunchǝ somsomǝn.
2e0c1d00a1	Nat fatǝrmbakǝn fathlǝnchǝwa? Nat fatǝrmbakǝn tapǝnechǝwa? Nat fatǝrmbakǝn fa sakandaɗaɗiwa? Nat fatǝrmbakǝn fa sǝt ǝnat pǝɗandǝ nofchǝfǝwa?
2e0c1e00c5	Nat fatǝrmbakǝn fa mbǝs fǝr kǝnandǝ nofchandǝwa? Nat fatǝrmbakǝn fa shundǝ tǝ hanshuwunchǝ somsomǝnwa? Nat fatǝrmbakǝn fa mbu sakǝt i shuwuntǝ fichǝ tǝ hanshuwunchǝ somsomǝnwa?
2e0c1f006d	Paɗ kam fǝrtǝ somsomǝn tǝ rahta fichile nak ka mwanchin. Ni cheɗa mbanda kuni le sherkǝ nat tǝ ndata.
2e0d0100a8	Chikama la mbǝrki shundǝ tǝ hanshuwuncha nofcha tǝ i Mala'ikacha, nakǝn mbǝnfatsa faɗengniwa, sokki nda pupwandǝra lǝ la tik kaǝn, manga kichuwa nda thlǝmra.
2e0d0200c2	Chikama fǝrtengnǝsi i mbu'icha Fara paɗ la mbǝsayi ichi ɓuɓweeta tǝ sǝndǝ nat, ma fǝrkitchiɗengnǝsǝ kaǝn ni mbǝla mbasandǝ shohlachaɗi nga mbǝnfatsa faɗengniwa nga ǝn nakiwa.
2e0d03008e	Chikama ni fǝra ichi naksengnǝ nata fa ɓahcha kǝ fǝri faɗengna kǝ 'yangfichaɗi manga mbǝnfatsa faɗengniwa, ǝnsǝ nati mbǝstisǝwa.
2e0d040067	Mbǝnfata kǝrǝstǝ'ensi, tǝ kafata, sǝrǝhtǝsa hur mbǝnfatwa, thla'andǝ'ensǝwa, mwa'indǝsǝwa.
2e0d05005c	Mbǝnfata thla'indǝsǝwa, yah'indǝsa hur mbǝnfatwa, sǝɓhursǝ paapawa, kǝs'ǝnsahurwa.
2e0d060047	Mbǝnfata yahutǝ sǝɓfatwa, la mbǝnkǝnfat kǝ i sǝtficha ɗar kit.
2e0d0700a6	Mbǝnfat la nakǝn tǝ kǝrǝstafa kǝɗing chika hur witǝmi, la nakǝn tǝ fǝrkit hur chikamǝ nat, la ɗǝfkǝn hanndǝkiketa ichinat, la kǝrǝskǝn tǝ ichinat.
2e0d0800a3	Tamu mbǝnfata tuɓwatwa kǝparee. Mbu'ichi Farǝ na sǝt kǝmban nan thlǝrǝttaɗi, shundǝ tǝ hanshuwunchi somsomǝn nan shekata, sǝn'ǝna nan thlǝrǝttaɗi.
2e0d090057	Sǝn'ǝnengnǝm nǝhɗuhiwa. Mbu'ichi chandǝ Fara kish ngǝ mbǝɗengnǝm nǝhɗuhiwa.
2e0d0a0040	Ma ɓeɗ le nǝhhǝɗkǝhi, le nǝhɗuchikhi nan thlǝrǝttaɗi.
2e0d0b008d	Thlahmbǝɗi nati kǝ hweya, la shuwunkǝ nda hweya, la yarki nda hweya, la mbuki ichi kamkǝsi nda hweya. Kǝ sǝkti nifa, malayi hwanchita.
2e0d0c00ce	Nakǝnya la nakǝm nda a hur shishing'ama, shummǝ shumma, farǝkǝn nakma nat hwanitǝ tǝ hwanita. Sǝn'ǝnengna nakǝnya nǝhɗuhiwa, a farǝkǝn na sǝɗengna nǝhhatǝhi nda i sǝntǝfichinji ndiichin.
2e0d0d007d	Nakǝnya, ichi mǝkkanya shokndǝ kichu, fǝrkit, ɗǝf hanndǝkiketǝsi, tǝ mbǝnfata. Le nak mwanchina hurnanda mbǝnfata.
2e0e010064	Kwe'yamhi kǝ kuni mbǝnfata, kǝ kuni fǝrta Shemeɗ Chiɗchiɗ, nda i yah mbu ichi naka yara Fara.
2e0e0200b5	Kǝthlǝm le la shuwunkǝ tǝ hanshundǝ somǝn, nga tǝ nofchǝ natna shundǝwa tǝ Fara, nifǝsǝ la sǝnkǝ i natna mbutǝwa, la mbukǝn icha ɓuɓweeta mbǝɗa alchita Shemeɗa.
2e0e03007a	Le la mbukǝ ichi na yara Fara, na shunandǝ nofcha kǝ tinaǝn kanda, kǝ chekaǝn alchita kanda, kǝ saǝn sǝssi kanda.
