2800000004	Moti
35010300e9	Báiboináin ókkol, añára ttu tuáñra lla Allar hañse hámica cúkuriya gorár zorur. Héndilla gorón etollá sóiyi, kiyólla-hoilé tuáñrar iman bicí barér aar tuáñra fottíkiyor muhábbot afós ot zetó éto bicí ór.
35010400c7	Hétolla bóuli Allar zomát ókkol or hañse añára tuáñra re lói borái gorí fari, ki hoilé, tuáñra foór de tamám zulúm edde mosibot ot úddwa nizor sobór edde iman ore ṭikai raikkó.
3501050095	Híin beggúne sábut goré de, Alla ye hók bisar goré, hétolla tuáñra re Allar raijjor laayek bouli gona zaybo, ziyán olla tuáñra duk foór.
3501060051	Allar hók bisar óilde, zetará tuáñra re duk deh, Íba ye ítara re duk dibo,
35010700d2	aar tuáñra zetará duk foór, Íba ye añárar fúañti tuáñra re yó aram dibo, oñtté zeñtté Malik Isá Nizor taakotwala fírista ókkol ore fúañti looi zoler de ooin ot gori asman ottu zahér óibo,
3501080075	uitará re sáñza dí bolla zetará Alla re no siné aar zetará añárar Malik Isár kúchóbor ore amól no goré.
3501090073	Manúc ítara Malik or cáikka ttu edde Íbar mohímar taakot ottu dur ói sáñza ísafe abadulabadi dónco faibo,
35010a0112	oñtté zeñtté Íba ye Nizor pak bonda ókkol or hañse nizor mohíma zahér gorá zay bolla edde Íbar uore iman ainné de ítara beggún or hañse taajuippa ói bolla aibó. Ítarar bútore tuáñra yó asó, kiyólla-hoilé tuáñra de añárar gobá fúni iman ainnó.
35010b00e3	Híin monot rakí añára hámica tuáñra lla dua gorí de, Alla ye tuáñra re Íbar ḍak or laayek bouli gonouk, aar tuáñra ttu asé de bálai goríbar hárr azzu edde iman or amól ókkol ore Nizor kudurute fura goróuk,
35010c0092	zeéne añárar Allar edde Malik Isá Mosihr rahámote tuáñrar duara añárar Malik Isár nam or taarif ó, aar Íbar duara tuáñrar taarif ó.
35020100a2	Báiboináin ókkol, añárar Malik Isá Mosih aibár edde añára re Íbar hañse zoma gorá zaybar baabute hoitó sailé: añára tuáñra re yián aros gorír,
35020200e2	maincé Malik aibár din aáigiyoi hoilé bánggori buddí háraiya yáh ferecan ói no zayogói. Ítara honó dorcón deikké, yáh wahí nazil óiye, yáh añárar torfóttu ceñṛí faiyé hoilé úddwa biccác no goijjó.
35020300cf	Honókiye tuáñra re honó mikká ttu dúka no douk. Kiyólla-hoilé din yíba toh otódin nu aibó zetódin beecbák manúc Allar ulḍa ói nó zagoi, aar Nafórmainna uite, yáni borbadir fua zahér nó.
35020400f3	Íte maincé ziín ore kúda bóuli hoó edde ziín ore fuñza goré, híin beggún or ulḍa goríbo edde nizoré nize híin or ḍoóñr kúwalaibo. Íte endilla úddwa goríbo, Allar gór or bútore góli boói yore Alla bouli dabi goríbo.
3502050064	Tuáñra ttu yaad nái né, añí tuáñrar fúañti tákite híin beggún tuáñra re hoóilam dé?
350206005e	Tuáñra toh zano, yala ítare kiyé oóñli raikké, zeéne íte nizor októ ailé zahér ó.
35020700b4	Kiyólla-hoilé bedinir gufon ham toh aijjó solat asé. Montor Zibá ye aijjó oóñlat asé Íba ye otódin foijjonto héndilla gorát tákibo zetódin Íba re lariféla nó zah.
3502080087	Yárbaade hé Nafórmainna zahér óibo, zaré Malike Nizor gal or niyáce marifélaibo aar Nizor aár tozolli loi hótom gorífelaibo.
3502090080	Hé Nafórmainna íte Cóitan or kémotaye aái hárr kisím or misá keramoti ókkol, edde taajuippa ham ókkol gorí daháibo,
35020a00b1	aar borbadi ókkol ore hárr ḍóilla beimani loi dúka díbo. Manúc ítara etollá borbad óibo, kiyólla-hoilé nejat fai bolla ítara sóiyir muhábbot ore kobul nó goré.
35020b007c	Hétolla bóuli Alla ye ítarar hañse gumrár asór difeṛáibo, zeéne ítara misá gún ore sóiyi bóuli biccác goré.
35020c0081	Aar notiza óibo de, ítara ziíne sóiyir uore iman nu aní burait ayaci goijjé, ítara beggúne Allar torfóttu sáñza faibo.
35020d011b	Lekin, ó báiboináin ókkol, tuáñra Malik or adorbon ókkol olla añára ttu Alla re hámica cúkuriya gorár zorur, kiyólla-hoilé Alla ye toh tuáñra re foóila cúrut lóti etollá basíloiye, zeéne tuáñra Pak-Ruhr duara pak-sáf ói edde sóiyir uore iman aní nejat fo.
35020e009a	Íba ye tuáñra re añára tobolik goijjí de kúchóbor or duara etollá ḍaikké, zeéne tuáñra añárar Malik Isá Mosihr mohímat córik ói faro.
35020f00ae	Hétolla hoóir, ó báiboináin ókkol, añára tuáñrar hañse muké yáh ceñṛír sáañte ze taalim diyí híin ot mozbut gori tíyai táko, aar híin ore dóri rakó.
350210008b	Añárar Malik Isá Mosih nize, edde añára re muhábbot gorí rahámote ofúrani tosólli edde bála acá diiyé de añárar Baf Alla ye,
3502110072	tuáñra re dil ot tosólli douk, aar ziín gom híin amól gorí bolla edde hoi bolla tuáñra re mozbut goróuk.
35030100be	Ó báiboináin ókkol, ahéri hotá óilde, tuáñra añára lla dua goríba de, Malik or kalam endilla hára fólizagoi fán edde izzot faa fán, zendilla gori tuáñrar dormiyan ot óiye.
3503020082	Aró goríba de, añára hóraf edde nafórman ókkol or át ottu basi táki fán, kiyólla-hoilé manúc beggún toh imandár no.
350303006a	Montor Malik toh biccácdar; Íba ye tuáñra re mozbut goríbo, aar Ibilíc or át ottu héfazot rakíbo.
350304007c	Añára ttu tuáñrar baabute Malik or uore bóraca asé de ki, tuáñra uúin gorór aar goríba ziín añára hókum díh.
3503050059	Malike tuáñrar dil ore Allar muhábbot or uzu edde Mosihr bordac or uzu loizat tákouk.
35030600e0	Báiboináin ókkol, añárar Malik Isá Mosihr name añára tuáñra re hókum dír, tuáñra uitará ttu duré tákiyo, zetará isarbisar sára zindigi haṛa aar añárar torfóttu tuáñra faiyó de taalim mozin no sole.
35030700a3	Tuáñra nize toh zano, tuáñra ttu añárar nomuna mozin solar keén zorur, kiyólla-hoilé añára toh tuáñrar héṛe tákite isarbisar sára góri nó soli,
350308009b	aar honókiyo ttu maana hána yó ná hái, bólke añára raite dine duk-meénnot goijjí, zeéne tuáñra honókiyor hañse añára zulap ói no zaygói.
35030900c4	Añára héndilla goittám de añára ttu modot faibar hók nu accíl de no, bólke kiyólla-hoilé, zeéne añára tuáñra lla bála nomuna boni aar tuáñra añárar hé nomuna mozin solo fán.
35030a0085	Añára tuáñrar héṛe tákite yó tuáñra re e hókum dílam de ki, “Zar ttu ham goittó mone no hoó, íte hána no hóuk.”
35030b00a3	Añára fúnir de, tuáñra ttu kessú maincé isarbisar sára góri zindigi haṛar. Ítara honó ham no goré, bólke hámica oinno maincór ham ot nak gólaide.
35030c0092	Héndilla maincóre añára Malik Isá Mosihr name hókum dír edde nosíyot gorír, tuáñra nizám or sáañte hamai nizor hána nize zuu goró.
35030d004f	Montor tuáñra, ó báiboináin ókkol, bálai goitté-goitté óran no óiyo.
35030e0086	Zee niki añára e ceñṛít leikkí de hotá amól no goré, ítare ót gorí ítar lói sákbak no raikkó, zeéne íte córom faa.
35030f0056	Toóu ítare duccon bouli no ṭáaijjo, bólke imandár bái ísafe nosíyot goijjó.
3503100076	Cánti dooya Malik Nize tuáñra re hárr hálot ot cánti diiyat tákouk. Malik tuáñra beggún or fúañti tákouk.
3503110075	Añí Páule nizor áte e sólam lekír. Yián óilde añr fottí ceñṛír nicán; añí héndilla góri beh lekí.
350312004a	Añárar Malik Isá Mosihr rahámot tuáñra beggún or uore zari tákouk.
3600000009	1 Timóti
360101006d	Añí Pául, añárar Nejatdoya Allar edde añárar acá Mosih Isár hókum mozin Mosih Isár éggwa sáhabi.
36010200ac	Timótir hañse lekír, zibá iman or hé rúwate añr sóiyi fua. Tor uore Baf Allar edde añárar Malik Mosih Isár torfóttu rahámot, meérbani, edde cánti nazil óuk.
36010300be	Añí Makedóniya elakat zaibarcót toré zendilla aros goijjílam héndilla Ífisas cóor ot ták, zeéne héṛe hodún manúc zetará gollot taalim ókkol deh ítara re maná gorí faros.
36010400f1	Ítara re hoibí de, banaouti kissá ókkol or uzu edde lamba-lamba háandan or lecṭír uzu díyan no di bolla, ziíne ḍoilla-boḍoilla barábari beh foida goré. Híin lói Allar niyot buzí fara no zah, buzí fara zah de siríf imane.
3601050072	Añr e hókum or moksót óilde, cáda dil ottu, bála hélom ottu, edde háṭi iman ottu muhábbot foida gorón.
3601060046	Montor hodún manúce híin bad di behazor gof ókkol ot lagi táikke.
360107008c	Ítara ttu monehoór de, Córiyot or alem óito; montor ítara ziín hoó yáh ziín ekin or sáañte dabi goré híin nize úddwa no buzé.
3601080041	Añára zani, Córiyot gom, zodi sóiyi torika loi estemal goré.
360109012b	Añára yián óu zani de ki, Córiyot forhésgar ókkol olla diiya gyíl de no bólke Allar niyom báñgoya ókkol olla, Allar nafórman ókkol olla, bedini ókkol olla, gunágar ókkol olla, nafak ókkol olla, forhésgar no de ítara lla, baf ore yáh maa re kotól-goróya lla, kúni ókkol olla,
36010a00e0	zenákur ókkol olla, morote-morote edde maya ye maya ye zená-goróya ókkol olla, gulam códor ókkol olla, misákur ókkol olla, misá gobá ókkol olla, edde ar badbaki zedúne sóiyi taalim or muhálef goré ítara lla,
36010b0074	ze taalim óilde taarifdár Allar torfóttu ḍoóñr kúchóbor, ziyán tobolik goríbar zimma añré diiya giyéh.
36010c009c	Añárar Malik Mosih Isá zibá ye añré toóufik diiyé, añí Íbar cúkur gorír, kiyólla-hoilé Íba ye añré biccácdar báfi Íbar ham ot lagaiyé.
36010d00c1	Zodi añí ek hale kuféri-goróya, zulúmkur, edde zaalem accílam de óile yo, toóu añr uore rahám gorá gíyeh, kiyólla-hoilé híin toh añí imandár nó óite no buzí goijjílam deh.
36010e0087	Añárar Malike añr uore ódorbaára rahámot goijjé, aar Mosih Isár hañsóttu foida ó de iman edde muhábbot óu furafuri diiyé.
36010f00aa	E hotá yián sóiyi aar furafuri kobul or laayek de ki, Mosih Isá duniyait aiccíl de gunágar ókkol ore basaitó, zetarár bútore ebbe ḍoóñr gunágar gwá añí.
3601100107	Lekin Alla ye añr uore etollá rahám goijjé, zeéne añí zibá ebbe ḍoóñr gunágar, añr bútore Mosih Isá ye Nizor ocímana sobór ore zahér gorí fare, aar híyan zen uitará lla ekkán nomuna bone, zetará Íbar uore iman aní ofúrani zindigi faibo.
3601110093	Becók, Zibá abadulabadi Baáñcca, Zibá fána no, Zibá noirahar, hé siríf Allar izzot edde mohíma abadulabad foijjonto ówat tákouk. Aamin.
36011200be	Ó añr fua Timóti, yaar age tor baabute ze agun hotá howá gíyl, hé mozin añí toré e hókum man dir, zeéne tui hé agun hotá monot rakí bála laráit dile-zane larái gorí faros,
36011300ab	aar tor iman edde bála hélom zen zari táke; kiyólla-hoilé hodún maincé nizor hélom or hédaiyot nó mane de hétolla, nizor iman zaáñs báñge fán báñgigiyoi.
360114008f	Ítarar bútore Huminayus edde Alexzendar óu cámil asé, zetará re añí Cóitan or át ot gosáidiyi, zeéne ítara kuféri no gorá cíke.
3602010078	Añr ebbe agor aros óiye de, tuáñra tamám manúc ókkol olla Allar hañse aros, dua, cúwaric, edde cúkuriya goró.
36020200ad	Héndilla, baáñcca ókkol olla edde tamám adikari ókkol olla yó goró, zeéne añára dindári edde izzoitta solasol loi nirol or sáañte cántir zindigi haṛai fari.
3602030055	Héndilla gorón nán añárar Nejatdoya Allar nozor ot bála; híyane Íba kúci ó.
3602040047	Íba ye saá de, insán beggúne nejat fouk aar sóiyi re buzí farouk,
3602050078	ki hoilé, Alla asé de ekgwá, aar Allar edde insán or mazé usíla asé de yó ekgwá, Íba óilde manúc Mosih Isá,
3602060076	zibá ye níki insán beggún or zan or bodol Nizor zan diyé, ziyán óilde borabor októt híyan or gobá díye deh.
36020700bf	Hétolla beh Alla ye añré tobolik-goróya edde sáhabi banaiyé, zeéne añí Beyohúdi ókkol or hañse iman or edde sóiyir ustat ói fari. Añí háñsa hotá hoóir deh, misá hotá no.
3602080085	Hétolla, añí saái de, hárr zagat morotfuain de honó guccá sára edde torkatorki sára, nizor pak át ókkol tulí dua goróuk.
36020900bf	Héndilla añí yián óu saái de ki, mayafuain de nizoré izzot-córome edde forhés or sáañte izzoitta gori hoorsuor loi háñzouk, sul or binis, cúna, mukta, yáh dami hoorsuor loi no,
36020a007b	bólke ítara endilla gori zindigi haṛouk, zendilla dindár mayafuain dor ttu gom ham ókkol gorí zindigi haṛar zorur.
36020b0050	Maiya fuain de nizáme edde furafuri fórmadarir sáañte cíkka hásil goróuk.
36020c0083	Taalim di bolla yáto morotfuar uore hókumot solai bolla añí honó mayafua re ezazot no dih. Ítara ttu nizám ói tákon zorur.
36020d0045	Kiyólla-hoilé age toh Adom ore éna bana gyíl, yárbaade Háwa re.
36020e0051	Dúkat toh Adom foijjíl de no, bólke Háwa ye éna fori Allar hókum báinggil.
36020f007a	Toóu híba ye fuain biyar zoriya nejat faibo, zodi ítara nizoré forhés rakí imane edde muhábbote pak zindigi haṛa.
360301006c	Yián hók hotá de ki, ze manúce zomát or neta óito saá, íba ye ekkán gom zimmadarir azzu gorér deh.
36030200f2	Zomát or neta behosúr ówa foribó, siríf ek bou wór hócom ówa foribó, forhés góri soloya ówa foribó, nizoré sóoñloya ówa foribó, izzotdár ówa foribó, meémandari-goróya ówa foribó, edde taalim dibar kaabel ówa foribó.
360303009d	Íba nicákur no ówa foribó, maramari-doya no bólke cída ówa foribó, hoijja-fózzat goróya no ówa foribó, ṭiañ-foicár lalósbon no ówa foribó.
360304007a	Íba ttu nizor gór ore bálagori sóoñli fara foribó, aar nizor fuain dore izzot or sáañte dab ot rakí fara foribó.
360305006d	Kiyólla-hoilé ze manúce nizor foribar ore sóoñli no zane, íba ye Allar zomát ore keéngori sóoñlibo?
3603060076	Íba noya imandár no ówa foribó, arnóile íba fohórai ye fúli uṛí Ibilíc or ḍóilla sáñzar laayek óibo.
3603070075	Aró, baárgwa maincór hañse íbar cúnam táka foribó, arnóile íba bodnam zurai Ibilíc or fán ot forizaybói.
36030800a4	Héndilla, zomát or háadem ókkol ottu yó izzotdár ówa foribó, ehélas ówa foribó, córabkur no ówa foribó, aar ṭiañ-foicár lalósbon no ówa foribó.
3603090043	Ítara ttu iman or gufoni háñsa re sáf dile dóri raká foribó.
36030a0064	Ítara re age zasai gorí sár zorur, baade zodi behosúr ṭóore, tói háademi ham gorí faribó.
36030b00b5	Héndilla, ítarar bou wáin ókkol ottu yó izzotdár ówa foribó, ar ezzon or gifot-goróya no bólke forhés góri soloya ówa foribó, aar hárr kessút imandari táka foribó.
36030c0095	Háadem ottu yó siríf ek bou wór hócom ówa foribó, aar nizor fuain dore edde gór or badbaki manúc ókkol ore bálagori sóoñli fara foribó.
36030d009f	Ze háadem ókkole bálagori háademi goré ítara izzot zuraibó, aar Mosih Isár uore ítara ttu asé de iman or baabute bicí hímmote boiyan gorí faribó.
36030e0064	Añí tor héṛe bicí hára ai bolla acá goillé yo, añí tor hañse iín etollá lekír, zeéne
36030f00cd	zodi añí aité deri óile yo, tui yián zani faros de ki, manúc ottu Allar foribar ot, yáni zinda Allar zomát ot hondilla solasol tákar zorur, ze zomát óilde sóiyi taalim or ṭúni edde buniyadi.
360310015b	Honó cók nái, añárar iman or gufoni bicí ḍoóñr, ki hoilé, Íba zahér óoil insán or súrote; aar behosúr bóuli sábut goijjíl Pak-Ruh ye; Íba re deikkíl fírista ókkole. Íbar baabute tobolik gorá gíyl Beyohúdi ókkol or hañse; maincé Íbar uore iman ainníl duniyait mazé; Íba re uore tulífela gíyeh mohímar sáañte.
36040100a5	Pak-Ruh ye hárasira góri hoó de ki, ahéri zobanat kessú manúc iman ottu lorizaybói, aar dúkabaz ruh ókkol or uzu edde bút or taalim ókkol or uzu mon dibo.
3604020081	Héndilla taalim ókkol aiyé de misákur ókkol or munaféki ttu, zetarár hélom ore gorom bóoñr lói marhá maridiya giyéh.
36040300da	Ítara biyá-cádi no goittó edde hodún-hodún hána baz rakíto maná goré, ze hána gún ore Alla ye foida goijjé de kiyólla hoilé, imandár ókkole edde sóiyi re zanoya ókkole zen híin cúkuriya gorí háa.
360404006f	Allar foida goijjá hárr kessú gom, ekkán ore yó háram ṭáaribar nái zodi Alla re cúkuriya gorí háa,
3604050044	kiyólla-hoilé híin toh Allar kalame edde duaye pak-sáf óizagoi.
36040600e1	Tui zodi e hotá gún imandár báiboináin dore buzái dós, tóoile tui Mosih Isár éggwa nekkar háadem óibi, tui toh iman or hotá ókkol or baabute edde nize mani soloór de bála taalim or baabute torbiyot faat asós.
36040700a6	Duniyaibi kissá ókkol ottu duré tákic, ziín ore burá mayafuain dor banaouti kaháni hoilé yo fare. Yárbodol nizor dil ore dindári zindigi haṛai bolla bana.
36040800ca	Kiyólla-hoilé gaa re banailé siríf kessú fáida asé deh, lekin dil ore dindári lla banailé hárr mikká ttu fáida asé, kiyólla-hoilé dindárit e zindigir edde ahérot or zindigir waada asé.
3604090033	Híyan toh hók hotá aar furafuri kobul or laayek.
36040a00c1	Hétolla éna añára meénnot edde duk gorír, kiyólla-hoilé añárar acá zinda Allar uore raikkí, zibá manúc beggún or Nejatdoya, háasgori uitarár zetará níki Íbar uore iman ané.
