010000000c	Olubereberye
27010800ff	Bwe muwaayo ensolo enzibe z’amaaso okuba ssaddaaka, muba temukoze kibi? Ate bwe muwaayo eziwenyera oba endwadde, ekyo si kibi? Kale nno mugezeeko okuzitonera omufuzi wammwe, anaabasanyukira? Ye anaafaayo okukutunulako?” bw’ayogera Mukama ow’Eggye.
27010900cf	“Kale nno mbasaba mwegayirire Katonda, atukwatirwe ekisa, kubanga ebyo ffe twabyereetera. Nga muleese ebiweebwayo ebifaanana bityo, waliwo n’omu gw’ayinza okukkiriza?” bw’ayogera Mukama ow’Eggye.
27010a00e6	“Kale waakiri singa omu ku bakabona aggalawo enzigi muleme okukuma omuliro ku kyoto kyange ogw’obwereere! Sibasanyukira n’akatono,” bw’ayogera Mukama ow’Eggye, “so sikkirize kiweebwayo kyonna ekiva mu mikono gyammwe.
27010b0100	Kubanga okuva enjuba gy’eva okutuusa gy’egwa erinnya lyange kkulu mu baamawanga; obubaane buweerwayo mu buli kifo eri erinnya lyange, nga kuliko n’ekiweebwayo ekirongoofu, kubanga erinnya lyange kkulu mu baamawanga,” bw’ayogera Mukama ow’Eggye.
27010c009b	“Naye mmwe bakabona muvumisa erinnya lyange mu baamawanga buli lukya nga mugamba nti kya Mukama okuwaayo emmere etesaana n’ebiweebwayo ku kyoto kyange.
27010d0103	Era mwogera nti, ‘Nga tulabye;’ ne mugiwunyako ne mwetamwa, era ne mwesooza,” bw’ayogera Mukama ow’Eggye. “Bwe muleeta ekinyage, n’ekiwenyera, n’ekirwadde, ebyo bye biweebwayo bye mulina okuleeta, mbikkirize?” bw’ayogera Mukama ow’Eggye.
27010e0106	“Buli mulimba yenna akolimirwe, oyo alina ennume mu kisibo kye eyeeyama okugiwaayo nga ssaddaaka eri Mukama naye n’awaayo ekintu ekiriko obulema: kubanga ndi Kabaka mukulu,” bw’ayogera Mukama ow’Eggye, “n’erinnya lyange lya ntiisa mu baamawanga.”
2702010033	“Kale nno, mmwe bakabona, ekiragiro kino kyammwe.
2702020116	Bwe mutaakyuse ku mpisa zammwe n’engeri zammwe, bwe mutaafeeyo kuwa linnya lyange kitiibwa,” bw’ayogera Mukama ow’Eggye, “kale ndibasindikira ekikolimo era emikisa gyammwe girifuuka ekikolimo. Ate ddala mmaze okubakolimira kubanga ebikulu gye ndi temubitaddeeko mwoyo.
2702030081	“Kale laba, ndibonereza ezzadde lyammwe, mbasiige n’obusa mu maaso, obusa bwa ssaddaaka zammwe, era mbagobewo mu maaso gange.
270204007e	Olwo lwe mulimanya nga mbawadde ekiragiro kino, endagaano yange ne Leevi eryoke etuukirire,” bw’ayogera Mukama ow’Eggye.
27020500a2	“Endagaano eri mu mateeka ago yali egenderedde kuleeta bulamu na mirembe era n’embimuwa asobole okuntya, era n’antya n’ayimirira ng’atya erinnya lyange.
270206009f	Amateeka ag’amazima gali mu kamwa ke era nga tewali bulimba busangibwa mu kamwa ke. Yatambula nange mu mirembe ne mu butuukirivu era n’aggya bangi mu kibi.
27020700a8	“Kubanga emimwa gy’abasumba gisaana okukuuma eby’amagezi ebya Katonda era abantu basaana okunoonya okutegeera okuva mu bo, kubanga be babaka ba Mukama ow’Eggye.
270208008d	Naye mwakyama ne muva mu kkubo; mwesittaza bangi olw’ebyo bye muyigiriza; mwayonoona endagaano ya Leevi,” bw’ayogera Mukama ow’Eggye.
2702090096	“Noolwekyo nabafuula ekinyoomebwa era ekisekererwa mu maaso g’abantu bonna olw’obutagoberera makubo gange era musala emisango nga musaliriza.”
27020a008f	Kale ffenna tetulina kitaffe omu? Si Katonda omu eyatutonda? Lwaki kale tetuli beesigwa eri bantu bannaffe, ne twonoona endagaano ya bakitaffe?
27020b00bb	Yuda takuumye bwesigwa n’eby’omuzizo ne bikolebwa mu Isirayiri ne mu Yerusaalemi. Kubanga Yuda yayonoona ekifo kya Mukama ekitukuvu, ky’ayagala ennyo, bwe yawasa omuwala wa lubaale.
27020c009e	Buli muntu yenna akola kino, oba kabona oba muntu wa bulijjo, Mukama alimuggya mu kika kya Yakobo, newaakubadde ng’aleeta ebiweebwayo eri Mukama ow’Eggye!
27020d008c	Ekirala kye mukola kye kino: Ekyoto kya Mukama mukijjuzza amaziga, nga mukaaba nga mukuba ebiwoobe kubanga ebiweebwayo byammwe takyabifaako.
27020e00e8	Kale mubuuza nti, “Lwaki tabifaako?” Kubanga Mukama yali mujulirwa wakati wo ne mukazi wo ow’omu buvubuka bwo, naye ggwe tewali mwesigwa, ng’olimbalimba newaakubadde nga yali munno era mukazi wo gwe walagaana naye endagaano.
27020f00cd	Katonda teyabafuula omu mu mwoyo? Era lwaki yabafuula omu? Kubanga yali anoonya ezzadde eriritya Katonda. Kale mwekuume nnyo waleme kubaawo agoba mukazi we, era alimbalimba mukazi we ow’omu buvubuka bwe.
27021000cf	“Kubanga nkyawa abafumbo okwawukana,” bw’ayogera Mukama Katonda wa Isirayiri, “n’omusajja ajooga mukazi we,” bw’ayogera Mukama ow’Eggye. Kale mwekuumenga mu mwoyo gwammwe mubeerenga beesigwa.
27021100de	Mukama mumukooyezza n’ebigambo byammwe. Naye mubuuza nti, “Tumukooyezza tutya?” Kubanga mwogera nti buli akola ekibi, mulungi mu maaso ga Mukama, era abasanyukira; oba nti, “Ali ludda wa Katonda ow’obwenkanya?”
27030100e7	“Laba, ntuma omubaka wange, alinkulembera era alirongoosa ekkubo nga sinnajja: era Mukama gwe munoonya alijja mu yeekaalu ye nga tebamanyiridde; omubaka w’endagaano gwe musanyukira, laba ajja,” bw’ayogera Mukama ow’Eggye.
27030200b5	“Naye ani ayinza okugumiikiriza olunaku olw’okujja kwe, era ani aliyimirira ye bw’alirabika? Kubanga ali ng’omuliro gw’oyo alongoosa effeeza era nga sabbuuni ow’abayoza.
27030300eb	Era alituula n’atunula ng’oyo alongoosa ffeeza n’agimalamu amasengere, era alirongoosa batabani ba Leevi, bakabona ba Katonda, era alibasengejja ng’ezaabu n’effeeza bwe bisengejjebwa; balyoke baweeyo ssaddaaka mu butuukirivu.
2703040074	Awo ekiweebwayo ekya Yuda ne Yerusaalemi kiryoke kisanyuse Mukama, nga mu nnaku ez’edda era nga mu myaka egyayita.
2703050145	“Era mu kiseera ekyo awatali kulonzalonza ndibasemberera nsale omusango. Ndiyanguwa okuwa obujulizi ku baloga ne ku benzi ne ku abo abalayira eby’obulimba, ne ku abo abalyazaamaanya omupakasi empeera ye; abanyigiriza nnamwandu ne mulekwa, era abajoogereza munnaggwanga, abatatya Mukama,” bw’ayogera Mukama ow’Eggye.
2703060056	“Kubanga nze Mukama sijjulukuka: mmwe, batabani ba Yakobo, noolwekyo siribazikiriza.
27030700e0	Okuva mu nnaku za bajjajjammwe mwakyuka ne mukyama okuva ku biragiro byange ne mutabikwata. Mudde gye ndi, nange nadda gye muli era nnaabasonyiwa,” bw’ayogera Mukama ow’Eggye. “Naye mwebuuza nti, ‘Tunadda tutya?’
2703080087	“Omuntu alinyaga Katonda? “Naye mmwe munnyaga. Kyokka mugamba nti, ‘Tukunyaga tutya?’ “Mu biweebwayo ne mu kimu eky’ekkumi.
2703090048	Mukolimiddwa ekikolimo ekyo, kubanga mmwe, eggwanga lyonna munnyaga nze.
27030a00e7	Muleete ekimu eky’ekkumi ekijjuvu mu nnyumba yange, ennyumba yange ebeeremu emmere, era mungezese,” bw’ayogera Mukama ow’Eggye, “obanga siribaggulirawo ebituli eby’omu ggulu, ne mbawa omukisa ne gutabaako ne we guligya.
27030b00ac	Kale ndikuuma ennimiro zammwe ne zitazikirizibwa balabe; so n’omuzabbibu gwammwe ne gutakunkumula bibala byagwo ebitannatuuka kwengera,” bw’ayogera Mukama ow’Eggye.
27030c0081	“Era amawanga gonna galibayita ba mukisa: kubanga muliba nsi esanyusa, kino ky’ekisuubizo,” bw’ayogera Mukama ow’Eggye.
27030d008a	“Weewaawo ebigambo byammwe gye ndi bibadde bya bukambwe,” bw’ayogera Mukama. “Ate nga mugamba nti, ‘Twakwogerako tutya obubi?’
27030e00a2	“Mwayogera nti, ‘Eby’okuweereza Katonda tebigasa, era kigasa ki okukwata ebiragiro bye era n’okutambulira mu maaso ga Mukama ow’Eggye ng’abakungubaga?
27030f0080	Okuva kaakano abeegulumiza tubayita ba mukisa; abakozi b’ebibi bakulaakulana era n’abo abasoomoza Katonda nabo bawona.’”
27031000a4	Abo abatya Mukama bayogeragana bokka ne bokka, Mukama n’abawulira. Ekitabo eky’okujjukira abatya Mukama ne balowooza ku linnya lye, ne kiwandiikibwa ng’alaba.
27031100c2	“Kale baliba bange,” bw’ayogera Mukama ow’Eggye, “ku lunaku lwe ndibakyusizaako okuba ekintu kyange eky’omuwendo; era ndibasonyiwa ng’omuzadde bw’asonyiwa mutabani we amuweereza.
2703120060	Omulundi omulala mulyawula omutuukirivu n’omubi, oyo aweereza Katonda n’oyo atamuweereza.”
27040100f5	“Kubanga, laba, olunaku lujja, lwokya ng’ekikoomi, n’ab’amalala bonna n’abo bonna abakola ebibi baliba bisasiro: ku lunaku lwennyini balyokerwa ddala,” bw’ayogera Mukama ow’Eggye, “obutabalekerawo mulandira newaakubadde ettabi.
27040200a7	Naye mmwe abatya erinnya lyange, enjuba ey’obutuukirivu eribaviirayo ng’erina okuwonya mu biwaawaatiro byayo. Mulifuluma ne muligita ng’ennyana ez’omu kiraalo.
2704030087	Era mulirinnya ku babi, kubanga baliba vvu wansi w’ebigere byammwe, ku lunaku lwe ndibalokolerako,” bw’ayogera Mukama ow’Eggye.
270404007e	“Mujjukire okugonderanga amateeka ga Musa omuddu wange, ebiragiro n’amateeka bye namukwasa ku Kolebu olwa Isirayiri yenna.
270405005d	“Laba, ndibatumira nnabbi Eriya, olunaku lwa Mukama olukulu olw’entiisa nga terunnatuuka,
270406007c	era alikomyawo omutima gwa bazadde eri abaana baabwe, n’omutima gw’abaana eri bazadde baabwe; nneme okukolimira ensi.”
2800000006	Matayo
2801010045	Luno lwe lulyo lwa Yesu Kristo, omwana wa Dawudi omwana wa Ibulayimu:
2801020059	Ibulayimu yazaala Isaaka, Isaaka n’azaala Yakobo, Yakobo n’azaala Yuda ne baganda be.
2801030065	Yuda n’azaala Pereezi ne Zeera mu Tamali, Pereezi n’azaala Kezirooni, Kezirooni n’azaala Laamu.
2801040054	Laamu yazaala Aminadaabu, Aminadaabu n’azaala Nasoni, Nasoni n’azaala Salumooni.
280105005e	Salumooni yazaala Bowaazi mu Lakabu, Bowaazi n’azaala Obedi mu Luusi. Obedi n’azaala Yese.
280106004c	Yese yazaala Kabaka Dawudi. Dawudi n’azaala Sulemaani mu eyali muka Uliya.
2801070052	Sulemaani yazaala Lekobowaamu, Lekobowaamu n’azaala Abiya, Abiya n’azaala Asa.
2801080056	Asa n’azaala Yekosafaati, Yekosafaati n’azaala Yolaamu, Yolaamu n’azaala Uzziya.
280109004f	Uzziya n’azaala Yosamu, Yosamu n’azaala Akazi, Akazi n’azaala Keezeekiya.
28010a0051	Keezeekiya n’azaala Manaase, Manaase n’azaala Amosi, Amosi n’azaala Yosiya.
28010b0052	Yosiya n’azaala Yekoniya ne baganda be mu kiseera eky’okutwalibwa e Babulooni.
28010c0068	Nga bamaze okutwalibwa e Babulooni: Yekoniya n’azaala Seyalutyeri, Seyalutyeri n’azaala Zerubbaberi.
28010d005b	Zerubbaberi n’azaala Abiwuudi, Abiwuudi n’azaala Eriyakimu, Eriyakimu n’azaala Azoli.
28010e004e	Azoli n’azaala Zadooki, Zadooki n’azaala Akimu, Akimu n’azaala Eriwuudi.
28010f0059	Eriwuudi n’azaala Eriyazaali, Eriyazaali n’azaala Mataani, Mataani n’azaala Yakobo.
280110004f	Yakobo n’azaala Yusufu, oyo ye bba wa Maliyamu eyazaala Yesu ayitibwa Kristo.
280111010a	Noolwekyo emirembe gyonna okuva ku Ibulayimu okutuuka ku Dawudi gyali kkumi n’ena, era okuva ku Dawudi okutuuka ku kuwaŋŋaangusibwa e Babulooni, emirembe kkumi n’ena, era okuva ku kuwaŋŋaangusibwa e Babulooni okutuuka ku Kristo, nagyo emirembe kkumi n’ena.
28011200b5	Okuzaalibwa kwa Yesu Kristo kwali bwe kuti: Maliyamu nnyina bwe yali ng’akyayogerezebwa Yusufu, era nga tebanaba kufumbiriganwa n’alabika ng’ali lubuto ku bwa Mwoyo Omutukuvu.
28011300a2	Awo Yusufu eyali amwogereza, olwokubanga yali muntu mulungi n’asalawo mu mutima gwe okumuleka, naye ng’ayagala akikole mu kyama aleme kukwasa Maliyamu nsonyi.
280114011f	Naye bwe yali ng’agalamidde ku kitanda kye ng’akyabirowoozaako, n’afuna ekirooto; n’alaba malayika wa Mukama ng’ayimiridde w’ali, n’amugamba nti, “Yusufu, omwana wa Dawudi, totya kutwala Maliyamu okuba mukazi wo! Kubanga olubuto lw’alina yalufuna ku bwa Mwoyo Mutukuvu.
280115008c	Era alizaala Omwana wabulenzi, olimutuuma erinnya Yesu, (amakulu nti, ‘Omulokozi’) kubanga y’alirokola abantu bonna mu bibi byabwe.”
2801160066	Bino byonna byabaawo kisobole okutuukirira ekyayogerwa Mukama ng’ayita mu nnabbi we ng’agamba nti,
2801170094	“Laba omuwala atamanyi musajja aliba olubuto, alizaala omwana wabulenzi, era aliyitibwa Emmanweri.” Amakulu gaalyo nti, “Katonda ali naffe.”
2801180061	Yusufu bwe yazuukuka, n’akola nga Malayika bwe yamulagira, n’atwala Maliyamu okuba mukazi we.
2801190061	Naye Yusufu n’atamumanya okutuusa lwe yamala okuzaala Omwana. Yusufu n’amutuuma erinnya Yesu.
28020100ad	Yesu bwe yazaalibwa mu kibuga Besirekemu eky’omu Buyudaaya, ku mulembe gwa Kabaka Kerode, abasajja abagezigezi, abaava ebuvanjuba ne bajja mu Yerusaalemi, nga babuuza nti,
280202007e	“Aliwa eyazaalibwa nga Kabaka w’Abayudaaya? Kubanga twalaba emmunyeenye ye nga tuli mu buvanjuba, era tuzze okumusinza.”
280203005e	Awo Kabaka Kerode bwe yabiwulira ne bimweraliikiriza nnyo, era ne bonna abaali mu Yerusaalemi.
2802040078	N’ayita bakabona abakulu bonna n’abawandiisi b’amateeka n’abeebuuzaako ekifo Kristo gye yali agenda okuzaalibwa.
2802050052	Ne bamuddamu nti, “Mu Besirekemu eky’omu Buyudaaya, kyawandiikibwa nnabbi nti,
2802060088	“‘Naawe Besirekemu ekya Yuda, toli mutono mu balangira ba Yuda, kubanga omufuzi aliva mu ggwe, alifuga abantu bange Isirayiri.’”
2802070059	Awo Kerode n’atumya Abagezigezi kyama, n’ababuuza ebiro emmunyeenye bye yalabikiramu.
2802080095	N’abasindika e Besirekemu ng’agamba nti, “Mugende mubuulirize ebikwata ku mwana. Bwe mumulaba, mukomeewo muntegeeze, nange ŋŋende musinze!”
28020900c9	Bwe baamala okuwulira Kabaka bye yabagamba ne bagenda. Bwe baafuluma, emmunyeenye eri gye baalaba ebuvanjuba n’eddamu okubalabikira n’okubakulembera, okutuusa lwe yayimirira waggulu Omwana w’ali.
28020a004e	Bwe baalaba emmunyeenye ng’eyimiridde, essanyu lyabwe ne libeera lingi nnyo!
28020b00b2	Bwe baayingira mu nnyumba ne balaba Omwana ne Maliyamu nnyina ne bavuunama ne basinza Omwana. Ne basumulula ensawo zaabwe, ne bamutonera ebirabo, zaabu, n’obubaane n’omugavu.
28020c0072	Awo bwe baalabulibwa mu kirooto baleme kuddayo wa Kerode, bwe batyo ne baddayo ewaabwe nga bayita mu kkubo eddala.
28020d0105	Awo abagezigezi bwe baamala okugenda, malayika wa Mukama n’alabikira Yusufu mu kirooto n’amugamba nti, “Golokoka oddusize Omwana ne nnyina e Misiri, mubeere eyo okutuusa lwe ndibalagira okudda. Kubanga Kerode ajja kunoonya Omwana ng’ayagala okumutta.”
28020e003c	Ekiro ekyo n’asituka n’atwala Omwana ne nnyina e Misiri.
28020f0097	Ne babeera eyo okutuusa Kerode bwe yafa. Mukama kye yayogerera mu nnabbi we ne kituukirira, bwe yagamba nti: “Nayita Omwana wange okuva mu Misiri.”
2802100123	Kerode bwe yalaba ng’Abagezigezi banyoomye ekiragiro kye, n’asunguwala nnyo, n’atuma abaserikale e Besirekemu ne mu byalo byakyo batte abaana bonna aboobulenzi ab’emyaka ebiri n’abatannagiweza, ng’asinziira ku bbanga abagezigezi lye baali bamutegeezeza mwe baalabira emmunyeenye.
2802110051	Awo ekigambo nnabbi Yeremiya kye yayogera ne kiryoka kituukirira ng’agamba nti,
28021200af	“Eddoboozi lyawulirwa mu Laama, okukuba emiranga n’okukungubaga okunene, nga Laakeeri akaabira abaana be, nga tewakyali asobola kumuwooyawooya, kubanga bonna baweddewo.”
2802130054	Kerode bwe yamala okufa malayika wa Mukama n’alabikira Yusufu mu kirooto e Misiri,
2802140075	n’amugamba nti, “Golokoka ozzeeyo Omwana ne nnyina mu Isirayiri, kubanga abaali baagala okutta Omwana bafudde.”
2802150048	Yusufu n’asitukiramu n’azzaayo Omwana ne nnyina mu nsi ya Isirayiri.
28021600d1	Naye bwe yatuuka mu kkubo n’atya nnyo bwe yawulira nga Alukerawo mutabani wa Kerode ye yali alidde obwakabaka. Mukama n’amulabulira nate mu kirooto aleme kugenda Buyudaaya, bw’atyo n’alaga e Ggaliraaya
28021700a1	n’atuuka mu kibuga ky’e Nazaaleesi, ne babeera omwo. Ebigambo bya bannabbi bye baayogera biryoke bituukirire nga bagamba nti: “Aliyitibwa Munnazaaleesi.”
2803010061	Mu nnaku ezo Yokaana Omubatiza n’ajja ng’abuulira mu ddungu ly’e Buyudaaya ng’agamba nti,
2803020046	“Mwenenye, kubanga obwakabaka obw’omu ggulu bunaatera okutuuka.”
28030300be	Oyo nnabbi Isaaya gwe yayogerako ng’agamba nti, “Mpulira eddoboozi ly’oyo ayogerera waggulu mu ddungu ng’agamba nti, ‘Mulongoose oluguudo lwa Mukama, muluŋŋamye amakubo ge!’”
2803040089	Ebyambalo bya Yokaana byakolebwa mu bwoya bwa ŋŋamira, era nga yeesibya lukoba lwa ddiba. N’emmere ye yali nzige na mubisi gwa njuki.
2803050087	Abantu bangi ne bava mu Yerusaalemi ne mu Buyudaaya mwonna ne mu bifo ebiriraanye Yoludaani ne bajja mu ddungu okuwulira by’abuulira.
280306003b	N’ababatiza mu mugga Yoludaani, nga baatula ebibi byabwe.
28030700bb	Naye bwe yalaba Abafalisaayo bangi n’Abasaddukaayo nga bajja okubatizibwa n’abagamba nti, “Mmwe, abaana b’essalambwa, ani yabalabula okudduka obusungu bwa Katonda obugenda okujja?
280308002b	Kale mubale ebibala ebiraga nti Mwenenyeza.
28030900e2	Temulowooza mu mitima gyammwe nti, ‘Tuli bulungi kubanga tuli Bayudaaya, abaana ba Ibulayimu, tetufaayo, tetulina kye twetaaga.’ Ekyo tekibasigula. Mbategeeza nti, Katonda ayinza okufuula amayinja gano abaana ba Ibulayimu!
28030a007e	Kaakano embazzi ya Katonda eteekeddwa ku buli kikolo kya muti, omuti ogutabala bibala birungi, gutemebwa gusuulibwe mu muliro.
28030b00b3	“Nze mbabatiza na mazzi okutuuka ku kwenenya, naye waliwo omulala ajja, oyo ye ansinga amaanyi era sisaanira na kukwata ngatto ze, oyo alibabatiza ne Mwoyo Mutukuvu n’omuliro.
28030c0098	Ekikuŋŋunta kiri mu mukono gwe, alirongoosa egguuliro lye. Eŋŋaano aligitereka mu tterekero lye, naye ebisusunku alibyokya mu muliro ogutazikira.”
28030d004e	Awo Yesu n’ava e Ggaliraaya n’ajja ku mugga Yoludaani, abatizibwe Yokaana.
28030e0072	Naye Yokaana n’ayagala okugaana, n’agamba nti, “Nze neetaaga ggwe okumbatiza, naye ate gw’ojja gye ndi?”
28030f0081	Yesu n’amuddamu nti, “Kkiriza ombatize, kubanga kitugwanidde okutuukiriza obutuukirivu bwonna.” Awo Yokaana n’amukkiriza.
280310009b	Awo amangwago Yesu nga yakamala okubatizibwa nga yaakava mu mazzi, eggulu ne libikkuka n’alaba Omwoyo wa Katonda ng’amukkako mu kifaananyi ky’ejjiba.
2803110063	Eddoboozi ne liva mu ggulu ne ligamba nti, “Ono ye Mwana wange omwagalwa gwe nsanyukira ennyo.”
2804010043	Awo Yesu n’atwalibwa Mwoyo Mutukuvu mu ddungu okukemebwa Setaani.
2804020067	N’amala ennaku amakumi ana ng’asiiba, nga talya, emisana n’ekiro, oluvannyuma enjala n’emuluma.
2804030073	Setaani n’ajja gy’ali n’amugamba nti, “Obanga oli Mwana wa Katonda, lagira amayinja gano gafuuke emmere.”
2804040093	Naye Yesu n’amuddamu nti, “Kyawandiikibwa nti: ‘Omuntu tabeera mulamu na mmere yokka, wabula na buli kigambo ekiva mu kamwa ka Katonda.’”
2804050052	Awo Setaani n’amutwala mu kibuga ekitukuvu n’amussa ku kitikkiro kya Yeekaalu.
28040600ca	N’amugamba nti, “Obanga oli Mwana wa Katonda weesuule wansi kubanga kyawandiikibwa nti, ‘Katonda aliweereza bamalayika be bakuwanirire mu mikono gyabwe oleme okwekoona ekigere kyo ku jjinja.’”
2804070059	Yesu n’addamu Setaani nti, “Kyawandiikibwa nti, ‘Tokemanga Mukama Katonda wo.’”
2804080077	Ate Setaani n’amutwala ku lusozi oluwanvu n’amulengeza ensi zonna n’obwakabaka bwamu n’ekitiibwa kyabwo kyonna,
280409004c	n’amugamba nti, “Bino byonna nnaabikuwa bw’onoovuunama n’onsinza.”
28040a0084	Yesu n’addamu nti, “Vvaawo, genda Setaani. Kyawandiikibwa nti, ‘Osinzanga Mukama Katonda wo yekka, era gw’oweerezanga.’”
28040b0044	Setaani n’amuviira n’agenda. Bamalayika ne bajja ne bamuweereza.
28040c004b	Yesu bwe yawulira nga Yokaana bamusibye mu kkomera n’agenda e Ggaliraaya.
28040d0082	Bwe yava e Nazaaleesi n’agenda abeera e Kaperunawumu ekiri ku lubalama lw’ennyanja mu byalo by’e Zebbulooni n’e Nafutaali.
28040e003e	Kino ne kituukiriza ekyayogerwa nnabbi Isaaya ng’agamba nti,
28040f00ab	“Ensi ya Zebbulooni n’ensi ya Nafutaali, okuliraana ennyanja, n’ebyalo ebiri emitala w’omugga Yoludaani, n’e Ggaliraaya ey’ekyengulu omuli bannaggwanga abangi,
2804100081	abantu abaatuulanga mu kizikiza, balabye Omusana mungi. Abaatuulanga mu nsi ey’ekisiikirize eky’okufa, omusana gubaakidde.”
2804110076	Okuva mu kiseera ekyo Yesu n’atandika okubuulira nti, “Mwenenye, kubanga obwakabaka obw’omu ggulu busembedde.”
28041200cc	Yesu bwe yali ng’atambula ku lubalama lw’ennyanja y’e Ggaliraaya n’alaba abooluganda babiri: Simooni, gwe bayita Peetero, ne Andereya, nga basuula obutimba bwabwe mu nnyanja, kubanga baali bavubi.
2804130059	Awo Yesu, n’abagamba nti, “Mujje mungoberere, nange ndibafuula abavubi b’abantu.”
2804140039	Amangwago ne baleka awo obutimba bwabwe, ne bamugoberera.
28041500c0	Bwe yeeyongerayo katono, n’asanga abooluganda abalala babiri: Yakobo, ne Yokaana, nga batudde ne kitaabwe Zebbedaayo mu lyato nga baddaabiriza obutimba bwabwe, nabo n’abayita bamugoberere.
