280000000f	ମାତିଉ
32040c02cc	ଉଣା ଆପିତ୍‌ ମାରି ନାଣ୍ତ ଆପିତ୍‌, ଏଣ୍ତେସ୍‌ ତାନି ସାମାନା କିଦେଙ୍ଗ୍‌ ଆନାତ୍‌, ଆକା ନାନ୍‌ ନେସ୍‌ତାମାନା । ଆଦେଙ୍ଗ୍‌ ଆମା ଇନି ବେଡ଼ାଦୁ, ଆମା ଇନି ଅବସ୍ଥାଦାନ୍‌ ମାରି ବାଙ୍ଗାଁଦୁ ତେବାତି ୱାଲେ ଏଣ୍ତେସ୍‌, ପଟାପାଜିତି ୱେନ୍‌କା ବା ଆୟାୱାଜା, କାକୁର୍ତି ଆନି ବେଡ଼ାଦୁ ମାରି ନାଣ୍ତ ଦୁବା ନାନ୍‌ ୱିଜୁଦିନ୍‌ ସାମାନ୍‌ ।
32040d00b9	ନା ସକ୍ତିଦାତା କ୍ରିସ୍ତଦି ସାହାଜ୍ୟଦାନ୍‌ ନାନ୍‌ ୱିଜୁ କିଦେଙ୍ଗ୍‌ ଆଟ୍‌ସିନା ।
32040e00c0	ମାରିବା ମିର୍‌ ନା ଦୁଃକ୍‌ବୋଗ୍‌ତି ବେଡ଼ାଦୁ ମିସାଜି ପେରି ପାଣି କିତିମାନିଦେର୍‌ ।
32040f02dd	ଏ ପିଲିପ୍‌ପିୟଦି, ତଡ଼ାନ୍ ନି ତାଙ୍ଗିଁକ୍‌ ମିର୍‌ ବା ନିଜେ ନେସ୍‌ନିଦେର୍‌ ଜେ, ସୁସମାଚାର୍‌ ପ୍ରଚାର୍‌ କିନି ଆରାମ୍‌ ବେଡ଼ାଦୁ, ଏସ୍ତିୱାଲେ ନାନ୍‌ ମାସିଦୋନିଆଦାନ୍‌ ଡ଼ିସ୍‌ତା ସର୍‌ଆ, ନାସ୍ତିୱାଲେ ମିଙ୍ଗିଁ ଡ଼ିସ୍‌ତିଙ୍ଗ୍‌ ମାରି ଆମା ମଣ୍ତଲି ନା ୱାଲେଅର୍‌ସେ ଆଜି ନା ୱାଲେ ସିନିକା ଅନିକା ଇସାବ୍‌ ଇଡ୍‌ଏର୍‌ ମାର୍ହାର୍‌ ।
320410015d	ଇରିଙ୍ଗ୍‌ ତେସଲନିକିୟାଦୁ ନାନ୍‌ ମାନି ବେଡ଼ାଦୁ ମିର୍‌ ଅର୍‍ସୁ ନି ନାଣ୍ତ୍‌ ଦେବେଙ୍ଗ୍‌ ନା ଲାକ୍‌ତୁ ଦରକାର୍‌ତି ସାହାଜ୍ୟ ପୋକ୍‌ତାତି ମାର୍‌ଇଦେର୍‌ ।
3204110132	ମିମାଣ୍‌କୁ କେବଲ ଦାନ୍‌ ଅତେଙ୍ଗ୍‌ ନାନ୍‌ ଅଡ଼୍‌ବିଏ; ଇୟାତାନି ବାଦ୍‌ଲୁ ମିର୍‌ ଏଣ୍ତେସ୍‌ ନାଣ୍ତଦାନ୍‌ ନାଣ୍ତ ପୟ୍‌ଦୁ, ଇକା ନା ବଦା ।
3204120365	ମିମାଣ୍‌କୁ ନାନ୍‌ ପୟ୍‌ତିମାନି ୱିଜୁ ଦାନ୍‌ ଉଣ୍ତିଙ୍ଗ୍‌ ପୋୟ୍‌ତିକା ମାନାଜି ଜାଣେକିଜିନା । ଆକା ନା ଉଣ୍ତିଙ୍ଗ୍‌ ନାଣ୍ତଦାନ୍‌ ନାଣ୍ତ ଆତାମାନାତ୍‌, ଏପାଫ୍ରଦିତ୍‌ଦି କିୟୁଦୁ ମିର୍‌ ପୋକ୍‌ତାତିମାନି ଦାନ୍‌ ନା ୱିଜୁ ସିଲିମାନୁ ପୁରା କିତାମାନାତ୍‌ । ଆକା ମାପୁରୁଦି ଉଦେସ୍‌ତାନ୍‌ ସିତିମାନି ବାସ୍‌ନାଆନି ଦୁପୁଣି ମାରି ୱାନି ମାନାନିନାନିକା ମାରି ୱେଡ଼ିକାଦି ବଲିପୁଜାସିନି ୱାଜା ।
320413010b	ମାରି, ନା ମାପୁରୁ କ୍ରିସ୍ତ ଜିସୁଦିମାନୁ ୱାନି ଗୌରବ୍‌ମୟ୍‌ ପାଣିଦି ଇସାବ୍‌ତାନ୍‌ ମି ୱିଜୁ ଅଭାବ୍‌ ପୁରା କିନାତ୍‌ ।
32041400b9	ମା ମାପୁରୁ ମାରି ବୁବାଦି ଉଣ୍ତିଙ୍ଗ୍‌ ଜୁଗ୍‌ ଜୁଗ୍‌ ଗୌରବ୍‍ ଆପିତ୍‌ । ଆମେନ୍‍ ।
320415016a	କ୍ରିସ୍ତ ଜିସୁଦି ଦର୍‌ତାନ୍‌ ୱିଜୁ ସାଦୁରିଙ୍ଗ୍‌ ନମସ୍କାର୍‌ ଜାଣେକିଦୁ । ନା ୱାଲେ ମାନି ତଡ଼ାନ୍‌କୁ ନି ତାଙ୍ଗିଁକି ମିଙ୍ଗିଁ ନମସ୍କାର୍‌ ଜାଣେକିଜିନାର୍‌ ।
3204160144	ଇବେନୁ ମାନି ମାପୁରୁଦି ଲୋକୁ, ବିସେସ୍‌ତାନ୍‌ ଆମାକାର୍‌ କାଇସର୍‍ତି ମେଡ଼୍‌ଇଲୁଦୁ ମାନାର୍‌, ୱାର୍‌ ମିଙ୍ଗିଁ ନମସ୍କାର୍‌ ଜାଣେକିଜିନାର୍‌ ।
320417009b	ପ୍ରବୁ ଜିସୁ କ୍ରିସ୍ତଦି ଦୟା ମି ଆତ୍ମାଦି ୱାଲେରାନ୍‌ ତେବାପିତ୍‌ ।
330000000f	କଲସିୟ
33010100d1	ମାପୁରୁଦି ବଦାଦାନ୍‌ କ୍ରିସ୍ତ ଜିସୁଦି ଅରେନ୍‍ ପ୍ରେରିତ ସିସୁ, ପାଉଲ ମାରି ତଡ଼ାନ୍‌ ତିମତି
33010201bd	କଲସିଦୁ ମାନି ସାଦୁରିଙ୍ଗ୍‌ ମାରି କ୍ରିସ୍ତବିସ୍‌ବାସ୍‌ସିର୍‌ ତଡ଼ାନ୍‌କୁ ନି ତାଙ୍ଗିକ୍ ଲାକ୍‌ତୁ ଇୟା ଆକୁ ରାସ୍‌ସିନାନ୍‌, ମା ବୁବା ମାପୁରୁମାଣୁକୁ ଦୟା ମାରି ସାନ୍ତି ମି ଉଣ୍ତିଙ୍ଗ୍‌ ଆପିତ୍‌ ।
330103011c	ମାପୁ ମି ଉଣ୍ତିଙ୍ଗ୍‌ ପାର୍‌ତାନା କିଜି ମା ପ୍ରବୁ ଜିସୁ କ୍ରିସ୍ତଦି ବୁବା ମାପୁରୁଙ୍ଗୁଁ ୱିଜୁଦିନ୍ ଦନ୍ୟବାଦ୍‌ ସିଜିନାପ୍‌;
330104012d	ଇରିଙ୍ଗ୍‌ କ୍ରିସ୍ତ ଜିସୁଦିମାନୁ ମି ବିସ୍‌ବାସ୍‌ ମାରି ମାପୁରୁଦି ୱିଜେରି ଲୋକା ଉଣ୍ତିଙ୍ଗ୍‌ ଜିବନ୍‍ନନି ବିସୟ୍‌ ୱେର୍ହାମାନାପ୍,
33010502de	ଏସ୍ତିୱାଲେ ସୁସମାଚାର୍‌ତି ସତ୍‌ ବାକ୍ୟ ମି ଲାକ୍‍ତୁ ଆଗ୍‍ଡ଼ି ୱାତାତ୍‍, ମିର୍‌ ଆୟାମାଣାନ୍‍ ସିଆୟ୍‍ଆତିମାନି ଆସାଦି ମାଟା ୱେର୍‌ଇମାର୍‍ଇଦେର୍‌ । ମିର୍‌ ଆମାକା ଆସା କିନିଦେର୍‍, ଆମାକା ମି ଉଣ୍ତିଙ୍ଗ୍‌ ମୁସ୍‌କୁପୁର୍‌ତୁ ନେଗେନ୍‍ ତେବାନାତ୍‍, ତାନି ମୁସ୍‌କୁ ମି ବିସ୍‍ବାସ୍‍ ମାରି ଜିବନ୍‍ନୋନିକା ତିଆର୍‌ଆତାମାନାତ୍‌ ।
330106021f	ଆମା ସୁସମାଚାର୍‌ ପ୍ରଚାର୍‍ତି ଉଣ୍ତିଙ୍ଗ୍‌ ମିର୍‌ ଆଗ୍‍ଡ଼ିନେ ମାପୁରୁଦି ଦୟା ବିସୟ୍‍ ୱେର୍‌ଇଦେର୍‌ ମାରି ତେନି ସତ୍‍ତିକା ଅଡ଼୍‍ବିତିଦେର୍‍, ଆୟା ସୁସମାଚାର୍‌ ଇଲେଇ ସାରା ଜଗତ୍‌ଦୁ ୱେଙ୍ଗିଁତାମାନାତ୍‍ ମାରି ଆର୍ସିବାଦ୍‌ ତାସିନାତ୍‍ ।
33010701a3	ମା ତରିଟାନ୍‌ କ୍ରିସ୍ତଦି ଅରେନ୍‍ ବିସ୍‌ବାସ୍‌ତାନ୍‌ ସେବାକିନିକାନ୍‌ ମାରି ମା ଲାଡ୍‍ତି ଅର୍‍ସେପାଣିକିନି ଏପାଫ୍ରାଦିମାଣ୍‌ନା ମିର୍‌ ମାପୁରୁଦି ଆୟା ଦୟା ବିସୟ୍‌ କିତିମାନିଦେର୍‌;
33010800e7	ପବିତ୍ର ଆତ୍ମା ମିଙ୍ଗିଁ ସିତିମାନି ଜିବନ୍‌ନୋନି ବିସୟ୍‌ତାନ୍‌ ୱାନ୍‌ ମାଙ୍ଗିଁ ୱେର୍‌ତାମାନାନ୍‌ ।
33010902f2	ଇୟାଉଣ୍ତିଙ୍ଗ୍‌ ମି ବିସୟ୍‌ତାନ୍‌ ୱେନି ନାଣ୍ତିରାନ୍‌ ମାପ୍‌ ବା ମି ଉଣ୍ତିଙ୍ଗ୍‌ ୱିଜୁଦିନ୍‍ ପାର୍‌ତାନା କିଜିନାପ୍‌ । ପବିତ୍ରଆତ୍ମା ସିତିମାନି ୱିଜୁ ବୁଦି ମାରି ବୁଜାନି ସାକ୍ତିଦାନ୍‌ ମାପୁରୁଦି ବଦା ପୁରାଦାନ୍‌ ମିର୍‌ ଏଣ୍ତେସ୍‌ ନେସ୍‌ତେଙ୍ଗ୍‌ ଆଟ୍‌ନିଦେର୍‌, ଇୟାଉଣ୍ତିଙ୍ଗ୍‌ ମି ଉଣ୍ତିଙ୍ଗ୍‌ ମାପ୍‌ ପାର୍‍ତନା କିଜିନାପ୍‍ ।
33010a024b	ଆର୍‌ତିଙ୍ଗ୍‌, ମିର୍‌ ପ୍ରବୁଦି ବଦାଦି ୱାଜା ଜିଦେଙ୍ଗ୍‌ ଆଟ୍‍ନିଦେର୍‍ ମାରି ୱାନି ୱେଡ଼ିକାଦି ପାଣି କିଦେଙ୍ଗ୍‌ ଆଟ୍‍ନିଦେର୍‍ । ମିର୍‌ ଜିବନ୍‍ତୁ ୱିଜୁ ରକମ୍‍ତି ନେଗି ପାଣି କିଦେଙ୍ଗ୍‌ ଆଟ୍‍ନିଦେର୍‍ ମାରି ମାପୁରୁଦି ବିସୟ୍‍ତାନ୍‍ ମି ବୁଦି ପିର୍‍ନାତ୍‍ ।
33010b016c	ମାରି ୱିଜୁ ବିସୟ୍‌ତୁ ମିର୍‌ ଏଣ୍ତେସ୍‌ ସାସ୍‌ତାନ୍‌ ମାରି ସାସ୍‌ କିଦେଙ୍ଗ୍‌ ଆଟ୍‌ନିଦେର୍‌, ଇୟାଉଣ୍ତିଙ୍ଗ୍‌ ୱାନି ଗୌରବ୍‌ଦି ସାକ୍ତି ଦାନ୍‌ ମିର୍‌ ବପୁ ଆଦୁ,
33010c0222	ମାରି ଆମା ବୁବା ମାପୁରୁ ଜାୟ୍‌ତି ରାଜିଦୁ ୱାନି ଲୋକା ଉଣ୍ତିଙ୍ଗ୍‌ ଆମାକା ରକିୟାକିଜି ଇଟ୍‌ତାମାନାନ୍‌, ୱାନି ମିସାନି ଉଣ୍ତିଙ୍ଗ୍‌ ୱାନ୍‌ ଜେ ମିଙ୍ଗିଁ ଆସ୍‌କିତାମାନାନ୍‌, ଇୟାଉଣ୍ତିଙ୍ଗ୍‌ ୱାନିଙ୍ଗ୍‌ ୱେଡ଼ିକାଦି ୱାଲେ ଦନ୍ୟବାଦ୍‌ ସିଦୁ ।
33010d014c	ୱାନ୍‌ ମାଙ୍ଗିଁ ସିକାଟିଦି ସାକ୍ତିଦାନ୍‌ ଉଦାର୍‌ କିତାମାନାନ୍‌ ମାରି ତିର୍‌ତାନ୍‌ ମାଙ୍ଗିଁ ୱାନି ଲାଡ୍‍ତି ମାରିନ୍‌ତି ରାଜିଦୁ ତାତାମାନାନ୍‌,
33010e00d0	ଆୟା ମାରିନ୍‌ତି ମାଣାନ୍‌ ମାପୁ ମୁକୁଡ଼ାତା ମାନାପ୍‌, ମାରି, ମା ପାପ୍‌ କେମା ଆତାମାନାପ୍‌ ।
33010f0156	କ୍ରିସ୍ତ ତରାୟ୍‌ଆଇ ମାପୁରୁଦି ତରାଇଆନି ମୁର୍ତିୱାଜା, ୱାନ୍‌ ଆଗ୍‌ଡ଼ି ଜନମ୍‌ଆତି ମାରିନ୍‌, ୱିଜୁ ଗାଡ଼୍‍ଆତିମାନି ବିସୟ୍‌ତିମାଣ୍‌କୁ ପେରିକାନ୍‌ ।
33011002bf	ଇରିଙ୍ଗ୍‌ ୱାନି ମାଣାନ୍‌ ମାପୁରୁ ମୁସ୍‍କୁପୁର୍‍ତୁ ନି ଦୁନିଆଦୁ ୱିଜୁ ତରାନିକା ମାରି ତରାଇକା ଜିନିସ୍‍, ଆତ୍ମାଦି ସାକ୍ତିୱିଜୁ, ସାଲାକିନିମାଲିକ୍‌, ସାସନ୍‌କିନିକାର୍‍ ମାରି ୱିଜୁ ଅଦିକାରିରିଙ୍ଗ୍‍ ତିଆର୍‍ କିତାନ୍‍ । ୱାନି ମାଣୁକୁ ମାରି ୱାନି ଉଣ୍ତିଙ୍ଗ୍‌ ମାପୁରୁ ସାରାଦୁନିଆଦିଙ୍ଗ୍‌ ତିଆର୍‌ କିତାନ୍‌ ।
330111015f	ୱିଜୁ ବିସୟ୍‌ ତିଆର୍‌ ଆନି ଆଗ୍‍ଡ଼ିନେ କ୍ରିସ୍ତ ମାନାନ୍‌ ମାରି ୱାନିୱାଲେ ମିସାନି ମାଣାନ୍‌ ୱିଜୁ ବିସୟ୍‌ ନିଜେ ନିଜେଦି ଗାଡ଼୍‌ଆତିମାନି ବାଡିଦୁ ମାନେ ।
3301120240	ମାରି, ୱାନ୍‌ ୱାନି ପାର୍‌ତନା କିନି ମଣ୍ତଲିୱାଜା ମେନ୍ଦଲ୍‌ତି ତାଲା, ଆୟା ମେନ୍ଦଲ୍‍ତି ୱାନ୍‌ ଜିବନ୍‍ ସାକ୍ତି, ସାତିୱାରିମାଣାନ୍‍କୁ ୱାନ୍‌ ପାର୍‍ତୁମ୍‍ ଜନମ୍‍ ଆତିମାନି କଡ଼, ୱିଜୁ ବିସୟ୍‍ତୁ ପାର୍‍ତୁମ୍‍ ବାଡି ପୟ୍‍ନି ଉଣ୍ତିଙ୍ଗ୍‍ ଆଗ୍‌ଡ଼ିଆନାନ୍‌ ।
33011300e1	ଇରିଙ୍ଗ୍‌ ମାପୁରୁଦି ବଦା ଇସାବ୍‌ତାନ୍‌ ମାରିନ୍‌ ନିଜେ ମାପୁରୁଦି ପୁରାଗୁଣ୍‍ ଆସ୍‍ତାମାନାନ୍‍ ।
33011402b9	ମାରିନ୍‌ତି ମାଣ୍‌କୁ ମାପୁରୁ ସାରାଦୁନିଆଦିଙ୍ଗ୍‌ ନିଜେଦି ଲାକ୍‌ତୁ ଡ଼େସି ତାତେଙ୍ଗ୍‌ ଇଜି ତିର୍‌ କିତାନ୍‌, କ୍ରୁସକାଟ୍‌ଦୁ ୱାନି ମାରିନ୍‌ତି ସାତିମାଣାନ୍‌ ମାପୁରୁ ସାନ୍ତି ତିଆର୍‌ କିତାମାନାନ୍‌ ମାରି ପୃତିବି ନି ମୁସ୍‌କୁପୁର୍‌ତୁ ମାନି ୱିଜୁ ବିସୟ୍‌ତିଙ୍ଗ୍‌ ନିଜେଦି ଲାକ୍‌ତୁ ଡ଼େସି ତାତାମାନାନ୍‌ ।
330115015a	ଉନ୍‌ଡ୍ରେ ବେଡ଼ାଦୁ ତାଗ୍‌ଇ ପାଣି ନି ତାଗ୍‍ଇ ସିନ୍ତା କିଜିମାନିଙ୍ଗ୍‌ ମିର୍‌ ମାପୁରୁଦିମାଣୁକୁ ଆକ ମାର୍‌ଇଦେର୍‌ ମାରି ୱାନି ସାତ୍ରୁ ମାର୍‌ଇଦେର୍‌ ।
33011601f1	ମାତର୍‌ ଇଲେଇ ୱାନ୍‌ ମିଙ୍ଗିଁ ବା ୱାନି ଆଗ୍‌ଡ଼ି ପବିତ୍ର, ନିନ୍ଦା ମାରି ଦସ୍‍ସିଲିକା କିଜି ତାନି ଉଣ୍ତିଙ୍ଗ୍‌ ୱାନି ମାରିନ୍‌ତି ମେନ୍ଦଲ୍‌ତାନ୍‌ ସାତି ମାଣୁକୁ ମିଙ୍ଗିଁ ନିଜେଦି ୱାଲେ ମାରିଡ଼େସି ମିସାକିତା ମାନାନ୍‌ ।
3301170369	ମିର୍‌ ଏସ୍‌କାଙ୍ଗ୍‌ ବିସ୍‌ବାସ୍‌ତାନ୍‌ କୁନାଦି ମାରି ଡାଟ୍‌ତାନ୍‌ ତେବାଜି ମାରି ସୁସମାଚାର୍‌ ୱେନି ୱାଲେ ଆମା ଆସା କିତିମାର୍‌ଇଦେର୍‌, ଆବେଟ୍‌କୁ ତିଲାମାଟ୍‌ । ଆର୍‌ତିଙ୍ଗ୍‌ ଏଣ୍ତେସ୍‌ବା ଇୟାୱିଜୁ ଫଲ୍‌ ପୟ୍‌ନିଦେର୍‌; ଆୟା ସୁସମାଚାର୍‌ ନେ ସାରା ପୃତିବିଦି ୱିଜେରି ଲାକ୍‌ତୁ ପ୍ରଚାର୍‌ ଆତାମାନାତ୍‌, ମାରି ନାନ୍‌ ପାଉଲ ଆବେଣି ଅରେନ୍‍ ବିସ୍‌ବାସ୍‌ତି ସେବାକିନିକିନ୍ଦା ଆତାମାନା ।
330118026f	ନାନ୍‌ ମି ଉଣ୍ତିଙ୍ଗ୍‌ ଆମାୱିଜୁ ଦୁଃକ୍‌କାସ୍ଟୁ କିଜିନା, ଆୟାଉଣ୍ତିଙ୍ଗ୍‌ ଇଲେଇ ୱେଡ଼ିକା କିଜିନା, ମାରି କ୍ରିସ୍ତଦି ଆମା ଦୁଃକ୍‌କାସ୍ଟୁ ମାରି ମାନାଦେ, ଆକା ନାନ୍‌ ୱାନି ମେନ୍ଦଲ୍‌ତିୱାଜା ମଣ୍ତଲିଦି ଉଣ୍ତିଙ୍ଗ୍‌ ନା ମେନ୍ଦଲ୍‌ତାନ୍ ପୁରା କିନି ଉଣ୍ତିଙ୍ଗ୍‌ ସାକା କିଜିନା ।
33011901c0	ମି ନେଗି ଉଣ୍ତିଙ୍ଗ୍‌ ଇୟା ପାଣି କିଦେଙ୍ଗ୍‍ଁ ନାନୁ ମାପୁରୁଦି ମାଣାନ୍‌ ମଣ୍ତଲିଦି ଅରେନ୍‍ ସେବାକିନିକାନ୍‌ ୱାଜା ଆସ୍‌କିତାମାନାନ୍‌ । ୱାନି ସୁସମାଚାର୍‌ ପୁରାଦାନ୍‌ ପ୍ରଚାର୍‌ କିନିକା ନା ପାଣି,
33011a01c3	ଆୟା ସୁସମାଚାର୍‌ ଉନ୍‌ଡ୍ରି ମାର୍‍ଗିତି ମାଟା, ପୁର୍ବେଦିକାଡ଼ାଦୁ ପୁର୍ବେଦିଡକ୍‌ରା ଦାଦାରିମାଣୁକୁ ମାର୍‌ଗିତା ମାର୍‌ର୍ହାତ୍‌, ମାତର୍‌ ଇଲେଇ ୱାନି ସାଦୁରି ଲାକ୍‌ତୁ ୱେଙ୍ଗିଁସିକିତା ମାନାନ୍‌ ।
33011b02cb	ମାପୁରୁ ଅଣଜିହୁଦି ଲୋକା ଲାକ୍‌ତୁ ଆୟା ମାର୍‌ଗିତିମାର୍‌ଇ ମାଟା ୱେର୍‍ତେଙ୍ଗ୍‍ ବଦା କିତାନ୍‌, ୱାନି ଇୟା ନାଣ୍ତଦାରା ମାରି ଗୌରବ୍‌ତି ମାଟା ସାରା ଦୁନିଆଦି ଲୋକା ଉଣ୍ତିଙ୍ଗ୍‌ ନେଗିକା । ଆୟା ସତ୍‌ତି ମାଟା ଆଜିନାତ୍‍, ମି ମାନୁବା କ୍ରିସ୍ତ ମାନାନ୍‌ । ଇୟାତାନି ଅର୍ତ, ମିର୍‌ ମାପୁରୁଦି ଗୌରବ୍‌ତୁ ମିସାତିମାନିଦେର୍‌ ।
33011c02ab	ଆୟାଉଣ୍ତିଙ୍ଗ୍‌ ମାପୁ ୱିଜେରି ଲାକ୍‌ତୁ କ୍ରିସ୍ତଙ୍ଗ୍‌ ପ୍ରଚାର୍‌ କିଜିନାପ୍‌, ମାରି ୱିଜୁ ଲୋକାଙ୍ଗ୍‌ ସେତେନା ମାରି ପୁରା ବୁଦି ୱାଲେ ସିକିୟା ସିଜିନାପ୍‌, ଏଣ୍ତେସ୍‌ ମାପୁ ୱିଜୁ ଲୋକାଙ୍ଗ୍‌ କ୍ରିସ୍ତଦି ୱାଲେ ମିସା କିଜି ଅରେନ୍‍ ପୁରାନେଗି ଲୋକ୍‌ ୱାଜା ମାପୁରୁଦି ଆଗ୍‌ଡ଼ି ତାତେଙ୍ଗ୍‌ ଆଟ୍‍ନାପ୍‍ ।
33011d01cb	ଇୟାତାନିଙ୍ଗ୍‌ ପୁରା କିନି ଉଣ୍ତିଙ୍ଗ୍‌ ନା ମାନୁ ପାଣିସିନିସାକ୍ତି ମାନିଙ୍ଗ୍‌ କ୍ରିସ୍ତସିତିମାନି ପେରି ସାକ୍ତିଦିଙ୍ଗ୍‌ ବ୍ୟବ୍‌ଆର୍‌ କିଜିନାନ୍‌ ସାନିଜିନିୱାଜା ସେସ୍ଟା ନି କାସ୍ଟୁପାଣି କିଜିନା ।
33020101b3	ମି ଉଣ୍ତିଙ୍ଗ୍‌, ଲାଅଦିକିଆଦି ଲୋକୁ ମାରି ନାଙ୍ଗିଁ ନିଜେଦିଙ୍ଗ୍‌ ଚିନିସ୍‌କିଇ ମାନି ୱିଜୁ ଲୋକା ଉଣ୍ତିଙ୍ଗ୍‌ ନାନ୍‌ ଜେ ଏସା କାସ୍ଟୁପାଣି କିଜିନା, ଇକା ମିର୍‌ ନେସ୍‌ନିଦେର୍‌ ଇଜିନା ଇଚ୍ଛା ।
33020202e1	ନା ଉଦେସ୍‍ ଇକା, ଏଣ୍ତେସ୍‌ ମିର୍‌ ୱିଜୁଲୋକୁ ୱେଡ଼ିକା ଆନିଦେର୍‌, ମାରି ୱାର୍‌ ନିଜେନିଜେଦି ୱାଲେ ଜିବନ୍‌ନୋନିମାନୁ ମିସାନିଦେର୍‌ ମାରି ସତ୍‌ତି ବୁଦି ପୟ୍‌ଜି ସତ୍‌ତିୱାଜା ୱିଜୁ ଦନ୍‌ତି ପୁରା ଅଦିକାରି ଆନିଦେର୍‌, ଇୟାଉଣ୍ତିଙ୍ଗ୍‌ ମିର୍‌ ୱିଜିଦେର୍‌ ନେସ୍‌ନିଦେର୍‌ ଜେ, କ୍ରିସ୍ତନେ ମାପୁରୁଦି ଆୟା ମାର୍‌ଗିତିମାନି ମାଟା ।
3302030139	ଜିସୁ କ୍ରିସ୍ତ ଆଜିନାନ୍‍ ଆୟା କୁସିକାଣ୍ତି, ଆମାକା ମାପୁରୁଦି ବୁଦି ମାରି ବୁଦିୱାଜା ୱିଜୁ ମାର୍‌ଗିତିମାନି ଦନ୍‌ତି ଗୁଦାମ୍‍ ରେନାନ୍‌ ।
33020400fb	ଏନ୍‌ ଏଣ୍ତେସ୍‌ ମିଙ୍ଗିଁ ସାଲାକିଦାନ୍‍ ବାଣ୍ତିସ୍‍ କିମାକିନ୍‌ । ଆୟାଉଣ୍ତିଙ୍ଗ୍‌ ନାନ୍‌ ଇକା ୱେର୍‌ସିନା ।
330205020d	ଇରିଙ୍ଗ୍‌ ନାନ୍‌ ମେନ୍ଦଲ୍‌ତାନ୍‌ ସିଲେତିଙ୍ଗ୍‌ ବା, ଆତ୍ମାଦାନ୍‌ ନାନ୍‌ ମି ୱାଲେ ମାନା । କ୍ରିସ୍ତଦି ମୁସ୍‌କୁ ଡାଟ୍‌ତାନ୍‌ ବିସ୍‌ବାସ୍‌ ଇଡ୍‌ଜି ମିର୍‌ ଏଣ୍ତେସ୍‌ ସାନ୍ତି ଆତିମାନିଦେର୍‌, ଆକା ସୁଡ଼ୁଜି ନାନ୍‌ ୱେଡ଼ିକା ଆଜିନା ।
3302060107	ମାରି, କ୍ରିସ୍ତ ଜିସୁଙ୍ଗୁଁ ପ୍ରବୁ ୱାଜା ମାନାତିମାନିଦେର୍‌, ଆୟାଇସାବ୍‌ତାନ୍‌ ୱାନି ୱାଲେ ମିସାଜି ଜିଜି ମାଡ଼ିଦୁ,
33020701eb	ମି ୱେଲେଙ୍ଗ୍‍ ୱାନି ମୁସ୍‌କୁ ଡାଟ୍‌ତାନ୍‌ ତିଆର୍‌ କିଜ ଜିବନ୍‌ ତିଆର୍‌ କିଦୁ ମାରି ମିର୍‌ ପୟ୍‌ତିମାନି ସିକିୟା ଇସାବ୍‌ତାନ୍‌ ବିସ୍‌ବାସ୍‌ତୁ ନାଣ୍ତ ସାକ୍ତି ଆଦୁ । ମି ଜିବନ୍‌ ଦନ୍ୟବାଦ ସିନିମାନୁ ବର୍ତି ଆପିତ୍‌ ।
