2800000008	Matteuse
340509006b	Sest Jumal ei ole meid määranud kannatama viha, vaid saada päästet meie Issanda Jeesuse Kristuse läbi,
34050a005f	kes meie eest on surnud, et meie, kas me oleme ärkvel või uinunud, üheskoos temaga elaksime.
34050b0051	Seepärast julgustage üksteist ja ehitage üksteist üles, nagu te seda teetegi!
34050c007b	Ent me palume teid, vennad ja õed, austada neid, kes teie keskel tööd teevad ning teid Issandas juhatavad ja manitsevad.
34050d0054	Pidage neist armastuses üliväga lugu nende töö pärast! Elage rahus üksteisega!
34050e008b	Me rõhutame, vennad ja õed: hoiatage neid, kes on laisad ja korratud, julgustage rõhutuid, aidake nõrku, olge kannatlikud kõigi vastu!
34050f0066	Vaadake, et keegi teisele kurja ei tasuks kurjaga, vaid taotlege alati head üksteisele ja kõikidele!
3405100013	Rõõmustage alati,
3405110016	palvetage lakkamatult,
340512004e	tänage kõige eest – sest see on Jumala tahe teie heaks Kristuses Jeesuses!
340513001c	Ärge kustutage Püha Vaimu!
340514001f	Ärge põlake prohveteeringuid,
340515002f	vaid katsuge läbi kõik ja hoidke kinni heast,
3405160016	hoidke eemale kurjast!
3405170086	Aga rahu Jumal ise pühitsegu teid täielikult ning hoidku teie vaim ja hing ja ihu laitmatuna meie Issanda Jeesuse Kristuse tulekuks.
3405180032	Ustav on Jumal, kes teid kutsub ja tema teeb seda.
3405190027	Vennad ja õed, palvetage ka meie eest!
34051a0033	Tervitage kõiki vendi ja õdesid püha suudlusega!
34051b005c	Ma vannutan teid Issanda nimel, et seda kirja loetaks ette kõikidele vendadele ja õdedele.
34051c002e	Meie Issanda Jeesuse Kristuse arm olgu teiega!
3500000014	2 Tessalooniklastele
3501010074	Pauluselt, Siilaselt ja Timoteoselt, Tessalooniklaste kogudusele Jumalas, meie Isas, ja Issandas Jeesuses Kristuses:
3501020045	Armu ja rahu teile Jumalalt Isalt, ja Issandalt Jeesuselt Kristuselt.
3501030089	Me võlgneme alati Jumalale tänu teie eest, vennad ja õed, sest teie usk kasvab jõudsasti ning teie armastus üksteise vastu suureneb.
3501040083	Seepärast kiitleme ka meie Jumala kogudustes teie kannatlikkusest ja usust kõigis tagakiusamistes ja katsumustes, mida te talute.
350105008a	See on Jumala õiglase kohtumõistmise märgiks, et teid on tunnistatud Jumala Kuningriigi vääriliseks, mille pärast te ju kannatategi.
350106003e	Sest Jumal on õiglane: tema tasub teie vaevajatele raskustega
3501070087	ja annab hingamist teile, kes te olete vaevatud, ja ka meile. See sünnib siis, kui Issand Jeesus ilmub taevast oma vägevate inglitega
350108006f	leegitsevas tules. Ta karistab neid, kes Jumalat ei tunne ja kes ei alistu meie Issanda Jeesuse evangeeliumile.
3501090056	Nende karistuseks on igavene hukatus, lahusolek Issandast ja tema vägevuse kirkusest,
35010a00a7	kui ta sel päeval tuleb, et olla ülistatud pühade hulgas ja imetletud kõigi usklike seas. Nende hulka kuulute ka teie, sest te olete uskunud meie tunnistust teile.
35010b00cb	Seda silmas pidades me palvetame pidevalt teie eest, et meie Jumal teeks teid oma kutsumise vääriliseks ning viiks oma väega täide kõik teie igatsused headuse järele ja kõik teie usus tehtud teod.
35010c0074	Nõnda saab meie Issanda Jeesuse nimi kirgastatud teis ja teie temas, meie Jumala ja Jeesuse Kristuse armu kohaselt.
350201007a	Mis puutub meie Issanda Jeesuse Kristuse tulekusse ja meie kokkukogumist tema juurde, siis me palume teid, vennad ja õed,
35020200ce	et te ei laseks end segadusse viia ja häirida nende poolt, kes otsekui meilt pärineva õpetuse kohaselt kas siis prohveteeringu kaudu, suusõnaliselt või kirjas väidavad, et Issanda päev on juba käes.
35020300a4	Ärge laske kellelgi end mingil moel eksitada, sest see päev ei saabu enne, kui on tulnud ärataganemine ja saanud avalikuks seadusevastane inimene, hukatuse laps.
35020400bc	Tema hakkab vastu kõigele ja tõstab enese kõigest kõrgemale, mida peetakse jumalikuks ja mis väärib kummardamist, nii et ta seab end sisse Jumala templis ja kuulutab ennast Jumalaks.
350205004a	Kas te ei mäleta, et ma rääkisin seda teile, kui veel teie juures olin?
350206004c	Ja te teate, mis teda tagasi hoiab, nii et ta saab ilmuda alles õigel ajal.
350207007b	Vastuhaku vägi toimib juba praegu salaja, kuid see, kes on teda siiani tagasi hoidnud, peab kõigepealt oma tee vabastama.
3502080071	Siis saab avalikuks vastuhakkaja, kelle Issand Jeesus hukkab oma suu hingusega ja hävitab oma tuleku hiilgusega.
3502090071	Vastuhakkaja tulemine sünnib saatana mõjul kõiksugu vägevate tegude, eksitavate tunnustähtede ja valeimedega
35020a007d	ning ahvatleb igati ülekohtule neid, kes lähevad hukka, sest nad ei võtnud omaks tõearmastust, et nad oleksid pääsenud.
35020b0049	Ja sellepärast saadab Jumal neile vägeva pettuse, et nad usuksid valet,
35020c0063	nõnda et süüdi mõistetaks kõik, kes ei ole uskunud tõde, vaid kellele on meeldinud ülekohus.
35020d00cb	Aga meie võlgneme Jumalale alati tänu teie eest, Issanda poolt armastatud vennad ja õed, sest Jumal on teid valinud uudseviljaks, et teid päästetaks Vaimu pühitsuse läbi ja tõesse uskumise varal.
35020e0064	Ta kutsus teid selle evangeeliumi läbi, et te saaksite osa meie Issanda Jeesuse Kristuse kirkusest.
35020f007e	Niisiis, vennad ja õed, seiske kindlalt ja hoidke kinni õpetusest, mis me oleme edasi andnud kas suusõnaliselt või kirjas.
3502100087	Aga meie Issand Jeesus Kristus ise ja Jumal, meie Isa, kes on meid armastanud ja armust meile andnud igavese julgustuse ja hea lootuse,
350211004b	julgustagu teie südameid ja kinnitagu teid igasuguses heas teos ja sõnas!
350301008c	Mis puudutab teisi asju, vennad ja õed, palvetage meie pärast, et Issanda sõnum leviks kiiresti ja saaks austatud nii nagu teiegi juures.
3503020061	Palvetage, et me pääseksime nurjatute ja kurjade inimeste käest, sest mitte kõigil pole usku.
350303003e	Aga Issand on ustav, tema kinnitab teid ja kaitseb kurja eest.
3503040055	Meil on Issandas veendumus, et te olete teinud ja teete ka edaspidi, mida me käsime.
350305004f	Issand juhatagu teie südamed Jumala armastuse ja Kristuse kannatlikkuse poole!
35030600b7	Meie käsime teid, vennad ja õed, meie Issanda Jeesuse Kristuse nimel, hoida eemale igast usklikust, kes on laisk ja korratu ega ela selle õpetuse kohaselt, mis nad meilt on saanud.
350307005e	Te teate ju ise, et te peaksite võtma meid eeskujuks. Meie ei ole teie keskel olles laiselnud
350308009e	ega ole kellegi leiba söönud selle eest maksmata. Vastupidi, me oleme ööd ja päevad töötanud vaeva nähes, et mitte olla koormaks kellelegi teie seast.
350309006f	Mitte sellepärast, et meil poleks õigust tasuta ülalpidamisele, vaid et jätta teile eeskuju, mida järgida.
35030a006e	Sest kui me veel teie juures olime, andsime teile selle reegli: „Kes ei taha töötada, ärgu ka söögu!“
35030b0063	Me kuuleme, et mõned teie hulgast elavad korratult ega tee tööd, vaid sekkuvad teiste asjadesse.
35030c0078	Selliseid me käsime ja manitseme Issanda Jeesuse Kristuse nimel, et nad vaikselt tööd tehes teeniksid endale elatist.
35030d0036	Teie aga, vennad ja õed, ärge väsige tegemast head!
35030e009b	Aga kui keegi ei allu meie korraldustele selles kirjas, siis juhtige talle koguduses tähelepanu ja ärge tehke temaga enam tegemist, et tal hakkaks häbi.
35030f0041	Ometi ärge pidage teda vaenlaseks, vaid hoiatage teda kui venda.
350310005b	Aga rahu Issand ise andku teile rahu igal ajal ja igal viisil! Issand olgu teie kõikidega!
3503110057	Tervitus on minu, Pauluse oma käega. See on tunnuseks igas kirjas – nii ma kirjutan.
3503120037	Meie Issanda Jeesuse Kristuse arm olgu teie kõikidega!
360000000d	1 Timoteosele
360101006c	Pauluselt, kes on Kristuse Jeesuse apostel Jumala, meie Päästja, ja Kristuse Jeesuse, meie lootuse käsul,
3601020079	Timoteosele, minu tõelisele pojale usus: Armu, halastust ja rahu Jumalalt Isalt ja Kristuselt Jeesuselt, meie Issandalt!
360103006b	Makedooniasse minnes veensin ma sind jääma Efesosse, et sa keelaksid mõningail võõra õpetuse jagamise
3601040083	ja tegelemise lõputute müütide ja sugupuudega, mis tekitavad asjatuid vaidlusi ega aita kaasa Jumala tööle, mida tehakse usus.
3601050067	Ent meie korralduse eesmärk on armastus puhtast südamest, heast südametunnistusest ja siirast usust.
360106003d	Neist kõrvale kaldudes on mõned hakanud ajama tühje jutte.
3601070079	Nad tahavad olla seaduseõpetajad, aga ise ei mõista, millest nad räägivad või mida nad nii enesekindlalt kinnitavad.
3601080037	Me teame, et Seadus on hea, kui seda õigesti kasutada.
360109009e	Samuti teame, et Seadus pole õigete, vaid seaduserikkujate ja vastuhakkajate, jumalatute ja patuste, pilkajate ja uskmatute, isa- ja ematapjate, mõrtsukate,
36010a0079	hoorajate, oma soo iharate, orjakauplejate, valetajate ja valevandujate ja kõige jaoks, mis on rikkumata õpetuse vastu,
36010b0047	kooskõlas Jumala kirkuse evangeeliumiga, mis on usaldatud minu kätte.
36010c0094	Ma olen tänulik Kristusele Jeesusele, meie Issandale, kes mulle jõudu annab, et ta on pidanud mind usaldusväärseks, määrates mind oma tööle.
36010d008f	Ehkki ma olin kunagi Jumala teotaja, tagakiusaja ja vägivaldne mees, on ta minu peale halastanud, sest uskmatuses ei teadnud ma, mida ma teen.
36010e0062	Meie Issanda piiritu arm on mulle osaks saanud koos usu ja armastusega, mis on Kristuses Jeesuses.
36010f009a	See sõna on usaldusväärne ja väärib igati vastuvõtmist, et Kristus Jeesus on tulnud maailma päästma patuseid, kelle seast mina olen kõige suurem.
36011000ca	Kuid mulle on ta jaganud oma armu selleks, et minus, kõige suuremas patuses, võiks Kristus Jeesus näidata oma tohutut kannatlikkust eeskujuna neile, kes hakkavad temasse uskuma ja saavad igavese elu.
3601110082	Aga ajastute Kuningale – surematule, nähtamatule, ainsale Jumalale – olgu austus ja ülistus igavesest ajast igavesti! Aamen.
3601120099	Selle korralduse ma annan sulle, mu poeg Timoteos, vastavalt sinu kohta varem antud prohveteeringutele, et sa neid meeles pidades peaksid head võitlust,
3601130062	säilitades usu ja puhta südametunnistuse, millest loobudes on mõned oma usulaeva karile ajanud.
3601140071	Nende seas Hümenaios ja Aleksandros, kelle ma olen loovutanud saatanale, et nad loobuksid pühaduse teotamisest.
3602010066	Ma kutsun teid siis üles palvetama ja anuma, tegema eestpalveid ja tänupalveid kõigi inimeste eest,
3602020077	kuningate ja kõigi võimulolijate eest, et me võiksime elada vaikset ja rahulikku elu jumalakartuses ja väärikuses.
3602030039	See on hea ja meelepärane Jumala, meie Päästja silmis,
3602040045	kes tahab, et kõik inimesed pääseksid ja tuleksid tõe tundmisele.
360205005f	Sest üksainus on Jumal ja üksainus vahendaja Jumala ja inimese vahel, inimene Kristus Jeesus,
3602060054	kes on iseenese andnud lunastuseks kõikide inimeste eest, tunnistusena õigel ajal.
360207007c	Sellepärast määrati mind kuulutajaks ja apostliks – ma räägin tõtt ega valeta – õpetama rahvastele usku ja tõde.
360208006a	Seepärast ma soovin, et mehed igal pool palvetaksid, tõstes üles pühad käed ilma viha ja vaidlusteta.
360209009b	Niisamuti naised rõivastugu tagasihoidlikult, sündsalt ja mõistlikult, ehtides end mitte silmapaistvate soengute, kulla ja pärlite ja kallite riietega,
36020a0051	vaid heade tegudega, nagu on kohane naistele, kes end nimetavad jumalakartlikeks.
36020b0034	Naine õppigu vaiksel viisil täielikus alistumises.
36020c004b	Ma ei luba naisel õpetada ega mehe üle valitseda, vaid ta elagu vaikselt.
36020d0026	Sest Aadam loodi esimesena, siis Eeva.
36020e0060	Ja mitte Aadam ei lasknud ennast petta, vaid Eeva andis pettusele järele ja astus keelust üle.
36020f0073	Kuid naine päästetakse lastesünnitamise läbi, kui ta püsib usus, armastuses ja pühitsuses mõistliku meelega.
360301005f	See on usaldusväärne sõna: kui keegi ihkab ülevaataja ametit, siis ta ihkab üllast tööd.
3603020087	Ent koguduse ülevaataja peab olema laitmatu: ühenaisemees, kaine meelega, vaoshoitud, lugupeetud, külalislahke, võimeline õpetama,
3603030048	mitte joodik ega vägivaldne, vaid leebe, mitte tülitseja ega rahaahne.
3603040071	Vaid ta peab hästi juhatama oma peret ja vaatama, et tema lapsed elavad sõnakuulmises ja kõiges lugupidamises.
3603050059	Sest kui mees ei oska juhatada oma peret, kuidas saab ta hoolitseda Jumala koguduse eest?
3603060064	Ta ei tohi olla usus algaja, et ta ei läheks uhkeks ega langeks kuradiga sama kohtumõistmise alla.
360307006c	Tal peab olema hea nimi ka väljaspool kogudust, et ta ei satuks põlu alla ega langeks kuradi püünisesse.
3603080058	Samuti peavad diakonid olema väärikad, mitte kahekeelsed, joomalembesed ega kasuahned,
3603090035	vaid kellel usu saladus on puhtas südametunnistuses.
36030a0051	Ent neidki katsutagu enne läbi, ja kui nad on laitmatud, siis nad asugu teenima.
36030b0061	Niisamuti olgu naised väärikad, mitte laimajad, vaid kaine meelega ja kõiges usaldusväärsed.
36030c004a	Diakonid olgu ühenaisemehed, kes oma lapsi ja oma peret hästi juhatavad.
36030d006e	Sest kes oma ametit hästi peavad, saavutavad lugupidamise ja suure kindluse oma usust Kristusesse Jeesusesse.
36030e0041	Kuigi ma loodan varsti sinu juurde tulla, kirjutan siiski juhuks,
36030f008f	kui mul kauem aega läheb, et sa teaksid, kuidas peab igaüks käituma Jumala perekonnas, mis on elava Jumala kogudus, tõe sammas ja alustugi.
36031000c2	Tõepoolest, suur on jumalakartuse saladus: Jumal on ilmunud inimesena, õigeks tunnistatud Vaimus, nähtav olnud inglitele, kuulutatud rahvastele, usutud maailmas ning võetud üles kirkusesse.
3604010081	Aga Vaim ütleb selge sõnaga, et lõpuajal mõned taganevad usust ning võtavad kuulda eksitajaid vaime ja deemonlikke õpetusi,
360402005a	mida levitavad valelikud ja silmakirjalikud, kelle südametunnistus kannab põletusmärki,
3604030095	kes keelavad abielluda ega luba süüa mitmeid toite, mida ju Jumal on loonud, et need, kes usuvad ja tunnetavad tõde, seda tänuga vastu võtaksid.
3604040050	Kogu Jumala looming on hea ja miski pole põlatav, mida vastu võetakse tänuga,
3604050034	sest seda pühitsetakse Jumala sõna ja palve läbi.
3604060099	Kui sa vendi ja õdesid nõnda juhatad, siis sa oled Kristuse Jeesuse hea sulane, kes toitub ususõnumist ja heast õpetusest, nii nagu sa oledki teinud.
3604070048	Ent labast ja vananaiste vada väldi, aga harjuta ennast jumalakartuses!
3604080090	Sest kehalisest harjutamisest on vähe kasu, aga jumalakartusest on kasu kõiges, sest sellel on tõotus nii praeguseks kui tulevaseks eluks –
360409004b	need on usaldusväärsed sõnad ja mis väärivad täielikku omaksvõtmist.
36040a0086	Sellepärast me näemegi vaeva ja pingutame, sest me loodame elava Jumala peale, kes on kõigi inimeste, esmalt aga usklike Päästja.
36040b0017	Seda rõhuta ja õpeta!
36040c007c	Ärgu keegi alahinnaku sind nooruse pärast, vaid ole usklikele eeskujuks kõnes, käitumises, armastuses, usus ja puhtuses.
36040d0057	Pühendu Pühakirja avalikule lugemisele, kuulutamisele ja õpetamisele, kuni ma tulen.
36040e0070	Ära jäta unarusse vaimuandi, mille sa said prohvetisõnumi läbi, kui kogudusevanemad panid sulle käed peale.
36040f004b	Tegele nende asjadega püsivalt, et sinu edasiminek oleks kõigile nähtav.
360410006b	Pane tähele iseennast ja õpetust, sest nõnda tehes päästad sa nii enda kui ka need, kes sind kuulevad.
360501005c	Vana mehega ära kurjusta, vaid manitse teda nagu oma isa, nooremaid mehi kohtle nagu vendi.
3605020051	Vanemaid naisi kohtle nagu ema, nooremaid nagu õdesid – kõiges meelepuhtuses.
360503002e	Toeta lesknaisi, kes on tõesti ilma toitjata.
36050400c7	Aga kui kellelgi lesel on lapsi või lapselapsi, siis need õppigu kõigepealt lugupidamist oma perekonna vastu ning tasuma võlga oma vanematele ja vanavanematele, sest see on Jumalale meelepärane.
3605050080	Aga lesk, kes on tõesti puuduses ja üksik, paneb oma lootuse Jumala peale, ta palvetab ööd ja päevad, paludes Jumalalt abi.
3605060031	Aga kes elab naudingutes, on juba elusalt surnud.
3605070042	Anna inimestele need juhised, et keegi ei saaks midagi ette heita.
3605080078	Aga inimene, kes ei hoolitse oma sugulaste eest, eriti perekonna eest, on oma usu maha salanud ja on hullem kui uskmatu.
360509005a	Leskede hulka arvatagu need, kes on vähemalt kuuekümneaastased ja olnud truud oma mehele
36050a00c6	ja kes on tuntud heade tegude poolest: nad on üles kasvatanud lapsi, olnud külalislahked, pesnud Jumala rahva jalgu, abistanud hädalisi ja pühendanud end mitmesugustele muudele headele tegudele.
36050b006c	Nooremaid leski ära arvele võta. Kui meelelised ihad neid Kristusest eemale kisuvad, tahavad nad abielluda
36050c003a	ja teenivad ära karistuse, rikkudes varem antud tõotust.
