2800000006	Matiyu
3b020a007d	Na̱k ɗe ma̱lgwe kop mas mba̱t ga̱ɓa ama yek ta̱ ɗakci ɗe na̱m go ndakce ka̱n ta̱ ni suk ma̱lgwe koɓi so mas wu.
3b020b00a7	Nya gwe wule, “Ba̱k pi pa̱la̱n so,” tik wule, “Ba̱k dlo mbala̱n so.” Kume ka̱ pi pa̱la̱n so ama yek ka̱ dlo mbala̱n go ka̱ ɗakci mba̱t ga̱ɓa wi.
3b020c00a6	Mas ilgwe kaa pa̱li, suk ilgwe kaa dla̱m wu, yisi ɗe gas gon wo a kisikii ga̱ɓa ten mba̱t ga̱ɓa gwe kiskii ɗa̱ka̱ da̱nti ɗe zhel ga̱ guu ma̱zhe ka̱wu.
3b020d0080	Nya a nge yenti gonti ga̱ ma̱lgwe nge yen gonti ga̱ mbala̱n wu. Yenti gonti ga̱ Nya wo, man ngetl ga̱ kisti ga̱ɓa gwasi.
3b020e007d	Yilkeni jini, kume mbala̱n wule ta̱ nga̱sti ten Nya ama yek ba̱ pa̱t gwas mbok ang nu sowu, nga̱sti gwas wu a kisti so.
3b020f006f	A kume luka̱l ni yilka ga̱ mani sogo yilka ga̱ modli gon gwaka̱n ɗa̱ so a ba̱ ilga̱ nguki niɗɗa̱ so,
3b021000a5	yek gon gwaka̱n wulti ɗe, “Li ge na̱ ta̱mi mbadli, lak hwa wul aka̱ nguk wul i'e,” ama yek ba̱ta̱ ba̱lti ilgwe ta̱ lami wu sogo, yek ta̱ pa̱li duk ye?
3b021100c0	Nga̱sti ten Nya mago nu ka̱n ni, kume ka̱ nga̱ski ten Nya ama yek ba̱ka̱ pa̱l ilgwe mbala̱n a yeni asa̱ yisi ɗe ka̱ nga̱ski tenti sowu, nga̱sti ten Nya gwa wo ten koo lu ka̱n ni.
3b021200db	Ma̱lgon a wule, “Ki wo ka̱ nga̱ski ten Nya, a ami wo a pa̱l hwa wul.” Mboki ang ten nga̱sti ten Nya gwa ɗe a ba̱ka̱ pa̱l hwa wul sowu, ami ne go ba mbokik ang ten a nga̱sti ten Nya gini tumal hwa wul gini.
3b02130076	Ka̱ kan ka̱ mbadl gwa ɗe Nya wo ɗe na̱m ka̱n, na̱k gwisi mbuni, ma̱zhe mago nuk sa kaami hal na̱ dla̱li dli.
3b02140077	Ki ka̱dla̱n, ka̱ lami ɗe ta mbokik ang ɗe nga̱sti ten Nya ba̱na̱ pa̱lti hwa wul so wo ten koo lu ka̱n ni nwa?
3b02150081	Daami ɗe Nya yen koli ga̱na̱n Ibirahim ɗe ma̱n zok mbadli tumal ilgwe ta̱ pa̱li wu ɗe ta̱ taki Nyami Ishaku yen gwas wu.
3b0216007e	Ka̱ yeni ɗe hwa wul gwe ta̱ pa̱li wu mo suk nga̱sti gwas ten Nya, yek nga̱sti gwas njika̱n tumal pa̱lti hwa wul gwasi.
3b021700bd	Yek ilgwe ga̱ɓa ga̱ Nya dla̱m wu da̱m ɗe gem, gwe wule, “Ibirahim nga̱sti ten Nya, yek Nyami yenti ɗe ma̱n zok mbadli.” Yek laki yek mbala̱n yen Ibirahim ɗe yela̱n ga̱ Nya.
3b02180098	Ka̱ yeni go pa̱lti hwa wul ga̱ mbala̱n sogo nga̱sti ka̱ɗe ma̱n lakti ata̱ da̱n ɗe ma̱n zok mbadl mal Nya ma? Nga̱sti ten Nya tokte ka̱ so.
3b021900d6	Kili ma̱n kopti maani gon asa̱ mbet ɗe Rahab mago nu ka̱n Nya yenti ɗe ma̱n zok mbadli tumal ilgwe ta̱ pa̱li wu ɗe ta̱ kan ma̱nda̱ki ga̱ mil shinti ji Israila ju hal yek ta̱ za̱si ten zobsi tantu wu.
3b021a0086	Na̱k gwe ɗe dli gwe mbadl ni giɓi sogo hwuuni ka̱wu, nu ka̱n nga̱sti ten Nya gwe ba̱ pa̱lti hwa wul ni dani sogo hwuuni ka̱n.
3b030100fa	Yilkeni jini, ba̱n kama̱n ɗe mas jina̱n se ma̱ da̱ma̱n ɗe ma̱jwe a mboki ang mbala̱n ten ga̱ɓa ga̱ Nya wu so. Ma̱jwe asa̱ mboki ang ten ga̱ɓa ga̱ Nya mbala̱n jo, Nya a bodla̱lsi i'e ɗe ta̱ ɓa kisisi ga̱ɓa wu man naa mbala̱n.
3b0302009a	Mas jina̱n a ma̱ pa̱la̱n ilgwe ba̱ yek sowu wonti. A mas ma̱lgwe dlip ata̱ mani na̱ bi gwas go, hwa mbala̱n ka̱n, ata̱ man ngipti dli gwas pak.
3b03030062	A sa̱ laki zaa kapsi bi ta̱s kum bi ɗa, na̱ nali ka̱n asa̱ ta̱lat ka̱ lu gwe sa̱ lami wu.
3b0304009f	Ɓo yena̱n jirgi ze pak, kaksha wul ka̱n, bal yeta̱l ka̱ɗe ma̱n jekti. Ama na̱ nak en sada ka̱n a ma̱n dla̱kti jirgi ta̱le ka̱ lu gwe ta̱ lami wu.
3b030500a2	Nu ka̱n la̱ka ɗe a mbala̱n ga̱ɓa na̱ nali mago nak eni ka̱n ni ama a dla̱m kiɗi ga̱ɓa. Ɓo yena̱n kangwe a nak en wutu man kwelti bal luda̱n ka̱wu.
3b030600c0	La̱ka mago na̱k wutu ka̱n ni, na̱ nali ka̱n a mbala̱n dla̱m byas wul, ma̱n lilti ga̱ mas mbadl gwas ka. La̱ka a man lakti ga̱ mbala̱n ka̱ wutu. Buu wuti ka̱ɗe ma̱n cokti gwasi.
3b0307007a	A mbala̱n man lakti a wul me mas, suk yadli, suk wuci suk ɓalka̱n, suk wul ze, asa̱ kumit bi. Asa̱ pal ten ang gwasi.
3b030800a3	Ama ma̱lgon a mani na̱ la̱ka ga̱ mbala̱n so. La̱ka wo ba̱ a shuk na̱ pa̱lti byas wul so, ga̱ njikmi ka̱n ni na̱ byas ika̱n gwe a man tlot mbala̱n wu.
3b03090093	Na̱ la̱ka ka̱n a ma̱ ta̱sa̱n Bagaa suk Buka ga̱na̱n, a na̱ na̱li ka̱n a ma̱ byala̱n mbala̱n, jwe ɗe Nya pa̱lsi na̱kti gaa gwas wu.
3b030a0068	Na̱ bi gwe a ma̱ ta̱sa̱n Nya wu ka̱n a ma̱ byala̱n mbala̱n. Yilkeni jini, mbun ɗe ta̱ni nu so.
3b030b0045	Ɗa̱ nii ka̱n hwa ze suk kuda̱li a yil tot ka̱ shu ɗe na̱m gwi?
3b030c00af	Yilkeni jini, yandi zaitun a guli ten tlindi tula̱n, sogo a yandi tula̱n guli ten tlindi inabi so? A man pa̱t nu so. Aba̱ shu gwe a yilli kuda̱l ze wu, a ba̱l hwa ze so.
3b030d00e5	Ma̱n hwa ɓotlka̱n yisti wul ni ka̱ kii, yek ta̱ yis ilgwe Nya lami gwa? Ha̱n ta̱s mbok ang ten yisti wul gwasi ten kangwe ata̱ pi wu tumal pa̱lti wul ba̱na̱ nalti gaa so, gwe ɗe a yil tet ka̱ ɓotlka̱n yisti wul wu.
3b030e0080	Ama kume bal daka̱lti suk lamti gaa ni ka̱ mbadl jwaka̱n wu, ba̱k ɓo ngetl ɗe ka̱a̱ yis ilgon aka̱a̱ nge kumti gem so.
3b030f00a4	Wuda̱l ga̱ ɓotlka̱n gwisi wo sut mal Nya ka̱n ni so, ga̱ ma̱n dii atl ka̱n, gwe ɗe a guu ma̱zhe ba̱li wu ka̱n, ga̱ Shishi ga̱ Nya ma̱n cilti ka̱ so.
3b03100058	Lu gwe daka̱lti suk lamti gaa a ni ɗa go, ka mbi gulsa̱tdli suk mas pa̱lti byas wul.
3b0311014d	Ama ɓotlka̱n yisti wul gwe a yil sut mal Nya go, ma̱n cilti ka̱n. A laki a mbala̱n da̱n na̱ ta̱mi mbadl pak, ma̱n mbulti mbala̱n ka̱ so, aba̱ a lak mbala̱n ten palla̱t gaa gwas ɗe ta̱ man naa mbala̱n so, a yen gonti i'e, a laki a mbala̱n pa̱li hwa wul naa mbala̱n. A ba̱ a laki a mbala̱n lam ma̱jon man jon so.
3b03120086	Ma̱jwe da̱n na̱ ta̱mi mbadl suk yilkeni jwasa̱n go, sa laki a naa mbala̱n da̱n na̱ zok mbadli, na̱k ɗe sa zakisi hwa lal wu.
3b04010089	Yek ɗe ma̱n lakti dla̱kti ga̱ɓa suk dlanti ka̱ dlo gwaka̱n ye? Lamti mbadl gwaka̱n gwe nima dlanti ka̱ mbadl jwaka̱n wu ka̱sa?
3b040200eb	Aka̱a̱ lami ɗe ta̱k mbi wul, kume ka̱a̱ mbi sowu yek laki aka̱a̱ tlo mbala̱n. Aka̱a̱ daka̱l ɗe ma̱lgon mbi ilgon wu, aka̱a̱ ngusi dlanti jwaka̱n ama ba̱kaa mbi ilgwe ka̱a̱ lami wu so na̱k ɗe ka̱a̱ ngem Nya sowu.
3b040300ad	Aka̱a̱ ngem wul mal Nya a ba̱ta ba̱lkii so, na̱k ɗe aka̱a̱ ngemti na̱ byas mbadl wu. A ɗe ta̱k kuma̱n ta̱mti mbadl jwaka̱n ɗa ka̱ laki yek ka̱a̱ ngemti wu.
3b040400e0	Kii ma̱n zakti ga̱ Nya, ka̱a̱ yisi ɗe kume mbala̱n lam wul ga̱ dii atl go ɗe na̱m ka̱n ta̱ ni suk ma̱lgwe nge wul ga̱ Nya wu sa? Mas ma̱lgwe botl wul ga̱ dii atl go ma̱li palli gaa gwas ɗe ma̱n nget Nya wi.
3b0405009a	Ka̱a̱ da̱ma̱n gwa we ten koo lu ka̱n ga̱ɓa ga̱ Nya mbok ang ɗe, Nya wo ma̱n daka̱lti ka̱n ten bi ga̱ shishi gwe ta zi ka̱ mbadl jina̱n gwa?
3b0406009d	Ama Nya ba̱la̱nni zok wul i'e. Yek laki yek ga̱ɓe wule, “Nya balli tukaal ma̱n nalti gaa, a ma̱lgwe ngusa̱l gaa gwas atl go a Nya pa̱lit alheri.”
3b0407004a	Ba̱la̱n gaa jwaka̱n Nya, aka̱a̱ balli tukaal Guu ma̱zhe, ta aɓikii.
3b04080094	Ɗama̱n njaa mal Nya, ta ɗam njaa malkii pak. Ki ma̱n pa̱lti byas wul pol ang gwa ka. Ki ɗe mbadl gwa wo lop-lop ka̱n ni wu, pol mbadl gwa ka.
3b04090094	Kula̱nni aka̱a̱ pa̱l duu tuki ten byas wul jwe ka̱a̱ pa̱li wu. Ha̱n ta̱ gitlti gwaka̱n pal ɗe kulu, a hwol tuk gwaka̱n pal ɗe duu tuki.
3b040a0030	Ngusa̱la̱n gaa jwaka̱n atli, Bagaa a tlilkii.
3b040b0177	Yilkeni jini, ba̱k dla̱ma̱n byas ga̱ɓa ten yilkeni jwasa̱n so. Mas ma̱lgwe dla̱m byas ga̱ɓa sogo ma̱li zi byas wul yilka gwas gaa go, ɗe na̱m ka̱n ni suk ta̱ ma̱li dla̱m byas ga̱ɓa ten mba̱t ga̱ɓa ga̱ Nya. A kume ka̱ zi byas wul mba̱t ga̱ɓa ga̱ Nya go, ka̱ na̱ma kopti mba̱t ga̱ɓe so, ama ka̱ na̱ma palla̱t gaa gwa ɗe ma̱n kisti ga̱ɓa.
3b040c00bc	Ma̱n za̱t mba̱t ga̱ɓa suk kisti ga̱ɓa wo ɗe na̱m ka̱n. Tik ɗe ma̱lgwe mbuk kisti suk lilti ga̱ mbala̱n ka̱wu. Ama wok ɗe ki ɗe hal ka dla̱m byas ga̱ɓa ten yilka gwa wo?
3b040d00ab	Kata̱n ka̱n kii ɗe aka̱a̱ wuli ɗe, “Ase sogo ayo go ma li ka̱ ba̱n ge suk ga̱ tek gu, ama̱ pa̱l gin ɗe na̱m ka̱li, ama̱ wul wul ka, ama̱ mbi wulpi” wu.
3b040e008c	Ka̱a̱ yisa̱n ilgwe a pi ayo gwa? Ten bi yek mbadl jwaka̱n ni pamma ye? Mbadl jwaka̱n wo na̱k sa̱sa̱l ka̱n ni gwe a tuli a zigaa wu.
3b040f0059	Ka̱ lal ga̱ dla̱mti nugo wuli ɗe, “Kume Nya Bagaa lami go, ma pa̱l ilge suk ge.”
3b04100062	Ama aka̱a̱ ngusi ɓot ngetl na̱ manti ga̱ gaa gwaka̱n. Pa̱lti na̱k gwisi wo byas wul ka̱n.
3b04110064	Mas ma̱lgwe yis ilgwe ni mbuni ɗe ta̱ pa̱li wu yek ba̱ta̱ pa̱li sogo, ta̱ pa̱l byas wul wi.
3b0501005b	Ɓo kata̱n ka̱n, kii ma̱n wul ang, kula̱nni aka̱a̱ des lee na̱k ɗe Nya a nolkii wu.
3b05020040	Wul ang gwaka̱n moki ka̱wi, wuljon ci luka̱l jwaka̱n ka̱wi.
3b050300ae	Wulpi gwaka̱n lil ka̱wi. Lilti ga̱ wulpi ka ka̱ mbok ang ten pa̱lti byas wul jwaka̱n, tlu dli jwaka̱n a kwel ka na̱k ɗe ka̱a̱ na̱ma mot wulpi ka̱ pakti multi wu.
3b0504007b	Ɓo kata̱n ka̱n, na̱k ɗe ka̱ nge ɓatlti ga̱ ma̱jwe wotlikii wul zhin wu. Kulu jwasa̱n mbuki mal Nya Bal Kakshe wi.
3b050500a0	Ka̱a̱ da̱n ka̱ ta̱mti ten dii atli, ka̱a̱ nguki yek ka̱a̱ tla ilgwe ka̱a̱ lami wu. Gaa jwaka̱n ka̱n ka̱a̱ keta̱li na̱k dabba gwe sa mboshti wu.
3b05060060	Ka̱ lil ma̱jwe ba̱sa̱ pa̱l byas wul sowu yek ka̱a̱ tlosi, ko ɗe sa̱ dlansi sukkii sowu.
3b050700b8	Yilkeni jini, dlo mbadl ten ɓa̱tti palti sut ga̱ Yesu Bagaa ga̱na̱n. Ɓo yena̱n kangwe a ma̱n kolti zhin ɓa̱t not ga̱ ilgwe ta̱ ɓak wu, tet ka̱ ze lulpi hal ala ga̱ gisi.
3b05080068	Kii mago ɓa̱ta̱n palti ga̱ Yesu Bagaa aka̱a̱ dla̱l na̱ nda̱lti na̱k ɗe ta̱ ɓal njaa sut wu.
3b05090074	Ba̱k nala̱ma̱n na̱ yilkeni so, sogo a kisikii ga̱ɓa dani, na̱k ɗe ma̱n kisti ga̱ɓa ɓal ten bi dlabii wu.
3b050a0079	Ɓo yena̱n kangwe ma̱n dla̱mti ga̱ɓa ga̱ Nya tla bomti ten dla̱mti ga̱ɓa ga̱ Bagaa yek sa̱ dlo mbadl ɗa̱ wu.
3b050b00eb	Ma̱ yisi ɗe ma̱jwe dlo mbadl ka̱ tlat bomti go, ma̱n mbit hwa wul ka̱ɗe si. Ɓo daama̱nkii ten kangwe Ayuba dlo mbadl wu suk kangwe Guu Nya yilla̱t ɗa̱ka̱ bomti ka̱wu. Nya wo ma̱n yenti gonti suk lamti mbala̱n i'e ka̱n.
3b050c00ef	Yilkeni jini, bali ga̱ mas ilgwe a hwikii go yek ɗe, mo ga̱ɓa na̱ Nya so, ko ta̱ na̱ dlo nya, ko ta̱ na̱ dii atli ko ta̱ na̱ zobsi ilgon. Ha̱n ta̱ ga̱ɓa gwaka̱n dla̱l ten “yii,” sogo “hwowo,” nuk sogo Nya a nolkii.
3b050d0079	Mas ma̱lgwe na̱ma tlat bomti a gipkii go ta̱s ngem Nya. A ma̱lgwe na̱ma hwol tuk go, ta̱s wul koo ta̱sti ga̱ Nya.
3b050e0082	Ma̱lgwe cwo na̱ma cit gwas go, ta̱s mbe bacina ji motgaa ga̱ ma̱n kopti ta̱s ngemit Nya asa̱ pit mili ka̱ shin ga̱ Bagaa.
3b050f009f	Ngemti gwe sa pa̱li na̱ nga̱sti ten Nya go, a laki a ma̱n cwo ndoki, na̱k ɗe Nya a ndok ma̱n cwoɓi wu. Kume ta̱ pa̱l byas wul wu, Guu Nya a tasit ka.
3b0510009d	Kume ka̱a̱ pa̱l byas wul wu, hwi yilkeni jwaka̱n aka̱a̱ ngem Nya ta ndokkii, na̱k ɗe ngemti Nya ga̱ ma̱n zok mbadl wo nda̱li a pa̱l wul wonti wu.
3b051100a9	Ɓo daama̱nkii ten Iliya, mbala̱n ka̱ɗe ti na̱kmi, ta̱ ngem Nya i'e ɗe ba̱ ze nda so, yek ba̱ zesi nda ten dii atl so se pa̱l gin ɗe mekan na̱ lip ɗe mukka.
3b0512004f	Yek ta̱ po ngem Nyami ɗa̱ ɗa, yek ze nda sut nya, yek wul te tot ka̱ atli.
3b05130063	Yilkeni jini, kume gon gwaka̱n pal na̱ kaal ten kopti gem yek ma̱lgon palla̱t tet ten tantu wu,
3b051400a0	yisi ɗe ma̱lgwe laki yek ma̱n pa̱lti byas wul ci atl gaa go, ta̱ kisti ɗa̱ka̱ ma̱shka̱n kawi, na̱k ɗe Nya a taasi ma̱li wonti byas wul gwas ka̱wu.
3e00000008	1 Yohana
3e01010117	Ma̱ ni kii ma dla̱mti ga̱ɓa ten ma̱lgwe ta̱ ni ɗa tet ten lakti zhila ga̱ dii atl wu, tik ɗe ma̱lgwe ma̱ kum yal gwasi, yek ma̱ yenti na̱ gwel ga̱na̱n wu. Yek ma̱ wutit gwel i'e yek ma̱ ta̱nti na̱ ang ga̱na̱n, tik ɗe ga̱ɓa ga̱ mbadl gwe ba̱ a paki sowu.
3e010200e4	Ga̱ɓa ga̱ mbadl gwisi tul ten dii atli, yek ma̱ yenti, yek ma̱ hwi mbala̱n ga̱ɓa ten da̱mti gwasi yek ma̱ dla̱mikii ga̱ɓa ten mbadl gwe ba̱ a paki so ga̱misi. Tek go ta̱ ni to mal Nya Aba ka, yek ta̱ tul mal ni.
3e01030096	Ma̱ hwikii ɗe mi wo ma̱ yenti yek ma̱ kumti wi, kangwe ɗe kaa cugaa sukmi wu. A cutgaa ga̱na̱n mi wo suk Abe ka̱n suk yen gwasi Almasihu Yesu.
3e01040048	Ma̱ ni kii ma lishti na̱k ga̱mi ta̱ hwol tuk ga̱na̱n njika̱n ɗa.
3e0105007b	Ga̱ɓa gwe ma̱ kumi tet bi ɗatka yek ma̱ hwikii wi wuggu, Nya wo cilti ka̱n, a malti wo da̱mshal ni ɗa̱ so ko njet.
3e0106008f	Kume ma̱ wuli ɗe ma̱ na̱ma cutgaa sukti ama ama̱ yima la̱t ka̱ da̱mshal go, ma̱ shela̱n lali a ba̱ ma̱ na̱nma da̱mti ka̱ gem so.
3e010700b2	Ama kume ma̱ na̱nma la̱t ka̱ cilti na̱k gwe ta̱ ni ka̱ cilti go, ma cugaa suk yilkeni jina̱n, a hwulan ga̱ Yen gwasi Yesu polini da̱ska̱n ga̱ pa̱lti byas wul ka mas.
3e01080071	Kume ma̱ wuli ɗe mi wo ma̱n pa̱lti byas wul ka̱ sowu, ma̱ shela̱n gaa ga̱na̱n a ba̱ gem na̱n gipni so.
3e010900dd	Kume ma̱ dla̱mi Nya byas wul jina̱n wu, ti wo ma̱n njika̱nti ga̱ɓa gwe ta̱ dla̱m wu ka̱n a ma̱n pa̱lti gem ka̱n, ta taas byas wul jina̱n ka, ata̱ polini da̱ska̱n ga̱ la̱shi pa̱lti gem ga̱na̱n ka mas.
3e010a009e	Kume ma̱ wuli ɗe mi wo ma̱ pa̱la̱n byas wul sogo, ma̱ palla̱n Nya wi ɗe ma̱n shelti lali, a ba̱ ga̱ɓa gwas mbi lu da̱mti ka̱ mbadl ga̱na̱n so.
3e020100e0	Mil ji lami jini, a lishikii ga̱ɓa gee kangwe ɗe kaa pa̱l byas wul sowu. Ama kume ma̱lgon pa̱l byas wul wu, ma̱n ga̱ɓa na̱ Nya Aba ka̱ lal ga̱na̱n nini ɗa, ma̱li ka̱ɗe Almasihu Yesu ma̱n pa̱lti wul ndakce.
3e020200ac	Ma̱shka̱n gwas ka̱ɗe sadaka gwe sa̱ pa̱li ta̱ Nya taas da̱ska̱n byas wul jina̱n ka, a ba̱ mi na̱ ngwena̱n ka̱ so ama suk byas wul ji mas mbala̱n ji dii atli.
3e02030069	Na̱ nu ka̱n ma mboka̱n ang ɗe ma̱ yisa̱nti, ɗe ma̱ koɓa̱n ilgwe ta̱ hwini ɗe ta̱n pa̱li wu.
3e02040089	Ma̱lgwe dla̱m ɗe, “Ami wo a yis Nya,” ama ba̱ta̱ kop ilgwe ta̱ hwini ni wu sogo, ma̱li shel lali a ba̱ gem nit ka̱ mbadl so.
3e02050087	Ama ma̱lgwe kop ga̱ɓa ga̱ Nya go gem, lamti Nya njika̱n ka̱ mbadl gwas wi. Na̱ nu ka̱n ma̱ yisi ɗe mi wo mbala̱n jwas ka̱n.
3e02060076	Mas ma̱lgwe dla̱m ɗe ti wo mbala̱n ga̱ Nya ka̱ go, ngetli ka̱n ta̱s pa̱l wunda̱l da̱mti gwe Yesu pa̱li wu.
3e020700ce	Yela̱n ji lami jini, pyal ilgon ka̱n a nikii ma lishti ga̱ɓa dani so ama gus wul ka̱n, ilgwe ɗe tet ten ndat zhila ga̱ɓa ga̱na̱n ka̱n a hwikii wu. A yek ɗe gus ilgwe ka̱a̱ kum ga̱ɓa dani wu.
3e020800f2	Ama hal ase ilga̱mi yi ɗe pyal wul gwe a yi kii ma lishti ga̱ɓa wu. Gem ka̱n mbala̱n yeni ka̱ da̱mti ga̱ Almasihu yek sa̱ po yeni ka̱ da̱mti gwaka̱n wi ɗa, na̱k ɗe da̱mshal na̱ma pakti ka, a cilti ga̱ gem nda cila̱t lu wu.
3e02090087	Ma̱lgwe wuli ɗe ta̱ nima da̱mti ka̱ cilti ata̱ yima nget hwulan ga̱ ma̱n kopti yilka gwas go, ta̱ yima da̱mti ka̱ da̱mshal.
3e020a0083	A ma̱lgwe lam yilka gwas go ta̱ nima da̱mti ka̱ cilti, a ba̱ ilgwe a lakti ten kotti asa̱n ka̱ da̱mti gwas wu niɗɗa̱ so.
3e020b00bb	A ma̱lgwe nge hwulan ga̱ yilka gwas go, ka̱ da̱mshal ka̱n ta̱ nima pa̱lti wul suk da̱mti gwasi. A ba̱ta̱ yis lu gwe ta̱ nima la̱t ɗu so na̱k ɗe da̱mshali yitlet gwel kawu.
3e020c0077	Mil ji lami jini, a nikii ma lishti ga̱ɓa, na̱k ɗe Nya taasikii da̱ska̱n ga̱ byas wul jwaka̱n ka tumal Yesu wu.
3e020d0116	Kolsi, a nikii ma lishti ga̱ɓa, na̱k ɗe ka̱a̱ yisti wu, ti ɗe tet ten lakti zhila ga̱ dii atl ka̱n ta̱ ni wu. Mil samali, a nikii ma lishti ga̱ɓa, na̱k ɗe ka̱a̱ man ngetl ga̱ guu ma̱zhe wu. Mil jini, a nikii ma lishti ga̱ɓa, na̱k ɗe ka̱a̱ yis Nya Aba wu.
3e020e0126	Kolsi, a nikii ma lishti ga̱ɓa, na̱k ɗe ka̱a̱ yisti wu, ti ɗe tet ten lakti zhila ga̱ dii atl ka̱n ta̱ ni wu. Mil samali, a nikii ma lishti ga̱ɓa, na̱k ɗe kii wo ma̱n nda̱lti ka̱n, a ga̱ɓa ga̱ Nya nima da̱mti ka̱ mbadl gwaka̱n wu, a ka̱a̱ man ngetl ga̱ guu ma̱zhe wu.
3e020f009d	Ba̱k lama̱n byas da̱mti ga̱ dii atl gee, sogo wul jwe ni giɓi wu so. Ma̱lgwe lam byas da̱mti ga̱ dii atl gee go, lamti Nya Aba ni ka̱ mbadl gwas so.
3e02100134	Kangwe a mbala̱n lam wul jwe ni ten dii atl wuggu, ka̱pta̱t ɗa̱ dli ga̱ mbala̱n gwe a lak mbala̱n ten pa̱lti byas wul wu, lamti pa̱t pa̱la̱n, suk yenti ga̱ gaa wule ka̱ mana̱n naa mbala̱n. Wuda̱l ji wul jwisi wo wul ji Nya ka̱ so, wunda̱l ji wul jimi wo ji byas da̱mti ga̱ dii atl ka̱n.
3e02110090	Byas da̱mti ga̱ dii atl gee na̱ ka̱pta̱t ɗa̱ dli ga̱ mbala̱n a paki, ama ma̱lgwe ata̱ pa̱l ilgwe Nya lami go da̱mti gwas a paki so.
3e021200f7	Mil ji lami jini, pakti ga̱ dii atl ɓal njaa. A na̱k gwe ka̱a̱ kumi wu ma̱n nget hwula̱n ga̱ Almasihu ni teɗi, na̱k ninge mago ma̱n nget hwula̱n ga̱ Almasihu ɓalɗa wonti. Nuk laki yek ma̱ yisi ɗe pakti ga̱ dii atl gee ka̱ ɓali.
3e021300e1	Tet ka̱ mi ka̱n ma̱n nget hwula̱n ga̱ Almasihusi ni, ama si wo yilkeni jina̱n ji gem ka̱ so. Yilkeni jina̱n kani ɗe si go sa da̱m sukmi. Ama yek za̱tgaa ɗe sa̱ zigaa wu mbok ang ɗe si wo yilkeni jina̱n ka̱ so.
3e02140045	Ama kii wo Ma̱n Cilti ka̱ botlkii yek ka̱a̱ yis gem mas jwaka̱n.
3e0215008c	La̱shi yisti gem jwaka̱n ka̱ laki yek a lishikii ga̱ɓa so ama yisti gemi ɗe ka̱ yisi ka̱ laki. A ka̱ gem wo ba̱ lal a ni ɗa̱ so.
3e021600b4	Wok ɗe ma̱n shelti lali wo? Ma̱lgwe dla̱m ɗe Yesu wo Almasihu ka̱ sowu. Wuda̱l ga̱ ma̱lgwisi ka̱ɗe ma̱n nget hwula̱n ga̱ Yesu, ma̱li nge yisti ga̱ Abe suk Yeni pak.
3e02170069	Mas ma̱lgwe nge yisti ga̱ Yeni go, ta̱ yis Abe so, a ma̱lgwe wule ta̱ yis Yeni go, ta̱ yis Abe pak.
3e02180090	Nu ka̱wu, ngiɓa̱n ga̱ɓa gwe sa̱ dla̱mikii ɗe sa̱ nde dla̱mti ga̱ɓa wu. Kume pa̱li nu go, ka̱a̱ nima da̱mti suk Yeni suk Abe pak.
3e02190070	A ilgwe ta̱ dla̱llini ga̱ɓa dani go yek ɗe, kume ma̱ da̱ma̱n sukti wu ma mbi mbadl gwe ba̱ a paki sowu.
3e021a005b	A lishikii ga̱ɓa ga̱n ta da̱likii ka̱ng ten ma̱jwe na̱ma lamti gilla̱t jwaka̱n ju.
3e021b0127	Kii gaa jwaka̱n wo botli gwe Almasihu pa̱likii wu yi kii gaa, a ba̱kaa po lami ɗe ta̱ ma̱lgon mbokikii ang ten ilgon so. Na̱k ɗe botli gwe ta̱ pa̱likii wu mbokikii ang ten wul mas wu, a botlisi wo ga̱ gem ka̱n ba̱ ɗe ga̱ lal so, dla̱la̱n malti na̱k gwe botlisi mbokikii ang wu.
3e021c0099	Nuk go, mil jini, da̱ma̱n ka̱ Almasihu, kangwe ta̱ susut ɗu go ma mana̱n dla̱lti na̱ nda̱li gahwula̱n a ba̱ nsha a cinni a cina ɗatka̱ sowu.
3e021d0086	Na̱k ɗe ka̱a̱ yisi ɗe ti wo ma̱n pa̱lti wul ndakce ka̱wu, yisi ɗe mas ma̱n pa̱lti wul ndakce mbi za̱t ɗe yen ga̱ Nya wi.
3e030100e3	Ɓohwe ni ka̱n nalti ga̱ lamti gwe Nya Aba lama̱n ni wu ni gwi, ɗe hal asa̱ mbe ni ɗe mil jwas wu! A ɗe mil jwasisi ka̱n ma̱na̱nni. Ilgwe laki ba̱ mbala̱n ji dii atl gee Kama̱nnii sogo yek ɗe mbala̱mi yis Nya so.
3e030200d8	Yela̱n ji lami jini, ningo mi wo mil ji Nya ka̱ ɓali, a kangwe ma ya tok da̱ma̱n go, ma̱lgon ɓo yisi so. Na̱k ka̱n ma̱ yisi ɗe, kume Yesu susut ɗu, ma pala̱n na̱kti ama̱ yena̱nti na̱k gwe ta̱ ni wu.
3e0303008a	Mas ma̱jwe zi mbadl gwasa̱n tenti go, sa̱ pol da̱ska̱n pa̱lti byas wul jwasa̱n ka̱wi, na̱k gwe Yesu wo da̱ska̱n niɗɗa̱ sowu.
3e03040080	Mas ma̱lgwe pa̱l byas wul go ma̱li ɗakci mba̱t ga̱ɓa wi, ɗe gem ka̱go pa̱lti byas wul wo ɗakcit mba̱t ga̱ɓa ka̱n.
3e03050062	Ama ka̱a̱ yisi ɗe Yesu tuli ta̱s taas byas wul jina̱n ka. A ti wo ba̱ byas wul niɗɗa̱ so.
