1300000007	Psaumes
3a0a0b00b0	De plus, tandis que tout sacrificateur se présente, chaque jour, pour faire le service et offrir plusieurs fois les mêmes sacrifices qui ne peuvent jamais ôter les péchés,
3a0a0c0072	celui-ci, après avoir offert un seul sacrifice pour les péchés, s'est assis pour toujours à la droite de Dieu,
3a0a0d005e	attendant désormais que ses ennemis soient mis sous ses pieds, pour lui servir de marchepied.
3a0a0e0067	En effet, par une seule oblation, il a amené pour toujours à la perfection ceux qui sont sanctifiés.
3a0a0f004a	Et c'est aussi ce que nous atteste le Saint-Esprit; car, après avoir dit:
3a0a1000b0	«Voici l'alliance que je traiterai avec eux après ces jours-là, dit le Seigneur: Je mettrai mes lois dans leurs coeurs, et je les graverai dans leur esprit», — il ajoute:
3a0a11004a	«Et je ne me souviendrai plus de leurs péchés ni de leurs iniquités.»
3a0a12004b	Or, là où il y a pardon, il n'est plus besoin d'oblation pour le péché.
3a0a13006b	Ainsi donc, frères, puisque nous avons un libre accès dans le lieu très saint, grâce au sang de Jésus,
3a0a140072	par le chemin nouveau et vivant qu'il nous a frayé à travers le voile, c'est-à-dire à travers sa propre chair,
3a0a15004b	et puisque nous avons un grand sacrificateur établi sur la maison de Dieu,
3a0a1600a6	approchons-nous avec un coeur sincère, avec une foi pleine et entière, le coeur purifié des souillures d'une mauvaise conscience, et le corps lavé d'une eau pure.
3a0a170065	Retenons fermement la profession de notre espérance, car Celui qui a fait les promesses est fidèle.
3a0a180057	Veillons les uns sur les autres pour nous exciter à la charité et aux bonnes oeuvres,
3a0a1900b4	et n'abandonnons pas nos assemblées, comme quelques-uns ont coutume de faire, mais exhortons-nous les uns les autres, et cela d'autant plus que vous voyez approcher le grand jour.
3a0a1a008e	En effet, si nous péchons volontairement, après avoir reçu la connaissance de la vérité, il ne reste plus de sacrifice pour les péchés,
3a0a1b0060	mais seulement la terrible attente du jugement et le feu ardent, qui doit dévorer les rebelles.
3a0a1c006b	Celui qui a violé la loi de Moïse, meurt sans miséricorde, sur la déposition de deux ou trois témoins.
3a0a1d00f9	Ne pensez-vous pas qu'il sera jugé digne d'un châtiment bien plus sévère, celui qui aura foulé aux pieds le Fils de Dieu, qui aura tenu pour vil le sang de l'alliance par lequel il a été sanctifié, et qui aura outragé l'Esprit de la grâce?
3a0a1e0083	Car nous connaissons celui qui a dit: «C'est à moi qu'appartient la vengeance; c'est moi qui rétribuerai», — dit le Seigneur.
3a0a1f0076	Et ailleurs: «Le Seigneur jugera son peuple.» C'est une chose terrible que de tomber entre les mains du Dieu vivant!
3a0a200077	Rappelez-vous ces premiers temps, où, après avoir été éclairés, vous avez soutenu un grand combat de souffrances:
3a0a2100b3	d'un côté, vous avez été exposés comme en spectacle aux opprobres et aux afflictions, de l'autre, vous avez pris part aux maux de ceux qui subissaient les mêmes traitements.
3a0a2200a7	Car vous avez eu compassion des prisonniers, et vous avez accepté avec joie qu'on vous ravît vos biens, sachant que vous en avez de meilleurs et qui durent toujours.
3a0a230059	N'abandonnez donc pas votre confiance, à laquelle une grande récompense est réservée.
3a0a240080	Car vous avez besoin de persévérance, afin qu'après avoir fait la volonté de Dieu, vous obteniez ce qui vous a été promis.
3a0a250058	Encore un peu, bien peu de temps, et celui qui doit venir, viendra; il ne tardera point.
3a0a26005f	«Et mon juste vivra par la foi; mais s'il se retire, mon âme ne prend point plaisir en lui.»
3a0a27007d	Pour nous, nous ne sommes pas de ceux qui se retirent pour leur perte, mais de ceux qui gardent la foi pour sauver leur âme.
3a0b01006c	Or, la foi est une ferme assurance des choses qu'on espère, une démonstration de celles qu'on ne voit pas.
3a0b020043	C'est grâce à elle que les anciens ont obtenu un bon témoignage.
3a0b0300a1	C'est par la foi que nous savons que le monde, a été formé par la parole de Dieu; en sorte que les choses qui se voient ne proviennent pas de choses visibles.
3a0b0400d1	C'est par la foi qu'Abel offrit à Dieu un sacrifice meilleur que celui de Caïn. Par elle, il fut déclaré juste. Dieu ayant attesté qu'il agréait ses offrandes; et par elle, quoique mort, il parle encore.
3a0b0500d1	C'est par la foi qu'Hénoc fut enlevé et qu'il ne vit point la mort; on ne le trouva plus, parce que Dieu l'avait enlevé; car, avant son enlèvement, il avait obtenu le témoignage d'être agréable à Dieu.
3a0b0600b7	Or, sans la foi, il est impossible de lui être agréable; car il faut que celui qui s'approche de Dieu, croie que Dieu existe et qu'il est le rémunérateur de ceux qui le cherchent.
3a0b0700f7	C'est par la foi que Noé, divinement averti des choses qu'on ne voyait pas encore et pénétré d'une pieuse crainte, bâtit l'arche pour sauver sa famille; par elle, il condamna le monde, et il devint héritier de la justice qui vient de la foi.
3a0b080096	C'est par la foi qu'Abraham obéit à l'appel de Dieu et partit pour le pays qu'il devait recevoir en héritage: il partit, sans savoir où il allait.
3a0b0900c9	C'est par la foi qu'il séjourna dans la terre qui lui avait été promise comme dans une terre étrangère, habitant sous des tentes, ainsi qu'Isaac et Jacob, héritiers avec lui de la même promesse.
3a0b0a0065	Car il attendait la cité qui a de solides fondements, et dont Dieu est l'architecte et le fondateur.
3a0b0b00ad	C'est aussi par la foi que Sara fut rendue capable, malgré son âge, d'avoir une postérité, parce qu'elle crut que Celui qui lui en avait fait la promesse était fidèle.
3a0b0c00db	C'est aussi pour cela qu'il est né d'un seul homme, et d'un homme usé par l'âge, une multitude aussi nombreuse que les étoiles du ciel, ou que les grains de sable qui sont au bord de la mer et qu'on ne peut compter.
3a0b0d00d6	Tous ceux-là sont morts dans la foi, sans avoir reçu les choses qui leur avaient été promises; ils les ont seulement vues et saluées de loin, ayant fait profession d'être étrangers et voyageurs sur la terre.
3a0b0e0041	Ceux qui parlent ainsi montrent bien qu'ils cherchent une patrie.
3a0b0f0060	S'ils avaient songé à celle d'où ils étaient sortis, ils auraient eu le temps d'y retourner,
3a0b100097	mais ils désiraient une patrie meilleure, la patrie céleste; aussi Dieu n'a-t-il pas honte de s'appeler leur Dieu, car il leur a préparé une cité.
3a0b11007f	C'est par la foi qu'Abraham, mis à l'épreuve, offrit Isaac. Oui, il offrit son fils unique, lui qui avait reçu les promesses
3a0b120062	et auquel il avait été dit: «C'est en Isaac que tu auras une postérité appelée de ton nom.»
3a0b130077	Il se disait que Dieu a le pouvoir même de ressusciter un mort; aussi le recouvra-t-il par une sorte de résurrection.
3a0b140062	C'est par la foi qu'Isaac donna à Jacob et à Ésaü une bénédiction qui avait en vue l'avenir.
3a0b150070	C'est par la foi que Jacob mourant bénit chacun des fils de Joseph et adora, appuyé sur le haut de son bâton.
3a0b160093	C'est par la foi que Joseph, près de sa fm, fit mention de la sortie des enfants d'Israël et donna des ordres au sujet de sa dépouille mortelle.
3a0b1700c0	C'est par la foi que Moïse, à sa naissance, fut caché trois mois par ses parents, parce qu'ils voyaient que c'était un bel enfant; et ils ne se laissèrent pas effrayer par l'édit du roi.
3a0b18005c	C'est par la foi que Moïse, devenu grand, renonça au titre de fils de la fille de Pharaon,
3a0b190072	aimant mieux être maltraité avec le peuple de Dieu, que de jouir, pour un peu de temps, des délices du péché:
3a0b1a008d	il considérait l'opprobre du Christ comme une richesse plus grande que les trésors de l'Egypte, parce qu'il regardait à la rémunération.
3a0b1b0087	C'est par la foi qu'il quitta l'Egypte, sans craindre la colère du roi; car il tint ferme, comme s'il eût vu celui qui est invisible.
3a0b1c0094	C'est par la foi qu'il célébra la Pâque et fit l'aspersion du sang, afin que l'exterminateur ne touchât point aux premiers-nés des Israélites.
3a0b1d0095	C'est par la foi qu'ils traversèrent la mer Rouge, comme une terre sèche, tandis que les Égyptiens, qui tentèrent le passage, y furent engloutis.
3a0b1e006f	C'est par la foi que les murailles de Jéricho tombèrent, après qu'on en eut fait le tour pendant sept jours.
3a0b1f0093	C'est par la foi que Rahab, la femme de mauvaise vie, ne périt pas avec les incrédules, parce qu'elle avait reçu les espions avec bienveillance.
3a0b20009d	Et que dirai-je encore? Car le temps me manquerait, si je voulais parler de Gédéon, de Barac, de Samson, de Jephté, de David, de Samuel et des prophètes,
3a0b210070	qui, par la foi, ont conquis des royaumes, exercé la justice, obtenu des promesses, fermé la gueule des lions,
3a0b22009d	éteint l'ardeur du feu, échappé au tranchant de l'épée, triomphé de la maladie, montré leur vaillance à la guerre, mis en fuite des armées ennemies.
3a0b2300ab	Des femmes ont recouvré leurs morts par la résurrection. D'autres ont été cruellement tourmentés, refusant la délivrance, afin d'obtenir une résurrection meilleure;
3a0b24005a	d'autres encore ont eu à subir les moqueries et le fouet, et même les fers et la prison.
3a0b2500d4	Ils ont été lapidés, torturés, sciés; ils ont été tués par le tranchant de l'épée. Ils ont erré çà et là, vêtus de peaux de brebis et de peaux de chèvres, dénués de tout, opprimés, maltraités,
3a0b26007b	eux dont le monde n'était pas digne; ils ont erré dans les déserts, les montagnes, les cavernes, les antres de la terre.
3a0b270082	Et tous ceux-là, bien qu'ayant obtenu un bon témoignage, à cause de leur foi, n'ont point reçu ce qui leur avait été promis.
3a0b280085	En effet, Dieu avait en vue pour nous quelque chose de meilleur, car il ne voulait pas qu'ils parvinssent à la perfection sans nous.
3a0c0100dd	Nous donc aussi, puisque nous sommes environnés d'une si grande nuée de témoins, rejetant tout fardeau et le péché qui nous enveloppe si facilement, courons avec persévérance dans la carrière qui nous est ouverte,
3a0c0200c9	regardant à Jésus, le chef et le consommateur de la foi, lui qui, en vue de la joie qui lui était offerte, a souffert la croix, méprisant l'ignominie, et s'est assis à la droite du trône de Dieu.
3a0c030098	Considérez donc celui qui a supporté une si grande opposition de la part des pécheurs, afin que vous ne vous laissiez pas abattre en perdant courage.
3a0c040050	Vous n'avez pas encore résisté jusqu'au sang, en combattant contre le péché;
3a0c0500b3	et vous avez oublié l'exhortation qui vous est adressée, comme à des fils: «Mon Fils, ne méprise pas le châtiment du Seigneur, et ne perds pas courage, lorsqu'il te reprend;
3a0c060072	car le Seigneur châtie celui qu'il aime, et il frappe de ses verges tous ceux qu'il reconnaît pour ses enfants»
3a0c07007a	Si vous avez à endurer le châtiment, Dieu vous traite comme des fils; car quel est le fils que son père ne châtie pas?
3a0c080089	Mais si vous êtes exempts du châtiment auquel tous ont part, alors vous êtes des enfants illégitimes; vous n'êtes pas de vrais fils.
3a0c0900ce	Et puisque nos pères selon la chair nous ont châtiés, et que, néanmoins, nous avons eu du respect pour eux, ne serons-nous pas, à bien plus forte raison, soumis au Père des esprits, pour avoir la vie?
3a0c0a00b1	Ceux-là, en effet, nous châtiaient pour un peu de temps, comme ils le trouvaient bon; mais Dieu nous châtie pour notre bien, afin de nous rendre participants de sa sainteté.
3a0c0b00c3	Il est vrai que tout châtiment semble, au premier abord, un sujet de tristesse, et non pas de joie; mais ensuite il produit un fruit de justice et de paix pour ceux qui ont été ainsi exercés.
3a0c0c0045	Relevez donc vos mains défaillantes, et vos genoux qui fléchissent.
3a0c0d007a	Dirigez vos pas dans le droit chemin, afin que le pied qui est boiteux, au lieu de se démettre entièrement, soit guéri.
3a0c0e005b	Recherchez la paix avec tous, et la sanctification, sans laquelle nul ne verra le Seigneur.
3a0c0f00b6	Veillez à ce que personne ne se prive de la grâce de Dieu, à ce qu'il ne vienne pas à pousser quelque racine d'amertume qui pourrait entraver et infecter la plupart d'entre vous.
3a0c10008d	Veillez à ce qu'il n'y ait parmi vous aucun impur, ni aucun profane comme Ésaü, qui, uniquement pour un plat, vendit son droit d'aînesse.
3a0c1100c3	Vous savez, en effet, que plus tard, voulant obtenir la bénédiction paternelle, il fut repoussé; car, bien qu'il l'eût demandée avec larmes, il ne put faire changer son père de résolution.
3a0c120090	Vous ne vous êtes pas approchés d'une montagne qu'on pût toucher, ni du feu ardent, ni de l'obscurité, ni des ténèbres, ni de la tempête,
