0100000009	1 Mosebog
1a2405010f	Derfor, saa siger den Herre, Herre: Sandelig, jeg har talt i min brændende Nidkærhed imod Levningen af Hedningerne og imod det ganske Edom, hvilke selv have givet sig mit Land til Ejendom med Glæde af fuldt Hjerte, med Haan ud af Sjælen, for at rane det som et Bytte.
1a240600d9	Derfor spaa om Israels Land og sig til Bjergene og til Højene, til Strømmene og til Dalene: Saa siger den Herre, Herre: Se, i min Nidkærhed og min Harme har jeg talt, efterdi I have baaret Hedningernes Forhaanelse,
1a24070096	derfor, saa siger den Herre, Herre: Jeg har opløftet min Haand paa, at Hedningerne, som ere trindt omkring eder, selv skulle bære deres Forhaanelse.
1a2408007e	Men I, Israels Bjerge! skulle udskyde eders Grene og bære eders Frugt for mit Folk Israel; thi de ere nær ved at komme frem.
1a24090058	Thi se, jeg kommer til eder og vender mit Ansigt til eder, og I skulle dyrkes og besaas.
1a240a009a	Og jeg vil gøre Menneskene paa eder mangfoldige, hele Israels Hus alt sammen, og Stæderne skulle blive beboede, og de ødelagte Stæder skulle opbygges.
1a240b00fd	Ja, jeg vil gøre Mennesker og Kvæg paa eder mangfoldige, og de skulle formere sig og være frugtbare; og jeg vil lade eder blive beboede som i eders gamle Tider og gøre eder mere godt end i eders første Tider; og I skulle fornemme, at jeg er Herren.
1a240c00a2	Og jeg vil lade Mennesker, mit Folk Israel, vandre paa eder, og de skulle eje dig, og du skal være dem til Arv, og du skal ikke blive ved at gøre dem barnløse.
1a240d0075	Saa siger den Herre, Herre: Efterdi de sige til eder: Du har fortæret Mennesker, og du har gjort dine Folk Ramløse,
1a240e0074	derfor skal du ikke ydermere fortære Mennesker og ej ydermere bringe dit Folk til at falde, siger den Herre, Herre.
1a240f00bd	Og jeg vil ikke ydermere lade dig høre Hedningernes Bespottelse, og du skal ikke ydermere bære Folkenes Forhaanelse og ikke ydermere bringe dine Folk til at falde, siger den Herre, Herre.
1a24100024	Og Herrens Ord kom til mig saaledes:
1a241100a2	Du Menneskesøn! Israels Hus boede i deres Land, og de besmittede det ved deres Vej og ved deres Gerninger; som Urenheds Besmittelse var deres Vej for mit Ansigt.
1a24120087	Og jeg udøste min Vrede over dem for det Blods Skyld, som de havde udøst i Landet, og fordi de havde besmittet det ved deres Afguder.
1a24130084	Og jeg adspredte dem iblandt Hedningerne, og de bleve udstrøede i Landene; jeg dømte dem efter deres Vej og efter deres Gerninger.
1a241400a8	Og der de vare komne til Hedningerne, hvorhen de kom, da vanhelligede de mit hellige Navn, at man sagde om dem: Disse ere Herrens Folk, og de ere uddragne af hans Land.
1a2415007b	Men det gjorde mig ondt for mit hellige Navns Skyld, hvilket Israels Hus vanhelligede iblandt Hedningerne, hvor de kom hen.
1a241600c8	Derfor sig til Israels Hus: Saa siger den Herre, Herre: Jeg gør det ikke for eders Skyld, Israels Hus! men for mit hellige Navns Skyld, hvilket I have vanhelliget iblandt Hedningerne, hvor I kom hen.
1a241700f7	Og jeg vil helliggøre mit store Navn, som er vanhelliget iblandt Hedningerne, hvilket I have vanhelliget midt iblandt dem; og Hedningerne skulle fornemme, at jeg er Herren, siger den Herre, Herre, naar jeg helliggør mig paa eder for deres Øjne.
1a24180069	Og jeg vil tage eder fra Hedningerne og samle eder ud fra alle Landene og lade eder komme til eders Land.
1a24190086	Og jeg vil stænke rent Vand over eder, og I skulle blive rene; fra alle eders Urenheder og fra alle eders Afguder vil jeg rense eder.
1a241a008d	Og jeg vil give eder et nyt Hjerte og give en ny Aand inden i eder, og jeg vil borttage Stenhjertet af eders Kød og give eder et Kødhjerte.
1a241b007c	Og jeg vil sende min Aand inden i eder og gøre, at I skulle vandre efter mine Skikke og holde mine Bud og gøre hefter dem.
1a241c0070	Og I skulle bo i Landet, som jeg har givet eders Fædre, og I skulle være mit Folk, og jeg vil være eders Gud.
1a241d0088	Og jeg vil holde eder fri fra alle eders Urenheder, og jeg vil kalde paa Kornet og gøre det mangfoldigt og ikke sende Hunger over eder.
1a241e00a3	Og jeg vil gøre Frugten paa Træerne og Grøden paa Marken mangfoldig, paa det I ikke ydermere skulle tage imod Forhaanelse for Hungers Skyld iblandt Hedningerne.
1a241f00aa	Da skulle I komme eders onde Veje i Hu og eders Idrætter, som ikke vare gode, og I skulle væmmes over eder selv for eders Misgerninger og for eders Vederstyggeligheder,
1a24200092	At jeg ikke gør dette for eders Skyld, siger den Herre, Herre, det være eder kundgjort; blues og skammer eder over eders Veje, I af Israels Hus!
1a2421009f	Saa siger den Herre, Herre: Paa den Dag jeg renser eder fra alle eders Misgerninger, da vil jeg lade Stæderne blive beboede og de øde Steder blive bebyggede.
1a2422006d	Og Landet, som var lagt øde, skal dyrkes, i Stedet for at det laa øde for hvers Øjne, som gik igennem det.
1a2423009e	Og man skal sige: Dette Land, som var ødelagt, er blevet som Edens Have, og de øde og de ødelagte og de nedbrudte Stæder ere blevne befæstede og beboede.
1a242400b5	Og Hedningerne, som blive tilovers trindt omkring eder, skulle fornemme, at jeg Herren, jeg har bygget det nedbrudte, beplantet det ødelagte, jeg Herren, jeg har talt og gjort det.
1a242500bb	Saa siger den Herre, Herre: Jeg vil endnu i dette Stykke lade mig søges af Israels Hus, at jeg gør dette ved dem: Jeg vil gøre dem mangfoldige med Mennesker, som var det en Faarehjord.
1a242600a9	Som en hellig Hjord, som en Hjord i Jerusalem paa dens Højtider, saaledes skulle de øde Stæder blive fulde af Menneskehjorde, og de skulle fornemme, at jeg er Herren.
1a25010071	Herrens Haand kom over mig, og Herren førte mig i Aanden ud og nedlod mig midt i en Dal, og den var fuld af Ben.
1a2502007d	Og han lod mig gaa forbi dem trindt omkring, og se, der laa saare mange oven paa Jorden i Dalen, og se, de vare saare tørre.
1a25030071	Og han sagde til mig: Du Menneskesøn! mon disse Ben kunne blive levende? Og jeg sagde: Herre, Herre! du ved det.
1a25040059	Og han sagde til mig: Spaa om disse Ben og sig til dem: I tørre Ben, hører Herrens Ord!
1a25050068	Saa siger den Herre, Herre til disse Ben: Se, jeg vil lade komme Aand i eder, og I skulle blive levende.
1a250600aa	Og jeg vil lægge Sener paa eder og lade Kød komme over eder og overdrage eder med Hud og bringe Aand i eder, at I blive levende; og I skulle fornemme, at jeg er Herren.
1a25070096	Og jeg spaaede, som mig var befalet, og der kom en Lyd, der jeg spaaede, og se, der blev en Raslen, og Benene nærmede sig, det ene Ben til det andet.
1a25080073	Og jeg saa, og se, der kom Sener og Kød paa dem, og der trak sig en Hud der ovenover; men der var ikke Aand i dem.
1a250900c1	Og han sagde til mig: Spaa over Aanden, spaa, du Menneskesøn! og sig til Aanden: Saa siger den Herre, Herre: Kom, du Aand! fra de fire Vejr, og aand paa disse ihjelslagne, at de blive levende.
1a250a007e	Og jeg spaaede, som han befalede mig, og Aanden kom i dem, og de bleve levende og stode paa deres Fødder, en saare stor Hær.
1a250b00a3	Og han sagde til mig: Du Menneskesøn! disse Ben ere Israels hele Hus; se, det siger: Vore Ben ere blevne tørre, og vor Forhaabning er borte, det er forbi med os!
1a250c00a2	Derfor spaa, og sig til dem: Saa siger den Herre, Herre: Se, jeg oplader eders Grave og fører eder op af eders Grave, mit Folk! og bringer eder til Israels Land.
1a250d007a	Og I skulle fornemme, at jeg er Herren, naar jeg oplader eders Grave, og naar jeg fører eder op af eders Grave, mit Folk!
1a250e00ae	Og jeg vil sende min Aand i eder, at I blive levende, og jeg vil bosætte eder i eders Land, og I skulle fornemme, at jeg Herren, jeg har talt det og gjort det, siger Herren.
1a250f0024	Og Herrens Ord kom til mig saalunde:
1a251000fc	Og du Menneskesøn! tag dig et Stykke Træ og skriv derpaa: „For Juda og for hans Medbrødre af Israels Børn”; og tag et andet Stykke Træ og skriv derpaa: „For Josef” — det er Efraims Træ — „og for hele Israels Hus, hans Medbrødre”,
1a2511006c	og føj dem sammen, det ene til det andet, for dig til eet Stykke Træ, saa at de blive til eet i din Haand.
1a25120062	Og naar dit Folks Børn sige til dig: Vil du ikke give os til Kende, hvad du mener med disse Ting:
1a251300fd	Da sig til dem: Saa siger den Herre, Herre: Se, jeg vil tage Josefs Træ, som er i Efraims Haand, og Israels Stammer, hans Medbrødre, som jeg sætter derpaa, samt Judas Træ, og jeg vil gøre dem til eet Stykke Træ, og de skulle være eet i min Haand.
1a25140051	Og de Stykker Træ, som du skriver paa, skulle være i din Haand for deres Øjne;
1a251500b5	og tal til dem: Saa siger den Herre, Herre: Se, jeg tager Israels Børn ud fra Hedningerne, hvor de vandre, og jeg vil samle dem trindt omkring fra og lade dem komme til deres Land.
1a251600c5	Og jeg vil gøre dem til eet Folk i Landet paa Israels Bjerge, og een Konge skal være Konge for dem alle, og de skulle ikke ydermere være tvende Folk og ej ydermere dele sig i to Riger fremdeles.
1a25170111	De skulle ej heller mere besmitte sig ved deres Afguder og ved deres Vederstyggeligheder eller ved nogen af alle deres Overtrædelser; eg jeg vil fri dem for alle deres Boliger, i hvilke de have syndet, og rense dem; og de skulle være mit Folk, og jeg vil være deres Gud,
1a251800a2	Og min Tjener David skal være Konge over dem, og der skal være een Hyrde for dem alle, og de skulle vandre efter mine Bud, holde mine Skikke og gøre efter dem.
1a251900dc	Og de skulle bo i Landet, som jeg har givet min Tjener Jakob, i hvilket eders Fædre boede; og de skulle bo der, de og deres Børn og deres Børnebørn til evig Tid, og David min Tjener skal være deres Fyrste evindelig.
1a251a00ae	Og jeg vil slutte en Freds Pagt med dem, det skal være dem en evig Pagt, og jeg vil bosætte dem og gøre dem mangfoldige og sætte min Helligdom midt iblandt dem evindelig.
1a251b0059	Og min Bolig skal være hos dem, og jeg vil være deres Gud, og de skulle være mit Folk.
1a251c007c	Og Hedningerne skulle fornemme, at jeg er Herren, som helliger Israel, naar min Helligdom bliver midt iblandt dem evindelig.
1a26010024	Og Herrens Ord kom til mig saaledes:
1a2602006d	Du Menneskesøn! vend dit Ansigt imod Gog i Magogs Land, Fyrsten over Rosk, Mesek og Tubal, og spaa imod ham!
1a26030066	Og sig: Saa siger den Herre, Herre: Se, jeg kommer imod dig, Gog, du Fyrste over Rosk, Mesek og Tubal!
1a260400f2	Og jeg vil vende dig om og lægge Kroge i dine Kæver, og jeg vil føre dig ud tillige med al din Hær, Heste og Ryttere, alle sammen klædte i fuld Pragt, en stor Skare med store Skjolde og smaa Skjolde, alle sammen øvede i at bruge Sværd,
1a2605004d	med dem tillige Perser, Morianer og Putæer, alle sammen med Skjold og Hjelm,
1a26060072	Gomer og alle hans Hære, Thogarmas Hus i det yderste Nord og alle dets Hære, ja, mange Folkeslag sammen med dig.
1a2607006e	Vær beredt og hold dig rede, du og alle dine Skarer, som ere forsamlede om dig! og du skal tage Vare paa dem.
1a2608010b	Efter mange Dage skal du blive hjemsøgt, i de sidste Aar skal du komme til et Land, som er udfriet fra Sværdet og samlet ud fra mange Folkefærd, over Israels Bjerge, som stadigt have været øde; dette er nu udført fra Folkene, og de bo der alle sammen tryggelig.
1a2609009e	Og du skal drage op, du skal komme som et Bulder, du skal være som en Sky til at skjule Landet, du og alle dine Hære og de mange Folkeslag, som ere med dig.
1a260a0086	Saa siger den Herre, Herre: Og det skal ske paa denne Dag, at der skal opstige Ting i dit Hjerte, og at du skal optænke en ond Tanke;
1a260b00b9	og du skal sige: Jeg vil drage op imod et Land med ubefæstede Byer; jeg vil komme over de rolige, som bo tryggelig, alle sammen bo de uden Mur og have hverken Portstænger eller Porte,
1a260c00dd	for at bytte Bytte og at røve Rov; — for at vende din Haand imod de øde Stæder, som nu ere beboede, og imod et Folk, som er sanket ud fra Hedningerne, og som forhverver sig Fæ og Gods, og som bor over Jordens Navle.
1a260d00f1	Seba og Dedan og Købmænd fra Tharsis og alle dets unge Løver skulle sige til dig: Er du kommen for at bytte Bytte? har du samlet din Skare for at røve Rov, for at borttage Sølv og Guld, for at tage Fæ og Gods, for at bytte stort Bytte?
1a260e009c	Derfor spaa, du Menneskesøn! og sig til Gog: Saa siger den Herre, Herre: Mon du ikke paa den Dag, naar mit Folk Israel bor tryggelig, skal faa det at vide?
1a260f009b	Og du skal komme fra dit Sted, fra det yderste Nord, du og de mange Folk, som ere med dig, alle sammen ridende paa Heste, en stor Skare og en mægtig Hær.
1a261000ef	Og du skal drage op imod mit Folk Israel som en Sky til at skjule Landet; det skal ske i de sidste Dage, at jeg vil lade dig komme imod mit Land, paa det Hedningerne skulle kende mig, naar jeg helliggør mig paa dig for deres Øjne, o Gog!
1a261100b9	Saa siger den Herre, Herre: Er du den, som jeg talte om i gamle Dage ved mine Tjenere, Profeterne i Israel, som spaaede i hine Dage, Aar efter Aar, at jeg vilde lade dig komme over dem?
1a2612008e	Og det skal ske paa den Dag, ja, paa den Dag, da Gog kommer over Israels Land, siger den Herre, Herre, at min Vrede skal stige op i min Næse.
1a2613007a	Ogjeg har talt i min Nidkærhed, i min Vredes Ild: Sandelig, paa denne Dag skal der være en stor Rystelse i Israels Land.
1a26140101	Og Fiskene i Havet og Fuglene under Himlene og de vilde Dyr paa Marken og alt Krybet, som kryber paa Jorden, og hvert Menneske, som er paa Jorden, skulle bæve for mit Ansigt, og Bjergene skulle omkastes og Taarnene falde, og hver Mur skal falde til Jorden.
1a26150086	Og jeg vil kalde et Sværd frem imod ham hen over alle mine Bjerge, siger den Herre, Herre; den enes Sværd skal være imod den anden.
1a261600c4	Og jeg vil gaa i Rette med ham ved Pest og ved Blod; og en overskyllende Regn og Hagelstene, Ild og Svovl vil jeg lade regne ned over ham og over hans Hære og over de mange Folk, som ere med ham.
1a26170093	Og jeg vil bevise mig stor og bevise mig hellig, og jeg vil give mig til Kende for mange Hedningers Øjne; og de skulle fornemme, at jeg er Herren.
1a27010089	Og du Menneskesøn! spaa imod Gog, og sig: Saa siger den Herre, Herre: Se, jeg kommer imod dig, Gog, du Fyrste over Rosk, Mesek og Tubal.
1a27020075	Og jeg vil vende dig om og drive dig frem og føre dig op fra det yderste Nord og lade dig komme over Israels Bjerge.
1a2703005f	Og jeg vil slaa din Bue ud af din venstre Haand og lade dine Pile falde ud af din højre Haand.
1a270400ba	Paa Israels Bjerge skal du falde, du og alle dine Hære og de Folk, som ere med dig; jeg vil give dig til Føde for Rovfuglene, Smaafuglene, alt det bevingede og de vilde Dyr paa Marken.
1a2705004e	Paa den vide Mark skal du falde; thi jeg har talt det, siger den Herre, Herre.
1a27060073	Og jeg vil sende en Ild paa Magog og paa dem, som bo tryggelig Paa Øerne, og de skulle fornemme, at jeg er Herren.
1a270700be	Og jeg vil kundgøre mit hellige Navn midt iblandt mit Folk Israel og ikke ydermere lade mit hellige Navn vanhelliges, og Hedningerne skulle fornemme, at jeg er Herren, den Hellige i Israel.
1a2708005d	Se, det kommer, og det skal ske, siger den Herre, Herre; det er den Dag, som jeg har talt om.
1a270900d3	Og Indbyggerne i Israels Stæder skulle gaa ud og gøre Ild paa og hede med Rustninger og smaa Skjolde og store Skjolde, med Bue og med Pile og med Haandstav og med Spyd, og de skulle gøre Ild dermed i syv Aar.
1a270a00e4	Og de skulle ikke hente Træ fra Marken eller hugge af Skovene; thi de skulle gøre Ild med Rustninger; og de skulle røve fra dem, for hvilke de vare et Rov, og plyndre dem, af hvilke de bleve plyndrede, siger den Herre, Herre.
1a270b0116	Og det skal ske paa denne Dag, at jeg vil give Gog et Sted der til Begravelse i Israel, de vejfarendes Dal Østen for Havet, og den skal bringe de vejfarende til at holde sig for Næsen; og der skulle de begrave Gog og al hans Mangfoldighed og kalde den Gogs Mangfoldigheds Dal.
1a270c0045	Og Israels Hus skal begrave dem, for at rense Landet, i syv Maaneder;
1a270d0086	ja, alt Folket i Landet skal begrave dem, og det skal vorde dem til et Navn, paa den Dag, jeg forherliger mig, siger den Herre, Herre.
1a270e0112	Og de skulle udnævne faste Mænd, nogle, som skulle gaa igennem Landene, og nogle, som tillige med dem, der gaa igennem Landet, skulle begrave dem, der maatte være blevne tilbage oven paa Jorden, for at rense det; naar syv Maaneder ere til Ende, skulle de gennemsøge det.
1a270f00bb	Og de, som gaa igennem Landene, skulle gaa omkring, og naar nogen ser et Menneskes Ben, da skal han sætte et Mærke derved, indtil de, som begrave, begrave det i Gogs Mangfoldigheds Dal.
1a27100044	Og der skal ogsaa en Stad kaldes Hamona; saa skulle de rense Landet.
