0100000019	ማዢንቲ ማፃኣፔ
1a1e010045	ናንጊና ናንጋ ጎዳ ሂዚ ጌይ ታኣም ኬኤዜኔ፦
1a1e0200dc	«ዓሲ ናዓሢዮ! ታኣኒ፥ ናንጊና ናንጋ ጎዳ ፔጋሲ ኔኤም ዻዋ ባኮ ቢያ ዔርዚሢና ሃያ ታ ማሊፆ ኬኤዜ፤ ‹ዬኖ ኬሌሎም ባዴዔ!› ጌይ ዒዞ ዬኤኬ።
1a1e030099	ናንጊና ናንጋ ጎዳ ማዾ ማዻ ኬላ ሄሌኔ፤ ዬይ ኬላ ሜሌ ዓሶም ዹሜ ሻኣሬና ሜታ ሚርጌያ ማዓንዳኔ።
1a1e040115	ጊብፄ ዓጮይዳ ዖልዚ ኬስካንዳኔ፤ ዒቶጲያይዳ ፑርታ ዋኣዪሳ ሜታ ሙካንዳኔ፤ ሚርጌ ዓሲ ጊብፄ ዓጫ ዎዺንታንዳኔ፤ ዓጬላ ቡሪንታዛ ዓይፆ ካሮ ማዔ ፃጳ ዜኤቤም ዒዛ ዶዓንዳኔ።
1a1e050114	«ዬይ ዖላ ዒቶጲያይዳፓ፥ ኩባይዳፓ፥ ሊዲያይዳፓ፥ ሊቢያፓ፥ ዓሬቦ ዓጫፓ ታኣና ዎላ ጫኣቂ ታ ዒጊኒ ማዔ ዴሮ ባኣካፓታዖ ሚኢሼና ማዻኒ ሙኬ ዓሶ ቢያ ዎዺ ጋፒሳያ ማዓንዳኔ።»
1a1e06014c	ናንጊና ናንጋ ጎዳ ሂዚ ጋዓኔ፦ «ሜግዶኦሌፓ ዓርቃዖ ዴንዲ ዓስዋኔ ሄላንዳኣና ጊብፄ ዓጮ ማኣዳ ዓሳ ዖሎና ሃይቂ ጋፓንዳኔ፤ ጊብፄኮ ዖቶርሙሞ ዎልቃ ባይቃንዳኔ፤ ሃያ ታኣኒ ዼኤፖ ናንጊና ናንጋ ጎዳ ኬኤዜኔ።
1a1e0700b9	ዓጬላ ጉሪ ዳውሌ ማዔ ዓጮይዳፓ ባሼ ዓሲ ናንጉዋ ዳውሌ ማዓንዳኔ፤ ዒዞኮ ካታማ ቢያ ሜሌ ዶዔ ካታማፓ ባሼ ዶዓንዳኔ።
1a1e0800ef	ጊብፄ ዓጮ ሚቺ ባይዛንዳ ታሚ ታኣኒ ዓጌ ዎዶና፥ ዬያጉዲ ሃሣ ዔያቶ ማኣዳ ዓሶ ዎልቃ ጋፒ ባይቄ ዎዶና ታኣኒ ናንጊና ናንጋ ጎዳ ማዔሢ ዔያታ ዔራንዳኔ።
1a1e09010c	ዬኖ ዓቦና ዒቶጲያ ዓሶ ዒጊቻኒ ኪኢቶ ዓሶ ታኣኒ ዓይሤም ዔያታ ዋኣፆና ፒንቆ ጎንጎና ኬስካንዳኔ፤ ዒቶጲያ ዓሳ ጊብፄ ዓጮ ዑፃ ጎኔና ሙካ ባይሲንቶ ዛሎና ሜታዻንዳኔ።»
1a1e0a00c5	ዼኤፖ ናንጊና ናንጋ ጎዳ ሂዚ ጋዓኔ፦ «ጊብፄኮ ሚርጌ ዴሮ ባይዛንዳጉዲ ባብሎኔ ዓጮ ካኣቲ ናብካዳናፆኦሬ ታኣኒ ዳካንዳኔ።
1a1e0b00d5	ዒዚያኣ ሚጪንቱዋ ፔኤኮ ዖሎ ዓሶ ዔኪ ዓጬሎ ባይዛኒ ሙካንዳኔ፤ ዔያታ ጊብፄ ዓጮ ጬንቾ ዓፓሮና ቆፃንዳኔ፤ ዓጬላ ሌሲ ሌሊ ማዓንዳኔ።
1a1e0c0131	ታኣኒ ዓባዬ ዎሮ ዋኣፆ ሚጪሳንዳኔ፤ ዬካፓ ጊብፄ ዓጫ ፑርቶ ዓሶ ቢታንቶ ዴማ ሎኦማንዳጉዲ ታ ማዻንዳኔ፤ ዬያሮ ሜሌ ዓጮ ዴራ ዓጬሎ ጉቤና ባይዛንዳኔ፤ ሃያ ታኣኒ ናንጊና ናንጋ ጎዳ ኬኤዜኔ።»
1a1e0d012e	ዼኤፖ ናንጊና ናንጋ ጎዳ ሂዚ ጋዓኔ፦ «ሜምፒሴይዳ ዓኣ ካኣሽኮ ሉኡዙሞ ፆኦዞ ቢያ ታኣኒ ባይዛንዳኔ፤ ጊብፄ ዓጮይዳ ዎይሣያ ማዒ ኬስካይ ባኣያ ማዓንዳኔ፤ ዴሮይዳ ዒጊቹሞ ታኣኒ ዓጋንዳኔ።
1a1e0e012b	ጊብፄኮ ዾኦሎ ዛላ ዓኣ ጳፂሮሴ ጌይንታ ካታሞ ታኣኒ ዓሲ ናንጉዋ ዳውሌ ማሃንዳኔ፤ ኬዶ ባንፆና ዓኣ ፆዓኔ ካታሞይዳ ታሚ ታኣኒ ዓጋንዳኔ፤ ሃሣ ቴብሴ ካታሞዋ ፑርታ ሜቶና ታ ዋኣዪሳንዳኔ።
1a1e0f00d9	ጊብፄ ዓጮኮ ዔርቴ ዋርዲዮ ቤዞ ማዔ ፔሉስዬሜ ካታሞይዳ ታኣኮ ዼኤፖ ዻጎ ታ ኬይሳንዳኔ፤ ቴብሴ ካታሞኮ ሚርጌ ዴሬ ቢያ ታኣኒ ዎዻንዳኔ።
1a1e100102	ጊብፄ ዓጮይዳ ታኣኒ ታሚ ዓጋንዳኔ፤ ፔሉስዬሜያኣ ሚርጌ ዋኣዪሢና ሜታዻንዳኔ፤ ቴብሴኮ ሹጮና ኮሾና ዲፃ ዶዓንዳኔ፤ ሜምፒሴ ካታሞይዳ ጋፑዋ ዋኣዪሢ ሄላንዳኔ።
1a1e1100bb	ሄሊዮፖሊሴንታ ቡባስቲሴ ካታሞይዳ ዓኣ ዼጌሢ ቢያ ዖሎና ጋፓንዳኔ፤ ዬንሢ ካታሞይዳ ናንጋ ዓሳ ዲዒንቲ ዔውታንዳኔ።
1a1e120129	ጊብፄ ዓጮኮ ዎልቆ ታኣኒ ሜንሢ ዔያቶኮ ሄርሺንቶ ዶዱሞ ባይዛ ዎዶና ፃፕናሴ ካታማ ዹማንዳኔ፤ ጊብፄ ዓጫ ሻኣሬና ካንቂንታንዳኔ፤ ዒዞኮ ዱማ ዱማ ካታማ ናንጋ ዓሳኣ ዲዒንቲ ዔውታንዳኔ።
1a1e13008c	ጊብፄ ዓጮ ታኣኒ ዬያይዲ ሜታሳ ዎዶና ታኣኒ ናንጊና ናንጋ ጎዳ ማዔሢ ዔያታ ዔራንዳኔ።»
1a1e1400b5	ኑኡኒ ዲዒንቴንቴ ታጶ ፔታሳ ሌዖኮ ቤርታሳ ዓጊና ፄኤሬ ላንካሳ ኬሎና ናንጊና ናንጋ ጎዳ ታኣም ሂዚ ጌዒ ኬኤዜኔ፦
1a1e15010d	«ዓሲ ናዓሢዮ! ታኣኒ ጊብፄ ካኣቲኮ ኩጮ ሜንሤኔ፤ ፒሌና ኮኦሊ ቱርጫና ማሪ ጊንሣ ዻቂሻንዳ ሃኣሚ ባኣሴ፤ ዬያሮ ሃካፓ ሴካ ዶዱሞ ዴንቂ ጬንቻ ዓፓሮና ዖላኒ ዳንዳዑዋሴ።
1a1e16019c	ዬያይዳፓ ዔቄያና ታኣኒ ናንጊና ናንጋ ጎዳ ፆኦዛሢ ሂዚ ጋዓኔ፤ ሃሢ ታኣኒ ጊብፄ ካኣቲዳ ዻጋና ዔቄኔ፤ ዬያሮ ዒዛኮ ላምዖ ኩጮ፥ ጌይፃ፦ ሃያኮ ቤርታ ሜቄዜሎንታ ዋሌላኣ ዓቱዋንቴ ሜንሣኒ ታኣኒ ጊኢጌኔ፤ ጬንቾ ዓፓራ ዒዛኮ ኩጫፓ ኬዳንዳጉዲ ታኣኒ ማዻንዳኔ።
1a1e170064	ጊብፄ ዓሶ ሜሌ ዴሮና ዱማ ዱማ ዓጮ ዓሶና ባኣካ ታ ዜርቃንዳኔ፤
1a1e180164	ዬያይዲ ታኣኒ ባብሎኔ ካኣቲኮ ዎልቆ ዶዲሺ ታኣኮ ጬንቾ ዓፓሮ ዒዛ ኩጫ ዓይሣንዳኔ፤ ጊብፄ ካኣቲኮ ዎልቆ ጋዓንቴ ታኣኒ ሜንሣንዳኔ፤ ዒዚያኣ ዒዛ ዎዎዻንዳ ኪሢ ኬዴ ዓሲጉዲ ፔኤኮ ሞርኮ ቤርታ ሚርጌና ሜታዺ ዚኢሊንታንዳኔ።
1a1e190128	ታኣኒ ጊብፄ ካኣቲ ላቢሲ ባብሎኔ ካኣቲ ዶዲሻንዳኔ፤ ታኣኒ ባብሎኔ ካኣቲም ዒንጋንዳ ጬንቾ ዓፓሮና ጊብፄ ዓጮይዳ ዒዚ ሜቶ ዓጋ ዎዶና ዓሲ ቢያ ታኣኒ ናንጊና ናንጋ ጎዳ ማዔሢ ዔራንዳኔ።
1a1e1a00cb	ጊብፄ ዓሶ ሜሌ ዴሮንታ ዱማ ዱማ ዓጮ ዓሶንታ ባኣካ ታኣኒ ዜርቃንዳኔ፤ ዬካፓ ታኣኒ ናንጊና ናንጋ ጎዳ ማዔሢ ዔያታ ዔራንዳኔ።»
1a1f0100b5	ኑኡኒ ዲዒንቴንቴ ታጶ ፔታሳ ሌዖና ሃይሣሳ ዓጊና ፄኤሬ ቤርታሳ ዓቦና ናንጊና ናንጋ ጎዳ ሂዚ ጌይ ታኣም ኬኤዜኔ፦
1a1f02009f	«ዓሲ ናዓሢዮ! ጊብፄ ዓጮ ካኣቲና ሚርጌ ዴሮናም ሂዚ ጌይ ኬኤዜ፤ ‹ዼኤፑሞና ዖኦና ዎላ ኔኤኒ ቤቃይ?
1a1f03007c	ኔኤኒ ኮሺ ሺባ ካኣፒ ዓኣያና ዖዶሱማ ሌካ ጫሪንጮ ሄላ ሊባኖኦሴ ሚፆጉዴያኬ።
1a1f0400cd	ዒኢካ ሚፆ ዑጊሳኒ ጊዳ ዋኣሢ ዓኣኔ፤ ሳዖ ዴሞይዳ ዓኣ ዔቶ ዋኣፃኣ ሚፃሢ ዑጊሳኔ፤ ዎሮ ዋኣፃ ቦኦሎይዳ ቱኮና ሚፆ ፃጶና ዎታኔ።
1a1f0500bf	ዬይ ሚፃሢ ሚርጌ ዋኣሢ ዴንቄሢሮ ዔጳ ሌካ ሜሌ ሚፃፓ ቢያ ዖዶቃያ ማዔኔ፤ ሃሣ ዬያኮ ካኣፓ ዓንዲርቄያና ዖዶቄያ ማዔኔ።
1a1f0600d3	ዱማ ዱማ ካፓ ቢያ ዬያ ካኣፖይዳ ማኣሮ ፔኤኮ ማዣኔ፤ ካዮ ቦዓኣ ናኣቶ ፔኤኮ ዬያኮ ሺቦ ዴማ ሾዔኔ፤ ዼኤፖ ዓሳ ቢያ ሺቦ ዴማ ሃውሻኔ።
1a1f07009a	ሚርጌ ዋኣፃ ዓኣ ባንፆ ፃጶ ፔኤሲ ዒዚ ዳኬሢሮ ዬያኮ ዼኤፑሞና ካኣፖ ጋምፒንቲፃ ዒዛ ሚዛጲሴኔ።
1a1f08017a	ፆኦሲ ሚፆ ቱኬ ቤዜሎይዳ ዓኣ ሊባኖኦሴ ሚፃ ዬያና ቤቃኒ ዳንዳዑዋሴ፤ ዚቢቆኮ ካኣፓኣ ዬያ ሄሉዋሴ፤ ሻሮ ካኣፓ ዬያ ካኣፖና ዎላ ቤኤዞዛ ዔኤቢ ፓሡዋያኬ፤ ፆኦሲ ሚፆ ቱኬ ቤዞይዳ ዓኣ ሚፆ ባኣካፓ ፔቴያኮታዖ ካኣፓ ዬያጉዴ ሚዛጳይ ባኣሴ።
1a1f0900bc	ታኣኒ ዬያ ጋምፒንቴ ካኣፒና ዓኣያ ማሂ ሚዛጲሴኔ፤ ታኣኒ፥ ፆኦሲ ሚፆ ቱኬ ዔዴኔይዳ ዓኣ ሚፆ ቢያ ዒዚ ናሺ ዎዻያኬ።›
1a1f0a00a0	«ዓካሪ ዑጊ ሌካ ሻኣሮ ሄሌሢሮ ዖዖቶርቃ ዬያ ሚፃሢ ታኣኒ ዼኤፖ ናንጊና ናንጋ ጎዳ ማዻንዳሢ ያዺኬ፤
1a1f0b00bf	ታኣኒ ዒዛ ቱጊ ኬኤራንዳኔ፤ ሜሌ ዴሮኮ ሱኡጌም ታኣኒ ዓኣሢ ዒንጋንዳኔ፤ ዒዚያኣ ዒዛኮ ፑርቱሞጉዴያ ዒዛም ማዻንዳኔ።
1a1f0c017e	ዓጮ ዴሮይዳፓ ሚርጌ ቂኢራ፥ ሚጪንቱዋያ ማዔ ዓሳ ሚፃሢ ቲቂ ኬኤራንዳኔ፤ ካኣፓ ዹኮና ዛሮ ዶኦጮናይዳ ኬዲ ዓታንዳኔ፤ ዬያ ሌሊቱዋንቴ ካኣፓኣ ሜቂ ሜቂ ዎታ ዋኣፆይዳ ቦርጊሦ ላሃንዳኔ፤ ሺቦ ዴማ ጌሊ ዓኣ ዓጮ ዴራ ቢያ ዬያ ሃሺ ዓኣዻንዳኔ።
1a1f0d0084	ካፓኣ ሙኪ ዶዒ ላሄ ፃጶይዳ ዴዓንዳኔ፤ ካኣፓኣ ካዮ ቦዖኮ ቡኪ ዔቆ ቤሲ ማዓንዳኔ፤
1a1f0e0127	ዎዚጉዴ ዋኣሢ ዑሽኪ ዑጌታቴያ ዬያጉዲ ሌካ ዑጊ ሻኣሮ ሄላንዳ ሚሢ ሃካፓ ሴካ ጴዻዓኬ፤ ሃይቃያ ማዔ ዓሶይዳ ሄላ ሃይቦ ዎጋ ዔያቶ ዑፃኣ ሄላንዳኔ፤ ቢያሢ ዱኡኪንቲ ሳዖ ዴሞ ጌላንዳኔ።»
1a1f0f0223	ዼኤፖ ናንጊና ናንጋ ጎዳ ጋዓሢ ያዺኬ፤ «ዬይ ሚፃሢ ቲቂንቲ ሊካ ሃይቄ ዓሶ ዓጮ ኬዳ ዎዶና ዼኤፖ ዔቶ ዋኣፆ ካሮ ታኣኒ ዎዼም ዬኤፒና ዓጫ ዒዛይዳ ማሂንታንዳኔ፤ ዎራኣ ቃዚንቲ ዔቃንዳጉዲ ታኣኒ ማዻንዳኔ፤ ዎልቄና ዎታ ዎሮ ታኣኒ ሚጪሳንዳኔ፤ ዬያ ዛሎና ሊባኖኦሴ ዹኮ ቶኦካ ሻኔ ዹሚ ታኣኒ ዔኪ ዬዓንዳኔ፤ ዬያሮ ቦኦሎ ሚፆ ዒላዣ ቢያ ሹላንዳኔ።
1a1f100188	ታኣኒ ዬያ ሚፃሢ ሃይቄ ዓሶ ዓጮ ኬይሳ ዎዶና ዬይ ዶዒፆ ዶዓኣና ዋይዚንታ ጉኡሚፃ ዴሬ ቢያ ጎቃይሳንዳኔ፤ ዒማና ሊካ ሃይቄ ዓሶ ዓጮ ኬዴ ዔዴኔ ሚፆና ኮዦ ዻዋሢ ዋኣፆ ዑሽካ ዶኦሪንቴ ሊባኖኦሴ ሚፃ ቢያ ዬይ ሊካ ሃይቄ ዓሶ ዓጮ ኬዲፆና ዎዛዻንዳኔ፤
1a1f1100e2	ዬያኮ ሺቦ ዴማ ዓኣዞንሢና ዴሮኮዋ ባኣካፓ ዒዛና ዎላ ፔቴ ማዔዞንሢንታ ጬንቾ ዓፓሮና ዎዺንቴዞንሢ ዒዛና ዎላ ሊካ ሃይቄ ዓሶ ዓጮ ኬዳንዳኔ።
1a1f1201f5	«ዬይ ሚፃሢ ጊብፄ ዓጮ ካኣቲና ዒዛኮ ዴሮኮ ቢያ ማላታኬ፤ ፆኦሲ ቱኬ ሚፆ ባኣካፓታዖ ሌካ ዔጶና ሚዛጱሞና ዒዛጉዴያ ባኣሴ፤ ሃሢ ጋዓንቴ ዬያ ቤዞይዳ ዓኣ ሚፆጉዲ ሊካ ሃይቄ ዓሶ ዓጮ ኬዳንዳኔ፤ ዬካ ናንጊና ናንጋ ጎዳ ጉሙርቁዋዞንሢ ዖሎና ዎዺንቴ ዓሶ ቢያሢና ዎላ ሲኢሪንታንዳኔ፤» ናንጊና ናንጋ ጎዳ ሃያ ኬኤዜኔ።
1a200100ae	ኑኡኒ ዲዒንቴንቴ ታጶ ላምዓሳ ሌዖና፥ ታጶ ላምዓሳ ዓጊኖኮ ፄኤራ ናንጊና ናንጋ ጎዳ ታኣም ሂዚ ጌዒ ኬኤዜኔ፦
1a20020105	«ዓሲ ናዓሢዮ! ጊብፄ ዓጮ ካኣቲ ሂዚ ጌይ ቃዬ፤ ‹ኔኤኒ ዴሮ ባኣካ ዞቢጉዲኬ፤ ሃሣ ባዞ ዋኣፆይዳኣ ዓዳ ኔ ዒጊቻ ቦዖጉዲኬ፤ ዎሮ ኔኤኒ ኔኤሮ ካኣሺ ዋኣፆ ሙዹርሳኔ።
1a2003008b	ታኣኒ ኔና ታኣኮ ሮኦጮጉዴ ሱዞና ፒሪ ዓይሤም፥ ሚርጌ ዴሬ ጎቺ ኔና ባዞ ዓጮ ኬሳንዳኔ።
1a200400e7	ሳዓ ሲላሎይዳ ታ ኔና ኬኤራንዳኔ፤ ቦኦሎይዳ ሚጪ ታ ኔና ሃሻንዳኔ፤ ጫሪንጮ ካፖ ቢያ ኔ ዑፃ ታኣኒ ቡኩሳንዳኔ፤ ካዮ ቦዓኣ ቡርቲ ኔና ሙዓንዳኔ።
1a20050054	ታ ኔኤኮ ሌዞና ዹኮንታ ዶኦጫዻ ጊንፆዋ ኩንሣንዳኔ።
1a20060097	ዓጬሎ ዴንዲ ዹኮ ሄላንዳኣና ኔ ሱጉፆና ታ ኩንሣንዳኔ፤ ዋኣፃ ዎታ ዎራኣ ሱጉሢ ሌሊ ማዓንዳኔ።
1a200700cf	ኔና ታኣኒ ባይዛ ዎዶና ጫሪንጮ ታኣኒ ካንቃንዳኔ፤ ዦኦጋሢያኣ ታኣኒ ዹሚሻንዳኔ፤ ዓቦዋ ሻኣሬና ታ ዓርቃንዳኔ፤ ዓጊና ፖዓዓኬ፤
1a200800ad	ጫሪንጮይዳፓ ኔኤም ፖዓ ፖዖ ቢያ ታ ባይዛንዳኔ፤ ሳዖ ታ ዹሚሻንዳኔ፤ ጋዓኔ፥ ዼኤፖ ናንጊና ናንጋ ጎዳሢ።›
1a200900a3	«ኔኤኒ ዔሩዋ ዴሮ ባኣካ ኔኤኮ ባይሲንቶ ሃይሶ ታ ዋይዚሲ፥ ሚርጌ ዴሮኮ ዒኖ ታ ማሊሢና ዋኣዪሳንዳኔ።
1a200a015a	ሚርጌ ዴራ ኔ ዑፃ ማዔ ባካፓ ዔቄያና ዲቃታንዳጉዲ ታ ማዻንዳኔ፤ ታኣኮ ጬንቾ ዓፓሮ ታ ዔያቶ ቤርታ ቱጋኣና ካኣታ ዔያቶኮ ጎጋይቃንዳኔ፤ ኔኤኒ ሃይቃ ኬሎና ፔቴ ፔቴሢ ፔ ናንጎ ዛሎ ዒጊቹሞና ቢያ ኬሊ ካራ ባይዛንዳኔ።»
1a200b007f	ዼኤፖ ናንጊና ናንጋ ጎዳ ሂዚ ጋዓኔ፦ «ባብሎኔ ዓጮ ካኣቲ ኔና ዖላኒ ሙካንዳኔ።
1a200c00fe	ዴሮይዳፓ ቢያ ሚርጌና ሚጪንቱዋያ ማዔ ዼኤፖ ዓሶኮ ጬንቾ ዓፓራ ሚርጌ ዓሲ ኔኤኮ ዎዻንዳኔ፤ ዬያታ ጊብፄ ዓጮኮ ዖቶርሙሞ ባይዛንዳኔ፤ ሚርጌ ዴሬያ ጋፓንዳኔ።
1a200d00b4	ዋኣፃ ሚርጌ ዓኣ ቤዛ ዓኣ ቆልሞዋ ታኣኒ ባይዛንዳኔ፤ ዬካፓ ሴካ ቶኪና ሄርቂ ዋኣፆ ሙዹርሳንዳይ ፔቴታዖ ባኣሴ።
1a200e00bc	ዋኣፃ ኔኤኮ ጊኢስካንዳኔ፤ ዎራኣ ዛይቴጉዲ ሜታ ባኣያ ዎታንዳጉዲ ታ ማዻንዳኔ፤ ጋዓኔ፥ ዼኤፖ ናንጊና ናንጋ ጎዳሢ።
1a200f00fd	ጊብፄ ዓጮ ጉዤ ቦኦሊ፥ ዓሲ ናንጉዋ ዓጪ ታ ማሃኣና፤ ጊንሣ ሃሣ ዒኢካ ናንጋ ባኮ ቢያ ታ ባይዛኣና ኔናንታ ኔ ዴሮንታ ታኣኒ ናንጊና ናንጋ ጎዳ ማዔሢ ዔራንዳኔ።
1a201000f4	ዬይ ዒዞ ዔያታ ቃያንዳ ቃዮኬ፤ ዴሮኮ ዉዱሮ ናኣታ ዬኤካንዳኔ፤ ጊብፄ ዓጮንታ ዒዞኮ ሚርጌ ዖሎ ዓሶሮዋ ቃያንዳኔ፤ ጋዓኔ፥ ዼኤፖ ናንጊና ናንጋ ጎዳሢ።»
1a201100b8	ኑኡኒ ዲዒንቴንቴ ታጶ ላምዓሳ ሌዖና ቤርታሳ ዓጊኖኮ ታጶ ዶንጋሳ ኬሎና ናንጊና ናንጋ ጎዳ ታኣም ሂዚ ጌይ ኬኤዜኔ፦
1a20120099	«ዓሲ ናዓሢዮ! ጊብፄ ዓጮ ዴሮ ሜሌ ዎልቄና ዓኣ ዴሮና ዎላ ሊካ ሃይቄ ዓሶ ዓጮ ቃዮና ዓኣሢ ዳኬ።»
1a201300dc	ዔያቶም ሂዚ ጌዔ፦ «ሚዛጱማ ዒንሢሲ ዖኦፓ ባሻያ ዒንሢም ማላይ? ሊካ ሃይቄ ዓሶ ዓጮ ኬዲጋፓ ፆኦሲ ጉሙርቁዋ ዓሶና ዎላ ዞንጋልቂ ላሁዋቴ።
1a2014009c	«ጊብፄ ዓጮም ዖልዚ ጊኢጌሢሮ ዒኢካ ዓኣ ሚርጌ ዴራ ጬንቾ ዓፓሮና ዎዺንቴ ዓሶና ዎላ ሃይቃንዳኔ።
1a2015017f	ጊብፄ ዓጮ ዓሳ ሃይቄ ዓሶ ዓጮ ኬዳ ዎዶና ሃይቄ ዓሶ ዓጫ ዓኣ ዔርቴ ዼኤፖ ዼኤፖ ዓሳ ጎይሣ ሞኦኪ ዒንሢ ዔካንዳኔ፤ ዒማና ዔያታ ዔኮ ዔካዖ ‹ዒንሢ ዒንሢ ዓሶና ዎላ ሃኒ ኬዱዋቴ! ዖሎና ሃይቄ፥ ፆኦሲ ጉሙርቁዋዞንሢና ዎላ ኩዱዋቴ!› ጋዓንዳኔ።
1a201600ab	«ዓሶኦሬ ፔኤኮ ዖሎ ዓሶና ዎላ ዒኢካ ዓኣኔ፤ ጬንቾ ዓፓሮና ሃይቄ ዖሎ ዓሶኮ ዱኡፓ ዓጮ ዒዞኮ ማንጊ ዓኣኔ፤
1a201700d2	ዱኡፓ ዔያቶሲ ዔቶኮ ሉ ጋፓኬ፤ ሼምፔና ዓኣ ዓሳ ናንጋ ዓጮይዳ ዓሶኮ ካራ ባይዛያታዖ ዎዺንቴ ፖኦሊሶኮ ዱኡፓኣ ኮይሎ ማንጊ ዓኣኔ።
1a2018015b	«ዬኖ ቤዞይዳ ሚርጌ ዔላኣሜ ዓጪ ዴሬ ዱኡፒ ዓኣኔ፤ ዬያታ ሼምፔና ዓኣ ዓሳ ናንጋ ዓጮኮ ካራ ባይዛያኬ፥ ፆኦሲ ጉሙርቁዋዖዋ ዖሎይዳ ሃይቄዞንሢኬ፤ ዔያታ ፔኤኮ ቦርሲንቶ ዓፒላጉዲ ማኣዒ ሳዖ ዴሞ ኬዳ ዓሶና ዎላ ኬዴኔ።
1a20190200	ዔላኣሜ ዓጮ ዖሎ ዓሶንታ ዒዞኮ ሚርጌ ዴሮናም ጬንቾ ዓፓሮና ዎዾና ዓሶ ባኣካ ቤሲ ጊኢጊንቴኔ፤ ፖኦሊሶ ዱኡፓኣ ዓጮ ማንጊ ዓኣኔ፤ ዔያታ ፆኦሲ ጉሙርቁዋዖ ዖሎና ሃይቄዞንሢኬ፤ ዔያታ ሼምፔና ናንጋ ዓሶ ዓጮኮ ካራ ባይዛያታዖ ዖሎና ሃይቄያኬ፤ ሃሢ ጋዓንቴ ዔያቶኮ ቦርሲንቶ ዓፒላጉዲ ማኣዒ ሳዖ ዴሞ ጌላ ዓሶና ዎላ ኬዴኔ።
1a201a0124	«ሜሼኬና ቱባሌ ዓጮናኮ ፖኦሊሶ ዱኡፓ ዒኢካ ዓኣኔ፤ ዔያታ ዎዺንቴሢ ዖልዚናኬ፤ ዬያታ ቢያሢ ፆኦሲ ጉሙርቁዋያኬ፤ ዔያታ ሃያኮ ቤርታ ሼምፔና ዓኣ ዓሳ ናንጋ ዓጮኮ ካራ ባይዛዞንሢኬ።
1a201b0188	ዖሎና ዔርቴ ዓሳ ዱኡታ ዎዶና ፔኤኮ ዖሎ ዓንጋሞና ዎላ ዱኡታኔ፤ ዬይያ፦ ዔያቶኮ ጊቲማ ዳዳፓ ሺኢኪባኣንቴ፥ ጬንቾ ዓፓራኣ ኬሬ ማሂ ጌሢንታኔ፤ ዬያታ ሼምፔና ዓኣ ዓሳ ናንጋ ዓጮኮ ካሮ ባይዛዞንሢ ጋዓንቴ ዬያቶጉዲ ቦንቺንታ ጎይሢና ዱኡቲባኣሴ።
1a201c00a0	«ኔ፥ ሃይ ጊብፄ ካኣቲዮ! ኔኤኒ ሜቂ ዖሎና ሃይቄ ዓሶንታ ፆኦሲያኣ ጉሙርቁዋ ዓሶና ዎላ ሃይቃንዳኔ።
1a201d011b	«ዔዶኦሜ ዓጮ ካኣቶንታ ሱኡጎኮዋ ዱኡፓ ዒኢካኬ፤ ፔቴ ዎዴና ዔያታ ዎልቃዺ ዔርቴያ ማዔኔ፤ ሃሢ ጋዓንቴ ዖሎና ዎዺንቴ፥ ፆኦሲ ጉሙርቁዋዞንሢና ዎላ ሃይቄ ዓሶ ዓጮ ዔያታ ኬዴኔ።
1a201e01b3	«ኬዶ ባንፆ ሱኡጎንታ ሲዶና ዓጮ ዓሳኣ ዒኢካ ዓኣኔ፤ ዔያታ ፔኤኮ ቢታንቶ ጉሙርቂ ዓሲ ዲቃሢ ሺሬቴያ ዎዺንቴዞንሢና ዎላ ዻውሲንቲና ሊካ ሃይቄ ዓሶ ዓጮ ኬዴኔ፤ ጬንቾ ዓፓሮና ዎዺንቲ፥ ቦርሲንቶ ዓፒላጉዲ ማኣዒ ሳዖ ዴሞ ኬዴ ዓሶና ዎላ ፆኦሲ ጉሙርቂባኣታዖ ዔያታ ሃይቄኔ።
1a201f0127	«ጬንቾ ዓፓሮና ዎዺንቴ ጊብፄ ካኣቲንታ ዒዛኮ ዖሎ ዓሳኣ ዬያቶ ዛጋ ዎዶና ሃይቄ ዓሶ ዓጮ ኬዴ፥ ጊብፄ ዓጮ ዴራ ሚርጌታሢሮ ካኣቲ ዶዱሞ ዴንቃንዳኔ፤ ጋዓኔ፥ ዼኤፖ ናንጊና ናንጋ ጎዳሢ።
1a20200141	«ዬይ ካኣቲያኣ ዓጮይዳ ሼምፔና ናንጋ ዓሶ ዒጊቺ ካራ ባይዛያታሢሮ ጬንቾ ዓፓሮና ዎዺንቴ ፆኦሲ ጉሙርቁዋዞንሢ ባኣካ ሚርጌ ማዔ ዴሮና ዎላ ዒዚያ ሃውሻንዳኔ፤» ዼኤፖ ናንጊና ናንጋ ጎዳሢ ሃያ ኬኤዜኔ።
1a21010045	ናንጊና ናንጋ ጎዳ ታኣም ሂዚ ጌይ ኬኤዜኔ፦
1a210200e8	«ዓሲ ናዓሢዮ! ኔኤኮ ዴሮም ሂዚ ጌይ ኬኤዜ፤ ‹ፔቴ ዓጪዳ ዖልዚ ኬስካንዳጉዲ ታኣኒ ማሄም ዬኖ ዓጮ ዴራ ፔ ባኣካፓ ዔያቶ ካፓንዳ ዓሲ ዶኦሪ ኬሴቴ፥
