2800000005	Matta
2f070e00ab	Ƙǝsǝr ko ndang ni, niyi a taala tǝ kun, fǝree wun shilee wa. Ƙǝla ni naarha pǝrang ƙǝkafek kun, kyadɗǝ ndaarha taala niya ǝnani a tennun a Titus ƙǝkafek ni.
2f070f00cb	Nanǝn kee nggǝmnda Titus aten nun nǝghǝn aten chikrha, kala sayidɗi nǝn ɗal teena hai tǝ kun hu mamnggirha nun fǝrang nda, tǝƙǝm thlǝnun ndǝn fa tǝ ɗa shilee hai tǝ fǝr mamnggirha kaan.
2f07100039	Niyi tǝ wutsǝfayirha, ƙǝsǝr mbǝrsaɗi tǝ kun kaan.
2f08010075	Nanǝnya shayina, na minnan sǝ a sǝn ǝn ɗanun ɓang na nggayid Faara hu ƙǝn hwan Faara nafiya Makidoniyaya ɓa.
2f080200b9	Ƙǝsǝr ƙǝtǝl nda fa kaan hu sǝsaarha kya nanda sahai, amma ka nana nda tǝ wutsǝfayirha fa kaan ndǝn ǝnagha ndǝn fǝr nanda tǝ hura tsahai, ko nanǝn fa yamiya ni kanda kaan.
2f08030066	Ƙǝsǝr sǝnɗisǝ fǝrgha nda hu ˈya na nanda tǝghǝn ha, har kalgha kanda mu. Kanda tǝ fad ndan,
2f080400ac	hwanda kan kaan ka a wal kwaman fǝra nda ka ɗang ngganda nafiya Faara sǝ. Tǝna nda wal kwaman kyarha hur nafiya hai na a thlar nafiya na chahal na hu chehweed Yahudaya.
2f0805009d	Kalɗǝ ˈya kya nǝm shiteena atenggǝn, katǝrang ngganda ˈwa fǝr alten ndan a Chinǝm, tǝrgha a fǝr alten ndanda a kan ƙǝla na mid Faara a ǝna nda.
2f0806007f	Ƙǝla nan hai kee hwan ɗan Titus ƙǝla ˈwanǝn katǝrang hai, a ɗǝgha mbeeɗǝ ngwalanggǝn ǝna tar nggayidɗi ahur nun.
2f080700ae	Tsaunǝn nuwun a ǝna ˈya ngga kiya hu fǝrƙǝkafek, hu laɓaara, hu sǝnda, tǝ njiteena, tǝ nggǝmndǝ nun a kan, ƙǝl a ɗun mbeeɗǝ tǝ ǝna tar nggayidɗi ya ƙǝm.
2f0808009c	Mbiyi a ndaarha tsauɗǝ tǝta a ǝnaghǝnun wa, amma nana minna sǝ a ƙǝƙǝrang nggi ƙǝkafekkid nggǝmndǝ nun ni, tǝ ƙǝƙǝrang nda djiten fingya.
2f080900aa	Ƙǝsǝr sǝnɗun nggayid Chinǝm Yeeso Ƙǝrǝsti, ko nanǝn tǝ ƙǝnani, tsauɗǝ tǝ yamirha ƙǝsǝr ka kun, ƙǝsǝr hu yamidghǝn, ndǝnun a tsaurha tǝ ƙǝna ha.
2f080a0079	Kulo ˈya niya ndang nda kun ya. A kwasarha, kun ˈwagha fǝra, nggǝr wun tsaurha nafiya ˈwagha djiteena tǝ ǝnaghǝn.
2f080b0093	Nanǝnya ngwalaman tarɗi katǝrang nun hai. Djiteena kyad nun a katǝradghǝn a mǝmǝlgha tǝ fǝrrǝnun. Fǝrama ˈya kamngga tǝ wallǝ nun ha.
2f080c0094	Ƙǝsǝr anaɗǝ tǝ nggǝmnda hur nun, na nda a thlǝ fǝrrǝɗi, hu ˈya nana niifa tǝghǝn ha, mbǝ hu ˈya ƙǝm mbuwa na niifa tǝghǝn ha wa.
2f080d0064	Mbǝ niyi a ndaarha a ɗang ngganda fingya sǝ kun a ƙǝtǝlla fa wa, amma ka a nagha ˈya mǝmǝl,
2f080e00bf	nanǝnya ana ˈyasǝ a harnun ƙǝl thlar fingya yina nun tǝ ˈya na mid ndan. Tǝna nda thlar kun hu wallǝ ndan ha tǝ ˈya na mid nun a fara sǝmǝn ƙǝm, a mbǝɗiya komani mǝmǝlɗǝ,
2f080f00c2	kǝla nanǝn chichireethlee hai tǝ ndaarha, “Yanɗi wumangga hai hangga, wumang ngwa hai kalgha ˈya na midghǝn wa, yanɗi wumangga hai ngguchit ƙǝm, ƙǝɗeng ngwa ˈya na midghǝn wa.”
2f08100065	Usaɗi Faara, ƙǝsǝr ka nggayidghǝn tsawang nǝn hur Titus mǝmǝl kǝla na mid na ǝnaarha a kun.
2f08110066	Mbǝ nggǝm nǝn fa tǝ hwandǝ nan kee wa, amma tǝrna midghǝn ɗǝrha thlǝmad nun ɗǝ tafadghǝn.
2f0812008e	Ƙǝlama hai ya thlǝnang ɗan shad nan ɗǝ a samadghǝn, falna nafiya ƙǝn hwan Faara heu ka targhǝn yi pǝr Laɓar Faara nǝn a ǝnaarha.
2f081300ab	Wurna fiya ndǝn na ahu ƙǝn hwan Faara nagha a takkwa kan ahu ǝna tar nggayidɗi nanan a ǝnaarha ƙǝsǝr ka manang nda thlǝm Chinǝm, tǝ kyad djiten nan yi thlaara.
2f08140046	Naghan a ɗa ˈyaara hai, tǝ kwamanɗi nan a ǝnaarha tǝ fǝrrǝɗi.
2f08150061	Ƙǝsǝr na minnan sǝ a ǝna ˈya nan mǝmǝl mbǝ a mbed Chinǝm kee wa amma a mbed fiya ƙǝm.
2f08160126	Naghan ƙǝm a thlǝnang tahad shad nan ɗǝ a samad nafini sǝri ya. Saara hangga kan a ƙǝƙǝrang targhǝn, na taara a kukwasang fa tǝ ƙǝm na ƙǝkafek sǝ a fadghǝn. Nǝghǝn a kukwasang fa kaan a ɗǝgha thlǝmad nun ɗǝ ka a thlar kun nǝn, ƙǝsǝr ka nǝn fa mbǝrsa nǝn tǝ kun.
2f08170089	Titus ƙǝm, pashid tarna ni ahur nun, ƙǝla fingya shayi nan, thlǝn nanda kanda hu ƙǝngya hwan Faara ɗǝ, yi manang nda Ƙǝrǝsti.
2f081800a1	Tsaunǝn kee, kyaɗaama tur nggǝmndǝ ɗi nanun tǝghǝn ha a nafini ya a ƙǝngya hwan Faara heu, tǝ ndaarha ƙǝm taala nan a ǝnaarha a tennun ƙǝkafek ni.
2f09010058	Mbǝ ƙǝl chirethleng ni kun ɗǝ aten thlaara a nafiya Faara na chahal a Urshalima wa,
2f09020115	sǝnɗisǝ nǝghǝn a kukwasang kun fa a furun. Niyi a taala atenggǝn a nafiya na a chehweed Makidoniya. Niyi a ndaarha, “Nafiya Faara na a chehweed Akaya ngwanda fa ka a kwasarha a fǝr yi ndan thlaara nda.” Tur djiten ɗi nanun tǝghǝn ya thleng ɗǝ fingya sǝ hangga.
2f09030089	Amma niya thlǝnang shayina ɗǝ ya, ƙǝsǝr naɗǝ tallǝ nan aten nun tsaurha mere, tǝnun tsaurha nggungwa fa, ƙǝla ndani aten nun.
2f09040099	Ƙǝsǝr a ɓad nafiya Makidoniya ɓa a samadna, ɓagha wal kun ngwa wun fa wa, na shilee a ƙǝsang kan, sakwata kun, ƙǝsǝr ka nggǝm nan fa tǝ kun.
2f090500fc	Tsaunǝn kee, niyi a numarha kamɗǝ a hwan shayina nan ya a weng tala nda kun kapa na sayidɗi ɓarhaɓa, ka a ngwalang ngganda ngwarha fa aten fǝra tǝ hura tsahai ɗǝf nun mee kaman nggǝn. A tsauka fǝrrǝɗi tǝ hura tsahai mbǝ tǝ ngyabrha wa.
2f09060099	Ɗalama teena hai tǝ laɓarɗiya, “Amma kala niifa hǝfgha ngguchit nǝn hathla ngguchit, amma kala niifa hǝfgha hangga, nǝn hathlang hai hangga.”
2f090700a1	Kowunni ahur nun fǝrgha ƙǝla tǝrna hurghǝn, mbǝ tǝ ndaarha a sǝnɗi kee wa nduwa tǝ ngyabrha wa, ƙǝsǝr Faara na midghǝn tǝ fǝra tǝ wutsǝfayirha.
2f09080095	Na Faara a fǝrang parka kun hangga kalgha ˈya na mid nun, ƙǝsǝr ƙǝtsar a wal kala ǝngya nun hangga na mid nun ǝnaarha hu ǝna taara na ngga.
2f090900a3	Ƙǝla nanǝn chichirethlee hai hu Ɗeleewar Faara, “Hu fǝra na harghǝn tsahai, fǝrang ɗǝ fa yamiya tǝ haara tsahai, nggayidghǝn mbǝ tam ngwalarha wa.”
2f090a00bb	Faara ndǝna a fǝr wiirha a tǝ hǝfrha, ndǝghǝn ni na a fǝr ǝnnarhami ka a hǝɓǝm, nǝghǝn kee ƙǝm nǝn a fǝrang kun nggǝrghǝn chik wallu nun ha, halth nggayirha nun hangga.
2f090b00ba	Ƙǝtsar na Faara fǝrang ƙǝna kun hu kwamangya hangga, tǝnun fǝra tǝ haara tsahai kala sayi. Nanǝn kee fiya hangga na nda a usa Faara hu fǝra nun a thlǝnang kanda ɗǝ a harnan.
2f090c0082	Tarɗi nun a ǝnaarha ya, mbǝ ka a ɗanggǝn nafiya Faara sǝ na chahal katen ndan wa, amma na fiya hangga a chik usarha a Faara.
2f090d00d5	Tar nggayidɗi kyanun ya, kyad nǝn fǝrƙǝkafekkid nun ni, na fingya a manang thlǝm Faara ƙǝsǝr nggǝm ɗun fa tǝ laɓar Ƙǝrǝsti, ƙǝmɗa ƙǝsǝr ka fǝrrǝnun haara tsahai ǝnang nun kanda tǝ fingya.
2f090e0086	Kanda ƙǝm nanda a hwanang Faara kun sǝ, na nda naarha ɗal kun teena ƙǝsǝr ka nggayid Faara kalgha mbǝrha mu kyaɗang nǝn kun.
2f090f0048	Taama usa Faara nǝm ƙǝsǝr ka nggayid fǝrrǝghǝn kalgha mbǝrha mu!
2f0a0100bb	Nggi Mbulus tafadna niya hwan kun tǝ sammayirha tǝ hakkilo tur yi Ƙǝrǝsti, nggi na nda aarha, “Ɓayirha” a naɗi a thlǝmad nun, amma, “tǝ ndeethla” a mbi a thlǝmad nun wa.
2f0a0200c4	Niya hwan kun a nggehe ɗun hu ngyangthlanggirha hai a ɓa ɗi ɓa wa, ƙǝsǝr sǝnɗisǝ niya naarha ngyangthlang aten nafini na a numarha tǝ ndaarha ǝnɗi nan a ǝnaarha ya yi ƙǝshiirha ni.
2f0a030052	Ko nanǝn nǝghǝm hu ƙǝshiirha, mban a yanda ƙǝla na ƙǝshiirha ǝnaarha wa.
2f0a0400a8	Ƙǝsǝr karid yanda nanan tǝghǝn ha, mbǝ karid yanda ƙǝshiirha ni wa, yi sǝsǝmnda Faara ni, na changgǝlang mbǝya hai na ƙǝkanglang tǝ ngaala yi nggaɓarha.
2f0a050092	Kan nan changgǝlang kala ˈya hai na ˈyaɗa sǝnda Faara, nan wuɗang kala tur yanggi huteena ɓa nagha a ǝna taara tǝ ˈya ndaana Ƙǝrǝsti.
2f0a060091	Naghan nggungwa fa ƙǝm a tsǝtsǝl kowunni nan kargha ǝna taara fa tǝ ˈya ndaana Ƙǝrǝsti, a hǝrǝm ɗun lǝɗang ˈya ndaana Ƙǝrǝsti.
2f0a0700be	Nuwun a ƙǝlang ǝnɗi na yid nun a naarha kee. A nggǝm niifa fa tǝ ndaarha ndǝghǝn nggi yi Ƙǝrǝsti ni, ngwa ngǝrgha numarha ngga, ƙǝla nanǝn yi Ƙǝrǝsti ni, kan ƙǝm nan kee.
2f0a08009e	Nanǝn kee, ko ǝnani taala aten sǝsǝmnggid ɗi fǝrang na Chinǝm kan ka a ɗang nggan kun sǝ, mbǝ waleng nggan kun ɗǝ wa, mbǝ shilee a ƙǝseerha wa.
2f0a090063	Mbǝ minnasǝ a nzǝmnggǝnun tǝ ndaarha nana minna sǝ a tǝrmang nggi kun tǝ ɗeleewar yina wa.
2f0a0a00c5	Ƙǝsǝr ndagha fingya, “Ɗeleewar yighǝn na nda haaghǝn tǝ shembe kaan, amma a ƙǝma ɗun hai yirha tǝ yirha mbǝ hǝhasasǝ sǝ a fadghǝn wa, tǝ ƙǝm mbǝ ˈya sǝ hu laɓarghǝn wa.”
2f0a0b00c0	Tur nafiniya kamɗǝ a sǝna nda sǝ tǝ ndaarha ˈya nanan a thlǝkrha hu ɗeleewar nan a sayidɗi mbuwa nan a thlǝmad ndan, ndǝghǝn ɗani nan a thlǝkrha a sayidɗi nanan a thlǝmad ndan.
2f0a0c00e0	Ƙǝsǝr kan ɓilla wan na a mǝmǝlang nggan fad nan tǝ fingya na mindan puwang fad ndan mbeeɗǝ wa. Amma tur fingya na ƙǝƙǝrang fad ndan tǝ ndan, tǝ ƙǝm mǝmǝlang ngganda fad ndan tǝ ndan, mba nda ndǝndǝl wa.
2f0a0d007e	Amma kan mban taala kal mbǝra nǝn mu wa, ƙǝl nan taala tǝ taara kyaɗang na Faara kan a pǝpal, wumngga heu tǝ kun ƙǝm
2f0a0e00a0	Mban ɗǝrha ɗǝ inggun hu taala wa, ƙǝla ˈwa wan weng tala kun wa, ƙǝsǝr kan ˈwagha ɗǝrha thlǝmad nun ɗǝ tǝ Laɓaara na Mbǝnggǝn yi Ƙǝrǝsti.
2f0a0f00ad	Mban taala kalgha mbǝrha mu ahu taara ǝnana fingya wa. Amma nan a shiteena nana fǝrƙǝkafekkid nun aten chikrha, na tar nan a chik ɗǝrha mbeeɗǝ a pathlang nun ƙǝm,
2f0a100086	tǝnan mbang pǝr laɓar Faara hu chehweeya na inggun ma kun. Ƙǝsǝr mban taala aten taara ˈwana nda ǝnaarha a mbǝd tar niifa wa.
2f0a110041	Amma, “Kala niifa na a taala, tǝta ni a talgha tǝ Chinǝm.”
2f0a120066	Ƙǝsǝr mbǝ niifa na a fal fadghǝn ndǝn na nda nggǝm fa tǝghǝn wa, ƙǝl yanɗi fal na Chinǝm.
2f0b01004a	Niyi a shiteena tǝ ndaarha ƙǝrsaama tǝ nuryid na. Ƙǝrsaama tǝ nggi!
2f0b020084	Niya sǝrǝkrha aten nun ƙǝla na Faara sǝrǝkrha. Nuwun ƙǝla wuronga ɗǝf ni miina nun a kakh chimarha tal, ndǝna Ƙǝrǝsti.
2f0b0300be	Amma niyi a tǝrǝmnda, nǝn ɗǝ naarha ƙǝla kyaɗang na huthne ndǝndǝlyid nggaɓaarha Hauwawu, naɗǝ numad nun sakhɗang kun malanggun ƙǝkafekkid ˈya na chahal ndaana a Ƙǝrǝsti.
2f0b0400e4	Ƙǝsǝr nun yakh thlǝ nafiya fa pǝpa na ɓang laɓar Yeeso kun ɓa pak ma yanɗi Yeeso pǝrang nan kun, nduwa thlǝ sǝsǝna nun pak ma sǝsǝn ɗi thlǝnun, nduwa Laɓaara na Mbǝnggǝn ma yanɗi ˈwa nun thlǝrha a har nan.
2f0b050057	Mbiyi a numad ndaarha nafini nun aarha “Mamngya fathlǝngya Yeeso” kal nda nggi wa.
2f0b06006e	Ko nanǝn tsahe wanda kwaman ndikrha ha wa, niyi tǝ sǝnda. Kyaɗang ɗan ǝnɗi kun ˈyahu kwamangya hangga.
2f0b07007b	Pǝrang ɗi Laɓar Faara kun na Mbǝnggǝn tǝka. Manang ngwi tenna wa, ƙǝsǝr ka a manang ngganda kun. Ənaɗi ɗimi wa?
2f0b080081	Nani a ǝna taara tǝ kun, na fingya ƙǝn hwan Faara ɗeesǝ, nǝn naarha ƙǝla niya fasa kanda ka a ǝnang taara ni kun tǝka.
2f0b0900de	A sayidɗi nani a thlǝmad nun ɓillayi kun a ɗeewun sǝ ana minna wuɗǝɓǝla wa. Fa takkwaya ɓagha ɓa a Makidoniya fǝreenda ˈya na minna. Tsauki ɓillarha a kun kaar wa, tǝƙǝm mbi tam tsaurha ɓillarha a kun wa.
2f0b0a0079	Ƙǝla nana ƙǝkafekkid Ƙǝrǝsti ahur na, mbǝ niifasǝ hu chehweed Akaya heu na mbang ndeerha a malang nggi taala wa.
2f0b0b004e	Kama nda niya ndaarha kee? Nggǝmngwa ni kun wa? Sǝn Faara sǝ nggǝmɗi kun.
2f0b0c00a1	Niya ɗǝrha mbeeɗǝ tǝ ǝna ˈya ni yakh ǝnaarha. Tǝni ˈyaɗang kwamana nafina fa na a ndaarha na nda mǝmǝl tǝ kan hu ǝnggini na nda a taala atenggǝn.
2f0b0d0086	Nafiniya fa nggaɓaya fathlǝngya Yeeso ni, na nda a nggaɓa fiya hai hu tar ndan, tǝrgha nda fad ndan ƙǝla fathlǝngya Ƙǝrǝsti.
2f0b0e0072	Ma wulang teena kun wa, ƙǝsǝr ko sheetan ni tǝ altenggǝn tǝrɗǝ fadghǝn ƙǝla tǝthlǝnda kukwaryirha ni.
2f0b0f00a9	Ƙǝsǝr kakee, mbǝ ǝnwulteena ni wa, a tǝr mafayighǝn fad ndan hai ƙǝla mafaya nggayirha. A mii ngwaladghǝn na nda a wal ƙǝnaghǝn mǝmǝl tǝ ˈya ǝnana nda.
2f0b1000a1	Niya nggǝr thlǝkƙǝn, a tǝr niifa nggi nura ni wa. Amma a tǝrɗun nggi kee, ƙǝl thlǝ nggi nun fa ƙǝla nun thlǝ nura fa, ƙǝsǝr tǝni taala ngguchit.
2f0b11007c	Ahu taala niya ǝnaarha, mbiyi a kaala sǝ ƙǝla na Chinǝm ǝnaarha wa, a meyedghǝn niyi a ndikrha fa ƙǝla yi nuryirha.
2f0b12004d	Tsaunǝn fiya hangga a taala tur yi thlu farha, nggi ƙǝm niya ǝnaarha kee.
2f0b130050	Ƙǝsǝr kun nuwun ndǝndǝl kaan, amma kun a tsaurhahu wutsǝfayirha tǝ nurya.
2f0b1400bd	Ƙǝkafek, kun a mbang tsaurha tǝ niifa kyangga kun hu tar mafayirha hai, nduwa huk kun nǝn, nduwa tsǝgha hasǝ tǝ kun, nduwa tǝranggǝn tenggǝn sǝ, nduwa mbi kun nǝn hu ƙǝmeegha.
2f0b1500a0	Na shilee ƙǝseerha a ndaɗi ƙǝɗi ɗan ma ǝna ǝnggina nan ya, ana niifasǝ na a taala aten ˈya nggi ƙǝm ni ǝnaarha kee, niyi a ndikrha fa ƙǝla nura.
2f0b160098	Nafiya Ibraniyaya ni kanda wa? Nggi ƙǝm niyi kee. Nafiya Isǝreelaya ni kanda wa? Nggi ƙǝm niyi kee. Turya Ibrahim ni kanda wa? Nggi ƙǝm niyi kee.
2f0b170100	Mafaya Ƙǝrǝsti ni kanda wa? Niyi a ndikrha fa ƙǝla tǝpabirha, amma kalɗi kanda tsaurha ka mafarha. Kalɗi kanda ǝna taara kaan, ƙǝnenda hu porsǝna saara hangga, saaɗi ɗǝkrha fa tǝ wutǝteerha, tǝ ƙǝm ƙǝtsar takhɗi a mǝra saara hangga.
2f0b18004d	Sara tuf tsaɗa na Yahudaya nggi tǝ wutǝteerha kumnggit mahan kap wutarihe.
2f0b1900ab	Sara mahan kanda a ɗǝk nggi tǝ sǝsaala, sara tal kanda a mbǝmba nggi tǝ ferya. Sara mahan nggirggi aama timɗa hai, nggi ahurghǝn. ˈWaɗi mǝnda pari hu wuri aama.
2f0b1a012e	Ƙǝtsar nggi hu wiirha, sǝsaaɗi tǝ aam afa afa tǝ ƙǝm a haar fa fasa faaya, sǝsaaɗi a har nafina Yahudaya tǝ nafiya mbuwa Yahudaya, sǝsaaɗi hu wupǝriya, sǝsaaɗi a kaheerha, sǝsaaɗi hu wuri aama, sǝsaaɗi a har nafiya ndagha fǝr nda ƙǝkafek ashe fa fǝrƙǝkafekkya fa nggaɓaya ni.
2f0b1b00b3	Ƙǝtǝl ɗi fa kaan, kulo yamid shibeena saara hangga. Saaɗi miirha fa tǝ hushimnda, saara hangga ni naarha kula ǝnnarhami. Ƙǝse mbiirha saara hangga tǝ yamid ǝn kaala fa.
2f0b1c005c	Ma fingya yini ya, kala parra fara ni ɓillarha tǝ laf fa takkwaya hu ƙǝn hwan Faara heu.
2f0b1d006a	Wunni mbuwa tǝ shembe, tǝkkwa ni yamid shembedghǝn fa? Wunni kyagha hu ɗimiyirha hai ɓillawa nggi fa?
2f0b1e004b	A ǝna ɗi taala, niyi a taala aten fingya ǝngya kyadgha yamid shembed na.
2f0b1f0077	Faara chin Chinǝm Yeeso Ƙǝrǝsti, tsauna faala ka manggǝn pakwanɗǝ, sǝnɗasǝ mbǝ nggaɓarha niya thlǝkrha wa.
2f0b20007a	A Ndimaska ngwamna ɗi na a kamu kutǝra Aretis, ɗǝf ɗǝ nafiya a kwakirǝm wupǝri Ndimaska ƙǝsǝr a ƙǝseegha nda,
2f0b210069	amma ɗǝfeegha nda hu kutasa hai fǝr nggi nda hai tǝ kwad halth maana yi Ndimaska hǝryi ma ndǝghǝn.
2f0c0100a5	Tsawee ɗafa tǝta a ɗi mbeeɗǝ tǝ ǝna taala. Ko nanǝn mbǝ a ɗeesǝ wa, niya ndikrha aten ǝngya keɗee na Chinǝm ƙǝla sǝsǝniirha tǝ ǝngya na ɓǝɓee.
2f0c0200b2	Sǝnɗi niifa hu Ƙǝrǝsti huraya kumkap faɗa mbǝrgha ɗǝ tǝrang nanda talara ɗǝ yi mahan. Ko hu farha ko mbǝ hu farha wa, mbi sǝnda wa, ƙǝl Faara ndǝn sǝngga ndǝn.
2f0c030075	Ƙǝla ndaani, sǝnɗi niifɗiya, ko hu farha ni, ko mbǝ hu farha wa, mbi sǝnda wa, amma Faara ndǝn sǝngga ndǝn,
2f0c0400a6	kula sǝndǝghǝnsǝ tǝrangga Faara a mbǝrha ɗǝ na ngga a talara. Sǝkɗǝ ǝngya mbuwa nǝn mbang thlǝkrha, tur ǝnggini mbuwa na niifa mbang kalasǝ atenggǝn.
2f0c050052	Ni taala aten niifɗiya, amma mbi taala a altenna wa, ƙǝl aten yamid shembed na.
2f0c0600ef	Ƙǝsǝr ko nana mid na taala, mbi tsaurha nura wa, ƙǝsǝr kǝkafek ndǝn niya thlǝkrha. Amma mbiya ndikrha kaan atenggǝn wa, ƙǝsǝr mbǝ minna sǝ a falgha niifa nggi ma ˈya nanǝn hu tsawud na wa, nduwa sǝk nǝn ahu laɓar na wa.
2f0c0700bc	Ƙǝsǝr ni ɗǝ taala tǝ ǝnwultenggini keɗee na nda, thlǝnǝn nda ndaha ɓa hu thlu fadna, tǝthlǝnda Sheetan ni thlǝnna nda ɓa ka ɓagha sǝseerha tǝ ƙǝm ˈyaɗe taala nǝn fa.
2f0c08003f	Katǝra mahan nggi a hwan Faara ka a ndǝgheghǝn hai tǝghǝn.
2f0c0900e2	Amma nggǝreghǝn sǝ, “Nggayid na tsuwoɗǝ, sǝsǝmnggit na nǝghǝn manggǝn hu yamid shembe.” Tsaunǝn kee, niya nggǝr taala kaan tǝ wutsǝfayirha aten yamid shembed na, tǝna sǝsǝmnggit Ƙǝrǝsti tsaurha a tenna.
2f0c0a00c8	Tsaunǝn kee, nggǝmɗi fa tǝ yamid shembed na, tǝ ˈyaara, hu ƙǝtǝlla fa, hu sǝsaarha, hu ɓillarha ƙǝsǝr ka Ƙǝrǝsti. A sayidɗi mbuwa ni tǝ shembe, hu sayidɗa ni, ni naarha tǝ shembe.
2f0c0b00b4	Ənaɗi nuryirha, amma kunni keegha sahai. Kunni ƙǝm kamngga a fal nggi nun. Ko nanǝn mbiyi a mii ˈya wa, tsauka tǝ ndaarha mamngya fa takkwaya Yeeso na yinun kal nda nggi wa.
2f0c0c009f	Tsaunǝn kee, ǝnaɗi ǝnwultengya hangga ahur nun, ƙǝrǝs ni hu ǝna tar na. Ənwultenggini ya pǝr ndan tǝ ndaarha nggi tǝthlǝnda Yeeso ni yi ƙǝkafek.
2f0c0d00b9	Hu yanggi kwamanggi ni kyadgha ndaarha mbuwun tal tǝ fingya ƙǝn hwan Faara? Ƙǝsǝr ka karang ni kun fa a thlar ɗun nggi tǝ wuɗǝɓǝla wa? Nanǝn kee, chehema ɗimid ɗaɗǝ ya!
2f0c0e00e2	Nanǝnya, ngwaɗi fa na weng tala ni kun yi mahan. Mbiya ƙǝtǝlang kun wa, ƙǝsǝr kun ndǝna minna, mbǝ wuɗǝɓǝl nun wa. Kamngwa wundakhnaya tǝr rǝfǝd chinggindan nda wa, amma chingya ndǝna tǝr rǝfǝd wanggindan.
2f0c0f00a6	Nanǝn kee, ni tǝk mbǝnda fa a ɓǝlang ɗi ˈya nani tǝghǝn ha heu tǝ altenna ka a ɗanggi kun sǝ. A nggǝmɗi kun kaan, nun thlahang nggǝmndǝ ɗa haɗǝ wa?
2f0c100096	Nun a nggǝm fa tǝ nggi, tǝ ndaarha tsaukwi haghǝn a kun wa. Amma na niifa ndaarha ǝnang ni thlǝrɓuyirha kun, wal yi kun tǝ kwaman nggaɓaarha.
2f0c11003e	A hur nafini thlǝnang ni kun ɗǝ na yanɗa sǝ hukka kun wa?
2f0c1200b8	Hwanɗi Titus a ɗǝgha thlǝman nun ɗǝ, thlǝnɗi wanma nǝm ɗǝ a samadghǝn. Nduwa huk na Titus kun wa? Mbǝ Sǝsǝna tal na a laf ƙǝm wa? Mbǝ kwamana tal nǝm a takkwarha wa?
2f0c1300d6	Nuwun a numad ndaarha nan a thlang fad nan sǝ a har nun wa? Awo, naghan a ndikrha ƙǝla na mid Ƙǝrǝsti ndiyim a mbed Faara. Shayina nggǝm ni, kala ˈya nǝm a ǝnaarha, nan a ǝnaghǝn ka a ɗanggǝn kun sǝ.
2f0c14012a	Ƙǝsǝr niyi a tǝrǝmnda, a ɓaɗiɓa, mbi ɓa wal kun ƙǝla na minna wa, kun ƙǝm mbun ɓa wal nggi ƙǝla na mid nun wa. Niyi a tǝrǝmnda asǝmha nagha yanda sǝ, tǝ sǝrǝkrha, tǝ hufrha hura kaan, tǝ nggǝm alteena, tǝ sǝb thlǝma, tǝ kiki ndan, tǝ manang alteena, tǝ kakyathlanga.
2f0c150107	Niya tǝrǝmnda a nggǝr ɗi wutta thlǝmad nun ɗǝ, na Faar na a tse ngguchit a mbed nun, tǝ ƙǝm sǝbgha hurna ɗǝ ƙǝsǝr ka fingya ǝnagha ɗimiyirha kaar, malang ngwanda ɗimiyid ndan wa, ǝn tsanda, tǝ ǝna kulafayirha, tǝ ǝn shilee kyana nda sahai.
2f0d01009b	Yanɗiya ndǝna wii tal na yi mahan a thlǝmad nun ɗǝ. Ƙǝla ndaana ɗeleewar Faara, “Tǝta ni a kyagha ˈya ɓa a mii shedawaya sǝri nduwa mahan.”
2f0d020101	Hu wii tal na yi sǝri ˈwaɗi teena ƙǝsɗi thlǝmad nafini ǝnagha ɗimiyirha tǝ fingya heu a malangganda ǝna ɗimiyirha. Nanǝnya mbuwani a thlǝmad nun, niya nggǝr ƙǝs thlǝmad nun, ƙǝsǝr a ɓaɗiɓa mbǝ niifa sǝ hǝrǝkrha ma tsǝtsǝlla wa.
2f0d0300ae	Na minnun sǝ a kyaɗang ndaarha ni kun na Ƙǝrǝsti a ndikrha tǝ nggi. Mbǝ ƙǝɗeng nǝn shembe hu ǝn ǝnadghǝn a fad nun wa, amma nǝghǝn tǝ sǝsǝmnda fa ahur nun.
2f0d0400e3	Ko tawang na nda ɗǝ hu yamid shembe aten kaɗiirha, amma tǝ sǝsǝmnda Faara ni nanǝn tǝ yibrha fa. Ko nanǝn mbǝm tǝ shembe ahurghǝn wa, amma tǝ sǝsǝmnda Faara nǝm a tsaurha tǝghǝn ahu taara nan a ǝnaarha a kun.
2f0d0500f4	Ƙǝƙǝraman fad nun ko nuwun a takkwa Yeeso Ƙǝrǝsti tǝ ƙǝkafek, nama naarha ƙǝƙǝrang nda fad nun. Sǝnggunsǝ tǝ ndaarha na Yeeso Ƙǝrǝsti ahur nun wa? Amma a mbǝ Ƙǝrǝsti ahur nun wa, tsauɗǝ fǝlɗun hai hu ƙǝƙǝrrǝɗi.
2f0d06003f	Niyi a shiteena nun a sǝndasǝ fǝlwum hai hu ƙǝƙǝrɗi wa.
2f0d0700e3	Amma naghan a hwan Faara nun ɗǝ ǝna ˈya mbuwa ngga. Mbǝ ka a nagha fiya ndǝn tsauka ƙǝla pedna fad nan hu ƙǝƙǝrrǝɗi wa, amma a sǝnunsǝ ǝnaɗun ǝnɗi kamngga, ko nanǝn asǝmha nǝghǝm a naghǝn fǝlɗǝm hai.
2f0d080052	Ƙǝsǝr mbǝ ˈyasǝ nǝm ǝnang nda ƙǝkafek fa wa, amma ƙǝl a ƙǝkafek kee.
