1300000005	Psalm
42020e00d3	Doch ich habe etwas wider dich: Du hast dort Leute, die der Lehre Bileams anhangen, der den Balak unterwies, den Israeliten einen Fallstrick zu legen, so daß sie von den Götzenopfern aßen und Unzucht trieben.
42020f004b	So hast auch du in deiner Mitte Leute, die der Lehre der Nikolaiten folgen.
4202100072	Darum ändere deinen Sinn! Sonst komme ich bald über dich und werde sie bekämpfen mit dem Schwert meines Mundes.
42021100ef	Wer Ohren hat, der höre, was der Geist den Gemeinden sagt! / Dem Sieger will ich geben von dem verborgenen Manna, und ich will ihm geben einen weißen Stein; auf dem Stein soll ein neuer Name stehen, den niemand kennt als der Empfänger.'
4202120098	Dem Engel der Gemeinde in Thyatira schreibe: / So spricht der Sohn Gottes, der Augen hat wie eine Feuerflamme, und dessen Füße dem Silbererz gleichen:
42021300b2	'Ich kenne deine Werke — deine Liebe, deinen Glauben, deine Dienstleistungen und deine Beharrlichkeit —, und ich weiß, du hast in letzter Zeit noch mehr gewirkt als früher.
42021400cf	Aber ich habe dies wider dich: Du läßt Isebel, dein Weib, gewähren: die gibt sich für eine Prophetin aus und verführt meine Knechte durch ihre Lehre, Hurerei zu treiben und Götzenopferfleisch zu essen.
420215005e	Ich habe ihr Frist gegeben zur Bekehrung; doch sie will sich nicht bekehren von ihrer Unzucht.
4202160094	Sieh, ich werfe sie aufs Krankenbett, und die mit ihr die Ehe brechen, bringe ich in große Trübsal, wenn sie sich nicht von ihren Werken bekehren.
42021700c9	Und ihre Kinder will ich des Todes sterben lassen. Denn alle Gemeinden sollen erkennen, daß ich es bin, der Nieren und Herzen erforscht; und ich will einem jeden von euch vergelten nach seinen Werken.
42021800bb	Euch anderen aber in Thyatira sage ich, allen, die dieser Lehre nicht folgen und die Tiefen Satans nicht 'erkannt' haben — wie sie sich rühmen —: Ich lege euch weiter keine Last auf.
420219003b	Doch haltet fest an dem, was ihr schon habt, bis ich komme!
42021a0059	Wer siegt und meine Werke bis ans Ende hält, dem will ich Macht geben über die Völker,
42021b0054	und er soll sie mit eisernem Stab weiden, wie man Töpfergeschirr in Stücke bricht.
42021c005d	Diese Macht habe auch ich empfangen von meinem Vater. Und ich will ihm geben den Morgenstern.
42021d003c	Wer Ohren hat, der höre, was der Geist den Gemeinden sagt!'
42030100c5	Dem Engel der Gemeinde in Sardes schreibe: / So spricht, der die sieben Geister Gottes hat und die sieben Sterne: / 'Ich kenne deine Werke: du lebst nur dem Namen nach; in Wirklichkeit bist du tot!
4203020093	Werde wach und stärke das, was noch da ist, und was auch schon dem Tod nahe war! Denn ich habe deine Werke nicht völlig erfunden vor meinem Gott.
42030300f5	Denke daran, mit welcher Lust du einst (das Wort) aufgenommen und gehört hast! Bewahre es und ändere deinen Sinn! Doch wachst du nicht, so will ich kommen wie ein Dieb, und du sollst nicht wissen, zu welcher Stunde ich über dich kommen werde.
4203040098	Du hast indes noch einige Leute in Sardes, die ihre Kleider nicht befleckt haben: die sollen mit mir wandeln in weißen Kleidern, denn sie sind es wert.
42030500c8	Der Sieger soll mit weißen Kleidern geschmückt werden, und ich will seinen Namen nicht auslöschen aus dem Lebensbuch; sondern ich werde seinen Namen bekennen vor meinem Vater und vor seinen Engeln.
420306003c	Wer Ohren hat, der höre, was der Geist den Gemeinden sagt!'
42030700d5	Dem Engel der Gemeinde in Philadelphia schreibe: / So spricht der Heilige, der Wahrhaftige, der den Schlüssel Davids hat, der öffnet, so daß niemand schließen kann, der schließt, so daß niemand öffnen darf;
42030800ca	'Ich kenne deine Werke! Sieh, ich habe dir eine Tür aufgetan, die niemand schließen kann. Denn du hast nur eine kleine Kraft; trotzdem hast du mein Wort festgehalten und meinen Namen nicht verleugnet.
420309010a	Sieh, ich führe dir (Anhänger) zu aus Satans Versammlung, aus dem Kreis derer, die sich Juden nennen; doch sie sind es nicht, sie lügen! Sieh, ich will sie dahin bringen, daß sie kommen und sich zu deinen Füßen niederwerfen und erkennen, daß ich dich geliebt.
42030a00db	Weil du das Wort, das zum geduldigen Warten auf mein Kommen mahnt, bewahrt hast, so will auch ich dich bewahren vor der Stunde der Versuchung, die über den ganzen Weltkreis kommen soll, um die Erdbewohner zu versuchen.
42030b004d	Ich komme bald! Halte fest, was du hast, damit dir niemand deine Krone raube!
42030c0130	Den Sieger will ich zu einer Säule in dem Tempel meines Gottes machen, und er soll seinen Platz nie mehr verlassen. Ich will auf ihn schreiben den Namen meines Gottes und den Namen der Stadt meines Gottes, des neuen Jerusalems, das aus dem Himmel herniedersteigt von meinem Gott, und meinen neuen Namen.
42030d003c	Wer Ohren hat, der höre, was der Geist den Gemeinden sagt!'
42030e0091	Dem Engel der Gemeinde in Laodizea schreibe: / So spricht, der das Jawort ist, der treue und wahrhaftige Zeuge, der Anfang der Schöpfung Gottes:
42030f0059	'Ich kenne deine Werke: du bist weder kalt noch warm. Ach, daß du kalt oder warm wärst!
420310005c	So aber, weil du lau bist und weder kalt noch warm, will ich dich ausspeien aus meinem Mund.
42031100a2	Du sagst: Ich bin reich, ich habe Schätze gewonnen und bedarf nichts! Und dabei weißt du nicht, daß gerade du elend bist und jämmerlich, arm, blind und bloß.
42031200fd	Darum rate ich dir: kaufe von mir Gold, wie es geglüht aus dem Feuer kommt, damit du reich werdest, und weiße Kleider zum Anziehen, damit sich nicht die Schande deiner Blöße offenbare, und Salbe zum Bestreichen deiner Augen, damit du sehen könnest!
420313007f	Alle, die ich liebhabe, die weise ich zurecht und züchtige ich. So raffe dich denn auf zu neuem Eifer und ändere deinen Sinn!
42031400a4	Sieh, ich stehe vor der Tür und klopfe an. Wer meine Stimme hört und mir die Tür öffnet, bei dem will ich einkehren und das Mahl mit ihm halten, und er mit mir.
4203150093	Dem Sieger will ich geben, mit mir auf meinem Thron zu sitzen, wie auch ich den Sieg errungen habe und nun mit meinem Vater auf seinem Thron sitze.
420316003d	Wer Ohren hat, der höre, was der Geist den Gemeinden sagt!'"
42040100d6	Dann schaute ich, und sieh, eine Tür war aufgetan im Himmel. Da rief die erste Stimme, die ich wie Posaunenschall mit mir hatte reden hören: "Steig hierher empor! Ich will dir zeigen, was hernach geschehen soll."
4204020068	Sofort ward ich vom Geist erfüllt. Ich sah: es stand ein Thron im Himmel, und auf dem Thron saß einer.
4204030073	Der da saß, glich an Aussehen einem Jaspis und Sarder, und ein Regenbogen war rings um den Thron, wie ein Smaragd.
4204040090	Rings um den Thron sah ich vierundzwanzig Älteste sitzen; die waren angetan mit weißen Kleidern und hatten auf ihren Häuptern goldene Kronen.
4204050089	Von dem Thron gingen Blitze aus und laute Donnerschläge. Sieben Feuerfackeln brannten vor dem Thron: das sind die sieben Geister Gottes.
42040600ac	Vor dem Thron war (eine weite Fläche) wie ein Meer, durchsichtig gleich Kristall. Mitten in dem Thron und um den Thron sah ich vier Lebewesen voller Augen vorn und hinten.
420407009f	Das erste Lebewesen glich einem Löwen, das zweite glich einem Stier, das dritte hatte ein Antlitz wie ein Mensch, und das vierte glich einem fliegenden Adler.
42040800df	Jedes der vier Lebewesen hatte sechs Flügel; ringsum und innen waren sie voll Augen, und sie sangen unaufhörlich Tag und Nacht: / Heilig, heilig, heilig ist Gott der Herr, der Allgewaltige, Er, der war und ist und kommt!"
4204090073	Und sooft die Lebewesen Preis, Ehre und Dank darbringen dem, der auf dem Thron sitzt, der da lebt in alle Ewigkeit,
42040a00b5	fallen die vierundzwanzig Ältesten nieder vor dem, der auf dem Thron sitzt, und beten ihn an, der da lebt in alle Ewigkeit. Sie legen ihre Kronen nieder vor dem Thron und sprechen:
42040b00d2	"Du, unser Herr und Gott, bist würdig, den Lobpreis zu empfangen, die Ehre und die Macht. Denn du hast alle Dinge erschaffen, und weil es dein Wille war, sind sie ins Dasein eingetreten und erschaffen worden."
420501009d	Ich sah in der rechten Hand dessen, der auf dem Thron saß, ein Buch, beschrieben auf der Innenseite und auf der Außenseite verschlossen mit sieben Siegeln.
4205020080	Auch sah ich einen starken Engel, der rief mit lauter Stimme: "Wer ist würdig, das Buch zu öffnen und seine Siegel zu lösen?"
4205030065	Doch niemand im Himmel, auf Erden und unter der Erde vermochte das Buch zu öffnen und hineinzusehen.
420504005f	Da weinte ich sehr, weil niemand würdig erfunden wurde, das Buch zu öffnen und hineinzusehen.
42050500b9	Aber einer der Ältesten sprach zu mir: "Weine nicht! Sieh, es hat gesiegt der Löwe aus dem Stamme Juda, Davids Wurzelsproß, so daß er öffnen kann das Buch und seine sieben Siegel!"
4205060108	Da sah ich inmitten des Throns und der vier Lebewesen und inmitten der Ältesten ein Lamm stehen, das aussah, als wäre es geopfert: das hatte sieben Hörner und sieben Augen — ein Sinnbild der sieben Geister Gottes, die ausgesandt sind über die ganze Erde —.
4205070054	Es trat hinzu und nahm das Buch aus der rechten Hand dessen, der auf dem Thron saß.
42050800e7	Als es das Buch ergriffen hatte, da fielen die vier Lebewesen und die vierundzwanzig Ältesten nieder vor dem Lamm. Jeder hatte eine Harfe und goldene Schalen voller Weihrauch — die sind ein Bild von den Gebeten der Heiligen —.
42050900f3	Sie sangen ein neues Lied und sprachen: / Du bist würdig, das Buch zu nehmen und seine Siegel zu lösen; denn du bist geopfert worden und hast Menschen für Gott erkauft mit deinem Blut aus allen Stämmen, Sprachen, Völkern und Geschlechtern
42050a0072	und hast sie gemacht für unseren Gott zu Königen und Priestern, und herrschen werden sie als Könige auf Erden."
42050b00af	Dann sah ich hin: Da hörte ich die Stimme vieler Engel rings um den Thron, die Lebewesen und die Ältesten. Ihre Zahl war zehntausendmal Zehntausende und tausendmal Tausende.
42050c0098	Sie riefen mit lauter Stimme: / "Das Lamm, das geopfert ist, ist würdig, zu empfangen Macht, Reichtum, Weisheit und Kraft, Ehre, Herrlichkeit und Lob!"
42050d00e9	Und alle Geschöpfe im Himmel, auf Erden, unter der Erde und auf dem Meer, ja alles, was darinnen ist, hörte ich sagen: / "Dem, der auf dem Thron sitzt, und dem Lamm, gebühren Lob und Ehre, Herrlichkeit und Kraft in alle Ewigkeit!"
42050e0054	Die vier Lebewesen sprachen: "Amen". Und die Ältesten fielen nieder und beteten an.
420601008d	Nun sah ich, wie das Lamm das erste von den sieben Siegeln löste, und ich hörte eins der vier Lebewesen wie mit Donnerstimme rufen: "Komm!"
420602008b	Da sah ich: es erschien ein weißes Roß. Sein Reiter hatte einen Bogen, und ihm ward ein Kranz gereicht. Dann zog er aus von Sieg zu Sieg.
4206030055	Als das Lamm das zweite Siegel löste, hörte ich das zweite Lebewesen rufen: "Komm!"
42060400e5	Da kam ein anderes Roß hervor, von feuerroter Farbe, und seinem Reiter ward die Macht gegeben, den Frieden von der Erde wegzunehmen und die Menschen anzureizen, einander hinzumorden; es ward ihm auch ein großes Schwert gegeben.
42060500af	Als das Lamm das dritte Siegel löste, hörte ich das dritte Lebewesen rufen: "Komm!" Da sah ich: es erschien ein schwarzes Roß, und sein Reiter hatte eine Waage in der Hand.
42060600c1	Ich hörte, wie eine Stimme in der Mitte der vier Lebewesen sagte: "Ein Maß Weizen für einen Silberling und drei Maß Gerste für einen Silberling! Dem Öl und Wein jedoch tu keinen Schaden!"
4206070062	Als das Lamm das vierte Siegel löste, hörte ich die Stimme des vierten Lebewesens rufen: "Komm!"
420608010d	Da sah ich: es erschien ein fahles Roß. Sein Reiter trug den Namen "Tod", und die "Unterwelt" folgte ihm auf dem Fuß. Und sie empfingen Macht über den vierten Teil der Erde, (die Menschen) zu töten durch Schwert, Hunger und Pest und durch die wilden Tiere der Erde.
42060900be	Als das Lamm das fünfte Siegel löste, sah ich unter dem Altar die Seelen derer, die hingeschlachtet waren um des Wortes Gottes willen und wegen des Zeugnisses, das sie treu bewahrt hatten.
42060a00b9	Sie riefen mit lauter Stimme und sprachen: "Wie lange, o heiliger und wahrhaftiger Herr, soll es noch währen, bis du das Gericht vollziehst und unser Blut an den Erdbewohnern rächst?"
42060b00e4	Jeder von ihnen empfing ein weißes Kleid, und sie wurden aufgefordert, noch eine kurze Weile in Geduld zu warten, bis auch ihre Mitknechte ihren Lauf vollendet hätten: ihre Brüder, die ebenso wie sie den Tod erleiden sollten.
42060c00a8	Dann sah ich, wie das Lamm das sechste Siegel löste. Da entstand ein starkes Erdbeben. Die Sonne wurde schwarz wie ein härener Sack. Der ganze Mond erschien wie Blut.
42060d007e	Die Sterne des Himmels fielen auf die Erde, als wenn ein Feigenbaum, von starkem Wind bewegt, seine unreifen Früchte abwirft.
42060e0073	Der Himmel entwich wie ein Buch, das man zusammenrollt; und alle Berge und Inseln wurden von ihrer Stelle gerückt.
42060f00af	Die Könige der Erde, die Gewaltigen und die Feldobersten, die Reichen und die Starken, alle Leibeigenen und alle Freien verbargen sich in die Höhlen und die Felsen der Berge
4206100098	und sprachen zu den Bergen und Felsen: "Fallt über uns und verbergt uns vor dem Angesicht dessen, der auf dem Thron sitzt, und vor dem Zorn des Lammes!
4206110045	Denn der große Tag ihres Zornes ist gekommen; wer kann da bestehen?"
42070100b9	Dann sah ich vier Engel stehen an den vier Enden der Erde, die hielten die vier Winde der Erde fest, damit kein Wind wehe über die Erde noch über das Meer noch über irgendeinen Baum.
42070200e2	Auch sah ich einen anderen Engel aufsteigen von Sonnenaufgang her, der trug das Siegel des lebendigen Gottes, und er rief mit lauter Stimme den vier Engeln zu, die Macht empfangen hatten, die Erde und das Meer zu beschädigen,
420703008e	und sprach: "Beschädigt nicht die Erde noch das Meer noch die Bäume, bis wir die Knechte unseres Gottes versiegelt haben auf ihren Stirnen!"
4207040078	Dann vernahm ich die Zahl der Versiegelten: es waren hundertvierundvierzigtausend aus allen Stämmen der Kinder Israels.
4207050076	Aus dem Stamm Juda waren zwölftausend versiegelt, aus dem Stamm Ruben zwölftausend, aus dem Stamm Gad zwölftausend.
420706006d	Aus dem Stamm Asser zwölftausend, aus dem Stamm Naphtali zwölftausend, aus dem Stamm Manasse zwölftausend.
420707006b	Aus dem Stamm Simeon zwölftausend, aus dem Stamm Levi zwölftausend, aus dem Stamm Isaschar zwölftausend.
420708007e	Aus dem Stamm Sebulon zwölftausend, aus dem Stamm Josef zwölftausend, aus dem Stamm Benjamin waren zwölftausend versiegelt.
42070900ec	Danach sah ich eine große Schar, die niemand zählen konnte, aus allen Geschlechtern, Stämmen, Völkern und Sprachen, die stand vor dem Thron und dem Lamm. Sie waren angetan mit weißen Kleidern und trugen Palmenzweige in den Händen.
42070a0077	Sie riefen mit lauter Stimme: / "Das Heil wird uns zuteil von unserem Gott, der auf dem Thron sitzt, und von dem Lamm."
42070b0095	Alle Engel standen rings um den Thron und um die Ältesten und die vier Lebewesen. Sie fielen vor dem Thron nieder auf ihr Angesicht, beteten Gott an
42070c008f	und sprachen: / "Ja, so ist's. Lob, Herrlichkeit und Weisheit, Dank und Ehre, Macht und Stärke gebühren unserem Gott in alle Ewigkeit. Amen."
42070d008a	Da nahm einer von den Ältesten das Wort und sprach zu mir: "Wer sind diese, die die weißen Kleider tragen, und woher sind sie gekommen?"
42070e00b4	Ich antwortete ihm: "Mein Herr, du weißt es." Da sprach er zu mir: "Diese sind gekommen aus der großen Trübsal und haben ihre Kleider in des Lammes Blut gewaschen und gebleicht.
42070f009c	Darum stehen sie nun vor Gottes Thron und dienen ihm bei Tag und Nacht in seinem Tempel; und er, der auf dem Thron sitzt, wird sie in seinem Zelt schützen.
420710005e	Sie wird nicht mehr hungern, nicht mehr dürsten; die Sonne und der Glutwind trifft sie nicht.
420711009b	Denn das Lamm, das mitten vor dem Thron steht, wird sie weiden und leiten zu des Lebens Wasserquellen, und Gott wird alle Tränen aus ihren Augen wischen."
4208010064	Als das Lamm das siebente Siegel löste, trat eine Stille ein im Himmel etwa eine halbe Stunde lang.
4208020051	Ich sah die sieben Engel, die vor Gott stehen, und sie empfingen sieben Posaunen.
42080300d7	Dann kam ein anderer Engel und trat an den Altar. Der hatte ein goldenes Rauchfaß, und er empfing viel Weihrauch, damit er ihn zugleich mit den Gebeten aller Heiligen auf dem goldenen Altar vor dem Thron darbringe.
4208040066	Und die Weihrauchwolke stieg zugleich mit den Gebeten der Heiligen aus des Engels Hand vor Gott empor.
42080500a3	Dann nahm der Engel das Rauchfaß, füllte es mit glühenden Kohlen vom Altar und schüttete es auf die Erde. Da folgten laute Donnerschläge, Blitze und Erdbeben.
