2800000008	mathiḥ
3a03130058	ataste tat sthānaṁ praveṣṭum aviśvāsāt nāśaknuvan iti vayaṁ vīkṣāmahe|
3a04010096	aparaṁ tadviśrāmaprāpteḥ pratijñā yadi tiṣṭhati tarhyasmākaṁ kaścit cet tasyāḥ phalena vañcito bhavet vayam etasmād bibhīmaḥ|
3a040200da	yato 'smākaṁ samīpe yadvat tadvat teṣāṁ samīpe'pi susaṁvādaḥ pracārito 'bhavat kintu taiḥ śrutaṁ vākyaṁ tān prati niṣphalam abhavat, yataste śrotāro viśvāsena sārddhaṁ tannāmiśrayan|
3a040300fa	tad viśrāmasthānaṁ viśvāsibhirasmābhiḥ praviśyate yatastenoktaṁ, "ahaṁ kopāt śapathaṁ kṛtavān imaṁ, pravekṣyate janairetai rna viśrāmasthalaṁ mama|" kintu tasya karmmāṇi jagataḥ sṛṣṭikālāt samāptāni santi|
3a04040096	yataḥ kasmiṁścit sthāne saptamaṁ dinamadhi tenedam uktaṁ, yathā, "īśvaraḥ saptame dine svakṛtebhyaḥ sarvvakarmmabhyo viśaśrāma|"
3a04050064	kintvetasmin sthāne punastenocyate, yathā, "pravekṣyate janairetai rna viśrāmasthalaṁ mama|"
3a04060083	phalatastat sthānaṁ kaiścit praveṣṭavyaṁ kintu ye purā susaṁvādaṁ śrutavantastairaviśvāsāt tanna praviṣṭam,
3a040700f1	iti hetoḥ sa punaradyanāmakaṁ dinaṁ nirūpya dīrghakāle gate'pi pūrvvoktāṁ vācaṁ dāyūdā kathayati, yathā, "adya yūyaṁ kathāṁ tasya yadi saṁśrotumicchatha, tarhi mā kurutedānīṁ kaṭhināni manāṁsi vaḥ|"
3a0408007a	aparaṁ yihośūyo yadi tān vyaśrāmayiṣyat tarhi tataḥ param aparasya dinasya vāg īśvareṇa nākathayiṣyata|
3a04090042	ata īśvarasya prajābhiḥ karttavya eko viśrāmastiṣṭhati|
3a040a008f	aparam īśvaro yadvat svakṛtakarmmabhyo viśaśrāma tadvat tasya viśrāmasthānaṁ praviṣṭo jano'pi svakṛtakarmmabhyo viśrāmyati|
3a040b006b	ato vayaṁ tad viśrāmasthānaṁ praveṣṭuṁ yatāmahai, tadaviśvāsodāharaṇena ko'pi na patatu|
3a040c00e9	īśvarasya vādo'maraḥ prabhāvaviśiṣṭaśca sarvvasmād dvidhārakhaṅgādapi tīkṣṇaḥ, aparaṁ prāṇātmano rgranthimajjayośca paribhedāya vicchedakārī manasaśca saṅkalpānām abhipretānāñca vicārakaḥ|
3a040d00ac	aparaṁ yasya samīpe svīyā svīyā kathāsmābhiḥ kathayitavyā tasyāgocaraḥ ko'pi prāṇī nāsti tasya dṛṣṭau sarvvamevānāvṛtaṁ prakāśitañcāste|
3a040e00c4	aparaṁ ya uccatamaṁ svargaṁ praviṣṭa etādṛśa eko vyaktirarthata īśvarasya putro yīśurasmākaṁ mahāyājako'sti, ato heto rvayaṁ dharmmapratijñāṁ dṛḍham ālambāmahai|
3a040f0096	asmākaṁ yo mahāyājako 'sti so'smākaṁ duḥkhai rduḥkhito bhavitum aśakto nahi kintu pāpaṁ vinā sarvvaviṣaye vayamiva parīkṣitaḥ|
3a0410008b	ataeva kṛpāṁ grahītuṁ prayojanīyopakārārtham anugrahaṁ prāptuñca vayam utsāhenānugrahasiṁhāsanasya samīpaṁ yāmaḥ|
3a050100bb	yaḥ kaścit mahāyājako bhavati sa mānavānāṁ madhyāt nītaḥ san mānavānāṁ kṛta īśvaroddeśyaviṣaye'rthata upahārāṇāṁ pāpārthakabalīnāñca dāna niyujyate|
3a05020091	sa cājñānāṁ bhrāntānāñca lokānāṁ duḥkhena duḥkhī bhavituṁ śaknoti, yato hetoḥ sa svayamapi daurbbalyaveṣṭito bhavati|
3a05030072	etasmāt kāraṇācca yadvat lokānāṁ kṛte tadvad ātmakṛte'pi pāpārthakabalidānaṁ tena karttavyaṁ|
3a05040072	sa ghoccapadaḥ svecchātaḥ kenāpi na gṛhyate kintu hāroṇa iva ya īśvareṇāhūyate tenaiva gṛhyate|
3a050500e1	evamprakāreṇa khrīṣṭo'pi mahāyājakatvaṁ grahītuṁ svīyagauravaṁ svayaṁ na kṛtavān, kintu "madīyatanayo'si tvam adyaiva janito mayeti" vācaṁ yastaṁ bhāṣitavān sa eva tasya gauravaṁ kṛtavān|
3a0506005f	tadvad anyagīte'pīdamuktaṁ, tvaṁ malkīṣedakaḥ śreṇyāṁ yājako'si sadātanaḥ|
3a050700cc	sa ca dehavāsakāle bahukrandanenāśrupātena ca mṛtyuta uddharaṇe samarthasya pituḥ samīpe punaḥ punarvinatiṁ prarthanāñca kṛtvā tatphalarūpiṇīṁ śaṅkāto rakṣāṁ prāpya ca
3a0508004f	yadyapi putro'bhavat tathāpi yairakliśyata tairājñāgrahaṇam aśikṣata|
3a0509006d	itthaṁ siddhībhūya nijājñāgrāhiṇāṁ sarvveṣām anantaparitrāṇasya kāraṇasvarūpo 'bhavat|
3a050a0052	tasmāt sa malkīṣedakaḥ śreṇībhukto mahāyājaka īśvareṇākhyātaḥ|
3a050b0069	tamadhyasmākaṁ bahukathāḥ kathayitavyāḥ kintu tāḥ stabdhakarṇai ryuṣmābhi rdurgamyāḥ|
3a050c0117	yato yūyaṁ yadyapi samayasya dīrghatvāt śikṣakā bhavitum aśakṣyata tathāpīśvarasya vākyānāṁ yā prathamā varṇamālā tāmadhi śikṣāprāpti ryuṣmākaṁ punarāvaśyakā bhavati, tathā kaṭhinadravye nahi kintu dugdhe yuṣmākaṁ prayojanam āste|
3a050d0048	yo dugdhapāyī sa śiśurevetikāraṇāt dharmmavākye tatparo nāsti|
3a050e008f	kintu sadasadvicāre yeṣāṁ cetāṁsi vyavahāreṇa śikṣitāni tādṛśānāṁ siddhalokānāṁ kaṭhoradravyeṣu prayojanamasti|
3a06010089	vayaṁ mṛtijanakakarmmabhyo manaḥparāvarttanam īśvare viśvāso majjanaśikṣaṇaṁ hastārpaṇaṁ mṛtalokānām utthānam
3a060200b2	anantakālasthāyivicārājñā caitaiḥ punarbhittimūlaṁ na sthāpayantaḥ khrīṣṭaviṣayakaṁ prathamopadeśaṁ paścātkṛtya siddhiṁ yāvad agrasarā bhavāma|
3a06030035	īśvarasyānumatyā ca tad asmābhiḥ kāriṣyate|
3a06040068	ya ekakṛtvo dīptimayā bhūtvā svargīyavararasam āsvaditavantaḥ pavitrasyātmano'ṁśino jātā
3a06050058	īśvarasya suvākyaṁ bhāvikālasya śaktiñcāsvaditavantaśca te bhraṣṭvā yadi
3a0606009e	svamanobhirīśvarasya putraṁ punaḥ kruśe ghnanti lajjāspadaṁ kurvvate ca tarhi manaḥparāvarttanāya punastān navīnīkarttuṁ ko'pi na śaknoti|
3a060700b2	yato yā bhūmiḥ svopari bhūyaḥ patitaṁ vṛṣṭiṁ pivatī tatphalādhikāriṇāṁ nimittam iṣṭāni śākādīnyutpādayati sā īśvarād āśiṣaṁ prāptā|
3a0608007f	kintu yā bhūmi rgokṣurakaṇṭakavṛkṣān utpādayati sā na grāhyā śāpārhā ca śeṣe tasyā dāho bhaviṣyati|
3a060900aa	he priyatamāḥ, yadyapi vayam etādṛśaṁ vākyaṁ bhāṣāmahe tathāpi yūyaṁ tata utkṛṣṭāḥ paritrāṇapathasya pathikāścādhva iti viśvasāmaḥ|
3a060a00a6	yato yuṣmābhiḥ pavitralokānāṁ ya upakāro 'kāri kriyate ca teneśvarasya nāmne prakāśitaṁ prema śramañca vismarttum īśvaro'nyāyakārī na bhavati|
3a060b0081	aparaṁ yuṣmākam ekaiko jano yat pratyāśāpūraṇārthaṁ śeṣaṁ yāvat tameva yatnaṁ prakāśayedityaham icchāmi|
3a060c008c	ataḥ śithilā na bhavata kintu ye viśvāsena sahiṣṇutayā ca pratijñānāṁ phalādhikāriṇo jātāsteṣām anugāmino bhavata|
3a060d00b7	īśvaro yadā ibrāhīme pratyajānāt tadā śreṣṭhasya kasyāpyaparasya nāmnā śapathaṁ karttuṁ nāśaknot, ato hetoḥ svanāmnā śapathaṁ kṛtvā tenoktaṁ yathā,
3a060e0053	"satyam ahaṁ tvām āśiṣaṁ gadiṣyāmi tavānvayaṁ varddhayiṣyāmi ca|"
3a060f0061	anena prakāreṇa sa sahiṣṇutāṁ vidhāya tasyāḥ pratyāśāyāḥ phalaṁ labdhavān|
3a06100083	atha mānavāḥ śreṣṭhasya kasyacit nāmnā śapante, śapathaśca pramāṇārthaṁ teṣāṁ sarvvavivādāntako bhavati|
3a061100a9	ityasmin īśvaraḥ pratijñāyāḥ phalādhikāriṇaḥ svīyamantraṇāyā amoghatāṁ bāhulyato darśayitumicchan śapathena svapratijñāṁ sthirīkṛtavān|
3a061200be	ataeva yasmin anṛtakathanam īśvarasya na sādhyaṁ tādṛśenācalena viṣayadvayena sammukhastharakṣāsthalasya prāptaye palāyitānām asmākaṁ sudṛḍhā sāntvanā jāyate|
3a0613006f	sā pratyāśāsmākaṁ manonaukāyā acalo laṅgaro bhūtvā vicchedakavastrasyābhyantaraṁ praviṣṭā|
3a0614006b	tatraivāsmākam agrasaro yīśuḥ praviśya malkīṣedakaḥ śreṇyāṁ nityasthāyī yājako'bhavat|
3a070100a0	śālamasya rājā sarvvoparisthasyeśvarasya yājakaśca san yo nṛpatīnāṁ māraṇāt pratyāgatam ibrāhīmaṁ sākṣātkṛtyāśiṣaṁ gaditavān,
3a070200bb	yasmai cebrāhīm sarvvadravyāṇāṁ daśamāṁśaṁ dattavān sa malkīṣedak svanāmno'rthena prathamato dharmmarājaḥ paścāt śālamasya rājārthataḥ śāntirājo bhavati|
3a070300d7	aparaṁ tasya pitā mātā vaṁśasya nirṇaya āyuṣa ārambho jīvanasya śeṣaścaiteṣām abhāvo bhavati, itthaṁ sa īśvaraputrasya sadṛśīkṛtaḥ, sa tvanantakālaṁ yāvad yājakastiṣṭhati|
3a07040089	ataevāsmākaṁ pūrvvapuruṣa ibrāhīm yasmai luṭhitadravyāṇāṁ daśamāṁśaṁ dattavān sa kīdṛk mahān tad ālocayata|
3a070500aa	yājakatvaprāptā leveḥ santānā vyavasthānusāreṇa lokebhyo'rthata ibrāhīmo jātebhyaḥ svīyabhrātṛbhyo daśamāṁśagrahaṇasyādeśaṁ labdhavantaḥ|
3a070600a0	kintvasau yadyapi teṣāṁ vaṁśāt notpannastathāpībrāhīmo daśamāṁśaṁ gṛhītavān pratijñānām adhikāriṇam āśiṣaṁ gaditavāṁśca|
3a0707005a	aparaṁ yaḥ śreyān sa kṣudratarāyāśiṣaṁ dadātītyatra ko'pi sandeho nāsti|
3a07080097	aparam idānīṁ ye daśamāṁśaṁ gṛhlanti te mṛtyoradhīnā mānavāḥ kintu tadānīṁ yo gṛhītavān sa jīvatītipramāṇaprāptaḥ|
3a07090072	aparaṁ daśamāṁśagrāhī levirapībrāhīmdvārā daśamāṁśaṁ dattavān etadapi kathayituṁ śakyate|
3a070a0067	yato yadā malkīṣedak tasya pitaraṁ sākṣāt kṛtavān tadānīṁ sa leviḥ pitururasyāsīt|
3a070b0127	aparaṁ yasya sambandhe lokā vyavasthāṁ labdhavantastena levīyayājakavargeṇa yadi siddhiḥ samabhaviṣyat tarhi hāroṇasya śreṇyā madhyād yājakaṁ na nirūpyeśvareṇa malkīṣedakaḥ śreṇyā madhyād aparasyaikasya yājakasyotthāpanaṁ kuta āvaśyakam abhaviṣyat?
3a070c004e	yato yājakavargasya vinimayena sutarāṁ vyavasthāyā api vinimayo jāyate|
3a070d0091	aparañca tad vākyaṁ yasyoddeśyaṁ so'pareṇa vaṁśena saṁyuktā'sti tasya vaṁśasya ca ko'pi kadāpi vedyāḥ karmma na kṛtavān|
3a070e00a7	vastutastu yaṁ vaṁśamadhi mūsā yājakatvasyaikāṁ kathāmapi na kathitavān tasmin yihūdāvaṁśe'smākaṁ prabhu rjanma gṛhītavān iti suspaṣṭaṁ|
3a070f0081	tasya spaṣṭataram aparaṁ pramāṇamidaṁ yat malkīṣedakaḥ sādṛśyavatāpareṇa tādṛśena yājakenodetavyaṁ,
3a0710007e	yasya nirūpaṇaṁ śarīrasambandhīyavidhiyuktayā vyavasthāyā na bhavati kintvakṣayajīvanayuktayā śaktyā bhavati|
3a07110076	yata īśvara idaṁ sākṣyaṁ dattavān, yathā, "tvaṁ maklīṣedakaḥ śreṇyāṁ yājako'si sadātanaḥ|"
3a0712008b	anenāgravarttino vidhe durbbalatāyā niṣphalatāyāśca hetorarthato vyavasthayā kimapi siddhaṁ na jātamitihetostasya lopo bhavati|
3a0713006a	yayā ca vayam īśvarasya nikaṭavarttino bhavāma etādṛśī śreṣṭhapratyāśā saṁsthāpyate|
3a07140068	aparaṁ yīśuḥ śapathaṁ vinā na niyuktastasmādapi sa śreṣṭhaniyamasya madhyastho jātaḥ|
3a0715006a	yataste śapathaṁ vinā yājakā jātāḥ kintvasau śapathena jātaḥ yataḥ sa idamuktaḥ, yathā,
3a07160072	"parameśa idaṁ śepe na ca tasmānnivartsyate| tvaṁ malkīṣedakaḥ śreṇyāṁ yājako'si sadātanaḥ|"
3a07170051	te ca bahavo yājakā abhavan yataste mṛtyunā nityasthāyitvāt nivāritāḥ,
3a0718005f	kintvasāvanantakālaṁ yāvat tiṣṭhati tasmāt tasya yājakatvaṁ na parivarttanīyaṁ|
3a071900b1	tato heto rye mānavāsteneśvarasya sannidhiṁ gacchanti tān sa śeṣaṁ yāvat paritrātuṁ śaknoti yatasteṣāṁ kṛte prārthanāṁ karttuṁ sa satataṁ jīvati|
3a071a009d	aparam asmākaṁ tādṛśamahāyājakasya prayojanamāsīd yaḥ pavitro 'hiṁsako niṣkalaṅkaḥ pāpibhyo bhinnaḥ svargādapyuccīkṛtaśca syāt|
3a071b00f4	aparaṁ mahāyājakānāṁ yathā tathā tasya pratidinaṁ prathamaṁ svapāpānāṁ kṛte tataḥ paraṁ lokānāṁ pāpānāṁ kṛte balidānasya prayojanaṁ nāsti yata ātmabalidānaṁ kṛtvā tad ekakṛtvastena sampāditaṁ|
3a071c00ce	yato vyavasthayā ye mahāyājakā nirūpyante te daurbbalyayuktā mānavāḥ kintu vyavasthātaḥ paraṁ śapathayuktena vākyena yo mahāyājako nirūpitaḥ so 'nantakālārthaṁ siddhaḥ putra eva|
3a080100a9	kathyamānānāṁ vākyānāṁ sāro'yam asmākam etādṛśa eko mahāyājako'sti yaḥ svarge mahāmahimnaḥ siṁhāsanasya dakṣiṇapārśvo samupaviṣṭavān
3a08020080	yacca dūṣyaṁ na manujaiḥ kintvīśvareṇa sthāpitaṁ tasya satyadūṣyasya pavitravastūnāñca sevakaḥ sa bhavati|
3a0803008b	yata ekaiko mahāyājako naivedyānāṁ balīnāñca dāne niyujyate, ato hetoretasyāpi kiñcid utsarjanīyaṁ vidyata ityāvaśyakaṁ|
3a08040092	kiñca sa yadi pṛthivyām asthāsyat tarhi yājako nābhaviṣyat, yato ye vyavasthānusārāt naivedyāni dadatyetādṛśā yājakā vidyante|
3a08050127	te tu svargīyavastūnāṁ dṛṣṭāntena chāyayā ca sevāmanutiṣṭhanti yato mūsasi dūṣyaṁ sādhayitum udyate satīśvarastadeva tamādiṣṭavān phalataḥ sa tamuktavān, yathā, "avadhehi girau tvāṁ yadyannidarśanaṁ darśitaṁ tadvat sarvvāṇi tvayā kriyantāṁ|"
3a080600a2	kintvidānīm asau tasmāt śreṣṭhaṁ sevakapadaṁ prāptavān yataḥ sa śreṣṭhapratijñābhiḥ sthāpitasya śreṣṭhaniyamasya madhyastho'bhavat|
3a0807006f	sa prathamo niyamo yadi nirddoṣo'bhaviṣyata tarhi dvitīyasya niyamasya kimapi prayojanaṁ nābhaviṣyat|
3a080800f1	kintu sa doṣamāropayan tebhyaḥ kathayati, yathā, "parameśvara idaṁ bhāṣate paśya yasmin samaye'ham isrāyelavaṁśena yihūdāvaṁśena ca sārddham ekaṁ navīnaṁ niyamaṁ sthirīkariṣyāmyetādṛśaḥ samaya āyāti|
3a08090126	parameśvaro'paramapi kathayati teṣāṁ pūrvvapuruṣāṇāṁ misaradeśād ānayanārthaṁ yasmin dine'haṁ teṣāṁ karaṁ dhṛtvā taiḥ saha niyamaṁ sthirīkṛtavān taddinasya niyamānusāreṇa nahi yatastai rmama niyame laṅghite'haṁ tān prati cintāṁ nākaravaṁ|
3a080a0128	kintu parameśvaraḥ kathayati taddināt paramahaṁ isrāyelavaṁśīyaiḥ sārddham imaṁ niyamaṁ sthirīkariṣyāmi, teṣāṁ citte mama vidhīn sthāpayiṣyāmi teṣāṁ hṛtpatre ca tān lekhiṣyāmi, aparamahaṁ teṣām īśvaro bhaviṣyāmi te ca mama lokā bhaviṣyanti|
3a080b00d3	aparaṁ tvaṁ parameśvaraṁ jānīhītivākyena teṣāmekaiko janaḥ svaṁ svaṁ samīpavāsinaṁ bhrātarañca puna rna śikṣayiṣyati yata ākṣudrāt mahāntaṁ yāvat sarvve māṁ jñāsyanti|
3a080c0079	yato hetorahaṁ teṣām adharmmān kṣamiṣye teṣāṁ pāpānyaparādhāṁśca punaḥ kadāpi na smariṣyāmi|"
3a080d009f	anena taṁ niyamaṁ nūtanaṁ gaditvā sa prathamaṁ niyamaṁ purātanīkṛtavān; yacca purātanaṁ jīrṇāñca jātaṁ tasya lopo nikaṭo 'bhavat|
3a09010060	sa prathamo niyama ārādhanāyā vividharītibhiraihikapavitrasthānena ca viśiṣṭa āsīt|
3a090200ab	yato dūṣyamekaṁ niramīyata tasya prathamakoṣṭhasya nāma pavitrasthānamityāsīt tatra dīpavṛkṣo bhojanāsanaṁ darśanīyapūpānāṁ śreṇī cāsīt|
3a09030068	tatpaścād dvitīyāyāstiraṣkariṇyā abhyantare 'tipavitrasthānamitināmakaṁ koṣṭhamāsīt,
3a090400c8	tatra ca suvarṇamayo dhūpādhāraḥ paritaḥ suvarṇamaṇḍitā niyamamañjūṣā cāsīt tanmadhye mānnāyāḥ suvarṇaghaṭo hāroṇasya mañjaritadaṇḍastakṣitau niyamaprastarau,
3a09050086	tadupari ca karuṇāsane chāyākāriṇau tejomayau kirūbāvāstām, eteṣāṁ viśeṣavṛttāntakathanāya nāyaṁ samayaḥ|
3a0906007d	eteṣvīdṛk nirmmiteṣu yājakā īśvarasevām anutiṣṭhanato dūṣyasya prathamakoṣṭhaṁ nityaṁ praviśanti|
3a090700da	kintu dvitīyaṁ koṣṭhaṁ prativarṣam ekakṛtva ekākinā mahāyājakena praviśyate kintvātmanimittaṁ lokānām ajñānakṛtapāpānāñca nimittam utsarjjanīyaṁ rudhiram anādāya tena na praviśyate|
3a090800a5	ityanena pavitra ātmā yat jñāpayati tadidaṁ tat prathamaṁ dūṣyaṁ yāvat tiṣṭhati tāvat mahāpavitrasthānagāmī panthā aprakāśitastiṣṭhati|
3a090900c6	tacca dūṣyaṁ varttamānasamayasya dṛṣṭāntaḥ, yato hetoḥ sāmprataṁ saṁśodhanakālaṁ yāvad yannirūpitaṁ tadanusārāt sevākāriṇo mānasikasiddhikaraṇe'samarthābhiḥ
3a090a0073	kevalaṁ khādyapeyeṣu vividhamajjaneṣu ca śārīrikarītibhi ryuktāni naivedyāni balidānāni ca bhavanti|
3a090b00ac	aparaṁ bhāvimaṅgalānāṁ mahāyājakaḥ khrīṣṭa upasthāyāhastanirmmitenārthata etatsṛṣṭe rbahirbhūtena śreṣṭhena siddhena ca dūṣyeṇa gatvā
3a090c00a0	chāgānāṁ govatsānāṁ vā rudhiram anādāya svīyarudhiram ādāyaikakṛtva eva mahāpavitrasthānaṁ praviśyānantakālikāṁ muktiṁ prāptavān|
3a090d0076	vṛṣachāgānāṁ rudhireṇa gavībhasmanaḥ prakṣepeṇa ca yadyaśucilokāḥ śārīriśucitvāya pūyante,
3a090e00f3	tarhi kiṁ manyadhve yaḥ sadātanenātmanā niṣkalaṅkabalimiva svameveśvarāya dattavān, tasya khrīṣṭasya rudhireṇa yuṣmākaṁ manāṁsyamareśvarasya sevāyai kiṁ mṛtyujanakebhyaḥ karmmabhyo na pavitrīkāriṣyante?
3a090f00c6	sa nūtananiyamasya madhyastho'bhavat tasyābhiprāyo'yaṁ yat prathamaniyamalaṅghanarūpapāpebhyo mṛtyunā muktau jātāyām āhūtalokā anantakālīyasampadaḥ pratijñāphalaṁ labheran|
3a0910004c	yatra niyamo bhavati tatra niyamasādhakasya bale rmṛtyunā bhavitavyaṁ|
3a0911007d	yato hatena balinā niyamaḥ sthirībhavati kintu niyamasādhako bali ryāvat jīvati tāvat niyamo nirarthakastiṣṭhati|
3a09120041	tasmāt sa pūrvvaniyamo'pi rudhirapātaṁ vinā na sādhitaḥ|
3a091300fe	phalataḥ sarvvalokān prati vyavasthānusāreṇa sarvvā ājñāḥ kathayitvā mūsā jalena sindūravarṇalomnā eṣovatṛṇena ca sārddhaṁ govatsānāṁ chāgānāñca rudhiraṁ gṛhītvā granthe sarvvalokeṣu ca prakṣipya babhāṣe,
3a09140047	yuṣmān adhīśvaro yaṁ niyamaṁ nirūpitavān tasya rudhirametat|
3a09150055	tadvat sa dūṣye'pi sevārthakeṣu sarvvapātreṣu ca rudhiraṁ prakṣiptavān|
3a09160087	aparaṁ vyavasthānusāreṇa prāyaśaḥ sarvvāṇi rudhireṇa pariṣkriyante rudhirapātaṁ vinā pāpamocanaṁ na bhavati ca|
3a091700c5	aparaṁ yāni svargīyavastūnāṁ dṛṣṭāntāsteṣām etaiḥ pāvanam āvaśyakam āsīt kintu sākṣāt svargīyavastūnām etebhyaḥ śreṣṭhe rbalidānaiḥ pāvanamāvaśyakaṁ|
3a091800d8	yataḥ khrīṣṭaḥ satyapavitrasthānasya dṛṣṭāntarūpaṁ hastakṛtaṁ pavitrasthānaṁ na praviṣṭavān kintvasmannimittam idānīm īśvarasya sākṣād upasthātuṁ svargameva praviṣṭaḥ|
3a091900a1	yathā ca mahāyājakaḥ prativarṣaṁ paraśoṇitamādāya mahāpavitrasthānaṁ praviśati tathā khrīṣṭena punaḥ punarātmotsargo na karttavyaḥ,
3a091a00c9	karttavye sati jagataḥ sṛṣṭikālamārabhya bahuvāraṁ tasya mṛtyubhoga āvaśyako'bhavat; kintvidānīṁ sa ātmotsargeṇa pāpanāśārtham ekakṛtvo jagataḥ śeṣakāle pracakāśe|
3a091b0056	aparaṁ yathā mānuṣasyaikakṛtvo maraṇaṁ tat paścād vicāro nirūpito'sti,
3a091c00d8	tadvat khrīṣṭo'pi bahūnāṁ pāpavahanārthaṁ balirūpeṇaikakṛtva utsasṛje, aparaṁ dvitīyavāraṁ pāpād bhinnaḥ san ye taṁ pratīkṣante teṣāṁ paritrāṇārthaṁ darśanaṁ dāsyati|
3a0a0100d8	vyavasthā bhaviṣyanmaṅgalānāṁ chāyāsvarūpā na ca vastūnāṁ mūrttisvarūpā tato heto rnityaṁ dīyamānairekavidhai rvārṣikabalibhiḥ śaraṇāgatalokān siddhān karttuṁ kadāpi na śaknoti|
3a0a0200bc	yadyaśakṣyat tarhi teṣāṁ balīnāṁ dānaṁ kiṁ na nyavarttiṣyata? yataḥ sevākāriṣvekakṛtvaḥ pavitrībhūteṣu teṣāṁ ko'pi pāpabodhaḥ puna rnābhaviṣyat|
3a0a03004c	kintu tai rbalidānaiḥ prativatsaraṁ pāpānāṁ smāraṇaṁ jāyate|
3a0a040052	yato vṛṣāṇāṁ chāgānāṁ vā rudhireṇa pāpamocanaṁ na sambhavati|
3a0a05007e	etatkāraṇāt khrīṣṭena jagat praviśyedam ucyate, yathā, "neṣṭvā baliṁ na naivedyaṁ deho me nirmmitastvayā|
3a0a06003d	na ca tvaṁ balibhi rhavyaiḥ pāpaghnai rvā pratuṣyasi|
3a0a07009e	avādiṣaṁ tadaivāhaṁ paśya kurvve samāgamaṁ| dharmmagranthasya sarge me vidyate likhitā kathā| īśa mano'bhilāṣaste mayā sampūrayiṣyate|"
3a0a0800cf	ityasmin prathamato yeṣāṁ dānaṁ vyavasthānusārād bhavati tānyadhi tenedamuktaṁ yathā, balinaivedyahavyāni pāpaghnañcopacārakaṁ, nemāni vāñchasi tvaṁ hi na caiteṣu pratuṣyasīti|
3a0a0900a2	tataḥ paraṁ tenoktaṁ yathā, "paśya mano'bhilāṣaṁ te karttuṁ kurvve samāgamaṁ;" dvitīyam etad vākyaṁ sthirīkarttuṁ sa prathamaṁ lumpati|
