2800000008	Mateusza
37030d0084	Natomiast źli ludzie i oszuści będą się coraz dalej posuwać w swoich grzechach, pogrążając siebie samych i zwodząc innych.
37030e0084	Ty jednak wytrwale trzymaj się tego, czego się nauczyłeś i czego jesteś pewien, pamiętając również, kto cię tego nauczył.
37030f00a0	Już od dziecka poznawałeś bowiem Pismo Święte. Ono zaś daje mądrość, dzięki której człowiek może uwierzyć Chrystusowi Jezusowi i zostać zbawiony.
370310009e	Całe to Pismo zostało natchnione przez Boga, więc pokazuje nam prawdę, pomaga wykrywać błędy, zwraca uwagę na nasze grzechy i uczy nas prawego życia,
3703110074	tak abyśmy byli oddani Bogu, w pełni przygotowani do służenia Mu i gotowi do wykonania każdego dobrego zadania.
37040100d0	Gdy Chrystus Jezus powróci w chwale, aby ustanowić swoje królestwo, wtedy będzie sądził wszystkich ludzi—zarówno żywych, jak i umarłych. Stojąc przed obliczem Boga i Chrystusa, proszę cię więc:
37040200db	Głoś słowo Boże i bądź gotowy w każdej sytuacji—bez względu na okoliczności. Ostrzegaj ludzi, zwracaj im uwagę na ich grzechy, ale również podnoś ich na duchu, okazując im cierpliwość i nauczając ich.
37040300c6	Przyjdzie bowiem czas, że ludzie nie będą chcieli słuchać zdrowej nauki, ale według swoich własnych upodobań będą dobierać sobie nauczycieli, którzy powiedzą im to, co chcą usłyszeć.
370404005a	Przestaną słuchać prawdy, ale będą skłonni wierzyć w różne niedorzeczne historie.
37040500a4	Bądź więc ostrożny i wytrwale znoś cierpienia. Pamiętaj też o powierzonym ci zadaniu głoszenia dobrej nowiny i wywiąż się z tego, czego się podjąłeś.
3704060068	Mówię o tym, bo nadchodzi dla mnie czas złożenia ofiary Bogu i zbliża się chwila mojego odejścia.
3704070043	Dobrze walczyłem dla Pana. Ukończyłem bieg i zachowałem wiarę.
37040800e0	Teraz zaś w niebie czeka na mnie wieniec, który Pan—sprawiedliwy Sędzia—wręczy mi w dniu swojego przyjścia. Zresztą nie tylko ja otrzymam tę nagrodę, ale wszyscy, którzy z utęsknieniem czekają na Jego powrót.
3704090032	Tymoteuszu, postaraj się szybko do mnie przybyć,
37040a0096	bo jestem tu prawie sam. Demas pokochał ten świat i opuścił mnie, udając się do Tesaloniki. Krescens odszedł do Galacji, a Tytus—do Dalmacji.
37040b006d	Pozostał ze mną tylko Łukasz. Wyruszając do mnie, zabierz ze sobą Marka, gdyż potrzebuję jego pomocny.
37040c0020	Tychika sam wysłałem do Efezu.
37040d0073	Przynieś ze sobą mój płaszcz, który zostawiłem w Troadzie u Karposa, oraz moje księgi, zwłaszcza pergaminy.
37040e0045	Aleksander, kowal, wyrządził mi wiele złego—Pan go za to ukarze.
37040f0044	Uważaj jednak na niego, gdyż ostro sprzeciwiał się naszej nauce.
3704100087	Podczas mojej pierwszej rozprawy w sądzie nikt nie udzielił mi pomocy. Wszyscy mnie opuścili. Mam nadzieję, że Bóg im to wybaczy.
37041100dc	Ale Pan był ze mną i dodał mi sił, abym mógł dokończyć dzieło, którego się podjąłem, i by wszyscy poganie mogli usłyszeć dobrą nowinę. Można więc powiedzieć, że zostałem wyrwany z samej paszczy lwa.
370412008e	Pan zawsze wybawia mnie z każdej opresji i w końcu doprowadzi mnie do swojego królestwa w niebie. Jemu niech będzie wieczna chwała. Amen!
3704130042	Pozdrów ode mnie Pryscyllę i Akwilę oraz domowników Onezyfora.
3704140056	Erast pozostał w Koryncie, a Trofima, ze względu na chorobę, zostawiłem w Milecie.
370415007e	Postaraj się przybyć tu przed zimą. Pozdrowienia przesyłają ci: Eubulos, Pudens, Linus, Klaudia i wszyscy inni wierzący.
3704160044	Niech Pan będzie blisko ciebie i niech obdarza cię swoją łaską!
3800000006	Tytusa
38010100f9	Ja, Paweł, piszę do ciebie jako sługa Boga i apostoł Jezusa Chrystusa. Zostałem bowiem powołany do tego, aby głosić wiarę ludziom wybranym przez Boga i pomóc im poznać prawdę. Dlatego nauczam ich, jak mają żyć, aby podobać się Bogu.
3801020084	Wiara ta daje ludziom niepodważalną nadzieję na życie wieczne, które Bóg obiecał już przed wiekami—a On nigdy nie kłamie.
3801030081	Teraz zaś, w ustalonym przez siebie czasie, Bóg—nasz Zbawiciel—objawił światu dobrą nowinę i zlecił mi głoszenie jej.
38010400a3	Tytusie, dzięki naszej wspólnej wierze, jesteś mi jak rodzony syn. Niech Bóg Ojciec i Chrystus Jezus, nasz Zbawiciel, obdarzają cię swoją łaską i pokojem!
38010500f6	Zostawiłem cię na Krecie, abyś dokończył to, co jeszcze zostało do zrobienia, i byś we wszystkich miastach wyznaczył spośród wierzących starszych, którzy będą kierować miejscowymi kościołami. Jak już ci wcześniej powiedziałem,
3801060093	muszą to być ludzie nienaganni: wierni swoim żonom i mający wierzące dzieci, którym nie można zarzucić niemoralności i nieposłuszeństwa.
38010700c3	Przywódca, który w imieniu Boga zarządza Jego kościołem, musi być bowiem bez zarzutu. Nie może to być człowiek zarozumiały, impulsywny, pijak, awanturnik ani ktoś, kto jest zachłanny.
380108005e	Przeciwnie, powinien być gościnny, kochający dobro, rozsądny, prawy, pobożny i opanowany.
38010900a9	Powinien wiernie trzymać się prawdy i umieć—poprzez zdrową naukę—zachęcać innych wierzących, a także wykazywać błędy tym, którzy się jej sprzeciwiają.
38010a00a9	Wielu jest bowiem takich, którzy nie okazują posłuszeństwa, a poprzez bezsensowne dyskusje zwodzą innych ludzi, szczególnie tych, którzy wywodzą się z judaizmu.
38010b0094	Takich trzeba zdecydowanie uciszać, bo swoim złym nauczaniem przynoszą szkodę całym rodzinom. Tym, co ich naprawdę interesuje, są pieniądze.
38010c0060	Nawet ich własny prorok powiedział o nich: „Kreteńczycy to kłamcy, złe bestie i lenie”.
38010d0064	I miał rację! Dlatego zwracaj Kreteńczykom uwagę na ich grzechy i prowadź ich do zdrowej wiary,
38010e006b	aby nie słuchali żydowskich opowiadań i przykazań wymyślonych przez ludzi, którzy odrzucają prawdę.
38010f00d5	Dla tych, którzy mają czyste serce, wszystko jest czyste i dobre. Dla tych zaś, którzy mają w sercach zło i nie wierzą w prawdę, nie ma nic czystego. Ich sumienie i umysł są bowiem pogrążone w grzechu.
38011000ba	Twierdzą, że znają Boga, ale ich życie zdecydowanie temu zaprzecza. Ludzie ci budzą odrazę, nie są bowiem zdolni do okazania posłuszeństwa Bogu i czynienia jakiegokolwiek dobra.
3802010046	Ty zaś wzywaj wszystkich do życia zgodnego z zasadami zdrowej nauki.
3802020075	Starsi mężczyźni mają być trzeźwi, godni szacunku, rozsądni oraz dojrzali w wierze, miłości i wytrwałości.
3802030084	Starsze kobiety mają również zachowywać się godnie. Powinny unikać plotkowania oraz pijaństwa i dawać innym dobry przykład.
3802040040	Niech nauczają młode mężatki miłości do mężów i dzieci,
38020500c8	rozsądku, unikania grzechu, dbania o dom oraz uległości wobec mężów. Dzięki temu nikt nie będzie mógł krytykować słowa Bożego, twierdząc, że ludzie, którzy go słuchają, czynią zło.
380206003a	Młodych mężczyzn zachęcaj do tego, aby byli rozsądni.
3802070070	We wszystkim bądź dla innych wzorem dobrego postępowania. Nauczając, trzymaj się prawdy i zachowuj powagę.
3802080070	W tym, co mówisz, bądź czysty i bez zarzutu, aby twoi przeciwnicy zamilkli, nie mogąc cię o nic oskarżyć.
380209006e	Niewolnicy niech będą całkowicie poddani swoim panom. Niech chętnie im służą, nie sprzeciwiają się im
38020a00bd	i niech ich nie okradają. We wszystkim niech będą godni pełnego zaufania. Dzięki takiej postawie pokażą bowiem innym, jak wspaniała i prawdziwa jest nauka naszego Boga i Zbawiciela.
38020b0050	On okazał światu wielką łaskę, oferując swoje zbawienie wszystkim ludziom.
38020c00a0	On również wzywa nas, byśmy porzucili to, co Mu się nie podoba, i nie ulegali złym pragnieniom, ale zaczęli prowadzić rozsądne, prawe i pobożne życie.
38020d007a	Oczekujemy bowiem wspaniałej chwili, w której ukaże się chwała wielkiego Boga i naszego Zbawiciela, Jezusa Chrystusa.
38020e00a9	On oddał swoje życie, aby nas oczyścić i uwolnić od wszelkiego grzechu. Pragnął bowiem, byśmy stali się Jego wybranym ludem, pełnym zapału do czynienia dobra.
38020f00a9	Tego właśnie nauczaj innych ludzi. Zachęcaj ich również do prawego życia, a w razie potrzeby zwracaj im uwagę na ich grzechy. Nie pozwalaj, aby cię lekceważono.
380301007b	Przypominaj wierzącym, że mają być poddani władzy, posłuszni jej przedstawicielom i gotowi do każdego dobrego czynu.
3803020079	Niech nie mówią źle o innych ludziach i nie wywołują kłótni, ale niech będą dla wszystkich życzliwi i uprzejmi.
38030300fb	My też kiedyś byliśmy przecież bezmyślni i nieposłuszni Bogu. Błądziliśmy i żyliśmy zaspokajając nasze złe pragnienia oraz szukając przyjemności. Byliśmy pełni złości i zazdrości. Ludzie nienawidzili nas, a my nienawidziliśmy ich.
3803040058	Lecz mimo to, Bóg, nasz Zbawiciel, który objawił swoją dobroć i miłość do ludzi,
38030500a8	uratował nas! Uczynił to jednak nie z powodu naszych czynów, ale dlatego, że jest pełen miłości. Oczyścił nas i przez Ducha Świętego uczynił nowymi ludźmi.
3803060067	Dzięki Jezusowi Chrystusowi, naszemu Zbawicielowi, Duch z całą mocą działa bowiem w naszym życiu.
380307007e	Dzięki łasce Boga, zostaliśmy uniewinnieni, abyśmy mogli otrzymać dar życia wiecznego. Ono stało się naszą nadzieją!
38030800eb	Wszystko, co ci powiedziałem, jest w pełni wiarygodne. Pragnę więc, abyś trzymał się tego i nauczał wierzących, aby z całych sił starali się czynić dobro. Jest to bowiem właściwa postawa, niosąca pożytek innym ludziom.
38030900c9	Unikaj natomiast bezsensownych dociekań i genealogicznych poszukiwań, a także wszelkich sporów oraz kłótni na temat Prawa Mojżesza. Wszystko to są bowiem tylko bezwartościowe i puste dyskusje.
38030a00b7	Temu zaś, kto powoduje wśród was rozłamy, zwróć uwagę. Jeśli nie posłucha za pierwszym razem, ostrzeż go po raz drugi. A jeśli to nie pomoże, zerwij z nim wszelki kontakt,
38030b0072	jest to bowiem człowiek pełen obłudy i grzechu, który swoim postępowaniem sam ściąga na siebie potępienie.
38030c00bb	Zamierzam wysłać do ciebie Artemasa lub Tychika. Gdy któryś z nich dotrze do ciebie, wtedy ty jak najszybciej postaraj się przybyć do Nikopolis, gdzie postanowiłem spędzić zimę.
38030d006d	Jak najlepiej przygotuj do podróży Zenasa, prawnika, i Apollosa. Dopilnuj, żeby im niczego nie brakowało.
38030e008c	Czyniąc to, pokażesz wierzącym, że powinni z całych sił czynić dobro, troszcząc się o potrzeby innych i robiąc coś pożytecznego.
38030f00a5	Wszyscy wierzący, którzy są ze mną, przesyłają ci swoje pozdrowienia. Pozdrów naszych przyjaciół w wierze. Niech Bóg obdarza was wszystkich swoją łaską!
3900000008	Filemona
39010100b4	Ja, Paweł, będący teraz w więzieniu z powodu wierności Chrystusowi Jezusowi, oraz Tymoteusz, nasz drogi przyjaciel, piszemy do ciebie, drogi Filemonie, nasz współpracowniku,
3901020072	oraz do Apfii, Archipa, towarzyszącego nam w walce, oraz do całego kościoła, który spotyka się w twoim domu.
3901030058	Niech Bóg, nasz Ojciec, i Pan, Jezus Chrystus, obdarzają was swoją łaską i pokojem!
390104004a	Zawsze, gdy wspominam cię w swoich modlitwach, dziękuję za ciebie Bogu,
3901050049	bo słyszę, że wierzysz Panu Jezusowi i kochasz wszystkich wierzących.
39010600bb	Proszę też Boga, aby twoja wiara udzieliła się również tym, którzy są z tobą—aby oni także mogli zobaczyć to wspaniałe duchowe bogactwo, darowane nam przez Chrystusa Jezusa.
3901070082	Wieści o tym, że twoja miłość tak bardzo podnosi na duchu innych wierzących, były dla mnie ogromną radością i zachętą.
3901080084	Właśnie ze względu na tę miłość chciałbym cię teraz o coś prosić. Mógłbym wprawdzie nakazać ci to w imieniu Chrystusa,
3901090076	ale wolę cię o to poprosić. Ja, stary Paweł, będący teraz w więzieniu z powodu wierności Chrystusowi Jezusowi,
39010a0069	proszę cię więc o przychylność dla Onezyma, który tu, w więzieniu, stał się moim duchowym synem.
39010b0084	Wiem, że kiedyś nie przynosił ci zbyt wiele pożytku. Teraz jednak jest naprawdę użyteczny zarówno dla ciebie, jak i dla mnie.
39010c0038	Odsyłam go więc do ciebie, choć sprawia mi to smutek.
39010d00c5	Z powodu głoszenia dobrej nowiny jestem teraz w więzieniu i jego pomoc byłaby mi bardzo potrzebna. Chciałem nawet zatrzymać go przy sobie, aby w twoim zastępstwie mógł służyć mi pomocą.
39010e00a0	Wolałem jednak nie robić tego bez twojej zgody, nie chciałem bowiem wymuszać na tobie dobrego uczynku. Lepiej będzie, jeśli sam podejmiesz taką decyzję.
39010f0068	Może właśnie dlatego Onezym uciekł od ciebie na pewien czas, abyś teraz odzyskał go już na wieki.
39011000ac	Jest on cenny zarówno dla mnie, jak i dla ciebie. Dla mnie jest on przyjacielem w wierze, dla ciebie zaś—odzyskanym niewolnikiem, a teraz również przyjacielem w Panu.
3901110043	Jeśli więc darzysz mnie przyjaźnią, przyjmij Onezyma, jak mnie.
390112005b	Jeżeli wyrządził ci jakąś szkodę lub jest ci coś winien, policz to na mój rachunek.
39011300b9	Oto moje własnoręczne zobowiązanie: „Ja, Paweł, ureguluję to”. Nie chciałbym jednak ci przypominać, że ty, Filemonie, też jesteś mi coś winien—mianowicie samego siebie.
390114005d	Przyjacielu, wyświadcz mi więc tę przysługę i w imieniu Chrystusa spraw mi tę radość.
3901150061	Piszę ten list, dobrze wiedząc, że spełnisz moją prośbę, a nawet zrobisz znacznie więcej.
3901160082	Proszę, przygotuj dla mnie pokój. Mam bowiem nadzieję, że dzięki waszym modlitwom wkrótce zostanę wypuszczony z więzienia.
3901170070	Pozdrawia cię Epafras, który—z powodu wierności Chrystusowi Jezusowi—razem ze mną przebywa w więzieniu.
3901180060	Pozdrowienia przesyłają ci również moi współpracownicy: Marek, Arystarch, Demas i Łukasz.
3901190056	Niech nasz Pan, Jezus Chrystus, będzie blisko was i niech obdarza was swoją łaską!
3a0000000d	Hebrajczyków
3a01010072	W różnych momentach historii i w różny sposób Bóg przemawiał do naszych przodków poprzez swoich proroków.
3a01020092	Teraz natomiast, w czasach ostatecznych, przemówił do nas przez swojego Syna, któremu poddał wszystko i przez którego stworzył wszechświat.
3a010300b0	On jaśnieje chwałą Boga i ukazuje Jego istotę, a potęgą swojego słowa utrzymuje cały świat. Gdy oczyścił ludzi z grzechów, zasiadł w niebie po prawej stronie Boga.
3a01040065	On jest większy od wszystkich aniołów, bo otrzymał imię przewyższające wszystkie inne tytuły.
3a010500d0	Do którego bowiem anioła Bóg zwrócił się, mówiąc: „Ty jesteś moim Synem, Ciebie dziś zrodziłem”? O żadnym z nich nie powiedział również: „Ja będę Jego Ojcem, a On będzie moim Synem”.
3a01060074	A gdy posłał na ziemię swojego jedynego Syna, rozkazał: „Niech Mu oddadzą pokłon wszyscy aniołowie Boga”.
3a01070078	O aniołach zaś Bóg powiedział tak: „Jego aniołowie będą szybcy jak wiatr, Jego słudzy jak płomienie ognia”.
3a0108008e	Natomiast do swojego Syna zwrócił się, mówiąc: „Tron Twój, Boże, trwa na wieki, a sprawiedliwość jest podstawą Twojego królestwa.
3a0109008d	Kochasz prawość i nienawidzisz zła. Dlatego Twój Bóg, Boże, wybrał Cię i obdarzył szczęściem większym niż kogokolwiek innego”.
3a010a0069	Pismo mówi o Nim: „To Ty, Panie, stworzyłeś na początku ziemię, a niebo jest dziełem Twoich rąk.
3a010b0037	Ty trwasz, a ono przeminie i zniszczy się jak ubranie.
