010000000c	U̱r-Taku̱n
2d0609009b	In nakku̱n u̱zu̱ Ru̱-u̱ yu̱nste̱ Kiristi du̱gu̱ m-mar, tu̱msu̱ wa zamu̱n u̱t-swu̱r m-mar da. Mar-mu̱ zatte̱ u̱r-be̱b u̱du̱ Ye̱so̱ da.
2d060a0095	Remu̱ mar-mu̱ wa mare̱, ba'as-tu̱ zatte̱ u̱r-be̱b u̱-me̱ wu̱n da, tu̱msu̱ u̱ da-o̱ wa o̱ yu̱-du̱ no̱mu̱ u-Ru̱ u̱t-fu̱'u̱bse̱.
2d060b00a7	Remu̱ iya hen, kab hi-u̱r ró u̱ka wu̱ mare̱ taas u̱ ba'as-tu̱ dor-u̱t wa da, se̱di bo̱ kab hi-u̱r ró wa u̱r-fat u̱du̱ u-Ru̱ u̱-me̱ Kiristi Ye̱so̱.
2d060c00a7	Remu̱ iya, a no̱ yage̱ u̱ ba'as-tu̱ no̱m u̱r-faru̱k u̱-me̱ war-u̱t no̱ tu̱ de̱ m-mar da, taas no̱ do̱r zwarru̱ no̱m-u̱ war-u̱t no̱ o̱ u̱t-sa da.
2d060d0169	A no̱ yase̱ o̱g-tu̱ war-u no̱ to̱ to̱ shu̱'u̱t cwu̱-tu̱ no̱m-du̱ u̱t-ba'as da. Se̱di no̱ yase̱ hi-u̱r no̱ u̱du̱ u-Ru̱, remu̱ zu̱ no̱ o̱gu̱ maru̱g se̱di u̱ da-o̱ no̱ o̱tte̱ fat-u̱r po-de̱. Remu̱ iya yaase̱ war-u no̱ u̱ shu̱'u̱t u̱ka cwu̱-tu̱ m-ank u̱ no̱m-du̱ no̱m-u̱t so̱-to̱ remu̱ fu̱'u̱bse̱-tu̱ u-Ru̱.
2d060e00bc	A no̱ yage̱ u̱ ba'as-tu̱ no̱m u̱r-faru̱k u̱-me̱ no̱ da, remu̱ zu̱ bo̱r-tu̱ zatte̱ u̱r-be̱b u̱-me̱ no̱ da. Se̱di, no̱mo̱n u̱r-yu̱ u̱-me̱ shin-mu̱ nya-u̱ u-Ru̱.
2d060f00a0	Ba shu̱'u̱te̱ u̱zu̱ nya-u u-Ru̱ u̱ku̱rte̱ in du̱gu̱ u̱t-bo̱r, ¿u̱t-shu̱'u̱t u̱zu̱ na re̱ shu̱ u̱ no̱m-du̱ u̱t-ba'as ne̱? O'o! Ko̱ ca!
2d06100164	¿No̱ nak u̱zu̱ a no̱ yaase̱ hi-u̱r no̱ u̱du̱ waku̱n u̱ka to̱k-ne̱ nomte̱ m-to̱k, no̱ shu̱'u̱te̱ to̱k-u̱ wa, remu̱ zu̱ no̱ o̱ do̱rru̱ wa da? No̱ keru̱ shu̱'u̱tu̱ to̱k-ne̱ u̱t-ba'as tu̱ hu̱u̱tu̱ ne̱t-ne̱ u̱du̱ m-mar, ko̱ no̱ keru̱ do̱rru̱ Rem-su̱ u-Ru̱ su̱ de̱ wadu̱ ne̱t u̱ yu̱-du̱ jab-u̱ so̱-o̱.
2d061100a4	Se̱di u̱t-vam u̱du̱ u-Ru̱, remu̱ u̱r-taku̱n no̱ o̱o̱g m-to̱k u̱-me̱ u̱t-ba'as, se̱di u̱ da-o̱ no̱ kabu̱g ko̱se̱-tu̱ it no̱mu̱ no̱ jab gan.
2d06120080	Ru̱-u̱ ruute̱ no̱ du̱gu̱ to̱k-mu̱ u̱t-ba'as, no̱ shu̱'u̱te̱ to̱k-ne̱ u̱ no̱m-du̱ yu̱-du̱ jab-u̱s so̱-se̱.
2d0613018a	U̱m ko̱sku̱ no̱ sha-mu̱ u̱s-rem mu̱ to̱k remu̱ no̱ gotu̱ u̱r-nu, remu̱ jab-u̱ u̱r-ma ne̱t. U̱r-taku̱n no̱ o̱o̱gu̱ yasu̱ o̱g-tu̱ war-u̱t no̱ u̱ no̱m-du̱ no̱m-tu̱ za u-he̱n tu̱msu̱ u̱ swu̱rru̱ no̱m-u̱t yo̱-to̱. Remu̱ iya u̱ da-o̱, yasu̱n o̱g-tu̱ war-u̱t no̱ remu̱ no̱ no̱m-u̱t yu̱-du̱ jab-u̱s so̱-se̱ u̱ no̱ shu̱'u̱te̱ u-he̱n ne̱.
2d06140079	U̱ da-u̱ dim, no̱ o̱o̱g to̱k-ne̱ u̱t-ba'as, waku̱n wa'ag no̱ u̱ no̱m-du̱ no̱m-u̱t so̱-to̱ u̱r-be̱b da.
2d061500c1	U̱ da-u̱ dim no̱ no̱mo̱g no̱m-tu̱ no̱ ho̱g-du̱ e̱'-mu̱ no̱m-du̱ to̱ u̱ da-o̱. ¿Yan to̱p-o̱ no̱ kume̱ remu̱ no̱m-du̱ no̱m-u̱t to̱? To̱p-u̱ no̱m-u̱t to̱ mar-mo̱.
2d061600d3	Se̱di u̱ da-o̱, Ru̱-u̱ rwu̱ru̱g no̱ du̱gu̱ u̱t-ba'as, no̱ shu̱'u̱te̱ to̱k-ne̱ u-Ru̱. Nya-u u-Ru̱ u̱ no̱ de̱ u̱t-kwu̱m o̱ jab u-he̱n, tu̱msu̱ no̱ de̱ kwu̱m-du̱ fat-du̱ za u̱r-ma.
2d06170074	To̱p-u̱ u̱t-ba'as mar-mo̱, se̱di nya-u u-Ru̱ fat-du̱ za u̱r-ma du̱ u̱-me̱ Ye̱so̱ Kiristi Wa-ko-uyan in.
2d070100b2	O̱r-u̱t ri ne̱, no̱ nak u̱ka bo̱r-tu̱ o̱tte̱, no̱ nu̱pu̱ste̱ no̱m-u̱ u̱m de̱ u̱t-war, bo̱r-tu̱ nom u̱r-faru̱k u̱-do̱m ne̱t-u̱ o̱ u̱r-fat u̱ war-to̱.
2d070200b1	A in gwate̱ ne̱ta u̱r-gu̱, wa o̱ m-shu̱p u̱ bo̱r-tu̱ u̱r-gu̱ ne̱, da-u̱ campa wa o̱ u̱r-fat. Se̱di da-u̱ campa wa mare̱, wa rwu̱u̱g u̱ bo̱r-tu̱ u̱r-gu̱.
2d070300e2	Remu̱ iya a wa ga waku̱n campa wa, u̱ campa wa ne̱ u̱r-fat, na zu̱ wa wa-u-as. Se̱di a campa wa mare̱, wa rwu̱u̱g u̱-me̱ ho-yu̱ u̱r-gu̱, a ne̱ta-u ya ga waku̱n, wa no̱ng m-o̱ da remu̱ zu̱ campa wa maru̱g.
2d070400ee	Remu̱ iya no̱ o̱ o̱r-u̱t ri ne̱, mar-m Kiristi u̱-do̱m u-kan o̱ wa'ag no̱ shu̱'u̱te̱ marimari-ne̱ u̱du̱ u-bo̱r. Iya no̱ shu̱'u̱te̱ u̱s-gan, u̱ wu̱ yu̱ne̱ du̱gu̱ m-mar ne̱ remu̱ in no̱m-tu̱ u-Ru̱ u̱s-pama.
2d070500b5	Da-u̱ in o̱ shu̱'u̱t u̱-me̱ yu̱-du̱ u̱t-ba'as tu̱ o̱ u̱r-yu̱ u̱-me̱ in, ko̱se̱-tu̱ u-bo̱r to̱ yu̱nstu̱n dorog-su̱ no̱m-u̱t yo̱-to̱ tu̱ haatu̱n in m-mar.
2d070600f0	Se̱di u̱ da-o̱ in kwu̱ng u-u̱ku̱r, Ru̱-u̱ rwu̱ru̱g in du̱gu̱ u̱t-bo̱r. U̱ da-o̱ hen in o̱ do̱rru̱ u-Ru̱ u̱ fu̱n-yu̱ fat-u̱r po-de̱ yu̱ Yar-u wa. Fu̱n-yu̱ u-ut yu̱ na pane̱ u̱-me̱ u̱t-bo̱r in dor-u̱t ya da.
2d0707019a	E̱ke̱n o̱ro i o̱ u̱t-zu̱, “Bo̱r-tu̱ Ru̱-u̱ yase̱ Mosa o̱ yo̱-to̱.” E̱ o̱ u̱t-zu̱ nap-mu̱ u̱t-bo̱r wa'ag in u̱ no̱m-du̱ u̱t-ba'as u-tát, se̱di no̱ng u̱r-zwar e̱ no̱m u̱s-dorog iya da. Bo̱r-tu̱ u-Ru̱ to̱ ko̱su̱ me̱ ba'as-u̱t ri. U̱m za nak u̱zu̱ shu̱b-du̱ no̱m-u waku̱n ba'as-to̱ da, se̱ da-u̱ bo̱r-tu̱ zu̱, “A-bo̱ wa u̱r-is u̱ no̱m-u waku̱n da.”
2d070800fc	Se̱di remu̱ bo̱r-tu̱ u-Ru̱ to̱, de̱ wu̱te̱ ba'as-tu̱ kum-u̱t u̱r-ke̱r to̱ yu̱nsu̱n ko̱-uyan go̱-du̱ dorog-su̱ wadu̱ u̱r-is u̱ no̱m-u waku̱n u̱-me̱ jab-u̱ ri. U̱zu̱ bo̱r-tu̱ o̱ro da, ba'as-tu̱ za o̱tte̱ u̱r-be̱b da.
2d070900fc	U̱ da-u̱ dim kanda u̱m nap no̱m-u̱ bo̱r-tu̱ u̱t-sa, u̱m o̱o̱g u̱ e̱kse̱ hi-u̱r ri u̱ no̱m-tu̱ u̱m o̱ u̱t-no̱m da. Se̱di da-u̱ u̱m nape̱ ko̱se̱-tu̱ bo̱r-tu̱ u-Ru̱, za rem u̱m nu̱p u̱zu̱ u̱m o̱ no̱m-du̱ u̱t-ba'as.
2d070a007d	Se̱ u̱m mu̱r, bo̱r-tu̱ kame̱ u̱zu̱ to̱ hatu̱n u̱r-fat, to̱ hatu̱n m-mar mu̱ mo̱te̱ me̱ du̱gu̱-du̱ u-Ru̱.
2d070b0100	Ba'as-tu̱ kwu̱ng u̱r-ke̱r, to̱ paru̱g me̱ to̱ wu̱ me̱ u̱s-dorog u̱zu̱ me̱ keru̱ no̱m-du̱ u̱t-ba'as tu̱msu̱ u̱m do̱r u̱t-bo̱r u-da u-gan u̱ka u̱m do̱te̱ kwu̱m-du̱ fat-du̱ za u̱r-ma, se̱di o̱ mo̱k-u̱t du̱gu̱-du̱ u-Ru̱.
2d070c00be	Ko̱ ba shu̱'u̱te̱ iya, bo̱r-u̱t u-Ru̱ to̱ o̱ u-he̱n ne̱ tu̱msu̱ no̱m-tu̱ Ru̱-u̱ zu̱ na no̱m ne̱ to̱ o̱ u-he̱n ne̱ tu̱ jab-u̱ so̱-o̱, tu̱msu̱ tu̱ so̱-to̱ sok.
2d070d0175	¿Se̱di yan-o̱ in do̱'e̱ u̱t-zu̱, bo̱r-tu̱ u-Ru̱ o̱ so̱-to̱ tu̱msu̱ to̱ hatu̱n in m-mar? Iya o̱ da ko̱ cashi! Ba'as-to̱ hatu̱n me̱ m-mar. Ba'as-tu̱ do̱ro̱g dim-u̱ bo̱r-u̱t so̱-to̱, to̱ hatu̱n me̱ m-mar. No̱ hyanu̱g u̱ka ba'as-tu̱ o̱tte̱ yo̱-to̱. To̱ do̱ro̱g bo̱r-u̱t so̱-to̱ tu̱ u-Ru̱ remu̱ no̱m-du̱ no̱m-u̱t yo̱-to̱.
2d070e008f	In nak u̱zu̱ bo̱r-tu̱ Ru̱-u̱ yase̱ Mosa, du̱gu̱ Yar-u u-Ru̱ o̱ rwu̱ne̱. Se̱di me̱ ne̱t-wa, tu̱msu̱ to̱k u̱-me̱ u̱t-ba'as.
2d070f00a2	U̱m nak no̱m-u̱ u̱m de̱ u̱t-no̱m da. Remu̱ zu̱ no̱m-u̱ u̱m u̱t-sa u̱t-no̱m, u̱m nom-u̱t o̱ da, no̱m-u̱ u̱m gu̱gme̱ o̱ u̱m o̱ u̱t-no̱m.
2d07100083	Abite̱ no̱m-u̱ u̱m o̱ u̱t-no̱m, o̱ u̱m u̱t-sa u̱t-no̱m da, u̱m kabu̱g u̱zu̱ bo̱r-tu̱ u-Ru̱ to̱ o̱ ho̱n-ho̱n.
2d0711006b	Me̱ wa u̱ hi-u̱r ri u̱ no̱m-du̱ no̱m-u̱t yo̱-to̱ da, se̱di ba'as-tu̱ o̱ me̱n-tu̱ jab-u̱ ri.
2d071200fe	U̱m nak u̱zu̱ o̱ko̱n za u̱ so̱-o̱ u̱ o̱ u̱-me̱ jab-u̱ ri u̱r-ma ne̱t da, se̱di ba'as-to̱ o̱ u̱-me̱ jab-u̱ ri. U̱m zu̱u̱g iya remu̱ zu̱ u̱m cwanu̱g u̱zu̱ u̱m no̱mo̱g no̱m-u̱t so̱-to̱, se̱di u̱m kerte̱ u̱t-no̱m da.
2d07130085	U̱m wa'ag jab u̱m no̱m no̱m-u̱t so̱-to̱, se̱di u̱m o̱ no̱m-du̱ no̱m-u̱t yo̱-to̱ tu̱ u̱m za cwan-tu̱ u̱t-no̱m da.
2d071400a9	A u̱m no̱me̱ no̱m-u̱ u̱m za u̱ssa u̱t-no̱m da, ko̱ske̱ u̱zu̱ me̱ wa o̱ no̱m-du̱ no̱m-u̱t yo̱-to̱ to̱ da, se̱di ba'as-tu̱ o̱ u̱-me̱ jab-u̱ ri.
2d071500d4	U̱m hyanu̱g u̱zu̱, no̱m-u̱ u̱m nome̱ ko-uyan da-o̱; a u̱m u̱t-sa no̱m-du̱ no̱m-u so̱-o̱, u̱m hyen no̱m-u̱t yo̱-to̱ u̱r-kot u̱-me̱ ne̱ remu̱ o̱ hooste̱ me̱ no̱m-du̱ no̱m-u so̱-o̱.
2d07160045	Du̱gu̱ me̱n-tu̱ jab-u̱ ri, u̱m o̱ cwan-tu̱ bo̱r-tu̱ u-Ru̱.
2d07170092	Se̱di u̱ war-u ri u̱m o̱ hyan-du̱ o̱ko̱n u̱ o̱ m-gag u̱-me̱ jab-u̱ ri. O̱ dor-tu̱ me̱, tu̱msu̱ o̱ muutu̱ me̱ to̱k u̱t-ba'as.
2d0718008e	No̱m-tu̱ u̱r-o̱n to̱ u̱m o̱ye̱! Wana de̱ u̱kru̱ me̱ du̱gu̱ no̱m-u̱ war-u ri u̱t-sa, taas u̱ mo̱t me̱ du̱gu̱-du̱ u-Ru̱?
2d071900fa	U̱t-vam u̱du̱ u-Ru̱ u̱-me̱ Ye̱so̱ Kiristi Wa-ko-uyan in! Se̱di u̱ka u̱m ku̱bte̱ iya, u̱-me̱ dorog-u̱s ri u̱m u̱t-sa u̱m do̱r no̱m-tu̱ bo̱r-tu̱ zu̱ na no̱m, se̱di war-u o̱ wadu̱ me̱ u̱m shu̱'u̱t u̱ka to̱k u̱t-ba'as.
2d0801006b	Remu̱ iya u̱ da-o̱, kwu̱p-du̱ u̱s-rem su̱ m-mar zamu̱n da, u̱du̱ i o̱ u̱-me̱ Kiristi Ye̱so̱.
2d080200af	Remu̱ bo̱r-tu̱ u-yar, tu̱ mu̱u̱tu̱n in u̱r-fat u̱ same̱-du̱ u̱t-hi u̱ Kiristi Ye̱so̱ ne̱, to̱ ruute̱ me̱ du̱gu̱-du̱ bo̱r-tu̱ u̱t-baas, u̱ m-mar ne̱.
2d08030110	No̱m-u̱ bo̱r-u̱t Mosa kere̱ u̱t-no̱m da remu̱ jab u̱r-ma ne̱t, Ru̱-u̱ no̱mo̱g o̱. Ru̱-u̱ to̱mgo̱n Wa'-u̱ wa u̱ war-u̱ m-ma-ne̱t remu̱ wa shu̱'u̱te̱ u̱r-to̱o̱g remu̱ u̱t-ba'as, tu̱msu̱ wa haste̱ be̱b-du̱ u̱t-ba'as du̱gu̱ war-u̱t in.
2d080400a4	Ru̱-u̱ no̱ng iya, remu̱ in no̱m-u̱t no̱m-tu̱ bo̱r-tu̱ zu̱ na nom. In no̱ng iya da-u̱ Yar-u̱ u-Ru̱ o̱ dor-tu̱ in, za m-ma-ne̱t du̱ dor-u̱t in da.
2d080500f1	Ne̱t-tu̱ o̱ u̱r-yu̱ u̱ka dorog-su̱ jab-u̱s e̱ ko̱ste̱ e̱, jab-u̱s e̱ shu̱'u̱t u̱ shi u̱ no̱m-tu̱ dorog-su̱ u̱r-ma ne̱t u̱t-sa. Se̱di i Yar-u u-Ru̱ o̱ dor-tu̱ e̱, e̱ nom dorog-su̱ no̱m-u̱ Yar-u u-Ru̱ u̱t-sa.
2d080600a2	Yagu̱ jab-u̱s no̱ u̱ no̱m-du̱ u̱t-ba'as haatu̱n m-mar, se̱di wadu̱ jab-u̱ no̱ u̱ no̱m-tu̱ Yar-u̱ u-Ru̱ haatu̱n u̱r-fat u̱ ru̱s-du̱ jab ne̱.
2d080700d8	Kowan wu̱ muute̱ jab-u̱ wa u̱ dorog-su̱ u̱r-ma ne̱t, wa shu̱'u̱tu̱ hu̱u̱b-u̱ yo̱-o̱ u-Ru̱ ne̱. U̱m zu̱u̱g iya remu̱ zu̱ wa do̱ro̱g bo̱r-tu̱ u-Ru̱ da, tu̱msu̱ wa u̱t-kere̱ u̱t-do̱r da.
2d08080066	Ne̱t-tu̱ o̱ dorog-su̱ u̱r-ma ne̱t, Ru̱-u̱ za ho̱g-du̱ zwarru̱ go̱-du̱ ne̱t-u̱t to̱ da.
2d080900df	Se̱di a in yage̱ dorog-su̱ u̱r-ma ne̱t u̱ dor-u̱t in da. Yagu̱n u̱ Yar-u u-Ru̱ o̱ dor-u̱t in, remu̱ zu̱ wa o̱ u̱r-yu̱ u̱-me̱ in. Ne̱t-tu̱ zatte̱ Yar-u̱ rwu̱ne̱ u̱du̱ Kiristi da, Kiristi nak wa da.
2d080a00c1	A regne̱ Kiristi o̱ u̱r-shu̱'u̱t u̱-me̱ no̱, ko̱ da war-u̱t no̱ maru̱g remu̱ u̱t-ba'as, Yar-u u-Ru̱ de̱ ya' no̱ u̱r-fat remu̱ zu̱ Ru̱-u̱ kabu̱g no̱ a-jab-u̱s so̱-se̱.
2d080b00e3	Yar-u u-Ru̱, u̱ yu̱nse̱ Ye̱so̱ du̱gu̱ m-mar, o̱ u̱-me̱ jab-u̱s no̱. U̱ka Ru̱-u̱ yu̱nste̱ Kiristi du̱gu̱ m-mar, wa de̱ yadu̱ no̱ u̱r-fat u̱ war-u̱t no̱ tu̱ m-mar remu̱ Yar-u wa u̱ o̱ u̱-me̱ no̱.
2d080c0086	Remu̱ iya, hu̱u̱b-u̱t ri ne̱, in o̱tte̱ no̱m-u̱ u̱t-no̱m, se̱di za u̱ka dorog-su̱ no̱m-tu̱ m-ma-ne̱t du̱ u̱t-sa da.
2d080d00d4	A-bo̱ o̱ u̱r-yu̱ u̱ka m-ma-ne̱t du̱ o̱tte̱ u̱ssa, no̱ do̱'e̱ m-mar. Se̱di abite̱ no̱ o̱ do̱rru̱ no̱m-u̱ Yar-u u-Ru̱ u̱t-sa, tu̱msu̱ no̱ yage̱ u̱t-ba'as, no̱ de̱ kwu̱m-du̱ u̱r-fat.
2d080e0041	Remu̱ zu̱ i Yar-u u-Ru̱ o̱ dor-tu̱ e̱, e̱ o̱ yaag u-Ru̱.
2d080f00fc	No̱ kwu̱mu̱g Yar-u de̱ muutu̱ no̱ to̱k-ne̱ da, remu̱ iya a no̱ shu̱'u̱t u̱ ho̱g-du̱ u-gye̱r da. Se̱di Yar-u o̱ de̱ u̱t-wa in shu̱'u̱t yaag u-Ru̱, u̱ remu̱ shin-mu̱ Yar-u o̱ in do̱'e̱ fag-du̱ u-Ru̱, “Baba! U-u̱so in!”
2d0810004c	Yar-u u-Ru̱ u̱ yar-u in ne̱ o̱ waru̱ in u̱zu̱ yaag u-Ru̱ in o̱ye̱.
2d0811013c	Ba shu̱'u̱te̱ u̱zu̱ yaag u-Ru̱ in o̱ye̱, shu̱'u̱te̱ u̱zu̱ a kwu̱m-tu̱ u-U̱so in o̱ye̱. In re̱e̱n kwu̱m-tu̱ u̱t-fu̱'u̱bse̱ tu̱ u-U̱so u̱r-kot u̱ Wa'-u̱ wa Kiristi ne̱. Se̱di a in kume̱ fu̱bu̱sse̱ tu̱ U̱so, ka u̱t-no̱m zarra, se̱ in swaag u̱r-ko̱b u̱r-kot u̱ Kiristi ne̱.
2d0812008b	U̱m nak u̱zu̱, in za keru̱ ho̱ngu̱sse̱ fu̱'u̱bse̱-tu̱ Ru̱-u̱ de̱ yadu̱ in u̱ ko̱b-du̱ in o̱ u̱t-swa ne̱ u̱ da-o̱ da.
2d0813009a	No̱m-u̱ Ru̱-u̱ no̱me̱ u-be̱e̱t du̱gu̱ taku̱n-du̱ u-dak, o̱ wadu̱ jab o̱ hyan da-u̱ Ru̱-u̱ de̱ ko̱se̱ ko̱ re̱ ya'ag-u̱ wa o̱tte̱.
2d081400ad	Remu̱ no̱m-tu̱ ba'as-tu̱ no̱me̱, no̱m-tu̱ Ru̱-u̱ no̱me̱ u̱t-be̱e̱t, e̱ kerge̱ no̱m-du̱ no̱m-u̱ Ru̱-u̱ cwane̱ e̱ no̱m da. Ru̱-u̱ wa'ag jab u̱zu̱
2d081500af	no̱m-tu̱ wa no̱me̱ to̱ u̱t-kwu̱m u̱t-wu̱z du̱gu̱ m-to̱k u̱t-zu̱m ne̱. Wa o̱ wadu̱ jab e̱ de̱ kwu̱m-du̱ u̱t-fu̱'u̱bse̱ tu̱ na de̱ yadu̱ yaag u-Ru̱.
2d081600ae	In nak u̱zu̱ no̱m-tu̱ Ru̱-u̱ no̱me̱ u̱t-be̱e̱t e̱ o̱ u̱r-e' u̱ haan u̱ uno̱ da-o̱ e̱ o̱ u̱s-eku̱s u̱ka ne̱ta o̱ ho̱g-du̱ re̱mu̱ u̱r-mat nomte̱.
2d08170126	Za no̱mu̱ Ru̱-u̱ no̱me̱ o̱ u̱s-eku̱s u̱ war-o̱ da, u̱ in ne̱ be̱e̱t, in i Ru̱-u̱ no̱me̱ u-nya u̱ Yar-u̱ u-Ru̱ in o̱ u̱s-eku̱s u̱-me̱ jab-u̱s in. In o̱ u̱r-'e tu̱msu̱ u̱ wadu̱ jab ne̱ da-u̱ Ru̱-u̱ de̱ muutu̱ in ya'ag-u̱ wa, tu̱msu̱ wa guut war-u̱t in.
2d081800b7	Remu̱ wadu̱ jab, o̱ wu̱te̱ Ru̱-u̱ u̱ku̱rte̱ in. Se̱di wadu̱ jab-u̱ no̱m-u̱ no̱ hyane̱ wadu̱ jab de̱ da. Waku̱n za wadu̱ jab-u̱ no̱m-u̱ wa o̱tte̱ u̱t-kom da.
2d0819006f	Se̱di a in o̱ wadu̱ jab-u̱ no̱m-u̱ in zatte̱ da, ko̱ske̱ u̱zu̱ in o̱ u̱r-'e u̱ gag-du̱ jab ne̱.
2d081a0101	Iya o̱ hen Yar-u u-Ru̱ o̱tte̱ no̱mu̱ in u̱r-se̱ge̱ u̱ ko̱b-du̱ u̱r-be̱b u̱ in. In nak u̱ka no̱m-du̱ u̱s-to̱o̱g da, se̱di Yar-u̱ u-Ru̱ o̱ u̱s-to̱o̱g u̱ u̱t-shig ne̱ u̱du̱ u-Ru̱ remu̱ in u̱t-gom ne̱ tu̱ za u̱t-ware̱ da.
2d081b00d4	Ru̱-o̱ nape̱ jab u̱t-ne̱t be̱e̱t. Wa nu̱p u̱ka dorog-su̱ Yar-u̱ u-Ru̱ u̱ o̱ u̱s-to̱o̱g u̱ remu̱ ne̱t-u̱t wa. Da-u̱ Yar-u̱ u-Ru̱ no̱mu̱ in u̱s-to̱o̱g wa nak no̱m-u̱ Ru̱-u̱ u̱t-sa.
2d081c00e6	In nak u̱zu̱ u̱ te̱k-u̱ u̱t-no̱m u̱t-be̱e̱t Ru̱-u̱ o̱ no̱m-du̱ no̱m-u̱t so̱-to̱ u̱du̱ i o̱ cwan-u̱t wa ne̱. Wa nom iya u̱du̱ ne̱t-tu̱ wa dage̱ u̱ remu̱ e̱ nom-u̱t no̱m-tu̱ wa zo̱nge̱ e̱ no̱m.
2d081d00b5	I Ru̱-u̱ dage̱ du̱gu̱ u̱r-taku̱n wa dak wa tu̱n e̱ shu̱'u̱t sha-mu̱ wa'-u̱ wa, remu̱ wa-u̱ wa shu̱'u̱te̱ mat-du̱ u̱r-taku̱n u̱-me̱ ban-du̱ o̱r-u̱t wa ne̱.
2d081e009e	Remu̱ i Ru̱-u̱ dage̱, i wa bane̱. E̱ wa jaase̱ ba'as-u̱t e̱. Tu̱msu̱ in i Ru̱-u̱ jaase̱ ba'as-u̱t e̱, wa de̱ no̱mu̱ e̱ u̱t-fu̱'u̱bse̱.
2d081f008b	Gwatu̱n go̱-du̱ rem-u̱s sin-se̱, ¿Yan-to̱ in do̱'e̱ u̱t-zu̱? ¿A Ru̱-u̱ o̱ u̱r-kot u̱ in ne̱, wana de̱ m-gag u̱ in ne̱?
2d0820008f	Ru̱-u̱ hoostu̱ Wa'-u̱ wa m-mar u̱-do̱m u-kan remu̱ in da, se̱di wa ya'aste̱ in Wa'-u̱ wa, wa keru̱ no̱mu̱ in ho̱s-mu̱ ko̱-uyan.
2d08210070	¿Wana de̱ saku̱ i Ru̱-u̱ dage̱ u̱t-ba'as? Waku̱n zarra, remu̱ zu̱ Ru̱-u̱ muute̱ u̱n za u̱t-ba'as.
2d082200d9	¿Wana de̱ kere̱ u̱t-kwu̱p u̱zu̱ na ho̱ in? Ko̱ ne̱t! Ye̱so̱ Kiristi maru̱g, wa yu̱ne̱ du̱gu̱ m-mar, u̱ da-o̱ wa o̱ shu̱'u̱t u̱ kom u̱s-cwa u-Ru̱. Wa o̱ u̱s-to̱o̱g u̱du̱ u-Ru̱ remu̱ in.
2d082300ea	Waku̱n zaar wu̱ de̱ u̱t-wa u̱ Kiristi yage̱ cwan-u̱t in da! Ko̱ u-taag, Ko̱ swa-u̱ u̱r-ko̱b, ko̱ u̱s-me̱r, ko̱ u̱r-so, ko̱ u-ra, u̱r-ho̱nse̱ ne̱, ko̱ m-mar, o̱ko̱n zaar u̱ de̱ hoosu̱ u-Ru̱ cwan-u̱t in da.
2d082400da	U̱ka Rem-su̱ u-Ru̱ zu̱tte̱, “Remu̱ zu̱ it o̱ ne̱t-u̱t ró, ne̱t-tu̱ o̱ u̱t-cwan e̱ ho̱ it. E̱ o̱ kab-du̱ it u̱ka ne̱t-tu̱ na de̱ u̱t-ho̱, u̱ka wa-u-pan ku̱bte̱ ca m-ha u̱du̱ u̱t-pan.”
2d082500b2	Ko̱ ba shu̱'u̱te̱ u̱zu̱, no̱m-u̱t yo̱-to̱ tun-to̱ u̱t-be̱e̱t to̱ kwu̱mu̱ in, in aru̱kte̱ na fag in a re̱-du̱ u̱r-ko̱rro̱, remu̱ Kiristi o̱ cwan-u̱t in.
2d08260234	U̱m nu̱pu̱ste̱ u̱zu̱, waku̱n zaar wu̱ do̱'e̱ u̱t-wa u̱ Ru̱-u̱ yage̱ cwan-u̱t in da: ko̱ m-mar, ko̱ u̱r-fat, ko̱ a-to̱mu̱ u-Ru̱, ko̱ faru̱k-u̱ no̱m u̱s-te, ko̱ no̱m-u̱ na o̱ te̱k u̱t-no̱m, ko̱ u̱ na de̱ u̱t-no̱m u̱ da-u̱ o̱o̱n ne̱, ko̱ yan go̱-du̱ u̱r-faru̱k, ko̱ m-ja, ko̱ u̱r-ra, ko̱ o̱ko̱n no̱m-o̱ u̱t-kwu̱s u̱t-kwu̱s, to̱ ko̱rge̱ to̱ mo̱t in u̱ cwan-tu̱ Ru̱-u̱ ne̱ da. Ru̱-u̱ ko̱ske̱ u̱zu̱ wa o̱ cwan-u̱t in, u̱ wa to̱mto̱n Ye̱so̱ Kiristi Wa-ko-uyan in wa mu̱r u̱ remu̱ in.
2d090100a7	Remu̱ shu̱'u̱t-u̱r ri wa-doru̱ Kiristi, u̱m o̱ warru̱ u̱t-nip, Yar-u̱ u-Ru̱ o̱ dor-tu̱ jab-u̱ ri tu̱msu̱ o̱ ko̱ske̱ u̱zu̱ bise̱ u̱m o̱tte̱ da.
2d0902003c	Jab-u̱ ri naag sok, me̱n-tu̱ du̱ng-te̱ me̱ za u̱r-ma.
2d0903010a	U̱m no̱mo̱g dorog-u̱s se̱ remu̱ o̱r-u̱t ri ne̱ Isra-ne̱ campa-ne̱ u̱ u̱t-ne̱ta ne̱, u̱m cwanu̱g u̱zu̱ Ru̱-u̱ yagu̱ me̱ u̱m shu̱'u̱t u̱ka ne̱t wu̱ na wa-e̱ u-nu, na mo̱t me̱ u̱ Kiristi ne̱ remu̱ u̱ku̱r u̱ ne̱t-u̱t ri Isra-ne̱.
