1300000004	Saam
2d10040078	Kai aham a ni hqingnaak dy dun hy nih. Kai doeng am nawh Gentel thlangboel boeih ing cekqawi ak khanawh zeelnaak ta uhy.
2d100500a7	Cekkqawi a im awh a mik cun thlangboelkhqi awm kut tlaih law uh. Ka pyi Epenetus ce kut tlaih law uh, anih ce Asia qam khuiawh lama cyk na Khrih ak cangnaak na awm hy.
2d1006003e	Nangmih aham thatlawh doena bi ak bi Meri ce kut tlaih law uh.
2d100700b7	Thawngim kang tlaak pyi haih ka cakaw qawi Andqonikas ingkaw Junias ce kut tlaih law uh. Cekkqawi taw ceityihkhqi anglakawh thlang ing sim nawh, kai hlanawh Khrih awh awm hawh hy nih.
2d10080035	Bawipa awh ka lungnaak Ampliatas ce kut tlaih law uh.
2d10090047	Khrih awh bibi pyikung Urbanas ingkaw ka pyi Staki ce kut tlaih law uh.
2d100a0043	Noek a dak na awm hlai hy ak cek khak, Apelles ce kut tlaih law uh.
2d100b006a	Ka cakaw na ak awm, Herodion ce kut tlaih law uh. Bawipa awh a mik awm Narkisa ipkhui ce kut tlaih law uh.
2d100c0088	Bawipa awh bibi ak cak nu qawi, Trufena ingkaw Trufosa ce kut tlaih law uh. Bawipa awh bibi ak cak, ka pyi nu Persi ce kut tlaih law uh.
2d100d0061	Bawipa awh tyk na ak awm Rufa ingkaw a nu, kai a nu na awm awm lawt hy, anih ce kut tlaih law uh.
2d100e0051	Asunkhqita, Flekon, Herme, Patqoba, Herma ingkaw koeinaakhqi ce kut tlaih law uh.
2d100f006b	Filloka, Julia, Neria ingkaw a koeinu, Olimpas ingkaw cawh ak awm thlak ciimkhqi boeih ce kut tlaih law uh.
2d10100073	Pynoet ingkaw pynoet ak ciim mawknaak ing mawk qu lah uh. Khrih thlangboel boeih ing nangmih kut ni tlaih khqi uhy.
2d101100bc	Koeinaakhqi, nangmih anglak li awh phek a bonaak sai nawh nami cawng ing ak kalh na nangmih lam anik kangkhqi awh ce nami ngaihtaak aham ni ngaih khqi nyng. Cemyih ak thlangkhqi ce qei uh.
2d101200c4	Cemyih ak thlangkhqi ing ningnih a Boei Khrih a bi ce am bi uhy, a mimah ak phoen phyinaak aham ni bi a mi bi. A mi pauthainaak ing thlang kyih am cah unawh kaw amak cak thlangkhqi ce thai na uhy.
2d101300dc	Thlang boeih ing nangmih ak awingainaak ce za hawh uhy, cedawngawh nangmih ak khanawh zeel soeih nyng; cehlai them leek awh cyih nami taak aham ingkaw them amak leek awh ce ikaw amak sim amyihna nami awm aham ngaih nyng.
2d10140083	Roepnaak Khawsa ing Setan ce nami khaw ing ni neet sak khqi bit kaw. Ningmih a Bawipa Jesu am qeennaak ce nangmih a venawh awm seh.
2d10150085	Ka bibi pyi, Timote ing nangmih ce kut ni tlaih khqi uhy, ka cakawkhqi Lukia, Jason ingkaw Sosipater mi ingawm kut ni tlaih khqi uhy.
2d10160046	Ve ca ak qeekung kai, Tertia ingawm Bawipa awh kut ni tlaih khqi nyng.
2d101700d0	Kai ingkaw vawh ak awm thlangboel toek nawh ak khuut ak hlepkung Gaia ing kut ni tlaih khqi uhy. Khawk bau khuiawh kaw qangpui bibinaak ak hquikung Erasta ingkaw kaimih a naa Kuarta ing kut ni tlaih khqi uhy.
2d10180047	Ningmih a Bawipa Jesu Khrih am qeennaak nangmih a venawh awm seh. Amen.
2d101900ba	Kai ing kak kqawn law awithang leek ingkaw Jesu Khrih akawng kak kqawn lawnaak ak caming nangmih anik dyih sak khqi thaikung ing, ni hu ben kum khawqyt khuiawh thuh na ak awm awi hyp ce,
2d101a00a3	tuh awhtaw kumqui Khawsa ak awipeeknaak amyihna tawnghakhqi ak cauk awh dang sak hawh hy, qam boeih thlang ing cangna unawh anih ak awi ce a ming ngainaak aham –
2d101b005b	ce Khawsa ak cyi doeng a venawh Jesu Khrih ak caming kumqui dy thangleeknaak awm seh! Amen.
2e00000007	1 Korin
2e0101005f	Khawsa a ngaihnaak amyihna Jesu Khrih a ceityih na ak awm Paul ingkaw ni koeinaa Sosthenas ing,
2e010200fc	Korin khaw awh ak awm Khawsa a thlangboel ingkaw, Jesu Khrih awh ciimcaih sak na awm nawh ak ciimcaih na awm aham ak khy thlangkhqi, hun hoei awh a mingmih ingkaw ningnih a Boei – ningnih a Bawipa Jesu Khrih ang ming ak khy thlangkhqi boeih a venawh:
2e01030056	Pa Khawsa ingkaw Bawipa Jesu Khrih a ven awhkaw qeennaak ingkaw ngaihdingnaak awm seh.
2e0104007e	Jesu Khrih ak caming nangmih a venawh a ni peek khqi am qeennaak awh nangmih aham Khawsa venawh zeelnaak awi kqawn poepa nyng.
2e01050070	Amah awh ce nangmih taw ik-oeih soepkep awh boei uhyk ti – awi kqawnnaak boeih ingkaw cyihnaak soepkep awh –
2e01060047	kaimih ing Khrih akawng ka mik kqawn law ce nangmih awh ce cak hawh hy.
2e010700a1	Cedawngawh nangmih ing ningnih a Bawipa Jesu Khrih ang dangnaak nyn ce naming lamtoen awh myihla zoepeek kutdo ik-oeih voet hlauhnaak qoe qoe am ta voel uhyk ti.
2e0108008d	Ningmih a Bawipa Jesu Khrih a kawnyn awh nangmih taw coet ak kap na am nami awmnaak aham, amah ing a dyt dyna thaawmnaak ni pek khqi bit kaw.
2e0109004f	Khawsa capa, ni Bawipa Jesu Khrih khawsaknaak haih a nik khy khqi taw ypawm hy.
2e010a00e0	Koeinaakhqi, nangmih anglakawh phekbonaak ama awmnaak aham pynoet ingkaw pynoet kawpoek kutoet na ta unawh kawlung pynoet poeknaak pynoet ing nami cuui aham ni Bawipa Jesu Khrih ang ming ing qeennaak ni thoeh lawk khqi nyng.
2e010b0070	Koeinaakhqi, nangmih anglakawh oelh qunaak awm hy, tinawh Khalo ipkhui khaw awhkaw thlangkhqi ing kqawn law uhy.
2e010c012b	Kak kqawn ngaihnaak taw veni: Nangmih anglakawh thlangvang ing, “Kai taw Paul a bawng ni,” ti uhyk ti, thlangvang bai ing, “Kai taw Apollo a bawng ni,” ti uhyk ti, ak chang khqi bai ing, “Kai taw Cepha a bawng ni,” ti uhyk ti, a chang bai ing, “Kai taw Khrih a bawng ni,” ti uhyk ti.
2e010d0073	Khrih ve phek ang bo qunawh nu? Paul aw nangmih aham thinglam awh a mi tai? Paul ang ming awh aw baptisma nami huh?
2e010e0057	Krispa ingkaw Gaia doeng am taw u awm baptisma am ka ni peek khqi a dawngawh zeel nyng.
2e010f003b	Cedawngawh kai ang ming awh baptisma ak hu u awm am awm hy.
2e0110007d	(Oeih, Stefen ipkhui khaw ce baptisma pe bai nyng; cekcoengawh, thlak chang baptisma ka peek ak awm hy voei nu, am sim nyng.)
2e011100c9	Ikawtih Khrih ing baptisma peek aham amni tyi hy, awithang leek ak khypyi aham ni a ni tyih – thlanghqing a cyihnaak awi ing amni, cawh mantaw Khrih thinglam sai thainaak ce a hqawng na awm hawh kaw.
2e01120083	Thinglam awithang taw ak qeeng huikhqi aham qawnaak na awm nawh, hulna ak awm hui ningnihkhqi aham taw Khawsa thaawmnaak na awm hy.
2e01130083	“Thlakcyikhqi a cyihnaak ce hqe kawng nyng saw; kawpoek ak cyikhqi ak poeknaak ce hoet kawng nyng,” tinawh qee hyt awm hawh hy.
2e01140092	Thlakcyi hana nu? Cak qeekung hana nu? Ve khawmdek awh ak oelhkung ce hana nu? Khawsa ing khawmdek cyihnaak ce qawnaak tinawh am dang sak nawh nu?
2e011500bb	Khawsa a cyihnaak ve khawmdek cyihnaak ing ama pha dawngawh amah ce am sim thai hy, qawnaak awi khypyinaak ak caming ak cangnaak thlangkhqi hul na a awmnaak awh Khawsa taw ak kaw zeel hy.
2e01160046	Judakhqi ing kawpoek kyi hatnaak ce ngaih uhy, Greekkhqi ing cyihnaak,
2e01170089	cehlai ningnih ingtaw Khrih thinglam awi ce nik khypyi uhy: ve ak awi ve Judakhqi ang bahnaak na awm nawh Gentelkhqi a qawnaak na awm hy,
2e01180089	cehlai Khawsa ing ak khykhqi aham taw, Juda awm Greek awm, Khrih taw Khawsa ak thaawmnaak na a awm dawngawh, Khawsa a cyihnaak na awm hy.
2e011900a1	Ikawtih Khawsa a qawnaak taw thlanghqing a cyihnaak anglakawh cyi bet nawh, Khawsa ak tha ama awmnaak taw thlanghqing ak tha awmnaak anglakawh ak tha awm bet hy.
2e011a0108	Koeinaakhqi, nangmih khy na nami awm awh ikawmyihna nami awm tice poek lah uh. Thlanghqing a huh awhtaw nangmih ak khuiawh thlakcyi khawzah am awm uhyk ti; thlang ak khanawh ak awm khawzah am awm uhyk ti; qypawm ipkhui awh ak awm thlang khawzah am awm bai uhyk ti.
2e011b0093	Cehlai thlakcyi chah sak aham Khawsa ing khawmdek awh ak qawkhqi ce tyk nawh; tha ak awmkhqi chah sak aham khawmdek awh tha amak awmkhqi ce tyk hy.
2e011c006b	Ve khawmdek awh ak kaina ak awmkhqi ingkaw thlang ing a thenaak khqi – ik-oeih ak awmkhqi ce hqe aham –
2e011d0040	u awm a haiawh amang oek qu aham amak awm ik-oeihkhqi ce tyk hy.
2e011e00bb	Anih ak caming nangmih taw Jesu Khrih ak khuiawh awm uhyk ti, anih ce ningnih aham Khawsa ven awhkaw cyihnaak na awm hy – cetaw ningnih aham dyngnaak, ciimnaak ingkaw hulnaak na awm hy.
2e011f0056	Cedawngawh, U awm ak oek qu ingtaw Bawipa awh oek qu seh,” tinawh a qee awm hawh hy.
2e02010083	Nangmih a venna ka law awh, Koeinaakhqi, pau thainaak, cyihnaak ak sang soeih ing Khawsak awi nangmih a venawh ap khy law pyi nyng.
2e02020066	Nangmih a venawh ka awm awh ce Jesu Khrih ingkaw a thinglam awi am awhtaw ikawm sim aham am poek nyng.
2e02030050	Nangmih a venna ka law awh tha a awm kaana kqih doe ingkaw thyn doena ni ka law.
2e0204009a	Kak awih kqawn ingkaw awi ka nik kqawn law peek khqi awm cyihnaak ingkaw thlanghqing ak kawtlaak na ap kqawn nyng, Myihla thaawmnaak ing ni kak kqawn law,
2e02050069	nangmih ak cangnaak taw thlanghqing a cyihnaak awh am hang nawh, Khawsa ak thaawmnaak awh ni ang hang hy.
2e0206008e	Hqamcakhqi venna taw cyihnaak awi ce kqawn nyng, cehlai khawmdek cyihnaak awi amni, ve khawmdek ukkung ak qeeng hly khqi ak awicyih awm am ni;
2e02070081	Khawsa ak awicyih awihyp, thuh na ak awm, ni boeimangnaak a hamna Khawsa ing khawmdek a syn hlan awhkawng a hoep cee hawh awi ni.
2e02080087	Cece u khawmdek ukkung pynoet ca ingawm ce a cyihnaak ce am sim uhy, ami sim mantaw boeimangnaak Bawipa ce thinglam awh am tai voei uh.
2e020900bb	Cehlai, Mik ing ama huh khawi, haa ing amang zaak khawi ingkaw, kawlung ing amak poek khawi ce amah ing a lungnaak thlangkhqi ham Khawsa ing qoek a bah pe hawh hy.” tinawh qeena awm hy.
2e020a0096	Khawsa ing ningnih a venawh amah ang Myihla ak caming dang law sak hawh hy. Myihla ing ik-oeih boeih ce sui hy, Khawsa a koe ak dung soeih awm sui hy.
2e020b00a0	Ak khuiawh thlanghqing myihla awm kaana thlanghqing ak kawpoek ak sim u nu ak awm? Cemyih lawtna Khawsang Myihla kaana u ingawm Khawsa ak poeknaak ce am sim hy.
2e020c0090	Ningmih ing ve khawmdek myihla amni hu unawh Khawsa ing a zoena a ni peek ce ning zaksimnaak thai aham Khawsa ven awhkaw Myihla ni ni huh uh hy.
2e020d009c	Ve ni ka mik kqawn hy, thlanghqing a cyih thoemnaak ing a ni cawngpyi am nawh, myihla awitak ce myihla ak awi ing myihla a cawngpyinaak amyihna kqawn unyng.
2e020e00c4	Myihla amak ta thlang ing Khawsang Myihla a venawh kawng ak law ce am do thai hy, anih aham taw cekkhqi ce qawnaak na awm hy, Myihla ben nakaw na a awm adawngawh, ang zaak na awm am zasim thai hy.
2e020f0051	Myihla thlang ingtaw a soep hoei sim hy, cehlai anih ce u ingawm am sim thai uhy.
2e02100074	U ing nu Khawsak kawlung ce sim nawh anih ce awi ak kqawn peek thai? Cehlai kaimih ingtaw Khrih ak kawlung ta unyng.
2e030100c2	Koeinaakhqi, myihlak thlangkhqi venawh awikqawn amyihna nami venawh ap kqawn nyng, cehlai pumsak thlangkhqi venawh kqawn amyih nani kak kqawn hy, Khrih-awh nasen thlangkhqi venna kqawn amyih na.
2e03020070	Buh am nawh, suktui ing ni ka ni cawm khqi hun, buh nami ai thai hlan adawngawh; tuhawm am ai thai hlan uhyk ti.
2e0303009a	Pumsak thlangna awm hun uhyk ti. Naming lakawh yytnaak ingkaw oelh qunaak a awm adawngawh pumsak thlangna awm unawh khawmdek thlangna am nami awm nawh nu?
2e0304008d	Pynoet ing, “Kai taw Paul a bawng ni,” pynoet bai ing, “Kai taw Apollo a bawng ni,” nami ti khui pumsak thlangna am nami awm nawh nu?
2e0305007e	Apollo ce a u nu? Paul taw a u bai nu? Nangmih ing namik cangnaak thai aham Bawipa ing bibi a peek qip tyihzawihkhqi boeih ni.
2e0306004d	Kai ing saw nyng, Apollo ing tui syp hy, cehlai ak tai sakkung taw Khawsa ni.
2e0307005d	Cedawngawh ak sawkung ingkaw ak sypkung ce ikawna am awm hy, Khawsa doeng ing ni, a cawt sak.
2e0308007b	Ak sawkung ingkaw ak sypkung ang cainaak taw pynoet ni, a ni bibinaak amyihna cekqawi ing zoepeek kutdo ce hu bit kawm nih.
2e0309006c	Ikawtih kaimih taw Khawsa bibi pyikung na awm unyng saw; nangmih taw Khawsa lo na, Khawsa im na awm uhyk ti.
2e030a00ce	Khawsam qeennaak ka venawh a ni peeknaak amyihna, im ak sa thai amyihna kai ing lung im khoeng nyng, thlak chang ing ce lungkhoeng awh im sa hy. Cehlai im ak sakung ing ikawmyihna im a sak tice ngaihta seh.
2e030b00a0	Ikawtih thlang pynoet ing lung a khoeng coeng awhtaw thlak chang ing ce ak khanawh lung ak chang am khoeng thai voel hy, cawhkaw lungkhoeng cetaw Jesu Khrih ni.
2e030c0061	Ce lungkhoeng ak khanawh u ingawm sui, ngun, lung a phuktlo, thing, cangzing ing im a sak awhtaw,
2e030d00a4	thlang boeih a bibi ce dang kaw. Khawnghi ing dang law sak kaw. Maina dang law sak nawh; ce a mai ing thlang boeih a bibi ce ikawmyih bibi aw tice dang law sak kaw.
2e030e004c	U myih awm cawhkaw a im sak ce ang dyih poe awhtaw, zoepeek kutdo ce hu kaw.
2e030f007f	Cehlai im ce a uih boeih awhtaw hlawng boeih kaw, amah taw loet hly hlai hy, mai kqawng anglakawhkawng ak loet amyihna awm kaw.
2e03100079	Khawsang Myihla nangmih ak khuiawh a awm adawngawh, nangmih taw Khawsa a bawkim na awm uhyk ti, tice am nami sim nawh nu?
2e03110091	U ingawm Khawsa a bawkim ce a hqe awhtaw, Khawsa ing anih ce hqe lawt kaw; kawtih Khawsa a bawkim taw ciimcaih hy, cawhkaw bawkim taw nangmih ni.
2e031200cf	Na mimah ingkaw na mimah koeh thai qu na uh. Nangmih anglakawh u ingawm tuh tloek awhkaw cyihnaak awh amah ingkaw amah ce thlakcyi na ang ngai qu awhtaw, thlakcyi na a awmnaak aham “thlakqaw” na awm seh.
2e0313009c	Ikawtih ve khawmdek cyihnaak ve Khawsa mik huh awhtaw qawnaak nani a awm. “Thlakcyikhqi ce a mimah a thainaak awh aawk sak khqi hy,” tinawh qee amyihna,
2e03140075	cekcoengawh, Bawipa ing thlakcyikhqi ak poeknaak ve a hqawng a h qap nani a awm hy tice sim hy,” tinawh awm bai hy.
2e03150060	Cedawngawh, thlanghqing awh ve ikaw awm oek qu aham am awm hy! Ik-oeih boeih ve nangmih aham ni,
2e03160094	Paul awm Apollo awm am awhtaw Cepha awm, khawmdek awm hqingnaak awm thihnaak awm tuh kawkkhqi awm haiben awhkawk khqi awm – nangmih boeih aham ni,
2e03170045	nangmih awm Khrih a koena awm u tiksaw Khrih taw Khawsa koena awm hy.
2e04010071	Cedawngawh ningnih ve Khrih a tyihzawih ingkaw Khawsa ak awihyp ak khoem thlang na thlang ing ning ngai khqi seh.
2e04020034	Ik-oeih ak khoemkung taw ypawmna a awm ham ngaih hy.
2e0403008f	Nangmih am awhtaw thlanghqing awidengnaak ing awi nami ni deng mai mantaw ikaw na awm am poek nyng; kamah ingkaw kamah zani awi am deng qunyng.
2e04040061	Kak kawpoek ve caih hlai hy, coet a kap kaana am awm nyng. Bawipa ing ni kai ve awi a ni deng hy.
2e04050109	Cedawngawh a tym a pha hlanawh u awm awi koeh deng; Bawipa a law dy qeh uh. Anih ing khawmthan khuiawh thuh na ak awmkhqi ce vangnaak awh dang sak kawmsaw thlanghqing ak kawlung awm dang sak bit kaw. Cawh thlang boeih ing Khawsa am kyihnaak ce hu boeih bit kawm uh.
2e04060114	Tuh koeinaakhqi, “Cawh qee na ak awm ak kep na koeh cet uh,” tinaak awi ce kainih a venawh kawng nami cawngnaak thai aham nangmih nami hawihkhangnaak aham ve a ik-oeihkhqi ve kai ingkaw Apollo ing haw na nih nyng. Cawhtaw thlang pynoet ing pynoet ak khanawh am oek qu kaw.
2e0407008f	U ing nu nangmih ak lawha bet na a ni sai khqi? Am nami huh ak kaa awh ikaw nami taak? Nami huh awhtaw kawtih amak hu amyihna nami zoeksang qu?
2e040800e7	Nami ngaih ce ta hawh uhyk ti! Nangmih taw boei hawh uhyk ti! Kaimih kaana – sangpahrangkhqi na coeng hawh uhyk ti! Nangmih mi sangpahrang na awm haih aham, sangpahrang na nami awm tang tang ce ni ngaih pyi khqi soeih soeih nyng!
2e04090104	Kai ingtaw, thih aham ami toen thlangkhqi amyihna, Khawsa ing kaimih ceityihkhqi ve a dytnaak benawh ni dang sak namih hy, tinawh poek nyng. Khawk khan ingkaw khawmdek boeih a haiawh, khan ceityihkhqi ingkaw thlangkhqi haiawh dan aham kaimih ve ni sai khqi hy.
2e040a0091	Khrih aham thlakqaw na awm unyng, cehlai nangmih taw Khrih awh cyi uhyk ti! Kaimih taw ka mik tha am awm hy, cehlai nangmih taw namik tha awm hy!
2e040b0093	Tuh qoe qoe awh ve kaimih taw buh cawi unawh tui ngaih unyng, ak pum a zal na awm unyng, thlang a kut hqitnaak na awm unyng saw im a lo taal unyng.
2e040c0058	Ka mimah a kut ing bi bi unyng. Thlang ing a ni thekhanaak khqi awh, yh ngah ngah unyng;
2e040d0095	amak thym na ami nik kqawn awh, kawdungnaak ing hlat pe unyng. Tuh dy na khawmdek bi bawi amyihna awm unyng saw, khawmdek ing ama ngaih na awm unyng.
2e040e008b	Nangmih namik chahnaak aham ve ak ca ve ka qee law amni, ka lungnaak ka cakhqi amyihna ni nami ngaihtaaknaak aham ve ak ca ve qee law nyng.
2e040f00b6	Khrih awh nangmih a nik khoemkungkhqi thlang thonghqa awm ta hlai uhyk ti, pa khawzah am ta uhyk ti, Ikawtih Jesu Khrih awh awithang leek ak caming kai ve nangmih a pa na coeng nyng.
2e04100036	Cedawngawh kai ve nami ni oet aham ni ngaih khqi nyng.
2e041100e0	Ve adawngawh ka lungnaak, ka capa ingkaw thlang ypawm, Timote ce nangmih a venawh tyi law nyng, anih ing Jesu Khrih awh ka khawsak ce khaw a hoei awhkaw Thlangboel a venawh ka cawngpyinaak a amyih ce ni sim sak khqi bit kaw.
2e04120049	Kai, nangmih a ven am kak law hly voel amyihna thlangvang ing oek qu uhy.
2e0413009a	Cehlai, Bawipa ing tyng hy a ti awhtaw, nangmih a venna law nai kawng nyng, cawh cawhkaw ak oek qukhqi ak awi doeng kaana, a mi bibikhqi ce sim bit kawng.
2e0414004b	Ikawtih Khawsa qam taw pauthainaak awh am awm nawh thaawmnaak awh ni a awm.
2e0415006f	Han nu nami ngaih bet? Vyknaak cung ing nu ka law kaw, am awhtaw lungnaak ingkaw kawdungnaak ing nu ka law kaw?
2e05010066	Nangmih anglakawh nupa thawlhnaak, lukihkhqi venawh za amak awm, a pa a zu ak zunaak awithang za nyng.
2e05020085	Nangmih ing kawseet doena cemyihna ak awm thlang ce ak chang na nami hqek aham awm hlai hy, cehlai nangmih ing oek qu na lat uhyk ti?
2e050300b4	Nangmih a venawh pumsa ingtaw am awm hlai nyng, myihla ingtaw nangmih a venawh awm nyng. Kamah kak awm a mih qoe qoe na, kai ingtaw cemyihna ak awm ak thlang ce awi deng hawh nyng.
2e05040093	Bawipa Jesu ang ming ing nangmih kutoet na naming cun awh kai awm myihla ingtaw awm lawt nyng, ningnih a Bawipa Jesu ak thaawnnaak awm cawh awm hy,
2e05050089	pumsa thawlhnaak ce hqe na awm nawh Bawipa a khawnghi awh ang myihla ce hul na a awmnaak thai aham, ce ak thlang ce Setan a venawh pe uh.
2e05060069	Nangmih naming oek qu paqap ve am nep hy. Hen vetehca ing phaihpi a cuna zam hy tice am nami sim nawh nu?
2e05070097	Hen amak bawi phaihpi ak thai na nami awm amyihna, hen ak kqym ce khawng lah uh. Ikawtih Khrih, ningnih a cehtaak poei tuuca ce hyih na hluut hawh uhy.
2e0508008d	Cedawngawh henpak khqym, seetnaak ingkaw thawlhnaak henpa ing poei sai kana taknaak ingkaw thymnaak phaipi, hen amak bawi ing poei sai u sih.
2e05090056	Nu pa thawlhnaak ak saikhqi mi am naming pha qu aham ni qee law pek khqi hawh nyng –
2e050a00e6	nu pa thawlhnaak ak saikhqi ingkaw ak kamvaa thlangkhqi, thlang a sa ai ak ngaihkhqi, myiqawl ak bawk ve khawmdek thlangkhqi mi koeh pha qu law qoe qoe uh am ti nyng. Cemyihna a awm mantaw ve khawmdek ve nami cehtaak aham awm kaw.
2e050b010e	Nangmih a venawh ca ka qee law ngaihnaak taw koeinaa na awm nyng ti hlai hy nu pa thawlhnaak ak sai, ak kamvaa, myiqawl ak bawk, thlang ak theet, zu ak aw ingkaw thlang a sa ai ak ngaih ak thlang ceni kak kqawn hy. Cemyih ak thlangkhqi mi ce buh awm koeh ai law haih uh.
2e050c0089	Thlangboel a leengna ak awmkhqi awideng aham kai ing ikaw a seng? Ak khuiawh ak awmkhqi ce nangmih ing awi nami deng aham am awm nawh nu?
2e050d007d	A leengna ak awmkhqi taw Khawsa ing awi deng kaw, “Nangmih anglakawhkaw thlak thawlh ce a leengna khawng uh,” ti bit kaw.
2e060100a5	Naming lakawh pynoet ingkaw pynoet awipungnaak a awm awhtaw, thlak ciimkhqi haiawh kqawn anglakawh Khawsa amak sim awi dengkung a venna namik kqawn hly ngam nawh nu?
2e060200a5	Thlak ciimkhqi ing khawmdek ve awi deng kaw, tice am nami sim nawh nu? Khawmdek ve awi deng aham nami awm awhtaw, ik-oeih ak zawica awh awm awi am nami deng kawm nu?
2e06030099	Khan ceityihkhqi zani awi ni deng kaw, tice am nami sim nawh nu? Ve khawmdek hqingnaak ik-oeihkhqi ak khqoet awhtaw ikawmyih dyna nu awi ni dengnaak kaw?
2e06040099	Cemyih a dawngawh nangmih anglakawh awipungnaak a awm awhtaw, thlangboel ak khuiawh ak zawi khyt na ak awmkhqi awm nangmih aham awi ak tlyk kungna ta uh!
2e06050081	Nangmih namik chahnaak aham ve ak awi ve kqawn nyng. Nangmih anglakawh awipungnaak ak sit sak thai thlakcyi u awm am awm nawh nu?
2e06060083	Cemyih kaana, koeinaa pynoet ing ak chang pynoet ce taza a cawi mantaw – cawhtaw cangnaak amak takhqi haiawh dyihna awm hawh kaw!
2e06070097	Taza cawinaak awh nami ceh dawngawh lamma na dawk oepchoeh hawh uhyk ti. Ikawtih aw dawk am nami hul mai? Ikawtih thainaak ce am nami zawk mai hy voei?
2e06080078	Na mimah ing thlang thai na lat unawh amak thym ik-oeih ce sai uhyk ti, nami koeinaakhqi venawh cemyihna ce sai uhyk ti.
2e060900b9	Thlak thawlh ing Khawsa qam am pang thai kaw tice am nami sim nawh nu? Thai lat na koeh awm uh ee: nu pa thawlh sainaak, myiqawl bawknaak, pa pum zawihnaak, pa ingkaw pa thawlh sainaak,
2e060a008c	quuknaak, kamvaanaak, zu quinaak, thlang theetnaak, thlang a sa ai ngaihnaak vemyih ak sai thlangkhqi boeih ing Khawsa qam am pang thai kaw.
2e060b00d6	Cemyihna maw nangmih anglakawhkaw thlang pynoet ingtaw nami awm mah hy. Cehlai nangmih taw ningnih a Khawsa ang Myihla ak caming Bawipa Jesu Khrih ang ming awh silhna awm hawh uhyk ti, dyng sak na awm hawh uhyk ti.
2e060c009e	A hoei sai ve ka hamna ciimcaih hy, cehlai a hoei sai ve am leek boeih hy; a hoei sai ve ka hamna ciimcaih hy; cehlai ikaw tamnaa na awm pek qu am ngaih nyng.
2e060d00b4	Buh ve phoen a hamna awm nawh phoen awm buh a hamna awm hy. Cehlai Khawsa ing cekqawi ce hqe haih kaw. Pum ve nu pa thawlh sainaak aham amni, Bawipa ham ni, Bawipa awm pum aham ni.
2e060e0067	Khawsa ing ak thaawmnaak ing Bawipa ce thihnaak awhkawng thawh hy, ningnih awm nim thawh khqi lawt kaw.
