2800000007	Maatosa
42030e00a7	Lodoqiya woossa keeththa kiitanchas hizga xaafa “Hayssi (amin7i) gidadefe tumu ammanettida marka gididadefe Xoossa medhetethi wuri izape beettidadefe yootetidazikko.
42030f0061	Tani ne ootho erays. Neni mooce woykko micha gidaka. Neni mooce woykko micha gididako lo7okoshin.
420310005f	Mooce woykko micha gidontta ne coo donbole gido gishshi ta nena ta duunape cutta kessana gayss.
420311009e	Ta dureko, taas daro haaroy dees, taas aykoyka paccibeyna” gaasa shin ne qass poynako aykoy bayinda maniqokko, qooqene ne kallo dizade gididayssa erabeykka.
42031200d1	Ne dure gidana koyko taape taman paacettida worqa shammana mala neni ne kallotetha yeellatetha kamanas bootha mayo mayana malane xelanaska danda7ana mala ayife dhale shammada ne tiyettana mala ta nena zorayss.
420313005d	Tani ta dosizayta wursa hanqayssine qaxxayayis. Hessa gishshi neni minna, maarotethanka gela.
4203140085	Heko! tani pengen eqqada xeygayss, oonikka ta qaala siydi ba pengeza taas doyko ta izako gelada izadera maana. Izadeyka tanara maana.
420315006c	Tani xoonada ta Aawra iza algan uttidayssatho xoondadey hessathoka tanara issife ta alga bolla ta uttissana.
4203160034	Ayanay woossa keethatas gizayssa haythey dizay siyo.
42040100a2	Hessaf guye tani salon doya diza penge beyadis. Tani koyro siyday dinka giiretha mala giireth hizgides “Haa pude keza, burope hanana miishata ta nena bessana”
420402005b	Ta heraka ayanan liphiphi gaada salan diza alga beyadis. He algaza bollaka issadey uttides.
4204030089	He alga bolla uttidayssa medhoy iyasphidene serdinone inqqu milayiza algaza yuuyi adhdhidi margide geetettiza inqqu milatiza zuulay dees.
42040400be	Hessaththoka he algaza yuuyi adhdhida nam7u tammane oyddu algati dettes. He algata bolla qass bootha mayo mayidi ba hu7e bolla worqa akilile woththida nam7u tammane oyddu cimati utti dettes.
4204050083	He algafe qass woliqanthine dada giirethi kezess. He alga sinthan poo7iza laapun xompeti dettes. Heytika Xoossa ayana laapunatakko.
4204060091	He alga sithan geesh milxi gida xolliqettiza masttoteda giza abbay dess. Iza gidon alga yushon guye baggara daro ayfera diza oyddu do7ati dettes.
4204070099	Koyro do7azi gaamo milatess. Nam7anthozi qass boora milatess. Hedzdzanthoza ayfesoy asa ayfeso milatess. oydanthozi qass piradhdhiza golle kafo milatess.
42040800f1	He oyddu do7ati issay issay usupun qefera dettes. Qefista yushonine qefeta gidon ayfey kumides. Istti qamane gallasine “Geeshazo! Geeshazo! Geeshazo! wursa danda7iza Godo, kaseka, ha7ika dizayssi, buroka yaanayssi guussafe shempi erettena.
4204090080	He do7ati he alga bolla uttidayssasine medhinape medhina gakkanaas dizayssas gitateth, bonchone galataka shiishiza wode wurison,
42040a00a9	Nam7u tammane oyddu cimati medhinape medhina gakkanaas diza ba alga bolla uttidayssa sinthan gufannidi izas goynettes. Bee aklilistaka he alga sinthan woththidi hizgida,
42040b00ab	“Nu Goda Xoosso, Neni wursa medhdhida gishshi, Medhetethi wurikka medhettidayne shempora dizay ne shene gidida gishshi gitatethi, bonchoyne wolqayka ness besses” gida.
4205010094	He alga bolla uttidayssa oshacha kushen qaa7a garisanine bolla baggara xaafeti uttida laapun matafan gordettida issi xaaxeti uttida maxaafa beyadis.
420502008b	Issi mino kiitancha dayssi gita qaalara “Hayssa matamista birshidi ha Xoossa maxaafa doyanas bessiza uray onee?” gi hasa7ishin beyadis.
42050300a4	Gido attini salonika gidin woykko biitta bolla woykko biittafe garisa bagganka he Xoossa maxaafa doydi iza gido gelanas xeellanas danda7ida uray oonikka bettibeyna.
4205040066	Taka he Xoossa maxaafa birishidi iza giddo xeellanas bessizadey bettontta aggida gishshi daro yekadis.
42050500c1	Hessa wode chimatape issadey taas “Ne yeekopa! heko Ayhudata bagga gidida Dawite zarkefe dendida gaamoy izi kase xoonides. Izi he Xoossa maxaafazane laapun matameza doyanas danda7es” gides.
42050600e0	Hessafe guye alga bollane oyddu do7ata gidon he cimata gidonka shukettida dorisa milatizayssi eqqidayssa beyadis. He dorisazas laapun kaceyne laapun ayfey dess. He ayfetika kumetha alame kiitettida Xoossa ayana laapunatakko.
4205070054	He dorisay yiidine alga bolla uttidayssa, oshacha kushen diza Xoossa maxaafa ekides.
4205080103	He Xoossa maxaafaza ekkida mala oyddu do7atine nam7u tammane oyddu cimati he dorisa sinthan ba liiphon gufannida. Isttika issadey ba kushen diitha mala miishi oykidida. Hessaththoka geeshata woossa gidida izan exaney kumida worqa xaaro ba kushen oykki dettes.
42050900eb	Ooratha yeth hizgi yexxida “Neni asa duma duma kochafe, duma duma qaalan hasa7izaytape, duma duma qommofene duma duma derepe Xoossas wozanas ne shukettida gishshi he Xoossa maxaafaza ekkanasine matamistaka doyanas bessizade gidadasa.
42050a0056	Ne istta nu Godaa Xoossaas qessistane kawota histadasa. Isttika biitta bolla kawotana.
42050b00a8	Tani gede zaara xeellishin he alganza, do7atane cimata yuuyi adhdhida daro kiitanchata qaala giireth siyadis. Isttas darotethay daro shiyanine daro miliyonen qoodettes.
42050c0085	Istti daro gita qaalan “Ha shukettida dorisay wolqa, dureteth, erateth, minoteth, gitateth, bonchone galata ekkanas besses” gida.
42050d00d7	Salonka biitta bollaka, biittafe garisanka, abba giddon diza medhetetha wurison “Alga bolla uttidayssasine dorisas galatayne dhoqateth, bonchoyne wolqay medhinape medhina gakkanaas izas gido!” gishin ta siyadis.
42050e004f	Oyddu do7atika “Aamin7i” gida. Cimatika ba liipphon gufannidi izas goynida.
42060100a0	Hessafe guyeka he dorisay laapun matamistape koyro matameza doyishin ta beyadis. He oyddu do7atape issay dada gugumtha mala qaalara “Ha ya!” gishin siyadis.
42060200ad	Qasseka bootha para beyadis. He parazoza bolla ba kushen wondafe oykidadey dess. He izas qass aklileyka imettides. Izika xoonizade gididi xoonope gede xoonos baanas kezides.
4206030059	He dorisay nam7antho matamaza doyda mala nam7antho do7azi “Ha ya!” gishin ta siyadis.
42060400cc	Qasseka hara xeeq zo7o paray kazides. He parazoza toggidadey biitta bollafe sarotethi dhayssana malane asay ba. e garisan issay issa wursana mala oothisanas izas Godatethine wogga gita mashshay imettides.
42060500a2	Dorisazi hedzdzantho matameza doyin hedzdzantho do7azi “Ne haya!” gishin siyadis. Qasse para beyadis. Parazoza bolla uttidadezi ba kushen maka miishi oykides.
42060600ed	Oyddu do7ata giddofe yida milatiza qaala siyadis; he giirethayka “kilos bagga gidizan gisttey issas issi gallasa damusakko. Qasse issi kilone bagga gidiza bangay issi gallasa damusa gido. zaytene woyne mith qohopa” gishin ta siyadis.
4206070059	He dorisay oydantho matameza doyin oydantho do7aza qaalay “Ne ha ya!” gishin siyadis.
42060800cb	Qasseka Cololo parazo beyadis. Parazoza togidayssa sunthi hayqo geetetes. Iza qass dufoy kaalles. Hayqoyne dufoy biittafe sayso olan, gafun, bochanine bazzo do7an wodhana mala godatethi isttas imettides.
420609008f	Ichachantho matameza izi doyin xoossa qaala gishshine ba markattida markatetha gishshi hayqidayta shempota yarsho yarshizasoza garisan beyadis.
42060a00b3	Istti qass qaala dhoqu histid “Geeshine tumancha Goda Xooss, Neni biitta bolla diza asa bolla piridonttane nu suutha gishshi ne halo kesonttay ayde gakanasee?” giidi woossida.
42060b00d0	Isttas issas issas bootha mayoy imettides. Isttaka mala buro hayqana. Istta mala oothancha gidida istta lagettine istta ishata qooday kumana gakanas istti guutha wodes shempid takkana mala isttas yootettides.
42060c00d3	Hessafe guye he dorisay usupuntho matameza doyin tani gede izako xeelladis. Heko biittay wolqama qaath qaxxides. Aawa arishey asi kayos mayiza karetha mayo mala karexides. Aginayka kumethara suutha mala zo7adus.
42060d0056	Wolqqa assura carkoy carkidi miththa ayfe qoqofiza mala salope xoolintey qoqofettides.
42060e006c	Saloyka waraqata mala xaaxettidi kichides. Zumatine abba giddon diza gadeti wurikka ba dizasope dhay gidida.
42060f00a5	Biitta bolla diza kawoti, biitta haarizayti, ola halaqati, dureti, wolqamati, ashikaratine Godati wurikka gongolo giddonine zumata garisan zaalata garisan qotettida.
4206100065	Zumatane zaalataka “Nuna kammite! alga bolla uttidayssa sinthafe, he dorisaza hanqofe nuna qottite.
4206110040	wolqama hanqo gallasay gakkides. Iza oone danda7anayii?” gida.
42070100d5	Hessafe guye oyddu kiitanchata biitta bolla oyddu baggara eqidayta beyadis. Isttika biitta bolla gidin woykko abba bolla woykko miththa bolla ay carkoyka carkontta mala oyddu baggara yiza bocha carko wursi oykida.
42070200b5	Deyo Xoossa matama oykida hara kiitanchay awa arishey mokiza baggara ha yishiin ta beyadis. Biittane abba qohanas isttas godatethi imettida oyddu kiitachatako ba qaala dhoqu histid,
4207030089	Nuni nu goda oothanchata liipho bolla matame wothana gakanas biitta gidin woykko miththata gidiinka heytantta bolla qohopite gi wothides.
42070400a2	Taka matamay istta bolla wodhidayta qooda siyadis. Isiraa7eele asa kochafe wurisofe matamay istta bolla shocettidayta qooday xeistane oyddu tammane oyddu shiiiko.
4207050068	Yuda qommofe matamay istta bolla shocettidayti tammane nam7u shiii, Gaade qommotape tammane nam7u shiii,
4207060066	Asere qommofe tammane nam7u shi, Nifitale qommofe tammane nam7u shi, Minase qommofe tammane nam7u shi,
4207070065	Simona qommofe tammane nam7u shi, Lewe qommofe tammane nam7u shi, Yisakore qommofe tammane nam7u shi,
4207080068	Zabilone qommofe tammane nam7u shi, Yosefo qommofe tammane anmu shi, Biniyame qommofe tammane nam7u shi.
420709010f	Hessafe guye ta xeellishin wagay bayinda daro dere beyadis. Heytantika derefe, duma duma qommofe, duma duma zarkefene duma duma qaala hasa7izayt wurisofe shiiqetidaytakko. Heyt wuri bootha mayo mayidi zamba haythe ba kushen oykkid alga sinthanine dorisaza sinthan eqqida.
42070a0043	Qaala dhoqu histid “Atotethi alga bolla uttidayssafekko!” gida.
42070b0075	Iza kiitanchati wurikka iza algas, cimatasine oyddu do7ata yuuy adhdhi eqqida algaza sinthan gufanid Xoossas goynida.
42070c0085	Hizgida “Amin7i! sabay, gitatethi, erateth, galatay, bonchoy, wolqayne minotethi nu Godas Xoossas medhinape medhinas gido amin7i”
42070d0071	Cimata giddofe issadey taako simmidi tana “Hayti bootha mayo maydayti oonantee? Istti awape yidaytee?” gides.
42070e0090	Taka “Goda, ne erasa” gadis. Izika taas hizgides “Hayti wolqama waayeza kanthid yidaytakko. Istti ne mayoka dorisa suuthan meeci geeshida.
42070f007e	Hessa gishshi Xoossa alga sinthan de7idi qamane gallas iza keeththan izas oothettes. Alga bolla uttidayssika isttas dussasokk.
4207100062	Hayssafe guye istti gafettana, saamotettena, awa seelayka istta bochchena, hombeyka istta hombena.
420711008d	Algaza gidon diza dorisay istta heemizade gidana. Isttaka gede deyo hatha pulitoy dizaso kaalethana. Xoossi istta ayfepe ayfentha quccana.”
420801004e	Dorisay laapuntho matameza doyin bagga saate gidizayssa mala saloy co7u gides.
420802005c	Xoossa sinthan eqqiza laapun kiitanchata tani beyadis. He asttasika laapun dinkey imettides.
42080300f2	Exane izan cu7isiza worqafe oothetidayssa oykida kiitanchay yiidi yarsho iza yarshiza soza achchan eqqides. Alga sinthan diza worqafe oothetida yarsho iza bolla yarshizayssa bolla geeshata woossara issife shiishiza daro exaney izas imettides.
4208040053	He exaneza cuway geeshata woossara he kiitancha kushepe pude Xoossa sinthe kezides.
42080500b7	Hessafe guye kiitanchazi exane izan cuwasizayssa oykkidi yarsho yarshiza sozape tama ekkidi izan kunthidi duge biitta bolla yeggides. Daday, giirethi, wolqanthine biittayka qaaxxides.
4208060041	Laapun zaye oykida laapun kiitanchati ba zaye punanas giigettida.
42080700ca	Koyro kiitanchazi ba zayeza punides. Shachine suuthi walakettida tamay medhetides. Duge biitta bolla yegettides. Biittafe cigoy xuugettides. Mithafeka cigoyka xuugetides. Cilila matayka wuri xuugetides.
4208080088	Nam7antho kiitanchayka ba zayeza punnides. Issi gita zuma milatiza miishi exishe duge abba giddo yegettides. Abbas cigoy suuthu giddies.
420809005f	Abba gidon shempora diza medhetethape cigoy wuri hayqides. Markabistapeka cigoy kumeth dhaydes.
42080a00ab	Hedzdzantho kiitanchazi ba zayeza punnides. Xompe mala eexiza issi gita xoolinttey salope duge kundides. Izi kundiday shaafata cigo bollane haatha pulittota cigo bollakko.
42080b006e	He xoolintteza sunthay Ereto geetettes. Haathas cigoy camo giddies. He camo haatha geedon daro derey hayqides.
42080c0101	Oydantho kiitanchay ba zayeza punnides. Awa arishes cigoy, aginas cigoy, xoolinttistas cigoy shocettides. Hessa gishshi heytantta po7ope cigoy dhumides. Hessa malanka gallasafe cigoy omaris giddies. Hessaththoka omarissafe cigoy po7oy bayinda dhuma giddies.
42080d00d5	Ta qass zaara xeellishin issi golle kafoy salo bolla piradhishe gita qaalan “Hanko attida hedzdzu kiitanchati ba dinkista giireth sissiza wode biitta bolla diza asas wo! Wo! isttas wo! Wo! gi waassishin siyadis.
42090100a1	Ichachantha kiitanchay ba zayeza punnidees. Ta qass salope kase duge biitta bolla kundida xoolintteza beyadis. He izas qass ciimma olla doyiza qulfey imettidees.
4209020094	Izika he ciimma ollaza doyidees. He ciimma ollafe wolqama tama cuwa mala cuway kezidees. He ollafe kezida cuwaza geedon awa arisheyne saloy dhumida.
420903006e	He cuwape biitta bolla booley kezidees. Biitta bolla diza masmasotas diza wolqa mala wolqay isttas imettidees.
42090400e1	Biitta bolla diza maata gidin woykko ay miisheka hara cilila miishe montta mala woykko ay miththaka qohontta mala isttas yootetidees. Istti qohana bessizay qass liipho bolla Xoossa matamay bayinda asata xalala gidana malakko.
42090500c3	He isttaka ichachu agina gakana waaye xalala waayisana attin wodho wodhana mala fiqadey isttas imettibeyna. He booleti asa bolla gaththiza waayezi masimasoy ase dukiko ase seelliza seela malakko.
4209060066	He gallasatan asay hayqana koyana shin hayqo demmetena. Hayqanas amottana shin hayqoy isttafe bistana.
4209070089	Booleti qass olas giigettida parazota milatettes. Isttas hu7e bolla worqa aklile milatiza miishey dees. Istta ayfesoy asa ayfeso milates.
4209080058	Istta hu7e ithikey macasha hu7e ithike milates. Istta achchey qass gaamo achche milates.
42090900af	Biratape oothetida xurure geetettiza mayo mala tira bolla mayiza mayoy isttas dees. Istta qefey giiriza giirethay olas togettiza daro parane para gaareta giiretha mala giires.
42090a0068	Isttas masimaso goyna malayne dukizasoy dees. Isttas goyna gidon ichachu gakanas ase qohiza wolqay dees.
42090b00a4	Kawoyka isttas dees. He izika ciimma olla kiitanchazakko. Iza sunthayka Ibirawista qaalara “Abadone” geetettes. Qasse Giriko qaalara “Aphiliyone” geetettes.
42090c0041	Koyro waasoy aadhides. Hessafe qass hara nam7u waasoy buro yaana.
42090d0095	Usupuntho kiitanchayka ba dinkeza punnides. Heko! Xoossa sinthan diza worqafe oothetida yarsho yarishiza sozan diza kacista giddofe giirethi siyadis.
42090e0087	He giirethayka dinke oykida usupuntha kiitanchazatho “Wogga shaafan Efiraxisen qacheti diza oyddu kiitanchata birisha yedda” gides.
42090f008c	Hayssa ha saatezasine ha gallasas, ha aginasine ha laythas giigettida oyddu kiitanchati asa zereththafe cigo bagga wodhana mala birshettida.
420910004f	He paran oothiza asata darotethay nam7u xeetu miliyone gididayssa tani siyadis.
4209110116	Parazotine he parazota toggida asata tani ajjutan be7idayti hyssafe kaallizayssa malakko, isttas tira bolla diza xururezi tama bonqqo mala zo7okko. Salo mala kareth; galali7o milates. Parazota hu7ey gaamo hu7e milates. Istta duunape tamayne cuway diine geetettiza miishe kezees.
4209120061	Istti ba duunape kessida tamay cuwayne diiney ha hedzdzu bochatan asa zereththafe cigoy hayqides.
4209130084	He parazota wolqay isttas duuna giddonine goyna bolla dees. Istta goynay shooshu milates. Shoosha hu7eyka dees. Ase hessan qohettes.
4209140117	Hayta ha bochatan hayqope attida asa zereththati kase ba oothida iitta oothope simmidi maarotethan gelibeyttena. Daydanthas worqapene birape, xariqimalape, shuchafene, miththafe, oothettida xeelanas woykko haythen siyanas woykko hamuttanas danda7ontta eeqatas goyno aggibeyttena.
420915005e	Hessaththoka shempo wodhope, bitape, laymmafene kaysotethafe simmidi maarotethan gelibeyttena.
420a0100b2	Hessafe guye shaara mayida hara mino kiitanchay salope duge wodhizayssa beyadis. Zuulay iza ue7e yuuy adhdhides. Iza ayfesoy awa arishe milates. Iza tootika tama tuusu milatetes.
420a020090	Xaathafe birshettida issi guutha maxaafa dizaro ba kushen oykki uttides. Izi ba oshacha toozan abba, hadirsa toozan qass biitta yedhdhi eqqides.
420a03005a	Gaamo xaago mala gita qaalara xaagides. Izi xaagida mala laapun dadati ba giirethi sisida.
420a04009a	Laapun dadati ba giiretha sisida mala ta xaafana gaada qopadis shin “Ha laapun dadati yootoyssa qum7a oykka attin xaafopa!” giza qaala salope siyadis.
420a05006f	Hessafe kaallidi abba bollane biitta bolla eqqi dishin ta beyada kiitanchazi ba oshacha kushe pude salo dethidi
420a0600c3	Medhinape medhinas dizayssan salone salon dizayta qasseka biittane biitta gidon dizayta, abbane abba gidon dizayta medhida Xoossa sunthu xeeygi caaqidi hizgides “Hi7a hayssafe guye izi gam7ena!
420a070086	Gido attin laapuntha Kiitanchay ba dinkeza punni sisiza gallasatan izi ba oothachatas, nabetas erisda mala Xoossa xuuray polettana.”
420a0800a2	Hessafe guye tani salope siyada qaalay “Abba bollane biitta bolla eqida Kiitancha Kushen doyeti diza xaatha Maxaafaza baada eka!” giidi qasseka taas yootides.
420a0900c0	Tani qass Kiitanchazako baada “Hiino qeeri xaathan diza maxaafayo taas imma” gadis. Izika “Hey ekada ma! Iza nena ne ulo giddon cammana shin dunan qasse nena eessa mala mal7ana” gides.
420a0a009f	Taka he qeeri xaatha maxaafayo Kiitanchaza kushepe ekkada madis. Izaka ta duunan tana eessa mala mal7adus shin ta ma aggin guyepe ta ulo giddon tana cammadusu.
420a0b00b6	Hessafe qasse “Daro duma duma qommo asa gishshine duma duma qaalan hasa7iza asata gishshine kawota gishshi qasseka tinbite ne yootana mala nees besses” geetetid taas yootettides.
420b0100bb	Hessafe guye ta izara wadha wadhdhanas guufe milatiza shombeqoy taas imettides. Taas hizgetides “Neni dendada Xoossa woossa keethazane yarsho yarshiza soza wadha! heen goynizayta tayba.
