2800000005	Mateu
300417007b	Vuno honi muana uje uakuli ndungo uasemukile kuya ku vuntu, kaha muana uje uakuli uakupatuka uasemukile kuya ku cikulaheso.
3004180091	Honi eci cinapu ngue cisimo, ava vampuevo vanapu matavasano avali. Limo lihuma ku Munkinda ua Sinai, kusemena vana mu vundungo, ou ikeye Hangale.
3004190080	Honi Hangale ikeye Munkinda ua Sinai mu Alambiya, ikeye nemanena Yelusalema ije iliko, omuo ikeye ali mu vundungo na vana vendi.
30041a0047	Vuno honi Yelusalema ije ili kuilu ikeyo yakupatuka, kaha ikeye nanetu.
30041b00e3	Omuo vanacisoneka nguavo, “Vuaheleleni, yeni vantsimpi vaje kuvekusema! Lileni nakutambeka na nzolela, yeni vaje kumuesi mu mushongo uakusema! Omuo vana va uje ivasezele vanapu vavengi kupulakana vana vendi uje nashomboka.”
30041c003c	Honi yetu, vamuanetu, ngue Isake, yetu tu vana vacikulaheso.
30041d0092	Vuno honi ngue kuntsimbu ije uje muana uasemukile kuya ku vuntu uapakesele uje uasemukile kuya ku cimbembesi, kaha omu mukemo mucilimo cipue hano.
30041e00b4	Vuno honi visoneka nkuma vihandeka vika? Vihandeka nguavio, “Sheka mpuevo ua ndungo na munendi, omuo muana uje ua ndungo kasa kukasuana hamo na muana ua uje mpuevo uakupatuka.”
30041f0057	Nankuma, vamuanetu, yetu keti tu vana va uje ndungo vuno honi va uje mpuevo uakupatuka.
3005010070	Omuo ya kupatuka mukemo Kilistu natupatula, nankuma, imaneni ngoo kaha keti mulihane naua ku mutiyo ua vundungo.
300502006f	Honi yange Paulu, njihandeka kuli yeni nguange nga mutambula kulovoka, kaha Kilistu kakakala na seho kuli yeni.
3005030076	Njihilukilaho naua kunangula ku yala uoshe uje akatambula kulovoka nguange ikeye vanamukutu mukutulika lishiko lioshe.
300504005f	Vanamihumisa kuli Kilistu yeni voshe vaje vavapuisa va vusunga ku lishiko, munahumu ku kavumbi.
3005050055	Omuo kuhitila muli Cimbembesi ha lutsilielo, tulinakuvandamena kutsiliela ca vusunga.
3005060081	Omuo muli Kilistu Yesu kukuesi kulovoka cipue kuhona kulovoka cije cili naseho, vuno honi lutsilielo lupanga kuhitila mu cizango.
3005070049	Muakele nakulinga muacili, kaha iya honi uamivindikile kuononoka vusunga?
300508002d	Eci kusindiya kucahumine kuli uje uamisanene.
3005090034	Kacimbaluila kakandende kakafutunuisa mukasha uoshe.
30050a0084	Njatsiliela muli Muene nguange kumukatambula cuma ceka kupulakana cange, kaha na uje uoshe alinakumiyandesa akauana cisompelo cendi.
30050b00a3	Vuno honi nga yange vamuanetu, hanga njicilinakuambulula kulovoka, nkuma vikahoni hanga vacinjipakesa? Ha mulonga ou cije citsuntsuiso ca cilindakano vanacihumisa.
30050c007a	Njitonda linga vaje vantu vaje valinakumitanganesa keti valengesele aha lika, veceleni vatualeleleho nakulipuisa vayunuke.
30050d00bf	Vamuanetu, omuo yeni vamisanene mukupatuka, kaha honi keti mupangese kupatuka ceni cipue lisesa lia ku muvila ueni ua ntsitu, vuno honi kuhitila mu cizango pueni vangamba kuli umo na mukuavo.
30050e0076	Omuo lishiko lioshe vanalishulisisa mu lizi limo lika eli ngualio, “Zanga mukueni ngue muua lizanga yove vavenia.”
30050f006d	Vuno honi nga mulishuma nakulivulumuna umo na mukuavo kaha nangukeni linga keti mukalinongese umo na mukuavo.
3005100066	Vuno honi njihandeka nguange endeni na Cimbembesi kaha keti muvuahelese mashungu aku muvila ua ntsitu.
30051100be	Omuo mashungu aku muvila ua ntsitu akaluisa Cimbembesi, kaha na mashungu a Cimbembesi akaluisa muvila ua ntsitu, omuo evi kuvialitombuele, kaha vikamikingi ku kulinga vije vimutonda kulinga.
3005120048	Vuno honi nga Cimbembesi cimituamenena kaha kumuesi muintsi lia lishiko.
300513006f	Honi vipangi via muvila ua ntsitu viapua viangoco: vikevio viapua vupangala, kulijualesa, vilinga via kuteuesa,
3005140097	kulemesa tumponia, vulozi, vutozi, vaka kulua, cipululu, vutenu, vaka kulizanga vavenia, vaka kulitepesa ku vakuavo, vaka cimbembesi ca kuzanga viuano,
30051500b8	vaka lifuua, vaka kupenda, nakulinga viuma vieka ngue evi. Njiminangula ngue muje naua munjaminanguile hakulivanga, ngeci vaje voshe vakalingi viuma evi kuvakasuana vumuene vua Njambi.
3005160067	Vuno honi vushuka vua Cimbembesi vuapua cizango, nzolela, ciyulo, lukakateya, ngozi, vucili, kukonkama,
3005170041	kulikehesa na kulihilula, kaha kukuesi lishiko liluisa viuma evi.
300518006a	Kaha vaje voshe vakundama kuli Kilistu Yesu vanashukika muvila ua ntsitu na vilinga viauo na mashungu auo.
3005190044	Nga tuyoyela hali Cimbembesi, kaha tuyeni tuende naua na Cimbembesi.
30051a006a	Kutuapandele kupua vaka kulihalesa cipue kuliputuka umo na mukuavo, cipue kuvuila cipululu umo na mukuavo.
30060100cd	Vamuanetu, nga muntu umo vanamuuana na mulonga uli uoshe, kaha yeni vaje vanakulahela munapande kumusungamesa mu cimbembesi ca kulikehesa. Kaha lihiluleni yeni vavenia kuteua mukakovele naua mu ceseko eci.
300602005d	Liambateseni viteli via umo na mukuavo, kaha mukulinga eci mukashulisisa lishiko lia Kilistu.
3006030076	Omuo nga uoshe uje asinganieka nguendi napu uakama, vuno honi keti mukemo muanapu, kaha ali nakulikuisa ikeye vavevia.
3006040086	Vuno honi muntu na muntu ahilule vipangi viendi vavenia, kaha kuya ku vipangi viendi akasa kulihalesa ikeye vavenia keti hali mukuavo.
3006050037	Omuo muntu na muntu akaliambatela citeli cendi vavenia.
300606005a	Muntu uoshe uje ivanalongesa lizi akalipangela viuma vioshe viacili na uje namulongesavio.
3006070062	Keti vamikuise, Njambi kuvekumushendumuna, omuo vioshe vije viakuna muntu, vikevio naua viakateja.
30060800ba	Omuo uoshe uje akuva ku muvila uendi, kaha ku muvila uendi naua kukeko kuakateja kunonga. Vuno honi uoshe uje akuva ku Cimbembesi, kaha ku Cimbembesi naua kukeko kuakateja muono ua yaye.
300609006c	Keti tuhone mukulinga viuma viacili, omuo ntsimbu ikeja ije tukateja muacili nga tutualelelaho nalukakateya.
30060a0073	Nankuma, omuo tucili nantsimbu, tuyeni tulinge vucili ku vantu voshe, kaha cikuma kuma ku ntanga ije ya lutsilielo.
30060b0043	Taleni kuhama ca visona vije njili nakumisonekela na livoko liange.
30060c00a3	Vaje vakatondo kuvuahelesa vantu ku ntsitu vakevo vaje vakamisindiya linga mulovoke. Eci vakacilingila lika linga vateue kuvapakesa omuo ya cilindakano ca Kilistu.
30060d0085	Omuo cipue vene vaje vanalovoka kuvekutulika lishiko, vuno honi vakashunguiya yeni linga mulovoke ngeci vauane vumpau mu muvila ueni.
30060e009d	Vuno honi yange kunjikalihalesa ha lievi, kuvanga lika ha cilindakano ca Muene uetu Yesu Kilistu, uje muli ikeye mavu vanaashukika kuli yange, nange ku mavu.
30060f0069	Omuo kukuesi na mulonga uahi cipue ualovoka cipue kuualovokele, vuno honi cakama kupua uakutanga lualuha.
3006100061	Ciyulo na cikeketima vikale kuli yeni voshe vaje venda na lishiko eli, na kuli Isaleli ya Njambi.
3006110065	Kuhuma hano, keti kukale muntu umo anjihane vukalu, omuo njinambata vitamba via Yesu ha muvila uange.
300612004f	Kavumbi ka Muene uetu Yesu Kilistu kakale na cimbembesi ceni, vamuanetu. Ameni.
3100000005	Efeso
3101010082	Paulu, kanganda ua Kilistu Yesu ku cizango ca Njambi, Kuli vantu va Njambi vakulela vaje naua vapua vakukonkama muli Kilistu Yesu.
310102003d	Njambi tatetu na Muene Yesu Kilistu vamihane ngozi na ciyulo.
31010300b8	Tulemeseni Njambi ikeye Njambi ya Muene yetu Yesu Kilistu kaha ikeye naua ishe. Omuo mukulipandakana kuetu na Kilistu natukuisula navikuisulo vioshe via Cimbembesi mu vihela via muilu.
3101040091	Tele kanda vapange mavu, Njambi uatuhanguile laja tupue vendi muli Kilistu, tupue vakulela na kujeneka mulonga ku mesho endi. Omuo cizango cendi,
310105008b	Njambi uayonguelele kulutue ngeci kuhitila muli Yesu Kilistu akatupuisa kupua vana vendi. Eci capuile cakumulema na vutumbe vuendi vavenia.
3101060058	Nkuma tulemeseni Njambi ou natumuesa ngozi yendi yakama cikuma muafua ya munendi yazema.
3101070078	Mu maninga a Yesu Kilistu tunapatuka na kutusambesa ku vupi vuetu, ovu vukevo vukama vua ngozi yendi yakama cikuma-kuma.
3101080059	Njambi natuhana ngozi museteko yakama! Mukuendelela na mana oshe na mukutantekeya kuoshe.
310109008c	Njambi ualingile vije uatumbuile kulinga kulutue. Uatusholuelele vutumbe vuendi vua vushueke vuasinganiekele kumanesa kuhitila muli Kilistu.
31010a0082	Vutumbe ovu vuje Njambi aka vumanesa omo nga ntsimbu ya cili inapuho, akakungulula vioshe via muilu nevi via ha mavu muli Kilistu.
31010b00af	Vioshe viuma Njambi ualingile kuya navutumbe vuendi. Njambi uatuhanguile kupua tuvantu vendi kuhitila muli Yesu Kilistu. Ovu vukevuo vutumbe vuendi vua tumbile hume ha katete.
31010c0051	Yetu vakulivanga tuakala na likulahelo muli Kilistu tulemeseni vumpau vua Njambi.
31010d00f1	Neni naua muapuile mu vantu va Njambi omo muazivile lizi lia vusunga, vimpande viacili vije viaminehelele kuovoka. Muakulahelele muli Kilistu, Kaha Njambi namihaka cizivukiso cakupua muvendi hakumihana Cimbembesi cakulela uje uamikulahesele.
31010e00a5	Cimbembesi cikeco cinatulingisa cili vene tukasuana vije Njambi nakulahesa vantu vendi, kaha tunasimpi ngeci Njambi a kapatula vantu vendi. Tulemeseni vumpau vuendi!
31010f0088	Muafua ya vioshe evi Njambi vianamilingila hume njevuile kukutsiliela kueni muli Muene Yesu, na cizango ceni kuli voshe vantu va Njambi,
310110004f	kunjalikelele kutsatsela kuli Njambi omuo yeni. Ntsimbu yoshe njikamilombelela.
31011100a2	Njili nakutualeleho kulomba kuli Njambi ya Muene uetu Yesu Kilistu, ishe ya ku vumpau amihane Cimbembesi ca mana na ca kusholola linga mutantekeye Njambi muacili.
3101120095	Njili na kulomba kuli Njambi linga amihane ceke ca kutantekeya likulahelo lije liva namisanena na vumpau vuakama vua vufuko vuva kasuana vantu vendi.
3101130088	Naua njikalombo nguange mutantekeye nzili yendi yakama kuli yetu vaka kutsiliela. Ije nzili ipanga muli yetu inapu ngue nzili yakama ije
3101140069	uapangesele omo uasanguile Kilistu ku vatsi nakumutumbika ku livoko liendi lia cilio mu lifuti lia muilu.
31011500c8	Kuje Kilistu ikeye muka kushika helu lia voshe vaka kushika muilu, vaka mpoko yakama na vaka nzili na vimiene voshe, ikeye ali na lizina lili helu lia mazina oshe a mpoko ali hano vene na aje akejaho.
3101160054	Njambi nahana nzili yoshe muli Kilistu nakumupuisa mutue ua vioshe mu cikungulukilo.
3101170065	Cikungulukilo cinapu muvila ua Kilistu, na cikungulukilo cinashulu ikeye na ikeye nashulisisa vioshe.
310201004f	Laja muapuile muvatsi ku Cimbembesi omuo ku muononokele Njambi, nakulinga vupi.
31020200b1	Ha ntsimbu ije muakavangeyele vingila via vupi via muno mu lifuti, muononokele suana ua muvukambuila ikeye Cimbembesi ou ali na kutuamenena vantu vaje kuvesi nakuononoka Njambi.
310203011f	Mua vusunga vene tuva voshe tuafuile ngue vakevo ha ntsimbu imo, kaha tuayoyele vene ngue kucisemua ca mashungu etu a vuntu. Tualingile vije vuntu vuetu na visinganieka via vuntu viakele nakutonda. Muafua kucisemua cetu ca vuntu ngue vantu voshe, tuapandele kuyanda ku vukalu vua Njambi.
3102040063	Vuno honi Njambi uapua ua cikeketima cikuma, muafua ha cizango cendi kuli yetu capua cakama cikuma.
310205006d	Omo tuatsile ku vupi vuetu ku Cimbembesi, Njambi uatunehele ku muono na Kilistu. Munovoka ha ngozi ya Njambi.
310206006f	Hakukala kuetu muli Kilistu Yesu, Njambi uatusanguile mu Cimbembesi hamo nendi ngeci tukayule hamo nendi muilu.
31020700b7	Ualingile evi kupua cimueso kuli voshe ha vintsimbu vioshe na vije vikejako ha kumuesa vukama vua cikeketima cendi cije kutuasa kuseteka na kavumbi kaje katumuesele muli Kilistu Yesu.
310208007f	Munovoka muafua ngozi ya Njambi kuhitila mulikulahelo. Eci keti ngue ha vilinga vieni kuahi, vuno honi cinapu vuana vua Njambi.
3102090060	Njambi kamiovuele ha vilinga vieni. Muafua yaevi kukuesi visinganieka linga muntu umo alishashe.
31020a00ba	Yetu tunapu vakutanga kuli Njambi, kaha hakukala kuetu muli Kilistu Yesu uatutangelele yetu kulinga vipangi viacili, vije uatu vuaheselelevio kulutue ngeci vene tuyoye mu cifua eci vene.
31020b00df	Singaniekeni ha ntsimbu imo yeni keti mu Vayunda kucisemua, vaje vamisana nguavo “Vakakujeneka kulovoka” ngue ku futisi ya Vayunda, vaje valitumbula nguavo “vaka kulovoka” eci cikalingika kumivila ua muntu namavoko.
31020c0121	Ha ntsimbu ije muahangunukile kuli Kilistu. Muapuile muvangezi kumuakundamene ku vantu va Isaleli vaje Njambi uahanguile. Kumuakele na mutambela mu matavasano, aje emanene ha vikulaheso via Njambi kuli vantu vendi, kaha yeni muayoyele hano ha mavu kua kuhona likulahelo na kujeneka Njambi.
31020d006d	Muakele kulahako na Njambi ha ntsimbu imo. Vuno honi vanaminehe hayehi muli Kilistu kuhitila mu maninga endi.
31020e00b6	Omo Kilistu natunehela ciyulo hakupua Vayunda na vaje keti Vayunda kupua umolika. Uahanene muvila uendi kupua cikombelo, ca kuvujula civumbe cije cava hangunuine na kuvapuisa vitozi.
31020f00c8	Omo uatsile uatupuisile kulikela kukavangeya mashiko a Vayunda hamo nakushika kualio na futisi yalio linga yetu tuovoke. Ualingile eci ngeci vivunga vivali vipue civunga cimolika, linga kukale ciyulo.
31021000b2	Kuhitila ha kutsa cendi ha cilindakano Kilistu uanongesele vizindo viavo. Kuhitila ha cilindakano napandakana vivunga vivali nakuvipuisa muvila umolika nakuvineha hamo na Njambi.
31021100a5	Kilistu uezile nakuambulula muzimbu ua cili ua ciyulo kuli voshe, kuli yeni keti Vayunda vaje vakele kulahako na Njambi na kuli Vayunda vaje vakele kuyehi na Njambi.
310212006b	Muli Kilistu yetu voshe, Vayunda na vaje keti Vayunda, tuasa kuija ku mesho a Tate mu Cimbembesi ca Njambi.
310213009a	Nankuma, yeni keti Vayunda kumuapuile honi naua vakakuija, yenihoni munapu mu vandambo hamo na vantu va Njambi, yenihoni munapu vantu va ntanga ya Njambi.
3102140084	Neni naua vanamitungu ha luvula lua tunganda na tunanguizi va Njambi, cisimi caseho cikuma ca mu mbango cikeco Kilistu Yesu vavenia.
310215005d	Ikeye muka kukuatela njivo yoshe hamolika na kuyikolesa na kuyipuisa njivo yakulela ya Muene.
3102160078	Muli Yesu yeni vana mitungu mumo na vakueni veka ngeci mupue muhela ua Njambi uakayoyela kuhitila hali Cimbembesi cendi.
3103010093	Kuya kuviuma vije vianapanga Njambi, yange Paulu njili nakumilombelela. Njili mu kamenga muafua ha vipangi via Kilistu Yesu hali yeni keti Vayunda.
3103020074	Mua vusunga vene yeni muazivuka ngueni Njambi mu kavumbi kendi nanjihana vipangi evi via kuambulula muzimbu ua cili.
3103030070	Njambi uajomboluele vutumbe vuendi vua kushueka nakuvusholola kuli yange. Njasoneka laja muvundende ha cuma eci.
3103040061	Kaha nga mutanda vije vinjasoneka muhasa kuvuisisa muje munjikevuisisa vishueka via hali Kilistu.
31030500b2	Mu vintsimbu via hanima vantu kuva valekele vishueka evi vuno honi Njambi navisholola alolo hali Cimbembesi cendi kuli tunganda na tunanguizi va Njambi va Njambi vaje vahanguile.
31030600f5	Cishueka eci, capuile ngeci hali lizi lia muzimbu uacili, vaje keti Vayunda hano honi vali namutambela hamo na Vayunda mu vikuisulo via Njambi vakevo vanapu muvila umo, na kuli pangazela mu cikulaheso ca Njambi cije ca pangele muli Kilistu Yesu.
3103070082	Njambi uanjihanene vuana vuakama vua kuambulula mu muzimbu uacili. Ualingile eci kuhitila mu nzili yendi ilina kupanga muli yange.
31030800c9	Yange njapua nji uamundende ku hiana voshe vantu va Njambi, vuno honi Njambi ua nji hanene vipangi viacili viakuambulula muzimbu uacili kuli vaje keti Vayunda ua vufuko vua Kilistu vuje vua kukomokesa.
31030900b8	Uanjihanene naua vipangi via kumuesa vantu voshe vutumbe vua vishueka viendi muje mu vukalingiua. Njambi ikeye samatanga ua vioshe, uashuekele vushueka vuendi ku miaka yoshe ya kunima.
31030a00a3	Visinganieka viendi hali evi vioshe viapuile kupangesa cikungulukilo kumuesa vaka kusuana na vaka nzili mu lifuti lia muilu muje vati mana endi akalanao mu vioshe.
31030b006a	Evi vikevio Njambi uasinganiekele hume ha katete kaha uavimanusuile kuhitila muli Kilistu Yesu Muene yetu.
31030c0063	Muafua Kilistu na likulahelo lietu muli ikeye tuasahoni kuija mu kusimpa na kutsiliela muli Njambi.
31030d00a9	Nankuma, njimilomba nguange keti muzeye ha tuyando tuange njili naku uana omuo ha liyeni. Muafuila kuziva kalemeso ngueni njalihana kuyandela viuma evi muafua hali yeni.
31030e0064	Muafua ha vutumbe vuakama vua Njambi nja ntsikamene ha mavuli ange naku milombelela ku mesho a tate.
31030f0034	Ikeye ishe ua ntanga yoshe ya hano ha muilu na mavu.
3103100087	Njilomba kuli Njambi ha vufuko vua vumpau vuendi ngeci amihane nzili hali Cimbembesi cendi linga mukale na nzili mukati ka mitima yeni.
3103110094	Njilomba nguange Kilistu ayoye mu mitima yeni ha kutsiliela. Kaha naua njilomba nguange mu shalave mizi mu cizango na luvula lueni lupue mu cizango.
310312008a	Mungila eyi yeni hamolika na vantu va Njambi voshe mukakala na nzili ya kutantekeya muacili vukama vua cizango ca Kilistu ca kuhona kuhua.
310313009b	Njilomba nguange mutantekeye cizango cendi cipue vene ku muhasa kucitantekeya muacili. Kaha nga mutantekeya cizango cendi mukashulilila na cifua ca Njambi.
31031400ab	Njambi asa kulinga vije viuma via kuhiana cikuma mu nzili ili nakupanga muli yetu. Ahasa kupanga mu kuhiana vije vituasa kumulomba cipue kuhiana vije vituasa kusinganieka.
310315006a	Kuli Njambi kukale vumpau mu cikungulikilo na muli Kilistu Yesu ku ntsimbu yoshe na ku miaka yayaye Ameni.
3104010082	Njili mu kamenga muafua ya kupangela Muene. Njimilomba muyoye muvu yoye vuaku fuilamo vua vantu vaje Njambi nahangula kupua vendi.
3104020070	Ntsimbu yoshe pueni vaka kuononoka na kulikehesa naku vandamena. Mueseni kulikonekela umo na mukuavo mu cizango.
3104030077	Koleseni kutulika muacili vumolika vuana mihana yeni Cimbembesi ca Njambi mu kukala mu ciyulo cije cinamikutu hamolika.
310404008b	Muvavoshe munapu mbazuvuila ya muvila umolika. Kuli Cimbembesi ca kulela cimolika. Ngue Njambi muanamihana likulahelo limolika muamisanene.
3104050041	Kuli Muene umolika na lutsilielo lumolika na kumbuitika cimolika.
3104060058	Kuli Njambi umo ikeye ishe ya voshe, Muene ua voshe, uapanga mu voshe kaha ali mu voshe.
3104070066	Umo na umo hali yetu voshe natambula vuana vua cili kuesekesa ku vije Kilisitu uahanguile kupangezela.
310408009b	Ngue muvanasoneka mu visoneka nguavo, “Omo ikeye uaile ku cihela cilahako, Uambate vitozi vavengi hamo nendi vaje vakuate Nakuhana mavuana kuli vantu.”
3104090084	Kaha naua “Ikeye uaile ku cihela cilahako” cinalumbunuka vika? Cinalumbunuka ngeci ha kulivanga uezile muintsi lia mavu akulova.
31040a006e	Uje uezile muitsi lia mavu, ikeye umolika uaile muilu lia melu oshe linga ashulise mavu oshe na ikeye vavenia.
31040b00b0	Uapuile ikeye ua hanene vuana, uemikile vamo tunganda, vamo kupua tunanguizi va Njambi va Njambi, vamo vapue vaka kuambulula muzimbu uacili, vamo vapue tuniungi vamo valongisi.
31040c0056	Ualingile evi muku vuahesela vantu va Njambi vamupangele, mukutunga muvila ua Kilistu.
31040d00d6	Eci cikatualelelaho noho tuva voshe tukapua vantu vamolika muafua mulukulahelo luetu muli Muna Njambi muafua tuvavoshe tumutantekeya. Tukapua vantu vakukola mulukulahelo na kuheta haseteko ya kumanesela ya Kilistu.
31040e0097	Kaha kutukapuho ngue tuvanike naua. Kutukatavesa vaka makuli kutukuisa na vilongesa via makuli vije viakufua ngue mankimba na mpunzi vije vitupekumuna.
31040f0061	Vuno honi hakuhandeka vusunga na cizango, tukakola mu vingila vioshe ngue Kilistu uje napu mutue.
31041000d1	Hali ikeye viluo via muvila vioshe vinali nungakana ha molika kaha muvila uoshe unalikuata hamo mu manunga. Muvila unakolo na kulitunga ukeuo vavenia mu cizango kuya ku mbazuvuila mu ikapangelamo cipangi cayo.
