280000000c	ମଥିଃ
37010700f9	ଯତ ଈଶ୍ୱରୋଽସ୍ମଭ୍ୟଂ ଭଯଜନକମ୍ ଆତ୍ମାନମ୍ ଅଦତ୍ତ୍ୱା ଶକ୍ତିପ୍ରେମସତର୍କତାନାମ୍ ଆକରମ୍ ଆତ୍ମାନଂ ଦତ୍ତୱାନ୍|
3701080154	ଅତଏୱାସ୍ମାକଂ ପ୍ରଭୁମଧି ତସ୍ୟ ୱନ୍ଦିଦାସଂ ମାମଧି ଚ ପ୍ରମାଣଂ ଦାତୁଂ ନ ତ୍ରପସ୍ୱ କିନ୍ତ୍ୱୀଶ୍ୱରୀଯଶକ୍ତ୍ୟା ସୁସଂୱାଦସ୍ୟ କୃତେ ଦୁଃଖସ୍ୟ ସହଭାଗୀ ଭୱ|
370109021f	ସୋଽସ୍ମାନ୍ ପରିତ୍ରାଣପାତ୍ରାଣି କୃତୱାନ୍ ପୱିତ୍ରେଣାହ୍ୱାନେନାହୂତୱାଂଶ୍ଚ; ଅସ୍ମତ୍କର୍ମ୍ମହେତୁନେତି ନହି ସ୍ୱୀଯନିରୂପାଣସ୍ୟ ପ୍ରସାଦସ୍ୟ ଚ କୃତେ ତତ୍ କୃତୱାନ୍| ସ ପ୍ରସାଦଃ ସୃଷ୍ଟେଃ ପୂର୍ୱ୍ୱକାଲେ ଖ୍ରୀଷ୍ଟେନ ଯୀଶୁନାସ୍ମଭ୍ୟମ୍ ଅଦାଯି,
37010a0170	କିନ୍ତ୍ୱଧୁନାସ୍ମାକଂ ପରିତ୍ରାତୁ ର୍ୟୀଶୋଃ ଖ୍ରୀଷ୍ଟସ୍ୟାଗମନେନ ପ୍ରାକାଶତ| ଖ୍ରୀଷ୍ଟୋ ମୃତ୍ୟୁଂ ପରାଜିତୱାନ୍ ସୁସଂୱାଦେନ ଚ ଜୀୱନମ୍ ଅମରତାଞ୍ଚ ପ୍ରକାଶିତୱାନ୍|
37010b00aa	ତସ୍ୟ ଘୋଷଯିତା ଦୂତଶ୍ଚାନ୍ୟଜାତୀଯାନାଂ ଶିକ୍ଷକଶ୍ଚାହଂ ନିଯୁକ୍ତୋଽସ୍ମି|
37010c01c7	ତସ୍ମାତ୍ କାରଣାତ୍ ମମାଯଂ କ୍ଲେଶୋ ଭୱତି ତେନ ମମ ଲଜ୍ଜା ନ ଜାଯତେ ଯତୋଽହଂ ଯସ୍ମିନ୍ ୱିଶ୍ୱସିତୱାନ୍ ତମୱଗତୋଽସ୍ମି ମହାଦିନଂ ଯାୱତ୍ ମମୋପନିଧେ ର୍ଗୋପନସ୍ୟ ଶକ୍ତିସ୍ତସ୍ୟ ୱିଦ୍ୟତ ଇତି ନିଶ୍ଚିତଂ ଜାନାମି|
37010d00f4	ହିତଦାଯକାନାଂ ୱାକ୍ୟାନାମ୍ ଆଦର୍ଶରୂପେଣ ମତ୍ତଃ ଶ୍ରୁତାଃ ଖ୍ରୀଷ୍ଟେ ଯୀଶୌ ୱିଶ୍ୱାସପ୍ରେମ୍ନୋଃ କଥା ଧାରଯ|
37010e00b1	ଅପରମ୍ ଅସ୍ମଦନ୍ତର୍ୱାସିନା ପୱିତ୍ରେଣାତ୍ମନା ତାମୁତ୍ତମାମ୍ ଉପନିଧିଂ ଗୋପଯ|
37010f0108	ଆଶିଯାଦେଶୀଯାଃ ସର୍ୱ୍ୱେ ମାଂ ତ୍ୟକ୍ତୱନ୍ତ ଇତି ତ୍ୱଂ ଜାନାସି ତେଷାଂ ମଧ୍ୟେ ଫୂଗିଲ୍ଲୋ ହର୍ମ୍ମଗିନିଶ୍ଚ ୱିଦ୍ୟେତେ|
37011000dc	ପ୍ରଭୁରନୀଷିଫରସ୍ୟ ପରିୱାରାନ୍ ପ୍ରତି କୃପାଂ ୱିଦଧାତୁ ଯତଃ ସ ପୁନଃ ପୁନ ର୍ମାମ୍ ଆପ୍ୟାଯିତୱାନ୍
37011100f5	ମମ ଶୃଙ୍ଖଲେନ ନ ତ୍ରପିତ୍ୱା ରୋମାନଗରେ ଉପସ୍ଥିତିସମଯେ ଯତ୍ନେନ ମାଂ ମୃଗଯିତ୍ୱା ମମୋଦ୍ଦେଶଂ ପ୍ରାପ୍ତୱାନ୍|
370112017b	ଅତୋ ୱିଚାରଦିନେ ସ ଯଥା ପ୍ରଭୋଃ କୃପାଭାଜନଂ ଭୱେତ୍ ତାଦୃଶଂ ୱରଂ ପ୍ରଭୁସ୍ତସ୍ମୈ ଦେଯାତ୍| ଇଫିଷନଗରେଽପି ସ କତି ପ୍ରକାରୈ ର୍ମାମ୍ ଉପକୃତୱାନ୍ ତତ୍ ତ୍ୱଂ ସମ୍ୟଗ୍ ୱେତ୍ସି|
37020100a9	ହେ ମମ ପୁତ୍ର, ଖ୍ରୀଷ୍ଟଯୀଶୁତୋ ଯୋଽନୁଗ୍ରହସ୍ତସ୍ୟ ବଲେନ ତ୍ୱଂ ବଲୱାନ୍ ଭୱ|
3702020144	ଅପରଂ ବହୁଭିଃ ସାକ୍ଷିଭିଃ ପ୍ରମାଣୀକୃତାଂ ଯାଂ ଶିକ୍ଷାଂ ଶ୍ରୁତୱାନସି ତାଂ ୱିଶ୍ୱାସ୍ୟେଷୁ ପରସ୍ମୈ ଶିକ୍ଷାଦାନେ ନିପୁଣେଷୁ ଚ ଲୋକେଷୁ ସମର୍ପଯ|
3702030083	ତ୍ୱଂ ଯୀଶୁଖ୍ରୀଷ୍ଟସ୍ୟୋତ୍ତମୋ ଯୋଦ୍ଧେୱ କ୍ଲେଶଂ ସହସ୍ୱ|
37020400ee	ଯୋ ଯୁଦ୍ଧଂ କରୋତି ସ ସାଂସାରିକେ ୱ୍ୟାପାରେ ମଗ୍ନୋ ନ ଭୱତି କିନ୍ତୁ ସ୍ୱନିଯୋଜଯିତ୍ରେ ରୋଚିତୁଂ ଚେଷ୍ଟତେ|
37020500d3	ଅପରଂ ଯୋ ମଲ୍ଲୈ ର୍ୟୁଧ୍ୟତି ସ ଯଦି ନିଯମାନୁସାରେଣ ନ ଯୁଦ୍ଧ୍ୟତି ତର୍ହି କିରୀଟଂ ନ ଲପ୍ସ୍ୟତେ|
370206009f	ଅପରଂ ଯଃ କୃଷୀୱଲଃ କର୍ମ୍ମ କରୋତି ତେନ ପ୍ରଥମେନ ଫଲଭାଗିନା ଭୱିତୱ୍ୟଂ|
37020700d0	ମଯା ଯଦୁଚ୍ୟତେ ତତ୍ ତ୍ୱଯା ବୁଧ୍ୟତାଂ ଯତଃ ପ୍ରଭୁସ୍ତୁଭ୍ୟଂ ସର୍ୱ୍ୱତ୍ର ବୁଦ୍ଧିଂ ଦାସ୍ୟତି|
37020800ed	ମମ ସୁସଂୱାଦସ୍ୟ ୱଚନାନୁସାରାଦ୍ ଦାଯୂଦ୍ୱଂଶୀଯଂ ମୃତଗଣମଧ୍ୟାଦ୍ ଉତ୍ଥାପିତଞ୍ଚ ଯୀଶୁଂ ଖ୍ରୀଷ୍ଟଂ ସ୍ମର|
370209012d	ତତ୍ସୁସଂୱାଦକାରଣାଦ୍ ଅହଂ ଦୁଷ୍କର୍ମ୍ମେୱ ବନ୍ଧନଦଶାପର୍ୟ୍ୟନ୍ତଂ କ୍ଲେଶଂ ଭୁଞ୍ଜେ କିନ୍ତ୍ୱୀଶ୍ୱରସ୍ୟ ୱାକ୍ୟମ୍ ଅବଦ୍ଧଂ ତିଷ୍ଠତି|
37020a0162	ଖ୍ରୀଷ୍ଟେନ ଯୀଶୁନା ଯଦ୍ ଅନନ୍ତଗୌରୱସହିତଂ ପରିତ୍ରାଣଂ ଜାଯତେ ତଦଭିରୁଚିତୈ ର୍ଲୋକୈରପି ଯତ୍ ଲଭ୍ୟେତ ତଦର୍ଥମହଂ ତେଷାଂ ନିମିତ୍ତଂ ସର୍ୱ୍ୱାଣ୍ୟେତାନି ସହେ|
37020b0182	ଅପରମ୍ ଏଷା ଭାରତୀ ସତ୍ୟା ଯଦି ୱଯଂ ତେନ ସାର୍ଦ୍ଧଂ ମ୍ରିଯାମହେ ତର୍ହି ତେନ ସାର୍ଦ୍ଧଂ ଜୀୱିୱ୍ୟାମଃ, ଯଦି ଚ କ୍ଲେଶଂ ସହାମହେ ତର୍ହି ତେନ ସାର୍ଦ୍ଧଂ ରାଜତ୍ୱମପି କରିଷ୍ୟାମହେ|
37020c00a5	ଯଦି ୱଯଂ ତମ୍ ଅନଙ୍ଗୀକୁର୍ମ୍ମସ୍ତର୍ହି ସୋ ଽସ୍ମାନପ୍ୟନଙ୍ଗୀକରିଷ୍ୟତି|
37020d00d4	ଯଦି ୱଯଂ ନ ୱିଶ୍ୱାସାମସ୍ତର୍ହି ସ ୱିଶ୍ୱାସ୍ୟସ୍ତିଷ୍ଠତି ଯତଃ ସ୍ୱମ୍ ଅପହ୍ନୋତୁଂ ନ ଶକ୍ନୋତି|
37020e012b	ତ୍ୱମେତାନି ସ୍ମାରଯନ୍ ତେ ଯଥା ନିଷ୍ଫଲଂ ଶ୍ରୋତୃଣାଂ ଭ୍ରଂଶଜନକଂ ୱାଗ୍ୟୁଦ୍ଧଂ ନ କୁର୍ୟ୍ୟସ୍ତଥା ପ୍ରଭୋଃ ସମକ୍ଷଂ ଦୃଢଂ ୱିନୀଯାଦିଶ|
37020f015a	ଅପରଂ ତ୍ୱମ୍ ଈଶ୍ୱରସ୍ୟ ସାକ୍ଷାତ୍ ସ୍ୱଂ ପରୀକ୍ଷିତମ୍ ଅନିନ୍ଦନୀଯକର୍ମ୍ମକାରିଣଞ୍ଚ ସତ୍ୟମତସ୍ୟ ୱାକ୍ୟାନାଂ ସଦ୍ୱିଭଜନେ ନିପୁଣଞ୍ଚ ଦର୍ଶଯିତୁଂ ଯତସ୍ୱ|
37021000f1	କିନ୍ତ୍ୱପୱିତ୍ରା ଅନର୍ଥକକଥା ଦୂରୀକୁରୁ ଯତସ୍ତଦାଲମ୍ବିନ ଉତ୍ତରୋତ୍ତରମ୍ ଅଧର୍ମ୍ମେ ୱର୍ଦ୍ଧିଷ୍ୟନ୍ତେ,
370211014c	ତେଷାଞ୍ଚ ୱାକ୍ୟଂ ଗଲିତକ୍ଷତୱତ୍ କ୍ଷଯୱର୍ଦ୍ଧକୋ ଭୱିଷ୍ୟତି ତେଷାଂ ମଧ୍ୟେ ହୁମିନାଯଃ ଫିଲୀତଶ୍ଚେତିନାମାନୌ ଦ୍ୱୌ ଜନୌ ସତ୍ୟମତାଦ୍ ଭ୍ରଷ୍ଟୌ ଜାତୌ,
37021200ca	ମୃତାନାଂ ପୁନରୁତ୍ଥିତି ର୍ୱ୍ୟତୀତେତି ୱଦନ୍ତୌ କେଷାଞ୍ଚିଦ୍ ୱିଶ୍ୱାସମ୍ ଉତ୍ପାଟଯତଶ୍ଚ|
37021301e4	ତଥାପୀଶ୍ୱରସ୍ୟ ଭିତ୍ତିମୂଲମ୍ ଅଚଲଂ ତିଷ୍ଠତି ତସ୍ମିଂଶ୍ଚେଯଂ ଲିପି ର୍ମୁଦ୍ରାଙ୍କିତା ୱିଦ୍ୟତେ| ଯଥା, ଜାନାତି ପରମେଶସ୍ତୁ ସ୍ୱକୀଯାନ୍ ସର୍ୱ୍ୱମାନୱାନ୍| ଅପଗଚ୍ଛେଦ୍ ଅଧର୍ମ୍ମାଚ୍ଚ ଯଃ କଶ୍ଚିତ୍ ଖ୍ରୀଷ୍ଟନାମକୃତ୍||
37021401b4	କିନ୍ତୁ ବୃହନ୍ନିକେତନେ କେୱଲ ସୁୱର୍ଣମଯାନି ରୌପ୍ୟମଯାଣି ଚ ଭାଜନାନି ୱିଦ୍ୟନ୍ତ ଇତି ତର୍ହି କାଷ୍ଠମଯାନି ମୃଣ୍ମଯାନ୍ୟପି ୱିଦ୍ୟନ୍ତେ ତେଷାଞ୍ଚ କିଯନ୍ତି ସମ୍ମାନାଯ କିଯନ୍ତପମାନାଯ ଚ ଭୱନ୍ତି|
370215017d	ଅତୋ ଯଦି କଶ୍ଚିଦ୍ ଏତାଦୃଶେଭ୍ୟଃ ସ୍ୱଂ ପରିଷ୍କରୋତି ତର୍ହି ସ ପାୱିତଂ ପ୍ରଭୋଃ କାର୍ୟ୍ୟଯୋଗ୍ୟଂ ସର୍ୱ୍ୱସତ୍କାର୍ୟ୍ୟାଯୋପଯୁକ୍ତଂ ସମ୍ମାନାର୍ଥକଞ୍ଚ ଭାଜନଂ ଭୱିଷ୍ୟତି|
37021601db	ଯୌୱନାୱସ୍ଥାଯା ଅଭିଲାଷାସ୍ତ୍ୱଯା ପରିତ୍ୟଜ୍ୟନ୍ତାଂ ଧର୍ମ୍ମୋ ୱିଶ୍ୱାସଃ ପ୍ରେମ ଯେ ଚ ଶୁଚିମନୋଭିଃ ପ୍ରଭୁମ୍ ଉଦ୍ଦିଶ୍ୟ ପ୍ରାର୍ଥନାଂ କୁର୍ୱ୍ୱତେ ତୈଃ ସାର୍ଦ୍ଧମ୍ ଐକ୍ୟଭାୱଶ୍ଚୈତେଷୁ ତ୍ୱଯା ଯତ୍ନୋ ୱିଧୀଯତାଂ|
37021700e3	ଅପରଂ ତ୍ୱମ୍ ଅନର୍ଥକାନ୍ ଅଜ୍ଞାନାଂଶ୍ଚ ପ୍ରଶ୍ନାନ୍ ୱାଗ୍ୟୁଦ୍ଧୋତ୍ପାଦକାନ୍ ଜ୍ଞାତ୍ୱା ଦୂରୀକୁରୁ|
370218018f	ଯତଃ ପ୍ରଭୋ ର୍ଦାସେନ ଯୁଦ୍ଧମ୍ ଅକର୍ତ୍ତୱ୍ୟଂ କିନ୍ତୁ ସର୍ୱ୍ୱାନ୍ ପ୍ରତି ଶାନ୍ତେନ ଶିକ୍ଷାଦାନେଚ୍ଛୁକେନ ସହିଷ୍ଣୁନା ଚ ଭୱିତୱ୍ୟଂ, ୱିପକ୍ଷାଶ୍ଚ ତେନ ନମ୍ରତ୍ୱେନ ଚେତିତୱ୍ୟାଃ|
37021900d2	ତଥା କୃତେ ଯଦୀଶ୍ୱରଃ ସତ୍ୟମତସ୍ୟ ଜ୍ଞାନାର୍ଥଂ ତେଭ୍ୟୋ ମନଃପରିୱର୍ତ୍ତନରୂପଂ ୱରଂ ଦଦ୍ୟାତ୍,
37021a0107	ତର୍ହି ତେ ଯେନ ଶଯତାନେନ ନିଜାଭିଲାଷସାଧନାଯ ଧୃତାସ୍ତସ୍ୟ ଜାଲାତ୍ ଚେତନାଂ ପ୍ରାପ୍ୟୋଦ୍ଧାରଂ ଲବ୍ଧୁଂ ଶକ୍ଷ୍ୟନ୍ତି|
3703010089	ଚରମଦିନେଷୁ କ୍ଲେଶଜନକାଃ ସମଯା ଉପସ୍ଥାସ୍ୟନ୍ତୀତି ଜାନୀହି|
370302014a	ଯତସ୍ତାତ୍କାଲିକା ଲୋକା ଆତ୍ମପ୍ରେମିଣୋ ଽର୍ଥପ୍ରେମିଣ ଆତ୍ମଶ୍ଲାଘିନୋ ଽଭିମାନିନୋ ନିନ୍ଦକାଃ ପିତ୍ରୋରନାଜ୍ଞାଗ୍ରାହିଣଃ କୃତଘ୍ନା ଅପୱିତ୍ରାଃ
37030300cb	ପ୍ରୀତିୱର୍ଜିତା ଅସନ୍ଧେଯା ମୃଷାପୱାଦିନୋ ଽଜିତେନ୍ଦ୍ରିଯାଃ ପ୍ରଚଣ୍ଡା ଭଦ୍ରଦ୍ୱେଷିଣୋ
37030400c2	ୱିଶ୍ୱାସଘାତକା ଦୁଃସାହସିନୋ ଦର୍ପଧ୍ମାତା ଈଶ୍ୱରାପ୍ରେମିଣଃ କିନ୍ତୁ ସୁଖପ୍ରେମିଣୋ
37030500e3	ଭକ୍ତୱେଶାଃ କିନ୍ତ୍ୱସ୍ୱୀକୃତଭକ୍ତିଗୁଣା ଭୱିଷ୍ୟନ୍ତି; ଏତାଦୃଶାନାଂ ଲୋକାନାଂ ସଂମର୍ଗଂ ପରିତ୍ୟଜ|
3703060106	ଯତୋ ଯେ ଜନାଃ ପ୍ରଚ୍ଛନ୍ନଂ ଗେହାନ୍ ପ୍ରୱିଶନ୍ତି ପାପୈ ର୍ଭାରଗ୍ରସ୍ତା ନାନାୱିଧାଭିଲାଷୈଶ୍ଚାଲିତା ଯାଃ କାମିନ୍ୟୋ
3703070148	ନିତ୍ୟଂ ଶିକ୍ଷନ୍ତେ କିନ୍ତୁ ସତ୍ୟମତସ୍ୟ ତତ୍ତ୍ୱଜ୍ଞାନଂ ପ୍ରାପ୍ତୁଂ କଦାଚିତ୍ ନ ଶକ୍ନୁୱନ୍ତି ତା ଦାସୀୱଦ୍ ୱଶୀକୁର୍ୱ୍ୱତେ ଚ ତେ ତାଦୃଶା ଲୋକାଃ|
370308019a	ଯାନ୍ନି ର୍ୟାମ୍ବ୍ରିଶ୍ଚ ଯଥା ମୂସମଂ ପ୍ରତି ୱିପକ୍ଷତ୍ୱମ୍ ଅକୁରୁତାଂ ତଥୈୱ ଭ୍ରଷ୍ଟମନସୋ ୱିଶ୍ୱାସୱିଷଯେ ଽଗ୍ରାହ୍ୟାଶ୍ଚୈତେ ଲୋକା ଅପି ସତ୍ୟମତଂ ପ୍ରତି ୱିପକ୍ଷତାଂ କୁର୍ୱ୍ୱନ୍ତି|
3703090125	କିନ୍ତୁ ତେ ବହୁଦୂରମ୍ ଅଗ୍ରସରା ନ ଭୱିଷ୍ୟନ୍ତି ଯତସ୍ତଯୋ ର୍ମୂଢତା ଯଦ୍ୱତ୍ ତଦ୍ୱଦ୍ ଏତେଷାମପି ମୂଢତା ସର୍ୱ୍ୱଦୃଶ୍ୟା ଭୱିଷ୍ୟତି|
37030a00cc	ମମୋପଦେଶଃ ଶିଷ୍ଟତାଭିପ୍ରାଯୋ ୱିଶ୍ୱାସୋ ର୍ଧର୍ୟ୍ୟଂ ପ୍ରେମ ସହିଷ୍ଣୁତୋପଦ୍ରୱଃ କ୍ଲେଶା
37030b01aa	ଆନ୍ତିଯଖିଯାଯାମ୍ ଇକନିଯେ ଲୂସ୍ତ୍ରାଯାଞ୍ଚ ମାଂ ପ୍ରତି ଯଦ୍ୟଦ୍ ଅଘଟତ ଯାଂଶ୍ଚୋପଦ୍ରୱାନ୍ ଅହମ୍ ଅସହେ ସର୍ୱ୍ୱମେତତ୍ ତ୍ୱମ୍ ଅୱଗତୋଽସି କିନ୍ତୁ ତତ୍ସର୍ୱ୍ୱତଃ ପ୍ରଭୁ ର୍ମାମ୍ ଉଦ୍ଧୃତୱାନ୍|
37030c011c	ପରନ୍ତୁ ଯାୱନ୍ତୋ ଲୋକାଃ ଖ୍ରୀଷ୍ଟେନ ଯୀଶୁନେଶ୍ୱରଭକ୍ତିମ୍ ଆଚରିତୁମ୍ ଇଚ୍ଛନ୍ତି ତେଷାଂ ସର୍ୱ୍ୱେଷାମ୍ ଉପଦ୍ରୱୋ ଭୱିଷ୍ୟତି|
37030d00f8	ଅପରଂ ପାପିଷ୍ଠାଃ ଖଲାଶ୍ଚ ଲୋକା ଭ୍ରାମ୍ୟନ୍ତୋ ଭ୍ରମଯନ୍ତଶ୍ଚୋତ୍ତରୋତ୍ତରଂ ଦୁଷ୍ଟତ୍ୱେନ ୱର୍ଦ୍ଧିଷ୍ୟନ୍ତେ|
37030e013c	କିନ୍ତୁ ତ୍ୱଂ ଯଦ୍ ଯଦ୍ ଅଶିକ୍ଷଥାଃ, ଯଚ୍ଚ ତ୍ୱଯି ସମର୍ପିତମ୍ ଅଭୂତ୍ ତସ୍ମିନ୍ ଅୱତିଷ୍ଠ, ଯତଃ କସ୍ମାତ୍ ଶିକ୍ଷାଂ ପ୍ରାପ୍ତୋଽସି ତଦ୍ ୱେତ୍ସି;
37030f016b	ଯାନି ଚ ଧର୍ମ୍ମଶାସ୍ତ୍ରାଣି ଖ୍ରୀଷ୍ଟେ ଯୀଶୌ ୱିଶ୍ୱାସେନ ପରିତ୍ରାଣପ୍ରାପ୍ତଯେ ତ୍ୱାଂ ଜ୍ଞାନିନଂ କର୍ତ୍ତୁଂ ଶକ୍ନୁୱନ୍ତି ତାନି ତ୍ୱଂ ଶୈଶୱକାଲାଦ୍ ଅୱଗତୋଽସି|
370310010a	ତତ୍ ସର୍ୱ୍ୱଂ ଶାସ୍ତ୍ରମ୍ ଈଶ୍ୱରସ୍ୟାତ୍ମନା ଦତ୍ତଂ ଶିକ୍ଷାଯୈ ଦୋଷବୋଧାଯ ଶୋଧନାଯ ଧର୍ମ୍ମୱିନଯାଯ ଚ ଫଲଯୂକ୍ତଂ ଭୱତି
37031100b0	ତେନ ଚେଶ୍ୱରସ୍ୟ ଲୋକୋ ନିପୁଣଃ ସର୍ୱ୍ୱସ୍ମୈ ସତ୍କର୍ମ୍ମଣେ ସୁସଜ୍ଜଶ୍ଚ ଭୱତି|
370401018d	ଈଶ୍ୱରସ୍ୟ ଗୋଚରେ ଯଶ୍ଚ ଯୀଶୁଃ ଖ୍ରୀଷ୍ଟଃ ସ୍ୱୀଯାଗମନକାଲେ ସ୍ୱରାଜତ୍ୱେନ ଜୀୱତାଂ ମୃତାନାଞ୍ଚ ଲୋକାନାଂ ୱିଚାରଂ କରିଷ୍ୟତି ତସ୍ୟ ଗୋଚରେ ଽହଂ ତ୍ୱାମ୍ ଇଦଂ ଦୃଢମ୍ ଆଜ୍ଞାପଯାମି|
3704020111	ତ୍ୱଂ ୱାକ୍ୟଂ ଘୋଷଯ କାଲେଽକାଲେ ଚୋତ୍ସୁକୋ ଭୱ ପୂର୍ଣଯା ସହିଷ୍ଣୁତଯା ଶିକ୍ଷଯା ଚ ଲୋକାନ୍ ପ୍ରବୋଧଯ ଭର୍ତ୍ସଯ ୱିନଯସ୍ୱ ଚ|
3704030160	ଯତ ଏତାଦୃଶଃ ସମଯ ଆଯାତି ଯସ୍ମିନ୍ ଲୋକା ଯଥାର୍ଥମ୍ ଉପଦେଶମ୍ ଅସହ୍ୟମାନାଃ କର୍ଣକଣ୍ଡୂଯନୱିଶିଷ୍ଟା ଭୂତ୍ୱା ନିଜାଭିଲାଷାତ୍ ଶିକ୍ଷକାନ୍ ସଂଗ୍ରହୀଷ୍ୟନ୍ତି
37040400e1	ସତ୍ୟମତାଚ୍ଚ ଶ୍ରୋତ୍ରାଣି ନିୱର୍ତ୍ତ୍ୟ ୱିପଥଗାମିନୋ ଭୂତ୍ୱୋପାଖ୍ୟାନେଷୁ ପ୍ରୱର୍ତ୍ତିଷ୍ୟନ୍ତେ;
3704050146	କିନ୍ତୁ ତ୍ୱଂ ସର୍ୱ୍ୱୱିଷଯେ ପ୍ରବୁଦ୍ଧୋ ଭୱ ଦୁଃଖଭୋଗଂ ସ୍ୱୀକୁରୁ ସୁସଂୱାଦପ୍ରଚାରକସ୍ୟ କର୍ମ୍ମ ସାଧଯ ନିଜପରିଚର୍ୟ୍ୟାଂ ପୂର୍ଣତ୍ୱେନ କୁରୁ ଚ|
370406009c	ମମ ପ୍ରାଣାନାମ୍ ଉତ୍ସର୍ଗୋ ଭୱତି ମମ ପ୍ରସ୍ଥାନକାଲଶ୍ଚୋପାତିଷ୍ଠତ୍|
37040700ec	ଅହମ୍ ଉତ୍ତମଯୁଦ୍ଧଂ କୃତୱାନ୍ ଗନ୍ତୱ୍ୟମାର୍ଗସ୍ୟାନ୍ତଂ ଯାୱଦ୍ ଧାୱିତୱାନ୍ ୱିଶ୍ୱାସଞ୍ଚ ରକ୍ଷିତୱାନ୍|
3704080225	ଶେଷଂ ପୁଣ୍ୟମୁକୁଟଂ ମଦର୍ଥଂ ରକ୍ଷିତଂ ୱିଦ୍ୟତେ ତଚ୍ଚ ତସ୍ମିନ୍ ମହାଦିନେ ଯଥାର୍ଥୱିଚାରକେଣ ପ୍ରଭୁନା ମହ୍ୟଂ ଦାଯିଷ୍ୟତେ କେୱଲଂ ମହ୍ୟମ୍ ଇତି ନହି କିନ୍ତୁ ଯାୱନ୍ତୋ ଲୋକାସ୍ତସ୍ୟାଗମନମ୍ ଆକାଙ୍କ୍ଷନ୍ତେ ତେଭ୍ୟଃ ସର୍ୱ୍ୱେଭ୍ୟୋ ଽପି ଦାଯିଷ୍ୟତେ|
3704090062	ତ୍ୱଂ ତ୍ୱରଯା ମତ୍ସମୀପମ୍ ଆଗନ୍ତୁଂ ଯତସ୍ୱ,
37040a0141	ଯତୋ ଦୀମା ଐହିକସଂସାରମ୍ ଈହମାନୋ ମାଂ ପରିତ୍ୟଜ୍ୟ ଥିଷଲନୀକୀଂ ଗତୱାନ୍ ତଥା କ୍ରୀଷ୍କି ର୍ଗାଲାତିଯାଂ ଗତୱାନ୍ ତୀତଶ୍ଚ ଦାଲ୍ମାତିଯାଂ ଗତୱାନ୍|
37040b010e	କେୱଲୋ ଲୂକୋ ମଯା ସାର୍ଦ୍ଧଂ ୱିଦ୍ୟତେ| ତ୍ୱଂ ମାର୍କଂ ସଙ୍ଗିନଂ କୃତ୍ୱାଗଚ୍ଛ ଯତଃ ସ ପରିଚର୍ୟ୍ୟଯା ମମୋପକାରୀ ଭୱିଷ୍ୟତି,
37040c0060	ତୁଖିକଞ୍ଚାହମ୍ ଇଫିଷନଗରଂ ପ୍ରେଷିତୱାନ୍|
37040d014b	ଯଦ୍ ଆଚ୍ଛାଦନୱସ୍ତ୍ରଂ ତ୍ରୋଯାନଗରେ କାର୍ପସ୍ୟ ସନ୍ନିଧୌ ମଯା ନିକ୍ଷିପ୍ତଂ ତ୍ୱମାଗମନସମଯେ ତତ୍ ପୁସ୍ତକାନି ଚ ୱିଶେଷତଶ୍ଚର୍ମ୍ମଗ୍ରନ୍ଥାନ୍ ଆନଯ|
37040e00de	କାଂସ୍ୟକାରଃ ସିକନ୍ଦରୋ ମମ ବହ୍ୱନିଷ୍ଟଂ କୃତୱାନ୍ ପ୍ରଭୁସ୍ତସ୍ୟ କର୍ମ୍ମଣାଂ ସମୁଚିତଫଲଂ ଦଦାତୁ|
37040f00c9	ତ୍ୱମପି ତସ୍ମାତ୍ ସାୱଧାନାସ୍ତିଷ୍ଠ ଯତଃ ସୋଽସ୍ମାକଂ ୱାକ୍ୟାନାମ୍ ଅତୀୱ ୱିପକ୍ଷୋ ଜାତଃ|
3704100124	ମମ ପ୍ରଥମପ୍ରତ୍ୟୁତ୍ତରସମଯେ କୋଽପି ମମ ସହାଯୋ ନାଭୱତ୍ ସର୍ୱ୍ୱେ ମାଂ ପର୍ୟ୍ୟତ୍ୟଜନ୍ ତାନ୍ ପ୍ରତି ତସ୍ୟ ଦୋଷସ୍ୟ ଗଣନା ନ ଭୂଯାତ୍;
3704110196	କିନ୍ତୁ ପ୍ରଭୁ ର୍ମମ ସହାଯୋ ଽଭୱତ୍ ଯଥା ଚ ମଯା ଘୋଷଣା ସାଧ୍ୟେତ ଭିନ୍ନଜାତୀଯାଶ୍ଚ ସର୍ୱ୍ୱେ ସୁସଂୱାଦଂ ଶୃଣୁଯୁସ୍ତଥା ମହ୍ୟଂ ଶକ୍ତିମ୍ ଅଦଦାତ୍ ତତୋ ଽହଂ ସିଂହସ୍ୟ ମୁଖାଦ୍ ଉଦ୍ଧୃତଃ|
370412016e	ଅପରଂ ସର୍ୱ୍ୱସ୍ମାଦ୍ ଦୁଷ୍କର୍ମ୍ମତଃ ପ୍ରଭୁ ର୍ମାମ୍ ଉଦ୍ଧରିଷ୍ୟତି ନିଜସ୍ୱର୍ଗୀଯରାଜ୍ୟଂ ନେତୁଂ ମାଂ ତାରଯିଷ୍ୟତି ଚ| ତସ୍ୟ ଧନ୍ୟୱାଦଃ ସଦାକାଲଂ ଭୂଯାତ୍| ଆମେନ୍|
