0100000005	Dadaa
2d04020084	Adoo waan Abrahaam huji'iin balchoomee jiraate, silaa inni waan ittiin ifi jaju qabaayyu; ammoo Waaqa duratti ifi jajuu hin dande'u.
2d04030072	Barreeffam Woyyichi, «Abrahaam Waaqatti dhugeeffate, dhugeeffannaan isaalle balchumma'atti laakkowanteef» jedha.
2d04040060	Mindaan nama hojjateef kaffalamu, gatii hujii isaa ti malee, akka kennansaatitti hin laakkowamu.
2d04050084	Nami hujii dansaa dhabulle, Waaqa cubbaalleyyii balchoonsutti yoo dhugeeffate, dhugeeffannaan isaa balchumma'atti hin laakkowantiif.
2d04060057	Nami Waaqi hujii dansaa malee balchoonsu, nama badhaadhe akka te'e Daawitille dubbatee,
2d04070059	«Worri yakkaa isaaniitiif araarri kennamee fi cubbuun isaaniille haqanteef ka badhaadhe!
2d04080045	Nami Goottaan cubbuu isaa itti hin laakkonne ka badhaadhe» jedheera.
2d040900ef	Badhaadhiisi kun worra haqanqabaa qabate qofaaf moo, yookiin worra haqanqabaa hin qabatinille'eef ree? Worra haqanqabaa hin qabatinille'eef. Nuuti, «Abrahaam Waaqatti dhugeeffatee, dhugeeffannaan isaa balchumma'atti laakkowanteef» jenna.
2d040a009a	Dhugeeffannaan Abrahaamiif, balchumma'atti ka laakkowanteef yoom? Haqanqabaa qabateen dura moo duuba? Adoo haqanqabaa hin qabatin dura malee, duubaa moti.
2d040b011b	Abrahaam haqanqabaa adoo hin qabatin dura, dhugeeffannaan isaa balchumma'atti akka laakkowanteef, beessisa mirkaneessu akka te'uuf haqanqabaa qabate; tanaaf Abrahaam worra adoo haqanqabaa hin qabatin dhugeeffatuu fi dhugeeffannaan isaaniille balchumma'atti laakkowantu maraaf abba'a.
2d040c00ee	Akkasuma Abrahaam worra haqanqabaa hin qabatinille'eef abba'a; waan isaan haqanqabaa qabatane qofaaf adoo hin te'in, waan isaan dhugeeffannaa inni adoo haqanqabaa hin qabatin dura qabulle hordofaneef, worra haqanqabaa qabateef abbaa te'e.
2d040d00a5	Abrahaamii fi sanyiin isaa biyya lafaa akka dhaaltu wonni Waaqi waadaa galeef, marroo balchummaa dhugeeffanna'aan dhaggateetiif malee, waan Seera muummesseefii moti.
2d040e0072	Worri dhaalu worra Seera muummessu yoo te'e, dhugeeffannaan gatii hin qaddu; waadaan Waaqi galelle gatii hin qabu.
2d040f0053	Seerri mufii Waaqaa fida; addee Seerri hin jirretti ammoo, Seera dabariis hin jiru.
2d0410011b	Tanaaf waadaan dhugeeffannaa irratti hundooyeeraayyu; waadaan kunille, ka sanyii Abrahaamii maraaf, Waaqa irraa badhaadhaan kenname akka te'e tanaan mirkanoweera. Kunille, worra akka Abrahaamii dhugeeffate maraaf malee, worra Seera hordofu qofaafii moti; Abrahaam nu maraafuu abba'a.
2d041100da	Barreeffam Woyyichi marroo Abrahaamii yennaa dubbatu, «Gosa heddu'uuf abbaa si godheera» jedha; Waaqa worra du'e du'aa kaasuu fi waan hin jirre jiraachisutti Abrahaam waan dhugeeffateef, Waaqi waadaa kana isaaf gale.
2d04120091	Abrahaam addee wonni addachiisu hin jirretti addatee, akkuma Barreeffam Woyyichi, «Sanyiin teeti hin heddatti» jedhu, abbaa gosa heddu'uu te'e.
2d0413009d	Inni nama gara woggaa dhibbaa ti; ammoo nafa ifii ka du'a geye, yookiin gadaamessa Saara'aalle ka dewuu hin dandeenne herregee dhugeeffanna'aan hin dadhanne.
2d04140064	Inni dhugeeffanna'aan jabaatee Waaqa ulfeesse malee, dhugeeffatiisa dhabee, waadaa Waaqaa hin mamne.
2d04150051	Waaqi waadaa gale ka muummessu akka te'elle gadhaa tokkochaan dhugeeffateeraayyu.
2d04160041	Tanaaf dhugeeffannaan Abrahaamii balchumma'atti isaa laakkowante.
2d0417005c	Te'uu malee jechi, «Balchumma'atti laakkowameef» jedhu, Abrahaam calla'aaf adoo hin te'in,
2d0418009d	nu'ulle'eef barreeffame. Nu worra Waaqa Goottaa keenna Yesuus du'aa kaasetti dhugeeffannuufille, dhugeeffannaan teenna balchumma'atti nu'uuf hin laakkowanti.
2d0419005b	Yesuus sababa cubbuu teennaatiif du'aaf dabarfamee kennamee, nu balchoonsiisaaf du'aa ka'e.
2d0501007e	Tanaaf, eega dhugeeffanna'aan Waaqa duratti balchoonne, karaa Goottaa keenna Yesuus Kiristoosiitiin Waaqa woliin nageya qanna.
2d0502008e	Kiristoos gara badhaadha Waaqaa, ka amma ittiin dhaabbannee jirru kanaa nu fideera; nuutille addii ulfinna Waaqaa ittiin qoodannuun ifi jajna.
2d0503007b	Tana qofaan adoo hin te'in, rakkinni ciniinnatanee ossiisa akka nu'uu fidu waan beennuuf, rakkinna keennalle'een ifi jajna.
2d05040058	Ciniinnatanee ossiisille mirkaneessiisa Waaqaa fida; mirkaneessiis Waaqaalle addii fida.
2d05050072	Jaalalli Waaqaa karaa Ayyaana Woyyicha nuuf kennameetiin, gadhaa keenna waan guuteeruuf, addiin nu hin qaanessitu.
2d0506005d	Adoo nuuti dadhaboole'eetuu, yennaan Waaqi murteesse geennaan Kiristoos cubbaaleyyi'iif du'e.
2d05070080	Nama addee nama balcha'a du'u dhaggatiis guddoo rakkisa'a; te'ulle nami addee nama dansa'a du'iisaaf fedhu dhaggamuu fa dande'a.
2d0508008b	Ammoo adoo nuuti cubbaaleyyi'iituu Kiristoos addee teenna du'eera; kunille jaalalli Waaqi nu'uuf qabu attam attam guddaa akka te'e mudhisa.
2d05090065	Amma nuuti dhiiga isaatiin eega balchoonnee, karaa isaatiin irra caalaa mufii Waaqaa jalaa hin baana.
2d050a00a8	Nuuti diinota Waaqaa ti; inni ammoo karaa du'a Ilma ifiitiin jaalota ifii nu godhe. Amma eega jaalota Waaqaa teene, karaa jiruu Kiristoosiitiin irra caalaa hin fayyina.
2d050b0081	Tana qofa adoo hin te'in, karaa Goottaa keenna Yesuus Kiristoosii ittiin Waaqa woliin araaranneetille'een, Waaqaan ifi hin jajna.
2d050c00aa	Karaa nama tokkochaatiin cubbuun gara biyya lafaa dhutte; cubbuulle du'a fidde. Akkasuma nami maraa cubbuu Addaamiitiin waan cubbameef, duuti sanyii namaa maratti dhutte.
2d050d009e	Adoo Seerri Muuse'ee hin kennamin dura cubbuun biyya lafaa irra jirtiiyyuu; te'uu malee addee Seerri hin jirretti, cubbuun akka cubbu'uutitti hin laakkowantu.
2d050e00ce	Ammoo bara Addaamii irraa jalqaddee haga bara Muuse'ee, duuti nama mara irratti moote; worruma akka Addaamii Seera Waaqaa dabaree cubbuu hin hunye irralle'etti moote. Addaam fakkeenna Kiristoosii dhufuu ti.
2d050f00ff	Ammoo kennaan badhaadha Waaqaa akka cubbuu namaatii moti; akkuma sababa cubbuu nama tokkochaatiif worri hedduun du'e, sababa badhaadha Waaqaatii fi sababa Yesuus Kiristoosii nama tokkochaatiif, kennansi badhaadhaa worra heddu'uuf danbalaafamee kennameera.
2d051000f3	Akkasuma bu'aan badhaadhaa, ka kennansi Waaqaa tolaa fide, ka akka cubbuun nama tokkochaa fiddeetii moti; muraan marroo cubbuu nama tokkochaatiif kenname adabbii fide; kennansi tolaa ka sababa cubbuu heddu'uutiif kenname ammoo balchummaa fide.
2d051100df	Eega sababa cubbuu nama tokkochaatiif duuti nama mara irratti baallii dhaggatte, worri badhaadha Waaqaa ka danbala'ee fi kennaa tolaa fudhatee balchoome maraa, karaa nama tokkochaa, karaa Yesuus Kiristoosiitiin le'aa mowan.
2d05120095	Maarre, akkuma cubbuun nama tokkochaa nama maratti yakkaa mursiitte, hujiin balchumma'aa ta nama tokkochaa nama mara balchoonsitee jiruu hin kenniti.
2d0513007e	Akkuma ajajama dhabiisa Addaamiitiin worri hedduun cubbaalleyyii te'e, ajajamiisa Kiristoosiitiin worri hedduun hin balchooma.
2d05140061	Seerri akka cubbuun bacattuuf dhufe; ammoo qixxee cubbuun bacatte caalaa badhaadhi Waaqaa bacate.
2d051500a7	Maarre, akkuma cubbuun karaa du'aatiin moote, badhaadhi Waaqaalle karaa Goottaa keenna Yesuus Kiristoosiitiin, gara jiruu bara baraa nu geessiisaan balchumma'aan mowa.
2d0601004e	Yoona maan jenna ree? Badhaadhi Waaqaa akka bacatuuf ittuma cubbuu hunyaa ree?
2d06020047	Waawwo'o! Nu worri cubbuu jalaa duune, attam cubbuma jala jiraanna ree?
2d0603007d	Nu worri Yesuus Kiristoos woliin tokko te'iisaaf cuuphanne maraa, du'a isaalle qoodamiisaaf akka cuuphanne hin beettanuu ree?
2d060400ad	Yennaa cuuphamaan isa woliin awwaalanne, worra du'a isaalle qoodamu teeneerra; tanaaf akkuma Kiristoos ulfinna Abba'aatiin du'aa ka'e, nuutille jiruu haareyaan hin jiraanna.
2d06050067	Du'a isaatiin yoo akkas isa woliin tokko teene, du'aa ka'iisa isaatille'een isa woliin tokko hin teena.
2d06060099	Le'iin teenna cubbaalettiin akka badduu fi garboolee cubbu'uu te'iis keenna akka hafuuf, nafi keenna dullachi Kiristoos woliin akka fannifame hin beenna.
2d0607002e	Nami du'e hunna cubbu'uu jalaa bilisa bayeera.
2d06080052	Yoona yoo Kiristoos woliin duune, isa woliin jiru'uun akka leenu hin dhugeeffanna.
2d06090070	Kiristoos waan du'aa ka'eef, deebi'ee akka hin duunee fi duutille isa irratti baallii akka hin qanne hin beenna.
2d060a0089	Inni yennaa du'e akka cubbuun isa irratti hunna hin qabaanneef, takkumaan yennaa maraaf du'e; ammalle yennaa jiru'uun le'u, Waaqaaf le'a.
2d060b0067	Isinille akka cubbuu jalaa duutanee, karaa Yesuus Kiristoosiitiin Waaqaaf leetanuutitti ifi laakkowa'a.
2d060c008b	Maarre halchaa foon keessaniitiif akka ajajantanu akka isin hin goone, nafa keessan ka du'u keessatti cubbuun akka mootuuf hin eeyyamina'a.
2d060d00f1	Nafa keessan keessaa addee takkaalle meya jallu'uu gootanee cubbu'uuf hin dhikeessina'a; ammoo akka worra du'a keessaa bayee gara jiru'uu dhufee, Waaqaaf ifi dhikeessa'a; nafa keessan duudii meya balchumma'aa godha'aatii Waaqaaf dhikeessa'a.
2d060e006a	Isin badhaadha Waaqaa jala jirtan malee, cubbuu jala waan hin jirreef, cubbuun isin irratti hin goottontu.
2d060f007b	Yoona maan jenna ree? Nuuti badhaadha Waaqaa jala malee, cubbuu jala waan hin jirreef, cubbuu hunyuu ree? Ijjumaa waawwo'o!
2d061000fb	Isin nama tokkoof ifi garba gootanee ajajamiisaaf yennaa dhiyeessitanu, nama ajajantanu saniif garba akka teetane hin beettanu ree? Akkasuma yoo cubbu'uuf ajajantane, cubbuu du'a fidduuf garba teetan; yoo Waaqaaf ajajantane ammoo balchummaa dhaggatan.
2d06110073	Isin dur garboota cubbu'uu ti; amma ammoo barumsa fudhattaneef gadhaa guutu'uun waan ajajantaneef, Waaqi galatoomu.
2d06120039	Cubbuu jalaa baatanee garboota balchumma'aa teetaneertan.
2d06130111	Isin dadamaan dadhaboolee waan teetaneef, ani dubbii namaa galtuun dubbatiisatti jira. Akkuma tanaan dura qooda nafa keessanii garba battumma'aatii fi jallu'uu gootanee dhikeessitane, amma akka qoodi nafa keessanii maraa woyyoomu garba balchumma'aa godha'aatii dhikeessa'a.
2d0614004b	Isin yennaa garboota cubbu'uu teetane, balchummaa jalaa bilisa jirtaniiyyu.
2d0615006c	Waan amma ittiin fokkifattanu kana irraa yennaa san bu'aa maan dhaggattane ree? Muummeen waan saniille du'a!
2d06160085	Amma ammoo cubbuu jalaa baatanee garboota Waaqaa waan teetaneef woyyummaa hin dhaggatan; muummeen woyyumma'aalle jiruu bara baraa ti.
2d0617006c	Gatiin cubbu'uu du'a; kennansi Waaqaa ammoo karaa Goottaa keenna Yesuus Kiristoosiitiin jiruu bara baraa ti.
2d07010073	Obboleeyyan tiyya! Ani worra seera beekuuf dubbadha. Seerri haga nami jiru'uun jiru qofa nama irratti baallii qaba.
2d07020099	Fakkeennaaf, dubartiin heerumte takka, haga dhirsi isi'ii jiru seeraan itti hidhanteerti; yoo inni du'e ammoo, seera ittiin hidhante san jalaa baateerti.
2d070300d9	Tanaaf dhirsi isi'ii adoo jiruu, dhiira dhibii yoo heerumte, gaarayyeeffattuu jedhanti. Dhirsi isi'ii yoo du'e ammoo, isiin seera isatti hidhante jalaa hin baati; dhirsa dhibii yoo heerumtelle gaarayyeeffattu'uu moti.
2d070400eb	Obboleeyyan tiyya! Haalli keessanille kanuma fakkaata; isin qooda nafa Kiristoosii waan teetaneef, Seera jalaa duutaneertan; tanaaf, akka nuuti tajaajila Waaqaatiif midhaan buunnuuf, isin ka Kiristoosii du'a keessaa ka'ee teetaneertan.
2d070500a6	Yennaa nuuti akka yaada foonii leenu san, halchaan hantuun Seeraan nunnuffantu, akka nuuti du'aaf midhaan buunnu, qoqooda nafa keennaa keessatti hujiisatti jirtiiyyu.
2d070600ba	Amma ammoo, Seera nu hidheeru jalaa duunee, hidhaansa isaa jalaa baaneerra. Tanaaf haganaa achi karaa haareya Ayyaanaatiin malee, karaa Seera dullacha barreeffameeruutiin hin tajaajillu.
2d070700d9	Yoona maan jenna ree? Seerrinuu cubbu'u jennuu ree? Waawwo'o! Ammoo cubbuun maan akka teete akka ani beeku ka godhe Seera. Adoo Seerri, «Hin kajeelin» jedhuu dhabe kajeellaan maan akka teete, ani sila hin beekuuyyu.
2d07080092	Cubbuun karaa ajaja Seera irraa dhufeetiin, halchaan marti akka na keessatti nunnuffantu goote. Ammoo addee Seerri hin jirretti cubbuun waan du'e.
2d0709006b	Yennaa dur Seerri hin jirre ani jiru'uun le'eera; ammoo yennaa ajaji Seeraa dhufe cubbuun jiruu dhaggattee,
2d070a003e	ani du'e. Ajaji Seeraa ka jiru'uuf kennamelle du'a natti fide.
2d070b0036	Cubbuun karaa ajaja Seeraatiin na soddee, na ijjeette.
2d070c0044	Maarre, Seerri woyyu'u; ajaji isaalle woyyu'u, balcha'aa fi dansa'a.
2d070d00cd	Eegasuu waanuma dansa'attuu du'a natti fide jechu'uu ree? Waawwo'o! Cubbuun cubbuu teetee akka mudhattuuf, karaa waan dansa'aatiin, du'a natti fidde. Karaa ajajaatiinille, cubbuun irra caalaa cubbuu teete.
2d070e006c	Seerri ayyaanticha akka te'e hin beenna. Ani ammoo nama foonii, ka garbicha cubbu'uu te'iisaaf gurgurameeru.
2d070f005b	Ani waan godhu hin hubadhu; ani waan godhiisaaf barbaadu hin godhu, ammoo waan jibbu godha.
2d0710004c	Ani eega waan hin barbaanne godhu teete, Seerri dansaa akka te'e wolii gala.
2d07110053	Ka waan ani godhiisaaf hin barbaanne godhu, cubbuu na keessa jirtu malee anaa moti.
2d071200c2	Ana keessa yookiin namummaa kiyya keessa wonni dansaan takkattiille akka hin jirre ani hin beeka. Waan dansaa godhiisaaf halchaan na keessa jiraattulle, ani waan dansaa godhiisaaf hin dandeenne.
2d0713005b	Ani waan dansaa godhiisaaf barbaade hin godhu; ammoo hantuu godhiisaaf hin barbaanne godha.
2d07140069	Ani yoo waan godhiisaaf hin barbaanne godhu teete, ka kana godhu cubbuu na keessa jirtu malee, anaa moti.
2d0715008e	Maarre ani Seerri hujii irra ooluun dhagga; ani yennaa waan dansaa godhiisaa barbaadu, seerri namumma'aa akka ani hantuu qofa godhu na tolcha.
2d07160027	Keessi kiyya Seera Waaqaatitti gammada.
2d071700c8	Te'uu malee seera dhibii ka nafa kiyya keessatti, seera qalbiin tiyya fudhatu woliin wol lolu dhagga. Seerri dhibiin na keessatti hujiisatti jiru sun, seera cubbu'uu ti; inni garba ifii na godhateera.
2d07180057	Ani nama farraamessa attamiiti! Foon gara du'aa na geessaaru kana jalaa eentu na baasa?
2d071900a5	Karaa Goottaa keenna Yesuus Kiristoosiitiin galanni Waaqaaf te'u! Maarre, qalbii tiyyaan ani garbicha Seera Waaqaa ti; foon kiyyaan ammoo garbicha seera cubbu'uu ti.
2d08010049	Maarre worri Kiristoos Yesuusiin le'u, amma muraa yakka'aa jala hin jiru.
2d08020074	Seerri Ayyaana Woyyichaa, ka jiruu kennu karaa Kiristoos Yesuusiitiin, seera cubbu'uutii fi du'aa jalaa na baaseera.
2d080300e2	Namummaan namaa dadhadduu waan teeteef, waan Seerri godhuu dadhabe, Waaqi godheera. Inni Ilma ifii ka namummaa teenna cubbaalettii fakkaatee, cubbuu haqiisaaf dhufe, ergiisaan cubbuu namummaa namaa keessa jirtutti yakkaa mure.
2d0804009a	Nu worra akka fedha foonii adoo hin te'in, akka fedha Ayyaanaa leenu keessatti, wonni Seerri nu irraa gaafatu balchichi akka muummowuuf, Waaqi tana godhe.
2d08050069	Worri akka fedha foonii le'u waan foonii, worri akka fedha Ayyaanaa le'u ammoo waan ayyaanticha yaadatan.
2d0806005f	Yaada fooniitiin mowamuun du'a fida; yaada Ayyaanaatiin mowamuun ammoo jiru'uu fi nageya kenna.
2d08070078	Nami yaada fooniitiin mowamu diina Waaqaa ti; sababille inni Seera Waaqaatiif hin ajajamu; ajajamiisaafille hin dande'u.
2d0808003e	Worri yaada fooniitiif ajajamu Waaqa gammachiisuu hin dande'u.
2d080900b2	Dhugumaan, Ayyaanni Waaqaa isin keessa waan jiruuf, isin akka fedha Ayyaanaa malee, akka fedha foonii hin leetanu. Nami Ayyaana Kiristoosii hin qannelle nama Kiristoosiitii moti.
2d080a0081	Yoo Kiristoos isin keessa jiraate, sababa cubbu'uutiif nafi keessan du'ulle, sababa balchumma'aatiif Ayyaanni jiruu isinii kenna.
2d080b00aa	Ayyaanni Waaqaa ka Yesuus du'a keessaa kaase, isin keessa yoo jiraate, ka Kiristoos du'a keessaa kaase, karaa Ayyaana ifiitiin nafa keessan ka du'uufille jiruu hin kenna.
2d080c0075	Tanaaf, obboleeyyan tiyya! Nuuti waan godhuu qannu qanna; wonni godhuu qannu sunille akka fedha foonii le'iisaa moti.
2d080d007f	Yoo akka fedha foonii leetane, hin duutan; ammoo hunna Ayyaana Woyyichaatiin hujii fedha foonii yoo ijjeettane jiru'uun leetan.
2d080e003c	Worri Ayyaana Waaqaatiin sooreffamu mara ijoollee Waaqaa ti.
2d080f009e	Isin Ayyaana ilmoomaa ka, «Abba'a! Abbaa keenna!» jettanee waantanuun fudhattane malee, soda'aan akka leetanuuf ayyaana ammalle isin garboonsu hin fudhanne.
2d08100063	Ayyaanni Waaqaatuu ayyaana keenna woliin wolii galee, nuuti ijoollee Waaqaa akka teene dhugaa baya.
2d0811009d	Maarre ijoollee Waaqaa eega teene, isa hin dhaalla; Kiristoos wolille'een hin dhaalla; amma rakkinna Kiristoosii eega qoodanne, ulfinna isaalle hin qoodanna.
2d0812007b	Rakkinni ammaa kun ulfinna gara duraa nu'uuf mudhatu woliin wol bira qabamee ilaalamuu akka hin dande'annetti ani laakkowa.
2d0813004a	Dadi duudiin mudhachuu ijoollee Waaqaa dharraa gudda'aan eegiisatti jirti.
2d081400a7	Dadi duudiin ta gatii hin qanne akka teetuuf itti murameera; kunille fedhii ifiitiin adoo hin te'in, fedhii Waaqa akka dadi duudiin addi'iin eeggattu godheetiin teete.
2d08150077	Addiin sunille ta dadi duudiin gaafa tokko garbummaa badi'ii jalaa baatee, ulfinna bilisummaa ijoollee Waaqaa qoodantu.
2d0816004d	Dadi duudiinuu haga ammaa ciniinsifatiisaan aadiisatti akka jirtu hin beenna.
2d081700cf	Dada qofa adoo hin te'in, nuutinuu worri Ayyaana kennaa mata'aa te'e qannu, Waaqi ilma isaa ka guddisaa te'iisa keenna akka mudhisuu fi du'a jalaa wodamiisa keenna eegataa, keessa keennatti aadiisatti jirra.
2d081800b5	Nuuti yennaa fayyine waan addi'iin eegataa jirrutti jira; wonni addii godhannu waan fudhanneerru yoo te'e, addii te'iisi isaa hin hafa. Waan fudhateeru ka addi'iin eegatu eennu ree?
2d0819003f	Waan hin fudhatin yoo addii godhanne ammoo, ossaan hin eeganna.
2d081a00ab	Akkuma kana Ayyaanni dadhabbii teenna nu qarqaara; attam akka daadimannu nuuti waan hin beenneef, Ayyaanni ammoo aaduu dubbi'iin himantee hin dandeenneen nu'uuf daadimata.
2d081b008e	Waaqi gadhaa namaa qorqorulle, yaadi Ayyaanaa maan akka te'e hin beeka; sababille Ayyaanni akka fedha Waaqaatitti kolbaa Waaqaatiif daadimata.
2d081c006b	Worra Waaqa jaalatu ka akka fedha isaa waamameef, Waaqi waan maraa dansa'aaf akka isaanii godhu hin beenna.
2d081d009e	Worri inni dursee filate akka Ilma isaa fakkaatuu fi Ilmi isaalle obboleeyyan hedduu oddu'utti angafa akka te'uuf, waan Waaqi dursee murteesseeruuf tun teete.
2d081e005f	Worra dursee murteesse waameera; worra waamelle balchoonseera; worra balchoonselle ulfeesseera.
2d081f005e	Marroo waan kanaa, nuuti maan jenna ree? Waaqi nu woliin yoo jiraate, eentu nu mormee dande'a?
2d08200077	Waaqi Ilma ifii adoo hin marariffatin, nu maraaf dabarsee kenne, waan mara Ilma ifii woliin toluma nuuf hin kennuu ree?
2d0821003c	Worra Waaqi fooyate eentu himata? Ka isaan balchoonsu Waaqa.
2d08220072	Eentu itti mura ree? Kiristoos Yesuusiin du'ee, du'a keessaa ka'ee midda Waaqaa jiru, nu'uuf daadimatiisatti jira.
2d08230081	Eentu jaalala Kiristoosii irraa gargar nu baasa ree? Rakko'oo moo farra? Miidha'a moo beela? Daara moo bala'a? Yookiin du'aa ree?
2d0824007e	Tun tama Barreeffam Woyyichi, «Si'iif jennee guyyuma guyya'aan ijjeefanna; akka hoolee qalantuutitti laakkowanneerra» jedhu.
2d0825005c	Garuu womaa moti; waan kana mara keessatti karaa ka nu jaalateetiin injifattoota caalleerra.
2d0826008e	Du'alle te'ee jiruun, ergantoota Waaqaalle te'ee bulchitooti ol-gubba'aa, wonna amma jirulle te'ee wonni dhufu'uuf jiru, hunnootalle yoo te'e,
2d082700d0	wonna gubbaa jirulle te'ee wonni gad jala jiru, wonna dada mara keessa jirulle yoo te'e, jaalala Waaqi Goottaa keenna Kiristoos Yesuusiin nu jaalate irraa dande'ee gargar akka nu hin baanne mirkaneeffadheera.
2d09010097	Ani ka Kiristoosii waan te'eef dhuguma dubbadha; ani hin sobu. Wodanaan kiyya ka Ayyaana Woyyichaan sooreffamulle, akka ani hin sonne dhugaa naaf baya.
2d09020044	Ani gadda gudda'aa fi laalaa hin lakkinne gadhaa kiyya keessaa qaba.
2d0903006b	Gosa tiyya ta hiddaa hidaada kiyya teeteef jedhee, Kiristoos irraa gargar bayee adoo abaarame hin jaaladha.
2d090400e6	Gosi tiyya sun gosa Israa'elii ti; Waaqi ijoollee ifii isii godhatee, ulfinna ifiille isi'ii mudhise; gondooroo isii woliin gondoorate, Seeralle isi'ii kenne; isiin waaqonfannaa dhuga'aa qaddi; waadaa hedduulle Waaqi isi'iif gale;
2d090500a7	isiin sanyii abbootii teenna gugurdo'oo ti; Kiristoosille, akka namumma'aatitti gosa isi'ii keessaa dhalate; Waaqi waan mara bulchu, haga bara baraa leellifamu! Ameen.
2d0906006f	Te'uu malee jechi Waaqaa diigameera jechu'uu moti; kolbaan Israa'elii mara dhugumaan kolbaa Israa'eliitii moti.
2d09070097	Akkasuma sanyiin Abrahaamii marti dhugumaan ijoollee isaatii moti; ammoo, Waaqi Abrahaamiin, «Sanyiin teeti sanyii Yisihaqiitiin waammanti» jedheera.
2d090800b7	Kana jechuun ijoolleen akkuma aadaa nami uumatuutiin dhalatte ijoollee Waaqaati jechu'uu moti; ammoo ta akka sanyi'iititti laakkowantu, ijoollee akka waadaa Waaqi galeetitti dhalatte.
2d0909006e	Waadaan sunille jecha, «Bara dhufu yennaa akkasii yennaa ani deebi'ee dhufu, Saaraan ilma deetteerti» jedhu.
2d090a006a	Kana qofaa moti, Ribqaan ilmaan lakkuu abbuma tokkochaaf, abbaa sanyii teennaa Yisihaqiif yennaa ulfootte,
2d090b00b9	filannoon Waaqaa huji'iin adoo hin te'in, waamichaan akka te'e mudhisiisaaf, ijoolleen lamaanuu adoo hin dhalatin, isaan keessalle'ee tokkolle dansaa yookiin hantuu adoo hin hujin dura,
