0100000006	Kinohi
1c0c0100d9	KE ai nei ka Eperaima i ka makani, A ke hahai nei hoi ia i ka makani hikina: Hoomahuahua no ia i na la a pau i ka hoopunipuni a me ka luku ana; A hana lakou i ka berita me ko Asuria, A ua laweia'ku ka aila i Aigupita.
1c0c020084	He paio hoi ko Iehova me ka Iuda, A e hoopai aku oia ia Iakoba e like me kona mau aoao; E hoouku aku kela ia ia e like me kana hana.
1c0c03006a	Iloko o ka opu hoopaa aku oia i ke kuekuewawae o kona kaikuaana, A ma kona ikaika hakaka pu ia me ke Akua.
1c0c04007f	A hakaka pu ia me ka anela, a lanakila: Uwe iho la ia, a nonoi aku la ia ia: Loaa oia ia ia ma Betela, a olelo pu oia me kakou;
1c0c050043	Oia hoi, o Iehova ke Akua o na kaua; O Iehova, oia kona inoa ponoi.
1c0c06006d	Nolaila, e huli oe i kou Akua: E malama i ke aloha, a me ka olelo hoopono, A e hilinai mau maluna o kou Akua.
1c0c070057	He kalepa no ia, ma kona lima ka mea kaupaona hoopunipuni: A makemake no ia i ka alunu.
1c0c080083	A i iho la o Eperaima, Ua lako no nae wau, Ua loaa ia'u ka waiwai; Ma ka'u mau hana a pau aole i loaa kuu hewa, ka mea i hewa'i au.
1c0c09007e	A owau, o Iehova kou Akua, mai ka aina o Aigupita mai, E hoonoho hou aku au ia oe i na halelewa, e like me na la o ka ahaaina.
1c0c0a0074	A ua olelo aku au ma na kaula, A ua hoomahuahua i na hihio, A ua olelo aku au i na olelo nane ma ka lima o na kaula.
1c0c0b009e	Ua hewa anei ko Gileada? Oia, ua hewa lakou; Ke kaumaha nei lakou i na bipi ma Gilegala; A o ko lakou mau kuahu, ua like me na ahu ma na auwaha o ka mahinaai.
1c0c0c0084	A holo aku la o Iakoba i ka aina o Suria; A hooluhi aku la o Iseraela no ka wahine, A no ka wahine malama aku la ia i na holoholona.
1c0c0d006d	A ma ke kaula i lawe mai ai o Iehova i ka Iseraela mai Aigupita mai, A ma ke kaula i malama mai ai oia ia ia.
1c0c0e0092	Hoonaukiuki loa aku la o Eperaima ia ia; Nolaila e waiho aku ai ia i kona koko maluna ona, A e hoihoi aku kona Haku i kona hoowahawaha maluna ona.
1c0d010086	I KA wa i olelo ai o Eperaima, he haalulu, Ua hookiekieia oia iloko o ka Iseraela; Aka, i kana hana hewa ana ma Baala, make iho la ia.
1c0d0200d4	Ano, hoomahuahua lakou i ka hewa, A hana lakou no lakou i kii hooheheeia no ko lakou kala, I kii ma ko lakou manao, o na hana a na paahana wale no; Ke olelo nei ka poe e kaumaha ana, E honi lakou i na keiki bipi.
1c0d0300bb	No ia mea, e like auanei lakou me ke ao kakahiaka, A me ka hau hou e nalo koke ana, E like me ka opala i puehuia i ka puahiohio mai kahi hehipalaoa aku, A me ka uahi mai ka puka-uahi aku.
1c0d040085	Aka, owau o Iehova ke Akua ou, mai ka aina o Aigupita mai, Mai ike oe i akua e ae, ia'u wale no; No ka mea, aohe Hoola, owau walo no.
1c0d050036	Owau ka i ike ia oe ma ka waonahele, Ma ka aina panoa,
1c0d060081	E like me ka lakou mea ai, pela i maona ai lakou; Ua maona lakou. a hookiekieia ko lakou naau; No ia mea, ua hoopoina lakou ia'u.
1c0d070069	Nolaila, e like auanei au ia lakou me he liona la; Me he leopadi la ma ke ala, e hoohalua ai au ia lakou.
1c0d0800c1	E halawai au me lakou me he bea la i hooneleia, A e haehae au i ka wahi o ko lakou naau, A e hoopau aku au ia lakou malaila e like me ka liona: A e haehae ka holoholona o ka waonahele ia lakou.
1c0d09003a	Nau iho kou make, e ka Iseraela; Aka, iloko o'u kou kokua.
1c0d0a00a6	Auhea hoi kou alii, nana e hoola mai ia oe ma kou mau kulanakauhale a pau? Auhea hoi kou mau lunakanawai, na mea au i olelo ai, E haawi mai i alii no'u, a me na luna?
1c0d0b0048	Haawi aku au i alii nou, no kuu inaina, A lawe aku au ia ia ma kuu huhu.
1c0d0c0035	Ua nakiiia ka hala o ka Eperaima, Ua ahuia kona hewa.
1c0d0d008d	O na ehaeha o ka wahine hanau, e hiki mai ia maluna ona: He keiki naaupo ia; No ka mea, aohe ona pono e ku loihi ma kahi e hanau ai na keiki.
1c0d0e00b7	E hoola aku au ia lakou mai ka mana o ka po; E hoola panai au ia lakou mai ka make mai; Owau no kou luku, e ka make; Owau no kou pepehi, e ka po; Ua hunaia ka mihi, mai ko'u maka aku.
1c0d0f00f9	Ina ua mahuahua oia mawaena o kona mau hoahanau, E hele mai auanei ka makani hikina, Ka makani o Iehova e hiki mai, mai ka waonahele mai: A e hoomalooia kona punawai, A e maloo kona waipuna; A e hoopau aku ia i ka waiwai o na ipu a pau i makemakeia.
1c0d1000b9	E hoopaiia auanei ko Samaria; No ka mea, ua kipi aku ia i kona Akua; E haule auanei lakou ma ka pahikaua; E ulupaia ka lakou mau keiki liilii, A o ka lakou poe wahine hapai e kahaia'ku.
1c0e010058	E KA Iseraela, e huli mai oe ia Iehova kou Akua; No ka mea, ua haule oe ma kou hewa iho.
1c0e0200af	E lawe me oukou i na olelo, a e huli oukou ia Iehova: E i aku ia ia, E lawe aku oe i na hewa a pau, A e ae lokomaikai mai, A e hoihoi aku makou i na mohai o ko makou lehelehe.
1c0e0300d4	Aole e hoola ko Asuria ia makou; Aole makou e holo maluna o ka lio; Aole hoi makou e olelo hou aku i ka hana a ko makou mau lima. O oe ko makou Akua: No ka mea, ma ou la e loaa'i i ka poe makua ole ka lokomaikai.
1c0e040077	A e kala aku au i ko lakou kipi ana, E aloha wale aku hoi au ia lakou: No ka mea, ua huli ae kuu inaina mai ona aku la.
1c0e05007b	E like auanei au me ka hau i ka Iseraela; E pua auanei oia e like me ka lilia, A e kolo lea kona mau aa e like me Lebanona.
1c0e06006e	A e palahalaha aku kona mau lala, A e like auanei kona nani me ka laau oliva, E like hoi kona ala me Lebanona.
1c0e070097	E hoi mai ka poe e noho ana malalo o kona malu; E kupu mai lakou me ka ai, A e ulu lakou me ke kumuwaina: A o kona inoa ua like me ka waina o Lebanona.
1c0e0800a5	E olelo iho o Eperaima, Heaha ka'u e hana hou aku ai i na kii? Ua lohe au a ua nana hou au ia ia; Ua like au me ka laau kaa uliuli; Mai o'u aku ua loaa ia oe ka hua.
1c0e0900e0	Owai ka mea naauao, i noonoo ai oia i keia mau mea? A akamai hoi, i ike ai oia i keia mau mea? No ka mea, o na aoao o Iehova, ua pololei, A e hele ka poe pono iloko olaila; Aka, o ka poe lawehala, e haule lakou iloko olaila.
1d00000005	Ioela
1d01010030	O KA olelo a Iehova ia Ioela ke keiki a Petuela.
1d010200b2	E hoolohe oukou i keia, e ka poe kahiko, E haliu mai ka pepeiao, e ka poe a pau o ka aina e noho ana; Ua hiki mai anei keia i ko oukou mau la, A i na la hoi o ko oukou mau makua?
1d01030085	E hai aku oukou i keia i ka oukou poe keiki, A o ka oukou mau keiki i ka lakou poe keiki, A o ka lakou mau keiki i ka hanauna mahope.
1d010400ba	O ka mea i koe i ka uhini hulu ole, ua pau ia i ka uhini: A o ka mea i koe i ka uhini, ua pau ia i ka uhini huluhulu, A o ka mea i koe i ka uhini huluhulu, ua pau ia i ka uhini hulu ole.
1d01050090	E ala oukou, e na mea on a, a e uwe iho; E aoa hoi, e na mea inu waina a pau, no ka waina hou, No ka mea, ua laweia'ku ia mai ko oukou waha aku.
1d010600ae	No ka mea, ua hele mai ka lahuikanaka maluna o ko'u aina, he ikaika, aole e pau i ka helu, O kona mau niho, he niho o ka liona; A o kona niho aoao, he niho o ka liona wahine.
1d0107008e	Ua luku aku ia i kuu kumuwaina, A ua hemo i ka ili o kuu laau fiku: Ua hemo i kona ili a pau, a ua hoolei aku ia mea; Ua keokeo kona mau lala.
1d0108005a	E uwe iho e like me ka wahine mare i kaeiia i ke kapa inoino no ke kane o kona wa opiopio.
1d0109006d	Ua okiia ka mohai makana, a me ka mohai inu mai ka hale o Iehova aku; Ua uwe na kahuna, na lawehana a Iehova.
1d010a006d	Ua lukuia ka mahinaai, Ua uwe ka aina, No ka mea, ua lukuia ka ai, Ua maloo ka waina hou, ua emi iho ka aila.
1d010b008a	E hilahila oukou, e na mahiai; E aoa oukou, e na mahiwaina, no ka huapalaoa, a no ka bale; No ka mea, ua nele ka ohi ai ana o ka mahinaai.
1d010c00b5	Ua maloo ke kumuwaina, Ua mae ka laau fiku; Ua mae ka laau pomagerane, o ka laau pama, a me ka laau ohia, o na laau a pau o ke kula: No ka mea, ua pau ka olioli o na keiki a kanaka;
1d010d00ff	E kaei ia oukou iho, a e kanikau, e na kahuna: E aoa oukou, e na lawehana o ke kuahu: E hele mai, e noho a ao ka po iloko o ke kapa inoino, e na lawehana a kuu Akua: No ka mea, ua hookiia ka mohai makana, a me ka mohai inu mai ka hale aku o ko oukou Akua.
1d010e00a8	E hoolaa i ka hookeai ana, E kahea aku i ka halawai, E hoakoakoa i ka poe kahiko, I na kanaka a pau o ka aina, ma ka hale o Iehova ko oukou Akua, A e hea aku ia Iehova.
1d010f006d	Auwe no ka la! No ka mea, ua kokoke mai ka la o Iehova, A me he make la e hiki mai ai ia mai ka Mea mana mai.
1d01100069	Aole anei i okiia ka ai imua o ko kakou maka? O ka olioli a me ka hauoli mai ka hale aku o ko kakou Akua?
1d0111007c	Ua popopo na hua malalo iho o ko lakou lepo, Ua wawahiia na hale papaa, Ua hoohioloia na hale ai; No ka mea, ua maloo ka ai.
1d01120072	Nani ka u ana o na holoholona! Ua pilikia na kumu bipi, No ka mea, aohe ai na lakou; Ua hoopauia hoi na kumu hipa.
1d01130090	E Iehova, ia oe no wau e kahea aku nei, No ka mea, ua ai ke ahi i ka uliuli o ka waonahele, Ua hoopau ka lapalapa ahi i na laau a pau o ke kula.
1d01140083	Ke auwe aku nei na holoholona o ke kula ia oe; No ka mea, ua maloo na wai o na kahawai, A ua pau i ke ahi ka uliuli o ka waonahele.
1d020100b4	E PUHI oukou i ka pu ma Ziona, A e hookani i ka puwaikana ma kuu mauna hoano: E haalulu na kanaka a pau o ka aina: No ka mea, e hiki mai ana ka la o Iehova, Oia hoi, ua kokoke mai.
1d02020104	He la pouli, a me ka popilikia, He la naulu a me ka pouli nui, E like me ka hohola ana o ke kakahiaka maluna o na mauna; He lahuikanaka nui, a me ka ikaika; Aole me keia mai ka wa kahiko mai, Aole hoi e like hou me ia mahope, I na makahiki o na hanauna he nui.
1d020300b1	E ai ana ke ahi imua ona, A mahope ona, he lapalapa e hoopau ana. Me ka mala o Edena, pela ka aina mamua ona; A mahope ona, me he waoakua la; Aole hoi e pakele kekahi mea ia ia.
1d0204005a	Like me ka helehelena lio, pela kona helehelena; A me na hoohololio, pela lakou e holo ai.
1d020500c6	Like me ka halulu o na halekaa maluna o na piko o na mauna, pela lakou e lele ai, Me ka halulu o ka lapalapa ahi e hoopau ana i ka nahelehele, Like me ka lahuikanaka ikaika i hoomakaukau e kaua aku.
1d02060044	E haalulu na kanaka imua o lakou: A keokeo na maka a pau i ka makau.
1d020700ad	E like me na kanaka ikaika e holo lakou: Like me na kanaka kaua e pii lakou i ka pa; E hele kela mea keia mea o lakou ma kona ala, Aole lakou e kapae ae i ko lakou hele ana;
1d0208007e	Aole kekahi e hooke i kekahi; E hele no kela mea keia mea ma kona ala; A ina e lele aku lakou i ka pahikaua, aole lakou e eha.
1d02090098	E hele lakou i o i o ma ke kulanakauhale, E holo lakou maluna o ka papohaku; E pii lakou maluna a na hale; E komo lakou ma na pukamakani me he aihue la.
1d020a007e	E naue ka honua imua o lakou; E haalulu na lani; E pouli ka la, a me ka mahina, A e hoonalowale na hoku i ko lakou malamalama.
1d020b00f4	A e hoopuka mai o Iehova i kona leo imua o kona kaua; No ka mea, ua nui loa kona wahi i hoomoana'i; No ka mea, ua ikaika ka mea nana e hooko i kana olelo; No ka mea, ua nui ka la o Iehova, a me ka weliweli nui; A owai la ke hoomanawanui ia mea?
1d020c0083	Ano hoi, wahi a Iehova, E hoi hou mai oukou ia'u me ko oukou naau a pau, A me ka hookeai ana, a me ka uwe ana, a me ke kanikau ana:
1d020d00da	A e haehae i ko oukou naau, aole i ko oukou aahu, A e huli hou ae ia Iehova i ko oukou Akua; No ka mea, he lokomaikai, a he aloha kona, Ua lohi mai ka inaina, A he aloha nui kona, A ua hoololi hou ia i ka manao hoopai.
1d020e0095	Malama paha e huli mai ia a e loli i ka manao, A e waiho mahope ona i ka hoomaikai ana; I ka mohai makana, a me ka mohai inu no Iehova ko oukou Akua?
1d020f0053	E puhi oukou i ka pu ma Ziona, E hoolaa i ka hookeai ana, E kahea aku i ka halawai.
1d021000d6	E hoakoakoa i na kanaka; E hoomaemae i ka ahakanaka; E houluulu i ka poe kahiko; E hoakoakoa i na keiki, a me na mea omo waiu: E hele aku ke kane mare iwaho o kona keena, A me ka wahine mare iwaho o kona keena moe.
1d02110133	Iwaena o ka lanai a me ke kuahu e auwe iho na kahuna, na lawehana a Iehova, A e olelo aku lakou, E ahonui mai, e Iehova, i kou poe kanaka, A mai haawi aku i kou hooilina i ka hoinoia mai, I noho alii ai na lahuikanaka e maluna o lakou: No ke aha la e olelo ae lakou, iwaena o na kanaka, Auhea ko lakou Akua?
1d0212004a	Alaila, e lili mai o Iehova no kona aina, A e aloha mai i kona poe kanaka.
1d021300cf	A e olelo mai o Iehova, a e i mai i kona poe kanaka, Aia hoi, e haawi aku au i ka ai, i ka waina, a me ka aila, a e maona oukou ma ia mea: Aole au e hoolilo hou ia oukou i ka hoinoia iwaena o na lahuikanaka:
1d02140106	A e hookaawale loa aku au, mai o oukou aku, i ke kaua o ke kukulu akau. A hookuke aku ia ia i ka aina maloo, a neoneo; O kona alo ma ke kai hikina, A o kona kua ma ke kai komohana; A e pii ae kona pilau, A e pii ae kona hauna, No ka mea, ua hana hookiekie no ia.
1d0215005f	Mai makau oe, e ka aina; E olioli, a e hauoli hoi, No ka mea, e hana mai o Iehova i na mea nui.
1d021600bd	Mai makau oukou, e na holoholona o ke kula: No ka mea, ke uliuli mai nei ka aina panoa; Ke hua mai nei ka laau i kona hua, Ke hua mai nei ka laau fiku a me ke kumuwaina, me ko lakou ikaika.
1d021700e3	O oukou, e na keiki o Ziona, e olioli, a e hauoli hoi iloko o Iehova ko oukou Akua; No ka mea, ua haawi mai ia no oukou i ke kuaua mua ma ka pono, A e hooua mai no oukou i ka ua, I ke kuaua mua, a i ke kuaua hope, e like mamua.
1d02180051	A piha na kahua hahi i ka ai, A piha loa na waihona i ka waina hou, a me ka aila.
1d021900b5	A e uku au ia oukou no na makahiki o na uhini i ai ai, A ka uhini huluhulu, a me ka uhini hulu ole, a me ka uhini opio hulu ole, Kuu poe kaua nui a'u i hoouna aku ai iwaena o oukou.
1d021a0097	A e ai oukou i ka ai a maona, A e hoolea aku i ka inoa o Iehova ko oukou Akua, Ka mea i hana kupanaha mai ia oukou; Aole loa e hilahila kuu poe kanaka.
1d021b0084	A e ike no oukou, Owau no iwaena o ka Iseraela, A owau no o Iehova ko oukou Akua, aole mea e ae; Aole loa e hilahila kuu poe kanaka.
1d021c00df	A i ka wa mahope, e ninini aku au i kuu Uhane maluna o na kanaka a pau; A e wanana na keikikane a oukou, a me na kaikamahine a oukou, A e moe ko oukou poe elemakule i na moe uhane, E ike ko oukou poe kanaka opio i na hihio:
1d021d0062	A maluna hoi o na kauwakane, A maluna o na kauwawahine i kela mau la, e ninini aku au i kuu Uhane.
1d021e0068	A e hoike aku au i na mea kupanaha ma ka lani, a ma ka honua; He koko, a me ke ahi, a me na kia ao uahi.
1d021f0065	E lilo ka la i pouli, a o ka mahina i koko, mamua o ka hiki ana mai o ia la nui weliweli la o Iehova.
1d022000d4	A o ka mea e kahea aku i ka inoa o Iehova, e hoopakeleia oia: No ka mea, ma ka mauna Ziona, a ma Ierusalema, ka mea hoopakele, e like me ka Iehova i olelo mai ai, A mawaena o ka poe i koe a Iehova o kahea aku ai.
1d0301007b	NO ka mea, aia hoi, i kela mau la, a i kela manawa, I ka wa e hoi hou mai ai au i ka pio ana o ka Iuda, a me ko Ierusalema,
1d03020107	E hoakoakoa hoi au i na lahuikanaka a pau, A e lawe mai la lakou ilalo i ke awawa o Iehosapata, A e hookolokolo au me lakou no kuu poe kanaka, A no kuu hooilina, no ka Iseraela, Ka poe a lakou i hoopuehu aku ai iwaena o na lahuikanaka, A i puunaue hoi i kuu aina.
1d0303008f	A ua hailona lakou no kuu poe kanaka; Ua haawi lakou i keikikane no ka wahine moe kolohe, A kuai aku i kaikamahine no ka waina, i inu ai lakou.
1d030400e9	A heaha hoi ka oukou ia'u, e Turo, a me Zidona? A me na palena a pau o Pilisetia? E hoihoi mai anei oukou i ka uku ia'u? Ina e hoihoi mai oukou i ka uku ia'u, Owau no kekahi e hoihoi koke loa aku i ko oukou uku maluna o ko oukou poo.
1d0305007f	No ka mea, ua lawe aku oukou i kuu kala, a me kuu gula, A ua hali aku oukou i kuu mau mea makamae iloko o ko oukou mau luakini.
1d0306007f	A o na keiki a Iuda, a me ko Ierusalema ka oukou i kuai aku i ka poe Helene, I hali loihi aku ia lakou mai ko lakou palena aku.
1d03070081	Aia hoi, e hoala mai au ia lakou mai kahi a oukou i kuai aku ai ia lakou, A e hoihoi aku au i ko oukou uku maluna o ko oukou poo;
1d030800d5	A e kuai aku au i ka oukou poe kaikamahine, A i ka oukou poe keikikane i ka lima o na keiki a Iuda, A o lakou hoi e kuai aku ia lakou la i na Seba, I ka lahuikanaka mamao aku; No ka mea, oia ka Iehova i olelo mai.
1d030900a3	E hai aku oukou i keia iwaena o na lahuikanaka; E hoomakaukau oukou no ke kaua, E hoala mai i ka poe ikaika, E hookokoke mai na kanaka kaua a pau; E pii mai lakou:
1d030a0086	E kui oukou i ko oukou mau oopalau i pahikaua, A i ka oukou mau pahi paipai i mau ihe; A e olelo iho ka mea nawaliwali, Ua ikaika wau.
1d030b0089	E akoakoa oukou, e hele mai, e na lahuikanaka a pau, E hoakoakoaia oukou a puni; Ilaila hoi oe, e Iehova, e huiho ilalo i kou poe ikaika.
1d030c0095	E hoalaia na lahuikanaka, A e pii mai i ke awawa o Iehosapata; No ka mea, malaila wau e noho iho ai, e hooponopono i na lahuikanaka a pau e puni ana.
1d030d00c0	E hookomo oukou i ka pahikakiwi, No ka mea, ua oo ka ai; E hele mai oukou, e iho ilalo; No ka mea, ua piha ke kaomi waina, ua piha a hu iwaho na waihona waina; No ka mea, ua nui ko lakou hewa.
1d030e0077	Nui ka poe, he nui ka poe ma ke awawa o ka hoopai ana: No ka mea, ua kokoke ka la o Iehova ma ke awawa o ka hoopai ana:
1d030f004c	E pouli ka la a me ka mahina, A e hoonalowale na hoku i ko lakou malamalama.
1d031000c3	E uwo mai o Iehova mai Ziona mai, A e hoopuka mai i kona leo mai Ierusalema mai; A e haalulu ka lani a me ka honua: A o Iehova ka puuhonua no kona poe kanaka, A me kahi paa no na mamo a Iseraela.
1d031100a5	Pela e ike ai oukou, owau no o Iehova ko oukou Akua, E noho ana ma Ziona, kuu mauna hoano: A e lilo o Ierusalema i hemolele, Aole e hele hou na malihini mawaena ona.
1d031200db	A i kela la e hookulu na mauna i ka waina hou, A e hookahe mai na puu i ka waiu, A e kahe ka wai ma na kahawai a pau o Iuda, A e puapuai mai ka waipuna mai ka hale o Iehova mai, A e kahe aku ka wai ma ke awawa o Sitima.
1d031300a5	A e lilo o Aigupita i neoneo, A o Edoma i waonahele neoneo, no ka hana ino ia o na mamo a Iuda, No ka mea, ua hookahe lakou i ke koko hala ole iloko o ko lakou aina.
1d03140054	Aka, e noho mau loa ana o ka Iuda, A o ko Ierusalema ia hanauna aku, ia hanauna aku.
1d03150066	No ka mea, e huikala aku au i ko lakou koko, a'u i huikala ole aku ai: A e noho ana o Iehova ma Ziona.
1e00000005	Amosa
1e010100df	O NA olelo a Amosa, ka mea iwaena o na kahu bipi o Tekoa, na mea ana i ike ai no ka Iseraela, i na la o Uzia, ke alii o ka Iuda, a i na la o Ieroboama, ke keiki a Ioasa, ke alii o ka Iseraela, elua makahiki mamua o ke olai.
1e010200a2	A i aku la ia, E uwo mai o Iehova mai Ziona mai, A e hoopuka mai i kona leo mai Ierusalema mai; E uwe no na wahi noho o na kahuhipa, A e maloo ka piko o Karemela.
1e010300b0	Penei ka Iehova i olelo ai; No na hala ekolu o Damaseko, a me ka ha, aole au e hoololi ae i kona hoopaiia, No ka mea, ua hehi lakou i ko Gileada me ka mea hao e hehi palaoa ai:
1e01040064	A e hoouna'ku ai i ke ahi iloko o ka hale o Hazaela, Ka mea e hoopau ai i na hale alii o Benehadada.
1e010500dd	A e haki no ia'u ke kaola o Damaseko, A e hooki aku au i na kanaka mai ke awawa o Avena aku, A me ka mea e hoopaa ana i ke kookoo alii, mai ka hale o Edena aku: A e hele pio aku la na kanaka o Suria i Kira, wahi a Iehova.
1e010600ba	Ke olelo mai nei o Iehova, penei; No na hala ekolu o Gaza, a me ka ha, aole au e hoololi ae i kona hoopaiia; No ko lakou lawe pio ana i ka poe pio a pau, A haawi aku ia lakou i ka Edoma;
1e01070061	Aka, e hoolei aku au i ke ahi maloko o ka papohaku o Gaza, A e hoopau aku ia i kona mau halealii;
1e010800ca	A e hooki aku au i kanaka mai Asedoda aku, A me ka mea e hoopaa ana i ka hoailona moi mai Asekelona aku; A e hooku e aku au i kuu lima i Ekerona; A e make ke koena o ko Pilisetia, wahi a Iehova ka Haku.
1e010900d8	Ke olelo mai nei o Iehova, peneia; No na hala ekolu, o Turo, a me ka ha, aole au e hoololi ae i kona hoopaiia: No ka mea, ua hoolilo lakou i ka poe pio a pau i ko Edoma, Aole hoi i hoomanao i ka berita o na hoahanau:
