0100000006	Mwanzo
2a041200d4	“Roho wa Bwana Mungu Mwenyezi yu juu yangu, kwa sababu amenipaka mafuta kuwahubiria maskini Habari Njema. Amenituma kuwatangazia wafungwa kufunguliwa kwao, na vipofu kupata kuona tena, kuwaweka huru wanaoteswa,
2a04130035	na kutangaza mwaka wa Mwenyezi Mungu uliokubalika.”
2a04140072	Kisha akakifunga kitabu, akamrudishia mtumishi na akaketi. Watu wote waliokuwamo katika sinagogi wakamkazia macho.
2a0415004c	Ndipo akaanza kwa kuwaambia, “Leo andiko hili limetimia mkiwa mnasikia.”
2a04160071	Watu wote walimsifu na kuyastaajabia maneno yake yaliyojaa neema, wakaulizana, “Je, huyu si mwana wa Yusufu?”
2a041700b1	Isa akawaambia, “Bila shaka mtatumia mithali hii: ‘Tabibu, jiponye mwenyewe! Mambo yale tuliyosikia kwamba uliyafanya huko Kapernaumu, yafanye na hapa kwenye mji wako.’”
2a04180055	Isa akasema, “Amin, nawaambia, hakuna nabii anayekubalika katika mji wake mwenyewe.
2a041900a8	Lakini ukweli ni kwamba palikuwa na wajane wengi katika Israeli wakati wa Ilya, mbingu zilipofungwa kwa miaka mitatu na miezi sita pakawa na njaa kuu katika nchi nzima.
2a041a0064	Hata hivyo Ilya hakutumwa hata kwa mmoja wao, bali kwa mjane mmoja wa Sarepta katika nchi ya Sidoni.
2a041b009c	Pia palikuwa na wengi wenye ukoma katika Israeli katika siku za nabii Al-Yasa, lakini hakuna hata mmoja wao aliyetakaswa, isipokuwa Naamani mtu wa Shamu.”
2a041c0045	Watu wote katika sinagogi waliposikia maneno haya, wakakasirika sana.
2a041d009c	Wakasimama, wakamtoa nje ya mji, wakamchukua hadi kwenye kilele cha mlima ambao mji huo ulikuwa umejengwa juu yake, ili wamtupe chini kutoka mteremko mkali.
2a041e0049	Lakini yeye akapita papo hapo katikati ya umati huo wa watu akaenda zake.
2a041f0062	Kisha Isa akashuka kwenda Kapernaumu, mji wa Galilaya, na katika siku ya Sabato akawa anafundisha.
2a0420004d	Wakashangazwa sana na mafundisho yake, maana maneno yake yalikuwa na mamlaka.
2a0421006b	Ndani ya sinagogi palikuwa na mtu aliyekuwa amepagawa na pepo mchafu. Naye akapaza sauti kwa nguvu akisema,
2a04220083	“Tuache! Tuna nini nawe, Isa Al-Nasiri? Je, umekuja kutuangamiza? Ninakujua wewe ni nani. Wewe ndiwe Aliye Mtakatifu wa Mungu!”
2a042300a5	Basi Isa akamkemea yule pepo mchafu, akamwamuru, “Nyamaza! Mtoke mtu huyu!” Yule pepo mchafu akamwangusha yule mtu chini mbele yao wote, akatoka pasipo kumdhuru.
2a04240087	Watu wote wakashangaa, wakaambiana, “Mafundisho haya ni ya namna gani? Anawaamuru pepo wachafu kwa mamlaka na nguvu, nao wanatoka!”
2a0425003a	Habari zake zikaanza kuenea kila mahali katika sehemu ile.
2a0426009b	Isa akatoka katika sinagogi, akaenda nyumbani mwa Simoni. Basi huko alimkuta mama mkwe wa Simoni akiwa ameshikwa na homa kali, nao wakamwomba Isa amsaidie.
2a04270067	Hivyo Isa akamwinamia na kukemea ile homa, nayo ikamwacha. Akaamka mara moja, naye akaanza kuwahudumia.
2a04280095	Jua lilipokuwa linatua, watu wakamletea Isa watu wote waliokuwa na maradhi mbalimbali, naye akaweka mikono yake juu ya kila mgonjwa, naye akawaponya.
2a042900d2	Pepo wachafu pia wakawatoka watu wengi, nao walipokuwa wakitoka wakapiga kelele, wakisema: “Wewe ni Mwana wa Mungu!” Lakini Isa akawakemea na kuwazuia wasiseme, kwa maana walimjua kuwa yeye ndiye Al-Masihi.
2a042a0094	Kesho yake, kulipopambazuka, Isa alienda mahali pa faragha. Watu wengi wakawa wanamtafuta kila mahali, nao walipomwona wakajaribu kumzuia asiondoke.
2a042b008e	Lakini yeye akawaambia, “Imenipasa kuhubiri Habari Njema ya ufalme wa Mungu katika miji mingine pia, kwa maana kwa kusudi hili nilitumwa.”
2a042c0034	Naye aliendelea kuhubiri katika masinagogi ya Yudea.
2a05010077	Siku moja Isa alipokuwa amesimama karibu na Ziwa la Genesareti, watu wengi walimsonga ili wapate kusikia neno la Mungu.
2a05020064	Akaona mashua mbili ukingoni mwa ziwa, zikiwa zimeachwa hapo na wavuvi waliokuwa wanaosha nyavu zao.
2a050300b4	Akaingia katika mojawapo ya hizo mashua ambayo ilikuwa ya Simoni, akamwomba aisogeze ndani ya maji kidogo kutoka ufuoni. Kisha akaketi na kufundisha watu akiwa mle ndani ya mashua.
2a05040076	Alipomaliza kunena, akamwambia Simoni, “Sasa peleka mashua hadi kilindini kisha mshushe nyavu zenu mkavue samaki.”
2a05050085	Simoni akamjibu, “Bwana, tumefanya kazi ya kuchosha usiku kucha na hatukuvua chochote. Lakini, kwa neno lako nitazishusha nyavu.”
2a0506005d	Nao walipozishusha nyavu zao, wakavua samaki wengi sana, nyavu zao zikajaa zikaanza kukatika.
2a0507008b	Wakawaashiria wavuvi wenzao kwenye ile mashua nyingine ili waje kuwasaidia. Wakaja, wakajaza mashua zote mbili samaki hata zikaanza kuzama.
2a05080085	Simoni Petro alipoona haya yaliyotukia, alianguka miguuni pa Isa na kumwambia, “Bwana, ondoka kwangu. Mimi ni mtu mwenye dhambi!”
2a05090062	Kwa kuwa yeye na wavuvi wenzake walikuwa wameshangazwa sana na wingi wa samaki waliokuwa wamepata.
2a050a00a7	Vivyo hivyo wenzake Simoni, yaani Yakobo na Yohana, wana wa Zebedayo, walishangazwa pia. Ndipo Isa akamwambia Simoni, “Usiogope, tangu sasa utakuwa mvuvi wa watu.”
2a050b0053	Hivyo wakasogeza mashua zao hadi ufuoni mwa bahari, wakaacha kila kitu na kumfuata.
2a050c00d5	Ikawa siku moja Isa alipokuwa katika mji fulani, mtu mmoja mwenye ukoma mwili mzima akamjia. Alipomwona Isa, alianguka chini hadi uso wake ukagusa ardhi, akamsihi akisema, “Bwana, ukitaka, unaweza kunitakasa.”
2a050d0071	Isa akanyoosha mkono wake, akamgusa yule mtu, akamwambia, “Nataka. Takasika!” Na mara ukoma wake ukatakasika.
2a050e00a1	Isa akamwagiza akisema, “Usimwambie mtu yeyote, bali nenda ukajioneshe kwa kuhani na ukatoe sadaka alizoagiza Musa kwa utakaso wako, ili kuwa ushuhuda kwao.”
2a050f00ac	Lakini habari zake Isa zikazidi sana kuenea kotekote kuliko wakati mwingine wowote. Makundi makubwa ya watu walikuwa wakikusanyika ili kumsikiliza na kuponywa magonjwa yao.
2a0510004c	Lakini mara kwa mara Isa alijitenga nao ili kwenda mahali pa faragha kuomba.
2a051100e6	Siku moja Isa alipokuwa akifundisha, Mafarisayo na walimu wa Torati, waliokuwa wametoka kila kijiji cha Galilaya na kutoka Yudea na Yerusalemu, walikuwa wameketi huko. Nao uweza wa Mwenyezi Mungu ulikuwa juu yake kuponya wagonjwa.
2a0512006c	Wakaja watu wamembeba mgonjwa aliyepooza kwenye mkeka. Wakajaribu kumwingiza ndani ili wamweke mbele ya Isa.
2a051300ca	Walipokuwa hawawezi kufanya hivyo kwa sababu ya umati wa watu, wakapanda juu ya paa, wakaondoa baadhi ya matofali, wakamteremsha yule mgonjwa kwa mkeka wake hadi katikati ya umati ule pale mbele ya Isa.
2a05140059	Isa alipoiona imani yao, akamwambia yule mgonjwa, “Rafiki, dhambi zako zimesamehewa.”
2a051500a5	Mafarisayo na wale walimu wa Torati wakaanza kuuliza, “Ni nani mtu huyu anayesema maneno ya kukufuru? Ni nani awezaye kusamehe dhambi isipokuwa Mungu peke yake?”
2a0516004a	Isa akijua mawazo yao akawauliza, “Kwa nini mnawaza hivyo mioyoni mwenu?
2a05170069	Je, ni lipi lililo rahisi zaidi, kumwambia, ‘Umesamehewa dhambi zako,’ au kusema, ‘Inuka, uende’?
2a051800b3	Lakini ili mpate kujua kwamba Mwana wa Adamu anayo mamlaka duniani kusamehe dhambi.” Akamwambia yule aliyepooza, “Nakuambia, inuka, chukua mkeka wako, uende nyumbani mwako.”
2a0519007e	Mara yule mtu aliyekuwa amepooza akasimama mbele yao wote, akachukua mkeka wake, akaenda zake nyumbani, huku akimtukuza Mungu.
2a051a0070	Kila mmoja akashangaa na kumtukuza Mungu. Wakajawa na hofu ya Mungu, wakasema, “Leo tumeona mambo ya ajabu.”
2a051b0098	Baada ya haya, Isa alitoka na kumwona mtoza ushuru mmoja jina lake Lawi akiwa amekaa forodhani, mahali pake pa kutoza ushuru. Akamwambia, “Nifuate.”
2a051c0032	Naye Lawi akaacha kila kitu, akaondoka, akamfuata.
2a051d0084	Kisha Lawi akamfanyia Isa karamu kubwa nyumbani mwake, nao umati mkubwa wa watoza ushuru na watu wengine walikuwa wakila pamoja nao.
2a051e00b1	Lakini Mafarisayo na walimu wa Torati waliokuwa wa dhehebu lao wakawalalamikia wanafunzi wa Isa, wakisema, “Mbona mnakula na kunywa pamoja na watoza ushuru na wenye dhambi?”
2a051f0044	Isa akawajibu, “Wenye afya hawahitaji tabibu, bali walio wagonjwa.
2a0520003e	Sikuja kuwaita wenye haki, bali wenye dhambi wapate kutubu.”
2a0521008d	Wakamwambia Isa, “Wanafunzi wa Yahya na wa Mafarisayo mara kwa mara hufunga na kuomba, lakini wanafunzi wako wanaendelea kula na kunywa.”
2a0522005d	Isa akawajibu, “Je, mnaweza kuwafanya wageni wa bwana arusi kufunga wakati yuko pamoja nao?
2a05230057	Lakini wakati utafika ambapo bwana arusi ataondolewa kwao. Hapo ndipo watakapofunga.”
2a052400da	Isa akawapa mfano huu, akawaambia: “Hakuna mtu achanaye kiraka kwenye nguo mpya na kukishonea kwenye nguo iliyochakaa. Akifanya hivyo, atakuwa amechana nguo mpya, na kile kiraka hakitalingana na ile nguo iliyochakaa.
2a05250084	Hakuna mtu awekaye divai mpya kwenye viriba vikuukuu. Akifanya hivyo, hiyo divai mpya itavipasua hivyo viriba, nayo yote itamwagika.
2a0526002d	Divai mpya lazima iwekwe kwenye viriba vipya.
2a0527007d	Wala hakuna mtu anayependelea divai mpya baada ya kunywa divai ya zamani, bali husema, ‘Ile ya zamani ni nzuri zaidi.’”
2a060100af	Ikawa siku moja ya Sabato Isa alikuwa akipita katika mashamba ya nafaka, nao wanafunzi wake wakaanza kuvunja masuke ya nafaka, wakayafikicha kwa mikono yao na kula punje zake.
2a06020063	Baadhi ya Mafarisayo wakawauliza, “Mbona mnafanya mambo yasiyo halali kufanywa siku ya Sabato?”
2a06030060	Isa akawajibu, “Je, ninyi hamjasoma alivyofanya Daudi wakati yeye na wenzake walikuwa na njaa?
2a06040098	Aliingia ndani ya nyumba ya Mungu, akaichukua na kuila ile mikate iliyowekwa wakfu, ambayo ni halali kuliwa na makuhani tu. Naye pia akawapa wenzake.”
2a06050041	Kisha Isa akawaambia, “Mwana wa Adamu ndiye Bwana wa Sabato.”
2a06060095	Ikawa siku nyingine ya Sabato, Isa aliingia ndani ya sinagogi na akawa anafundisha. Huko palikuwa na mtu ambaye mkono wake wa kuume ulikuwa umepooza.
2a0607009e	Mafarisayo na walimu wa Torati walikuwa wakitafuta sababu ya kumshtaki Isa. Kwa hivyo wakawa wanamwangalia sana ili waone kama ataponya katika siku ya Sabato.
2a060800aa	Lakini Isa alijua mawazo yao, hivyo akamwambia yule mtu mwenye mkono uliopooza, “Inuka usimame mbele ya watu wote.” Hivyo yule mtu akainuka, akasimama mbele yao wote.
2a060900bb	Ndipo Isa akawaambia wale walimu wa Torati na Mafarisayo, “Nawauliza ninyi, ni lipi lililo halali siku ya Sabato? Ni kutenda mema au kutenda mabaya? Ni kuokoa maisha au kuyaangamiza?”
2a060a008a	Akawatazama watu wote waliokuwepo, kisha akamwambia yule mtu, “Nyoosha mkono wako!” Akaunyoosha, na mkono wake ukawa umeponywa kabisa.
2a060b0055	Wale wakuu wakakasirika sana, wakashauriana wao kwa wao ni nini watakachomtendea Isa.
2a060c0058	Ikawa katika siku hizo Isa alienda mlimani kuomba, akakesha usiku kucha akimwomba Mungu.
2a060d0063	Kulipopambazuka, akawaita wanafunzi wake, naye akachagua kumi na wawili, ambao pia aliwaita mitume:
2a060e0052	Simoni (aliyemwita Petro) na Andrea nduguye, Yakobo, Yohana, Filipo, Bartholomayo,
2a060f0041	Mathayo, Tomaso, Yakobo mwana wa Alfayo, Simoni aliyeitwa Zelote,
2a0610003b	Yuda mwana wa Yakobo, na Yuda Iskariote, aliyekuwa msaliti.
2a061100d7	Akashuka pamoja nao, akasimama mahali penye uwanja tambarare. Hapo palikuwa na idadi kubwa ya wanafunzi wake na umati mkubwa wa watu kutoka sehemu zote za Yudea, kutoka Yerusalemu, na kutoka pwani ya Tiro na Sidoni.
2a0612006c	Walikuwa wamekuja kumsikiliza na kuponywa magonjwa yao. Wale waliokuwa wakiteswa na pepo wachafu akawaponya.
2a0613005e	Watu wote walikuwa wanajitahidi kumgusa kwa sababu nguvu zilikuwa zikimtoka na kuwaponya wote.
2a0614006b	Akawatazama wanafunzi wake, akasema: “Mmebarikiwa ninyi mlio maskini, kwa sababu ufalme wa Mungu ni wenu.
2a06150072	Mmebarikiwa ninyi mlio na njaa sasa, kwa sababu mtashibishwa. Mmebarikiwa ninyi mnaolia sasa, kwa sababu mtacheka.
2a0616008a	Mmebarikiwa ninyi, watu watakapowachukia, watakapowatenga na kuwatukana na kulikataa jina lenu kama neno ovu, kwa ajili ya Mwana wa Adamu.
2a06170088	“Furahini na kurukaruka kwa shangwe, kwa sababu thawabu yenu ni kubwa mbinguni, kwa kuwa hivyo ndivyo baba zao walivyowatenda manabii.
2a06180051	“Lakini ole wenu ninyi mlio matajiri, kwa sababu mmekwisha kupokea faraja yenu.
2a0619006c	Ole wenu ninyi mlioshiba sasa, maana mtaona njaa. Ole wenu ninyi mnaocheka sasa, maana mtaomboleza na kulia.
2a061a0053	Ole wenu watu watakapowasifu, kwani ndivyo baba zao walivyowasifu manabii wa uongo.
2a061b005a	“Lakini nawaambia ninyi mnaonisikia: Wapendeni adui zenu. Watendeeni mema wanaowachukia.
2a061c0042	Wabarikini wale wanaowalaani, waombeeni wale wanaowatendea mabaya.
2a061d0073	Kama mtu akikupiga shavu moja, mgeuzie na la pili pia. Mtu akikunyang’anya koti lako, usimzuie kuchukua joho pia.
2a061e0048	Mpe kila akuombaye, na kama mtu akichukua mali yako usitake akurudishie.
2a061f003a	Watendeeni wengine kama ambavyo mngetaka wawatendee ninyi.
2a06200065	“Mkiwapenda tu wale wanaowapenda, mwapata sifa gani? Hata wenye dhambi huwapenda wale wanaowapenda.
2a06210071	Tena mkiwatendea mema wale tu wanaowatendea ninyi mema, mwapata sifa gani? Hata wenye dhambi hufanya vivyo hivyo.
2a06220099	Tena mnapowakopesha wale tu mnaotegemea wawalipe, mwapata sifa gani? Hata wenye dhambi huwakopesha wenye dhambi wenzao wakitarajia kulipwa mali yao yote.
2a062300f5	Lakini wapendeni adui zenu, watendeeni mema, wakopesheni bila kutegemea kurudishiwa mlichokopesha. Ndipo thawabu yenu itakapokuwa kubwa, nanyi mtakuwa wana wa Aliye Juu Sana, kwa sababu yeye ni mwema kwa watu wasio na shukrani na kwa wale waovu.
2a06240032	Kuweni na huruma, kama Baba yenu alivyo na huruma.
2a0625005d	“Msihukumu, nanyi hamtahukumiwa. Msilaumu, nanyi hamtalaumiwa. Sameheni, nanyi mtasamehewa.
2a062600c3	Wapeni watu vitu, nanyi mtapewa. Kipimo cha kujaa na kushindiliwa na kusukwasukwa hata kumwagika, ndicho watu watakachowapa vifuani mwenu. Kwa kuwa kipimo kile mpimacho, ndicho mtakachopimiwa.”
2a06270069	Pia akawapa mfano akasema, “Je, kipofu aweza kumwongoza kipofu? Je, wote wawili hawatatumbukia shimoni?
2a0628005a	Mwanafunzi hawezi kumzidi mwalimu wake, ila yule aliyehitimu aweza kuwa kama mwalimu wake.
2a06290076	“Mbona unatazama kibanzi kilicho ndani ya jicho la ndugu yako, wala huoni boriti iliyo ndani ya jicho lako mwenyewe?
2a062a0130	Utawezaje kumwambia ndugu yako, ‘Ndugu yangu, acha nitoe kibanzi kilicho ndani ya jicho lako,’ wakati wewe mwenyewe huoni boriti iliyo ndani ya jicho lako? Ewe mnafiki, ondoa boriti ndani ya jicho lako kwanza, ndipo utaweza kuona dhahiri jinsi ya kuondoa kibanzi kilicho ndani ya jicho la ndugu yako.
2a062b0055	“Hakuna mti mzuri uzaao matunda mabaya, wala hakuna mti mbaya uzaao matunda mazuri.
2a062c0070	Kila mti hujulikana kwa matunda yake. Kwa maana watu hawachumi tini kwenye miiba, wala zabibu kwenye michongoma.
2a062d00c0	Vivyo hivyo mtu mwema hutoa mambo mema kutoka hazina ya moyo wake, naye mtu mwovu hutoa mambo maovu kutoka hazina ya moyo wake. Kwa kuwa mtu hunena kwa kinywa chake yale yaliyoujaza moyo wake.
2a062e0047	“Kwa nini mnaniita, ‘Bwana, Bwana,’ nanyi hamfanyi ninayowaambia?
2a062f0059	Nitawaonesha jinsi alivyo mtu yule anayekuja kwangu na kusikia maneno yangu na kuyatenda.
2a063000cd	Yeye ni kama mtu aliyejenga nyumba, akachimba chini sana, na kuweka msingi kwenye mwamba. Mafuriko yalipokuja, mkondo wa maji ukaipiga ile nyumba, lakini haikutikisika, kwa sababu ilikuwa imejengwa vizuri.
2a063100bb	Lakini yeye anayesikia maneno yangu wala asiyatende, ni kama mtu aliyejenga nyumba juu ya ardhi bila kuweka msingi. Mafuriko yalipoikumba nyumba ile, ikaanguka mara na kubomoka kabisa.”
2a0701005d	Baada ya Isa kumaliza kusema haya yote kwa watu waliokuwa wanamsikiliza, akaingia Kapernaumu.
2a0702006a	Mtumishi wa jemadari mmoja Mrumi, ambaye bwana wake alimthamini sana, alikuwa mgonjwa sana karibu na kufa.
2a0703007d	Jemadari huyo aliposikia habari za Isa, aliwatuma wazee wa Wayahudi kwake, wakamwomba aje kumponya mtumishi wa huyo jemadari.
2a0704007f	Wale wazee walipofika kwa Isa, wakamsihi sana amsaidie yule jemadari wakisema, “Mtu huyu anastahili wewe umfanyie jambo hili,
2a0705003e	kwa sababu analipenda taifa letu tena ametujengea sinagogi.”
2a070600c4	Hivyo Isa akaongozana nao. Lakini alipokuwa hayuko mbali na nyumbani, yule jemadari akatuma rafiki zake kumwambia Isa, “Bwana, usijisumbue, kwani mimi sistahili wewe kuingia chini ya dari yangu.
2a07070069	Ndiyo maana sikujiona hata ninastahili kuja kwako wewe. Lakini sema neno tu, naye mtumishi wangu atapona.
2a070800f4	Kwa kuwa mimi mwenyewe ni mtu niliyewekwa chini ya mamlaka, nikiwa na askari chini yangu. Nikimwambia huyu, ‘Nenda,’ yeye huenda; na mwingine nikimwambia, ‘Njoo,’ yeye huja. Nikimwambia mtumishi wangu, ‘Fanya hivi,’ yeye hufanya.”
2a070900aa	Isa aliposikia maneno haya, alishangazwa naye sana. Akageukia umati ule wa watu waliokuwa wanamfuata, akawaambia, “Sijaona imani kubwa namna hii hata katika Israeli.”
2a070a005e	Nao wale watu waliokuwa wametumwa kwa Isa waliporudi nyumbani walimkuta yule mtumishi amepona.
2a070b007d	Baadaye kidogo, Isa alienda katika mji mmoja ulioitwa Naini. Nao wanafunzi wake na umati mkubwa wa watu walienda pamoja naye.
2a070c00d2	Alipokaribia lango la mji, alikutana na watu waliokuwa wamebeba maiti wakitoka nje ya mji. Huyu aliyekufa alikuwa mwana pekee wa mwanamke mjane. Umati mkubwa wa watu wa mji ule walikuwa pamoja na huyo mwanamke.
2a070d0051	Bwana Isa alipomwona yule mjane, moyo wake ulimhurumia, akamwambia, “Usilie.”
2a070e0078	Kisha akalikaribia jeneza, akaligusa. Nao wale waliokuwa wamelibeba wakasimama. Akasema, “Kijana, nakuambia, inuka.”
2a070f0053	Yule aliyekuwa amekufa akaketi akaanza kuongea, naye Isa akamkabidhi kwa mama yake.
2a07100092	Watu wote wakajawa na hofu ya Mungu, nao wakamtukuza Mungu wakisema, “Nabii mkuu ametokea miongoni mwetu. Mungu amekuja kuwakomboa watu wake.”
2a07110053	Habari hizi za mambo aliyoyafanya Isa zikaenea Yudea yote na sehemu zote za jirani.
2a07120060	Wanafunzi wa Yahya wakamweleza Yahya mambo haya yote. Hivyo Yahya akawaita wanafunzi wake wawili
2a07130064	na kuwatuma kwa Bwana Isa ili kumuuliza, “Wewe ndiwe yule aliyekuwa aje, au tumngojee mwingine?”
2a07140087	Wale watu walipofika kwa Isa wakamwambia, “Yahya ametutuma tukuulize, ‘Wewe ndiwe yule aliyekuwa aje, au tumtazamie mwingine?’”
2a0715008a	Wakati huo huo, Isa aliwaponya wengi waliokuwa na magonjwa, maradhi na pepo wachafu, na pia akawafungua vipofu wengi macho wakapata kuona.
2a071600e3	Hivyo akawajibu wale wajumbe, “Rudini mkamwambie Yahya yote mnayoyaona na kuyasikia: Vipofu wanapata kuona, viwete wanatembea, wenye ukoma wanatakaswa, viziwi wanasikia, wafu wanafufuliwa na maskini wanahubiriwa Habari Njema.
2a0717002e	Amebarikiwa mtu yule asiyechukizwa na mimi.”
2a071800b1	Wajumbe wa Yahya walipoondoka, Isa akaanza kusema na umati wa watu kuhusu Yahya. Akawauliza, “Mlipoenda kule nyikani, mlienda kuona nini? Je, ni unyasi ukipeperushwa na upepo?
2a071900aa	Kama sivyo, mlienda kuona nini basi? Mtu aliyevaa mavazi ya kifahari? La hasha! Watu wanaovaa mavazi ya kifahari na kuishi maisha ya anasa wako katika majumba ya kifalme.
2a071a005a	Lakini mlienda kuona nini? Mlienda kumwona nabii? Naam, nawaambia, yeye ni zaidi ya nabii.
2a071b0080	Huyu ndiye ambaye habari zake zimeandikwa: “‘Tazama, nitamtuma mjumbe wangu mbele yako, atakayetengeneza njia mbele yako.’
2a071c00a4	Nawaambia, miongoni mwa wale waliozaliwa na wanawake, hakuna aliye mkuu kuliko Yahya. Lakini yeye aliye mdogo kabisa katika ufalme wa Mungu ni mkuu kuliko Yahya.”
2a071d008a	(Watu wote, hata watoza ushuru, waliposikia maneno ya Isa, walikubali kwamba mpango wa Mungu ni haki, maana walikuwa wamebatizwa na Yahya.
2a071e006b	Lakini Mafarisayo na wataalamu wa Torati walikataa mpango wa Mungu kwao kwa kutokubali kubatizwa na Yahya.)
2a071f0051	Isa akawauliza, “Niwafananishe na nini watu wa kizazi hiki? Wanafanana na nini?
2a072000a7	Wao ni kama watoto waliokaa sokoni wakiitana wao kwa wao, wakisema: “‘Tuliwapigia filimbi, lakini hamkucheza; tuliwaimbia nyimbo za maombolezo, lakini hamkulia.’
2a07210069	Kwa maana Yahya alikuja, alikuwa hali mkate wala hanywi divai, nanyi mkasema, ‘Yeye ana pepo mchafu.’
2a07220089	Mwana wa Adamu alikuja akila na kunywa, nanyi mnasema: ‘Tazameni huyu mlafi na mlevi, rafiki wa watoza ushuru na “wenye dhambi.”’
2a0723003e	Lakini hekima huthibitishwa kuwa kweli na watoto wake wote.”
2a07240074	Basi Farisayo mmoja alimwalika Isa kwake ale chakula. Hivyo Isa akaenda nyumbani mwa yule Farisayo na kuketi mezani.
