2800000006	Mateyo
2f090b0061	Muyoovubisigwa munzila zyoonse akuba sibuuya. Eezi ziyooleta kulumba kuliLeza kwiinda mulindiswe.
2f090c0083	Kukunyampula mulimu ooyu takuli kugwasizya bantu baLeza basalala luzutu pe, pesi alubo kuyooyeta muzintu zyiingi zyakupa Leza zipo.
2f090d00e1	Nkaambo kakweezegwa akwiimikizigwa kwenu amulimu ooyu, alimwi muyoolumbayizya Leza akuswilila kukuzumina makani mabotu aaKkilisito. Muyoolumbayizya Leza alubo azipo nzimuyoobunganisya chalumwemwe kulimbabo akuli wumwi awumwi.
2f090e005f	Mbibanu, alimwi balikumukombela. Bachita eezi nkaambo kaluzyalo lupati lwaLeza luli alindinywe.
2f090f0029	Ngalumbwe Leza achipo chakwe chitaambiki!
2f0a0100a1	Ime nde Pawulo, lwangu ndamusungilizya, mukulibombya alimwi mubwiime bwaKkilisito. Ndateta chiindi neli anywebo, pesi tandikwe buyofu kulindinywe chiindi netawo.
2f0a0200a9	Ndamukumbila kuti, kuchiindi neli anywebo, tandikoyooyowa akwaamba kanzambwene. Pesi ndiyeya kuba akutayowa kuchiindi nchekazya babo bachitaanga tulenda kwiinda munyama.
2f0a03003e	Pele nanka tulenda munyama, tatulwani inkondo kwiinda kunyama.
2f0a04008a	Pele zilwanyonzetulwanya tazili zyanyama. Anukuti, tuli amanguzu mapti ngetumwayisya mampangala mayumu. Zyeeta inkazi zisowa kukazya buyo.
2f0a05008f	Abobo tulamwaya zyoonse zintu zyakujulu zilibusya akukazya luzibo lwaLeza. Tulabweza akwaanga miyeyo yoonse yabuzike kuti iswiilizye Kkilisito.
2f0a06006e	Alimwi twalibambila kupa chisubulo kumichito yakutaswilila, chakufwambana mbuli kuswilizya kwangu mbukuzulide.
2f0a07005a	Langa ziboneka kunembo lyako. Na umwi ulizumide kuti nguwaKkilisito, mbubo aswe mbutubede.
2f0a080088	Nkaambo na ndalikankayizya bunini kupati atala anguzu zyesu, ezyo Mwaami nzyakatupa kukumuyaka alimwi pepe kumumwaya, nsikoyoofwa nsoni.
2f0a090039	Nsiyandi kuti kuboneke aanga ndikumuyosya kumugwalo angu.
2f0a0a0081	Nkaambo bamwi bantu, “Magwalo akwe alisungwete a changuzu, pele bube bwamubili mbuteteete. Majwi akwe tayeeleli kwaaswilila.”
2f0a0b0080	Amuleke bantu baliboobo bazibe kuti nzetubede mumajwi amumagwalo eesu chiindi nitutawo abobo mbutuzoba munchito zyesu anetuliwo.
2f0a0c00c3	Tatukonzyi kwiinka kule kuyolibunga lwesu na kulyezyanisya lwesu ababo balidundizya lwabo beni. Pesi nibakalyela lwabo beni mumwi mumwi akulyezyanisya lwabo beni akuli umwi awumwi abobo tababoni.
2f0a0d0098	Swebo, nchobeni, tatulikankayizyi kwiinda mumweelwe. Anu kuti tuyochita oobo luzutu mweelwe wesu Leza ngwatweelesezya, mweelwe uyosika oko kule nkubede.
2f0a0e007e	Nkaambo tatulyoololi lwesu chiindi nchetusika kulindinywe. Twakali batanzi kusika kule kukindinywe amakani mabotu a Kkilisito.
2f0a0f00a2	Tatulikankayizyi kwiinda kumweelwe wamulimu wabamwi. Anukuti, bulangizi bwesu mbwakuti lusyomo lwenu kaluchiya bukomena, amulimu wesu akati kenu ulakomena kapati.
2f0a100092	Tulalangila ezi, kuchitila kuti tukakambawuke makani nekuba kuzisi zilikunembo lyanu. Tatulikankayizyi atala a mulimu ulikuchitwa mumasena awumwi.
2f0a110038	“Pesi muleke uulikankayizya alikankayizye muMwaami.”
2f0a120050	Nkaambo tensi ooyo ulisala lwakwe nguzuminwa. Anukuti, ngoyo uzumininwa aMwaami.
2f0b010051	Ndipeekezya kuti ube aandime muli bumwi bufubafuba. Pesi nkasimpe kuti ulaandime!
2f0b0200c1	Nkaambo ndili aabbivwe anduwe. Ndikuchitila bbivwe lilaabunaLeza, nkaambo ndakakusyomezya lukwatano kumulumi omwe. Ndakasyomezya kukutondeezya kubantu mbuli nakalindu uumaninide kuli Kkilisito.
2f0b0300bd	Pesi ndilikuyowa kuti muliimwi nzila, aawo mubbi sizibi nakeeneena Eva abusongo bwabumpelenge bwakwe, miyeyo yako ikonzya kusweeka kuzwa kukukomba kusinizizye alimwi kusalala kuliKkilisito.
2f0b040103	Nkaambo kuti umwi muntu wasika wakambawuka uumwi Jesu kwiinda ooyo ngutwakakambawuka. Na kuti mwatambula uumbi muuya kwiinda ngumwakatambula kale kana kuti mwatambula limbi ijwi lisiyene kuli eelyo ndimwakatambula kale. Mbuli mbumukkala kamuzibona zintu eezi!
2f0b05004b	Nkaambo ndiyeya kuti nsili aansi kababo baambwa kuti mbebatumwa bantu loko.
2f0b060099	Pesi nikuba kuti tendakayiya zyakwaambuula, tachaambi kuti nsikwe luzibo. Muli zyoonse nzila amuzintu zyoonse twakachita kuti eechi chizibwe kulindinywe.
2f0b07006c	Ndakabisya na kulibombya kuchitila kuti musumpulwe? Nkaambo ndakamukambawukilamijwi lyaLeza kakutakwe muulo.
2f0b08004b	Ndakabbida zimwi mbungano mukutambula lugwasyo lwabo kuti ndizoomubelekele.
2f0b0900e3	Nindakali aandinywe alimwi nkebulide taakwe ngundakalemezya. Nkaambo nzindakali kuponaazyo zyakali kuzwa kubakwesu ibakwaza kuMasedoniya. Kuli zyoonse ndakalibamba kuti nsibi mukuli kulindinywe, alimwi ndiyochita mbubo lyoonse.
2f0b0a0076	Mbuli simpe lyaKkilisito mbulili mulindime, ooku kupakala kwangu takukoyoowumuzigwa pe muli amwi masena aaku Akkayiya.
2f0b0b002f	Nkaambonzi? Nkaambo nsimuyandi pe? Leza nguuzi.
2f0b0c00b3	Alimwi nzichita ndiyoyinkilila kunembo akuzichita, kuchitila kuti ndikagonke mweenya wababo bayanda mweenya wakujanika kabali mbuli ndiswe muzintu nzibalidundiizya aatala anzizyo.
2f0b0d0069	Nkaambo bantu baliboobu mbatumwa babeji alimwi mbabelesi balaalweeno. Balyeena kuti mbatumwa baKkilisito.
2f0b0e0050	Alimwi eezi tazigambyi pe, nkaambo alakwe Satani ulyeena kuti mungelo wa mumuni.
2f0b0f0091	Tachili chigambyo chipati pe kuti abalabo babelesi bakwe balyeena kuti mbabelesi ba bulumami. Impindu yabo iyooba eezyo zyeendelana amilimo yabo.
2f0b100090	Ndilaamba alimwi: Takubi muntu uyeya kuti ndili chifubafuba. Pesi kuti mboyeya, munditambule mbuli chifubafuba kuchitila kuti ndipakale buniini.
2f0b11008b	Nzindilikwaamba akupakala ooku kwakudundula - nsili kwaambuula munzila njali kunowambuula aayo pe Mwaami - njindili kuti mbuli chifubafuba.
2f0b120049	Mbuli kuti bantu biingi bapakala zyeendelana anyama, ambebo ndiyoopakala.
2f0b130049	Nkaambo mulabotelwa kubaamwi abantu bafubafuba. Inywe lwenu muli basongo!
2f0b14006e	Nkaambo muntu umuchita bazike, na wamunyonyoona, wamulya maanu, walisumpula, na kuti wamusinka lubayi kumenso.
2f0b150098	Ndiyowamba kumawuse eesu kuti twakalilekelela loko akuchita oobo. Anu kuti umwi muntu wapakala - Ndili kwaambula mbuli chifubafuba - Ambebo ndilapakala.
2f0b160071	Mba Hibbulu na? Ambebo mbebede. Mba Izilayeli na? Ambebo mbebede. Mba mazyalane aa Abbulahamu na? Ambebo mbebede.
2f0b1700a8	Mbabelesi baKkilisito na? (Ndili kwaambula anga ndapenga.) Ndiliinda aawo: kumilimu miyumu, muntolongo nyingi, mukuumwa kwiindilide, mukuswanana antenda nyingi ziyosya.
2f0b18005c	Kuzwa kubaJuda ndakatambula tuli musanu “kunabbwa myoondo makumi one kakugwisigwa omwe.”
2f0b190083	Tutatu ndakawumwa atulamu. Lumwi nketululwa mabwe. Tutatu nkezapukilwa bwaato. Ndakakkala busiku azuba lyomwe aantanganana mulwizi.
2f0b1a00d6	Ndakeenda twiingi nketentuuka milonga, nketentuuka bajayi, nketentuuka kubantu bakulindiswe, nketentuuka kuli bamasi, nketentuuka mugunzi, nketentuuka mulusaka, nketentuuka kulwizi, nketentuuka kuli bakwesu babeji.
2f0b1b0078	Ndakabeleka mubuzike akoomba, mumansiku miingi akatali koonwa, munzala amunyota, twiingi kelyimya, mumpeyo amuchintanda.
2f0b1c0062	Kusiya kuli zyoonse zimwi, kuli kupengaana kwangu mazuba woonse nkeyeeya aatala ambungano zyoonse.
2f0b1d0058	Ngwani utakwe nguzu alimwi ime nsibulide nguzu? Ngwani wadadalisigwa, alimwi ime nsipyi?
2f0b1e004e	Kuti keyelede kupakala, ndiyopakala aatala azezyo zitondeezya kutasima kwangu.
2f0b1f0059	Leza alimwi Wisi waMwaami Jesu, ooyo wakalongezegwa kutamani, ulizi kuti nsili kubeja pe!
2f0b200063	Ku Damasikkasi, imuleli munsi lyaMwaami Aletasi wakali kulinda gunzi lyaDamasikkasi kuti andisunge.
2f0b210065	Pesi ndakaselezegwa muchizuma kuzwa kumpulunguzyo yabulambo, alimwi ndakafutuka kuzwa kumaboko aakwe.
2f0c010066	Njelede kuli dundizya, nikuba kuti tachigwasyi. Pesi ndilaya kuzilengaano aziyubunuzyo zizwa kuMwaami.
2f0c020096	Kuli mwaalumi umwi ngundizi muliKkilisito oyo minyaka iili kumi ayine yakayiinda - wakali mumubili tandizi pe, Leza nguuzi - wakatolwa kujulu lyatatu.
2f0c030063	Alimwi ndilizi kuti oyu mwaalumi - naa muumubili, kanakuti kunze aamubili tandizi pe, Leza nguuzi -
2f0c04006c	wakatolwa kubusena bwakulyookezya nkwakaakumvwa majwi aatambiki alimwi tachili mumulawu kuti bantu baawambe.
2f0c05008c	Mukuyiminina muntu uuli oobo ndali dundiizya. Pesi ime ime nkelyiimvwilidi lwangu nsikolidundilizya pe, ado biyo aatalaakubula nguzu kwangu.
2f0c0600f1	Na kuti ndasla kulidundiizya, nsikoba chifubafuba, nkaambo ndinoli nkengamba kasimpe. Pesi ndilatantamuka kukuli dundiizya, kuchitila kuti kutabi uumwi undiyeeyela atala loko kwinda ezyoo nzyabona mulindime na kuti nzyamvwa kuzwa kuli ndime.
2f0c0700b0	Mukundigwaysa kuti nditalisumpuli nkaambo kakukwiindilila kwabupati bwaziyubunuzyo, ndakapegwa buumvwa munyama, kuti mutumwa wasatani andipenzye kuchitila kuti nditali sumpuli.
2f0c08004f	Ndakakkombelezya Mwami tutatu aatala acheechi, kuti achigwisye kuzwa kulindime.
2f0c0900e8	Pesi wakati kulindime, “Luzyalo lwangu aalinduwe lulizulide, nkaambo nguzu zilazulizigwa mukubula nguzu.” Aboobo inga chilabota loko kulidundiizya aatala akubula nguzu kwangu, kuchitila kuti nguzu zyaKkilisito zikale aali ndime.
2f0c0a008e	Aboobo, ndilakutisika nkaambo kaKkilisito mukubula nguzu, muzisapi, mukupenzegwa, amuzyiimo zityompya. Awo nesikwe nguzu mpimpawo mpelaanguzu.
2f0c0b00c6	Ndaba chifubafuba! Ndinywe mwakandisyanikizya kuchita oobu, nkaambo ndakeelede kulumbayizigwaa andinywe. Nkaambo teenzi ndakali muniini pe kulaabo bateegwa mbatumwa bapati, nikuba kuti nsili chintu.
2f0c0c006e	Zitondeezyo zyakasimpe zyamutumwa zyakachitwa aakati kanu akukakatila koonse, zitondeezyo, azigambyo amaleele.
2f0c0d0088	Ino mwakacheya biyeni kubupati kwiinda mbungano zyoonse, kunze kwakuti teensi ndakali mukkulikuli ndinywe? Mundilekelele mukubisya ooku!
2f0c0e00a8	Mulange! ndilibambilide kuza kuli ndinywe ilwatatu. Nsikozooba mukkuli kulindinywe, nkaambo nsiyanduuli zyenu. Ndiyanda ndinywe. Nkaambo bana tabeelede kuyobwenda bana.
2f0c0f008a	Chakubotelwa inga ndila maninsya lubono lwangu akumana ime lwangu nkemaninina myuya yanu. Nankemuyanda loko, ino ime ndiyandwe buniini na?
2f0c10006c	Mbuuli mbukubede takwe nindaka mulemezya pe. Pesi nkaambo ndilimuchenjezu loko, ndime ndakamujata chalweeno.
2f0c110044	Ani ndakalya maanu na kwindila kuli baabo mbindakatuma kuli ndinywe?
2f0c1200e1	Ndakasungwazya Tayitasi kuti ayinke kuli ndinywe, alimwi ndakatuma uumwi mukwesu kuti amusindikile. Ani Tayitasi wakamulya maanu na? Teetwakenda mumuuya omwe na? Teetwakakeenda mumuuyaomwe na? Teetwakeenda muntambo zyomwe na?
2f0c1300a7	Ani muyeeya kuti echi chiindi choonse twakali kulikwabilila kuli ndinywe? Mumenso aaLeza, nomuyandw, muliKkilisito twali kwamba zyoonse katuzyambula kusimisigwa kwanu.
2f0c1400ed	Ndiyoowa kuti ndaza amwi nsiko zoomujana mbuui mbepeekezya. Ndiyowa kuti amwi tamukozoondijana mbuli mbumupeekezya. Ndiyowa kuti amwi kunoli kukkazyania, bbivwe kunyemezya, kusaluulana kuninaania, kuvwiya, bulutiluti akutabambika kabotu.
2f0c1500d7	Ndiyoowa kuti ndaboola Leza wangu uyoondibombya kunembo lyenu. Ndiyoowa kuti amwi ndizoowusa nkaambo kabwiingi bwabaabo bakabisya kale kabateempedwe pe kubusofwaazi abusangu alimwi akwemuzya kusofweede nkubakachita.
2f0d01008f	Aaka nkachitatu aawo kandilikuza kulindinywe. “Kaambo koonse keelede kwaambuulwa kakali aabazi chakchitika babili nikuba batatu bakamboni.”
2f0d020097	Ndakaamba kale kulibaabo bakabisya chiindi alimwi akuli boonse nindakali nkuko kwachibili, alimwi ndaamba lubo: Ndazooza lubo, tandikozoobalekelela pe.
2f0d0300a6	Ndamwaambila eechi nkaambo mulikuyanduula bukamboni bwakuti Kkilisito uliikwaambula mukwiinda mulindime. Tawongedwe pe kulindime. Anukuti ulaanguzu mpati mulindinywe.
2f0d040052	Nkabela wakabambuula mukukompama, pesi tuyoopona anguwe anguzu zyaLeza akati kanu.
2f0d0500b4	Amulilingule lwanu kuti mubone na muli mulusyomo. Mulisunke lwaenu. Tamuyeyi eechi na aatala alwanu, kuti Jesu Kkilisito uli mulindinywe? - kunze akuti, iyi, mwakakachilwa musunko.
2f0d06004a	Alimwi ndili aabulangilizi bwakuti muyooyeya kuti tatukachidwe pe musunko.
2f0d0700c2	Lino twakomba kuliLeza kuti mutakayiti chibi pe. Tandikombeli kuti pe tukalibonye akuzunda musunko. Anukuti ndikomba kuti mukachite chilikabotu, nikuba ngatulalibonya mbuli bakakachilwa musunko.
2f0d08005b	Nkaambo tatukonzyi pe kuchita nikuba chimwi chintu chilwana akasimpe, pesi buyo kwakasimpe.
2f0d090060	Nkinkaako tulakondwa na katukompeme alimwi kamusimide. Tuliikukomba lubo kuti mubambwe zizulide.
2f0d0a00d5	Ndilemba zintu eezi kandili kule andinywe kuchitila kuti na kandili aandinywe nditazoochiti zyalunyemo andinywe mukubelesya cheelelo changu - eecho Mwaami nchakandipa kuchitila kuti ndimuyake, pe pe kumunyonyoona.
2f0d0b009c	Kumamaninsizyo, bakwesu, mukondwe! Mubelekele kuchitululwa, amusungwaazigwe, muzuminane, mukkale muluumuno. Alimwi Leza waluyando aluumuno uyooba aandinywe.
2f0d0c001e	Mujuzyanye alumyonto lusalala.
2f0d0d0029	Bantu basalali boonse baLeza balamujuzya.
2f0d0e0071	Luzyalo lwaMwaami Jesu Kkilisito, luyando lwaLeza, alimwi bulyidilano bwa Muuya Uusalala bukabe aandinywe moonse.
300000000b	Ba Galatiya
30010100a6	Pawulu, mutumwa - uutali mutumwa uzwa kubantu naanka kwiinda mumilimo yabantu, pesi kwiindilila muli Jesu Kkilisito mpawo a Leza Taata, oyo wakamubusya kuzwa kubafu -
300102003d	mpawo aboonse balombe bali andime, muzibunga zyaku Galantiya:
3001030058	Luzyalo kulindinywe mpawo aluumuno luzwa kuli Leza taatesu mpawo a Mwami Jesu Kkilisito,
300104007e	Wakalipeda lwakwe kuzibi zyesu kuchitilakuti atwaangunune kuzwa kububi bwalino, kwiinda mukuyanda kwa Leza wesu mpwao a Taata,
3001050031	Kulinguwe akube bulemu kwalyoonse alyoonse. Amen.
3001060089	Ndagamba kuti mulikubweeda achakufwambana kuzwa kulinguwe wakamwiita muluzyalo lwa Kkilisito. Ndagamba kuti wasandukila kumakani asiyene,
3001070059	teensi kuti kulaambi makani, Pesi kulibamwi bantu bayanda kumuchitila mapenzi a Kkilisito
3001080090	Pesi nikubakuti swe naa mungelo uuzwa kujulu walikukambawuka kulinduwe makani aatali mbuli aya ngitwakali kukambawuka kulindinywe, ngabe mutuke.
3001090094	Mbuli mbutwamba kumatalikilo, mpawo lino ndaamba lubo, “naa umwi wakambawuka kulindinywe makani aatali mbuli ngimwakatambula, ayo ngabe mutuke.”
30010a0098	Sa lino ndikulanguula buuya bwamuntu nanka bwa Leza? Saa ndikulangula kuboteezya muntuma? kuti nkecheezya kubotezya muntu, nsichili mulanda waKkilisito.
30010b0052	Mbuli mbiyanda kuti muzibe, nobakwesu, kuti makani ngindakambawuka teensi aamuntu.
30010c0088	Teensi ndakatambula kuzwa kumuntu naba oomwe naanka kuyiisigwa. Nikuba boobo, kwakalikwinda muchiyubunuzyo cha Jesu Kkilisito kulindime.
30010d008e	Mwakamvwa ataata akupona kwangu mutunsiyansiya twaba Juda, mbuli mbundakapenzya mbungano zya Leza kuzwa mubwelede mpawo ndalikwezya kuzimwaya.
30010e00b0	Ndakakkomena muchanza chamuJuda bwindilide kubiingi oboo bakali beselalyangu, kuzwa kubantu bangu. Obu mbubo bwindilide bwechiyandisyo nchindakali aacho kuchaanza chabamataata.
30010f0063	Pesi elyo nakandibikka kumbali kuzwa muda lyabaama, mpawo ooyo wakandiita kwiinda muluzyalo lwakwe,
3001100082	wakabotelwa akutondezya mwanakwe mulindime, kuchitila kuti ndikakkambawuke akati kabamaasi, Teenda kabukakubuzya aamubili abulowa.
3001110094	Teensi ndakayinka ku Jelusalema kuli baabo bakali batumwa kunembo lyangu. Kwinda kuchita oobu, ndakayinka ku Alabbiya mpawo ndaboola ku Damasikkasi.
3001120084	Alimwi nikwakiinda minyaka yotaatwe ndakayinka ku Jelusalema kuti nkazibe Sifasi mpawo ndakakukkala anguwe mazuba aalikkumi amusanu.
3001130044	Pesi takwe mutumwa ngwindakabona kunze kwa Jemusi, mwanike wa Mwami.
3001140053	Kulizezi nzindalemba kulindinywe, ndasyomezya kunembo lya Leza kuti nsilikubeja pe.
3001150031	Mpawo ndakayinka kuchisi cha Siliya aku Silisiya.
300116004a	Teensi ndakalizibidwe kumenso akumambungano aku Judaya ali muli Kkilisito.
3001170087	Bakazimvwa biyo kazilikwambwa, “mwalumi wakali kutupenzya lino ngulikukambawuka makkani mabotu aa lusyomo ndwakali kwezya kumwaya.”
3001180023	Mpawo bakalemeka Leza nkambo kangu.
300201005c	Nikwakinda myaka kkumi ayiine ndakabweda ku Jelusalema a Bbanabbasi, ndakabweza Tito alakwe.
30020200c3	Ndakinka nkambo kachiyubunuzyo akubapandulwida makani ngindakali kukambawuka akati kabamaasi. Ndakambula kunsiswa abalemekeka, kuti ndibe akanzambwenene kuti kuchijana - teendakachijana- chabuyo.
300203004f	Asi nekuba kuti Tito wakali andime awakali mu Giliki, bakasungilizya kupalulwa.
3002040075	Bakwesu babeji bakaza munsiswa kuzolingula lwangunuko ndutulalo muli Kkilisito Jesu. Bakali kuyanda kutuchita bazike.
300205007a	Pesi tetwaka zumina kulibombya kulimbabo muchiindi chinini, kuchitila kuti simpe lyamakani mabotu likkalilile mulindinywe.
30020600c1	Asikulabo balikulangila kulemekwa (kufumbwa mbubakabede takwe nichamba chintu kulindime, Leza talangilili chiimo) -abo, ndati, abo bakalikulangika nkabalemekeka tabayungizizye chintu kulindime.
3002070081	Musiyano, bakazobona kuti ndakapegwa makani mabotu kulabo batapalwidwe, mbokunga Pita wakapegwa makani mabotu kulaabo bapalwidwe.
3002080062	Nkambo Leza, wakabeleka kuli Pita kubutumwa kulibabo bapalwidwe, wakabeleka kulindime kulibamaasi.
30020900b9	Awo Jemusi, Kkefasi a Joni, abo bakali minsemu, bakabona luzyalo ndundakapegwa, bakamuzuminina Bbanabbasi ambebo. Bakatuzuminina kuti twiinke kuli bamaasi ambabo bayekulabo bapallwidwe.
30020a0046	Bakakumbila kutituyeeye bachete, nchintu nchindakalibambilide kuchita.
30020b0058	Asi Kafasi nakasika ku Antiyoki, ndakamukazya kumeso akwe nkambo wakalijana kalamulandu.
30020c00ac	Nkabatanasika balumi bakazwide kuli Jemusi, Kkefasi wakali abamaasi. Pesi nibakasika balum, wakaleka wakalisosolosya kulibamaasi. Wakayoowa abobakali kuyandisisya bupalule.
30020d0069	Abobo boonse bamaJuda bakanjilana awe mukuwupawupa. Nikuba Bbanabbasi wakapambuka abo mukuwupawupa kwabo.
30020e00e9	Pesi nindakababona kuti kuchita kwabo takuli kwakutobela simpe lyamakani mabotu pe, Ndakati kuli Kkefasi kunembo lyabo boonse, “Kuti nkoli mu Juda nkoli kupona mbuli muJuda, ulalangila biyeni bamaasi kuti bapone mbuli bama Juda?”
30020f0038	Iswetubeni tuli maJuda mukuzyalwa pepe bamaasi basizibi,
30021000f1	Eno tulizi kuti takwe muntu ululamikwa amilimu yamulawu pesi kulusyomo muli Kkilisito Jesu. Iswe twakasyoma muli Kkilisito Jesu ikuti tululamikwe a lusyomo muli Kkilisito kutali kwamilimo yamulawu. Kumilimo yamulawu takwe nyama iyolulamikwa.
3002110074	Pesikuti twayanda kululamikwa muli Kkilisito, iswebo tuyojanwa nkatuli basizibi, lino Kkilisito mubelesi wabasizibi?
300212005b	Kuti nkelikuyakulula zintu nzindaka mwayide, ndili tondezya kuti ndichili sikutyola mulawu.
300213003c	Kambo kwinda kumulawo ndakafwa kumulawo, kuti ndiponene Leza
30021400cb	Ndakabambulwa antomwe a Kkilisito, Takucheensi ndime upona, asikuti Kkilisito ngupona mulindime. Ibuumi lino mbwendipona munyama ndapona mulusyomo mumwana a Leza, Oyo wakandiyanda wakapelida kambo kangu.
3002150072	Nsibikide kumbali luzyalo lwa Leza, ikuti bululami bwalikujanwa kwinda mumuulo, unoli Kkilisito wakafwida chabuyo!
300301007a	Nibana Galatiya nobafubafuba! Ngwani wakamulowa? Kunembo lyamenso enu Jesu Kkilisitu wakatondeezegwa mbuli mbakabambuulwa.
300302008f	Echi nchicho chintu chimwi nchindiyanda kwiiya kuzwa kulindinywe: Mwakatambula Muya na kuzwa kumilimu yamulawu na kuzwa kukusyoma nzimwakamvwa?
3003030048	Mulibafubafuba oobu? Kamunoli mwatanguna aMuya, muyomaninsya munyama na?
300304003e	Mwakafwaba na muzintu zyiingi chabuyo - na mwakachita chabuyo?
300305006f	Ooyo uupa Muya kulindinywe akuchita maleele akati kenu ulazichita kwiinda mumulawu na kana mukumvwa chalusyomo?
3003060059	Mbuli Abbulahamu “mbakasyoma Leza alimwi zyakayesyanisigwa mbuli musalali kulinguwe,”
300307005c	munzila njiyo eyi, mumvwisisisye, lino, kuti mbalusyomo aabo biitwa kuti mbana baAbbulahamu.
30030800a8	Malembe mbuli mbaalangililidwe kuti Leza uyolulamika baMasi alusyomo, wakakambawuka kale makani mabotu kuli Abbulahamu, kati, “Mulinduwe masi woonse ayolongezegwa.”
300309004f	Nkinkaako, aabo balusyomo balalongezegwa aantomwe aAbbulahamu, muntu walusyomo.
30030a00a5	Aabo boonse baponena kumilimu yamulawu balitukidwe; alubo kuli lembedwe, “Ulitukidwe ooyo woonse uutatobelezyi zyoonse zilembedwe mubbuku lyamulawu, akuzichita.”
30030b0074	Lino zili aantanganana kuti takukwe muntu uululamikwa kunembo lyaLeza amulawu, nkambo baluleme bayoopona chalusyomo.
30030c005f	Pele mulawu teensi walusyomo, pesi, “Muntu uuchita milimu yamulawu weelede kuponena njiyo.”
30030d008a	Kkilisito wakatuunununa kuzwa kulutuko lwamulawu mukuba lutuko lwesu - nkambo kulilembedwe, “Ulitukidwe woonse uulengelela mumusamu” -
30030e0082	kuti chilongezyo chaAbbulahamu kusikile baMasi muliKkilisito Jesu, kuchitila kuti alusyomo tukonzye kutambula chisyomezyo chaMuya.
30030f0099	Bakwesu, muleke ndaambe mubuntu. Muchizuminano chabambwa abantu, tawope muntu unga ulachibika kumbali na kuyungizizya kulinchicho, na chayimikwa amulawo.
