010000000b	1 Mooseksen
1b0c09005a	Mutta hän sanoi: Mene Daniel, sillä se on peitetty ja suljettu hamaan viimeiseen aikaan.
1b0c0a00b3	Monta puhdistetaan, kirkastetaan ja koetellaan, mutta jumalattomat pitävät jumalattoman menon ja jumalattomat ei näitä tottele, mutta ymmärtäväiset ottavat näistä vaarin.
1b0c0b009d	Ja siitä ajasta, kuin se jokapäiväinen uhri on otettu pois ja hävityksen kauhistus sinne pannaan, on tuhannen kaksisataa ja yhdeksänkymmentä päivää.
1b0c0c0065	Autuas on, joka odottaa ja ulottuu tuhanteen kolmeensataan ja viiteen päivään neljättäkymmentä.
1b0c0d006e	Mutta sinä mene pois, siihen asti kuin loppu tulee ja lepää, ettäs nousisit sinun osaas päiväin lopulla.
1c00000007	Hoosean
1c010100b4	Tämä on Herran sana, joka tapahtui Hosealle, Beerin pojalle, Ussian, Jotamin, Ahaksen, Hiskian, Juudan kuningasten ajalla, ja Jerobeamin Joaksen pojan, Israelin kuninkaan ajalla.
1c010200a5	Kuin Herra rupesi ensisti Hosean kautta puhumaan, sanoi Herra Hosealle: Mene, ota portto aviokses, ja porton lapset; sillä maakunta karkaa pois Herralta huoruuteen.
1c01030063	Ja hän meni ja otti Gomerin, Diblaimin tyttären, joka tuli raskaaksi, ja synnytti hänelle pojan.
1c010400c7	Ja Herra sanoi hänelle: Nimitä häntä Jisreeliksi; sillä vielä on vähän aikaa, ja minä tahdon etsiä veren viat Jisreelissä, Jehun huoneen päälle, ja lopettaa Israelin huoneen valtakunnan.
1c01050064	Ja siihen aikaan pitää tapahtuman, että minä tahdon rikkoa Israelin joutsen Jisreelin laaksossa.
1c010600c2	Ja hän taas tuli raskaaksi ja synnytti tyttären. Ja hän sanoi hänelle: Nimitä se Loryhhamaksi; sillä en minä enää armahda Israelin huonetta, mutta tahdon heidät peräti heittää pois.
1c010700c1	Juudan huonetta tahdon minä kuitenkin armahtaa, ja auttaa heitä Herran, heidän Jumalansa kautta; ja en minä tahdo heitä auttaa joutsella, miekalla, sodalla, oriilla taikka ratsasmiehillä.
1c01080052	Ja kuin hän oli Loryhhaman vieroittanut, niin hän taas siitti ja synnytti pojan.
1c01090069	Ja hän sanoi: Nimitä häntä Loammiksi; sillä ette ole minun kansani, niin en minäkään ole teidän.
1c010a00fc	Mutta Israelin lasten luku pitää oleman niinkuin meren hiekka, jota ei mitata eikä luettaa taideta; ja pitää tapahtuman, että siinä paikassa, missä heille sanottiin: Ette ole minun kansani, pitää heille sanottaman: Te elävän Jumalan lapset.
1c010b00b4	Sillä Juudan lapset ja Israelin lapset pitää kokoontuman ja pitämän heitänsä yhden pään alla, ja menemän ylös pois maasta; sillä Jisreelin päivä pitää suuri oleman.
1c0201005e	Sanokaat teidän veljillenne: He ovat minun kansani, ja teidän sisarillenne: He ovat armossa.
1c020200ca	Riidelkäät teidän äitinne kanssa, riidelkäät, sillä ei hän ole minun emäntäni, enkä minä ole hänen miehensä, että hän heittäis pois haureutensa kasvoistansa ja huoruutensa rinnoistansa:
1c020300c3	Etten minä häntä alasti riisuisi, ja panisi häntä niinkuin hän syntyissänsä oli, ja panisi myös häntä niinkuin hävitettyä ja niinkuin karkiaa maata, enkä janoon häntä kuolettaisi;
1c02040040	Ja en armahtaisi hänen lapsiansa; sillä he ovat huoran lapset.
1c020500ec	Sillä heidän äitinsä on huorin tehnyt, ja se, joka heidät siitti, käytti itsensä häpiällisesti, ja sanoi: Minä tahdon juosta rakastajaini perässä, jotka minulle antavat leipää, vettä, villoja, pellavia, öljyä ja juomaa.
1c02060072	Sentähden katso, minä aitaan sinun ties orjantappuroilla ja panen aidan eteen, ettei hän löytäisi polkujansa.
1c020700f7	Ja kuin hän juoksee rakastajainsa perässä, niin ei hänen pidä heitä käsittämän, eikä löytämän, kuin hän heitä etsii; ja hänen pitää sanoman: Minä menen ja palajan entisen mieheni tykö, sillä silloin oli minun parempi kuin nyt.
1c020800aa	Ja ei hän tahdo tietää minua siksi, joka hänelle annoin jyviä, viinaa ja öljyä, ja että minä annoin hänelle paljon hopiaa ja kultaa, josta he Baalimit tekivät.
1c020900a4	Sentähden minä palajan ja otan aikanansa jälleen minun jyväni, ja minun viinani ajallansa, ja otan pois villani ja pellavani, joilla hän häpiänsä peittää.
1c020a0093	Ja minä tahdon paljastaa hänen häpiänsä, hänen rakastajainsa silmäin eteen; ja ei pidä kenenkään häntä minun käsistäni päästämän.
1c020b0073	Ja minä lakkautan kaiken hänen ilonsa, juhlansa, uuden kuunsa, lepopäivänsä ja kaikki hänen pyhäpäivänsä.
1c020c00cd	Minä hävitän myös hänen viinapuunsa ja fikunapuunsa, että hän sanoi: Se on minun palkkani, jonka minun rakastajani minulle antaneet ovat; minä teen niistä metsän, että metsän pedot ne syövät.
1c020d00db	Juuri niin etsin minä häntä Baalimin päivinä, joina hän heille savu-uhria sytytti, ja kaunisti itsensä kultalehdillä ja kaulakaunistuksella, ja juoksi rakastajainsa perässä; ja niin unhotti minun, sanoo Herra.
1c020e006e	Sentähden katso, minä tahdon häntä houkutella, viedä hänen korpeen ja puhua suloisesti hänen kanssansa.
1c020f00d9	Silloin annan minä hänelle hänen viinamäkensä ja Akorin laakson, ja tahdon toivon avata; siellä hän on lauleskeleva, niinkuin nuorella ijällänsä ja niinkuin sinä päivänä, jona hän Egyptin maalta läksi.
1c02100079	Ja sinä päivänä pitää tapahtuman, sanoo Herra, ettäs minun kutsut miehekses, ja et enään minua kutsu Baalimiksi.
1c0211007c	Sillä minä tahdon Baalimin nimet ottaa pois hänen suustansa, niin ettei kenenkään pidä sitä nimeä enään muistaman.
1c021200e4	Vaan minä tahdon tehdä heille sillä ajalla liiton, petoin kanssa kedolla, lintuin kanssa taivaan alla ja matoin kanssa maan päällä; ja tahdon ottaa pois joutsen, miekan ja sodan maalta, ja annan heidän asua turvallisesti.
1c02130083	Minä kihlaan sinun itselleni ijankaikkisesti; ja minä kihlaan sinun itselleni vanhurskaudessa, tuomiossa, armossa ja laupiudessa.
1c0214004e	Minä kihlaan tosin sinun itselleni uskossa, ja sinun pitää Herran tunteman.
1c02150072	Sillä ajalla, sanoo Herra; tahdon minä kuulla, minä tahdon taivaasta kuulla, ja taivaan pitää maata kuuleman.
1c0216005d	Mutta maan pitää kuuleman jyviä, viinaa ja öljyä, ja niiden pitää Jisreeliä kuuleman.
1c021700f1	Ja minä tahdon sen itselleni pitää siemeneksi maan päälle, ja tahdon sitä armahtaa, jota ei ole armahdettu. Ja sanon hänelle, joka ei ollut minun kansani: Sinä olet minun kansani, ja hänen pitää sanoman: Sinä olet minun Jumalani.
1c030100cf	Ja Herra sanoi minulle: Mene vielä ja rakasta salavuoteista vaimoa ja porttoa, niinkuin Herra rakastaa Israelin lapsia, jotka kuitenkin kääntyivät muukalaisten jumalain tykö, ja rakastavat viinaleiliä.
1c03020068	Ja minä sovin hänen kanssansa, viiteentoistakymmeneen hopiapenninkiin ja puoleentoista homeriin ohria.
1c0303009f	Ja sanoin hänelle: Pidä sinus minun tyköni monta päivää, ja älä huorin tee ja älä toiseen ryhdy; niin minä tahdon myös sinun tykös itseni pitää.
1c030400b6	Sentähden että Israelin lapset pitää monta päivää ilman kuningasta, ilman päämiestä, ilman uhria, ilman alttaria, ilman päällishametta ja ilman epäjumalain kuvia olevan.
1c030500bd	Sitte Israelin lapset palajavat ja Herraa heidän Jumalaansa etsivät, ja Davidia kuningastansa; ja heidän pitää pelvolla tuleman Herran ja hänen hyvyytensä tykö viimeisillä ajoilla.
1c040100b4	Kuulkaat Herran sanaa, te Israelin lapset! Sillä Herralla on syy niitä nuhdella, jotka maassa asuvat; sentähden ettei totuutta, eikä laupiutta, eikä Jumalan tuntoa ole maassa.
1c0402007c	Mutta valapattoisuus, valhe, murha, varkaus ja huoruus, ne ovat vallan saaneet, ja yksi veren vika tapahtuu toisen jälkeen.
1c040300cb	Sentähden pitää maakunnan surkiana oleman, ja kaikki, jotka siinä asuvat, pitää nääntymän, ynnä eläinten kanssa kedolla ja taivaan lintuin kanssa; ja kalat meressä pitää myös hukkaantuman.
1c0404006b	Tosin ei saa kenkään nuhdella eikä rangaista ketään; sillä sinun kansas on niinkuin pappein nuhtelia.
1c04050073	Sentähden pitää sinun päivällä lankeeman, ja propheta sinun kanssas yöllä; ja minä tahdon äitis hukuttaa.
1c0406010e	Minun kansani on turmeltu, ettei heillä ole ymmärrystä; että sinä hylkäsit ymmärryksen, tahdon minä myös sinun hyljätä, ettei sinun pidä enään minun pappini oleman: ja sinä unohdit sinun Jumalas lain, sentähden tahdon minä myös unohtaa sinunkin lapses.
1c0407007b	Jota enempi heitä on, sitä enemmin he tekevät syntiä minua vastaan; sentähden teen minä heidän kunniansa häpiäksi.
1c04080049	He syövät minun kansani syntiuhria ja himoitsevat heidän syntejänsä.
1c04090091	Kansalle pitää niinkuin papeillekin tapahtuman; sillä minä tahdon heidän pahat tekonsa etsiä, ja kostan heille niinkuin he ansainneet ovat;
1c040a00a1	Niin että he syövät, ja ei tule ravituksi; he tekevät huoruutta, ja ei heidän pidä menestymän; sillä he ovat hyljänneet Herran, ja ei totelleet häntä.
1c040b0034	Huoruus, viina ja väkevä juoma hulluksi saattavat.
1c040c00a0	Minun kansani kysyy neuvoa puulta ja hänen sauvansa saarnaa hänelle; sillä huoruuden henki vietteli heitä, niin että he tekivät huorin Jumalaansa vastaan.
1c040d00dd	Vuorten kukkuloilla he uhraavat, ja korkeuksilla he suitsuttavat, tammien alla, haapain ja saarnien alla, että ne antavat suloisen varjon; sentähden tulevat teidän tyttärenne portoiksi ja teidän morsiamenne huoraksi.
1c040e00fb	En minä tahdo etsiä teidän tyttäriänne, koska he salavuoteudessa elävät, enkä teidän morsiamianne, koska he huorin tekevät; sillä he eroittavat itsensä huorain sekaan, ja porttoin kanssa uhraavat; ja se ymmärtämätöin kansa saa haavoja.
1c040f00d9	Israel, jos sinä kuitenkin tahdot huorin tehdä, niin älköön Juuda sentähden vialliseksi tulko! Älkäät menkö Gilgaliin, ja älkäät tulko ylös Betaveniin, ja älkäät vannoko: Niin totta kuin Herra elää!
1c04100082	Sillä Israel on hillimätöin niinkuin kiiliväinen lehmä; niin Herra on myös kaitseva heitä, kuin lammasta avarassa paikassa.
1c0411003d	Sillä Ephraim on suostunut epäjumaliin; anna hänen mennä.
1c0412006e	He ovat itsensä juopumiseen ja huoruuteen laskeneet, ja heidän valtamiehensä rakastavat antimia häpiäksi.
1c04130075	Tuulispään pitää siivillänsä heidät sidottuina ajaman pois, ja heidän pitää häpiään tuleman uhreistansa.
1c050100de	Kuulkaat siis papit, ja Israelin huone, ottakaat vaari, ja ota korviis sinä kuninkaan huone; sillä tuomio pitää tuleman teidän päällenne, te, jotka Mitspassa paulan ja levitetyn verkon Taborissa virittäneet olette.
1c0502005a	Ne luopuvaiset teurastavat sangen paljon; sentähden tulee minun heitä kaikkia rangaista.
1c0503007b	Kyllä minä tunnen Ephraimin, ja ei Israel ole minun edestäni peitetty; että Ephraim on nyt portto ja Israel saastainen.
1c05040072	Ei he ajattele palata Jumalansa tykö; sillä huoruuden henki on heidän sydämessänsä, ja ei he tottele Herraa.
1c050500c0	Sentähden pitää Israelin ylpeys hänen kasvoinsa edessä nöyryytettämän; ja Israel ja Ephraim pitää pahain tekoinsa tähden lankeeman; Juudan pitää myös heidän kanssansa lankeeman.
1c050600a3	He menevät sitte etsimään Herraa lampaillansa ja karjallansa, vaan ei heidän pidä sittekään häntä löytämän; hän on itsensä heiltä kääntänyt pois.
1c05070094	He ovat rikkoneet Herraa vastaan ja synnyttäneet vieraita lapsia; sentähden pitää myös uuden kuun syömän heitä ynnä heidän osainsa kanssa.
1c05080067	Soittakaat basunaa Gibeassa, soittakaat torvea Ramassa, huutakaat Betavenissa: Sinun jälkees Benjamin!
1c0509007f	Sillä Ephraimin pitää rangaistuksen päivänä kylmillä oleman; josta minä Israelin sukukuntia uskollisesti olen neuvonut.
1c050a0082	Juudan päämiehet ovat niinkuin rajan siirtäjät; sentähden tahdon minä vihani vuodattaa heidän päällensä, niinkuin veden.
1c050b007c	Ephraim kärsii väkivaltaa ja ahdistetaan, joka hänelle oikein tapahtuu; sillä hän antoi itsensä (ihmisten) käskyihin.
1c050c0042	Minä olin Ephraimille niinkuin koi, ja Juudan huoneelle turmelus.
1c050d00bf	Mutta kuin Ephraim tunsi sairautensa ja Juuda haavansa, niin Ephraim meni Assyriaan, ja lähetti kuninkaan Jarebin tykö; vaan ei hän voinut teitä auttaa, eikä parantaa teidän haavojanne.
1c050e00d5	Sillä minä olen Ephraimille niinkuin julma jalopeura, ja Juudan huoneelle niinkuin nuori jalopeura. Minä, minä itse heitä raatelen, ja menen pois, minä vien heidät pois, ja ei kenkään heitä voi pelastaa.
1c050f00bd	Minä menen ja palajan taas sijalleni, siihenasti kuin he syntinsä tuntevat, ja minun kasvojani etsivät; kuin heille pahoin käy, niin heidän pitää varhain minua etsimän (ja sanoman:)
1c06010092	Kuulkaat ja palatkaamme Herran tykö; sillä hän on meitä repinyt, hän myös meidät parantaa; hän on meitä lyönyt, hän myös meitä sitoo.
1c06020095	Hän tekee meitä eläväksi kahden päivän perästä; kolmantena päivänä hän meitä virvoittaa, niin että me saamme elää hänen edessänsä.
1c060300cd	Niin me otamme siitä vaarin, ja sitä pyytelemme, että me Herran tuntisimme; sillä hän koittaa niinkuin kaunis aamurusko, ja hän tulee meille niinkuin sade, niinkuin ehtoosade aikanansa maan päälle.
1c060400bd	Mitä minun pitäis sinulle Ephraim tekemän? Mitä minun pitäis sinulle Juuda tekemän? Teidän jumalisuutenne on niinkuin aamullinen pilvi, ja niinkuin varhainen kaste, joka pois raukee.
1c06050089	Sentähden vuoleskelen minä heitä prophetain kautta, ja kuoletan heitä minun suuni sanoilla, että sinun Jumalas sanat ilmaantuisivat.
1c06060046	Sillä minulle kelpaa armo ja ei uhri; Jumalan tunto ja ei polttouhri.
1c06070065	Mutta he käyvät sen liiton ylitse niinkuin Adam; siinä he ovat petollisesti tehneet minua vastaan.
1c06080040	Sillä Gilead on kaupunki vääryyttä ja veren vikoja täynnä.
1c06090083	Papit ovat joukkoinensa niinkuin ryövärit, jotka väijyvät; he murhaavat Sikemin tiellä; sillä he tekevät, mitä he tahtovat.
1c060a0071	Minä näen Israelin huoneessa, jota minä kauhistun; sillä Ephraim tekee huorin, ja Israel saastuttaa itsensä.
1c060b004f	Juuda on myös sinulle pannut elon ajan, kuin minä kansani vankiuden palautan.
1c070100be	Kuin minä Israelin parantaa tahdon, niin äsken nähdään Ephraimin vääryys ja Samarian pahuus; sillä he tekevät petollisuutta: varas menee sisälle, ja ryövärit ulkona ryöstävät.
1c070200b5	Ja ei he kuitenkaan ajattele sydämessänsä, että minä muistan kaiken heidän pahuutensa; nyt ovat heidän työnsä heidän ympärillänsä, ja ovat julki minun kasvoini edessä.
1c07030043	He ilahuttavat kuninkaan pahuudellansa ja päämiehet valheellansa.
1c070400a6	Ja ovat kaikki huorintekiät, niinkuin pätsi, jonka leipoja lämmittää; joka lakkaa valvomasta, sitte kuin hän on taikinan sotkunut, siihen asti kuin se happanee.
1c0705007f	Tänäpänä on meidän kuninkaamme juhla, ja päämiehet ovat sairaaksi tulleet viinasta; hän kutsuttaa pilkkaajat tykönsä.
1c0706009f	Sillä heidän sydämensä on palava niinkuin pätsi, kuin he väijyvät; mutta heidän leipojansa makaa kaiken yötä, ja palaa aamulla niinkuin tulen liekki.
1c0707009e	He ovat kaikki palavat niinkuin pätsi: he syövät tuomarinsa; kaikki heidän kuninkaansa lankeevat; ei ole yhtäkään heissä, joka minua avuksensa huutaa.
1c0708005e	Ephraim sekoittaa itsensä kansoihin: Ephraim on niinkuin kyrsä, jota ei kenkään käännä.
1c07090091	Vaan muukalaiset syövät hänen voimansa, jota ei hän kuitenkaan tottele. Hän on myös harmaat karvat saanut, ei hän sittekään sitä huoli.
1c070a00a6	Ja Israelin ylpeys nöyryytetään heidän silmäinsä edessä; vaan ei he käännä itsiänsä Herran Jumalansa tykö, eikä hänestä pidä lukua näissä kaikissa.
1c070b007e	Sillä Ephraim on niinkuin hullu kyhkyinen, joka ei mitään huomaitse; he avuksensa huutavat Egyptiä, he juoksevat Assuriin.
1c070c00ce	Mutta kuhunka ikänä he juoksentelevat, heitän minä verkkoni heidän päällensä, ja tempaan alas niinkuin linnut taivaan alta. Minä tahdon heitä rangaista, niinkuin he seurakunnissansa kuulleet ovat.
1c070d00cc	Voi heitä, että he minusta luopuneet ovat! Heidän täytyy turmeltua; sillä he ovat minua vastaan rikkoneet. Minä olisin heidät kyllä päästänyt, jollei he olisi valhetta opettaneet minua vastaan.
1c070e0091	Niin ei he myös minua huuda sydämestänsä, vaan ulvovat vuoteissansa. He kokoontuvat jyväin ja viinan tähden, ja ovat minulle kovakorvaiset.
1c070f0062	Minä kuritan heitä ja vahvistan heidän käsivartensa; mutta he ajattelevat pahaa minua vastaan.
1c071000d9	He palajavat, mutta ei Korkeimman tykö, vaan ovat niinkuin hellinnyt joutsi; sentähden pitää heidän päämiehensä miekan kautta lankeeman, heidän uhkauksensa tähden: Tämä on heidän pilkkansa Egyptin maalla.
1c080100a9	Huuda selkiästi niinkuin basuna (ja sano): Hän tulee jo Herran huoneen ylitse niinkuin kotka, että he ovat minun liittoni rikkoneet, ja ovat minun laistani luopuneet.
1c08020059	Niin heidän pitää minua huutaman: Sinä olet minun Jumalani; me Israel tunnemme sinun.
1c08030047	Israel hylkää hyvän; sentähden pitää vihollisen heitä vaivaaman.
1c080400b5	He asettavat kuninkaita ilman minua, he panevat päämiehiä ilman minun tietämättäni; hopiastansa ja kullastansa tekevät he epäjumalia, että he juuri nopiasti häviäisivät.
1c0805007f	Sinun vasikkas, Samaria, sysää sinun pois; minun vihani on julmistunut; ei se taida kauvan olla, heitä pitää rangaistaman.
1c0806008a	Sillä se on myös tullut Israelista, jonka seppä on tehnyt, ja ei se ole Jumala: Sentähden pitää Samarian vasikka tomuksi tehtämän.
1c080700e2	Sillä he kylvivät tuulen; ja heidän pitää jälleen tuulispään niittämän; ei heidän siemenensä pidä tuleman ylös, eikä hedelmänsä jauhoja antaman; ja jos hän vielä antais, niin muukalaiset pitää ne syömän.
