0100000009	1 Mosebok
2b061a00c9	Svarade Jesus dem, och sade: Sannerliga, sannerliga säger jag eder: I söken mig icke fördenskull, att I hafven sett tecken; utan fördenskull, att I hafven ätit af brödet, och ären vordne mätte.
2b061b0098	Verker icke den mat, som förgås, utan den som blifver till evinnerligit lif, den menniskones Son eder gifva skall; ty honom hafver Gud Fader beseglat.
2b061c004a	Då sade de till honom: Hvad skole vi göra, att vi verka kunne Guds verk?
2b061d005a	Svarade Jesus, och sade till dem: Det är Guds verk, att I tron på den han sändt hafver.
2b061e005e	Då sade de till honom: Hvad tecken gör du då, att vi se kunne, och tro dig? Hvad verkar du?
2b061f0060	Våre fader åto Manna i öknene, som skrifvet är: Han gaf dem bröd af himmelen till att äta.
2b062000a6	Då sade Jesus till dem: Sannerliga, sannerliga säger jag eder: Icke gaf Mose eder det brödet af himmelen; men min Fader gifver eder det rätta brödet af himmelen.
2b0621004c	Ty det är Guds bröd, som nederkommer af himmelen, och gifver verldene lif.
2b0622003c	Då sade de till honom: Herre, gif oss alltid detta brödet.
2b06230097	Sade Jesus till dem: Jag är lifsens bröd; hvilken som kommer till mig, han skall icke hungra; och hvilken som tror på mig, han skall aldrig törsta.
2b06240048	Men jag hafver sagt eder, att I hafven ock sett mig; och tron dock icke.
2b06250066	Allt det min Fader gifver mig, det kommer till mig; och den till mig kommer, honom kastar jag icke ut.
2b0626006f	Ty jag är nederkommen af himmelen, icke att jag skall göra min vilja, utan hans vilja, som mig sändt hafver.
2b062700ab	Och det är mins Faders vilje, som mig sändt hafver, att jag intet borttappa skall af allt det han mig gifvit hafver; utan att jag skall uppväcka det på yttersta dagen.
2b062800b7	Detta är nu hans vilje, som mig sändt hafver, att hvar och en, som ser Sonen, och tror på honom, han skall hafva evinnerligit lif; och jag skall uppväcka honom på yttersta dagen.
2b06290063	Då knorrade Judarna deröfver, att han sade: Jag är det brödet, som nederkommet är af himmelen;
2b062a0086	Och sade: Är icke denne Jesus, Josephs son, hvilkens fader och moder vi känne? Huru säger han då: Jag är nederkommen af himmelen?
2b062b0040	Då svarade Jesus, och sade till dem: Knorrer icke emellan eder.
2b062c007d	Ingen kan komma till mig, utan Fadren, som mig sändt hafver, drager honom; och jag skall uppväcka honom på yttersta dagen.
2b062d0097	Det är skrifvet i Propheterna: De skola alle varda lärde af Gudi: Hvar och en, som det nu hört hafver af Fadren, och lärt det, han kommer till mig.
2b062e005b	Icke så, att någor hafver sett Fadren; utan den, som är af Gudi, han hafver sett Fadren.
2b062f005e	Sannerliga, sannerliga säger jag eder: Hvilken som tror på mig, han hafver evinnerligit lif.
2b06300016	Jag är lifsens bröd.
2b06310038	Edre fäder åto Manna i öknene, och äro blefne döde.
2b0632005c	Detta är det brödet, som nederkommer af himmelen, på det den deraf äter, skall icke dö.
2b063300de	Jag är det lefvandes brödet, som nederkommer af himmelen; hvilken som äter af detta brödet, han skall lefva evinnerliga; och det brödet, som jag gifva skall, är mitt kött, hvilket jag gifva skall för verldenes lif.
2b0634005d	Då kifvade Judarna emellan sig, sägande: Huru kan denne gifva oss sitt kött till att äta?
2b06350096	Sade Jesus till dem: Sannerliga, sannerliga säger jag eder: Utan I äten menniskones Sons kött, och dricken hans blod, då hafven I icke lif i eder.
2b06360082	Hvilken som äter mitt kött, och dricker min blod, han hafver evinnerligit lif; och jag skall uppväcka honom på yttersta dagen.
2b06370048	Ty mitt kött är den rätte maten, och min blod är den rätte drycken.
2b06380057	Hvilken som äter mitt kött, och dricker min blod, han blifver i mig, och jag i honom.
2b0639008e	Såsom lefvandes Fadren hafver mig sändt, och jag lefver för Fadrens skull; så ock den, som äter mig, han skall ock lefva för mina skull.
2b063a00ac	Detta är det brödet, som af himmelen nederkommet är; icke såsom edre fäder åto Manna, och äro blefne döde; den som äter detta brödet, han skall lefva evinnerliga.
2b063b0037	Detta sade han i Synagogon, då han lärde i Capernaum.
2b063c0066	Men månge af hans Lärjungar, när de detta hörde, sade: Detta är ett hårdt tal; ho kan det höra?
2b063d0079	Så, efter Jesus visste vid sig sjelf, att hans Lärjungar knorrade deröfver, sade han till dem: Förtörnar detta eder?
2b063e0056	Huru skall då ske, när I varden seende menniskones Son uppstiga, dit han förra var?
2b063f006d	Anden är den som gör lifaktig; köttet är intet nyttigt; de ord, jag säger eder, äro ande, och äro lif.
2b0640008f	Men någre af eder äro, som icke tro; ty Jesus visste väl af begynnelsen, hvilke de voro som icke trodde, och hvilken honom förråda skulle.
2b06410074	Och han sade: Fördenskull sade jag eder, att ingen kan komma till mig, utan det varder honom gifvet af minom Fader.
2b06420060	Ifrå den tiden gingo månge af hans Lärjungar tillrygga, och vandrade intet länger med honom.
2b06430038	Då sade Jesus till de tolf: Icke viljen I ock gå bort?
2b06440057	Svarade honom Simon Petrus: Herre, till hvem skole vi gå? Du hafver eviga lifsens ord;
2b0645004b	Och vi tro, och hafve förnummit, att du äst Christus, lefvandes Guds Son.
2b06460053	Svarade dem Jesus: Hafver jag icke eder tolf utvalt? Och en af eder är en djefvul.
2b0647006d	Men det sade han om Juda Simons Ischarioth; ty han var den som honom förråda skulle, och var en af de tolf.
2b07010078	Derefter vistades Jesus i Galileen; ty han ville icke vistas i Judeen, derföre att Judarna foro efter att dräpa honom.
2b07020030	Och var då hardt vid Judarnas löfhyddohögtid.
2b0703007a	Då sade hans bröder till honom: Gack hädan, och gack in i Judeen, att dine Lärjungar må ock se din verk, som du gör.
2b0704006e	Ty ingen, som vill uppenbar vara, förhandlar något hemliga; om du det gör, så uppenbara dig för verldene.
2b0705002d	Ty hans bröder trodde icke heller på honom.
2b07060053	Då sade Jesus till dem: Min tid är icke än kommen; men edar tid är alltid redo.
2b07070065	Verlden kan icke hata eder; men mig hatar hon; ty jag bär vittne om henne, att hennes verk äro ond.
2b0708007c	Går I upp till denna högtidsdagen; jag vill icke ännu gå upp till denna högtiden; ty min tid är icke ännu fullbordad.
2b07090036	Då han hade detta sagt till dem, blef han i Galileen.
2b070a0075	Men när hans bröder voro uppgångne, då gick ock han upp till högtiden, dock icke uppenbarliga, utan så hemliga.
2b070b0044	Då sökte Judarna efter honom i högtidene, och sade: Hvar är han?
2b070c007d	Och mycket mummel var ibland folket om honom; ty somlige sade: Han är god; och somlige sade: Nej; men han förförer folket.
2b070d0046	Dock talade ingen uppenbarliga om honom, för Judarnas rädslos skull.
2b070e004f	Då nu half högtiden var öfverstånden, gick Jesus upp i templet, och lärde.
2b070f0057	Och Judarna förundrade sig, och sade: Huru kan denne Skrift, efter han är icke lärd?
2b07100057	Svarade dem Jesus, och sade: Min lärdom är icke min, utan hans som mig sändt hafver,
2b0711007a	Hvilken som vill lyda hans vilja, han varder förnimmandes, om denna lärdom är af Gudi, eller om jag talar af mig sjelf.
2b071200ac	Hvilken som talar af sig sjelf, han söker sin egen pris; men den som söker hans pris, som honom hafver sändt, han är sannfärdig, och orättfärdighet är icke i honom.
2b07130068	Gaf icke Moses eder lagen? Och likväl gör ingen af eder lagen fullt. Hvi söken I efter att döda mig?
2b0714004d	Svarade folket, och sade: Du hafver djefvulen; ho söker efter att döda dig?
2b07150054	Svarade Jesus, och sade till dem: Jag gjorde ena gerning, och der undren I alle på.
2b07160087	Fördenskull gaf Moses eder omskärelsen; icke, att hon är af Mose, utan af fäderna; och likväl omskären I menniskona om Sabbathen.
2b071700af	Tager nu menniskan omskärelsen om Sabbathen, på det att Mose lag icke skall varda bruten; på mig blifven I misslynte, att jag gjorde hela menniskona helbregda om Sabbathen?
2b07180035	Dömer icke efter ansigtet; utan dömer en rätt dom.
2b0719004a	Då sade någre af Jerusalem: Är icke denne, den de fara efter att döda?
2b071a0074	Och si, han talar fritt, och de tala intet till honom. Veta nu vare öfverste förvisso, att han är visst Christus?
2b071b0051	Dock vi vete, hvadan denne är; men när Christus kommer, vet ingen hvadan hanar.
2b071c00c6	Då ropade Jesus i templet, lärde, och sade: Ja, I kännen mig, och I veten hvadan jag är; och jag är icke kommen af mig sjelf; utan den mig sändt hafver han är sannfärdig, den I icke kännen.
2b071d003f	Men jag känner honom; ty jag är af honom; och han sände mig.
2b071e006e	Då foro de efter att gripa honom; dock kom ingen sina händer vid honom; ty hans tid var icke än då kommen.
2b071f0084	Men månge af folket trodde på honom, och sade: När Christus kommer, icke varder han mer tecken görandes, än denne gjort hafver?
2b07200093	Så hörde de Phariseer, att folket mumlade sådant om honom; och sände Phariseerna och de öfverste Presterna tjenarena ut, till att gripa honom.
2b07210077	Då sade Jesus till dem: Jag är ännu en liten tid när eder; och så går jag bort till honom, som mig sändt hafver.
2b07220052	I skolen söka mig, och intet finna mig; och der jag är, dit kunnen I icke komma.
2b072300b8	Då sade Judarna emellan sig: Hvart vill denne gå, att vi skole icke finna honom? Månn han vilja gå ut ibland Hedningarna, som här och der förströdde äro, och lära Hedningarna?
2b0724007b	Hvad är det för ett tal, som han sade: I skolen söka mig, och intet finna mig; och der jag är, dit kunnen I icke komma?
2b07250092	Men på yttersta dagen i högtidene, den ock störst var, stod Jesus, och ropade, sägandes: Hvilken som törster, han komme till mig, och dricke.
2b07260067	Hvilken som tror på mig, såsom Skriften säger, af hans qved skola flyta lefvandes vattens strömmar.
2b0727009a	Men det sade han om Andan, hvilken de få skulle, som på honom trodde; ty den Helge Ande var icke än då på färde; ty Jesus var icke ännu förklarad.
2b07280055	Då nu månge af folket hörde detta talet, sade de: Denne är sannerliga en Prophet.
2b0729005a	En part sade: Denne är Christus. Men somlige sade: Icke skall Christus komma af Galileen?
2b072a006a	Säger icke Skriften, att Christus skall komma af Davids säd, och af den staden BethLehem, der David var?
2b072b0035	Och vardt en tvedrägt ibland folket för hans skull.
2b072c0046	Och somlige af dem ville gripa honom; men ingen kom händer vid honom.
2b072d0075	Då kommo tjenarena till öfversta Presterna och Phariseerna; och de sade till dem: Hvi hafven I icke haft honom hit?
2b072e004c	Tjenarena svarade: Aldrig hafver någor menniska så talat som denne mannen.
2b072f0035	Svarade dem Phariseerna: Ären I icke ock förförde?
2b07300047	Icke hafver någor af öfverstarna, eller Phariseerna, trott på honom?
2b07310037	Utan detta folket, som icke vet lagen, är förbannadt.
2b07320056	Då sade till dem Nicodemus, den som kom till honom om nattena, hvilken var en af dem:
2b0733006a	Icke dömer vår lag någon mennisko, med mindre man först förhörer honom, och får veta hvad han gör?
2b0734007b	Svarade de, och sade till honom: Äst du icke ock en Galilee? Ransaka, och se, att af Galileen är ingen Prophet uppkommen.
2b07350027	Och så gick hvar och en hem till sitt.
2b08010021	Då gick Jesus ut på Oljoberget.
2b08020073	Och om morgonen bittida kom han åter i templet, och allt folket kom till honom; och han satte sig, och lärde dem.
2b08030079	Då hade de Skriftlärde och Phariseer till honom ena qvinno, som var beslagen med hor; och när de hade ledt henne fram,
2b08040040	Sade de till honom: Mästar, denna qvinnan är beslagen med hor.
2b08050050	Och Mose hafver budit oss i lagen, att sådana skola stenas; men hvad säger du?
2b08060081	Detta sade de, till att försöka honom, att de kunde anklaga honom. Då böjde Jesus sig ned, och skref med fingret på jordena.
2b08070092	När de nu så stodo fast på sin frågo, reste han sig upp, och sade till dem: Hvilken af eder utan synd är, han kaste första stenen på henne;
2b08080030	Och böjde sig åter ned, och skref på jordena.
2b080900b5	När de detta hörde, och voro i samvetet öfvertygade, gingo de ut, hvar efter annan, begynnande på de äldsta intill de sista; och Jesus blef allena, och qvinnan der ståndandes.
2b080a0087	När Jesus reste sig upp, och såg ingen, utan qvinnona, sade han till henne: Qvinna, hvar äro dine åklagare? Hafver ingen dömt dig?
2b080b0064	Sade hon: Herre, ingen; sade Jesus: Icke heller dömer jag dig. Gack bort, och synda icke härefter.
2b080c0093	Åter talade Jesus till dem, sägandes: Jag är verldenes Ljus; den mig följer, han skall icke vandra i mörkret, utan han skall få lifsens ljus.
2b080d005a	Då sade Phariseerna till honom: Du vittnar om dig sjelf; ditt vittnesbörd är icke sant.
2b080e00d0	Svarade Jesus, och sade till dem: Om jag än vittnar om mig sjelf, så är mitt vittnesbörd sant; ty jag vet hvadan jag kommen är, och hvart jag går; men I veten icke hvadan jag kommer, och hvart jag går.
2b080f0029	I dömen efter köttet; jag dömer ingen.
2b0810006d	Och om jag än dömde, är min dom rätt; ty jag är icke allena; utan jag och Fadren, som mig sändt hafver.
2b0811004d	Är ock så skrifvet i edor lag, att tvegge menniskors vittnesbörd är sant.
2b0812006c	Jag är den som bär vittnesbörd om mig sjelf; bär ock Fadren, som mig sändt hafver, vittnesbörd om mig.
2b08130090	Då sade de till honom: Hvar är din Fader? Jesus svarade: I kännen hvarken mig eller min Fader. Om I känden mig, då känden I ock min Fader.
2b0814007e	Dessa ord talade Jesus vid offerkistona, lärandes i templet; och ingen tog fatt på honom, ty hans tid var icke ännu kommen.
2b08150088	Då sade åter Jesus till dem: Jag går bort, och I skolen söka mig, och skolen dö uti edra synder. Dit jag går, kunnen I icke komma.
2b0816006c	Då sade Judarna: Månn han då vilja dräpa sig sjelf, medan han säger: Dit jag går, kunnen I icke komma?
2b0817007d	Och han sade till dem: I ären nedanefter, och jag är ofvanefter; I ären af desso verldene, jag är icke af desso verldene.
2b0818007c	Så hafver jag nu sagt eder, att I skolen dö i edra synder; ty om I icke tron, att det är jag, skolen I dö i edra synder.
2b08190061	Då sade de till honom: Ho äst du? Och Jesus sade till dem: Aldraförst jag, som talar med eder.
