0100000009	Ïïjjïn
28162b0081	Aŋ kiinne ogo, “Aŋ Daawüüt jaay kä Wääktäŋ Jooŋ, aŋ Macii badde ogo ‘Mügdo yeeni,’ ina? Aŋ Daawüüt jaay ogo,
28162c0083	“Pïṭo jaajjin Mügdo yeeni ti ogo, “cääjjä buŋi birrä ti, ke ädäŋŋi yüükü ḍoocu daa kä ïñï kïïgü ti.’
28162d0058	Aŋ naana Macii battä Daawüüt ogo, ‘Mügdo yeeni,’ ye, i a minneni yeene ogoo?”
28162e0088	Aŋ jiik yeeke ti baati m'ana lïïṭït kä luuŋŋu ike ye. Aŋ nïïnnä yaanja ti baati m'ana yore ñuwaŋ kä tajdin ike ŋuca ye.
2817010031	Aŋ Yeecüwa ṭoŋ ke baaddoni yeeke kiinne ogo,
2817020069	“Nüütoni yek jiik ḍoocin yek Jooŋ ke Pïrrïcïïnnï yaaka nüütï jiik ḍoocin yek Müüca ye.
281703006d	Nääŋe aŋ gin'a kiiṇte kä ye gïmgede. Aŋ ŋana ikee baadde nääŋken, iken päkï aŋ batta naŋtä.
2817040098	Iken ḍiigä ḍürdïnni pekkä, aŋ ḍooccutu me ḍuuggen ti, aŋ iken kä ḍuuggen batta ṭäkï ïnken cükcütü yokïn ogo me yüükkïï ti.
28170500c9	“Iken nääŋken muure naŋtä ogo yoorjï me. Iken eŋit meeŋkani mäyken buggen ti a ṭuurgin cäyge gïtï biykälen yek meeŋka laṇṇä, aŋ iken eŋit buruŋgu tüggen a bültani bääykä.
281706008b	Aŋ iken billä nänṭä ba' eemdin ke nänṭä ba' jon ñamme, aŋ me ñomgen ti nänṭä ŋerrä daaŋmallä yen Yühüüṇṇï jï,
2817070052	aŋ iken ŋïïptä me weeldük kä eemdin, aŋ bäärgä me ogo, ‘Nüütoni.’
2817080070	“Aŋ ŋana ikee bäärge me ogo, ‘Nüütoni,’ ikee cäygene kä Nüüto a keelok, aŋ ikee iire muurijaan.
281709008a	Aŋ mäŋkalaŋ ŋana bääre ŋommañ wic winni ogo, ‘Wääc,’ ikee cäygene kä Wäy a keelok a Jooŋ, yaana ñaalok polloŋ jï ye.
28170a006d	Ŋana ikee gïmmede mäŋkalaŋ ikee bääre ogo, ‘Mügdoni,’ ikee cäygene kä Mügdo a keelok, a Macii.
28170b0041	Aŋ m'ana tälaŋ waadgic ti ye, dale wäätï a ñuugulo yeenic.
28170c0084	Aŋ m'ana ḍoŋe äärede ñaalok ye, i bi ḍuukunu me ïñï, aŋ m'ana ḍoŋe ḍuukcede ïñï ye, i bi ääränä me ñaalok.
28170d010c	“Jooññu ikee ti nüütoni jiik ḍoocin yek Jooŋ ke Pïrrïcïïnnï, ikee lääñoni! Ikee äntüke yen Yätkïtïn Polloŋ jïñe üüljene me ñomgen ti, aŋ ikee kä ḍuuggic batta kaaccede ti. Aŋ m'aka ṭäkï kaaccïdï ye, i batta bääggede kaaccïdï.
28170f00ff	“Jooññu ikee ti nüütoni jiik ḍoocin yek Jooŋ ke Pïrrïcïïnnï, ikee lääñoni! Ikee atcede ircede woo wii mooye ke ŋommañ yilte kä yok men, aŋ naana men keelok yore yelle ye, i ike naŋe päjjïdï atï maccük ääŋke kä yew bata ikee.
28171000c5	“Jooññu ikee ti woydoni uyken yaaka jayok ogo, ‘M'ana lïïtto ko änlaṇṇä ye, batta ogo ginkalaŋ, aŋ m'ana lïïtto ko tiilgä änlaṇṇä ye, i ogo ḍekon ko lïïttäŋ yeene.’
2817110073	Ikee uykuni bucken! A yaana wali ye ken tïïlcïdï, a tiilgä, halla a änlaṇṇä yaana tiilgä laadde yok ye?
28171200af	Aŋ ikee jaaye ogo m'ana lïïtto ko tambal ye batta ogo ginkalaŋ, aŋ m'ana lïïtto ko äccin yaana äccïdïï me tambal wic ye, i ike ogo ḍekon ko lïïttäŋŋi yeeke.
2817130066	Aŋ ikee uykuni! A yaana wali ye ken tïïlcïdï, a äccin halla a tambal yaana äccin laadde yok ye?
2817140058	Aŋ m'ana lïïttä kä tambal ye, i lïïttä kä wakkä yaaka tambal wic yaakka muure.
2817150063	Aŋ m'ana lïïttä kä änlaṇṇä ye, i lïïttä kä ike, aŋ ke Jooŋ yaana cääy ike ti ye.
2817160065	Aŋ m'ana lïïttä kä polloŋ ye, i lïïttä kä nook yen Jooŋ, ke Jooŋ yaana cääy ike wic ye.
281717018a	“Jooññu ikee ti nüütoni jiik ḍoocin yek Jooŋ ke Pïrrïcïïnnï, ikee lääñoni! Ikee waŋgic tïïccede kä äccin caycayni, yek waak garkä yaaka kañde balkä yeekic gïtï ye, bata jengä kïlkä, aŋ ikee gin'a tïïlcïdï jiik ḍoocin yek Jooŋ ti ye gääle gïtï, woṇṇu ke ängin ŋïngïn ke luggin. Yoku päjjïdï wakkä yaaka tïïlcïdï ye, ŋana gääle gïtï.
281718004c	Ikee woydoni uyken! Ikee yüüñ aŋgede yokïn piitti, aŋ kalman ken lade!
28171900e8	“Jooññu ikee ti nüütoni jiik ḍoocin yek Jooŋ ke Pïrrïcïïnnï, ikee lääñoni! Ikee ḍon ke kooḍal laade kä üṇtük, aŋ külok jïñe ti küümï kä ḍäälkä, aŋ küümï kä jon tälle ke gaannä wakkä me.
28171a0072	Ikee Pïrrïcïïnnï uyken, paraŋ ïïjje ḍon ke kooḍal looke jï woo, nuŋko üṇtük bi latee kä woo ye.
28171b00fe	“Jooññu ikee ti nüütoni jiik ḍoocin yek Jooŋ ke Pïrrïcïïnnï, ikee lääñoni! Ikee beele bata kälkä yaaka a weecin ladaŋ, aŋ üṇtük üükïdï woo ŋeraŋ, aŋ gïtken ti a küümon kä mä tüwïn äwgen aŋ waak muure ḍälaŋ ye.
28171c009a	Aŋ ikee cäänna üükede woo age mä wotku mäkkalaŋ ti, aŋ juuggic ti a küümïn kä lääñtäŋ ke ṭäktäŋ yen liiŋŋä gïtï jiik ḍoocin.
28171d00cb	“Jooññu ikee ti nüütoni jiik ḍoocin yek Jooŋ ke Pïrrïcïïnnï, ikee lääñoni! Ikee bäte kälkä witken yek bäṭoni ke mä wotku yaaka näge ḍugin dänkä yurgic ye, aŋ ŋeerde yokïn.
28171e0088	Aŋ ikee jaaye ogo, ‘Naana yoku ikoon bilton ti nïïnkä dänkä yurgo ti ye, ikoon yoko batta yoku coorron kä näŋŋä bäṭo.’
28171f006b	“Aŋ kä jiik yeekic yaakka ikee nüüte kä ḍuuggic ogo ikee agje kilkä m'aka nääkono bäṭoni ye.
281720003a	Ate ñomuk aŋ waak'a ïïjjene dänkä yurgic ye ḍaage.
281721004f	Ikee käggä! Merkä pääñdaŋŋi! Ikee bi likce woo ogoo kä yiñ yen maañ?
28172200ea	“Ina ken tuckede kä bäṭoni ke ŋäjjoni ke nüütoni jiik ḍoocin yek Jooŋ yaakka. Yakkalaŋ bi näge ḍugin kä ṭellä kaakkon jok, aŋ yakkalaŋ bi ḍooye daaŋmallä yen Yühüüṇṇï jï, aŋ bi ñoole baan ke baan.
28172300fd	Aŋ kä yaakki jooññu bi käjä ïñï ikee ti kä yïmgä mä wotku muure yaaka puuktin ŋommañ wic ye, ïïjjïdï ti kä yïmgä män woṇṇu Abïïl ke yïmgä Jakarïya ti minneni Barakïya yaaka näŋŋe waadgä änlaṇṇä ke tambal ti ye.
2817240050	Aŋ ikee kiine a gïtken jooññu yaanna muure bi ätä ïñï kilkä yaakki ti.
2817250112	“Ay! Oorcalïïm, Oorcalïïm, baan mooye yaana nääkä bäṭoni, aŋ yibbä tüüjgï yek Jooŋ ye, ääŋki aŋŋa ŋïṭṭä muure ika ṭäkä ogo merkä yüükü ḍüljo yokïn bata aaṭṭä yaana ṭulge ḍülde yokïn bugge ti ye, aŋ ika batta bääggadaa!
281726002a	Yoore än yeenic dälkene kä Jooŋ elaŋ.
2817270083	Ikee kiine, a gïtken ika batta bi yoora ŋuca ke jaajje kä ogo, ‘Ŋüülkïn m'ana äätïdï kä yäṇtäŋ Pïṭo ye.’”
28180100b2	Aŋ Yeecüwa kääjin woo kaal yen änlaṇṇä jï aŋ wääna atee kä ye, baaddoni yeeke äätin ike ti, aŋ ike nüütcütü ogo, däämjo baṇṇäni yek änlaṇṇä ti.
281802009d	Aŋ luukke ogo, “Baṇṇäni yaakka muure yoodde? Ikee kiine a gïtken, baati pääm yaana bi mañjänä me menen wic ye, bi ḍüümtït gïtï muure.”
2818030117	Aŋ wääna Yeecüwa cääjjenee kä pääm yaana wiñe a jengä jeytüünni ye ti, i baaddoni yeeke äätin ike ti pääken, aŋ ike taaji ogo, “Nüütkoon waak yaakki bi näŋe ḍuuggen tooku? Aŋ a ŋaaka ken bi a gin'a nüütï äätin yüünü ke düüñïn yuungu ye?”
281804004b	Aŋ luugi Yeecüwa ogo, “Waŋgic tïïce ŋana ikee yääyte mäŋkalaŋ.
2818050078	Me ḍiirken bi ätä kä yäṇtonḍi, aŋ jayok ogo, ‘Ika agä Macii!’ Aŋ iken me ḍiirken bi malgä ŋïngïn.
28180600b1	Aŋ ikee bi tiiŋe kä yääñdaŋŋi, ke jigärgä yek yääñdaŋŋi, aŋ ŋana yokic cükcede, waak yaakka bääkkan daa bi näŋï ḍuuggen, aŋ batta mor a düüñïn ina.
28180700b8	Aŋ ṭoŋ yakkalaŋ bi juwu kä yiñ ṭoŋ yakkalaŋ ti, aŋ yätkïtïn bi juwu kä yiñ yätkïtïn ti. Aŋ käñ bi wäätï ke buktuŋ ŋommañ nänkä yaaka a päkkitṇi ye ti.
281808004a	Aŋ yaakki muure a ïïjjïn ti pillä yen giidä aŋ yaŋkalaŋ mor irä.
281809006b	“Aŋ wäättan ikee bi müüke me, aŋ näke me ḍugin, aŋ ikee bi putkene gïtï ṭoŋ muure ogo ika.
28180a007b	Aŋ waan yaanja ti me ḍiirken bi ñomgen yeljänä woo luggin ti, aŋ bi äägä ŋätin, aŋ bi puudu gïtï waadgen ti.
28180b0060	Aŋ bäṭoni ḍiirken yaaka a yeloŋŋi ye, bi ükü woo, aŋ me diirken bi yääygä ḍugin.
28180c0055	Aŋ kä ḍiirin yen liiŋŋä gïtï jiik ḍoocin, biilin yen me ḍiirken bi lüy.
28180d003b	Aŋ m'ana wääcï ke düüñïn ti ye, bi käñï mäkkin.
28180e0093	Aŋ Jiik Ŋerkä yen Yätkïtïn Polloŋ jïñe bi pakä me ŋommañ wic muure, nuŋko tiiŋge daa ṭoŋ muure, aŋ wäättan düüñïn bi ätä.
28180f008f	“Ikee bi yuṭe ḍällä yen cüültïn yaana jaayi bäṭo Ḍaniyal ye, yudit külok Änlaṇṇä.” Dale m'ana päkï ye ükcï gïtï.
2818100041	“Aŋ wäättan dale m'aka Yühüdïya ye, lüdok pämkä witin.
2818110062	Aŋ dale m'ana cääy daaŋ wic ye, ŋana kääjïdï ïñï ogo ike kujje gin'a äräk baanne ye.
2818120053	Aŋ dale m'ana yiil jï ye ŋana ḍükcïdï ŋäjäk ogo ike kujdee burŋu yeene.
2818130057	Aŋ bi yaajaŋ kä yaac määngä yaaka lacok ke yaaka nïïtï ye nïïnkä yaakca ti!
2818140060	Mäṭe nuŋko ŋana ŋañ yeenic wäätcedee a wiiññäk aŋŋi ke Äŋ Jïñe Wääktäŋ ti.
28181500b6	Aŋ pillä mooye bi näŋï ḍoŋe waan yaanja ti, yaana batta a näŋon ḍoŋe wääna daa kä ïïjjïn ti ŋommañ ye, ke tiññaŋ. Aŋ batta bi ŋüccï näŋï ḍoŋe ŋuca.
28181600a6	Aŋ naana nïïnkä yaakca batta ŋüüŋtü me yokïn ye, i baati m'ana bi üt ye, aŋ kä jiik mä wakin yek Jooŋ ken nïïnkä yaakca bi ŋüüŋge daa me yokïn.
2818170076	Aŋ naana mäŋkalaŋ ikee kiinne ogo, ‘Däämme Macii inninne,’ ke ogo, ‘ïya wïca,’ ye, ŋana ikee luggede.
28181800cb	Maciini yaaka a yeloŋŋi ke bäṭoni yaaka a yeloŋŋi ye bi ükü woo, aŋ näŋï nääŋkä ke waak'a yäwaŋ ye, ogo yääjjï ko witin me, ke cäänna m'aka a wakin kä Jooŋ ye naana päjjodo ye.
281819003d	Yoore, ikee nüütkene kä yaakki i batta mor wuuŋ ḍägä.
28181a00b6	Aŋ naana mäŋkalaŋ ikee kiinne ogo, ‘Däämje, Macii ïya luummuk,’ ye, ŋana ikee kaaccede woo. Aŋ naana jaajjin ogo, ‘Däämme ike inni äräk,’ ye, ŋana ikee luggede.
28181b0069	Bata yaana wïldïn diikede kä ñomuk atee ke ŋäjäk ye, bi beeljï bata äätin yen Minneni Mänbaan.
28181c0044	Aŋ nänṭ'a cäyge gin tüwon ye, i weñgä yoken ḍültü wïca.
28181d00e5	“Aŋ kä ḍeeraŋ aŋŋi naana tïñïdïn yen nïïnkä yaakca ti düüñïn ye, äŋ bi üljï ïñï, aŋ paan batta bi dïkï aŋ kiṭṭäni polloŋ bi ḍiimdit ïñï, aŋ teynäni yek wakkä polloŋ jïñe bi bükcï.
28181e00ef	“Aŋ waan yaanja ti gin'a nüütï ye, bi ükü woo polloŋ jï yen Minneni Mänbaan, aŋ wäättan ṭoŋ yek ŋommañ wiñe bi nüüjjï. Aŋ iken bi yürcï Minneni Mänbaan äätä curuŋgu gïtï kä teynä ke maaŋŋä yäwconḍe.
28181f00aa	Aŋ malaŋŋi yeeke bi tuce kä ïwok gültete, aŋ m'aka waŋŋe ye bi ḍüülünü ti kä ñomuk ke ŋäjäk ke ñaalok ke ïñï ke nänkä muure ïñï polloŋ ŋoy.
281820008e	“Ŋäjje nüüṇṇü gäärrä yen kaapṭä yaanni ti. Naana kimke kattä ïñï aŋ gitke ŋiimmin ye, i ŋäjje ogo yïltüke cokolono.
2818210071	Aŋ cäänna naana ikee yuṭṭee waak yaakka muure ye, i ŋïje ogo Minneni Mänbaan cokolono ti äntüke tük.
281822005a	Ikee kiine a gïtken, waak yaakka muure bi näŋï ḍuuggen, i batta mor kil yaanni tüw.
2818230050	Polloŋ ke Ŋommañ bi wïïcï ïñï, aŋ jiik yeeki batta bi wïïcï ïñï.
281824008f	“Nïïnnä yaanja ke wuuŋ yaanja baati m'ana ŋäjjä ye, cäänna ke malaŋŋi yek polloŋ jïñe batta ŋäjjä, a Wäy pare ken ŋäjjä.
2818250061	Bata wääna wäättee kä nïïnkä Noo ti ye, cäänna bi wäätï äätin Minneni Mänbaan ti.
2818260094	Aŋ nïïnkä yaakca ti i mor tääl irä iken ämï aŋ mätï, aŋ iken ḍïjï aŋ ḍeygä me, ke nïïnnä yaana kaaccene kä Noo kuun jï ye.
2818270083	Aŋ iken batta ŋäjjä ginkalaŋ ke tääl ääte aŋ iken müüññe muure, aŋ bi wäätï bata äätin yen Minneni Mänbaan ti.
2818280070	“Aŋ ook kä yew bi ñuugal yiil jï muuṭuk, aŋ keelok bi koowgu me aŋ yaŋkalaŋ bi mañjänä me ïñï.
2818290073	Aŋ määngä kä yew bi ḍïjï päämḍeynä ti aŋ keelok bi koowgu me aŋ yaŋkalaŋ bi mañjänä me ïñï.
28182a0057	“Aŋ cäyä i ïkï kiijjädä woo kä yaana äätin Pïṭo yüünü kujjeda kä ye.
28182b00b3	Aŋ yaakki ookci gïtï naana yoku men mooye yen än ŋäjjä wuuŋ yaana wali ken bi äätete käṭo ye, ike yoku kïïjjïdï woo aŋ än yeene batta bäägge liikä me gïtï.
28182c006e	Ikee dale yokic age tootin wuuggu muure, Minneni Mänbaan bi ätä kä wuuŋ yaana batta ike payde daa kä ye.
28182d00c1	“Aŋ a ŋaani ken a ñuugulo yaana a lüggïnï aŋ a ŋäjjo ye, yaana müükkünü men mooye yeene än yeene jïñe muure ye, aŋ meken iñde waak äämkä kä wuuŋ yaana päjjïdï ye ti?
28182e004f	Ŋerrä ñuugulo yaana wäädänä men mooye yeene ñuugal naana ike ḍuku ye.
28182f004e	Ikee kiine a gïtken men mooye ñuugulo yaanna bi müükke wakkä yeeke muure.
281830005c	Aŋ naana ñuugulo yaana a yaajgonḍe aŋ payit jone ti ogo, ‘Men mooye yeeni bi kuru,’
2818310055	aŋ üccï kä giimmä ñuuguloni meken aŋ ämï aŋ mätï ke maaddo määŋŋi ye,
281832006f	i men mooye yen ñuugulo yaanna bi ätä kä nïïnnä yaana batta ŋäjje ye, ke wuuŋ yaana batta ŋäjje ye.
281833007d	Aŋ ñuugulo yaanna bi jooje kä jooññu yaajgonḍe, aŋ bi ḍooce ke lääñoni nänṭä ba' ïwok ke ŋeeynä me leken.
2819010086	“Aŋ Yätkïtïn Polloŋ bi beeljï bata ṭulgu yaaka kä caay kuññu dikoni yeeken ye aŋ atï purjïdï ke or ñääṇṇä ye.
281902003c	Yaaka kä duuc ye a amgï aŋ yaaka kä duuc ye a ŋäjjoni.
2819030053	Yaaka kä duuc a amgï yaakka dikoni yeeken koowi aŋ batta a kujin ñownä dikoni.
2819040056	Aŋ yaaka kä duuc a ŋäjjoni yaakka kuññu küjbünni yek ñownä ke dikoni yeeken.
2819050048	Aŋ wääna or ñääṇṇä kuurenee ye iken muure bäŋŋä aŋ oodi.
281906007d	Aŋ mïïllä kule gïtï iken cükï yokïn yääw ogo, ‘Yooṭe or ñääṇṇä ïya äätä! Kääje woo aŋ paake.’
2819070042	“Aŋ ṭulgu juwin ñaalok muure aŋ dikoni yeeken tooti yokïn.
2819080086	Aŋ yaaka kä duuc a amgï yaakka jaajjin ŋäjjoni ti ogo, ‘Iñon ñownä yeekic ti kä ḍeewaŋ dikoni yooko ḍaŋŋa tüwok.’
2819090095	“Aŋ luugi ŋäjjoni ogo, ‘Uʼu, yaakki ïkïïn batta bi pääjjïnïn müürïnaan, päjjïdï ikee ate yääjoni ti aŋ kije yek ḍuuggic.’
28190a00c8	“Aŋ wääna iken attene kä kijene kä ye, i or ñääṇṇä ḍäägin ti, aŋ yaaka yoken agene kä tootin yaakka, kaaccene kä äräk nänṭä ba' ammani ñäänkä, aŋ äntüke üüljï me.
28190b0065	Aŋ kä ḍeeraŋ aŋŋi ṭulgu meken äätin aŋ jayok ogo, ‘Mügdo, Mügdo, kupkoon äntüke.’
28190c004a	“Aŋ luugi or ñääṇṇä ogo, ‘Ikee kiine a gïtken, ikee kuje.’
28190d0058	Aŋ aŋŋi kiijjede woo kä yaana nïïnnä ke wuuŋ yen ḍuukin yeeni kuje daa kä ye.
28190e00ac	“Aŋ ŋuca Yätkïtïn Polloŋ jïñe a pääygon kä oon yaana atï taaŋkalaŋ kä utar, aŋ ñuuguloni yeeke bärkene ti aŋ müükkene tiil yeeke wääna atee kä ye.
28190f00cb	Aŋ yaŋkalaŋ iññe kücümgü tiil kä duuc aŋ menen iññe kücümgü tiil kä yew, aŋ ḍäke iññe kücam tiil kä keelok aŋ yaŋkalaŋ daa iññe kä lïïldïn yeene. Aŋ wäättan ike attä.
281910006f	“Aŋ yaana kuññu kücümgü tiil kä duuc ye attä aŋ ñuugulenee kä aŋ ŋuucin ti meken kä duuc ŋuca.
2819110065	Aŋ yaana kuññu kücümgü tiil kä yew ye, näŋjin bata menen aŋ ŋuucin ti meken kä yew ŋuca.
2819120072	Aŋ ñuugulo yaana kuññu kücam tiil kä keelok yaanna küññü kääl, aŋ tiil men mooye yeene jïkke ïñï.
2819130081	“Aŋ wääna nïïnkä ḍiirene ye, i men mooye yen ñuuguloni yaakka ḍuukin, aŋ cääjjin ïñï paŋŋä tiil ti ke iken.
28191400df	Aŋ ñuugulo yaana a kujon kücümgü tiil kä duuc ye, äätin aŋ ääcin ti meken kä duuc ŋuca, aŋ jaajjin ogo, ‘Men mooye, ika iññaa kücümgü tiil kä duuc, aŋ yooru, ika ääcänä ti meken kä duuc ŋuca.’
2819150105	“Aŋ kiini men mooye yeene ogo, ‘Ŋeraŋ kä yaac! Ïkï ñuugulo ŋerconḍe yaana a lüggïnï ye, ïkï agä lüggïnï kä tïïññä gin ḍeerconḍe, ïkï bi ḍooceni ḍiirken gïtï, äätä kaacci jon ñamme gïtï yen men mooye yüünü ti.’
28191600b5	“Aŋ ike yaana a kujon kücümgü tiil kä yew ye, cäänna äätin aŋ jaajjin ogo, ‘Men mooye ika iññaa kücümgü tiil kä yew aŋ ika ääcänä ti meken kä yew ŋuca.’
28191700ff	“Aŋ kiini men mooye ogo, ‘Ŋeraŋ kä yaac! Ïkï ñuugulo ŋerconḍe yaana a lüggïnï ye, ïkï agä lüggïnï kä tïïññä gin ḍeerconḍe, ïkï bi ḍooceni ḍiirken gïtï, äätä kaacci jon ñamme gïtï yen men mooye yüünü ti.’
281918010a	“Aŋ yaana a kujon kücam tiil kä keelok ye äätin cäänna aŋ jaajjin ogo, “Men mooye yeeni, ïkï ŋäjjeni ñuugula yüünü caraŋ, ïkï iṭä nänṭ'a batta agii kä pïïton kä ye. Aŋ ïkï ḍüṭü nänṭ'a batta agii kä mäpon kä käwkä ye.
2819190057	Aŋ ika booññu aŋ ika attä aŋ tiil yüükü jïkkä ïñï. Tiil yüükü ikki.’
28191a00cf	“Aŋ luugi men mooye ogo, ‘Ïkï ñuugulo yaajgonḍe yaana a wuuñgon ye! Naana yoku ŋäjjä ika iṭä nänṭ'a batta agä pïïton kä, aŋ ika ḍüṭü nänṭ'a batta agä mäpon kä käwkä ye,
28191b0065	tiil yeeki batta äccädä kun tiil jï ina? Yoku ika käññä ginkalaŋ witken ti kä ḍeewaŋ.’
28191c007c	“Aŋ men mooye iinjin ogo, ‘Kücam tiil koowe ñuugulo yaanna ti, aŋ iñe m'ana cäyge kücümgü tiil kä caay yaanna.
28191d00a2	Aŋ m'ana cäyge ye bi iñgä me ḍiirken, aŋ bi cäyge kä ḍiräk, aŋ m'ana batta cäyge ye, yaaka bilti ike ti kä ḍeewaŋ ye, bi koojjunu me woo ike ti.
28191e0068	Aŋ ñuugulo yaana a waanjï yaanni yeepe woo mïïllä gïtï nänṭä ba' ïwok ke ŋeeynä me leken.
28191f0084	“Aŋ naana Minneni Mänbaan ätä kä maaŋŋä yeene, ke malaŋŋi yeeke muure ye, ike bi cääjjï nook yeene yen maaŋŋä wic.
281920008f	Aŋ ṭoŋ muure yoken bi ḍüülünü ti ñome ti, aŋ ike me bi kebe gïtï bata yaana kaaydo käbälgä kibbedeeda woo jüüloni gïtï ye.
2819210050	Aŋ ike käbälgä bi ḍooce buŋ birrä aŋ jüüloni bi ḍooce kä buŋ aam.
28192200d6	“Aŋ wäättan Yätkä m'aka cäyok buŋ birrä ti ye bi kiine ogo, ‘Ääte, ikee yaaka age ŋüülkïnï kä Wäyo ye, kaace ti Yätkïtïn ti yaana tutkene kä me wääna ïïjjïn ti naŋŋä ŋommañ ye ti.
2819230085	Ika nägana käñ aŋ ika äämgana. Aŋ ika nägana yeen aŋ ika määtkana piik. Aŋ ika agä boorgon aŋ ika gïmgana äärgic ti.
2819240076	Aŋ ika yori elaŋ, aŋ ika iiŋkana. Aŋ ika yore caraŋ, aŋ ika waañña. Aŋ ika cäyä gaŋgar, aŋ ika ookka.’
281925008b	“Aŋ bi luuku mä wotku ogo, ‘Pïṭo, a tooku ken yoorini näki käñ, aŋ ïkï äämgini, aŋ näki yeen, aŋ ïkï määtkini piik?
2819260063	Aŋ a tooku ken yoorini agii boorgon, aŋ gïmgïnï äärgo ti, aŋ yorü elaŋ, aŋ iiŋkini kä?
281927004b	Aŋ a tooku ken agii kä raac aŋ cääyii gaŋgar aŋ ïkï ookini kä?’
2819280086	“Aŋ bi luuku Yätkä ogo, “Ikee kiine a gïtken bata yaana näŋgene mädgi lïcken ke käwgi lïcken ye, i näŋgana kä ika.’
28192900a4	“Aŋ ike bi jaajjï m'aka buŋ aam ti ye ogo, ‘Aŋge yokic ika ti ikee mä tuumgin, kaace maañ yaana ke cüle a tütkïnï booŋïn ke meŋkeekeni yeeke ye ti.
28192a0072	Ika nägana käñ aŋ ika batta aga kä äämgïnï. Aŋ ika nägana yeen aŋ ika batta aga kä määtkïnï piik.
28192b00bc	Ika agä boorgon aŋ ika batta aga kä gïmgïnï äärgic ti. Aŋ yori elaŋ aŋ ika batta aga kä ïïŋkïnï. Aŋ ika agä raac aŋ ika cääyä gaŋgar aŋ ika batta aga kä ookon.’
28192c00d5	“Aŋ iken cäänna bi lüükcï jaajjï ogo, ‘Pïṭo, a tooku ken yoorini näki käñ ke yeen, aŋ agii boorgon aŋ yorü elaŋ aŋ agii raac aŋ cääyii gaŋgar aŋ ïkï batta agini kä yüükkïnï ti?’
28192d00b4	“Aŋ ike bi lüükcï ogo, ‘Ikee kiine a gïtken, naana ikee yaakke kä yüükkïn ti mädgi lïcken ke käwgi lïcken kä ḍeeraŋ ye, i ikee yaakke kä yüükkïn ti ika.’
28192e0075	“Aŋ mä yaackä bi atï kaacï jooññu gïtï ke cüle, aŋ mä wotku bi kaacï ti üṇṇü gïtï ke cüle.”
281a010056	Aŋ wääna Yeecüwa ḍaŋŋee kä jiik yaakka muure ye, i baaddoni yeeke kiinne ogo,
281a02009d	“Ŋäjje Poñ Kaaldin Wic äätïdï nïïnkä yew ti ñomuk, aŋ Minneni Mänbaan bi müükkünü me mäbaan aŋ ṭeljänä me ti ñaalok kaakkon jok.”
281a0300a1	Aŋ ḍuuŋku däŋkä ke yätïnï yek Yühüüṇṇï yoken ḍülï nänṭä ba' ḍuuŋgon daaŋ küülconḍe yen Jooŋ yaana battä me ogo Kayaapa ye ti.
281a040048	Aŋ läälin pugin ogo Yeecüwa mügjï ko ätkïtïn aŋ nägjï ḍok.
281a05004c	Aŋ iken jaajjin ogo, “Ŋana waan Poñ Kaaldin Wic ti, nuŋko me lelit.”
281a06005c	Aŋ wääna Yeecüwa cäyee kä Betani paa ba' Camaan yaana a näkon kä jaan ñomuk ina ye,
281a07009c	i iiŋ yaŋkalaŋ kääjin äräk ike ti ädit kuulkul pïtïna yaana kiygä me kä carrä ye, aŋ pookke Yeecüwa wiñe ti i ike cääy därŋañ ti ämï.
281a08005c	Aŋ wääna yoorene daa baaddoni ye, iken piiṇdin aŋ jayok ogo, “Yaakki ñiyene me ina!
281a090047	Päjjïdï yoku yääjji me woo kä caraŋ tiil yoku iñi me aangï.”
281a0a0077	Aŋ jiik yaakka ŋäjji Yeecüwa aŋ luukke ogo, “Ikee iiŋ rüüde yok ina? Ike näŋŋä nääŋkä ŋerken ika ti.
281a0b0053	Ikee bi cäygene kä aangï ke ikee kamat aŋ ikee batta bi cäygene kä ika kamat.
281a0c0045	Ike pïtïna yaakki pookke yori ti naŋŋe tutee kä jïŋŋä yeeni.
281a0d00ae	Ikee kiine a gïtken, nänṭä yaana päkene me Jiik Ŋerkä yen Jooŋ ŋommañ wic muure ye, nääŋka naŋi iiŋ yaanni ye, cäänna daa bi jaaygä me aŋ payte daa me.”
281a0e0075	Aŋ baaddoni yaaka caay witken kä yewwe ye yaana battä me ogo Yahüüja Garyüütï ye attä ḍuuŋku däŋkä ti,
281a0f007c	aŋ tääccin ogo, “Ika bi iña ŋaaka naana müükkene kä ye?” Aŋ ike iñi tiilgä gälkä waŋgen caykä kä ḍäk.
