0100000007	Jenesis
2d0d0901ab	E fo, Moses Osirizir Araziba kamaghɨn mɨgei, “Ia gumazamizibav soghtɨ, me arɨmɨghiran markɨ. Ia okɨman markɨ. Ia gumazamizir igharazibar biziba bagh naviba dɨkavan markɨ. Ia poroghamiba uari bakɨm uari ko dakuan markɨ.” Moses Osirizir Arazir kaba ko maba sara uaghan iti, da bar moghɨra akar vamɨra an aven iti, akar kam kamakɨn: “Nɨ uabɨra uabɨ gifongezɨ moghɨn, gumazamizir igharazibagh ifongegh.”
2d0d0a00b1	Nɨ gumazamizir igharazim gifongegh, arazir kuratamɨn a damighan kogham. Kamaghɨn amizɨ, gumazim igharaz darazigh ifongeghɨva, a Moses Osirizir Araziba guizɨn dar gɨn zui.
2d0d0b015d	Dughiar e datɨrɨghɨn itim, ia a gɨfo, kamaghɨn amizɨ arazir kɨ ia mɨkemeziba ia dar amu. Kar dughiar ia daguraguim ategh dɨkavigh angamɨra ikiamim. Ia fo, fomɨra dughiar e nɨghnɨzir gavgavim Kraisɨn itim, ko God en akuraghamin dughiam, aning mong uaningɨn saghon iti. Ezɨ datɨrɨghɨn God en akurvaghamin dughiar kam a roghɨra ize.
2d0d0c00ab	Amɨnirbɨrim gɨvasava amima, amɨnim tiasa. Kamaghɨn amizɨ, e mɨtatemɨn araziba bar da ateghɨva angazangarimɨn aven mɨsoghsɨ, mɨdorozir biziba inigh dar aghuam.
2d0d0d016a	E angazangarimɨn aruir gumazamizibar mɨn deraghvɨra daruam. E dɨpar onganibar amɨva onganan kogh, egh pura gumazamiziba isɨ pamten dɨmɨva ighiar kurabar arazibar amuan kogham. Egh gumaziba ko amiziba pura tintinibar uari ko dakuva, afiar arazibar amuan markɨ. Egh uari uariv soghɨva, munavɨn biziba bagh navim ikuvighɨva da inisɨ navim isian markɨ.
2d0d0e00ae	Egh ia uan Ekiam Krais Iesus arugh, mati gumazim mɨdorozir biziba aghui. Ia uan navir ghurimɨn arazibagh nɨghnɨghɨva, navir ghurimɨn ifongiam uam an gɨn mangan markɨ.
2d0e0100dd	Gumazim nɨghnɨzir gavgavim Kraisɨn ikia, an nɨghnɨzir gavgavim gavgavizir puvatɨ, ia gumazir kam inigh aven izɨtɨ a ian tongɨn ikiam. Ia, an navir averiamɨn aven itir nɨghnɨziba bagh, a ko uari adoghan markɨ.
2d0e020090	Gumazir nɨghnɨzir gavgavim itim, a biziba bar ada api. Ezɨ gumazir nɨghnɨzir gavgavim mong gavgavizir puvatɨzim, an asɨziba apir puvatɨ.
2d0e030133	Gumazir biziba bar da apim, gumazir asɨziba apir puvatɨzim gɨrakɨrangɨn adarir nɨghnɨzibar a damuan markɨ. Eghtɨ uaghan gumazir asɨziba apir puvatɨzim, a fo, God a inizɨ a siosɨn aven ize, kamaghɨn, a gumazir biziba bar ada apimɨn arazibar gan da tuisɨghan markɨ egh suam, an araziba ikufi.
2d0e0400f7	Nɨ tina, nɨ ghaze, kɨ ti gumazir igharazimɨn ingangarir gumazimɨn araziba tuisɨgham. Puvatɨ. Bizir a tugh gavgavigham o a irɨghamim, kar an Gumazir Ekiamɨn bizim. Kamaghɨn amizɨ, Ekiam uabɨ a damightɨ, a guizbangɨra tugh gavgavigham.
2d0e0500c7	Gumazitam suam, dughiar mam dughiar mabagh afira. Eghtɨ gumazir igharazim suam, dughiaba bar magh gari. Eghtɨ gumazamiziba bar vaghvagh uari gɨfogh suam, nɨghnɨzir manam men nɨghnɨzimɨn dera.
2d0e06010d	Gumazir dughiar mam pɨrafim, an Ekiamɨn ziam fasa kamaghɨn ami. Ezɨ gumazir biziba bar ada apim, a dagheba bagha God mɨnabava, tuavir kamɨn Ekiamɨn ziam fe. Gumazir asɨziba apir puvatɨzim, a God mɨnaba, Ekiamɨn ziam fasa nɨghnɨgha, dagher maba ataghɨrasi.
2d0e07009d	E fo, en tongɨn itir gumazitam suam, nan ikɨrɨmɨrir angamɨra itim, a nan bizimra puvatɨ. Eghtɨ gumazitam suam, nan ovevem, uaghan nan bizimra puvatɨ.
2d0e08008e	E angamɨra ikɨva, Ekiam bagh ikiam. E aremeghɨva, Ekiam bagh aremegham. Kamaghɨn amizɨ, e angamɨra iti, o e areme, e Ekiamɨn adarazira.
2d0e090084	Bizir kamɨn mɨngarim kamakɨn. Krais aremegha ua dɨkafi. Kamaghɨn an angamɨra itiba ko aremeziba bar moghɨra men Ekiamɨn iti.
2d0e0a00f4	E fo, e bar Godɨn kotiamɨn tuivightɨ, an en araziba tuisɨgham. Kamaghɨn amizɨ, nɨ uabɨ, nɨ uan adarazir araziba tuisɨghan kogh suam, men araziba ikufi. Nɨ uabɨ, nɨ uan adarazir gɨrakɨrangɨn adarir nɨghnɨzibar me damuan markɨ.
2d0e0b0110	E fo, Godɨn Akɨnafarim kamaghɨn mɨgei: “Kɨ ian Ekiam, kɨ zurara ikɨvɨra ikiam, kamaghɨn amizɨ kɨ guizbangɨra ia mɨgei, ‘Nguazimɨn itir gumazamiziba bar moghɨra nan guamɨn teviba apɨrigh, egh uan akabar nan gun mɨkɨm suam, kɨ guizbangɨra God.’”
2d0e0c004a	Kamaghɨn amizɨ, e bar vaghvagh uan arazir amizibar gun Godɨn mɨkɨmam.
2d0e0d00ad	Kamaghɨn amizɨ, e gumazir igharazibar araziba ua da tuisɨghan kogham. Egh ia nɨghnɨzir igharazimɨn gɨn mangɨva, uan adarazir amutɨ me arazir kuram damu iran kogham.
2d0e0e013c	Kɨ Ekiam Iesus ko poroghav iti, bizir kam nan nɨghnɨzim gamizɨ a bar kuiaghirɨzɨ, kɨ guizbangɨra kamaghɨn fo, bizitam uabɨ Godɨn damazimɨn mɨzezir puvatɨ. Eghtɨ gumazitam suam, bizir manam an damazimɨn zuezir puvatɨ. Eghtɨ bizir kam an nɨghnɨzimɨn guizbangɨra bar mɨzeghtɨ an a damuan markɨ.
2d0e0f0127	Nɨ daghetam amɨtɨ, nɨn anav gan nɨghnɨgh suam, a Godɨn damazimɨn mɨze, eghtɨ arazir kamɨn nɨ an nɨghnɨzim gasɨghasɨgham. Nɨ kamaghɨn damuva nɨ munav gifongezir arazimɨn gɨn mangan kogham. Krais munav bagha areme, ezɨ nɨ puram apir arazim a damuva a gasɨghasɨghan markɨ.
2d0e100073	Egh ia kamaghɨn damuan markɨ, ia igharaz darazir amutɨ, me ian arazir aghuim mɨkɨm suam, ia arazir kuram gami.
2d0e1100e8	E fo, God Bizibagh Ativir Arazim, a dagheba apir araziba o dɨpaba apir arazim puvatɨ. A Godɨn damazimɨn derazir arazim ko, navir vamɨran ikiamin arazim ko, bar akongezir arazim. Arazir aghuir kaba, da Godɨn Duamɨn aven otifi.
2d0e120099	Tina tuavir kamɨn Kraisɨn ingangarim damigh, a God damutɨ, an a bagh bar akuegham. Egh a gumazamizibar amutɨ, me mɨgɨrɨgɨar aghuibar a mɨkɨmam.
2d0e1300b3	Kamaghɨn amizɨ, e zurara igharaz darasi ko navir vamɨra ikiamin arazibar gɨn mangɨva, arazir gumazamizir igharazibar amutɨ me tugh gavgavighamiba, dar gɨn mangɨ dar amuam.
2d0e1400fe	Nɨ daghemra nɨghnɨgh, tuavir kamɨn God amizir arazibagh asɨghasɨghan markɨ. Guizbangɨra, dagheba bar, ada dera. Eghtɨ nɨ daghetam amɨtɨ, bizir kam gumazir igharazim damightɨ, an arazir kuram damigh irɨghtɨ, kamaghɨn nɨ arazir kuram gami.
2d0e150093	Nɨ asɨzitam ko wainɨn dɨpatam amɨva bizir igharazitam damightɨ, tuavir kamɨn da nɨn anav damightɨ a irɨgham. Nɨ kamaghɨn damuan markɨ.
2d0e160109	Nɨn nɨghnɨzir gavgavir bizir kamɨn itim, a nɨn navimɨn ikɨ. God nɨn nɨghnɨzim gɨfozɨ, nɨ gumazir igharazitamɨn mɨkɨman markɨ. Gumazitam bizitam guizbangɨra, a gɨnɨghnɨzi, bizir kam derazɨ, an navim osemezir puvatɨ, gumazir kam bar akongegham.
2d0e170134	Gumazitam asɨzitam o daghetam amɨva, nɨghnɨzir pumuning ikɨtɨ, God a mɨkɨm suam, an arazir kuram gami. An amir arazir kam, nɨghnɨzir gavgavim gisɨn tuzir puvatɨ, kamaghɨn osɨmtɨzim an iti. Guizbangɨra, e nɨghnɨzir gavgavim gisɨn tughan kogh arazir manam damutɨ, God suam, an arazir kuram.
2d0f0100a2	E gumazamizir nɨghnɨzir gavgavim itiba, gumazamizir gavgaviba puvatɨziba, men osɨmtɨziba ater men akurvagham. E uarira uarir akurvaghsɨ nɨghnɨghan kogham.
2d0f020099	E bar vaghvagh uan adarazi bagh pamten ingar men akurvagham. E kamaghsua, men nɨghnɨzir gavgavim gavgavigh ikɨvɨra ikiam, kamaghɨn e men akurvagham.
2d0f0300b3	E fo, Krais uabɨ uabɨn akurvaghasa nɨghnɨzir puvatɨ. Godɨn Akɨnafarimɨn arazir a batozimɨn osizirim kamakɨn, “Akar kurar gumazamiziba nɨ gasiba, da uaghan na gire.”
2d0f0400ea	Godɨn mɨgɨrɨgɨar me fomɨra Godɨn Akɨnafarimɨn osiriziba, da bar en sure damuasa me ada osiri. Mɨgɨrɨgɨar kam e damutɨ, e nɨmɨra ikɨ, osɨmtɨziba aterɨva tugh gavgavigh God e danɨngamin bizir aghuiba bagh mɨzuamam.
2d0f0500f0	Datɨrɨghɨn kɨ ia bagha God ko mɨgɨa ghaze, God uabɨ e gamima, e nɨmɨra ikia osɨmtɨziba atera tugha gavgafi. Egh a ia damutɨ, ia Krais Iesus amizir arazibar gɨn mangɨ, egh tuavir kamɨn ia igharaz darazi ko navir vamɨra ikiam.
2d0f060097	Kamaghɨn amizɨ kɨ ia bagh Godɨn azangsɨghtɨ, ia navir vamɨra ikɨva bar moghɨra uari inigh Godɨn ziam fam, an en Ekiam Krais Iesusɨn Afeziam.
2d0f0700be	Kamaghɨn amizɨ, gumazamiziba Godɨn ziam fɨsɨ, ia Kraisɨn adarazi ia uarira uari inigh bar akongegh. Krais ia inigha aven izezɨ moghɨn, ia igharaz darazi inigh aven izɨ bar akongegh.
2d0f0800d3	Kɨ ia mɨgei, Krais Judabar ingangarir gumazimɨn oto. An arazir kam kamaghɨn aka, God mɨkemezir akaba da bar guizbangɨra. Da kamakɨn, God en ovaviba ko amizir akar dɨkɨrɨziba, da guizbangɨra otivigham.
2d0f090120	Krais uaghan kamaghsua, a Kantrin Igharazibar Gumazamizibar amightɨ, me Godɨn apangkuvim bagh an ziam fam. Godɨn Akɨnafarim bizir kam kamaghɨn a mɨgei: “Kamaghɨn amizɨ, kɨ Kantrin Igharazibar Gumazamizibar tongɨn ikɨva nɨ mɨnamam. Egh kɨ nɨn ziam fɨva ighiabar amuam.”
2d0f0a00a4	Egha Godɨn Akɨnafarim mɨgɨrɨgɨar igharazim uaghan iti: “Ia Kantrin Igharazibar Gumazamiziba, ia Godɨn gumazamiziba Israelia, ia me ko ikɨ bar akongegh.”
2d0f0b00aa	Ezɨ mɨgɨrɨgɨar mam uaghan kamaghɨn mɨgei: “Ia Kantrin Igharazibar Gumazamiziba bar, ia Ekiamɨn ziam fɨ! Egh nguazimɨn itir anababa, ia bar an ighiabar amu!”
2d0f0c013a	Ezɨ Aisaia uaghan kamaghɨn mɨkeme: “Atrivir igiam, Jesin ovavir boribar tongɨn otogh, mati temer ghuzir igiam, temer dakar kamɨn oto. God gumazir kam amɨseveghtɨ, an atrivimɨn otogh izɨva Kantrin Igharazibar Gumazamizibar ganam. Egh a me damutɨ, me bizir aghuir a me danɨngamiba bagh mɨzuam ikiam.”
2d0f0d017b	Kɨ ia bagha God ko mɨgei, Godra, a ian akuraghtɨ, ia bizir aghuir gɨn izamiba bagh mɨzuamam. God kamaghsua, an Duamɨn gavgavimɨn, a ia damutɨ, ian arazir gɨn izamin bizir aghuiba bagha mɨzuaim, an aghung mangɨ bar ekevegham. Kamaghɨn amizɨ, God ian nɨghnɨzir gavgavir an itimɨn tuavimɨn, a ia damutɨ, navir amɨrizim ko bar akongezir arazim, bar ia gizɨvagham.
2d0f0e00cf	Nan adarasi, kɨ uan navimɨn aven kɨ nɨghnɨzir gavgavim ikia kamaghɨn fo, ia zurara arazir aghuibagh ami. Egha fofozir guar avɨriba iti. Kamaghɨn ia vaghvagh nɨghnɨzir aghuiba uarira uari danɨngam.
2d0f0f0229	Ezɨ kɨ akɨnafarir kamɨn aven akar mabagh nɨghnigha, kamaghɨn ian nɨghnɨziba dɨkavasa ia bagha mong akar gavgaviba osiri. Kɨ fo, God nan apangkuvigha na mɨsevezɨ, kɨ Krais Iesusɨn ingangarir gumazimɨn ikiava, Kantrin Igharazibar Gumazamiziba bagha ingari. God kamaghɨn ifonge, Kantrin Igharazibar Gumazamiziba, me ofan mɨn ikɨ a damutɨ a me bagh bar akongegham. Eghtɨ Godɨn Duam me damightɨ, me God baghvɨra ikiam. Kamaghɨn amizɨ, nan ingangarim kamaghɨn iti, kɨ ofa gamir gumazimɨn mɨn ingara Godɨn Akar Aghuim me mɨkɨri.
2d0f110077	Kɨ Krais Iesus ko porogha ingangarim gami, kamaghɨn amizɨ ingangarir kɨ God bagha amir kam, kɨ a bagha bar akonge.
2d0f120232	Kɨ bizir igharazibar gun mɨkɨman kogham, bizir vamɨran kam kɨ an gun mɨkɨmasa: Kɨ Krais ko ingarima Krais na bagha tuaviba arɨzima, kɨ Kantrin Igharazibar Gumazamiziba an gɨn mangasa men sure gami. A nan aven ingarima, mɨgɨrɨgɨar kɨ me mɨgeiba ko arazir kɨ amiziba, ko mirakelɨn gavgaviba ko arazarazir kɨ amiziba, me dar garima da me gamima me Godɨn gɨn zui. Bizir otozir kaba, Godɨn Duamɨn gavgavimɨn kɨ a dagh amima da otifi. Kamaghɨn amizɨ, kɨ Jerusalemɨn ikegha Kraisɨn Akar Aghuim bar anekura ghua Ilirikumɨn Provinsɨn oto.
2d0f1400d8	Nan ifongiam kamakɨn: kɨ Kraisɨn Akar Aghuim danganir gumaziba oraghizir puvatɨzibar anekunasa bar ifonge. Kɨ kamaghɨn aghua, me suam, Pol gumazir igharazim kunizir dɨpenir akɨnibagh isɨn dɨpenimɨn ingari.
2d0f1500eb	Godɨn Akɨnafarim mɨkemezɨ moghɨn kɨ damuasa: “Gumazamizir an eghaghaniba faragha da baraghizir puvatɨziba, datɨrɨghɨn da baragham. Gumazamizir faragha an mɨgɨrɨgɨaba baraghizir puvatɨziba, datɨrɨghɨn dagh fogham.”
2d0f160068	Dughiar avɨriba, kɨ ia bagha izasava amima, ingangarir kam nan suirazɨ, kamaghɨn kɨ izezir puvatɨ.
2d0f170061	Egha datɨrɨghɨn kɨ nguibar kabar ingangariba puvatɨ. Kɨ azenir avɨribar ian ganasa ifonge,
2d0f18011c	kamaghɨn amizɨ, kɨ datɨrɨghɨn izasa. Kɨ ghaze, kɨ kagh dɨkavigh Spenɨn Kantrin mangɨsɨ mangɨ, Spenɨn darorim ategh ia ko tong ikeghɨva, gɨn Spenɨn mangam. Kɨ ian gan, egh tong ia ko ikɨsɨ bar akuegham. Eghtɨ ia tuavimɨn ivezim nan akuraghtɨ, kɨ Spenɨn mangam.
2d0f19005a	Kɨ datɨrɨghɨn Godɨn adarazi bagh akurvazitam inigh Jerusalem Nguibar Ekiamɨn mangam.
2d0f1a00d1	Ia fo, Jerusalemɨn itir Godɨn adarasi, men tongɨn itir gumazamizir maba biziba bar puvatɨ. Kamaghɨn amizɨ, Masedonia ko Akaian Provinsɨn itir siosba me bagha dagɨaba arɨghasa bar ifuegha akam mɨsoke.
2d0f1b01b5	Me uan ifongiamra an gɨn ghua kamaghɨn ami. Kar guizbangɨra, Kantrin Igharazibar Gumazamiziba, me Israelɨn gumazamizir onganarazibar akurvaghamin ingangarim iti. Guizbangɨra, Israelia fomɨra Godɨn bizir aghuir avɨriba isa Kantrin Igharazibar Gumazamizibagh anigha men duabar akura. Kamaghɨn amizɨ, Kantrin Igharazibar Gumazamiziba ikarvaghamin bizim iti, me nguazir kamɨn bizir aghuiba isɨ Israelia danɨngɨva me ikarvagham.
2d0f1c0085	Kɨ faragh dagɨar kaba bar a da inigh Jerusalemɨn mangamin ingangarim agɨvaghɨva, gɨn Spenɨn mangɨsɨ izɨ ian ganigh, mangam.
2d0f1d005d	Kɨ fo, kɨ izɨ ia bativamin dughiam, Krais bizir aghuir bar avɨribar en tongɨn dar amuam.
2d0f1e00f2	Nan adarasi, en nɨghnɨzir gavgavir Ekiam Krais Iesusɨn itim ko, Godɨn Duam e ganɨdir igharaz darazigh ifongezir arazim, kɨ bizir kamning gɨnɨghnɨgha kamaghɨn ia gakaghori, ia na ko porogh pamtem God ko mɨkɨm na bagh an azangsɨgh.
2d0f1f00bb	Egh kamaghɨn mɨkɨm, Judian itir nɨghnɨzir gavgavim puvatɨziba na gasɨghasighan kogham. Eghtɨ Jerusalemɨn itir Kraisɨn adarazi nan ingangarir kɨ me bagha amim bagh bar akuegham.
2d0f20008b	Kamaghɨn God ifueghtɨma, kɨ ia bagh izɨsɨ nan navir averiam bar akuegham. Egh ia ko avughsɨ ua uan gavgavim inisɨ, egh bar akuegham.
2d0f210075	Kɨ kamaghɨn Godɨn azai, Godɨn navir amɨrizim ko dabirabir aghuim anɨdim, bar moghɨra ia ko ikɨ. Guizbangɨra.
2d100100ad	Kɨ ghaze, ia kamaghɨn fogh, Fibi en buaramizim, an amizir bar aghuim. Ia deragh a damu. An ingangarim kamakɨn, a Senkrian nguibar ekiamɨn itir siosɨn ingangarir amizim.
2d100200e6	Kɨ kamaghsua, ia Ekiam gɨnɨghnɨgh Fibi inightɨ a ia ko ikɨ. Kar arazir aghuir e Godɨn gumazamiziba damuamim. Egh a bizitizim puvatɨghtɨ ia an akuragh. Guizbangɨra, a gumazamizir avɨribar akurvagha egha uaghan nan akura.
2d1003007f	Ezɨ kɨ uan akam isa Prisila ko Akwila bagha anemaga ghaze, Afeziam aning ko ikɨ. Aning na ko Krais Iesusɨn ingangarim gami.
2d1004009a	Aning nan akurvagha na bangɨn oveghai. Kamaghɨn, kɨ uabɨra puvɨram aning mɨnabi. Ezɨ Kantrin Igharazibar Gumazamizibar siosba uaghan aning mɨnabi.
2d1005011d	Egha kɨ uan akam isa aningɨn dɨpenimɨn uari akuvir sios bagha anemaga ghaze, Afeziam vaghvagh me ko ikɨ. Egha kɨ uan akam isa nan namakam Epainetus bagh anemaga ghaze, Afeziam a ko ikɨ. A Esian Provinsɨn itir gumazamiziba bar men faraghavɨra nɨghnɨzir gavgavim Kraisɨn iti.
2d10060063	Egha kɨ uan akam isa Maria bagha anemaga ghaze, Afeziam a ko ikɨ. A ian akuraghasa pamten ingari.
2d1007011e	Egha kɨ uan akam isa Andronikus ko Junia bagha anemaga ghaze, Afeziam aning ko ikɨ. Gumazir kam ko amizir kam, aning e Judan ikɨzir vamɨra, egha na ko kalabusɨn ike. Aning Kraisɨn aposelbar tongɨn ziar ekiamning itima, me bar aning gɨfo. Ezɨ aning nan faragha ghua Krais gɨfo.
2d10080090	Egha kɨ uan akam isa Ampliatus bagha anemaga ghaze, Afeziam a ko ikɨ. Ga uaghara Ekiam ko porogha kamaghɨn ga namakar aghuimningɨn mɨn iti.
2d100900cc	Egha kɨ uan akam isa Urbanus bagha anemaga ghaze, Afeziam a ko ikɨ. An e ko Kraisɨn ingangarir gumazim. Egha Stakis uaghan, kɨ a bagha akam amaga ghaze, Afeziam a ko ikɨ. A uaghan nan namakar aghuim.
2d100a012a	Egha kɨ uan akam isa Apeles bagha anemaga ghaze, Afeziam a ko ikɨ. A Kraisɨn gɨn zuima osɨmtɨziba a bativima, an nɨghnɨzir gavgavim Kraisɨn ikiavɨra iti, ezɨ bizir kam bagha a ziam iti. Egha kɨ uan akam isa Aristobulusɨn dɨpenimɨn itir darazi bagha anemaga ghaze, Afeziam me ko ikɨ.
2d100b00d1	Egha kɨ uan akam isa Herodion bagha anemaga ghaze, Afeziam a ko ikɨ. Ga Judan ikɨzir vamɨra. Egha kɨ uaghan uan akam isa Narsisusɨn dɨpenimɨn aven itir Ekiamɨn adarazi bagha ghaze, Afeziam me ko ikɨ.
2d100c00ec	Egha kɨ uan akam isa Trifina ko Trifosa bagha anemaga ghaze, Afeziam aning ko ikɨ. Aning Ekiam bagha pamten ingari. Egha uaghan uan akam isa nan roroam Persis bagha anemaga ghaze, Afeziam a ko ikɨ. A uaghan Ekiam bagha pamten ingari.
2d100d00d1	Egha uaghan akam isa Rufus bagha anemaga ghaze, Afeziam a ko ikɨ. A gumazir bar deragha Ekiamɨn gɨn zuim. An amebam uaghan, kɨ a bagha akar aghuim amadi. A guizbangɨra uan borimɨn mɨn deravɨra na gami.
2d100e00b6	Egha kɨ uan akam isa Asinkritus ko Flegon ko Hermes, ko Patrobas, ko Hermas, ko nɨghnɨzir gavgavim Ekiamɨn ikia me ko itiba bar, me bagh akam amaga ghaze, Afeziam bar me ko ikɨ.
2d100f00b4	Egha kɨ uan akam isa Filologus ko Julia, ko Nereus uan buaramizim sara, ko Olimpas, ko Godɨn gumazamizir me ko uari akuviba bar, me bagh akam amaga ghaze, Afeziam bar me ko ikɨ.
2d101000a9	Ia Kraisɨn adarasi, e uan arazimɨn gɨn mangɨva, ia uan adarazir dafaribar suigh. Ezɨ Kraisɨn siosba bar, uan akaba isa ia bagha da amaga ghaze, Afeziam ia ko ikɨ.
2d101100e7	Nan adarasi, kɨ akar gavgavim ia mɨkɨmasa, Ia gumazir ia abɨziba bagh deraghvɨra gan. Gumazir kaba, ian marazir nɨghnɨzir gavgavibagh asɨghasɨghava, suren akar ia inizibar apanim gami. Kamaghɨn amizɨ, ia men saghon ikɨ.
2d10120117	Me en Ekiam Krais Iesusɨn ingangarim gamir pu. Puvatɨ. Me uan inivafɨzim ifongezir arazibar gɨn zui. Me mɨgɨrɨgɨar aghuiba ko mɨgɨrɨgɨar navibagh inivibagh amuava, gumazamizir arazir kurabagh ifozir puvatɨziba me gifara, men nɨghnɨzibagh amima, me okam nɨghnɨsi.
2d101300e2	Gumazamiziba bar kamaghɨn oraki, ia Akar Aghuim inigha deravɨra an gɨn zui. Kamaghɨn amizɨ, kɨ ia bagha bar akonge. Kɨ kamaghɨn ifonge, ia arazir aghuiba bar adagh fogh, egh arazir kurabar amuamin fofoziba puvatɨgham.
2d101400ef	Dughiar bar otevimɨn, Godɨn navir amɨrizim ko dabirabir aghuarim anɨdim, a Satanɨn gavgavim gasɨghasɨghɨva ian amamangatɨghtɨ, ia Satan dɨkaraghtɨma, a ian dagaribar apengan ikiam. En Ekiam Krais Iesusɨn apangkuvim ia ko ikɨ.
2d101500b9	Timoti, na ko ingarir gumazim, a uan akam isa ia bagha anemaga ghaze, Afeziam ia ko ikɨ. Ezɨ Lusius ko, Jason ko, Sosipater, me na ko e ikɨzir vamɨra, me uaghan ia bagha akam amadi.
2d10160085	Kɨ Tertius, kɨ uaghan uan akam isa ia bagha Ekiamɨn ziamɨn anemadi. Kɨ Polɨn akaba inigha ia bagha akɨnafarir kamɨn da osiri.
2d1017013d	Ezɨ Gaius uan akam isa, ia bagha anemaga ghaze, Afeziam ia ko ikɨ. Kɨ Pol kɨ Gaiusɨn dɨpenimɨn aven itima, a bar deragha na gami. Ezɨ Siosɨn mam uaghan Gaiusɨn dɨpenimɨn aven uari akufi. Ezɨ Erastus nguibar kamɨn Gavmanɨn dagɨabar garir gumazim, ko en mav Kuartus, aning uan akam isa ia bagha anemadi.
2d10190299	E Godɨn ziam fam! God gavgavir ekiam ikia, kamaghɨn a ia damutɨ ia nɨghnɨzir gavgavimɨn suiragh gavgavigham! Bizir kam, kɨ an akar aghuim akura, bizir kam uaghan a mɨgei. Akar Aghuir kɨ akurim, a Krais Iesusɨn Akar Aghuim, a guizɨn akar mogomem, bar fomɨra azenir avɨribar modogha iza, datɨrɨghɨn azenim girɨ. Guizɨn akar mogomer kam, Godɨn akam inigha izir gumazibar osiziriba, da gumazamizibagh amizɨ, me akar mogomer kam gɨfo. Godɨn ovengan koghamim, Akar Gavgavimɨn kamaghɨn mɨgɨa ghaze, akar mogomer kaba azenim girɨtɨ, Kantrin Igharazibar Gumazamiziba bar dagh foghɨva, nɨghnɨzir gavgavim Kraisɨn ikɨ kamaghɨn an gɨn mangam.
2d101b00bc	Ezɨ kɨ kamaghɨn ifonge, Krais Iesus e damutɨ, e Godɨn ziam fam. Anarɨra a God, egha a uabɨra fofoziba bar iti. Kamaghɨn amizɨ, e zurara an ziam fɨ mamaghɨra ikiam. Guizbangɨra!
2e00000007	1 Korin
2e01010083	Kɨ Pol, kɨ Krais Iesusɨn aposel. God uabɨ ifongegha, na gamizɨ kɨ aposelɨn oto. Kɨ, Kraisɨn gɨn zuir gumazim Sostenes ko,
2e01020137	ga akɨnafarir kam ia Korinɨn nguibar ekiamɨn itir sios bagha an osiri. Krais Iesus ia gamizɨma, ia a baghavɨra iti. Egha a ua bagha ia amɨsevezɨ, ia a ko poroghav iti. A ia ko, nguazimɨn itir gumazamizir Krais Iesusɨn ziam feba bar, a ia mɨsefe. Krais Iesus, en Ekiam. A men Ekiam, ko uaghan en Ekiam.
2e01030075	Kɨ God ko mɨgɨa ghaze, God en Afeziam ko en Ekiam Krais Iesus, aning ian apangkuv, egh navir amɨrizim ia danɨng.
2e01040087	God, Krais Iesusɨn ingangarimɨn tuavimɨn, ian apangkuvigha, deragha ia gami. Kamaghɨn kɨ zurara ia gɨnɨghnɨgha uan God mɨnabi.
2e010500e2	Kɨ a mɨnabagha ghaze, Kraisɨn akar e ia mɨkɨnizim, a ian navibar ikia gavgafi. Ia Krais ko poroghav itima, God bizir aghuir avɨrim ia ganɨngizɨ, da ia gizɨfa, kar akam akurir arazir avɨriba, ko fofozir guar avɨriba.
2e0107008e	Kamaghɨn, ia datɨrɨghɨn en Ekiam Krais Iesus azenim giramin dughiam mɨzua, Godɨn Duam anɨngizir bizir aghuitam, ia an otevizir puvatɨ.
2e010800a4	Krais Iesus gavgavim ia danɨngtɨ, ia gavgavigh mangɨ, dughiar abuananamɨn otoghtɨ, bizir kuratam en Ekiam Krais Iesus Uamateghamin Dughiamɨn ian ikian kogham.
2e01090081	God uan Otarim Krais Iesus, en Ekiam a ko navir vamɨra ikiasa ian dia. Eghtɨ God damuasa mɨkemezɨ biziba, a bar adar amigham.
2e010a00f0	Nan adarasi, kɨ en Ekiam Krais Iesusɨn ziamɨn pamtem kamaghɨn ia gakaghori, ia bar navir vamɨra uariv geir mɨgɨrɨgɨaba ikɨ. Egh ia tintinimɨn bɨghiran markɨ. Ia ikɨzir vamɨra, ko nɨghnɨzir vamɨra, ko ifongiar vamɨra ikɨ.
2e010b0044	Nan adarasi, Kloen adarazi na mɨgɨa ghaze, ia adaribar uarigh ami.
2e010c0105	Kɨ arazir ia uari adozir ian tongɨn itim mɨgei. Marazi kamaghɨn mɨgei, “Kɨ Polɨn anav.” Ezɨ marazi kamaghɨn mɨgei, “Kɨ Apolosɨn anav.” Ezɨ marazi kamaghɨn mɨgei, “Kɨ Pitan anav.” Ezɨ marazi kamaghɨn mɨgei, “Kɨ Kraisɨn anav.”
