2800000007	MÀTAY
4202110109	«Wɛy mbuur awe anà an'tsü uwem ndaa ukatɛɛnà Dweelà akà Ikööŋ!» «Mbuur asàwal iböŋ, mɛ in'sun'pà mane aŋàyee, mɛ in'sun'pà un'kul a pɛɛl. Udu awa kyàŋàsɔn ikɔb akün mpa uyöb mbuur isàkɔɔn akal mbuur kan'wal kya.»
42021200b1	«Sɔn akà un'kyeey a Ikööŋ akyà u Tyatir naa: Le ndaa utɛɛnà Mwan a Nzam, mbuur awe anà mii asànaa làlem a mbaa anà in'kɔl asànaa brɔnze aŋàlɛɛŋ.
42021300a4	Mɛ in'kyàyöb isal angye, ukwen angye, làkwikilà angye, nsyääl angye anà muküünà angye. Isal angye byà ntsüü byan'söön byàtàtwɛb.
4202140102	Wɛɛ mɛ in'we anà pɛl làmwɛy ntɔn ngye: ngye akyàpà mbwo akà Yɛsàbɛl, un'kaar awà afàtɛn naa nde wà ŋangɔɔm anà afàbwiy asyääl amɛ ndwaŋ mukalɔŋ naa ba bàkyer ipasàsɛ anà bàdi in'twaŋ bàfàlääm akɔl.
4202150057	Mɛ kun'wɛy taaŋ mubuul mpem ande, wɛɛ nde ukwen anki mutoo unsà ipasàsɛ ande.
42021600a4	Le, mɛ in'yun'wɔm udu a itäb anà in'yun'tööm ngyɛb aŋàdiir, nde anà baar ufàtà nde abà inswem, isàkal naa ba bàsɔɔm anki nsyääl aba.
42021700da	Yumwɛy, mɛ in'sàdwa baan ande. Abun, Ikööŋ byanswà waa byàsàyöb naa mɛ in'wà mbuur in'fàyöb an'kyän anà ngyal a baar. Mbuur mbuur uboo a bɛ mɛ in'sun'pà asànaa iyà nsyääl ande.»
42021800c1	«Wɛɛ akà bɛ baar làbà u Tyatir mpa làbilà unsà nkääl a ube ayi anà làkɔ̈ɔ̈n aleŋ indübà a Satanà asànaa bàtɛɛnà ba, mɛ buur asin in'fàlakwɛy anki.
4202190057	Wɛɛ undiir làwe bɛ awà, làkäär wa ubwaŋàbwaŋ tii mpal in'sàyà mɛ.
42021a0075	Akà mbuur asàwal iböŋ anà asàkaar nsyääl amɛ tii u ntsüü, mɛ in'sun'pà ikɔ̈b udu a in'sɛŋ.
42021b005c	Nde asayaal a un'aŋ a ibeenà asànaa bàfàbɔl an'buuŋ amà bàböm anà tɔm.»
42021c005c	«Ikɔ̈b aki mɛ ŋakwo kya kàwɛl akà Taaràmɛ. Mɛ in'sun'pà sye mbwaar a tutu.»
42021d0051	«Wɛy mbuur awe anà an'tsü uwem ndaa utɛɛnà Dweelà akà Ikööŋ!»
4203010101	«Sɔn akà un'kyeey a Ikööŋ akyà u Sardes: Mbuur awe anà an'dweelà nsambwaar mà Nzam anà mbwaar nsambwaar atɛɛnà abà: Mɛ in'kyàyöb nsyääl angye: ngye akyàtoo làpaan naa ngye awe anà mɔ̈ɔ̈ kyekà ngye awà un'kü!
42030200a7	Kal kà igyɛɛŋ! Kaar ubwaŋàbwaŋ undiir an'saal ngye awà kusà wa mukwà ipepey. Ntɔn mɛ in'sàman anki nkääl angye yàŋàbwaŋ u mii a Nzam amɛ.
42030300d6	Abun, yɔbà ya yanswà kàwɛl ngye anà kàwem ngye, kaar ya, waa akyey man'be angye. Isàkal naa ngye mii aduub anki, mɛ in'sàyà asànaa mbüb, ngye asàyöb anki naa taaŋ nà mɛ in'sàyakuum.
42030400a4	Itàkal abà, uboo a Sardes, ngye awe anà ndam a baar mpa bàbi ipfɛy aba. Ba bàkyer asàkan'swà, bàŋàbwaar ipfey a pɛɛl, ntɔn ba bàŋàkwo.»
42030500cc	«Abun, mbuur asàwal iböŋ, asàbwaar ipfɛy a pɛɛl. Mɛ in'sàbiiŋ anki ikɔb ande uboo a un'kaan a mɔ̈ɔ̈. Mɛ in'fàsàyɔbà ikɔb ande kusà a Taaràmɛ anà kusà a akyeey ande.»
4203060052	«Wɛy mbuur awe anà an'tsü, uwem ndaa utɛɛnà Dweelà akà Ikööŋ!»
42030700f8	«Sɔn akà un'kyeey awà kà Ikööŋ akyà u Filadɛlfi naa: «Ŋun'kyɛɛl anà wà Ndandaa, mbuur afàkaar nsab a mfum David, awà afàduub, wɛɛ mbuur asàbäm watɛy, awà afàbäm, wɛɛ mbuur asàduub watɛy, kan'tɛn naa:
42030800d3	Mɛ in'kyàyöb nkääl angye. Mɛ kàduub ibeenà kusà a ngye, wɛɛ akà mbuur mwɛy ukwe anki mubäm kya. Ngye ngwal a mbɔɔn yatɛy, wɛɛ ngye kàläb ndaa amɛ, ngye ikɔb amɛ kàtön anki.
4203090106	Le, mɛ amapà baar a ndwà a nköŋ a Satanà, baar bàfàtɛn naa ba bà Ayudà, wɛɛ ba kà Ayudà anki, ntɔn ba bàfàtà loor. Le, mɛ in'kyer asatwaal ntɔn ba bàyàbwà an'köm kusà a ngye, waa ba bàsàyöb naa mɛ ngye akyakwen.
42030a009f	Ntɔn kàläb ngye ndaa amɛ unsà muküünà, mɛ sye in'kyer asatii mpal isàyà nsii u mɛɛn manswà, nsii ayà bàsàsà ntɔn baar a mɛɛn.
42030b0083	Mɛ in'wà tsütsü muyà. Kaar ubwaŋàbwaŋ undiir awà ngye awà, manà mbuur asin uyàgyɔɔr mpà a iböŋ angye.»
42030c0105	«Mbuur asàwal iböŋ, mɛ in'sun'sà ta uboo a idwà a Nzam amɛ, nde ufàsàtoo anki akà ikikye. Mɛ in'sàsɔn ikɔb a Nzam amɛ udu a nde, anà ikɔb a Yɛlusàlɛm làkün, bul alà lan'fà du akà Nzam amɛ, anà ikɔb amɛ kyàkün.»
42030d0052	«Wɛy mbuur awe anà an'tsü, uwem ndaa utɛɛnà Dweelà akà Ikööŋ!»
42030e00ae	«Sɔn akà un'kyeey a Ikööŋ akyà u Lawɔdisɛ naa: «Le ndaa utɛɛnà Amɛn, mbäl a lää anà wàndandaa, mbuur kàkyer Nzam indiir byanswà u mbwo a nde:
42030f007a	Mɛ in'kyàyöb nkääl angye. Mɛ in'kyàyöb naa ngye awà un'lɛy. Ngye alàkal akà mpye itàkal akà mbaa!
4203100053	Wɛɛ ngye mbaa yatɛy, mpye yatɛy, ngye awà un'lɛy, kyakin mɛ in'kyer asalwo!
42031100e4	Ntɔn ngye akatɛɛnà naa: "Mɛ in'wà ŋun'naaŋ, mɛ akyàtà bweel, mɛ ndöŋ a undiir asin yatɛy." Wɛɛ ngye ayöb anki naa ngye awà mbuur a ngyɛb, wànsyääm, ŋàlàmbwà, ikwàmii anà wànsàpɔl.
42031200fb	Kyakin mɛ amalɔm naa ngye asöm akà mɛ wɔl aŋàyir u mbaa ntɔn ngye abulà ŋun'naaŋ, anà ipfɛy a pɛɛl ntɔn mubwaar ntɔn nswɛn a nsàpɔl angye ikɔ̈ɔ̈n amɛnà, anà un'nɔ̈ ntɔn musɔŋ mii angye anà ngye afurà muman.
4203130079	Mɛ, mɛ in'fàŋän anà in'fàlɔ̈ɔ̈n baar banswà in'fàkwen mɛ. Abun, kal anà mbämà, buul mpem angye.
42031400bb	Le, mɛ awà u munàmbwo, in'wàmubɛɛrà. Isàkal naa mbuur an'wem ndaa amɛ anà an'duub ibɛɛnà, mɛ in'sàbilà u ndwà ande, mɛ in'sàdyà anà nde, nde anà mɛ.»
42031500bf	«Akà mbuur asàwal iböŋ, mɛ in'sun'pà mbwo mubwaay anà mɛ u kir a imwol amɛ, asànaa mɛ sye kàwɛl mɛ iböŋ anà kàkàbwaay mɛ anà Taaràmɛ u kir a imwol ande.»
4203160052	«Wɛy mbuur awe anà an'tsü, uwem ndaa utɛɛnà Dweelà akà Ikööŋ!»
42040100a3	Ungö apan, mɛ kàmɛn ibeenà aŋàduub u du. Ndaa atàtwɛb yàtɛn a mɛ, asànaa mfuŋ, ayi: «Yaläär pà, waa mɛ aswaŋ ndaa iyàyà ungö.»
420402007d	Apan sye Dweelà waa kan'wɛl. Wɛɛ le, u du kwo làkäl anà kir a imwol, mbuur mwɛy kàkäl wàŋàbwaay udu ala.
42040300dc	Mbuur kàkäl aŋàbwaay kàkäl asànaa in'kul a ntal amyà bàfàbel naa yaspe anà sardwan, kir a imwol làkäl uboo a unkwal a mbul awà kàkäl asànaa un'kul a ntal awà bàfàbel naa ɛmɛrɔde.
42040400e6	Umbil a kir a imwol màkäl anà an'kir asin mà imwol an'kwem mɔ̈ɔ̈l aŋinà: andweer an'kwem mɔ̈ɔ̈l aŋinà bàkäl bàŋàbwaay udu a ma, bàkyàbwaar ipfɛy a pɛɛl anà mpà a imfum a wɔl kun'tswe aba.
420405009d	In'nyäŋ anà ndaa anà idum myàyatoo u kir a imwol. Ndem a mbaa nswambwaar ayà an'dweelà nsambwaar mà Nzam yàmulɛɛmà kusà a kir a imwol.
42040600d3	Kusà a Kir a imwol kàkäl sye anà ngyäl a kölàköl wà tsɛk tsɛk asànaa talàtal. Uboboo a kir a imwol anà ukɔl bye anà ikyeer a mɔ̈ɔ̈ inà byàŋàyɔl a mii kusà anà ungö.
42040700aa	Ikyeer kyàtàtwɛb ifà akya asànaa ntaamà, kyàyweel asànaa un'tö a un'kɔk, kyàtär asànaa ntabwey a mbuur, kyànà asànaa inkaak kyàmuyifumà.
4204080136	Umwɛy umwɛy uboo a ikyeer a mɔ̈ɔ̈ byà inà kàkäl anà an'paab, an'paab an'syaam màŋàyɔl a mii u mbil anà uboo a ma. Mpib anà mwäänà bya byàfàyɔn anki mukyään naa: «In'kyɛɛl, in'kyɛɛl, in'kyɛɛl, Mwol, Nzam a ngwal yanswà, mbuur kàkäl, awà paa anà ayà.»
420409009f	Taaŋ lanswà byàpɛɛ ikyeer abi làkoo, nsyäŋà anà nkömà akà mbuur kan'bwaay u kir a imwol, akà mbuur awe anà mɔ̈ɔ̈ a mbul a in'tye,
42040a00e2	andweer an'kwem mɔ̈ɔ̈l aŋinà bàbwee an'köm kusà a mbuur kan'bwaay u kir a imwol. Ba bàkälà musyäŋà Ŋamɔ̈ɔ̈ a mbul a in'tye anà mutɔɔm mpà aba yà imfum kusà a kir a imwol anà mutɛn naa:
42040b00aa	«Mwol, Nzam abi, ngye an'kwo muwal làkoo, ibyääl anà ngwal. Ntɔn ngye mbuur kàkyer indiir byanswà, ngye kàkwen naa bya ikäl, bya sye waa byàmɛnà.»
4205010087	U kɔɔ a ibaal a mbuur kan'bwaay u kir a imwol, mɛ kàmɛn un'kaan aŋàsɔn uboo anà u nsà, wàŋàbäm a inyɛm nsambwaar.
4205020081	Apan, mɛ kàmɛn un'kyeey a ngwal wàmulaal in'kwɛŋ u ndaa a ngwal naa: «Nà kan'kwo mulwom inyɛm anà muduub un'kaan?»
4205030078	Wɛɛ, itàkal u du, u mɛɛn anà u ngyɛl a mɛɛn, akà mbuur mwɛy kàkwe anki muduub anà muler un'kaan u boo.
4205040079	Mɛ kàkyer alel mbɔɔn muman naa akà mbuur mwɛy kàmɛnà anki awà kan'kwo muduub un'kaan anà muler wa u boo.
42050500c8	Wɛɛ umwɛy uboo a andweer kàtɛn a mɛ naa: «Twon an'lel. Le, nde kàwɛl iböŋ, nde wà ntaamà a un'sɛŋ a Yudà, u mbil a David, nde asàduub un'kaan anà inyɛm awa byànsambwaar.»
420506010b	Apan, mɛ kàmɛn un'tö a un'kɔk asànaa wàŋàdwa an'yàtoo u boboo a kir a imwol anà ikyeer inà anà u boboo a andweer. Wa kàkäl anà mbwaŋ, mbwaŋ nsambwaar anà mii, mii nsambwaar amyà an'dweelà nsambwaar kàtöm Nzam u mɛɛn manswà.
4205070062	Un'tö a un'kɔk waa kàsin ntɔn muwal un'kaan u kɔɔ a ibaal a mbuur kan'bwaay u kir a imwol.
4205080104	Mpal kàwɛl nde un'kaan, ikyeer inà anà andweer an'kwem mɔ̈ɔ̈l aŋinà bàbü an'köm kusà a un'tö a un'kɔk. Umwɛy umwɛy kàkäl anà isyäŋ anà an'kɔɔb a wɔl màŋàyɔl a may a usɔŋ. Ayi yà ngyamàkà a baar in'kyɛɛl.
42050900f0	Ba bàkäl mutɔl diim akün: «Ngye an'kwo muwal un'kaan anà muduub inyɛm awa. Ntɔn ngye bàkyer adwa, waa u mbwo a an'kil angye, ntɔn Nzam, ngye kàbeen baar a in'sɛŋ myanswà, ndaa yanswà, mbil yanswà anà nsi yanswà.
42050a005c	Abun, ngye kàkyer imwol anà angaŋ ntɔn Nzam. Ba bàsàyaal mbul a in'tye u mɛɛn.»
42050b00a5	Ungö apan, mɛ kàmɛn anà kàwem ndaa a akyeey mbɔɔn anà ikyeer anà andweer bàŋàdiŋà kir a imwol. Ba bàkäl nkam a nsaab anà nsaab a nsaab.
42050c00a9	Ba bàkäl mutɛn u ndaa a ngwal naa: «Un'tö a un'kɔk awà bàdwä kan'kwo muwal un'kanà, un'naaŋ, an'yeerà anà ngwal, ibyääl, làkoo anà nsaak!»
42050d0130	Apan mɛ kàfàwem indiir byanswà kàkyer Nzam u du, u mɛɛn, udu a ngyäl a kölàköl anà indiir byanswà abyà uboo kwo byàmutɔl an'diim naa: «Akà mbuur kan'bwaay u kir a imwol anà akà un'tö a un'kɔk, wɛy nsaak, ibyääl, làkoo anà ngwal byàkäl u mbul a in'tye!»
42050e0066	Ikyeer byànà waa byàtɛɛnà naa: «Yà abwɛy!» Andweer bàbü an'köm, waa bàkömà.
420601009b	Ungö apan mɛ kàmɛn un'tö a un'kɔk wàmuduub inyɛm kyàtàtwɛb, mɛ kàwem umwɛy uboo a ikyeer a mɔ̈ɔ̈ kan'tɛn u ndaa a idum: «Yà!»
42060200b0	In'kàler, kyekà mpoonà a pɛɛl kàkäl. Mbuur kàlär udu a wa kàkäl anà utà. Ba bun'pɛ mpà a imfum. Nde kàkyen wàŋàböŋ ntɔn mukàwal iböŋ.
4206030069	Mpal kàduub un'tö a un'kɔk inyɛm kyàyweel, mɛ kàwem ikyeer kyàyweel kyan'tɛn naa: «Yà!»
42060400b2	Apan mpoonà asin wàŋɔɔ waa kàyàtoo. Mbuur kàlär udu a wa bun'pɛ ikɔ̈b mugyɔɔr duu a mɛɛn ntɔn baar bàküküül mbɛy. Ba bun'pɛ kɔm a kölàköl.
42060500da	Mpal kàduub un'tö a un'kɔk inyɛm kyàtär, mɛ kàwem ikyeer kyàtär kyan'tɛn naa: «Yà!» In'kàler, mpoonà a piil kàyàtoo. Mbuur kàlär udu a wa kàkäl anà undiir musi buur u kɔɔ ande.
42060600dc	Mɛ kàwem asànaa ndaa uboboo a ikyeer a mɔ̈ɔ̈ byànà yàmutɛn naa: «Kilɔ mwɛy kyà blɛ ntɔn làfur a ilä mwɛy, bilɔ itär byà orze ntɔn làfur a ilä mwɛy. Wɛɛ twon an'ba may anà vin.»
4206070073	Mpal kàduub un'tö a un'kɔk inyɛm kyànà, mɛ kàwem ikyeer a mɔ̈ɔ̈ kyànà kyan'tɛn naa: «Yà!»
4206080126	In'kàler, mpoonà wà an'dà a sakàsak mà kakaa kan'yàtoo. Mbuur kàlär udu awa ikɔb ande «ukwà». An'lɔŋ màkyer ayun'swà. Ba bapɛ ikɔ̈b udu a yar làmwɛy unsà an'yar an'nà mà mɛɛn, ntɔn mudwa baar a kɔm, a ngyal, a fway anà a ntsür a nkyɛl a mɛɛn.
42060900a6	Mpal kàduub un'tö a un'kɔk inyɛm kyàtyeen, mɛ kàwem ungyɛl a mɛsà a ibɔɔn akɔl a baar bàdwä ntɔn ndaa a Nzam anà imbäl bàkäl ba akyà.
42060a00a7	Ba bàsi in'kwɛŋ u ndaa a ngwal: «Un'lɔɔŋ in'kyɛɛl anà wàndandaa, mpal nà ngye asàtsul nsaŋ anà asàfuur mfuur a an'kil abi akà baar a mɛɛn?»
42060b00e0	Apan, bàpɛ mvwɛl a pɛɛl akà umwɛy umwɛy uboo a ba anà bàtɛn a ba naa ba bàkäŋ mpem ikye tii mpal usàkwo un'taŋ a baar wanswà kàsäl aba ikal imwɛy anà wà atɔŋ aba abà badwä asànaa ba.
42060c00d6	Ungö apan, mpal kàduub un'tö a un'kɔk inyɛm kyàsyaam, mɛɛn màkyer atɛɛr a ngwal, taaŋ làbulà làpiil asànaa ngɔɔr bàkyer a in'kà a ntsür, nsöŋ wanswà kàbulà asànaa an'kil.
42060d0072	Mbwaar yàfü du yàbü u mɛɛn, asànaa un'pöb a kölàköl kan'ni un'te a fige waa an'fige man'bwà.
42060e007e	Du làkyer ayaalà asànaa un'kaan aŋàdiŋà, myɔŋ myanswà anà isaŋ byàkäl byàŋàlwomà kà ikal abya.
42060f00a4	Amfum a mɛɛn, abyääl, amfum a aŋità, aŋin'naaŋ, aŋangwal, baar banswà, asɔ anà baar a nsaay, bàkàyee uboo a mɔɔ anà uboo a nkɔŋ u myɔŋ.
420610009b	Ba bàtɛɛnà a myɔŋ anà nkɔŋ naa: «Làbü udu a bi, lifwee kusà a mbuur kan'bwaay udu a kir imwol anà kusà a nkyɛl a un'tö a un'kɔk.
420611004d	Ntɔn ilä a kölàköl kyà nkyɛl aba kyan'kwo. Nà kan'kwo mutsim?»
42070100f9	Ungö apan, mɛ kàmɛn akyeey anà bà umbäär kà antwɛrà a mɛɛn man'nà. Ba bàkäl mutà in'pöb a mɛɛn myà in'nà mpi, ntɔn akà un'pöb mwɛy ukɔ̈ɔ̈n alyaaŋ udu a mɛɛn, udu a ngyäl itàkal udu a un'te mwɛy.
42070200e9	Mɛ kàmɛn un'kyeey asin kan'too ntsü làfàsɛnà taaŋ. Nde kàkäär inyɛm a Nzam a mɔ̈ɔ̈ u kɔɔ ande. Nde kàsi in'kwɛŋ u ndaa a ngwal akà akyeey anà abà bàwɛl ikɔ̈b mupà mɛɛn anà ngyäl mpay:
4207030085	«Twon lan'kyer ube akà mɛɛn, akà ngyäl itàkal akà in'te kusà bi mutàsà inyɛm u ntabwey a asyääl a Nzam abi.»
4207040080	Apan mɛ kàwem un'tal a baar abà basi inyɛm: Nsaab nkam mwɛy an'kwem an'nà aŋinà kà in'sɛŋ a Isàlɛl myanswà.
4207050083	Nsaab kwem aŋiyweel kà un'sɛŋ a Yudà, nsaab kwem aŋiyweel kà un'sɛŋ a Lubɛn, nsaab kwem aŋiyweel kà un'sɛŋ a Gad,
420706008b	nsaab kwem aŋiywɛɛl kà un'sɛŋ a Asɛr, nsaab kwem aŋiyweel kà un'sɛŋ a Nɛftali, nsaab kwem aŋiyweel kà un'sɛŋ a Mànasi,
4207070087	nsaab kwem aŋiyweel kà un'sɛŋ a Simɛyɔ, nsaab kwem aŋiyweel kà un'sɛŋ a Lɛvi, nsaab kwem aŋiyweel kà un'sɛŋ a Isakar,
4207080092	nsaab kwem aŋiyweel kà un'sɛŋ a Zabàlɔn, nsaab kwem aŋiyweel kà un'sɛŋ a Yɔsɛfi, nsaab kwem aŋiyweel kà un'sɛŋ a Bɛnsàmɛn.
4207090126	Ungö apan, in'kàler, mɛ kàmɛn un'kàbɔ a baar bà nsi yanswà mpa ban'kwo mutaŋ, bà mbil yanswà, bà in'sɛŋ myanswà anà bà ndaa yanswà. Ba bàkälà kusà a kir a imwol anà kusà a un'tö a un'kɔk, bàkyàbwaar mvwɛl a pɛɛl anà an'laŋ kà an'kɔɔ.
42070a0076	Ba bàsyee in'kwɛŋ naa: Ngweel a mɔ̈ɔ̈ ye akà Nzam abi kan'bwaay u kir a imwol anà akà un'tö a un'kɔk.
42070b00a4	Akyeey banswà bàkäl bàŋàkööŋ umbil a kir a imwol, andweer anà ikyeer byànà bàbü an'köm, bàtsüüm u mɛɛn, waa bàsyäŋà Nzam.
42070c00a8	Ba bàtɛɛnà naa: «Yà abwɛy! Nsaak, làkoo, an'yeerà, an'tɔɔn, ibyääl, unkaak a ngwal anà ngwal bye akà Nzam abi wà mbul a in'tye! Yà abwɛy.»
42070d0066	Umwɛy uboo a andweer kan'fuul naa: «Bànà baar ban'bwaar mvwɛl a pɛɛl bà, ba ban'fà ken?»
42070e00d8	Mɛ kun'fuur naa: «Mwol amɛ, ngye akyàyöb ya!» Nde waa kàtɛn a mɛ naa: «Ba ban'fà u nkwaaŋ mbɔɔn. Ba bàkyàsɔŋ mvwɛl aba, ba ya bàkyàbuul yà tsɛk tsɛk unsà an'kil a un'tö a un'kɔk.
42070f00a0	Lalan abà ba kusà a kir a imwol a Nzam ntɔn mukun'kömà mpib anà mwäänà u idwà ande. Mbuur kan'bwaay u kir a imwol akyer asafwee u ntɛn ande.
420710005e	Ba bàfàsàwem anki ngyal anà mfwää, taaŋ anà myäänà ala myàsaböl anki.
42071100a4	Ntɔn un'tö a un'kɔk kan'bwaay u kir a imwol asàkal un'kyɛɛŋ aba, nde asasyen u ntwà a an'dà anwà. Nzam asàkɔɔm làsaaŋ lanswà là mii aba.»
4208010071	Mpal kàduub un'tö a un'kɔk inyɛm kyà nsambwaar, kà isii a minüt an'kwem an'tär, du làkäl a kul.
420802005e	Abun mɛ kàmɛn akyeey nsambwaar bàfàkal kusà a Nzam. Ba bapɛ mfuŋ, mfuŋ nsambwaar.
4208030118	Un'kyeey asin kàyàmbar tsütsü a mɛsà bàfàsà tswà mbaa. Nde kàkäl anà làlɔŋà a wɔl alà bàfàsà tswà mbaa. Bun'pɛ tswà mbɔɔn ntɔn nde upɛ la anà ngyamàkà a aŋin'kyɛɛl banswà udu a mɛsà a wɔl amyà kusà a kir a imwol.
4208040071	Un'diŋ a tswà, mbwo mwɛy anà ngyamàkà a aŋin'kyɛɛl, kàbeenà kusà a Nzam fà kɔɔ a un'kyeey.
4208050107	Apan, un'kyeey kàwɛl làlɔŋà alan, kàyööl la anà mbaa yàkäl udu a mɛsà bàfàsà tswà mbaa, waa kàtɔɔm la u mɛɛn. Apan sye ipar byàkyer abwà, làso a ndaa làkyer atoo, miŋyä myàkyer amɛnà anà mɛɛn màkyer ani.
4208060054	Akyeey nsambwaar abà bàkäärà mfuŋ nsambwaar bàyöŋà mubɛɛrà ya.
420807010d	Umpal kàbɛɛrà un'kyeey wàtàtwɛb mfuŋ, mbul a in'kul anà mbaa yàŋàtüüb anà an'kil yabü u mɛɛn. Ndam mwɛy unsà tär yà mɛɛn yàwulà mbaa, ndam mwɛy unsà tär yà in'te yàwulà mbaa, anà nkay ambu yanswà yàwulà mbaa.
42080800b9	Un'kyeey wàyweel kàbɛɛrà mfuŋ. Undiir mwɛy asànaa mɔŋ a kölàköl aŋàyääl mbaa bàtɔɔm u ngyäl. Itiir mwɛy unsà itär byà ngyäl kyàbulà an'kil.
4208090098	Ndam mwɛy unsà tär yà indiir a mɔ̈ɔ̈ byàkäl uboo a ngyäl yàkyer akwà anà ndam mwɛy unsà tär yà an'swà yàkyer abwabà.
42080a0104	Un'kyeey wàtär kàbɛɛrà mfuŋ. Mbwaar mwɛy wàkölàköl awàkàlɛɛmà asànaa mwinà a kölàköl kàfü du waa kàyàbwà. Wa kàbü udu a ndam mwɛy unsà tär yà mwɛy a kölàköl anà udu a ntwà a an'dà mbɔɔn.
42080b00a4	Mbwaar awà ikɔb awa «Absinte». Ndam mwɛy unsà tär yà an'dà yàbulà buul, anà baar mbɔɔn bàkyer akwà ntɔn bànü ba an'dà a buul amà.
42080c014f	Un'kyeey wànà kàbɛɛrà mfuŋ. Ndam mwɛy unsà tär yà taaŋ, ndam mwɛy unsà tär yà nsöŋ anà ndam mwɛy unsà tär yà mbwaar yàkyer atay. Abun, ndam mwɛy unsà tär yà pɛɛlà aya yàbulà yàküü: ndam mwɛy unsà tär yà mwäänà yàkyer adiimà anà yà mpib sye ifà imwɛy.
42080d00b4	Apan, kàfàler mɛ, mɛ kàmɛn inkaak kyàmutɛn u ndaa a ngwal naa: «Ngyɛb! Ngyɛb! Ngyɛb akà baar a mɛɛn mpal akyeey atär bamwɛy bàsàbɛɛrà ba mfuŋ aba!»
4209010079	Un'kyeey wàtyeen kàbɛɛrà mfuŋ. Mɛ kàmɛn mbwaar mwɛy kàbü u mɛɛn fà du. Bun'pɛ nsab a fu a un'baan.
420902008a	Nde kàduub fu a un'baan. Un'diŋ mwɛy kàtoo kwo asànaa un'diŋ a yaaŋ a mbaa a kölàköl. Taaŋ anà un'pöb màkyer apiir.
4209030073	Mpay yàkyer atoo uboo a un'diŋ awun, waa yàpää u mɛɛn. Ba bapɛ ikɔ̈b asànaa ikɔ̈b a nye a mɛɛn.
42090400a8	Nde kàtɛn a ma naa ma màkɔ̈ɔ̈n akyer ube akà iteerà a mɛɛn, akà nkay a mbu itàkal akà un'te mwɛy, wɛɛ akà baar mpɛl abye anà inyɛm a Nzam.
420905008a	Ba bapɛ anki mbwo mukadwa, wɛɛ mukapà unkiiŋ mpɛl ngɔn tyeen. Usaay abà paa bà asànaa usaay a lànye làfàtà la mbuur.
420906008a	Kà ilä abin, ba bàsàleŋ ukwà, wɛɛ ba, ba bàsàman anki ba. Ba bàsàkwen naa ba bàkü, wɛɛ ukwà bàkyer asatiin.
42090700ba	Mpay ayi yàkäl asànaa mpoonà aŋàlɔ̈ɔ̈n ntɔn ità. Udu a in'tswe aya yàkäl asànaa mpà a ibyääl yà wɔl, anà ntabwey aya yàkäl asànaa ntabwey a baar.
4209080067	Ya yàkäl anà ntswe asànaa ntswe a akaar, anà an'din aya màkäl asànaa an'din a ntaamà.
42090900ac	Itɔl aya byàmɛnà asànaa byàŋàyee u kwam a ishabà, anà làso a an'paab aya làkäl asànaa làso a an'pusupusu a mpoonà mbɔɔn yàmudüül ità.
42090a0093	Mpay ya yàkäl anà in'kyel a nsyeenà asànaa myà nye. Yà unsà in'kyel aya waa ya yàkäl anà ikɔ̈b mukyer baar ube ngɔn tyeen.
42090b007d	Kà un'tswe aya, ya ye anà mfum, un'kyeey a un'baan. Ikɔb ande Abadɔ unsà Ɛbɛlyɔ, anà Apɔlyɔ unsà Ingɛlɛki.
42090c0057	Ngyɛb yàtàtwɛb yàkyàlyaaŋ. Ungö aya, ngyɛb yweel asin yàkyer afàyà.
42090d009f	Ungö, un'kyeey wàsyaam kàbɛɛrà mfuŋ. Mɛ kàwem ndaa mwɛy yan'fà kà an'twɛrà man'nà mà mɛsà a ibɔɔn mà wɔl amà kusà a Nzam.
42090e0091	Ndaa yan'tɛn a un'kyeey kàkäl anà mfuŋ naa: «Atsuuŋ akyeey banà abà bàŋàbäm, tsütsü a ngyäl a kölàköl, Ɛfrat.»
42090f00a3	Waa bàtsuuŋ akyeey ba banà, abà bàlɔ̈ɔ̈n ntɔn taaŋ alà, ilä aki, ngɔn awà anà mbul awà ntɔn mudwa imwɛy uboo a itiir itär byà baar.
420910006a	Ban'kyään un'tal a aŋità aba bàfàlaar udu a mpoonà: ba bàkäl nkam yweel yà nsaab nsaab.
