2800000005	Matye
36030f009f	Lo kala ti me ka mbaangya o, we sa soolo bunu a bo we aadzyara munsa nzo a Nzaami, yili Libwunu li Nzaami wu a mweẽ, kwii li linene ya li ookasiŋi engaŋma.
3603100127	Ya oli ngaŋma ti mansweghe ma mpaana a enzaami mali ma manene: Yiisu-Kriste ámoŋono ti anga mbwuru, bási nde mbwuru wu bunsumu mu Mufulu a Ngili, nde ámoŋono kundaa bangye-yulu, bátsala nsia a nde kundaa bikaana byehene, baara ba nsie bási kana mu nde, Bágyene a nde ku yulu munsa nsia.
36040100b0	Ankoho, Mufulu a Ngili li mu olyele mu mpere ti mu matala mama masini, ndaama a baara sa batsili kana li bo mu onama mifulu mimi mpya ya maluo ma maakafa kundaa mifulu mi mibi,
360402006b	mu bumpibi bubu embili-a-mbili ki banga a mpya ba bási elyimi mu bitsimi bi bo mu esyeẽ ki ebie mu mbaa.
36040300c1	Bo baakalighi baara okie ya baakagwa bo mangili maala banyaã okadza bilogho bibike, ankoho Nzaami ágyighili bye mu kuulu ba baakasa kana bakadza bye mu okabvurulu matuono bu basoolo engaŋma.
3604040082	Mu kuulu byehene bi ógyighili Nzaami bili bi bibwe, ya ka oli a si emõ ki baatsili o, lo bafaana odza kye mu okabvurulu matuono,
3604050052	mu kuulu mu ndagha Nzaami ya mu lisamana baakasa ti bye byehene bikala bibi ngili.
36040600c0	Kala ti we luo mandagha mwohono ma kundaa bandughu mu kana, we sa kala musala a Yiisu-Kriste wu mubwe, wu baakabuŋunu mu mandagha mama kana ya mu maluo ma mabwe ma aakanama we matala mwohono.
360407008a	Lo we bihi masaba ma magwene a mupfunu maala ka mali mama kana o, masaba ma biŋmini bi bakaha. Lo we sa mpini mu okala a enzaami ki ebwe.
36040800ac	Mu kuulu bimpa bi biikagwa nyuru mpini ka bili a ndaana yi alagha o. Lo enzaami eli a mupfunu mu myehene: Kye eli a misiini mimi laama lili lolo ya lili bitsughu bi biigya.
3604090044	Ndagha yi yili yi a ngaŋma ya yiili baara bwohono bakughu okihi yo:
36040a00b7	Kala ti bihi-a-be lili mu okamono mpara ya lili mu okadzwana mvulu, mu kuulu bihi-a-be liisi emiini mu Nzaami wu a mweẽ, wu li mubvwuhu a baara bwohono, ya bvulu-bvulu banga-a-kana.
36040b002e	Mamo mandagha ma faana otumu ya oluo we baara.
36040c0090	Mbwuru anyaã otsaala bufulu bu we! Lo we kala efaana kundaa banga-a-kana mu mbiili, mu nzya-nzyara, mu dzyi, mu kana ya mu mukolo wu a tse-tse.
36040d0088	Tee mu matala ma akala aangya me, sa makpa mu okantaã Bisono bibi ngili ŋa nkulu a baara bwohono, mu okagwa babake mpama ya mu okaluo.
36040e00a4	Ka meŋene ekaba kii bwehe bu Nzaami ki eli mu we o, ekaba ki bágwi we mu nzili a libighi ya ŋa ónaã we emvuŋunu ki bakwuru ba libwunu myaã ŋa yulu a mutswi.
36040f0079	Sa mandagha mamo mu mukolo mumõ, gwa nyuru a we yohono mu esala ki mpaala okulu o we omoŋono ŋa mihi mi baara bwohono.
36041000a3	Kahala mihi mu nyuru a weme ya mu maluo ma we. Sa mukama munsa mandagha mamo. Mu kuulu, we bu si obo, we weme sa bvwuhu ya baara ba baagyughu wehe si sa babvwughu.
3605010097	Ka akasyeme eŋmini mu ebaghala o, lo kagwa nde mpama ti anga we li mu okagwa taara a weme mpama. Aakagwolo minkuru-mbala ti anga baana ba ngughu a we,
3605020060	bakaha ba bakwuru ti anga bangughu ba we, batughu ti anga bankele ba we, ya mukolo wu a tse-tse.
360503004f	Aakagwa bapfiili ba bakaha, maa ngu bapfiili, ba bali a nzala a libaha budziri.
36050400cf	Kala ti mupfiili wu mukaha li a baana bwunu we bateghele, nyaã ti nsomo baana ya bateghele babo basuo enzaami e bo mu manzo ma bomo ya mu okabvurulu bubwe bu ósi bo biburu bi bo. Obo me bu ookadzyi Nzaami.
3605050091	Lo maa ngu mupfiili wu mukaha wu aasyili ngasighi, wu aasi emiini e nde mu Nzaami, nde aakasa mukama mu okasamana ya mu okabuono mpyibi ya mwiĩ.
3605060062	Lo mupfiili wu mukaha wu li kunsa bisee bi nsie nde li wu a kpi, ngu okala ti nde li nkini mweẽ.
3605070061	Mimye mikele mi faana otswa we bapfiili ba bakaha, mu kuulu banyaã obagha ndagha yi baasyeme bo.
360508009e	Ya kala ti mbwuru ka aakabaha badzighi ba nde o, bvulu-bvulu baara ba bali mu nzo nde, lo nde aatunu kana li nde, ya nde bvulu bubi ya mbwuru wu gwene a kana.
36050900b8	Mu osono nkwumu a mupfiili wu mukaha mu mukaana wu a emvuŋunu ki bapfiili, nde faana okala a bamvulu obaana makwumu-masemene tee ku yulu, ya wu áali mukala a baghala yini a mutsyini.
36050a00e8	Baara bafaana osuo bumpughulu bu bigyighili bi nde bi bibwe: Nde aakwuhu baana ba nde, nde aakabwana a baara mu nzo a nde, nde aakaswagha myili mi baba ngili, nde aakabaha babo ba bali mu mpara ya nde aakasalala bigyighili bi bibwe.
36050b0086	Lo we ka sono mankwumu ma bapfiili ba bali nkini batughu o. Mu kuulu, mu matala ma baakala a bo nzala a ofirikie, bo baakabihi Kriste.
36050c0051	Obo me bu baakasomo bo mu mumfwunu mu kuulu bo baakatunu mukihi wu bálaba nsomo.
36050d00f2	Ndagha yinke me yi, bo bu bagwene a esala ki baasa, bo baakabulugye mu manzo ma baara, lo ka yini a mu nkooro a ku bagwene a bo esala o, lo mu nkooro a nkele ya embili-a-mbili e bo. Bo baakabulubili mu mandagha maala ka bafaana obili mu mo o.
36050e00c1	Mu obo, me ndzyi ti bapfiili ba bali nkini batughu bafaana ofirikie, bafaana oburu baana, bafaana okala bakaha ba babwe mu manzo, buulu banyaã ogwa mutaara nzili yi obili bubi bu banga-a-kana.
36050f0059	Mu kuulu, bapfiili ba bakaha babake ŋa kara li bo baasihi nzili a Mfumu mu onama Satana.
36051000cd	Kala ti nga-a-kana wu mukaha li a bapfiili ba bakaha mu badzighi ba nde, nyaã nde abaha bo ya leme lilo linyaã ogya ku yulu a libwunu li Nzaami, buulu libwunu li Nzaami libaha maa ngu bapfiili ba bakaha.
36051100b4	Nyaã ti bakwuru ba libwunu ba baakatumu bubwe bagwa bo budziri bu bulagha ya bu bufaana, bvulu-bvulu ba baakamono mpara mu esala kii okatsala nsia a Ndagha a Nzaami ya kii okaluo.
360512009e	Mu kuulu, Ndagha a Nzaami yiikalyele ti: «We ka kuru muŋma a ngoomo wu li mu okasala mu matala mama okele bimburu o,» ya: Musala faana obagha mufuru a nde.
3605130072	Ka kihi o ti bayafwunu mukwuru a libwunu kundaa we, kala ti ka «ŋa nkulu a bampughulu buolo bwunu we batere o.»
3605140059	Ŋa mihi mi baara bwohono, aakasyeme ba baakasa masumu, buulu babake babagha nzalamweẽ.
36051500ab	Ŋa nkulu a Nzaami, ŋa nkulu a Yiisu-Kriste ya ŋa nkulu a bangye-yulu ba básuolo, me ntswi we mikele mi mu okasalala mandagha mamo mu bunsumu wene a munsuolo a bidzili.
360516008c	Ka naã myaã mu maswa-maswa ŋa yulu a mutswi a mbwuru o, mara we kala mu mfwunu a masumu ma mbwuru mukimi. We weme, aakakala wu a tse-tse.
360517007e	Mu nkooro a mila mi miikatswa we matala mwohono ya mabyele mama mu mweẽ, ka akaŋma yini a madza o. Aakaŋma si mana bviini.
3605180072	Masumu ma baara bana maakamoŋono nsomo basa bo mumfwunu. Lo masumu ma baara babake maakamoŋono yini a ŋa mbihi.
3605190088	Bumõ si, bigyighili bi bibwe biikamoŋono ŋa mihi mi baara bwohono, ngu okala bibye biili nkini biimoŋono o, bye ka bikughu osweme o.
3606010082	Nyaã ti baara bwohono ba bali kunsa bunkana bagwa bamfumu ba bo budziri, mpaala banyaã otsaala nkwumu a Nzaami ya maluo ma bihi.
3606020111	Ya bankana ba bali a bamfumu banga-a-kana banyaã okatsaala bamfumu ba bo mu kuulu bo bali bandughu mu kana. Lo bo bafaana okasalala bo ku obvulu bubwe mu kuulu bo bali mu okasalala banga-a-kana ya bandughu ba bo baba mukolo. Mamo ngu mandagha mafaana okaluo we ya okatumu.
3606030095	Nswe mbwuru wu aakaluo maluo makimi, ya ka li mu okanama mandagha ma mabwe mama Mfumu a bihi Yiisu-Kriste o, ya maluo ma mali bwunu a bu oli enzaami,
36060400af	nde ka li a ligyahaba o, mubili a nyuru aadzwi nde mihi. Nde li a bubyele bubu munsohobo ya mumbaŋana. Obo me bu ookagya sughu li mukolo, mitaha, otsaala, ya bitsimi bi bibi,
3606050099	mimbaŋana mi migwene a masini ŋa kara li baara ba bali a mayele obyi. Bo ka basoolo engaŋma o, ya bo baakatsimi ti enzaami eli nzili yi obagha busini.
360606005b	Ngaŋma, enzaami eli busini bu bunene kundaa munde wu aakamono esee mu yini a bi ali a nde.
3606070079	Mu kuulu bihi-a-be ka líyabiri elogho mu nsie o, bwunu obo si ŋa akala liimaara bihi-a-be ŋa nsie, ka libiri elogho o.
3606080053	Kala ti bihi-a-be lili a bi-odza ya binkuru, bihi-a-be lifaana okamono esee mu bye.
36060900a8	Lo babo ba baakadzyi okala a busini, baakabwa mu bigyeele, baakakogholo mu mwere ya mu sughu li mukolo li linene ya li libi li liikasohobo baara kunsa obyi ya odzimini.
36060a00ad	Mu kuulu ntono a nzi yiikaburu mandagha mwohono ma mabi. Mu nkooro a yo, baara bana baadzimini ya ka baafirisyili a kana o, ya bo baamwehẽ manyuru ma bomo mpara yi alagha.
36060b0077	Lo we wu li mbwuru a Nzaami, aakabara mandagha mamo. We faana okasagha bunsumu, enzaami, kana, dzyi, mukama ya odzuunu.
36060c00a6	We kadzwana mvulu yi mbwe yi a kana, dzarala laama lili mibvu ya mibvu li báti we mbili mu lo, ya liili we áasuo bumpughulu bu bubwe ŋa nkulu a bampughulu balagha.
36060d00b8	Ŋa nkulu a Nzaami wu aakagwa byehene bi bili mweẽ laama, ya ŋa nkulu a Yiisu-Kriste wu áasuo bumpughulu mu mbiili yi mbwe yi a kana ŋa busu bu Ponse Pilate, me ngwi we litumu li:
36060e006e	Kebe litumu bu kala wene a mpiri, wene a mi baasyeme we, tee mu matala ma oomoŋono Mfumu a bihi Yiisu-Kriste.
36060f0075	Omoŋono oko sa okala, mu matala ma ókuru Nzaami, nga-a-esee, Ibyala nga emõ, Mukogho a mikogho ya Mfumu a bamfumu,
36061000f1	yini a nde wuulu ka aakakpa o, nde wu aakakala kunsa otsyeme kuulu mbwuru ka kughu osomo oko o, otsyeme kuulu mbwuru si mumõ nkini ámaamono o, ya ka kughu omono o. Nyaã ti nsia ya lileene bibi mibvu ya mibvu bikala kundaa nde! «Aamene!»
3606110109	Gwa litumu li kundaa bisini bi bili mu nsie yi banyaã okala a mubili a nyuru, ya banyaã osa emiini e bo mu busini buulu ka buukagyili matala malagha o. Lo bo basa emiini e bo mu Nzaami, nde wu aakagwa bihi bilogho byehene ku olagha mpaala bihi limono esee mu bye.
3606120061	Nyaã bo bakasa bubwe, bakala bisini mu bigyighili bi bibwe, banga-a-kaba, ba baakabaha banganda.
360613005e	Obo bo baakwu busini bu bubwe mu bomo mu bitsughu bi nkulu, mpaala babagha laama lili ngaŋma.
36061400a0	A we Timote! Aakakebe mandagha ma baagwi we. Aakabara mbiili yi mukaŋana yi aagwene faana ya kana. Ka akabaŋana mu mi mitala maluo mama ligyahaba lili mpya o.
360615007f	Ndaama a baara yi aakatsimi ti yo yili a ligyahaba lilo, ka yiifirisyili mu nzili a kana o. Nyaã bwehe bu Nzaami bukala ya be!
3700000008	2 Timote
370101006c	Me Poole, ntumu a Yiisu-Kriste mu waa li Nzaami, bwunu a bu oli misiini mi bumweẽ bu buli mu Yiisu-Kriste,
37010200a4	nsono mukaana wu kundaa Timote, mwana a me wu mukolo. Nyaã ti bwehe, nyiĩ ya edzuunu bi bifi kundaa Nzaami Taara ya kundaa Mfumu a bihi Yiisu-Kriste bikala ya we!
37010300b1	Me aakamvurulu matuono malagha kundaa Nzaami, wu aakansalala me mu bitsimi bibi tse-tse ti anga bu ósalala bankagha ba me. Matala mwohono, me aakansamana mu we mpyibi ya mwiĩ.
370104006a	Me aakandibili mweẽ mu mansaŋa ma we, ya me ndi a nzala a omono we kuu olagha mpaala me ndwulu mu esee.
37010500ab	Me aakandibili si mweẽ mu kana li we lili ngaŋma, bwunu a bu óli kana li nkagha a we Loyidze ya lili ngughu a we Enise. Me ngyighili osoolo ti kana lilo lili si mu we.
370106007d	Mu obo, me ndibili we mweẽ mu ofirifulu mbaa a ekaba ki ógwi we Nzaami mu matala ma ánaŋa me we myaã ŋa yulu a mutswi.
3701070073	Mu kuulu, Nzaami ka ágwi bihi-a-be mufulu wu a nzalamweẽ o, lo mufulu wu a mpini, wu a dzyi ya wu okakuru nyuru.
37010800b4	Ka kala a budzwa mu osuo bumpughulu bu Mfumu a bihi o, ka kala a budzwa mu me wu ndi mu boloko mu nkooro a nde o. Lo mono mpara ya me mu nkooro a Nsia yi Mbwe mu lileene li Nzaami.
37010900fa	Nde wu aabvwuhu bihi ya wu aati bihi mbili mu okala a bumweẽ bubu ngili, ka mu nkooro a bigyighili bi bihi bi bibwe o, lo bwunu a bu oli bitsimi bi ákuru nde, bwunu a bu oli bwehe bu bágwi bihi mu Yiisu-Kriste nsomo nde agyighili bilogho byehene.
37010a00b2	Mu matala ma, bwehe bubo buumoŋono ŋa omoŋono Mfumu a bihi Yiisu-Kriste, wu aamana lileene li lipfu, ya wu aasuo ŋa tse-tse laama lili mibvu ya mibvu mu nzili a Nsia yi Mbwe.
37010b005e	Me mu nkooro a Nsia yi Mbwe oyo Nzaami aasuolo me mu okala wu aakata mukwughu, ntumu ya muluo.
37010c00de	Me mu nkooro a ndagha oyo me ndi mu okamono mpara yi. Lo me ka ndi a budzwa mu ndagha oyo o, mu kuulu me ngyahaba mu nande me aansi kana. Ya me ndi a emiini ti nde li a lileene mu okebe ma ágwi nde me tee mu etsughu ekye.
37010d006a	Kwara, mu kana ya mu dzyi li lili mu Yiisu-Kriste, efaana ki mandagha mama nsumu ma ágyughu we kundaa me.
37010e0056	Kebe, mu nzili a Mufulu a Ngili wu li mu bihi, mandagha mwohono ma mabwe ma bágwi we.
37010f0064	We soolo ti baara bwohono ba bali ku Adzi baanyaghala me. Fingele ya Eremongene bali mu mutala a bo.
3701100086	Nyaã Mfumu amono nzo a Onesifore nyiĩ mu kuulu matala malagha, nde aakagwa me mpini, ya ka aakamono budzwa mu me wu ndi mu boloko o.
3701110059	Me mu obo, nde bu aagyi ku bvulu lili Rome, nde aasi maswa mu osagha me ya nde aamono me.
37011200b0	Nyaã Mfumu Yiisu agwa nde bwehe mu etsughu kii mumfwunu, mpaala Nzaami amono nde nyiĩ. We weme gyighili osoolo obvulu baara bwohono ti ku bvulu lili Efedze, nde áabaha bihi.
3702010047	Mu obo mwana a me, we ngu wuulu gwama mu bwehe bu buli mu Yiisu-Kriste.
37020200aa	Ya mandagha mwohono ma ágyughu we kundaa me ŋa nkulu a bampughulu balagha, gwa mo kundaa baara ba bakughu osa kana mu mo ya baala boho si bakughu oluo mo kundaa babake.
370203003a	Mono mpara ya me ti anga mbumbulu a Yiisu-Kriste wu mubwe.
370204009e	Ka oli a mbumbulu wu li mu esala wu aafirikasa ndagha nkimi o ya baara baala ka bali ba mbumbulu o, kala ti nde dzyi ogwa mbwuru wu aagwolo nde mu esala esee.
3702050079	Wu aakasa bimpa ka kughu obagha muburu wu a ba baakalughulu o, kala ti nde ka si bimpa bwunu a bu oli mikyene mi bimpa o.
370206006c	Mukunu manseghe wu aakamono mpara mu osala nseghe faana okala wu a nsomo mu obagha kaba li nde lili bimburu.
3702070050	Baghala mandagha ma ndyele me we ya Mfumu sa agwa we mayele mu mandagha mwohono.
37020800a2	Libili mweẽ mu Yiisu-Kriste wu aasighili ŋa kara li ba bákpi, ya wu aapala mu musyi a dzumu li Dabvide, ti bwunu a bu ookalyele Nsia yi Mbwe yi aakantsala me.
3702090098	Mu nkooro a yo me ndi mu okakuru mukolo mu mpara yi ndi mu okamono me, ya me ndi munsa boloko ti anga ntwumu. Lo ndagha a Nzaami ka yili munsa boloko o.
37020a00aa	Me mu obo me aakankuru mukolo mu mandagha mwohono mu nkooro a babo ba ósuolo Nzaami, mpaala boho si babagha obvwughu ku oli mu Yiisu-Kriste, ya nsia yi a mibvu ya mibvu.
37020b0060	Ndagha yi yili yi a ngaŋma: «Kala ti bihi liikpi ya nde, bihi si sa likala mweẽ emõ ya nde,
37020c0067	kala ti bihi lisi mukama, bihi si sa litumu si ya nde, kala ti bihi libihi nde, ndehe si sa abihi bihi,
37020d0066	kala ti bihi ligwene a kana, nde li wu bafaana osa kana mu nde, mu kuulu nde ka kughu otunu ndeme o.»
37020e00bf	Mamo me mandagha ma faana we okalibili bo mweẽ, gyehe bo ŋa nkulu a Nzaami ti babara mimbaŋana mu bitsuo biili ka bili a esala o, kala ti ka yini obyihi ba baakagyughu mimbaŋana mimye o.
37020f00ab	Sa mpini mu omoŋono ŋa nkulu a Nzaami ti anga mbwuru wu aakagwa Nzaami esee, musala wuulu ka li a budzwa mu esala e nde o, ya wu aakaluo Ndagha yi a engaŋma mu bunsumu.
37021000a2	Lo we ka somo mu mbiili a baara yi a mukaŋana o, yiili ka yifaana ya kana o. Baara ba bali a bipfu bibye sa bakagye linkulu kunsa bubi bu bubvulu matala mwohono.
3702110059	Maluo mabo mali ti anga eboŋo ki eekanyaã. Imene ya Filete bali mu mutala a baara babo.
370212007a	Bo baamara mu nzili yi a engaŋma, bu baakalyele ti osighili mu lipfu áyi óluru ya bo baakabwihi kana li ndaama a baara.
37021300d7	Lo bitsini bi bibagha bibi mpini bi ootwuu Nzaami bili nkini ya mpini. Mu bye bási binyeme mu mandagha ma: Mfumu gyahaba ba bali baara ba nde ya: Nyaã nswe wu aataŋana nkwumu a Mfumu akala la ya ogwene a bunsumu!
37021400e9	Ankoho munsa nzo yi nene ka ookakala yini a mandoŋo mama oore ya mama ngele o, lo oli si a mandoŋo ma bágyighili mu miti ya mama mu mubweẽ. Mama nsomo me ma baakasalala mu bitsughu bibi byiri, mamake ma baakasalala nswe etsughu.
37021500f7	Mu obo, kala ti mbwuru kala wu a tse-tse bu akaghaba ya mandagha mwohono ma mabi ma aandyele me, nde sa akala ti anga elogho ki baakasalala mu budziri, elogho ki báseme, ki eli mupfunu kundaa mfumu a nde, ki bakughu osalala mu nswe esala ki ebwe.
3702160083	Aakabara enzyi-a-nzyi kii bufulu ya aakanama bunsumu, kana, dzyi, edzuunu emõ ya babo ba baakasamana Mfumu mu mukolo wu a tse-tse.
3702170056	Aakabihi minsohobo mimi bwunu ya mimi buwulu. We gyaghaba ti mye miikaburu mimbaŋana.
37021800b6	Mu kuulu musala a Mfumu ka faana okabaŋana o. Nde faana okakala a dzyi mu baara bwohono, nde faana osoolo oluo ya okuru mukolo ŋa nkulu a baara baala ka bali bitsimi bimo ya nde o.
370219009e	Nde faana okasyeme mu edzuunu babo ba baala ka bali a bitsimi bimo ya nde o, nkini-a-nki Nzaami kughu osa ti bagyiŋi mayele mu osoolo ligyahaba lili ngaŋma,
37021a007c	ya mu oyabvughuru mu bitsimi bi bo bi bibwe mpaala bapala mu myere mi dyabulu wu aasyimi bo, mu kuulu bakasalala waa li nde.
3703010040	Gyahaba ti mu bitsughu bibi masini, matala mama mpara sa makala.
37030200e5	Mu kuulu baara sa bakala banga a bi, banga a ntono a nzi, banga a masyighi, banga a ligwagha, ba baakatsaala Nzaami, ba baakabihi litumu li biburu bi bo, ba baakabihi okihi bubwe bu baasi bo ya ba bagwene a budziri mu bibi ngili,
3703030088	banga a mikolo ngyi, ba bagwene a nyiĩ, banga a makuhu, ba baagwene okaleene okuru nyuru, banga a dzighi, mitaara mi mandagha ma mabwe,
3703040070	ba baakatyeghe banganda, banga a mankehe, ba ódzwi ligwagha mihi, ba baakadzyi bisee bi nyuru ku obvulu Nzaami.
3703050069	Bo sa bakala a efa ki eemoŋono ti kii enzaami, lo bo sa batunu lileene li Nzaami. Kala la ya baara babo.
37030600a9	Mu kuulu, ndaama a baara mu bo yili mu okabulusomo mu mayele mu manzo mu osa kunsa litumu li bo bakaha ba bali a kana li lisala, baala ya leme li masumu ya enzyi-a-nzyi.
3703070056	Matala mwohono bo bali mu okagyighi, lo ka bali mu okasoolo ligyahaba lili engaŋma o.
37030800ce	Bwunu a bu áli otemene Dzanese ya Dzamberese Moyidze ngangala mu matala ma makulu, bwunu obo si baara babo bali mu okatemene engaŋma ngangala. Bo bali a mayele ma magwimi ya kana li bo ka lili mubwughu o.
370309007e	Lo bo ka baagye la o, mu kuulu baara bwohono sa basoolo buwulu bu bo, bwunu a bu áli basoolo buwulu bu Dzanese ya Dzamberese.
37030a0094	Lo we Timote aagyighili onama maluo ma me, nzya-nzyara a me, bitsimi bi aankuru me, kana li me, okuru mukolo a me mu okebe, dzyi li me, mukama a me,
37030b00b0	makimini ya mpara a me. We soolo mandagha mwohono ma maabwi mu me ku mabvulu mama Antyose, Ikonyome ya Lisitere, ya nki kimini me aamono. Lo Mfumu aakwulu me mu kimini lwohono.
37030c0078	Mu obo, baara bwohono ba badzyi okala a laama li lili bunsumu mu Nzaami mu bumõ ya Yiisu-Kriste sa bamwehẽ bo kimini.
37030d0078	Lo baara ba babi ya baara banga a mpya sa bakagye linkulu kunsa bubi. Bo sa bapfiri babake, lo baara sa bapfiri boho si.
37030e0073	Lo we ngu wuulu kwara mu mpini mandagha ma aagyighi we ya ma aakihi we mu mukolo mumõ. We soolo nande aaluo we mo.
37030f0085	Obaana bugye bu we, we soolo Bisono bibi Ngili. Bye bikughu ogwa we munzeele wu aakabiri ku obvwughu mu nzili a kana mu Yiisu-Kriste.
37031000b1	Bisono byehene Nzaami aagwi mayele mu osono bye ya Bisono byehene bili a mupfunu mu oluo, mu obihi maluo mama mpya, mu osyeme bubi ya mu ogwa luo mu bunsumu bu ookaluomo Nzaami.
370311005e	Mpaala mbwuru a Nzaami akala mukughu ya wu li a bi bifaana mu osa bigyighili byehene bi bibwe.
37040100ad	Ŋa nkulu a Nzaami ya ŋa nkulu a Yiisu-Kriste wu akala aalamana baba mweẽ ya ba bákpi, ya mu nkwumu a Kriste wu akala aamoŋono kunsa a empu e nde, me ngwi we litumu li:
37040200d4	Aakatsala nsia a Ndagha a Nzaami, aakasa epini mu okaluo yo matala mwohono, ngu okala mu matala ma mabwe bwunu we ma mabi, aakabihi maluo ma mabi, aakasyeme, ŋa aakaluo aakagwa mpama kunsa okuru mukolo mu okebe.
37040300c8	Mu kuulu, matala sa magya maala baara ka bafiridzyi ogyughu maluo mama nsumu o. Lo bwunu a bu badzyi bo, bo sa basagha okala a baluo balagha ba akala baakabululyele bo mandagha ma badzyi bo okagyughu.
3704040052	Bo sa babihi okagyughu maluo mama engaŋma, sa bagwuŋumu mu okabulugyughu masaba.
37040500b6	Lo we, aakakala a nzya-nzyara yi faana ya yi budziri mu mandagha mwohono, aakakuru mukolo ŋa nkulu a mpara, aakatsala nsia a Nsia yi Mbwe, aakasala esala e we kii muluo kuu mukughu.
3704060063	Mu kuulu, mu mi mitala me, matala ma aangye me maato, mu kuulu batsala makili ma me ti anga mukaba.
