2800000007	Mataayi
310117006b	Lwe lukong'ano kuuti ghwe m'bili gha mwene, uvukwilanifu vwa mwene juno imemia ifinhu fyoni ku siila sooni.
3102010035	Ndavule mulivuo kuuti mufwile mu vuhosi ni nyivisinu.
31020200d2	Lukale mu agha kuuti ulwakwasia mukalutile kuling'ana nuvnsiki ughwa iisi iji. ukale muluta kuvingilila untemi ughwa vutavulilua ughwa vulanga. Iiji je mhepo jamwene jula juno ivomba imbombo mu vaana agagalusi.
31020300f5	Usue tweni apuo pa vwasio tukale mun'kate mu aava vano na vitike. Tulyale tuluta ndavule uvu noghelelua uvuvivi vwa mavili ghitu. Tulyale tuvomba uvughane vwa m'bili na kukagula kulyusue. Tulyale va vutengulilo avaana ava lukwelo ndavule avange.
3102040061	Looli u Nguluve ghwe mwinga ghwa lusungu ulwakuva ulughano lwa mwene lukome luno atughanile usue.
3102050086	Unsiki ghuno tukale vafue nu vuhosi vwitu, alyatuletile palikimo mu vukalo uvupia mun'kate mwa Kilisite. Kulusungu kwekuuti mupokilue.
310206006e	U Nguluve alya tusyusisie palikimo na pikutuviika kukukala palikimo pala pavulanga mun'kate mwa Kilisite Yesu.
31020700b7	Alyavombile n'diiki kuuti munsiki ghuno ghukwisaanoghile kukutusona uvumofu uvukome uvwa lusungu lwa mwene. Ikutusona usue iili kusilanija vuhugu vwa mwene mun'kate mwa Kilisite Yesu.
3102080056	Mulusungu mupokilue musila ija lwitiko. Ulu naluhumile kulyumue. Luvonolo lwa Nguluve.
310209004c	Najihumilanila ni mbombo. Ku isio nakwangavisaghe nambe jumo ughwa kughinia.
31020a00c7	Ulwakuva usue tuli mbombo ja Nguluve, tupelilue mwa Kilisite Yesu kuvomba imbombo inono. Nimbombo iisi sino u Nguluve alya tuvikile kuhumila pa vukulu vwimila usue, ulwakuuti tughendelelaghe mu isio.
31020b00ca	Pauluo mukumbukaghe kuuti pa mwande paala mulyale vaanhu va paanji mu lwa m'biili. Mutambulua “Mwevasila kudumulua” ku kila kino kitambulua vu dumulua vwa m'biili vuno vuvombua na mavoko gha vaanhu.
31020c00cf	Kunsiki ughuo mulyabaghulue nu Kilisite. Mulyale va hesia muvaanhu va Israeli. Mulyale va hesia mulufingo lwa kufingana. Mulyale vasila vwa kyang'haani kunsiki ghuno ghukwisa. Mulyale vasila Nguluve mu iisi.
31020d0082	Looli lino mwa Kilisite u Yesu umue mwevano pakali apuo mulyale patali nu Nguluve muletilua pipi nhu Nguluve mu danda ja Kilisite.
31020e00ac	Ulwakuuva umwene ghwe lutengano lwitu. Alya vombile vavili kuva jumo. Vwimila um'bili ghwa mwene alyananginie uluvumba lwa vugalung'ani vuno vulya tughavinie, uvulugu uvuo.
31020f007f	Kuuti alyimisie indaghilo sa lulaghilo nuvutavike ulwakuuti apeele umuunhu jumo umpia mun'kate mwa mweene. Akaviika ulutengano.
31021000ab	Alyavombile vulevule ulwakuuti aghasambanie amapugha ghavili agha vaanhu kuuva m'bili ghumo kwa Nguluve kukilila ku kikovekano. Ku siila ja kikovekano alya budile uvulugu.
310211006d	U Yesu alisile na kupulisia ulutengano kulyumue umue mwevano mulyakutali nulutengano kuvaala vano valya pipi.
3102120067	Ulwakuva ku sila ija Yesu usue tweeni vaviili tuli nuvwelefu kwa Mhepo jula jumo kukwingila kwa Nhaata.
31021300b8	Pa uluo, umue mwe vaanhu mwe vapanji namulimulughendo na kuuva vahesia kange. Looli muli vanakaja palikimo navala avabaghulua vwimila u Nguluve na kuuva valetamola munyumba ja Nguluve.
310214006a	Mujengilue mulwalo lwa vasung'ua nava viili. Ukilisite yesu jujuoalyale ghwe livue ilivaha ilya pa nguuto.
3102150062	Vwimila umue lijengo lyooni lilunganisivue palikimo na kukula heene nyumba ja kufunyila ija Mutwa.
3102160064	Mwe mun'kate mwa mwene umue najumue mujengua palikimo heene pe pala apakukala apa Nguluve mwa Mhepo.
3103010056	Ulwakuva pa uluo une, Paulo, nilin'kungua ghwa Yesu Kilisite vwimila umue mwe vapanji.
310302005e	Nikwitika ulwakuuti mupulike vwimila imbombo ija lusungu lwa Nguluve luno amelile vwimila umue
3103030096	Nikuvalembela kuhumila ulwakuuti ndavule ulusetulilo lufwikwike kulyune. Ulu se sakyang'haani sino sifisimesinonilyalembile pavufipi mu kalata ijinge.
310304007d	Pano ghukwimba vwimila isi, ghukagula pikulutang'ania uluvelo lwango mu vwa kyang'haani uvu vuno vufisime vwimila u Kilisite.
31030500b6	Ku fisina ifinge uvwa kyang'haani uvu navukavombilue ulwakuuti vukagulike ku vaana va vaanhu. Looli lino ghuvikilue pavulogholofu kwa Mhepo kuva sung'ua vano vabaghulilue nava viili.
31030600c0	Uvwakyang'haani uvu vuno vufisime kwe kuuti avaanu ava panji vahangilanesi nusue nava humia mola ava jitu ava m'biili. Vahangilanisi palikimo nu lufingo lwa Kilisite Yesu kuhumila ili vangili.
3103070072	Pa ulu nivombike m'bombi ku luvonolo lwa lusungu lwa Mutwa luno ahumisie une kukila uvuvombele vwa ngufu sa mwene.
31030800e4	U Nguluve alyahumisie uluvonolo ulu kulyune, nambebune nili muunhu n'debe kuvoni vala vano vabaghulivue vwimila u Nguluve. Uluvonolo kwe kuuti luninoghile kupulisia kuva panji ilivangili lino lilinuvumofu vuno navwakughanulania.
31030900c4	Lunoghile kukuvamulika avaanhu vooni vwimila une vutavike vwa Nguluve ughwa kuvusyefu. Uvu vwe vitavike vuno vulyafisilue amaka minga ghano ghakiling'inie, nu Nguluve juno alyapelile ifiinu fyoni.
31030a0094	Ulu lulyale kuu, kukila ulukong'ano, avatema nuvu tavulilua mun'kate muvulanga vakagule kukagula imbale nyinga isa pavukulu vwa vughane vwa Nguluve.
31030b0082	Agha ghakale ghahumile kukila uvutavike vwa kuvusila na kusila vuno alyaghukwisikisie mun'kate mwa Kilisite u Yesu u Mutwa ghwitu.
31030c0071	Ulwakuva mwa Kilisite tuliningufu na kukitang'ania kukwingila ni ngufu vwimila ulawtiko ulwitiko lwitu kwa mwene.
31030d005f	Pauluo nikuvasuma muleke pidendevuka vwimilanimumuko sango vwimila umue. Isi lwe lwitiko lwinu.
31030e001c	Pauluo nifughama kwa Nhaata.
31030f004c	Juno kwa mwene ifisina fyoni kukyanya na mu iisi jooni jitambulilue litavua.
3103100095	Nisumile kuuti akagule kukuvasungukila, vwimila vwa vumofu vwa lwimiko lwa mwene, avakangasiaghe kukila u Mhepo ghwa mwene, juuno alin'kate mulyumue.
310311004b	Nisuma kuuti u Kilidite ikalaghe mun'kate mu moojo ghinu kukilila ulwitiko.
31031200ee	Nisuma kuuti muve nikisikina mu lwuutu lwa lughano lwa mwene. Muvisaghe nulughano lwa mwene ulwa kuuti mkagule pikulutang'ani, palikimo palikimo na vooni vano vitike, ndavule uvwelefu, nubvutali ni kyomo ni kigho ikya lughano lwa Kilisit.
3103130095	Nisuma kuuti mukagule uvuvaha vwa lughano lwa Kilisite, vano vikilila ku nang'anio. Muvombaghe isi mulwakuuti mumemaghe muvupesie vwoni uvwa Nguluve.
310314009a	Lino kwawene juno anoghile kuvomba sooni, kukila sooni sino tusivombile nasino tukasivomba, kukila ingufu sa mwene sino sivomba imbombo mun'kate mulyusue,
3103150073	kwamwene juula kuvisaghe lwimiko n'kate mu lukong'ano na mwa Kilisite Yesu ku fisina fyoni kusila na kusila. Ameni.
3104010072	Pauluo, heene n'kunguavwimila u Mutwa, nikuvasuma mughendelelaghe ndavule ng'emelo jino u Nguluve alya vakemelile.
3104020049	Mukulaghe nu vwoghofi mu vuhugu nulugudo. Kupindilanila n'kate mulughano.
310403004c	Mulolelanilaghe ni ngufu kulolela uvumo vwa Mhepo muvukungua uvwa lutengano.
310404007d	Kuli m'bili ghumo ku Mhepo jumo, ndavule mulyale mukemelilue muvwa kyang'haani uvwa lughulilo lumo ulwa ulwa ng'emelelo jinu.
3104050028	Kange kwale u Ntua jumo, ulwofugho lumo,
3104060071	nu Nguluve jumo ghwe Nhaata ghwa vooni. Umwene alipakyanya pa sooni iisi, na kusooni isi na mun'kate mu ku sooni.
310407005f	Kwa muunhu ghweni mulyusue apelilue ikipelua kuling'ana nikighelelo ikya kipelua ikya Kilisite.
3104080082	Ndavule amalembe ghijova: “Pano alyatoghile ku kyanya kyongo, alyalongwisie ava galulu muvukami. Akahumia ifipelua ku vaanhu.”
310409004d	Kwekuuti kiki iisi, “Alyatoghile,” neke looli alikile kange pasi pa iisi?
31040a00ac	Umwene juno alikile ghwe mwene julajula juno kange alyatoghile kuvutali kukyanya kuvulanga vwooni. Alyavombile n'diki ulwakuuti uvuvaha vwa mweene vuvisaghe mu finu fyooni.
31040b006a	U Kilisite alya humisie ifipelua ndavule ifi: avasung'ua, avaviili, avainjilisiti, avadiimi nava vulanisi.
31040c0078	Alyavombile vulevule kukuvatanga avitiki vwimila vwa mbombo ija vuvombi, vwimila vwa kuvuvujenga um'biili ghwa Kilisite.
31040d00c9	Ivomba n'diki kuhanga usue tweeni tufikile uvumo vwa lwitiko nhuvu mang'anyi vwa mwana ghwa Nguluve. Ivomba vulevule mpaaka tukangale ndavule vaala vano valyafikile ikyimo kino kikwiline ikya Kilisite.
31040e00cd	Ulu kwekuuti tulekaghe kuuva heene vaana, natungapululusivwaghe kuno nakula. Ulwakuuti tuleke pitolua ni mhepo sisino sivisaghe sa mbulanisio, nigiilabsa vaanhu mumanjughulu gha vudesi vuno vusoveleng'ine.
31040f0080	Palwene uluo tujovaghe uvwakyang'haani mulughano na kukula kyoongo mu siila sooni n'kate mwa mweene juno ghwe muutu, u Kilisite.
31041000ac	U Kilisite adumining'inie, palikimo u m'biili ghwooni ughwa vitiki. Ghulunginisivue palikimo nifipelua fyooni ulwakuuti um'biili ghwoni ghukule napikujenga gwene mulughano.
3104110083	Pauluo, nijova iili, nikuvasuma mwa Mutwa: Namulaghendagha kange heene vaanhu vapanji fino vighenda muvugalusi vwa luhala luvanave.
3104120098	Vakapikilue ni ng'iisi mumasaghe gha vanave. Vadaghilue vwumi vwa Nguluve muvuyasu vuno vulin'kate muvanave ulwakuva vwimila uvwumi vwa moojo ghavanave.
3104130056	Navikupulika isooni. Vitavwile veene kuvunyali mu mbombo inyali, mulwa vugheji vwooni.
310414003b	Looli, nafyelulivuo ndavule mulumanyile vwimila u Kilisite.
3104150076	Nakuva kuuti mupulike umwene. Nakuva kuuti mukale mumanyila mwa mweene, ndavule uvwa kyang'ani vulivuo vwimila u Yesu.
31041600a4	Luvanoghile mufunyaghe sooni sino silutana nulughendo lwiinu ulwa pakali, uvumuunhu uvwa pakali, uvumuunhu vwa pakali vuno vuvola vwimila vwa vunoghelua vwa vudesi.
3104170054	Mufulaghe uvumuunhu uvwa pakali ulwakuuti muvombeke vupia munumbula sa luhala lwinu.
310418008e	Muvombaghe vulevule ulwa kuuti mukagule kufwala uvumuunhu uvupia, vuno vulutana nu nguluve vupelilue muvwakyang'aani nu vwimike vwa kyang'ani.
31041900a0	Pa uluo, vikagha kutali nuvudesi. “Jovagha uvwa kyang'aani umuunhu ghweni nhu m'bading'ani ghwa mwene,” ulwakuva tulivahangilanisi umuunhu ghweni kwa junge.
31041a006a	Muvisaghe ni ng'alasi, looli na mungavombaghe inyivi,” Ilijuva nalingasemaghe mujighe ni ng'alasi siinu.
31041b0023	Namungam'pelaghe uvwelefu u setano.
31041c00b7	Ghweni juno ihija anoghile kuhija kange. Pa uluo anoghile avombaghe imbombo. Avombaghe imbombo inyaluvumbulilo na mavoko gha mwene, ulwakuuti akagule pikun'tanga umuunhu juno aghilue.
31041d00b4	Injovele imbiivi najingajighaghe mumulomo ghwinu. Pa uluo amasio ghanoghile pihuma mumalomo ghiinu ghano ghanoghile kusino silondeka, kukuvapela uluvumbulilo vala vano vipulikisia.
31041e0077	Mulampelelagha kusukunala u Mhepo Mwimike ghwa Nguluve kwa mwene kuuti mukanyilue umuhuri vwila vwa kighono ikya vupoki
31041f0079	Lunoghile pikuluvika patali uvuvafi vwooni, ing'alasi, ilyoojo, amabatu, namaligho, palikimo nuvuhosi vuno vuli pa pinga.
3104200066	Muvisaghe nulusungu. Musaghilanilaghe jumue kwa jumue, ndavule u Nguluve mwa Kilisite avasaghile umue.
3105010055	Pa uluo muvisaghe vaanhu va kum'bingilila u Nguluve heene vaanha va mwene avaghanike.
31050200bd	Mughendaghe mulughano, vulevule ndavule u Kilisite atughanile usue, alihumisie jujuo vwimila usue. Umwene alyale litekelo kange ng'oolo jujuo kuuva nulunusi lunono ulwa kumovosia u Nguluve.
3105030077	Uvuvwafu nambe uvunyali vwevwoni nuvunoghelua uvuvivi vunoghile navungatambulaghe mulyumue, ndavule jilondua kuviitiki,
310504008d	nambe isakukalasia nasingatambuluaghe, imuling'ano isa kiijasu, nambe imbedo isa kubedania, sino nasigholwike, ulwene pesivisaghe inyongesio.
31050500a0	Munoghile kuuva nuvwakyang'haani kuuti kuli vuvwafu, uvunyali, nambe juno inoghelua, ujuo ikufunya ifihwani, alivuvule uvuhasi kuvutua vwa Kilisite nhu Nguluve.
310506007d	Umuunhu ghweni nanga kusyangagheku masio vulevule, ulwakuva amasio agha lyojo lya Nguluve likwisa kuvaala vano navikumwitika.
3105070035	Pa uluo nungavisaghe muhangilanisi palikimo na veene.
310508004d	Ulwakuva umue pavwasio mukale mu ng'iisi, looli lino mulimulumuli ulwa Mutwa.
310509007c	Pa uluo mughendaghe heene vaana valumuli. Ulwakuva imekebsa lumuli siling'ana nu vunono vwoni, uvwa kyang'haani nuvwa lweli.
31050a0029	Mulondaghe kila kinu kihovosie kwa Mutwa.
31050b0064	Napwevungavisaghe uvuhangilanisi mumbombo isa mu ng'iisi sino nasilinimeke, pa uluo sivike pa vwelu.
31050c004b	Ulwakuuva iisi sivombua na vene kuvusyefu se soni kyongo kange kukwolelela.
31050d0040	Amasio ghoni pano ghivikua pavuvalafu nulumuli ghiva pa vwelilu,
31050e00b0	ulwakuva kiila kiinu kino kilipavuvalafu kiva palumuli. Pa uluo kiiti ndiiki, “Sisimuka uve ghwejuno ghughona, kange ghwime kuhuma kuvafue kange u Kilisite imulika palyuve”
31050f0073	Pa uluo muvisaghe mulelelaghe pano mughenda, na kwekuuti heene avaanhu vaano navalinuvukagusi looli heene vakagusi.
3105100034	Mulutaghe nu nsiki ulwakuva ifighono fye fya vuhosi.
3105110049	Namungavisaghe vajasu, pa uluo mukagule kiinu kiiki mu vughene vwa Mutwa.
310512005d	Namungaghalaghe nhu luhuje, vilongosia ku vanangifu, pa uluo mumemesevue nhu Mhepo u Mwimike.
3105130081	Mujovaghe nhu muunhu ghweni mulyumue mu nyimbo, nulughinio, nhinyimbo isa mhepo. Imbagha kange mughiniaghe nhu mwoojo ghwa Mutwa.
3105140066	Jaatu humiagha uluhongesio mu isi sooni mulitavua lya Yesu Kilisite Mutwa ghwitu kwa Nguluve u Nhaata.
3105150044	Muhumiaghe jumue umuunhu ghweni kwa junge nu vwoghopua vwa Kilisite.
3105160038	Va mama, muhumiaghe ku vaghosi viinu, ndavule kwa Mutwa.
3105170074	Ulwakuva umughosi ghwe Mutua ghwa mumama, ndavule u Kilisite pano alimuutu ghwa lukong'ano. Ghwe m'poki ghwa m'bili.
310518007b	Looli ndavule ulukong'ano vule lulipasi pa Kilisite, vulevule ava mama vanoghile kuvomba khu vaghosi vavanave mu agha ghoni
310519007a	Vaghosi, muvaghanaghe avadala viinu ndavule vule u Kilisite alyalughanile ulukong'ano kange akihumia jujuo vwimila umwene.
31051a0057	Alyavombile anala ulwakuuti vave vimike. Alyalivalisie na kulisuka na malenga mu lisio.
31051b00a4	Alyavombile n'diiki ulwakuuti pikufikisia jujuo mulukong'ano ulwimike, kisila lideeha pavalafu pe nambe kimonga kino kihwanine nisio pauluo lwimike ulusila n'koole.
31051c0093	Musila jilajila, avaghosi vanoghile kukuvaghana avadala vavanave ndavule amavili ghavanave. Jula juno amughanile un'dala ghwa mwene ighanile mwene.
31051d0099	Nakwale nambe jumo juno ikughukalalila um'bili ghwa mwene. Pa uluo, ikughunosia na kukughughana, ndavule u Kilisite kange vule alyalughanile ulukong'ano.
31051e0032	Ulwakuvasue tulivahangilanisi va m'bili gwa mwene.
31051f00a7	“Vwimila ulu umughosi ikumuleka u Nhaata ghwa mwene nu mama ghwa mwene viiva palikimo nhu n'dala ghwa mwene kange avuo vavili viva m'bili ghumo”. ulu lwe lufisime.
310520002d	Looli nijova vwimila u Kilisite mulukong'ano.
3105210093	Pa uluo, umuunhu ghweni mulyumue anoghilebkukumughana un'dala ghwa mwene heene jujuo, nun'dala ghwa mwene anoghile amwoghopaghe umughosi ghwa mwene
3106010051	Mwe vaanha muvalevaghe avapafi viinu mwa Mutwa, Ulwakuuva uvu vwe vwakyang'haani.
310602006a	“Umwoghopaghe u Nhaata ghwako nhu mama ghwako” (Ulwakuuva ulu lwe lulaghilo lwa kwasia ulunyalufingo),
310603005b	“ulwakuuti jive kiba kange kulyumue kange munoghele kukukala muvukalo uvutali pa iisi.”
3106040082	Najumue mwe vanhaata namungavakalasiaghe avaana na pikuvapela ing'alasi, pa uluo, muvalelaghe mu mbulanisio nhi ndaghilo sa Mutua.
31060500bb	Umue vaakamu, muve vitiki ku vatua viinu ava apa pa iisi kuvwoghopua uvuvaha na kutetema nulu dwesi lino luhuma mu numbula siinu. Mwe viitiki kuvanave ndavule vule mukumwitika u Kilisite.
3106060088	Kuleva kulyumue nakungavisaghe pala avatua viinu pano vikuvalola ulwakuuti kuvahovosia. Pa uluo muve vitiki ndavule avakami va Kilisite.
3106070090	Muvombaghe uvughane kuhuma mu moojo ghinu ghoni, muvavombelaghe na moojo ghiinu ghooni, ulwakuva mukum'bombela u Mutwa nambe nakwekuuti avaanhu.
3106080085	munoghile kukagula kuuti mumbombo inofu u muunhu juno ivomba, ikwupila uluvonolo kuhuma kwa Mutwa, nave n'kami nambe umuunhu mwavuke.
31060900cc	Najumue mamutua muvombaghe vulevule ku vakami viinu. Namungavoghofiaghe mukagula kuuti umwene ghwe Mutwa ghwa vooni ghwe jula juno alikukyanya. Mungakagule kuuti mwevusili uvupendelelo mun'kate mwa mwene.
31060a0038	Pa uluo, muvisaghe ni ngufu mwa Mutwa ni ngufu sa mwene.
31060b005e	Mufwalaghe ifilwilo fyooni ifya Nguluve, ulwkuuti mukagule kukwima lubale nhi giila sa setano.
31060c00ad	Ulwakuva uvulugu vwiitu naje danda nhi nyama, looli vwe vwimila vwa vutua nu vutavulilua vwa mhepo nava temi va iisi ava vuhosi nhi ng'iisi, vwimila vwa lipepo ilya mu iisi.
31060d0099	Pa uluo fwalagha ifilwilo fooni ifya Nguluve, ulwakuuti mwime vunono vwimila vwa vuhosi unsiki ughu ughwa kihoosi. Yetumalile kila kiinu, mukwima vunono.
31060e0068	Pa uluo mwimaghe nu ngufu. Muvombaghe vulevule pano mupinyile ulukova muvwakyang'ana muvulweli mukifuva.
31060f006b	Muvombaghe vulevule kumo mufwalile muling'anisie mumaghulu ghini ulwa kupulisia ilivangili ilya lukong'ano.
3106100069	Musooni sino pwesile ye mutoolile ingula ija lutengano, jino jikagwile pisimia indibulo sa jula um'biivi.
310611004c	Mufwalaghe ikofili ija vupoki ni bamba ja Mhepo, jino lye lisio lya Nguluve.
31061200a6	Palikimo ni nyifunyo na pikufunyila. Musumaghe kwa Mhepo amasiki ghoni. Kulola vulevule mulolelelaghe amasiki ghooni nulu gudo lwooni ni suumo vwimila kuvitiki vooni.
31061300b0	Musumaghe vwimila une, ulwakuuti nipelwaghe imhola pano nidindula umulomo ghwango. Musumaghe kuuti nolelelaghe ni ngufu uvwakyang'aani vuno vufisime vuno vulungime kulivangili.
310614008d	Vwimila vwa livangili une nilintuni nejuno nikungilue na manyororo, ulwakuuti mun'kate muvanave nijovaghe ni ngufu ndavule nilondilue kujova.
3106150093	Looli umue mukagulaghe imbombo sango ndavule nighendelela, Tikiko unyalukolo ghwango umughanike um'bombi umfwihu kwa Mutua ikuvavulagha kila kiinu.
310616007a	Nimwomuile kulyumue ku ulu luno lulungime, ulwakuuti mukagulaghe sooni vwimila usue, akagule pikughanyamasia amoojo ghinu.
3106170092	Ulutengano luvisaghe kuvanyalukolo, nu lughano palikimo nulwitiko kuhuma kwa Nguluve nhaata nu Mutwa Yesu Kilisite ulughano lulalula lino nalufua.
310618005f	Ulusungu luvisaghe na vooni vano vamughanile u Mutwa Yesu Kilisite kulughano lula luno nalufua.
3200000006	Filipo
320101008e	UPaulo nu Timoti, vasung'wa va Kilisite Yesu, kuvala vano vatengilue mwa Kilisite wanovikukala ku Filipi, palikimo na valolelesi navalolelesi.
3201020056	Uvumosi vuve kulyumue nulutengano lunoluhuma kwa Nguluve Nhaata ghwitu uYesu Kilisite.
320103003c	Nikumwongesia uNguluve ghwango panonikuvakumbuka umue mweni.
3201040056	Mufighono fyoni ulufunyo lwango kukuvasumila umue mweni, nanihovoka panonikuvafunyila.
320105006a	Nili nuluhongesio lwinga lwakuva ulukong'ano lwinu mulivangili kuhuma ikighono ikyakwasia mpaka umusyughu.
3201060097	Nili ni kyang'ani kuva umwene juno alyatengulisie imbombo inofu kyongo mun'kate jinu ilighendelela kukujivomba mpaka ikighono kya Mutwa uYesu Kilisite.
3201070099	Kekanono kulyune kukwighinia nahele kulyumue mwevoni ulwakuva nivavikile munumbula jango. ulwakuva mulivakong'anike vajango muvumosi mukifungo kyango na.
3201080072	Unguluve ghwesaidi ghwago, ndavule pwenile nulunogheluo lwango kulyumue mulughano ulwa mun'kate ula Yesu Kilisite.
320109003d	Kange Nisuma kulyumue kuti: ulughano lwinu lwongelele kyongo.
32010a00ad	Nisuma mu ili neke muve nuvuweso uvwa kupima nakutavula sino sili vunono kyongo. kange nikuvasumila neke muve kanono mulekaghe kuva nuvuhosi vyovyoni mukighono kya Kilisite.
32010b007e	Neke kange mumemesivue ni meke ija lifyulisi ilya kyang'ani linolipatikana mwa Yesu Kilisite, muvuvaha nulughinio lwa Nguluve.
32010c0073	Lino vanyalukolo vango, nilonda mukagule kuva, isi sinosihumile kulyune sivombike neke ilivangili lighendelel fijo.
