010000000b	Ittẹwọr
0b021d00f5	Iwa bẹ agbaak ọvaar Sọlọmọn bi, Joab ọkk'ọrọbha ochina k'ikhira s'Ọvaar Ibinọkpaabyi, ọtza owobha ọbaanga ijafọhnibe. Sọlọmọn ọnang Bẹnaya kw'ode nnwa kwa Jẹhoyada ẹfa bi, “Rọhng atza abun-ẹ afhu!”
0b021e0111	Mando kwa Bẹnaya ochin k'ikhira s'Ọvaar Ibinọkpaabyi, ọtza oben Joab bi, “Ọvaarnọng obeni bi, ‘Yin k'iyaan.’” Yina, oben bi, “Mma, kaam ḿpe ma e.” Bẹnaya obiro otzima ẹkkaabha ochena ọvaarnọng, oben bi, “Kkeri odem kwa Joab obhin-m e.”
0b021f00d3	Mando kw'ọvaarnọng obeni Bẹnaya bi, “Kọ si mach'obeni.” Bun-ẹ afhu, anọhng-ẹ, ifha ofona mẹ, kaam ọmaana ẹhọhmmọr chaam biphyir mọnaanga oponga-pyibha kw'izi s'anọng pa Joab ofhu.
0b0220018b	Ọvaar Ibinọkpaabyi wọ ọ́nang-ẹ ettuma k'izi s'okk'obyengi, okhuri bi, kẹ otzim ọkkangkkaang ofhu ajinọng afa, k'ogbe kw'otte kwaam Devid on-orong. Bẹ anọng afa p'ade; Abnẹr kw'ode nnwa kwa Nẹr, obiro ode odenho kw'agbong-nọng p'Israẹl, ọmaana Amasa kw'ode nnwa kwa Jẹtẹr, obiro ode odenho kw'agbong-nọng pa Juda, ajibhi abira atzor-otzor ọtzam ayọhng-ẹ.
0b022100e0	Tte oponga-pyibha kw'izi sabẹ ọnana Joab ọmaana va pa va pẹ, k'eho. Yina, tte odidiri kw'Ọvaar Ibinọkpaabyi owobha ttara Devid ọmaana va pa va pẹ, ọmaana ẹhọhmmọr ttara ẹvaar chẹ maa, ogbe ode.”
0b02220086	Mando kwa Bẹnaya kw'ode nnwa Jẹhoyada ofon ọtza obun Joab ofhu, wa bẹ anọhng-ẹ k'ọhọhm kwẹ k'ibe s'anọng anarukhi.
0b022300c3	Ọvaarnọng ọn-ọtzọkha Bẹnaya kw'ode nnwa kwa Jẹhoyada osi odenho kw'agbong-nọng, otzima otzera eho cha Joab, obiro ọtzọkha Zadọk kw'ode ọfọhnẹja otzera eho cha Abiyata.
0b02240094	Iwa ọvaarnọng ọtzọhm bẹ ayeri Shimeyi, oben-ẹ bi, “Kọ ibe ọdọdọk k'atza, si ọhọhm kw'aruk ka Jẹrusalẹm anang for sọ.
0b0225006f	Ronga k'odik-ọkka bi, ewu ch'ajek Ẹttẹri cha Kidrọn, ápe-ope e; izi sọ íbhakhi inan-ọ k'eho e.”
0b022600c7	Shimeyi obhina ọvaarnọng bi, “Odik kw'agbaakhi, ojibh-ojibh. Kaam ọtzọhmnọng kwọ ńsi-osi mach'itta ọvaarnọng kwaam ọgbaakhi.” Wa Shimeyi owobha ka Jẹrusalẹm k'ogbe-bhirada.
0b022700c6	Okwu opyiri cho attaan, atzọhmnọng afa pa Shimeyi arọbh atzor Akish kw'ode nnwa kwa Maaka, obiro ode ọvaarnọng kwa Gat. Wa bẹ agbaak Shimeyi bi, “Atzọhmnọng pọ awobh ka Gat e.”
0b0228009b	Mando kwa Shimeyi ovur ẹnyanyaang chẹ otza okhebha Akish ka Gat, oror atzọhmnọng pẹ ore. Shimeyi otzima atzọhmnọng pẹ ofona ka Gat, okhuna.
0b0229005d	Mada Sọlọmọn ọbhaang bi, Shimeyi okk'obina ma Jẹrusalẹm ochina ka Gat maa okhuna,
0b022a011e	ọvaarnọng oyeri Shimeyi, oben-ẹ bi, “Kọ arang kw'iwa nsi echekhi ka che ch'Ọvaar Ibinọkpaabyi, mbiri ndọr-ọ itzọhng bi, ‘Ewu manda dani ch'atza ibe manda rani, ápe-ope e?’ Wa aben-m m'ewu nduma bi, ‘Odik kw'agbaakhi, ojibh-ojibh. Kaam ńhakha eho ọhakha.’
0b022b007b	Mbọng vọ osi yina ọnwọhngi kw'atzọk k'Ọvaar Ibinọkpaabyi kahokhi, eho kabira ahakha anang ọsana kwaam o?”
0b022c00ba	Ọvaarnọng obiro oben Shimeyi bi, “Kọ arong m'ettem chọ itzama kpenamkpen s'iwa asi atzima atzor otte kwaam Devid kẹ. Ọvaar Ibinọkpaabyi ọ́nang-ọ ettuma k'itzama sọ.
0b022d0087	Yina, ọvaar Sọlọmọn ọ́tzọkha ẹdaa, ẹvaar cha Devid ébe bi pyir k'itzitzikha s'Ọvaar Ibinọkpaabyi maa, ogbe ode.”
0b022e00ad	Mando kw'ọvaarnọng ọnangi Bẹnaya kw'ode nnwa kwa Jẹhoyada ẹfa. Oyin k'iyaan ọtza obun Shimeyi, ofhu. Mando kw'ẹvaar ettim aranga ka mbọhk sa Sọlọmọn.
0b0301011f	Iwa Sọlọmọn orenga iyok ttara ọvaar Phero kw'Ijip, orenga mẹ ọtzọkha nnwa kwa Phero k'ọbada. Otzim-ẹ okhuna k'Odedenmon kwa Devid maa, okyera ọtzọhm f'ẹvaar-ttọhmma ọmaana Ọhọhm kw'Ọvaar Ibinọkpaabyi, ttara ọbaakha kw'ọkhọri Jẹrusalẹm osisi.
0b0302009b	Wa anọng mba am-asi njafọhni k'ọjafọhnibe f'ikpokpobha k'ọyaankpa, okhuri da iwa bẹ ani Ọhọhm kwa che ch'Ọvaar Ibinọkpaabyi atzima asa.
0b030300e5	Sọlọmọn ọkhọhkha idadaakha sẹ s'Ọvaar Ibinọkpaabyi, oruk akpen otzor ka ndọhna s'otte Devid ọnang-ẹ, kw'oyongi bi, wa kẹ ọfọhni nja obiro ọkwọmi insẹns k'ọjafọhnibe f'ikpokpobha k'ọyaankpa.
0b030400fb	Iwa ọvaarnọng ọm-ọtza ọfọhni nja ka Gibeọn, okhuri bi, kẹ wọ iwa ode ọjafọhnibe f'ikpokpobha f'ọbari odik ọtzam. Wa Sọlọmọn ọnangi nnanga nkwọmisẹ nnọhna mfa obhiri arọbh jobh, m'ijafọhnibe nna s'ikpokpobha.
0b030500a5	Ọvaar Ibinọkpaabyi oyin Sọlọmọn abẹ k'erungi k'idachen ka Gibeọn. Ibinọkpaabyi oben bi, “Kọ phyem ọttọhk kpenamkpen f'arori bi, nnang-ọ.”
0b0306013c	Sọlọmọn obhina bi, “Kọ akk'ejibha-barada asa anang otte kwaam Devid, kw'ode ọtzọhmnọng kwọ, okhuri da iwa kẹ ophe nnam ka kọ, obiro otzor-otzor, ọkhaama ettem ọkkakka. Kọ achin ororo asi ejibha-barada nda anang-ẹ, anang-ẹ nnwa kw'ijinọng bi, ọtzọkha ẹvaar chẹ maa, pyiri ma.
0b030700ec	“Manya, o Ọvaar Ibinọkpaabyi, kw'ode Ibinọkpaabyi kwaam, kọ akk'kaam ọtzọhmnọng kwọ, ọvaarnọng asa bi, ndera eho ch'otte kwaam Devid. Yina, kaam ndimi nde nnwa-nnwa, kaam odem kwa nsi itzọhmbọhk saam kinnọng.
0b03080085	Kaam ọtzọhmnọng kwọ nwobh k'ottem kw'anọng p'akk'atzekha, anọng-barada, p'ahaabhi ayọhnga odem kw'ọnọng ofha obhik.
0b030900e7	Mẹ wọ, nang kaam ọtzọhmnọng kwọ ekkoji k'ettem cha ndima ndabh anọng pọ. Mbiri mfha ndima chẹ ngọhkha odengọmi kw'odik kw'otzor-otzor ttara epina. Ọnọng kw'ọfha ọdabh anọng-barada mba pọ kode e.”
0b030a0056	Iwa Ọvaar Ibinọkpaabyi ọdaam ettem ttara Sọlọmọn bi, okk'odik nwa ophyema.
0b030b00ca	Mando kw'Ọvaar Ibinọkpaabyi oben-ẹ bi, “Mada kọ akhiri akpen p'adumi eden, ọmaana ikkọ, ttara obo kw'attattaanga-nọng pọ aji, an-aphyem, ekkoji ch'atzima asi eponga-ttọhna ẹkkakka,
0b030c00ae	kaam ńnang-ọ f'aphyemi ọnang. Kaam ńnang-ọ ettem ch'ekkoji ọmaana ch'eronga maa, ọnọng kode kw'iwa ọkk'ọda mach-ọ, ọnọng kóbiro ode kw'óde mach-ọ.
0b030d0087	Ayongi mẹ, kaam ńnang-ọ f'an-aphyemi, ikkọ ọmaana abarada, ifha k'akpen pọ biphyir, ọvaarnọng kw'obeng-ọ abẹ, kóde.
0b030e0087	Idikha kọ ahak eho anang-m, abira ahok aphaangi ọmaana asana paam mach'iwa atte Devid ohokhi, kaam ńnang-ọ akpen p'adum-odum.”
0b030f0129	Sọlọmọn ogbe ọphyọbha, on-oronga bi, kkeri idachen nọ. Ọkpa nnam ka Jẹrusalẹm, ọtza obe k'itzitzikha s'Ẹkkọhbhi ch'Echekhi ch'Ọvaar Ibinọkpaabyi, osi njafọhni sa nnanga nkwọmisẹ, ọmaana sa nnanga s'odidiri. On-osi ọdadaami ọnang atzọhmnọng pẹ biphyir.
0b03100038	Iwa azaaza afa akwu ayin abe ọvaarnọng k'itzitzikha.
0b03110098	Oyok wani oben bi, “Itta kwaam tzotzokhaan, kwanọng nwa ọmaana kaam morukhi k'ọhọhm wani. Kaam mmaani nnwa k'ogbe kw'owobh m'ọhọhm ttar-m.
0b031200b5	Okwu opyiri iwu ittaan sa mmaani nnwa kwaam, kwanọng nwa obiro ọmaan nnwa. Man anọng afa bẹ-bẹ bọ owobh k'ọhọhm, ọnọng ọdọdọk kw'owobh mẹ ttara man kode.
0b03130040	“Kwanọng nwa oyim k'erungi ọkpẹkhi nnwa, nnwa kwẹ ope.
0b031400bc	Mando kw'ọphyọbh k'erungi, otzini nnwa kwaam kw'oyim-m k'ẹbhabhaanga, k'ogbe kwa mmintaabha ọda. Ọtzọkha nnwa kwaam oruri k'ẹba, ọtzọkha nnwa-bukhi kwẹ orur-m m'ẹbaa.
0b03150099	Mada ewu ehobh, mbina bi nnọk nnwa kwaam, nna nne bi, ọkk'ọpa. Mada nna ndẹ-ẹ otzum nge k'ekpebha, nne bi, nnwa kwaam kwa mmaani arang mẹ.”
0b03160104	Kwanọng nwonggo oben bi, “Mma! Oyok kw'orukhi akpen wọ ode kwaam, obukhi ode kwọ.” Yina, ocheden-kwanọng ochina ororo oben bi, “Mma e! Obukhi ode kwọ, kw'orukhi akpen ode kwaam e.” Mẹ wọ, bẹ asi ikhakhaanga m'itzitzikha s'ọvaarnọng.
0b031700a6	Ọvaarnọng oben bi, “Oyok nwa obi, ‘Kw'orukhi akpen ode kwaam, obukhi ode kwọ.’ Oyok nwonggo bi, ‘Mma! Obukhi ode kwọ, kw'orukhi akpen ode kwaam.’”
0b03180083	Mando kw'ọvaarnọng obeni bi, “Bọng nang-m ọkkangkkaang.” Mẹ wọ, bẹ atzọkha ọkkangkkaang achena ọvaarnọng.
0b031900ac	Ọvaarnọng ọn-ọnang ẹfa bi: “Bẹ akkema nnwa kw'orukhi akpen agbokha afa, atzọkha igbokha anang oyok wani, bẹ abira atzọkha igbokha anang oyok nwonggo.”
0b031a0148	Kwanọng kw'ọkhaam nnwa kw'orukhi akpen, orenga k'idadaakha s'ọkhaam ttara nnwa kwẹ abẹbẹ, okhukhi ọvaarnọng oben bi, “Itta kwaam, tzotzokhaan, nang-ẹ nnwa kw'orukhi akpen! Kẹ kafhu!” Yina, kwanọng nwonggo oben bi, “Ọnọng kw'ọ́khaam-ẹ k'ottem kwa man anọng afa kode. Kkem-ẹ k'obe ọfa!”
0b031b009a	Mando kw'ọvaarnọng ọkpaar aponga, oben bi: “Bọng nang ocheden-kwanọng nnwa kw'orukhi akpen. Bọng kẹ kàfhu, kkeri kẹ wọ ode ọkka.”
0b031c00db	K'ogbe kw'anọng p'Israẹl biphyir an-abhaang eponga-ttọhna ch'ọvaarnọng ọkk'ọnanga, ọvaarnọng on-ojora bẹ, okhuri da be are bi, kẹ ọtzọk ekkoji k'Ibinọkpaabyi, otzima osi aponga p'atzor-otzor.
0b04010033	Iwa ọvaar Sọlọmọn ọdabh Israẹl biphyir.
0b04020063	Ma wọ iwa ode adenho p'akhaan-nọng pẹ: Azariya kw'ode nnwa kwa Zadọk kw'ode ọfọhnẹja;
0b0403007b	Ẹlihorẹph ọmaana Ahija p'ade va p'ijinọng pa Shisha, ade akkẹri; Jehoshaphat kw'ode nnwa kw'Ahilud, ode oye-idik;
0b04040064	Bẹnaya nnwa kwa Jẹhoyada, ode odenho kw'arim-egbong; Zadọk ọmaana Abiyata, ade afọhnẹja;
0b040500a2	Azariya kw'ode nnwa kwa Natan, ode okkeri-adabhi pa ngọma; Zabud kw'ode nnwa kwa Natan, ode ọfọhnẹja ttara ọnọng kw'ọm-ọgbaak ọvaarnọng atzim;
0b04060073	Ahishar, ode ọphaar-idik s'ẹvaar-ttọhmma; Adoniram kw'ode nnwa kw'Abda, ode okker-itzọhm s'ini agbukha ipe.
0b040700fb	Iwa Sọlọmọn ọkhaam adabhi-ngọma jobh obhiri afa, k'Israẹl biphyir, p'anangi ọvaarnọng ọmaana anọng p'awobh k'ọvaar-họhm ọchattọhk. Ọnọng kpenamkpen ọkhaam ophe wani ka cho kw'osi mphaari s'ọchattọhk mva ọnanang.
0b0408003f	Ma wọ ode che pabẹ: Bẹn-Hur ọdabhi mgbegbeho s'Ephraim;
0b04090065	Bẹn-Dẹkẹr ọdabh Makaz, ọmaana Shalbim, ọmaana Bẹt-Shẹmẹsh ttara Ẹlọn-Bẹtanan;
0b040a004b	Bẹn-Hẹsẹd ọdabh Arubot (Soko ọmaana irek sa Hẹphẹr ide sẹ);
0b040b0069	Bẹn-Abinadab ọdabh Naphot-Dor (wa kẹ ọtzọk Taphat kw'ode ominanwa kwa Sọlọmọn k'ọbada);
0b040c00e0	Baana kw'ode nnwa kw'Ahilud, ọdabh Taanak ọmaana Mẹgido, ttara ka Bẹt-Shan biphyir kw'ọbaang Zarẹtan, k'irekh-irek kwa Jẹzrẹl, ttẹwọr ka Bẹt-Shan maa, apyiri Abẹl-Mẹhola, ajekha achina ka Jọkmeam;
0b040d00d7	Bẹn-Gẹbẹr ọdabh Ramọt-Gilead (orukhabe fa Jair kw'ode Manasẹ ka Gilead ode fẹ, ọmaana ngọma s'Argọb ka Bashan, ttara idedenmon sẹ s'ikhaam abaakha arọbh attaan p'akhaam mbaakha-mma sa brons);
0b040e002f	Ahinadab kw'ode nnwa kw'Ido, ọdabh Mahanayim;
0b040f0063	Ahimaz ọdabh Naphtali (kẹ okk'Basemat kw'ode ominanwa kwa Sọlọmọn ọtzọkha k'ọbada);
0b0410003f	Baana kw'ode nnwa kwa Hushayi, ọdabh Ashẹr ọmaana Alọt;
0b04110031	Jehoshaphat kw'ode nnwa kwa Parua ọdabh Isaaka;
0b04120031	Shimeyi kw'ode nnwa kw'Ẹla, ọdabh Bẹnjamin;
0b041300d0	Gẹbẹr kw'ode nnwa kw'Uri ọdabh Gilead (k'obhon kwa Sihon kw'ode ọvaarnọng kw'ab'Amọr, ọmaana k'obhon kwa Og kw'ode ọvaarnọng kwa Bashan). Kẹ-kẹ wọ iwa ode ọdabhi kw'ẹkhọma nduma.
0b04140082	Iwa anọng pa Juda ọmaana p'Israẹl ahaabhi mach'oyeyeng kw'ẹraanga-kha. Wa anọng mba achi, agwo ettem ebire ẹdaam bẹ.
0b04150106	Mando kwa Sọlọmọn ọdabhi ivaarbhon nna biphyir, ttẹwọr k'ọraanga kw'Euphrates, akwu apyiri k'irerek s'aPhilistiya maa, apyiri k'enem ch'Ijip. Wa ngọma nna mminchena Sọlọmọn nnduma, sẹ mbiri nwobha k'irekh-irek kwẹ, k'akpen pẹ biphyir.
0b04160098	Iwa ọchattọhk fa Sọlọmọn orori k'ewu ode akwakkama ẹrọbh obhiri jobh p'abubuma akkakka, ọmaana akwakkama arọbh attaan p'ọchattọhk.
0b041700e0	Abhaam jobh pa bẹ anangi ọchattọhk k'ọpa, abhaam ẹrọbh pa bẹ anangi araraari, ọmaana arukhimaan arọbh azen ọmaana avu, akwu attara k'achimi, ọmaana njip, ọmaana ochimi-hora ttara inọhn s'ijibhi for.
0b041800b4	Wa kẹ ọdabhi avaar p'idedenmon biphyir, k'okhubha kw'ewuchen em-edimi k'Ọraanga kw'Euphrates, ttẹwọr ka Tiphsa maa, apyiri Gaza obiro oruk k'odidiri k'okhubha kpenamkpen.
0b041900af	Israẹl ọmaana Juda, ttẹwọr ka Dan maa, apyiri Beershẹba arukhi k'odidiri, k'ogbe kwa Sọlọmọn. Ọnọng kpenamkpen ochi agrep ttara afig pa bẹ-bẹ ọkhaam.
0b041a009a	Iwa Sọlọmọn ọkhaam obe fa bẹ am-ohok akpaar pa nnyanyaang mmindọr nnọhna jobh, obiro ọkhaama anyanyaang-pa nnọhna ẹrọbh obhiri jobh.
0b041b00eb	Adabhi pa ngọma, atzọk ọnọng-ọnọng k'ophe kwẹ, am-achena ọvaar Sọlọmọn ọchattọhk, ọmaana anọng biphyir p'am-achi ọttọhk k'okpokkoro kw'ọvaarnọng. Bẹ an-are bi, ọttọhk manda vani, bẹ kowori.
0b041c00ab	Bẹ abira atzima nnanga sabẹ sa abarli, ọmaana araraari-bukhi pa bẹ anang nnyanyaang sa mmindọr akpaar, ttara nnyanyaang ndọdọk, akwu ahok atzor k'obe fabẹ.
0b041d0083	Iwa Ibinọkpaabyi ọnang Sọlọmọn ekkoji ọmaana eronga ch'ideden, ttara etzina ch'ẹhaabhi mach'oyeyeng kw'ẹraanga-kha.
0b041e009d	Ekkoji cha Sọlọmọn ẹbari ẹyọhnga ekkoji ch'anọng biphyir k'okhubha kw'ewuchen em-eyin, ebire ẹbar ọtzam ẹyọhnga ekkoji ch'Ijip biphyir.
0b041f00e2	Wa kẹ ọkhaam ekkoji ọyọhnga ọnọng kpenamkpen, attar Ẹtan kw'ofon Ẹzra. Ọkhaama ekkoji ọyọhnga Heman, ọmaana Kalkol, ọmaana Darda p'ade va p'ijinọng pa Mahol. Ọtza che k'idibhon idọdọk biphyir.
0b04200083	Ọgbaak adem nnọhna arọbh azenamfa obhiri arọbh jobh, obiro ọkkọhn amọng nnọhna mfa obhiri arọbh jobh obhiri azen.
0b042100d7	Ọgbaak idik okhuri akpen p'araraari, ttẹwọr k'ichirọnọgbagba sa Lebanọn maa, apyiri ka hisop p'ameni k'echumi. Obiro ọgbaak idik s'ikhuri nden, ọmaana ọnọhn, jọhk ttara atzum, ọmaana nsitzen.
0b042200c0	Avaarnọng p'ọyagbin p'akk'odik kw'ekkoji cha Sọlọmọn abhaanga, am-atzọhm anọng p'afon ka ngọma ndọdọk biphyir bi, bẹ akwu ayonga itzọhng anang ekkoji cha Sọlọmọn.
0b05010124	Iwa ọvaar Hiram kwa Taya ọm-ọhakha eho ọnang oyokh-odikkobh kwẹ Devid k'ogbe kpenamkpen. Mada ọn-ọbhaang bi, bẹ akk'Sọlọmọn kw'ode nnwa kwa Devid ana abyengi k'eho bi, ode ọvaarnọng ọbhakwẹ kw'Israẹl, Hiram ọtzọhm akhaan-nọng pẹ bi, bẹ atza arim-ẹ.
0b05020044	Mẹ wọ, Sọlọmọn ọtzọhm ẹkkaabha ochena Hiram oben bi:
0b05030159	“Kọ arong kẹ bi, iwa Devid kw'ode otte kwaam Ọhọhm kw'Ibinọkpaabyi kọfha osi, otzima ọnang che ch'Ọvaar Ibinọkpaabyi, kw'ode Ibinọkpaabyi kwẹ kw'ikpokpobha, okhuri mgbong-haabhada s'orim ọmaana ngọma sa ngọr-ẹ. Wa ọhọhm nwuma kọfha osi maa, Ọvaar Ibinọkpaabyi ọsẹ-ẹ okhema attattaanga-nọng pẹ.
0b050400b0	Yina, Ọvaar Ibinọkpaabyi, kw'ode Ibinọkpaabyi kwaam okk'aam odidiri ọnanga k'eden kpenamkpen. Kaam attattaanga-nọng kingaam, odik kpenamkpen on-ojibh-ojibh ọnang-m.
0b0505016a	Kẹ wọ osi kaam mminsi mphaari sa nsi Ọhọhm kw'Ibinọkpaabyi kwa ndimi nnang che ch'Ọvaar Ibinọkpaabyi, kw'ode Ibinọkpaabyi kwaam, mach'iwa Ọvaar Ibinọkpaabyi obeni otte kwaam, Devid, k'ogbe kw'oben-ẹ bi, ‘Nnwa kwọ kwa ńdima ndera eho ch'ẹvaar chọ, wọ ósi Ọhọhm kwa kaam Ibinọkpaabyi, otzima ọnang che chaam ikpokpobha.’
0b05060153	Tzotzokhaan, nang ẹfa bi, bẹ akpaara nchi s'ọbhọhmi mancheni sa Lebanọn anang-m. Tte ajinọng paam ọbọhk bẹ asi ọtzọhm ttara ajinọng pọ. Kaam ńnang ajinọng pọ agbukha kpenamkpen p'ọtzọhm fabẹ ope. Mach'arorong, ọnọng ọdọdọk kode kw'ọfha ọkpaara nchi macha bọbọng anọng pa Sidọn!”
0b050700e0	Mada Hiram ọbhaang ẹkkaabha cha Sọlọmọn, ettem ẹdaam-ẹ maa, oben bi, “Ẹtzọhnga ewobha ẹnang Ọvaar Ibinọkpaabyi kw'ọnangi Devid okkoji-nwa bi, ode ọvaarnọng kw'ẹkhọma-barada ch'Israẹl.”
0b050800d0	Mẹ wọ, Hiram obhina Sọlọmọn bi: “Kaam nkk'ẹkkaabha chọ mmaanga e, kaam ńnang-ọ nchi ọnang mach'aphyemi. Kaam mfha nnang-ọ nchi s'ọbhọhmi mancheni ọmaana nchi sa siprẹs, ọnang.
0b05090141	Atzọhmnọng paam átzima nchi otzima sa bẹ adabh k'akhe, ka mgbegbeho sa Lebanọn achina k'Ọraanga kw'ideden. Mọyaar sẹ m'ọraanga ọkhaan-ọkhaan otzima ochina k'ibe kpenamkpen s'atzekha. Mẹ wọ kwa mọchaari akhe mba, mọnang-ọ nchi. Kọ afha anang-m ọchattọhk f'ẹhọhmmọr chaam echi.”
0b050a0066	Mando kwa Hiram ọnangi Sọlọmọn nchi s'ichirọnọgbagba ọmaana nchi sa siprẹs mach'orori.
0b050b00fb	Sọlọmọn ọm-ọnang Hiram akwakkama nnọhna arọbh jobh obhiri afa obhiri jobh pa wit, mach'ọchattọhk f'ẹhọhmmọr chẹ. Om-obiro ọnang-ẹ agbere nnọhna arọbh jobh obhiri attaan obhiri chi, p'ana p'oliv pa bẹ amyan-ọmyana.
0b050c0093	Wa Ọvaar Ibinọkpaabyi ọnang Sọlọmọn ekkoji mach'okk'ochekhi. Mando kwa Hiram ọmaana Sọlọmọn asi echekhi ch'ẹmẹm anang ayok.
0b050d005d	Iwa ọvaar Sọlọmọn otzek atzọhmnọng nnọhna arọbh attaan obhiri chi k'Israẹl.
0b050e00e8	Ophe kpenamkpen, ọm-ọtzọhm anọng ka ngaan-ka ngaan, anọng nnọhna ẹrọbh obhiri nzen, k'odem kw'ojinọng kpenamkpen owobha ophe wani ka Lebanọn, aphe afa k'ọhọhm. Adoniram wọ iwa ode oho kw'atzọhmnọng mba.
0b050f00c6	Sọlọmọn obiro otzekha atzọhmnọng p'am-atzọhkha ekpo, anọng nnọhna arọbh azenanttaan obhiri chi, ọmaana anọng nnọhna arọbh jobh p'am-akpaara atza k'ẹkhọma cha mgbegbeho,
0b0510005e	ttara adenho p'ọtzọhm pa Sọlọmọn, anọng nnọhna ọhawani p'am-akkeri ọtzọhm.
0b0511008a	K'ẹfa ch'ọvaarnọng, akpaar-atza atzum atza, abira akpaara bẹ k'eden-ọkka atzima attima ọgbaari kw'Ọhọhm kw'Ibinọkpaabyi.
0b051200a5	Atzọhmnọng p'afon k'odedenmon kwa Gẹbal, akkaana amengkkakkaa pa Sọlọmọn ọmaana pa Hiram, bẹ adokha nchi ọmaana atza p'Ọhọhm kw'Ibinọkpaabyi.
0b06010109	Ka cho kw'ottong anna, k'ophe kwa Ziv kw'ode ophe kw'ottong afa, kwa Sọlọmọn ọkk'Israẹl ọdabha, mẹ wọ kw'iwa ọttẹwọr osi Ọhọhm kw'Ọvaar Ibinọkpaabyi. Wa on-ode cho ẹnọhna obhiri arọbh anna, kw'anọng p'Israẹl akk'abina k'Ijip.
0b060200d8	Ọhọhm kw'iwa ọvaar Sọlọmọn osi ọnang Ọvaar Ibinọkpaabyi ode ndọkhi arọbh anna obhiri jobh k'adum, ẹkpa chẹ ede ndọkhi ẹrọbh obhiri jobh, ebe chẹ ede ndọkhi arọbh afa obhiri nzen.
0b060300e3	Ẹhọhmma k'iyaan-iyaan s'odimpa kw'Ọhọhm kw'Ibinọkpaabyi ede ndọkhi ẹrọbh obhiri jobh k'adum, ede mbenga-mbọhk ttara ẹkpa ch'ọhọhm nwa. Ẹkpa ede ndọkhi chi, ch'ẹrọkhi k'itzitzikha s'ọhọhm nwa.
0b06040052	Osi aphapha-mma p'akkobh-okkobha k'ẹrọng-ẹrọng kwa nchumi s'ọhọhm nwa.
0b0605006b	Osi mmanggọ k'iyaan-iyaan kw'echumi ch'odimpa ọmaana ch'ibe s'awurada, otzima ọkhọri ọhọhm nwa.
0b06060121	Ibhokhi s'irekh-irek s'ọhọhm nwa ide, ndọkhi nzenamfa ọmaana igbokha, ibhokhi s'ottem ide ndọkhi ọhawani, ibhokhi s'ebir-ebir ide ndọkhi jobh ọmaana igbokha. Osi atzekpa otzima ọbọkha agbak-ngar ka nchumi, ifha anọng aningi ọttọhk ka nchumi s'ọhọhm nwa amuni.
0b060700fb	Mada bẹ am-asi Ọhọhm nwa kw'Ibinọkpaabyi, wa bẹ atzim atza pa bẹ adok k'itzabe bẹ-bẹ. Ẹkhọhr ch'ọttọhk odukhafẹ, ọmaana ẹbar, obiro ode ch'okkonga kpenamkpen ch'ọnọng ọbhaang kede, k'ibe sabẹ am-asi ọhọhm nwa.
0b06080091	Iwa ọmma kw'ibhokhi s'irekh-irek, owobh k'ẹrakha-ẹrakha kw'ọhọhm nwa; mbarimmo nwobha sa nchin k'ibhokhi s'ottem, ọmaana s'ebir-ebir.
0b0609007e	Wa osi ọhọhm nwa okyera, ọmaana agbak-ngar, obubh-ẹ ttara agbak-ngar ọmaana mgbaakha s'echi ch'ọbhọhmi mancheni.
0b060a00bf	Obiro osi mmaanggọ ọkhọri ọhọhm nwa biphyir. Ebe ch'ẹmaanggọ kpenamkpen ede ndọkhi nzenamfa ọmaana igbokha, bẹ asi bẹ agbana k'agbak-ngar p'echi ch'ọbhọhmi mancheni.
0b060b0038	Mẹ wọ, Ọvaar Ibinọkpaabyi oben Sọlọmọn bi;
0b060c00de	“Odik okhuri ọhọhm nwa kw'am-asi ma, idikha ahokhi asana paam, abira atzọkha ndọhna saam, ahok aphaangi paam biphyir, ahakha eho anang-m, kaam ńnenga ka kọ nsi ẹjaakhi ch'echekhi cha ngaam ttara atte, Devid.
0b060d0055	Kaam ńnuk k'ottem kw'anọng p'Israẹl, anọng paam p'Israẹl kímbiri nnaama.”
0b060e002c	Iwa Sọlọmọn osi ọhọhm nwa, okyera.
0b060f00e7	Omun agbaakhakpa p'echi ch'ọbhọhmi mancheni otzima obubha nchumi k'ẹtzaanga, omun sẹ ttẹwọr k'ibhokhi s'ọhọhm nwa maa, apyiri k'ibe s'ikpa ittakhọhnga, obubha ibhokhi s'ọhọhm nwa ttara agbaakhakpa pa siprẹs.
0b061000ee	Otzima agbaakhakpa p'ọbhọhmi mancheni okkema ttẹwọr k'ibhokhi maa, apyiri k'ibe s'ikpa ittakhọnga, otzima osi ẹmaanggọ ch'ibe s'Awurada p'ayọhng Awurada ch'ede ndọkhi ẹrọbh obhiri jobh, k'ẹtzaanga kw'ọhọhm nwa.
0b06110054	Ibhokhi s'iwobh k'itzitzikha s'ẹmaanggọ nda, ide ndọkhi arọbh attaan k'adum.
0b06120122	Wa bẹ atzim echi ch'ọbhọhmi mancheni asi ọhọhm nwa k'ẹtzaanga. Bẹ abira agwa aduk p'agwasi ọmaana adodo p'amẹm-ọmẹma, atzima adokh-ẹ. Bẹ atzima echi ch'ọbhọhmi mancheni asi ọttọhk kpenamkpen f'ọhọhm nwa, ọtza manda wani kw'ọnọng ore ka chen kode.
