010000000b	Murhondêro
2808010044	Erhi ayandagala oku ntondo, orhutu rhunji rhw’abantu rhwamushimba.
2808020061	N’aho honênè, omushomyo ayisha, amushenga anamubwîra, erhi: «Waliha, okalonza wanamfumya».
2808030080	Yezu alambûla okuboko, amuhumako anamu­ bwîra, erhi: «Nnonzize, fumaga!» Muli ako kanya konênè, olushomyo lwâge lwafuma.
28080400c6	Yezu anacimubwîra, erhi: «Omanye orhabwîraga ndi, ci ogende, oj’icîyêrekana emwa abadâhwa, onajire oburherekêre bwâwe, nka kulya Mûsa arhegesire, lyo bubà cêrekane c’okufuma kwâwe.»
280805004e	Lêro erhi acija omu Kafarnaumu, omukulu w’abasirika amujaho mpu amusengere.
2808060077	anaciderha, erhi: «Nyamwagirwa, mwambali wâni agwîshîre omu mwâni, ahozire ebirumbu, anadwîrhe alumwa bwenêne».
2808070032	Naye Yezu amubwîra, erhi: «Nyiruka, namufumya».
280808009a	Olya murhambo w’abasirika amushuza, erhi: «Mâshi Nyamwagirwa, ntakwânîni ojè omu mwâni, ci oderhe ci­ mwa ciguma conene, na mwambali wâni afuma.
28080900fc	“Bulya nâni, ciru okambona, kurhegekwa ntegekwa, erhi nanjira nâni abasirika ntegeka obwo. Nambwîre oyu, nti “genda”, anagende. Nkabwîra owundi, nti “yisha”, anayishe. Na nka­ bwîra mwambali wâni, nti “jira hirebe”, anahijire”».
28080a008f	Erhi Yezu ayumva ntyo, asômerwa, abwîra abàli bamukulikire, erhi: «Mmubwîre okuli, ntasâg’ibona o­ bwêmêre bungana aha omu Israheli.
28080b00a7	Muyumve mmubwîre: banji bayish’i­ rhenga ebushoshôkero bw’izûba n’emunda lizikira, badahale haguma n’Abrahamu n’Izaki na Yakôbo omu Bwâmi bw’empingu.
28080c0071	Abâna bw’Obwâmi bôhe bayish’ikabulirwa omu ndunduli y’omwizimya, mwo bahogerere n’okukenyeza amîno».
28080d008f	Okubundi Yezu anacibwîra olya mukulu w’abasirika, erhi: «Gendaga! Bibè nka oku wayêmîre!» Muli ako kanya konênè, omwambali anacifuma.
28080e0056	Erhi Yezu ahika aha mwa Petro, ashimâna nnazâla agwîshîre, erhi alwâla ishushira.
28080f0044	Amuhuma oku kuboko, n’ishushira lyamulîka. Anacizûka, abakolera.
2808100096	Ehi bibà bijingo, bamulêrhera bantu banji bagwêrhwe n’abazimu; alibirha oku bazimu n’oluderho lwâge, n’abàli balwâla abafumya boshi boshi.
2808110080	Na ntyo akanwa k’omulêbi Izaya kayunjula, bulya àli erhi adesire, mpu: Ayansire obuzamba bwîrhu anabarhula endwâla zîrhu.
280812005f	Lêro erhi abona orhutu rhunji rhw’abantu eburhambi bwâge, Yezu aderha mpu bayikire enyanja.
2808130056	Mwigîriza muguma amujaho, amubwîra, erhi: «Waliha, nakushimba aha wankajà hoshi».
2808140099	Yezu anacimushuza, erhi: «Banyambwe bajira obulumba, n’orhunyunyi rhw’omu malunga rhujira enyôgo; Mwene-omuntu yêhe arhajira aha ankaheba irhwe».
2808150057	Owundi w’omu baganda bâge amubwîra, erhi: «Waliha, ondîke ngend’ibisha larha»,
2808160048	Naye Yezu amushuza, erhi: «Nshimba, oleke abafu babishe emifù yâbo».
2808170035	Erhi acìja omu bwârho, abaganda bâge bamukulikira.
2808180064	Ho n’aho omulaba gwanacizûka omu nyanja, kuhika obwârho bwalonz’ilohama. Yêhe erhi ali îrò.
280819005f	Lêro abaganda bâge bamujaho, bamutula banamubwîra, erhi: «Yâgirwa, kufà kuno, orhucize!»
28081a0084	Naye ababwîra, erhi: «Bici muyôbohire, babula­ buyêmêre?» Erhi acizûka, akalihira empûsi n’enyanja, n’omurhûla gwabà,
28081b0078	Obwo abantu basômerwa, banakâderha, mpu: «Lêro ye ndi oyu! Ci yêhe e­mpûsi n’enyanja bidwîrhe byamuyêmêra!»
28081c00ce	Erhi aciyikira omu cihugo c’Abajerazeni, bantu babiri bagwêrhwe n’abà­ shetani barhenga omu nshinda, balibirhira emunda ali. Abo bantu erhi basirahire, kuhika ntà muntu wankacigezire muli eyo njira.
28081d0080	Banacirhondêra bayâma banaderha, erhi: «Bici rhufânwa nâwe, Mwene-Nyamuzinda? Ka wagezire amango mpu oyîsh’irhulibuza?»
28081e0040	Aha burhambi hàli obusò bunene bw’engulube, erhi ziyabusire.
28081f0071	Lêro balya bashetani bamuhûna, banaderha, erhi: «Okarhulibirhakwo, orhurhume muli bulà busô bw’engulube».
28082000b9	Anacibabwîra, erhi: «Gendagi». Bagenda, banacijà muli zirya ngulube. Lêro zanacitula ecimolôgo, obusò bwoshi bwahona oku manga, bwagend’iciloha omu nyanja, bwafìra omu mîshi.
28082100aa	Abangere bôhe bacîkûlira omulindi, bayâkira eka; n’erhi bahika omu lugo, baderha ngasi kwoshi babwîne, n’oku balya bâli bagwêrhwe n’abashetani balibuzibagwa.
2808220079	Erhi bayumva ntyo, abantu boshi ba cirya cishagala bajà emunda Yezu ali; erhi bamubona, bamubwîra mpu abarhenger’eka.
2809010034	Acîjira omu bwârho, ayikirira omu cishagala câge.
28090200cd	Ho n’aho, bamulêrhera omuntu ohozire enungo, erhi bamugwîshizize oku ncingo. Naye Yezu erhi abona obwêmêre bwâbo, abwîra nyakuhola enungo, erhi: «Olangâlîre, mwâna wâni, wamakulirwa ebyâha».
2809030058	Lêro baguma omu bashamuka b’ihano banacikengêra, mpu: «Oyu amajâcira Nyamuzinda».
2809040070	Naye Yezu erhi acîbona enkengêro zâbo, aderha, erhi: «Bici mudwîrhe mwakengêrera amabî omu mirhima yinyu?
2809050062	Kuci kulembu kulusha, okuderha: ebyâha byâwe byamakukûlirwa, erhi okuderha: yimuka, olambagire?
28090600ad	Lêro lyo mumanya oku Mwene-omuntu agwêrhe obuhashe bw’okukûla ebyâha en’igulu, -anacibwîra olya ohozire enungo, erhi- yimuka, oyanke encingo yâwe, oshubir’eka».
280907001a	Anaciyimuka, ajà emwâbo.
2809080070	Erhi abantu babona ntyo bayôboha, banarhondêra bahà Nnâmahanga obukuze, owahire abantu obuhashe bungana aho.
28090900b6	Erhi Yezu acîrhenga eyo, mpu agera, abona omuntu, izîno lyâge Mateyo, erhi abwârhîre e kagombe, adwîrhe ahongêsa. Anacimubwîra, erhi: «Nshi­mbà!». Anaciyimuka, amushimba.
28090a0090	Byanacibà ntyo! Erhi badwîrhe balya emwa Mateyo, abahôza n’abanya-byâha bayisha, banacirhondêra okulya haguma na Yezu n’abaganda bâge.
28090b007f	Erhi Abafarizeyi bacibona okwo, babwîra abaganda bâge, erhi: «Cirhuma Nnâhamwinyu akâlya n’abahôza n’abanya-byâha?»
28090c0058	Lêro erhi Yezu aciyumva, ashuza, erhi: «Omufumu arhali wa bagumagumà, ci wa balwâla.
28090d0072	Mugend’icidôsa eci cinwa: Lukogo nonza, ci arhali mpongano. Ntâl’ihamagala abêru-kwêru, ci abanyabyâha».
28090e0086	Lêro abaganda ba Yowane banacimujaho, bamubwîra, mpu: «Cirhuma rhwêki n’Abafarizeyi rhucîshalisa, abaganda bâwe bôhe nanga?»
28090f00b0	Yezu anacibashuza, erhi: «Ka abîra b’omuhya-mulume banalake, baciri n’omu­hya-mulume? Ensiku zacibabikira, hano omuhya-mulume abarhengamwo; muli ago mango bâcîshalise.
2809100070	Ntâye ohangira eciremo cihyâhya oku bwinkunje; bulya canasharhula bulya bwinkunje, n’obubere bwanayûshûka.
28091100e9	Kandi ntâye obîka amavu mahyâhya omu byengero bya mîra; bulya ebyo byengero byanabasha, n’amavu ganabulajika, obule amavu n’ebyengero. Ci amavu mahyâhya banagabike omu byengero bihyâhya, bibêre bwinjà oku binali bibiri».
2809120093	Erhi akaz’ibabwîra ntyo, murhwâli muguma amujaho, akamuharâmya anamubwîra, erhi: «Mwâli wâni amâfà; ci oyîshe, omuhumekwo, lyo alama».
280913002e	Yezu ayimuka, amushimba bo n’abaganda bâge.
2809140077	Aho, omukazi walwâlaga omududu kurhenga myâka ikumi n’ibiri, amuyisha nyuma, ahuma oku cikwî c’omwambalo gwâge.
2809150055	Akâg’ikengêra omu murhima, erhi: «Nkahuma oku mwambalo gwâge gwonene, nafuma».
28091600a1	Erhi Yezu acihindamuka n’erhi amu­bona, amubwîra, erhi: «Olangâlîre, mwâna wâni, bwêmêre bwâwe bukucizize». N’oyo mukazi anacifuma muli ako kanya.
2809170083	Erhi Yezu ahika aha mw’olya murhwâli, n’erhi abona abazihi b’orhurhêra n’abantu badwîrhe bajira olubî, ababwîra, erhi:
280918003e	«Rhengi, omwâna arhafîri, ci ali îrò». Nabo bumushekera.
2809190067	Erhi balya bantu babà bamahulusibwa, ajà omu nyumpa, amugwârha okuboko, n’olya munyere anacizûka.
28091a0031	Ogwo mwanzi gwanacilumîra muli eco cihugo coshi.
28091b0080	Erhi Yezu acirhenga aho, mihûrha ibiri yamushimba, yayisha yahamagala yanaderha erhi: «Mwene Daudi mâshi orhubêre obwonjo!»
28091c00b0	Lêro Erhi abîka omu nyumpa, erya mihûrha yamujabo. Yezu anacibabwîra, erhi: «Ka muyêmîre oku nankahash’immujirira ntyo?» Nabo banacimushuza, erhi: «Nêci, Muhanyi!»
28091d004b	Aho anacibahuma oku masù, anababwîra erhi: «Bibè nka oku mwayêmîre».
28091e0066	N’amasù gâbo ganacihûrhûka. Yezu abakomêreza anababwîra, erhi: «Mumanye, murhabwîraga ndi!»
28091f0045	Ci bôhe erhi bagenda, balumîza irenge lyâge muli eco cihugo coshi.
2809200039	Oku bahuluka, ntya, bamulêrhera akaduma kalimwo shetani.
280921009d	Erhi abà amalibirha kuli oyo shetani, kalya kaduma kashambala. Abantu boshi basômerwa, banakaz’iderha, mpu: «Oku kurhasâg’ibonekana muno Israheli!».
2809220076	Ci Abafarizeyi bakaz’iderha, mpu: «Obwo buhashe bw’okulibirha oku bashetani, Murhambo w’abashetani omuhâbwo».
28092300cb	Yezu akâg’ijà agera omu ngo n’omu bishagala byoshi, erhi ajà ayigîriza omu sinagogi, erhi anajà aderha Emyanzi y’Akalembe k’Obwâmi, na ngasi buzamba n’oburhè n’obuhorho, ajà abufumya.
2809240080	Lêro erhi abona orhutu rhw’abantu, obwonjo bwamugwârha, bulya bali bahugalîre banashiramire nka busô burhagwêrhi mungere.
280925005b	Anacibwîra abaganda bâge, erhi: «Emyâka y’okusârûlwa eri minji, ci abakozi banyiha.
2809260037	Hunagi Nn’emyâka, arhume abakozi omu myâka yâge».
280a01009c	Lêro erhi acib’amahamagala balya baganda bâge ikumi na babiri, abahà obuhashe bw’okuhulusa abazimu babî n’okufumya ngasi ndwâla na ngasi buzamba.
280a0200a0	Alaga amazîno g’entumwa oku ziri ikumi n’ibiri: Ow’oburhanzi ye Simoni oderhwa Petro n’omulumuna Andreya; Yakôbo mwene Zebedeyo, n’omulumuna Yowane;
280a03004f	Filipo na Bartolomeyo; Toma na Mateyo omuhôza; Yakôbo mwene Alfeyo na Tadeyo;
280a04003d	Simoni Sha-bushiru na Yûda w’e Keriyoti, owamulenganyagya.
280a0500a7	Yezu anacirhuma abo ikumi na babiri, erhi amakaz’ibakomêreza, anababwîra, erhi: «Murhageraga omu njira y’abapagani, murhanajaga omu bishagala by’Abasamâriya.
280a06003f	“Mujè emunda ebibuzi byahezire b’Israheli biri erhikwo”.
280a070051	“Omu njira, mujè mwayakûza mwanaderha oku Obwâmi bw’empingu buli hôfi”.
280a080081	“Mufumye abalwâla, mufûle abafîre, mucize ab’olushomyo, mulibirhekwo bashetani. Mwahâbirwe busha, ninyu muhâne busha”.
280a090068	“Murhacîhirhizagya masholo erhi magerha, murhanahêkaga igerha ciru n’eriguma omu luhago lwinyu”.
280a0a00ac	“Murhahagarhiraga nshoho y’e­njira, murhanayambalaga bishûli bibiri; murhayambalaga nkwêrho, murhanafumbarhaga karhi: bulya omukozi akwânîne okuhâbwa eci alya”.
280a0b006a	“Omu ngasi cishagala erhi omu lugo mwânaje, mudôse ndi wankabêrwaho, munahande aho kuhika mugende”.
280a0c0050	“Mukola mwaja omu nyumpa, muyilamuse ntya”: “Omurhûla muli eyi nyumpa”.
280a0d006e	“Akabà enyumpa egukwânîne, omurhûla gwinyu gwanayijamwo, n’akabà erhagukwânîni, gwanamugalukira”.
280a0e00b3	“Na ngasi yêshi walahîre okummuyigulira, erhi owalahire okuyumva enderho zinyu, muhuluke muli eyo nyumpa, erhi muli eco cishagala, mugukumule akatulo kali oku magulu ginyu”.
280a0f0083	“Mmubwîre okuli”: “olusiku lw’olubanja, ecihugo c’e Sodoma n’ec’e Gomora byabêrwe obwonjo kulusha eco cishagala”.
280a10007b	“Mubwîne oku mmurhumire nka bâna-buzi omu karhî ka bacihazi. Mubè bîrhonzi nka njoka na bîrhôhye nka ngûkù”».
280a11004e	Mumanye abantu: bâmmuhâne omu lubanja, bânammushûrhire omu sinagogi zâbo.
280a12007c	Mwâhêkwe embere z’abarhambo n’embere z’abâmi erhi Nie ntuma, lyo mûmanyîsa embere zâbo n’embere z’abapagani.
280a130069	Amango bâmmuhâne, murhacîdôsagya kurhi erhi bici mwaderha: muli ako kasanzi, mwâhâbwe ebi mwaderha.
280a14003f	Arhali mwe mwâderhe, ci Omûka gwa Sho gwo gwâderhe muli mwe.
280a150077	Omuntu ânahâne omulumuna mpu bamuyîrhe, n’omu-lumè ânahâne omugala; abâna bâhâne ababusi bâbo banabayîrhe.
280a16006a	Mwâshombwe na boshi, erhi Izîno lyâni lirhuma; ci owacîkanyekanye kuhika buzinda ye wayish’icunguka.
280a170088	Bakammulibuza muli cishagala ciguma, muyâkire omu cindi. Mmubwîre okuli, murhahinduke ebishagala by’Israheli Mwene-omuntu arhayisha.
280a180047	Owayîga arhalusha omuyigîriza, n’omushizi arhalusha nnâha­mwâbo.
280a19008d	Owayîga akabà nk’omuyigîriza n’omushizi akabà nka nnâhamwâbo, banasîma. Erhi bayîrika Nnakà Belzebubi, kurhi bâyirike abambali.
280a1a004f	Murhayôbohaga! Ntà ihwe lirhakarhulika, na ntà bifulisirwe birhankamanyibwa.
280a1b0097	Ebi ndwîrhe nammubwîra omu mwizimya, mubiderhere omu bulangashane; n’ebi mudwîrhe mwayumva n’amarhwîri, mubiderhere oku kanshonsho k’enyumpa.
280a1c009f	Murhayôbohaga abayîrha omubiri barhankanahash’iyîrha omûka; ci muyôbohe olya wankahash’iyîrha n’okukwêba omûka n’omubiri omu cîna c’omuliro.
280a1d0062	Ka bitora bibiri birhagulwa obujuma? Muli byo, ntâco cankarhogera okw’idaho na Sho arhamanyiri!
280a1e0039	Ninyu mwe! ciru emviri z’irhwe linyu zoshi ziri nganje!
280a1f0047	Kuziga murhayôbohaga bici; ecitwîro cinyu cilushire eca bitora binji.
280a200050	Ngasi wankuze embere z’abantu, nâni nâmukuze embere za Larha oli omu mpingu.
280a210052	Ci owandahire embere z’abantu, nâni nâmulahire embere za Larha oli omu mpingu.
280a220059	Murhamanyaga mpu murhûla nal’ilêrha en’igulu; ntâl’ilêrha murhûla, ci ngôrho.
280a23005c	Bulya nal’irhenza omuntu kul’îshe, n’omunyere kuli nnina, n’omu­hya kuli nnazâla:
280a24003d	«Abashombanyi b’omuntu bayish’ibà bâna b’omu lugo.»
280a25006b	Ozigira îshe erhi nnina kundusha, arhankwânîni. Ozigira omugala erhi o­mwâli kundusha, arhankwânîni.
280a26003e	Orhabarhwîri omusalaba gwâge, akanshi­mbà, arhankwânîni.
280a27005c	Olongereza obuzîne bwâge, abuheza: ci owaheza obuzîne bwâge erhi Nie ntuma, abushimâna.
280a280055	Owammuyigulire, erhi Nie ayigulîre, n’owanyigulire, erhi owantumaga ye ayigulîre.
280a2900db	Owayigulire omulêbi, erhi izîno lyâge ly’omulêbi lirhuma, ayish’ihâbwa oluhembo lw’omulêbi; n’owayigulire omushinganyanya, erhi bushinganyanya bwâge burhuma, ayish’ihâbwa oluhembo lw’omushinganyanya.
280a2a00ab	Ngasi wanahè muguma muli abà baganda bâni bîrhôhye akahe k’amîshi g’emboho, erhi izîno lyâge lya muganda lirhuma, mmubwîre okuli, arhakayimwa oluhembo lwâge.
280b010099	Byanacibà ntyo! Erhi Yezu abà amayigîriza entumwa zâge ikumi n’ibiri, anaciyimuka mpu agend’iyigîriza anahanûle omu bishagala by’A­Buyahudi.
280b020088	Lêro Yowane, erhi ali omu mugozi n’erhi ayumvîrhe emikolo ya Kristu. Anacirhuma babiri omu baganda bâge mpu bagend’imudôsa, mpu:
280b030030	«Ka we o­lya wâyishe, erhi rhulinde owundi?»
280b040052	Yezu abashuza, erhi: «Mugend’ibwîra Yowane ebi mwabwîne n’ebi mwayumvîrhe:
280b0500cd	Emihûrha edwîrhe yabona, abahozire amagulu badwîrhe bagenda, abashomyo badwîrhe bafuma, n’ebihuli bidwîrhe byayumva, abafîre badwîrhe bafûka n’abakenyi badwîrhe babwîrwa Emyanzi y’Akalembe.
280b06002b	Iragi lyâge orhasârhiri erhi Nie ntuma!»
280b07009f	Lêro erhi bacibà bamagenda, Yezu arhondêra abwîra abantu ebya Yowane, erhi: «Bici mwâli mujir’ilola omu irungu? Ka lusheke lwahuliganyibwa n’empûsi?
280b080095	“Bici mwâli mujir’ilola? Ka muntu oyambîrhe emyambalo y’obugale?” “Ci abaya­mbala emyambalo y’obugale omu nyumpa y’ebwâmi babà”.
280b090050	“Ci bici mwâli mujir’ilola? Ka mulêbi? Nêci ntyo; ci kulusha omulêbi”.
280b0a0060	“Oyo ye kuyandikîrwe: Lolà, narhuma entumwa yâni embere zâwe, nti ekurheganyize enjira”.
280b0b00bf	“Okuli mmubwîre, omu babusirwe n’omukazi boshi, ntâye wabonekîne mukulu kulusha Yowane Mubatiza; ci kwône oli munyi kulusha abâbo omu Bwâmi bw’empingu ayish’imulusha obukulu”.
280b0c0069	“Kurhenga Yowane Mubatiza kuhika buno, misî egaba Obwâmi bw’empingu, na baciri-misî bo babulya”.
280b0d003d	“Abalêbi boshi n’Amarhegeko, balêbire kuhika Yowane”.
280b0e0048	“N’akabà mwalonza okunyumva, yenênè ye Eliya wâyish’iyisha”.
280b0f0031	“Ogwêrhe amarhwîri g’okuyumva, ayumve!”»
280b100073	Ndi nankagererakwo eri iburha? Lishushîne n’abâna babwârhîre oku irango, bahamagala abâbo banababwîra, mpu:
280b11005f	«Rhushuba rhwamuzihira akarhêra, murhànasamire; rhwabanzire endûlù, murhanabîre burhè!»
280b12004c	Yowane anaciyisha, arhalyaga arhananywaga; baderha, mpu: «Alimwo shetani.»
280b1300e5	Mwene-omuntu àyisha, erhi àlya ànanywa; baderha, mpu: «Lolagi omulî mukulu n’omulalwe, mwîra w’ebishungu n’ow’abanya-byâha!» Ci kwônene obushinganya bw’Obwîrhonzi bwa Nyamuzinda bwamanyîbwe oku bijiro byâbo.
280b140063	Lêro arhondêra akalihira ebishagala ajiziremwo ebisômerîne binji, erhi kurhacîyunjuza kurhuma:
280b1500e7	«Yajowe yâga weki Korozayini we! Yajowe yâga weki Betisayida we! Bulya ebisômerîne byoshi byajirîrwe ekarhî kinyu, bicijiriragwa muli Tiri na Sidoni, bankacîyunjuzize kurhenga mîra, bacîbabaze banacihebe oluvù oku irhwe.
280b160061	Co cirhumire, mmubwîzire oku olusiku lw’olubanja Tiri na Sidoni bayish’ibabalirwa kumulusha.
280b1700d1	Nâwe Kafarnaumu, ka omanyire mpu waliha kuhika oku nkuba? Wayish’ibungululwa kuhika omu kuzimu. Bulya ebisômerîne byajirîrwe omu bizimbêro byâwe, bicijiriragwa muli Sodomo, rhinga ho acibà kuhika ene.
280b180063	Co cirhumire nammubwîra oku olusiku lw’olubanja ecihugo ca Sodomo cayish’ibabalirwa kulusha».
280b1900c3	Mw’ago mango, Yezu erhi acishuza, aderha, erhi: «Larha, Mwâmi w’empingu n’igulu, namâkukuza, bulya ebyo wabifulisire ab’obukengêre bunji n’abirhonzi, ci abîrhôhye wabafululirabyo.
280b1a002d	“Nêci, Larha, bulya kwo walonzize ntyo”.
280b1b00ad	“Nahîrwe byoshi na Larha, na ntâye omanya Omugala arhanali Îshe, na ntâye wankamanya Nyamuzinda-Îshe arhanali Mugala, erhi oyu Omugala alonzize okumufulûliraye”».
280b1c0058	«Yishagi emwâni mweshi, mwe mudwîrhe mwababala munazidohîrwe, nâni nammurhûliriza.
280b1d008f	“Barhuli omuzigo gwâni, munanyigîrekwo, bulya ndi mutûdu na mwîrhohye w’omurhima na mwâyish’ibona irhamûko ly’obuzîne bwinyu”.
280b1e0045	“Omushigo gwâni guli mutûdu n’omuzigo gwâni guli mulembu”».
280c01009a	Ago mango, lwàli luzira, Yezu anacij’agera emuhaliro gw’amashwa. Lêro erhi abaganda bâge bacishalika, barhondêra batwa emihuli y’engano banalya.
280c02007d	Abafarizeyi nabo erhi bacibona okwo, bamubwîra, erhi: «Lolà, bambali bâwe badwîrhe bajira okuhanzîbwe olusiku luzira!»
280c03006b	Naye anacibabwîra, erhi: «Ka murhasâg’isoma kurhi Daudi ajiraga erhi amashalika bo n’abàli bo naye?
280c04009d	“Oku ajaga omu ka-Nyamuzinda n’oku alyaga obuntu bw’enterekêro, bo n’abàli boshi, n’obwo barhàli bayêmêrîrwe okubulya, ci abadâhwa bône!”
280c050089	“Erhi ka ciru murhasâg’isoma omu marhegeko, oku o­lw’oluzira, abadâhwa banavune oluzira omu ka-Nyamuzinda, barhanajire câha?”
280c06003f	“Yumvi mmubwîre”: “hano hali olushire aka-Nyamuzinda”.
280c070060	“Mucimanyaga eci cinwa: bwonjo nnonza, ci ntalonza mpongano, murhankayîsire abêru-kwêru”.
280c080029	“Kali Mwene-omuntu ye nna-oluzira”».
280c090032	Lêro Erhi acirhenga aho, ajà omu sinagogi yâbo.
280c0a009e	Mwâli omuntu ohozire okuboko; lêro bamudôsa, mpu: «Ka kuyêmêrîrwe okufumya omu luzira?» Bamudôsagya ntyo mpu lyo babona igwârhiro ly’okumushobeka.
280c0b0095	Lêro anacibabwîra, erhi: «Ndi muli mwe wankab’agwêrhe cibuzi ciguma cône, erhi cankakulumba elushâyo olwa-Sabato, arhankagend’icishâyûla?
280c0c0058	Ka omuntu arhalushiri ecibuzi? Ahoo! Kuziga kuyêmêrîrwe okujira aminjà omu Sabato».
280c0d007c	Lêro anacibwîra olya muntu, erhi: «Lambula okuboko». Anacikulambûla, kwanacishubiramwo obugumaguma, kwabà nka okwâbo.
280c0e0040	Erhi Abafarizeyi bacigenda, bàmujira omu ihano, mpu bamuyîrhe.
280c0f004d	Erhi Yezu acimanya, arhenga aho, na bantu banji bamushimba, anabafumya boshi.
