0200000003	Nfa
2e0b1700b5	Iya̱m va ta̱ n ka̱m ka̱ atak aPonzhi-Yesu kan n yichi awo nnyi. Nna pa̱ uPonzhi-Yesu ká̱ ìzwam va̱ ma ra ìjili jili ónəm na ma kpán na te, uza̱ yar nzəngkəng ka̱wo.
2e0b1800b9	Nva̱n va̱ uza̱ na aɗəngchi íNan chit ka̱ku-kul te, uza̱ kpán na ókpari wò uza̱ là pa̱, “Izər mi na ta̱ va ka̱kul wo a. O nə̀m iya̱m va̱ ta̱ ka̱kul nrəng mi.”
2e0b190122	Wantana nva̱ngva̱ oza̱ ri iya̱m chit te, uza̱ yar ikpáng ka̱wo ka̱ ndəng ìba̱ngba̱ng ka̱ ashishe te, uza̱ là pa̱, “Iya̱m iga ashe ikpáng va̱ ta̱ nna nsar nnap-nlà mpipye va ka̱ ashe nchə̀r mi a. Pa̱ ɗəkər o wá te, o nəm iya̱m va̱ ta̱ ka̱kul nrəng mi.”
2e0b1a0104	A ɓan chit na ta̱ har i ɓa i chu ilum va̱ uPonzhi-Yesu i le i vang ka̱ te, pa̱ ɗəkər a yà pa̱ o ri nzəngkəng ngga nrəng ikuku nzəng ka̱ ngwa ndəng ìba̱ngba̱ng ba̱nba̱n te, ya mmawó ka̱ nla pa̱ gbá̱ngbá̱n pa̱ uza̱ ku ká̱ ipipir.
2e0b1b00f2	Ka̱kul nva̱ ta te, unəm va pa̱ kpaktak ri nzəngkəng ngga nrəng ikú aPonzhi-Yesu nzəng ka̱ ngwa iya̱m iga ashe ikpáng va̱ ta ka̱sa̱l va mal ka̱t te, ya uza̱ ka̱ nnəm nnap-mɓá̱ngɓa̱ng ízər aPonzhi-Yesu ka̱ nchəchər.
2e0b1c0086	A mal pa̱ unəm a ɗa̱mshi ìgwak wò pa̱ dakdak kan uza̱ i ri nzəngkəng va̱ ta nzəng ka̱ ngwa ndəng ìba̱ngba̱ng va̱ ta.
2e0b1d00c8	Ka̱kul unəm va pa̱ kpaktak ri iya̱m va̱ ta nzəng ka̱ ngwuwa kpa kan uza̱ nyi pa̱ iya̱m va̱ ta ka̱ɗor izər aPonzhi-Yesu ka̱t te, ya uza̱ ka̱ ndàp akwali ikú i ɓa ka̱ apal ishi wò.
2e0b1e007d	Iya̱m va ta nak te, onəm pa̱ kyak ka̱ ashe wo kam ka̱t. Oza̱ rwa kpa. Onəm va̱ ku ka̱ ashe wo te, oza̱ yə́yə́l.
2e0b1f0067	A yà pa̱ i ɗa̱mshi igwák yi ɗa̱mshi kan i ri iya̱m va̱ ta te, akwali ro yà mí nap ayi ka̱t.
2e0b20009d	A yà pa̱ uPonzhi-Yesu ka̱ nnyam mpat yi ayi te, uza̱ nə̀m pa na ma ɗyang ntan ayi le kan akwali ikú a ri yi nzəng ka̱ aɓo onəm oga apambin ka̱t.
2e0b21005d	Ka̱kul nva̱ ta te, ógənang, o ɓut ka̱kul nri iya̱m-nrì va̱ ta te, o lok owan wo lok.
2e0b2200dd	Unəm va̱ ayan ji na ji te, re uza̱ a ri iya̱m ka̱ nzhi kan uza̱ i ɓa atak mɓut, na o ɓut te, kan a ɓa ka̱ akwali aPonzhi-Yesu ka̱ apal ishi wo ka̱t. Mi ɓa te, nna mi là aɓo iya̱m va̱ mà pa̱ ń là awo.
2e0c010063	Ka̱pal-ishi nnap imwa va nnyi nnəm iya̱m va aRuhu i na te, n ɗom wo pa̱ o təm ka̱ nfo ka̱t.
2e0c02007c	O nyinyi pa̱ ka̱ o ya onəm oga ashe afa̱p te, ma nak wo pa̱ shat o wop ichə́r va yà ka̱ anung aga nla nnap ka̱t a.
2e0c0300db	A nak te, mmami ka̱ nla awo pa̱, unəm ro yà uva ka̱ nla nnap ka̱ ashe ichumchum aRuhu Inan kan i pwat uYesu ka̱t. Unəm ro kur nla pa̱, “UYesu uwa uPonzhi ka̱t,” ya ka̱ atak ichumchum aRuhu-Nəna̱n chwat.
2e0c040073	Imwa iga nnyi nnəm iya̱m va̱ aRuhu i na te, apir pa̱ ɗongɗong. Kap ká̱ nnà te, aRuhu azəngtəng nna i na.
2e0c050067	Nnəm inok íNan nna yà apir pa̱ ɗongɗong. Kap ká̱ nnà te, mí nə̀m úPonzhi-Yesu uzəngtəng.
2e0c06008b	Asa̱l aga nnəm inok nna yà pa̱ ɗongɗong. Kap ká̱ nnà te, uPonzhi-Inan uzəngtəng uwa nak ka̱ uza̱ unəm nggo ka̱ nnə̀nə̀m.
2e0c070063	Ka̱ ashe a nza̱ unəm nggo te, aRuhu va̱ ta nyám inok wò ka̱kul nka̱mshi onəm pa̱ kpaktak.
2e0c080074	Unəm ro te, ma na aghan á na ka̱ atak inok aRuhu. Uro nnyi te, ma na nnyi á na ka̱ atak inok aRuhu azəngtəng.
2e0c090094	Uro te, nna nnandər nandər i ri byet ka̱ atak inok aRuhu azəngtəng. Uro te, uza̱ ká̱ ichumchum iga ntan arwa ka̱ atak inok aRuhu va ta kpa.
2e0c0a0109	Uro te, ká̱ ichumchum iga nnəm iya̱m iga nɗaktak. Uro te, i ka̱m nre ka̱ atak Inan. Uro te, i nyi apir aruhu pa̱ ɗongɗong. Uro te, i nyi nla achu pa̱ ɗongɗong va agafak á na. Uro nnyi te, uza̱ i nyi nva̱n ipir achu pa̱ ɗongɗong va agafak á na a.
2e0c0b0099	Iya̱m va̱ ta̱ pa̱ kpaktak te, aRuhu azəngtəng a na oza̱. ARuhu va̱ ta i kap iya̱m va̱ ta úka̱ uza̱ uzəntən oza̱ nggo wa nva uza̱ ɗom a.
2e0c0c00a0	Izər iya̱m pa̱ izən. Mɓəɓan jiwo te, pa̱ nkyak. Kap ka̱ nva̱ mɓəɓan pa̱ nkyak te, oza̱ gwang nyang izər pa̱ izəng. wantana kpa ka̱ uKəristi.
2e0c0d00dc	Ka̱kul ma nəm abaptisima ayi chit pa̱ kpaktak ka̱ aRuhu pa̱ zəng. Oro ka̱ ashe yi oYahudi. Oro nnyi te, oHeleni. Oro ozwal. Oro te, ozwal ka̱t. Kap ká̱ nnà te, aRuhu azəngtəng nna ma na ayi i wa nkpaktak yi.
2e0c0e004c	Izər pa te, mɓan pa̱ nzəng pa̱ jiwo ka̱t. Izər ka̱ mɓan pa̱ nkyak.
2e0c0f00c5	A yà pa̱ ashar a là pa̱, “Ka̱kul mmami awo ka̱t te, ya iya̱m ro yà yar mi ká̱ izər va̱ ta̱ ka̱t.” Te, nnap-nləla va̱ ta i nak ashar va̱ ta i re nta̱l mɓan-izər va̱ ta ɗò?
2e0c1000cb	A ya nnyi pa̱ achwang a là pa̱, “Ka̱kul mmamíwu ka̱t te, ya iya̱m ro yà yar mi ká̱ izər va̱ ta̱ ka̱t” te, nnap-nləla va̱ ta i nak achwang va̱ ta i re nta̱l mɓan-izər va̱ ta ɗò?
2e0c1100ab	Ka̱ ya pa̱ nkpaktak izər iwu yà chwat te, ma ká̱ i fe achwang ká̱ iza̱ yà? Ka̱ ya pa̱ nkpaktak izər achwang na chwat te, ma ká̱ i nən alur ká̱ iza̱ yà?
2e0c12004f	Inan re iya̱m pa ka̱t. Uza̱ nə̀m nza̱ mɓan-izər nggo wa nva uza̱ ɗom.
2e0c13005b	Ka̱ ya pa̱ nkpaktak oza̱ mɓan pa̱ nzəng te, izər ka̱ le ka̱ che kang ka̱ yà yà?
2e0c14003c	Oga mɓan-izər pa te, pa̱ nkyak kan izər pa̱ izən jiwo.
2e0c1500a0	Iwu kur nla pa̱, “Âwo, n ya inok va̱ mmaɓu ka̱ nnənəm á mi ka̱t.” Ishi kur nla pa̱, “Áshar, n ya inok va̱ mmaɓu ka̱ nnənəm á mi ka̱t.”
2e0c160054	Nva̱ pa̱ a yà pa te, oga mɓan-izər va kam ka̱t te, oma nəm inok ji ga nkachi.
2e0c1700aa	Oga mɓan-izər va i yar pa̱ iya̱m ro ka̱t te, oma mmayi ka̱ nna ichumchum óza̱ ji. Oga mɓan-izər va̱ i yar pa̱ ɓyen ndər ka̱t te, oma mmayi ka̱ mbubwam ji.
2e0c1800b0	Mɓan-izər va̱ ɓyen ndər ɓyen te, mí bwam jiwo ka̱t. Nna kan Inan nə̀m nkpaktak izər ka̱sa̱l va oga mɓan-izər va kur iya̱m ro ka̱t te, oma mí nak inəm óza̱.
2e0c190067	Inan nə̀m pa ka̱kul kan nkap izər ro a yà ka̱t. Na oza̱ a nakshi ka̱ owan oza̱ nkpaktak oza̱.
2e0c1a00a6	A yà pa̱ mɓan-izər ro ka̱ mɓək anung te, nkpaktak oza̱ i ɓək anung. A yà pa̱ ma ɗəngchi ńro pa̱ nzəng ka̱ ashe oza̱ te, nkpaktak oza̱ i fe nchang.
2e0c1b004d	Mmawo na izər aKəristi. Nza̱ uzəngtəng wo nggo te, uza̱ mɓan izəzər.
2e0c1c01ba	Ka̱ ashe ikilisiya te, Inan kyep onəm ká̱ inok pa̱ ɗongɗong. Ngəshi te, uza̱ kyep onəm oga nre aKəristi. Ka̱ nva̱n oza̱ te, onəm oga nka̱m nre ka̱ atak Inan. Ka̱ nva̱n oza̱ te, onəm oga nɗyang nnap-nlà Inan. Te onəm oga nnəm iya̱m iga nɗaktak. Te onəm oga ntan arwa, ka̱ onəm oga nka̱mshi owan oza̱, ka̱ onəm oga nnakshi ka̱ nnap inok inə̀mnə̀m, ka̱ onəm oga nla achu pa̱ ɗongɗong va agafak óza̱.
2e0c1d00d4	Nkpaktak oza̱ onəm oga nre aKəristi ɗò? Nkpaktak oza̱ onəm oga nka̱m nre ka̱ atak Inan ɗò? Nkpaktak oza̱ onəm oga nɗyang nnap-nlà Inan ɗò? Nkpaktak oza̱ onəm oga nnəm iya̱m iga nɗaktak ɗò?
2e0c1e00b5	Nkpaktak oza̱ ká̱ ichumchum iga ntan arwa ɗò? Nkpaktak oza̱ i là nnap ka̱ achu pa̱ ɗongɗong va agafak óza̱ ɗò? Nkpaktak oza̱ i va̱n ipir achu va agafak óza̱ ɗò?
2e0c1f007a	Kap ká̱ nnà te, o zhin ka̱ nram imwa iga nnyi nnəm va aRuhu i na va ji a. Mi nyám asa̱l va awo a ji pa̱ kpaktak a.
2e0d0100ad	A yà pa̱ n nyi nla achu onəm pa̱ kpaktak nzəng ka̱ achu oma̱leka kan n yà ka̱ mma̱n ka̱t te, ya n ɗongɗong ká̱ iɓa̱ngga̱ng ka̱ acham aga nnap anung ka̱t.
2e0d0200dd	A yà pa̱ mmami ká̱ imwa aRuhu iga nka̱m nre ka̱ atak Inan kan mi kpán ìpir nnàp mbwambwam pa̱ kpaktak, ka̱ nnyi, ka̱ nna nnandər va i nak aɓam i səng, kang n yà ka̱ mma̱n ka̱t te, ya mmami atak alakchi.
2e0d0300b6	A yà pa̱ mi na iya̱m va̱ mmami ka̱ pa̱ kpaktak na ma ri ka̱ onəm oga nkun har mi na izər mi pa̱ ma shi ka̱pər kan n yà ka̱ mma̱n ka̱t te, i mak iya̱m ro á mi ka̱t.
2e0d04005e	Mma̱n nna yà ka̱ nka̱r-ìgwak ka̱ nnyi-nnap. I kpar ìkpar ka̱t. I rup ká̱ ishi ka̱t.
2e0d050099	Mma̱n i yar bal, ka̱t te i kák ishi ka̱t. I yà ka̱ nɗom ishi ka̱t. Mi i bəshi ìgwak mma̱n pa̱ kəlak kəlak ka̱t. I kpán nnap ka̱fu ka̱t.
2e0d060043	Mma̱n i fe nchang iya̱m ina ka̱t. I fe nchang nnandər na chwat.
2e0d0700a0	Mma̱n i gún imalən byet. I ma̱n ká̱ iya̱m pa̱ kpaktak. Nnak-ìgwak mma̱n i sən izər ka̱ pa̱ ɗa̱p ka̱t. I ka̱r ìgwak ká̱ iya̱m pa̱ kpaktak.
2e0d080091	Mma̱n i kùr ka̱t mbyet mbyet. Nka̱m nre ka̱ atak Inan pa te, nna i kùr. Nla achu pa̱ ɗongɗong va agafak te, nna i kùr. Nnyi nna i kùr.
2e0d090056	Nnyi yi pa te, a kur ka̱t. Nre va̱ i ka̱m ka̱ atak Inan ì là pa te, a kur ka̱t.
2e0d0a0053	Nna kan iya̱m va̱ kukur i ɓa i fa te, oga iya̱m va̱ kur ka̱t te, i làr i le.
2e0d0b007a	Ka̱ n yà uyen te, n là nnap wa ayen. Mi rən nnap wa ayen. Mi dər nnap wa ayen. N nyan unəm te, n re nnap nnəm ayen.
2e0d0c0157	N-yanmata̱ te, mmayi ka̱ nya atak pa̱ piri piri ná mmayi ka̱ ndər ka̱ aboka afofo. Alum va̱ ta i ɓa i chu te, nna i ya atak pa̱ gəlak gəlak. N-yanmata̱ te, n nyi iya̱m pa̱ kpaktak ka̱t. ká̱ nnà te, ka̱ alum va̱ ta te, mi kpán ipir iya̱m pa̱ chatchat. Mi nyi pa̱ chatchat wa nva nyangmata̱ Inan kùr mi pa̱ kpaktak a.
2e0d0d0098	Iya̱m iga ishaɗən va̱ ta̱ təm chit har byet. Nna nna nnandər ká̱ Inan, ka̱ nnak-ìgwak, ka̱ mma̱n. Nna kan mma̱n nna ji oza̱ pa̱ kpaktak.
2e0e010079	Re o pá ishi ka̱ nnap mma̱n onəm. O zhəng ka̱ nram iya̱m va aRuhu i na. A jwak nla nre va ma ka̱m ka̱ atak Inan.
2e0e0200fb	Ka̱kul a yà pa̱ unəm i là nnap ka̱ ashe achu va agafak á na te, uza̱ ka̱ nla ónəm ka̱t, uza̱ i là íNan. Ka̱kul unəm ro yà i kpán ipir iya̱m va̱ uza̱ ka̱ nləla ka̱t. Uza̱ i shàl nnap iya̱m-bwambwam ka̱ atak ichumchum aRuhu.
2e0e03008e	Unəm va̱ jiwo ka̱ nla nre va uza̱ ka̱m ka̱ atak Inan te, uza̱ i là nnap ka̱ onəm ka̱kul mme oza̱, ka̱ nkam oza̱ ka̱ nsak oza̱.
2e0e0400a1	Unəm va̱ i là nnap ka̱ ashe achu agafak te, uza̱ ka̱ mme ishi wò. Unəm va̱ ka̱ nla nre va uza̱ ka̱m ka̱ atak Inan jiwo te, uza̱ ka̱ mme ikilisiya.
2e0e050168	N ɗuɗom pa̱ nkpaktak wo ka̱ o là nnap là ka̱ achu pa̱ ɗongɗong va agafak awo. ká̱ nnà te, n ɗom wo ka̱ nla nre va mí ka̱m ka̱ atak Inan nna ji. Unəm va̱ i là nre va uza̱ ka̱m ka̱ atak Inan te, uza̱ ji unəm va̱ ji i là nnap ka̱ achu va agafak á na. Ka̱t te, ya unəm ro a va̱n ipir achu agafak va̱ ta na a me nkpaktak ikilisiya.
2e0e060135	Ógənang, a yà pa̱ mi ɓa atak wo mà là nnap awo ka̱ ashe achu va agafak te, i yà ka̱ nza̱ nka̱mshi ka̱ atak wo yà? Mi ɓa atak wo ka̱ iya̱m nyamnyam ro va n ya ka̱ ashe alár, ka̱t te nnyi ro, ka̱t te nre ro va n ka̱m ka̱ atak Inan, ka̱t te nɗyang ro te, nna ta i ka̱mshi wo ka̱t ɗò?
2e0e07008a	Iya̱m va̱ yà ká̱ iriri ka̱t kang mí dok ti i nap wa iya̱m-mɓur, ka̱ aɓwa kang oza̱ a nap a zwar te, uda i fe nchang oza̱ yà?
2e0e080056	Ngapak kang ma ɓur nap ka̱səsa̱l ka̱t te, uda i ɗa̱mshi izər ka̱kul ikum yà?
2e0e0900af	wantana kpa ká̱ wo. A yà pa̱ o là nnap ka̱ achu va agafak kang o là ma kpán ipipir ka̱t te, i yar sang kang mí nyi iya̱m va̱ o là yà? Ka̱kul o là nnap nlakchi.
2e0e0a005c	Achu va̱ ka̱ ashe apambin te, oza̱ yə́l pa̱ kyak. Te oza̱ ká̱ ipir na pa̱ kpaktak.
2e0e0b00ae	A yà pa̱ n kpán ipir achu va̱ ma ka̱ nləla á mi ka̱t te, ya n ta̱l uɗyanəm chit ka̱ unəm uga nla achu va̱ ta. Uza̱ nnyi te, uza̱ ta̱l uɗyanəm á mi na kpa.
2e0e0c008f	Pa na kpa ká̱ wo. A ya chit pa̱ o ɗom imwa iga nnyi nnəm iya̱m va̱ aRuhu i na te, re o zhing a ji ka̱ nnəm iya̱m va i me ikilisiya a.
2e0e0d008c	Ka̱kul nva̱ ta te, unəm va̱ i là nnap ka̱ achu va agafak te, re uza̱ a chál pa̱ Inan a na ichumchum iga nva̱n ipir achu a wò kpa.
2e0e0e005f	A yà pa̱ mmami ka̱ nnəm aduwa ka̱ ashe achu va agafak te, ya aruhu mí nəm aduwa va̱ ta.
2e0e0f0098	Te sang ɗa? Mi nə̀m aduwa ka̱ aruhu mi kan mi nə̀m ka̱ ashe nnap nnəm mi kpa. Mi shi nnap ka̱ aruhu mi kang mi shi ka̱ ashe nnap nnəm mi kpa.
2e0e1000d4	Mi nə̀m pa ka̱t te, i yar sang kang onəm ro i kpán ipir iya̱m va̱ mmami ka̱ nləla yà? Pa̱ oza̱ a là “nna a təm.” Nzəng ka̱ mi ka̱ ashe nna aɗəngchi mi te, i ma̱t oza̱ ka̱ nla ka̱t ɗò?
2e0e11005d	Ɓu yà ka̱ nna aɗəngchi íNan na pa̱ dakdak. ká̱ nnà te, i me uwan ɓu va̱ ta ka̱t.
2e0e120064	N ɗəngchi Inan ka̱kul mi là nnap ka̱ ashe aga achu va agafak i ji nza̱ uzəngtəng wo nggo ji.
2e0e1300ed	Ka̱ nna kpa te, ka̱ ashe mɓut ikilisiya te, i kapkap á mi pa̱ n là nnap-nlà a ji ntukun ka̱t ka̱ ashe nnap nnəm mi ka̱kul nɗyang iya̱m ôro, ka̱ nva̱ pa̱ n là nnap-nlà ikalong pa̱ igba̱pchi ka̱ ashe achu va agafak a.
2e0e1400a9	Ógənang, kang o tong wa ovan-ɓwakan ka̱ ashe nrəng-nnap wo ka̱t. Ka̱pal-ishi nnəm iya̱m igha jiwo te, o tong wa ovanba̱k. Re nnap nnəm wo a yà njo onəmgbak.
2e0e1500e1	Ma lir ka̱ ashe nnap-nlà Inan pa̱, “UPonzhi Inan là pa̱, mi là nnap ónəm mi ka̱ atak nnap-nlà onəm oga nla achu va agafak ka̱ nnap-nlà onəm oga mbin nkak. ká̱ nnà te, oza̱ i gwong achwang ka̱ mi ka̱t.”
2e0e1600f2	A nak te, nla nnap-nlà Inan ka̱ ashe achu va agafak pa te, iya̱m-ichumchum iga nɗaktak ka̱kul onəm va wa Inan ka̱t a. Nla nre va̱ ma ka̱m ka̱ atak Inan te, ka̱kul onəm oga ngwa Inan. Onəm va̱ wa Inan ka̱t te, a yar oza̱ ka̱t.
2e0e1700d4	A yà pa̱ nkpaktak ikilisiya ɓut kang nza̱ unəm nggo ka̱ nla nre ka̱ ashe achu va agafak te, unəm va̱ nyi ipipir ka̱t, ka̱t te unəm va̱ wa Inan ka̱t, a ɓa a tar te, i là pa̱ o rəra̱n ka̱t ɗò?
2e0e1800f5	A yà pa̱ nkpaktak wo ka̱ nla nnap va ma ka̱m ka̱ atak Inan kan unəm va̱ wa Inan ka̱t, ka̱t te unəm va̱ nyi ipipir ka̱t a ɓa tar te, nkpaktak wo o nak nnap-nlà i dok igugwak. I ya pa te, ya nnap-nlà wo pa̱ kpaktak a kpán na chit.
2e0e1900a6	Iya̱m-bwambwam iga ashe igugwak pa̱ kpaktak i pwa. I nak te, uza̱ i ru ka̱ mbin i wop Inan nzəng ka̱ nla pa̱, “Akwam ka̱t, Inan uwa yà nzəngg ká̱ wo.”
2e0e1a0155	Ógənang iza̱ mi là awo yà? A yà pa̱ o ɓut ka̱kul awop te, re uro a ɓa ka̱ nnap-nshì. Uro nnyi te, a ɗyang iya̱m ro ónəm. Uro te, o là iya̱m va ma nyám á na ka̱ ashe alár. Uro a là iya̱m ro ka̱ ashe achu va agafak. Uro nnyi te, a va̱n ipir achu agafak va̱ ta. Re ma nə̀m iya̱m pa̱ kpaktak ka̱kul mme ikilisiya.
2e0e1b00c0	A yà pa̱ ma ka̱ nla nnap-nlà ka̱ ashe achu va agafak te, kang a watar onəm pa̱ oparəm, ka̱t te pa̱ oshaɗəng ka̱t. Uro i là te, i le úwan wò. Nkpak pa̱ unəm ro a va̱n ipipir.
2e0e1c00a9	A ya nnyi pa̱ unəm uga nva̱n ipipir yà ka̱ ashe mɓut ka̱t te, ya unəm va̱ ta a ma̱r ka̱ anungg. Re uza̱ a là nnap ká̱ ishimshe wò ká̱ Inan ka̱ nkukwa.
2e0e1d0092	Re onəm a kur pa̱ oparəm, ka̱t te pa̱ oshaɗən a là nre va ma ka̱m ka̱ atak Inan. Te aɓo onəm a mo ìpir nnàp va̱ ma là pa̱ dakdak.
2e0e1e009f	A yà pa̱ unəm ro ka̱ nla nnap-nlà ka̱ ashe mɓut kan Inan nyám iya̱m ro úro ka̱ ashe alár te, re unəm uga nla nnap-nlà va̱ ta a ma̱r ka̱ anung.
2e0e1f0068	Re o là nnap-nlà Inan pa̱ ozəngzəng na a ɗyang iya̱m ńkpaktak onəm nzəngg ka̱ nkam oza̱ kpa.
2e0e200054	Unəm uga nka̱m nre ka̱ atak Inan uwa yà ká̱ ichumchum ka̱ apalishi aruhu wò.
2e0e21008a	Ka̱kul Inan pa te, uza̱ Inan uga nzwar atak ka̱t. Inan, uza̱ ɗom ntəm-ikankan. Wanta na ka̱ ashe nkpaktak oga ikilisiya onəm Inan.
2e0e2200aa	Te re ochar a ma̱n ka̱ anung pa̱ kwák ka̱ ashe mɓut ikilisiya. Ma ma̱n óza̱ pa̱ oza̱ a là iya̱m ro ka̱t. Re oza̱ a ra ká̱ ishi wa nva nnap-nlà Inan là.
2e0e2300aa	A yà pa̱ iya̱m ro nna yà oza̱ ɗom pa̱ o nyi te, re oza̱ a ɓəp oɓar oza̱ ka̱ nzhi. Ka̱kul iya̱m iga ìwuswa pa̱ uchar a là nnap ka̱ ashe mɓut ikilisiya.
2e0e24007b	O rən pa̱ nnap-nlà Inan ɓan nfa ka̱ atak wo na mpyal ɗò? Ka̱t te, o rən pa̱ a ɓa kùr ka̱ mmawó na chwat ɗò?
2e0e2500f0	A yà pa̱ uro ka̱ ashe wo rən pa̱ mmawò unəm uga nka̱m nre ka̱ atak Inan, ka̱t te pa̱ o nyi nnəm iya̱m va aRuhu i na te, re uza̱ a nyi pa̱ iya̱m va̱ mmami ka̱ nlilir awo ta̱ te, iya̱m va uPonzhi-Yesu a là ká̱ ishi wò.
2e0e260065	A yà pa̱ unəm ro a yan ka̱ nnakshi ká̱ iya̱m va̱ ta̱ te, kan ma nakshi ka̱ na ka̱t na kpa.
2e0e27007b	Ka̱kul nva̱ ta te, ógənang re o zhin ka̱ nɗom nla nre va ma ka̱m ka̱ atak Inan. Kan o dan nla achu va agafak ka̱t.
2e0e28005b	ká̱ nnà te, re ma nə̀m nza̱ iya̱m nggo ka̱səsa̱l. Re ma nə̀m a mal pa̱ dakdak.
2e0f01009f	Ógənang, n ɗom pa̱ ń rən awo kà̱ɗi apir nnap-nlà Inan ngga nchang nfe va̱ ka̱ n là awo. Nna o kəka̱m kan mmawó ka̱ nsat ka̱ ashishe kəkam a.
2e0f02007e	Ka̱ atətak na te, mí na iriri iga mbyet mbyet awo a yà pa̱ o kpán kəkam a. Pa ka̱t te, ya nna nnandər wo atak-lakchi.
2e0f0300b0	Nnap nlà va̱ n ka̱m kan n yichi awo te, nnap va ji pa̱ kpaktak. Nna pa̱ uKəristi ku ka̱kul nnap-mɓá̱ngɓa̱ng yi a mà dakdak ká̱ iya̱m va nnap-nlà Inan ka̱ là.
2e0f040076	Ma li na te, uza̱ won ka̱ atak ikú ká̱ ilum iga ishaɗən a mà dakdak ká̱ iya̱m va̱ nnap-nlà Inan ka̱ là.
2e0f050069	Uza̱ fa nyám ishi wò úKefas. A le te, uza̱ nyám áɓo okpari wò oga ogba̱pchi ama̱n pa̱ parəm.
2e0f0600e1	A le te, uza̱ fa nyám ishi wò ógənang iyə́l oza̱ ji igba̱l pa̱ ìtukun ji, ya oza̱ ɓut ka̱nun-zəntən. Mmakmak ogənan va̱ ta oma ku chit ka̱t. Oma yà ká̱ iriri. Oro ka̱ ashe oza̱ te, oza̱ yà lap ka̱t.
2e0f07005f	A le te, uza̱ nyám ishi wò úYakubu. Te uza̱ nyám ishi wò ńkpaktak onəm oga nrəre kpa.
2e0f080067	Ka̱ nkùkùr te, uza̱ nyám ishi wò á mi kpa. Mmami va wa uyen va uwa kur pa̱ ma mar chit ka̱t a.
2e0f0900c5	Ka̱kul mmami na n yen n ji pa̱ kpaktak ka̱ ashe onəm oga nre aKəristi. N kur nva̱ pa̱ ma wór mi pa̱ unəm uga nre aKəristi ka̱t. Ka̱kul n na idumdum ilakchi ónəm oga ngwa uYesu ka̱t.
2e0f0a013c	Ka̱ nna kpa te, ka̱ atak nnap nnəna̱n Inan te, n sat wa anəm. Nnandər te, nnyam nnap nnəna̱n nəna̱n ka̱ atak mi ka̱ anung amwan ka̱t. Ka̱kul n nəm inok pa̱ makmak n ji nkpaktak óza̱ ji. N là pa te, mmami na n nəm inok va̱ ta ka̱t. Nnap-nnəna̱n va Inan nyám á mi te, nna i nəm inok ka̱ mi.
2e0f0b0091	Mmami, ka̱t te unəm va̱ là nnap-nlà Inan ngga nchang nfe awo te, nnap-nlà nzəngtəng mmayi ka̱ nləla. Mmawo nnyi te, o na nnandər ka̱.
2e0f0c00a5	A yà pa̱ ma ka̱ nla nnap-nlà Inan pa̱ ma won ku uKəristi won ka̱ atak ikú te, a yar sang kang oro ka̱ ashe wo i là pa̱ ngwon ka̱ atak ikú yà ka̱t yà?
2e0f0d005a	A yà pa̱ ngwon ka̱ atak ikú yà ka̱t te, ya ma won ku uKəristi ka̱ atak ikú ka̱t.
2e0f0e0098	Ka̱ ya pa̱ ma won ku uKəristi ka̱ atak ikú ka̱t te, ya nnap-nlà Inan va̱ i là ónəm te, ya atak-lakchi. Ya nna nnandər wo atak-lakchi na kpa.
2e0f0f00d3	Ya a nyan chit kpa pa̱ mmayi ka̱ nnap akwam íNan. Ka̱kul i là pa̱ Inan a won ku Kəristi ka̱ atak ikú. A yà nnandər pa̱ mí won ka̱ atak ikú ka̱t te, ya uza̱ won ku uKəristi ka̱ atak ikú ka̱t.
2e0f100067	Ka̱kul a yà pa̱ mí won ka̱ atak ikú ka̱t te, ya ma won ku uKəristi ka̱ atak ikú ka̱t na kpa.
2e0f11009e	A yà pa̱ ma won ku uKəristi ka̱ atak ikú ka̱t te, ya nna nnandər wo ta̱l nnap nlakchi chit. Ya nna o yà ka̱ ashe nnap-mɓá̱ngɓa̱ng wo na pa har.
2e0f12004e	Onəm va̱ ka̱m uKəristi ka̱m kan oza̱ ku chit te, ya oza̱ zhì chit mai.
2e0f13009d	A yà pa̱ ka̱kul ntəm ngga apambin va̱ ta̱ chwat mmayi ka̱ nnak ìgwak kù uKəristi te, ya onəm ro yà ka̱ ashe apambin nəm nkun mal ka̱ yi ka̱t.
2e0f1400a2	Nnandər na ta̱ pa̱ Inan won ku uKəristi won ka̱ atak ikú. Uwa ugəshi ónəm-kuku pa̱ kpaktak oga ngwon ka̱ atak ikú wa awar aga nna íNan aga mmor nyal.
2e0f150052	Ikú pa te, unəm a ɓa ka̱. wantana kpa unəm uwa ɓa ka̱ ngwon ka̱ atak ikú.
2e0f160074	Wa nva ka̱ atak Adamu na nkpaktak onəm ku te, wa nnà ta kpa ka̱ atak aKəristi na mí nak nkpaktak onəm i lár.
2e0f1700c4	I ya pa̱ vyakshin ka̱t. Nza̱ unəm nggo te, i lulok. UKəristi uwa won mpyal wa awar aga nna íNan aga mmor nyal. Nva̱n va̱ uza̱ i vang te, nna chit te, onəm va̱ ojini te, oza̱ i won kpa.
2e0f1800ac	Te nkùr apambin i yà ɗak, ya uza̱ yichi iponzhi íNan uPon chit. Uza̱ i yichi iponzhi va̱ ta̱ ka̱ nva̱n va uza̱ dərkən nkpaktak iponzhi ká̱ ichumchum chit le.
