130000000a	Sálmarnir
3d031100cd	Kæru vinir, ég vara ykkur við í tíma, svo að þið fylgist vel með öllu og látið ekki leiðast afvega af mistökum þessara vondu manna, því að þá gætuð þið sjálf orðið eins og þeir.
3d031200a5	Vaxið heldur andlega og lærið að þekkja betur Drottin okkar og frelsara, Jesú Krist. Honum sé heiður og dýrð, bæði nú og um alla framtíð. Amen. Pétur
3e00000012	1 Jóhannesarbréf
3e010100cd	Kristur hefur verið til frá upphafi. Ég hef séð hann með eigin augum og heyrt hann tala. Ég hef líka snert hann með höndum mínum og ég veit að hann hefur flutt okkur boðskap Guðs um lífið.
3e010200e7	Hann er lífið frá Guði og hann hefur birst okkur. Það er sannleikur að við höfum séð hann. Ég er að tala um Krist, hann sem er eilífa lífið. Í upphafi var hann hjá föðurnum, en síðan fengum við að sjá hann.
3e010300c5	Og það, sem við sáum og heyrðum, segjum við ykkur, svo að þið getið átt samfélag við okkur og tekið þátt í þeirri gleði sem við eigum með föðurnum og syni hans, Jesú Kristi.
3e0104006c	Ef þið gerið eins og ég segi ykkur í þessu bréfi, munuð þið eignast fullkomna gleði eins og við.
3e0105006b	Þetta er boðskapurinn sem Guð sendi okkur með til ykkar: Guð er ljós og myrkur er alls ekki í honum.
3e01060077	Ef við segjum að við séum vinir hans, en höldum samt áfram að lifa í andlegu myrkri og synd, þá ljúgum við.
3e010700bc	En ef við lifum í ljósi Guðs á sama hátt og Kristur, þá getum við glaðst og átt dásamlegt samfélag hvert við annað og blóð Jesú, sonar hans, hreinsar okkur af allri synd.
3e0108007d	Ef við segjum að við séum ekki syndarar, þá blekkjum við sjálf okkur og viljum ekki horfast í augu við sannleikann.
3e010900d9	En ef við játum syndir okkar fyrir Guði, getum við treyst því að hann fyrirgefi þær og hreinsi okkur af öllu ranglæti. Í þessu gerir Guð rétt, því að Kristur dó til þess að taka burt syndir okkar.
3e010a009f	Ef við höldum því fram að við höfum ekki syndgað, þá ljúgum við og köllum Guð lygara, því að það er hann sem segir að við höfum syndgað.
3e02010124	Börnin mín, þetta segi ég til þess að þið haldið ykkur frá syndinni. En ef einhver syndgar, þá skuluð þið vita að við höfum talsmann hjá Guði föður, sem biður fyrir okkur. Þessi talsmaður er Jesús Kristur. Hann er óaðfinnanlegur í öllu og Guði velþóknanlegur.
3e020200c2	Það er hann sem tók á sig reiði Guðs vegna synda okkar og leiddi okkur til samfélags við Guð. Hann er fyrirgefning synda okkar, og ekki aðeins okkar synda, heldur einnig alls heimsins.
3e020300a4	Hvernig getum við verið viss um að við tilheyrum Guði? Með því að rannsaka okkur sjálf og komast að því hvort við hlýðum hans vilja í raun og veru.
3e02040070	Sá sem segir: „Ég er kristinn. Ég á eilíft líf,“ en hlýðir þó ekki boðum hans og vilja er lygari.
3e02050098	Þeir sem gera hins vegar það sem Kristur býður þeim, vaxa í kærleika til Guðs og á því er hægt að sjá hvort þeir eru kristnir eða ekki.
3e02060043	Sá sem segist vera kristinn á að breyta eins og Kristur breytti.
3e020700a3	Kæru vinir, það er ekki nýtt boðorð sem ég ætla að gefa ykkur. Þið kunnið það. Það er gamalt boðorð og þið hafið þekkt það frá öndverðu.
3e020800f1	Samt er það alltaf nýtt og gildir eins fyrir ykkur og Krist, en það er svona: Elskið hvert annað. Þegar við hlýðum þessu boðorði hverfur myrkrið úr lífi okkar og hið nýja ljós – ljós Krists – skín inn í sál okkar.
3e02090070	Ef einhver segist ganga í ljósi Krists, en ber illan hug til meðbróður síns, þá er hann enn í myrkrinu.
3e020a007b	En sá sem elskar meðbróður sinn og gengur í ljósi Krists, kemst leiðar sinnar án þess að hrasa í myrkri og synd.
3e020b00a3	Hafi einhver óbeit á meðbróður sínum, er hann í andlegu myrkri og veit ekki hvert hann fer. Þá hefur myrkrið blindað hann svo að hann sér ekki veginn.
3e020c0085	Þetta skrifa ég ykkur öllum, börnin mín, vegna þess að syndir ykkar eru nú þegar fyrirgefnar, í nafni Jesú frelsara okkar.
3e020d013a	Við ykkur sem eldri eruð segi ég þetta, af því að þið þekkið Krist, hann, sem hefur verið til frá upphafi. Og þið ungu menn, ég beini orðum mínum til ykkar, því að þið hafið unnið sigur á Satan. Ungu drengir og stúlkur, ykkur skrifa ég einnig, því að þið þekkið Guð, föðurinn.
3e020e00b1	Nú ávarpa ég ykkur, feður, sem þekkið hinn eilífa Guð, og ykkur ungu menn, sem eruð styrkir vegna orðs Guðs, sem er í hjörtum ykkar, – þið hafið sigrað Satan.
3e020f0086	Elskið ekki þennan vonda heim og það sem í honum er, því að ef þið gerið það, þá elskið þið ekki Guð af heilum hug.
3e021000a6	Heimurinn er fullur af illsku – illum nautnum, spilltu kynlífi, lífsgæðakapphlaupi og hroka sem fylgir auðæfum og upphefð – ekkert af þessu er frá Guði.
3e02110085	Þessi heimur mun líða undir lok og með honum allt það illa sem í honum er, en sá sem gerir Guðs vilja, mun lifa að eilífu.
3e021200ec	Kæru börn, þessi heimur á stutt eftir. Þið hafið heyrt að andkristurinn – sá sem berst gegn Kristi – muni koma. Margir slíkir eru þegar komnir fram og það styrkir þá vissu okkar að endir þessa heims er skammt undan.
3e021300d3	Þessir menn – andkristarnir – voru í söfnuðum okkar, en aðeins að nafninu til, annars hefðu þeir verið kyrrir. Þeir yfirgáfu okkur og það sannaði best að þeir voru af allt öðru sauðahúsi.
3e0214006a	Því er öðruvísi varið með ykkur. Heilagur andi hefur komið yfir ykkur, þið þekkið sannleikann,
3e021500b3	og því skrifa ég ykkur ekki eins og þeim sem ekki þekkja sannleikann. Ég veit að þið þekkið muninn á réttu og röngu og þess vegna skrifa ég ykkur á þennan hátt.
3e0216009a	Hver er lygari ef ekki sá sem segir að Jesús sé ekki Kristur? Slíkur maður er andkristur, því að hann trúir hvorki á Guð föður né son hans.
3e021700b1	Sá sem ekki trúir á Krist, Guðs son, getur ekki haft samfélag við Guð föður, en sá sem hefur samfélag við Krist, Guðs son, hefur einnig samfélag við Guð föður.
3e021800a8	Haldið áfram að trúa því sem ykkur var kennt í upphafi, því að ef þið gerið það, munuð þið eiga náið samfélag bæði við Guð föður og son hans.
3e0219003c	Guð hefur heitið okkur gjöf og sú gjöf er eilíft líf.
3e021a0067	Þessum skrifum mínum um andkrist, er beint gegn þeim sem reyna að blekkja ykkur og leiða í villu.
3e021b0124	Þið hafið tekið á móti heilögum anda, hann býr í ykkur og því þarf enginn að segja ykkur hvað sé rétt. Heilagur andi fræðir ykkur um allt. Hann er sannleikurinn. Hann lýgur ekki og því verðið þið, eins og hann sagði, að lifa í Kristi og halda ykkur fast við hann.
3e021c00c2	Börnin mín, rækið samfélagið við Drottin, svo að þið getið verið viss um að ykkur vegni vel þegar hann kemur og að þið þurfið þá ekki að blygðast ykkar eða fara í felur.
3e021d008e	Við vitum að Guð er góður og gerir aðeins rétt. Þess vegna ályktum við réttilega að allir aðrir, sem það gera, séu hans börn.
3e030100d1	Sjáið hvílíkan kærleika faðirinn á himnum hefur sýnt okkur, að við megum kallast hans börn og það erum við sannarlega! En fáir þekkja Guð og því skilur fólk ekki að við erum börnin hans.
3e030200fb	Kæru vinir, nú erum við Guðs börn, einmitt núna, og við getum ekki ímyndað okkur hvað við eigum í vændum. Eitt vitum við þó: Þegar hann kemur verðum við eins og hann, því að þá munum við sjá hann eins og hann raunverulega er.
3e03030067	Sá sem þráir þetta í einlægni reynir að varðveita hreinleika sinn, því að Kristur er hreinn.
3e03040069	En þeir, sem halda áfram að syndga, standa í gegn Guði, því að öll synd er andstæð vilja hans.
3e0305006a	Þið vitið að hann gerðist maður til að geta tekið burt syndir okkar og í honum finnst engin synd.
3e030600dc	Ef við höldum okkur nálægt honum og hlýðum honum, munum við forðast að syndga. Þeir sem halda áfram að syndga, gera það vegna þess að þeir hafa aldrei kynnst Guði í raun og veru né orðið börn hans.
3e030700b9	Börnin mín, látið engan villa um fyrir ykkur varðandi þetta: Ef þið haldið áfram að gera það sem rétt er, þá er það vegna þess að þið eruð réttlát eins og Guð.
3e030800f8	En ef þið haldið áfram að syndga er það merki þess að þið tilheyrið Satani, honum, sem haldið hefur áfram að syndga allt frá því hann drýgði sína fyrstu synd. Sonur Guðs kom til að brjóta niður verk djöfulsins – syndina.
3e0309011e	Sá sem er fæddur inn í fjölskyldu Guðs, syndgar ekki af ásettu ráði, því að Guð lifir í honum. Hann getur ekki haldið áfram í synd, því að hann hefur öðlast nýtt líf frá Guði. Guð hefur vakið það innra með honum og stjórnar honum, hann hefur endurfæðst.
3e030a00be	Á þessu getum við séð hver er Guðs barn og hver tilheyrir hinum vonda. Hver sem lifir syndugu lífi og er illa við meðbróður sinn, sýnir að hann tilheyrir ekki fjölskyldu Guðs,
3e030b0063	því að boðskapurinn sem við fengum í upphafi, var sá að við ættum að elska hvert annað.
3e030c00e1	Verum ekki eins og Kain, sem tilheyrði Satani og drap bróður sinn. Hvers vegna myrti Kain Abel? Vegna þess að Kain hafði vanið sig á að gera það sem rangt var og vissi að líferni bróður síns var betra en hans.
3e030d003c	Kæru vinir, undrist því ekki þótt heimurinn hati ykkur.
3e030e00bb	Ef við elskum meðbræður okkar, þá er ljóst að okkur hefur verið gefið eilíft líf og forðað frá helvíti. Sá sem ekki ber kærleika til annarra, stefnir í eilífan dauða.
3e030f0076	Sá sem hatar meðbróður sinn er í raun og veru morðingi og sá sem hyggur á morð, getur ekki átt eilíft líf.
3e03100094	Við vitum að sannur kærleikur birtist í því að Kristur dó fyrir okkur, við ættum því einnig að fórna lífi okkar fyrir meðbræðurna.
3e031100cd	Segjum svo að einhver telji sig kristinn og hafi allt til alls, en horfi svo á þurfandi bróður sinn án þess að rétta honum hjálparhönd. Hvernig getur slíkur maður átt í sér kærleika Guðs?
3e0312008c	Börnin mín, það dugir ekki lengur að segja að við elskum fólk. Við verðum að elska það í raun og veru og sýna það í verki.
3e0313009c	Ef við gerum það, þá getum við verið viss um að við tilheyrum Guði – vegna verka okkar – og þá höfum við hreina samvisku gagnvart Drottni.
3e0314008d	En ef við höfum slæma samvisku og finnum að við höfum gert rangt, þá veit Drottinn enn betur, því að hann þekkir öll okkar verk.
3e03150056	Elskulegu vinir, sé samviska okkar hrein, getum við komið til Drottins í djörfung
3e03160078	og fengið allt, sem við biðjum hann um, vegna þess að við hlýðum honum og gerum það sem honum er þóknanlegt.
3e03170061	Þetta vill Guð að við gerum: Trúum á nafn sonar hans, Jesú Krists, og elskum hvert annað.
3e031800aa	Þeir, sem hlýða Guði, lifa með Guði og hann með þeim. Við vitum að þetta er satt, því að heilagur andi, sem hann hefur gefið okkur, hefur sagt okkur það.
3e040100b9	Elsku vinir, trúið ekki öllu sem þið heyrið, enda þótt menn segi að það sé boðskapur frá Guði. Sannprófið það fyrst. Margir falskennendur eru nú á ferð um heiminn.
3e040200e6	Til að vita hvort boðskapur þeirra sé frá heilögum anda, skulum við spyrja hvort Jesús Kristur, sonur Guðs, hafi orðið maður og komið í mannslíkama. Ef þeir viðurkenna það, þá er boðskapur þeirra frá Guði,
3e04030099	ef ekki, þá er hann frá andstæðingi Krists – andkristinum – sem þið hafið heyrt að koma muni, og áhrifa hans gætir nú þegar í heiminum.
3e040400bc	Kæru ungu vinir, þið tilheyrið Guði og hafið þegar unnið sigur á andstæðingum Krists, því að sá sem er í ykkur, er máttugri en allir falskennendur þessa óguðlega heims.
3e0405007b	Þeir eru af þessum heimi og hafa þess vegna allan hugann við það sem heimsins er, og heimurinn hefur áhuga á þeim.
3e0406010f	En við erum Guðs börn og þess vegna vilja þeir einir hlusta á okkur, sem hafa samfélag við Guð. Aðrir hafa ekki áhuga. Við höfum einnig aðra leið til að sannprófa hvort einhver boðskapur sé frá Guði: Ef hann er frá Guði, vill heimurinn ekki hlusta.
3e040700b5	Kæru vinir, elskum hvert annað, því kærleikurinn er frá Guði. Þeir sem iðka kærleika og umhyggju, sýna að þeir eru börn Guðs og þekking þeirra á honum fer vaxandi.
3e0408004f	Sá sem ekki sýnir kærleika, þekkir ekki Guð, því að Guð er kærleikur.
3e04090093	Guð hefur sýnt kærleika sinn með því að senda einkason sinn, í þennan hrjáða heim, til að deyja fyrir okkur og gefa okkur eilíft líf.
3e040a00a4	Kærleikurinn birtist ekki í því að við elskuðum Guð, heldur í því að hann elskaði okkur og sendi son sinn til að afplána refsingu fyrir syndir okkar.
3e040b005f	Kæru vinir, fyrst Guð hefur elskað okkur svo heitt, ber okkur einnig að elska hvert annað,
3e040c00c2	Enginn hefur nokkru sinni séð Guð eins og hann er í raun og veru, en samt lifir hann í okkur, það er að segja, þegar við elskum hvert annað og leyfum kærleika hans að vaxa í okkur.
3e040d0064	Guð hefur einnig gefið okkur heilagan anda og það sýnir að við lifum í samfélagi við hann.
3e040e0080	Við höfum séð með eigin augum og vitnum fyrir öllum heiminum, að Guð sendi son sinn til að verða frelsara allra manna.
3e040f0073	Hver sá sem trúir og játar að Jesús sé sonur Guðs, á Guð í hjarta sínu og lifir í samfélagi við hann.
3e041000f9	Við vitum að Guð elskar okkur – við höfum fundið kærleika hans! Við vitum það einnig vegna þess að við trúum orðum hans, að hann elski okkur. Guð er kærleikur og sá sem sýnir kærleika í verki, lifir í Guði og Guð í honum.
3e041100fc	Ef við lifum í Kristi, vex kærleikur okkar og nær fullkomnun og þá verðum við okkur ekki til skammar eða háðungar á degi dómsins. Þá getum við glöð og hugrökk horfst í augu við hann, því að hann elskar okkur og við elskum hann.
3e0412010d	Okkur er óþarft að óttast þann, sem elskar okkur, því að hans fullkomni kærleikur rekur burt allan ótta. Ef við erum hrædd, þá er það vegna þess að við höldum að Guð muni refsa okkur – við erum ekki fyllilega sannfærð um að hann elski okkur.
3e0413005b	Af þessu má sjá að kærleikur okkar til hans er afleiðing af kærleika hans til okkar.
3e041400ae	Ef einhver segir: „Ég elska Guð,“ og heldur áfram að hata bróður sinn, sem hann umgengst og sér, hvernig getur hann þá elskað Guð, sem hann hefur aldrei séð?
3e04150057	Boðorð Guðs er svona: „Sá, sem elskar Guð, á einnig að elska bróður sinn.“
