24	66	1189	461
File Name	Holy-Bible---French---Free-for-the-World---Standard-Edition.noia
22	Il leur dit pour la troisième fois: «Pourquoi? Quel mal a fait cet homme? Je n'ai trouvé en lui aucun crime capital. Je vais donc le châtier et le relâcher.»
23	Mais ils insistaient à voix haute, demandant qu'il soit crucifié. Leurs voix et celles des principaux sacrificateurs l'emportèrent.
24	Pilate décréta que ce qu'ils demandaient devait être fait.
25	Il relâcha celui qui avait été jeté en prison pour insurrection et meurtre, celui qu'ils demandaient, mais il livra Jésus à leur volonté.
26	Après l'avoir emmené, ils saisirent un certain Simon de Cyrène, venu du pays, et lui mirent la croix pour la porter après Jésus.
27	Une grande foule du peuple le suivait, y compris des femmes qui, elles aussi, le pleuraient et le déploraient.
28	Mais Jésus, se tournant vers elles, dit: «Filles de Jérusalem, ne pleurez pas sur moi, mais pleurez sur vous-mêmes et sur vos enfants.
29	Car voici venir des jours où l'on dira: Heureuses les stériles, les entrailles qui n'ont pas enfanté, les mamelles qui n'ont pas allaité!
30	Alors ils se mettront à dire aux montagnes: «Tombez sur nous», et aux collines: «Couvrez-nous».
31	Car s'ils font ces choses dans l'arbre vert, que fera-t-on dans l'arbre sec? ".
32	Il y en avait aussi d'autres, deux malfaiteurs, conduits avec lui pour être mis à mort.
33	Lorsqu'ils arrivèrent au lieu appelé «Crâne», ils le crucifièrent là avec les malfaiteurs, l'un à droite et l'autre à gauche.
34	Jésus dit: «Père, pardonne-leur, car ils ne savent pas ce qu'ils font.» Ils se partagèrent ses vêtements en tirant au sort.
35	Le peuple était là, à regarder. Les chefs qui étaient avec eux se moquaient aussi de lui, disant: «Il a sauvé les autres. Qu'il se sauve lui-même, si c'est là le Christ de Dieu, son élu!»
36	Les soldats se moquaient aussi de lui, s'approchant de lui et lui offrant du vinaigre,
37	et disant: «Si tu es le roi des Juifs, sauve-toi toi-même!»
38	Une inscription était aussi placée au-dessus de lui en lettres grecques, latines et hébraïques: «C'EST LE ROI DES JUIFS».
39	L'un des malfaiteurs qui avait été pendu l'insulta en disant: «Si tu es le Christ, sauve-toi toi-même et nous!».
40	Mais l'autre, prenant la parole, le réprimanda et dit: «Tu ne crains même pas Dieu, puisque tu es sous la même condamnation?
41	Nous, en effet, nous sommes justes, car nous recevons la récompense de nos actes; mais cet homme n'a rien fait de mal.»
42	Il dit à Jésus: «Seigneur, souviens-toi de moi quand tu viendras dans ton Royaume.»
43	Jésus lui dit: «Je te le dis en vérité, aujourd'hui tu seras avec moi dans le paradis.»
44	Il était environ la sixième heure, et les ténèbres se répandirent sur tout le pays jusqu'à la neuvième heure.
45	Le soleil s'obscurcit, et le voile du temple se déchira en deux.
46	Jésus, poussant un grand cri, dit: «Père, entre tes mains je remets mon esprit.» Ayant dit cela, il rendit le dernier soupir.
47	Le centurion, voyant ce qui s'était passé, glorifia Dieu, en disant: «Certainement, c'était un homme juste.»
48	Toute la foule qui s'était rassemblée pour voir cela, à la vue de ce qui s'était passé, s'en retourna chez elle en se frappant la poitrine.
49	Toutes les personnes de sa connaissance et les femmes qui l'avaient suivi depuis la Galilée se tenaient à distance, observant ces choses.
50	Voici, il y avait un homme nommé Joseph, membre du sanhédrin, homme bon et juste
51	(il n'avait pas consenti à leurs conseils et à leurs actes), originaire d'Arimathée, ville des Juifs, qui attendait aussi le royaume de Dieu.
52	Cet homme se rendit auprès de Pilate, et demanda le corps de Jésus.
53	Il le descendit, l'enveloppa dans un linceul, et le déposa dans un tombeau taillé dans la pierre, où personne n'avait jamais été mis.
54	C'était le jour de la Préparation, et le sabbat approchait.
55	Les femmes de Galilée qui étaient venues avec lui suivirent, et virent le tombeau et la manière dont son corps avait été déposé.
56	Elles s'en retournèrent et préparèrent des aromates et des onguents. Le jour du sabbat, elles se reposèrent, selon le commandement.
24	53
1	Le premier jour de la semaine, à l'aube, elles se rendirent au tombeau avec d'autres personnes, apportant les aromates qu'elles avaient préparés.
2	Elles trouvèrent la pierre roulée devant le tombeau.
3	Elles entrèrent, et ne trouvèrent pas le corps du Seigneur Jésus.
4	Comme elles étaient fort perplexes à ce sujet, voici que deux hommes se tenaient près d'elles, vêtus de vêtements éblouissants.
5	Saisies d'épouvante, elles se prosternèrent le visage contre terre. Les hommes leur dirent: «Pourquoi cherchez-vous le vivant parmi les morts?
6	Il n'est pas ici, mais il est ressuscité. Souvenez-vous de ce qu'il vous a dit, lorsqu'il était encore en Galilée,
7	à savoir que le Fils de l'homme doit être livré aux mains des hommes pécheurs, être crucifié, et ressusciter le troisième jour.»
8	Elles se souvinrent de ses paroles,
9	revinrent du sépulcre, et racontèrent toutes ces choses aux onze et à tous les autres.
10	Il s'agissait de Marie de Magdala, de Jeanne et de Marie, mère de Jacques. Les autres femmes qui étaient avec elles racontèrent ces choses aux apôtres.
11	Ces paroles leur parurent insensées, et ils ne les crurent pas.
12	Mais Pierre se leva et courut au tombeau. Il se baissa et regarda à l'intérieur; il vit les bandes de lin étendues toutes seules, et il s'en alla chez lui, se demandant ce qui était arrivé.
13	Voici que, ce même jour, deux d'entre eux se rendaient dans un village nommé Emmaüs, situé à soixante stades de Jérusalem.
14	Ils s'entretenaient entre eux de toutes ces choses qui étaient arrivées.
15	Comme ils discutaient et s'interrogeaient ensemble, Jésus lui-même s'approcha et fit route avec eux.
16	Mais leurs yeux étaient empêchés de le reconnaître.
17	Il leur dit: «De quoi parlez-vous en marchant, et êtes-vous tristes?»
18	L'un d'eux, nommé Cléopas, lui répondit: «Es-tu le seul étranger à Jérusalem qui ne sache pas ce qui s'y est passé ces jours-ci?»
19	Il leur dit: «Quelles choses?» Ils lui dirent: «Ce qui concerne Jésus le Nazaréen, qui était un prophète puissant en actes et en paroles devant Dieu et devant tout le peuple,
20	et comment les principaux sacrificateurs et nos chefs l'ont livré pour être condamné à mort et l'ont crucifié.
21	Mais nous espérions que c'était lui qui rachèterait Israël. Oui, et en plus de tout cela, cela fait maintenant le troisième jour que ces choses sont arrivées.
22	De plus, certaines femmes de notre compagnie nous ont étonnés, étant arrivées de bonne heure au tombeau;
23	et n'ayant pas trouvé son corps, elles sont venues dire qu'elles aussi avaient eu une vision d'anges, qui disaient qu'il était vivant.
24	Quelques-uns d'entre nous allèrent au tombeau et le trouvèrent comme les femmes l'avaient dit, mais ils ne le virent pas.»
25	Il leur dit: «Peuple insensé, et lent de cœur à croire à tout ce que les prophètes ont annoncé!
26	Le Christ n'a-t-il pas dû souffrir ces choses et entrer dans sa gloire?»
27	Partant de Moïse et de tous les prophètes, il leur expliqua dans toutes les Écritures ce qui le concernait.
28	Ils s'approchèrent du village où ils allaient, et il fit comme s'il voulait aller plus loin.
29	Ils le pressèrent en disant: «Reste avec nous, car le soir vient de tomber, et le jour est presque fini.» Il entra pour rester avec eux.
30	Après s'être mis à table avec eux, il prit le pain et rendit grâce. Il le rompit et le leur donna.
31	Leurs yeux s'ouvrirent et ils le reconnurent; puis il disparut de leur vue.
32	Ils se dirent les uns aux autres: «Notre cœur ne brûlait-il pas au-dedans de nous pendant qu'il nous parlait en chemin et qu'il nous ouvrait les Écritures?»
33	Ils se levèrent à l'heure même, retournèrent à Jérusalem, et trouvèrent les onze réunis, ainsi que ceux qui étaient avec eux,
34	en disant: «Le Seigneur est vraiment ressuscité, et il est apparu à Simon.»
35	Ils racontèrent ce qui s'était passé en chemin, et comment ils l'avaient reconnu à la fraction du pain.
36	Comme ils disaient cela, Jésus lui-même se présenta au milieu d'eux et leur dit: «La paix soit avec vous.»
37	Mais ils furent épouvantés et remplis de crainte, et ils supposèrent qu'ils avaient vu un esprit.
38	Il leur dit: «Pourquoi êtes-vous troublés? Pourquoi des doutes s'élèvent-ils dans vos cœurs?
39	Voyez mes mains et mes pieds, que c'est vraiment moi. Touchez-moi et voyez, car un esprit n'a pas de chair et d'os, comme vous voyez que j'en ai.»
40	Après avoir dit cela, il leur montra ses mains et ses pieds.
41	Comme ils ne croyaient pas encore de joie et qu'ils étaient dans l'étonnement, il leur dit: «Avez-vous ici quelque chose à manger?»
42	Ils lui donnèrent un morceau de poisson grillé et du rayon de miel.
43	Il les prit, et mangea en leur présence.
44	Il leur dit: «C'est ce que je vous ai dit quand j'étais encore avec vous, qu'il fallait que s'accomplisse tout ce qui est écrit de moi dans la loi de Moïse, dans les prophètes et dans les psaumes.»
45	Alors il leur ouvrit l'esprit, afin qu'ils comprissent les Écritures.
46	Il leur dit: «Ainsi il est écrit, et ainsi il était nécessaire que le Christ souffrît et ressuscitât des morts le troisième jour,
47	et que la repentance et le pardon des péchés fussent prêchés en son nom à toutes les nations, à commencer par Jérusalem.
48	Vous êtes témoins de ces choses.
49	Voici que j'envoie sur vous la promesse de mon Père. Mais attendez dans la ville de Jérusalem que vous soyez revêtus de la puissance d'en haut.»
50	Il les conduisit jusqu'à Béthanie, puis, levant les mains, il les bénit.
51	Pendant qu'il les bénissait, il se retira d'eux et fut emporté au ciel.
52	Ils se prosternèrent devant lui et retournèrent à Jérusalem avec une grande joie,
53	et ils étaient continuellement dans le temple, louant et bénissant Dieu. Amen.
43	Jean	21
1	51
1	Au commencement était la Parole, et la Parole était avec Dieu, et la Parole était Dieu.
2	Le même était au commencement avec Dieu.
3	Toutes choses ont été faites par elle. Sans elle, rien n'a été fait de ce qui a été fait.
4	En lui était la vie, et la vie était la lumière des hommes.
5	La lumière brille dans les ténèbres, et les ténèbres ne l'ont pas vaincue.
6	Il vint un homme envoyé de Dieu, dont le nom était Jean.
7	Il est venu comme témoin, afin de rendre témoignage à la lumière, pour que tous croient par lui.
8	Il n'était pas la lumière, mais il a été envoyé pour rendre témoignage à la lumière.
9	La vraie lumière, qui éclaire tout le monde, venait dans le monde.
10	Il était dans le monde, et le monde a été fait par lui, et le monde ne l'a pas reconnu.
11	Il est venu vers les siens, et les siens ne l'ont pas reçu.
12	Mais à tous ceux qui l'ont reçu, il a donné le droit de devenir enfants de Dieu, à ceux qui croient en son nom,
13	lesquels sont nés, non du sang, ni de la volonté de la chair, ni de la volonté de l'homme, mais de Dieu.
14	Le Verbe s'est fait chair et a vécu parmi nous. Nous avons vu sa gloire, une gloire comme celle du Fils unique du Père, plein de grâce et de vérité.
15	Jean rendit témoignage de lui. Il s'est écrié: «C'est celui dont j'ai dit: Celui qui vient après moi m'a surpassé, car il était avant moi.»
16	De sa plénitude, nous avons tous reçu grâce sur grâce.
17	Car la loi a été donnée par Moïse. La grâce et la vérité ont été réalisées par Jésus-Christ.
18	En aucun temps, personne n'a vu Dieu. Le Fils unique, qui est dans le sein du Père, l'a déclaré.
19	Tel est le témoignage de Jean, lorsque les Juifs envoyèrent de Jérusalem des prêtres et des lévites pour lui demander: «Qui es-tu?»
20	Il a déclaré, et n'a pas nié, mais il a déclaré: «Je ne suis pas le Christ.»
21	Ils lui demandèrent: «Qui donc? Es-tu Élie?» Il a dit: «Je ne le suis pas.» «Vous êtes le prophète?» Il a répondu: «Non.»
22	Ils lui dirent donc: «Qui es-tu? Donne-nous une réponse à rapporter à ceux qui nous ont envoyés. Que dis-tu de toi-même?»
23	Il dit: «Je suis la voix de celui qui crie dans le désert: «Aplanissez le chemin du Seigneur», comme l'a dit le prophète Ésaïe.»
24	Ceux qui avaient été envoyés étaient des pharisiens.
25	Ils lui demandèrent: «Pourquoi donc baptises-tu, si tu n'es ni le Christ, ni Élie, ni le prophète?»
26	Jean leur répondit: «Moi, je baptise dans l'eau, mais il y a parmi vous quelqu'un que vous ne connaissez pas.
27	C'est lui qui vient après moi, qui est préféré à moi, et dont je ne suis pas digne de délier la courroie de la sandale.»
28	Ces choses se passaient à Béthanie, de l'autre côté du Jourdain, où Jean baptisait.
29	Le lendemain, il vit Jésus venir à lui, et il dit: «Voici l'Agneau de Dieu, qui enlève le péché du monde!
30	C'est lui dont j'ai dit: «Après moi vient un homme qui est préféré à moi, car il était avant moi.
31	Je ne l'ai pas connu, mais c'est pour cela que je suis venu baptiser dans l'eau, afin qu'il soit révélé à Israël.»
32	Jean rendit ce témoignage: «J'ai vu l'Esprit descendre du ciel comme une colombe, et il est resté sur lui.
33	Je ne l'ai pas reconnu, mais celui qui m'a envoyé baptiser dans l'eau m'a dit: «Celui sur qui tu verras l'Esprit descendre et rester, c'est celui qui baptise dans l'Esprit Saint.
34	J'ai vu et j'ai témoigné que c'est le Fils de Dieu.»
35	Le lendemain, Jean se tenait encore debout avec deux de ses disciples,
36	et, regardant Jésus qui marchait, il dit: «Voici l'Agneau de Dieu.»
37	Les deux disciples l'entendirent parler, et ils suivirent Jésus.
